abbots or lords spiritual 130
access to ethnic resources 61
access to every available 174
access to every component 105
access to every household 81
access to every important 75
access to every profession 67
access to extra resources 111
access to fewer resources 307
access to fishing resources 250
access to grazing resources 91
access to group insurance 262
access to group resources 91
access to housing resources 109
access to housing subsidies 75
access to human knowledge 69
access to human resources 308
access to indian resources 75
access to inner resources 64
access to junior secondary 85
access to labor resources 68
access to large audiences 142
access to large computers 175
access to large corporate 50
access to large databases 628
access to large libraries 559
access to large mainframe 99
access to large resources 107
access to learning resources 789
access to legal databases 81
access to legal documents 123
access to legal expertise 137
access to legal knowledge 57
access to legal proceedings 83
access to legal processes 130
access to legal protection 302
access to legal resources 393
access to local amenities 48
access to local community 89
access to local customers 52
access to local databases 79
access to local expertise 67
access to local hospitals 43
access to local knowledge 386
access to local libraries 74
access to local political 480
access to local residents 74
access to local resources 3462
access to local suppliers 68
access to local telephone 152
access to local television 142
access to lower secondary 76
access to major databases 56
access to major libraries 58
access to major political 96
access to major resources 68
access to major waterways 44
access to moral knowledge 86
access to motor transport 52
access to nearly unlimited 59
access to newly available 73
access to newly developed 62
access to owner occupation 173
access to plant resources 60
access to power resources 351
access to print resources 81
access to quite different 72
access to river transport 61
access to royal patronage 182
access to rural resources 150
access to scale economies 77
access to seabed resources 72
access to sealed documents 49
access to senior secondary 60
access to share ownership 48
access to social amenities 179
access to social insurance 316
access to social knowledge 156
access to social protection 570
access to social provisions 58
access to social resources 3372
access to social situations 61
access to state contracts 89
access to state documents 179
access to state patronage 743
access to state resources 2701
access to state subsidies 195
access to state television 164
access to strong encryption 78
access to tacit knowledge 296
access to teaching resources 80
access to trials themselves 95
access to trust principal 52
access to upper secondary 180
access to urban amenities 249
access to urban resources 200
access to vital knowledge 211
access to vital resources 2024
access to voice telephony 42
access to water resources 1230
access to water throughout 89
access to water transport 433
access to weather forecasts 49
access to which resources 228
access to white privilege 73
access to wider audiences 83
access to wider knowledge 40
access to wider resources 82
access to works protected 64
access to world knowledge 97
access to world resources 175
accord or under compulsion 122
accrue to local residents 134
accuse the older generation 51
accuse the social democrats 86
accusing the social democrats 61
acidic or basic catalysts 564
acidic or basic character 1302
acidic or basic compounds 768
acidic or basic conditions 1934
acidic or basic functional 752
acidic or basic substance 112
acreage is under irrigation 46
acreage of crops harvested 191
across an alien landscape 55
across an empty continent 43
across an empty landscape 90
across an inner courtyard 114
across an urban landscape 55
across at equal distances 52
across at short intervals 89
across in quick succession 46
across or within countries 48
across the above described 134
across the adult population 136
across the altai mountains 75
across the andes mountains 422
across the atlas mountains 446
across the attic territory 49
across the black community 64
across the black emptiness 43
across the black mountains 135
across the blood capillary 155
across the board reductions 175
across the board throughout 81
across the brain capillary 203
across the brick courtyard 61
across the broad boulevard 96
across the broad continent 132
across the broad courtyard 55
across the broad intervening 50
across the broad landscape 105
across the broad shoulders 207
across the broad stretches 49
across the brown landscape 43
across the changing landscape 48
across the class hierarchy 165
across the class structure 379
across the coast mountains 203
across the dimer interface 170
across the dreary landscape 51
across the dusky landscape 102
across the dusty courtyard 92
across the dusty landscape 52
across the eight countries 240
across the eight dimensions 52
across the empty continent 48
across the empty courtyard 141
across the empty esplanade 49
across the empty landscape 139
across the evening landscape 56
across the evening stillness 46
across the fetal membranes 239
across the field diagonally 41
across the field terminals 308
across the first capacitor 142
across the first courtyard 46
across the first reference 44
across the first transition 95
across the fluid interface 54
across the front courtyard 81
across the glass electrode 94
across the glass transition 278
across the globe throughout 53
across the glowing landscape 69
across the grand concourse 44
across the grass instantly 67
across the greek peninsula 63
across the green landscape 116
across the green mountains 1195
across the harsh landscape 69
across the heater terminals 67
across the hills surrounding 49
across the hilly landscape 48
across the house described 56
across the human landscape 112
across the human menstrual 50
across the human population 242
across the idaho panhandle 66
across the indian continent 80
across the indian frontiers 45
across the indian landscape 73
across the indian peninsula 305
across the indian territory 1311
across the inner courtyard 448
across the inner membranes 53
across the input capacitor 308
across the input impedance 306
across the input resistors 184
across the input terminals 3069
across the irish landscape 63
across the joint interface 139
across the korean peninsula 954
across the large courtyard 92
across the large intestine 142
across the large neglected 52
across the legal landscape 74
across the level landscape 133
across the level stretches 90
across the linen tablecloth 135
across the lipid membranes 82
across the local community 59
across the local landscape 94
across the local population 114
across the lofty mountains 61
across the lower abdominal 91
across the lower esophageal 99
across the lower extremity 78
across the lower landscape 50
across the lower peninsula 325
across the lunar landscape 182
across the major industrial 93
across the major political 130
across the malay peninsula 624
across the meter terminals 286
across the motor terminals 1196
across the muddy courtyard 87
across the music concourse 50
across the nasal epithelium 136
across the nation announced 82
across the nation continued 164
across the nation expressed 100
across the nation generally 94
across the nation indicated 57
across the nation indicates 66
across the nation organized 83
across the nation responded 224
across the nation supported 116
across the nation throughout 142
across the neatly manicured 97
across the newly completed 41
across the outer courtyard 137
across the outer membranes 94
across the outer terminals 95
across the party political 174
across the paved courtyard 186
across the phase interface 219
across the phase transition 255
across the plain enveloped 43
across the quiet ancestral 51
across the quiet landscape 56
across the region throughout 88
across the relay terminals 78
across the renal epithelium 58
across the right ventricle 95
across the river commenced 63
across the river continued 123
across the river destroyed 45
across the river downstream 136
across the river euphrates 335
across the river obliquely 58
across the river prevented 56
across the river somewhere 137
across the river throughout 53
across the river yesterday 92
across the rocky landscape 166
across the rocky mountains 13912
across the rolling grassland 159
across the rolling landscape 234
across the roman frontiers 65
across the roman provinces 43
across the rotor terminals 94
across the rough mountains 43
across the rough sandpaper 49
across the route described 53
across the rural landscape 298
across the sandy courtyard 41
across the sandy peninsula 49
across the sandy stretches 80
across the seven centuries 44
across the seven countries 275
across the seven dimensions 65
across the seven mountains 129
across the sharp barnacles 92
across the shining mountains 90
across the short distances 45
across the short intervening 193
across the sinai peninsula 1873
across the small apartment 65
across the small courtyard 280
across the small intervening 110
across the small intestine 1372
across the small peninsula 54
across the smoky mountains 121
across the snowy courtyard 49
across the snowy landscape 191
across the snowy mountains 301
across the social hierarchy 342
across the social landscape 423
across the social structure 738
across the space intervening 267
across the stark landscape 42
across the state frontiers 101
across the state throughout 66
across the steep hillsides 41
across the steep mountains 80
across the stone courtyard 137
across the study population 128
across the sunny courtyard 50
across the sunny landscape 108
across the teaching profession 60
across the texas landscape 74
across the texas panhandle 1384
across the thinly populated 121
across the tiled courtyard 59
across the total population 454
across the tuned secondary 64
across the upper abdominal 60
across the upper euphrates 66
across the upper extremity 65
across the upper interface 57
across the upper peninsula 474
across the urban hierarchy 71
across the urban landscape 832
across the usual political 176
across the welsh mountains 64
across the white landscape 118
across the white mountains 180
across the white porcelain 43
across the white tablecloth 484
across the white waistcoat 52
across the whole collection 100
across the whole community 540
across the whole continent 3078
across the whole continuum 141
across the whole epithelium 68
across the whole equatorial 69
across the whole frequency 199
across the whole industrial 101
across the whole interface 63
across the whole landscape 351
across the whole peninsula 451
across the whole political 1252
across the whole population 2498
across the whole structure 277
across the whole territory 558
across the whole workforce 84
across the wider community 84
across the wider landscape 71
across the working electrode 130
across the working population 202
across the world indicates 60
across the world instantly 57
across the world throughout 70
across the yukon territory 67
actions as chief executive 144
actions at opioid receptors 50
actions by state attorneys 65
actions he could interpret 43
actions he deems necessary 83
actions in given situations 137
actions in quick succession 59
actions in rapid succession 65
actions in social situations 164
actions in which oligarchs 121
actions in which plaintiff 57
actions in which transfers 434
actions is quite different 95
actions it deems necessary 126
actions of every character 48
actions of local political 88
actions of local residents 49
actions of people themselves 51
actions of people throughout 66
actions of social movements 550
actions of thomas jefferson 77
actions of white americans 72
actions of women themselves 88
actions on blood precedent 47
actions or action sequences 103
actions or deeds performed 144
actions or legal proceedings 145
actions or moral qualities 107
actions to abate nuisances 53
actions to avoid transfers 52
active in civil liberties 98
active in crime prevention 52
active in every community 78
active in every important 54
active in every political 110
active in getting possession 41
active in helping establish 40
active in labor movements 78
active in labor struggles 49
active in local campaigns 78
active in local charities 127
active in local community 382
active in local political 944
active in local voluntary 48
active in raising awareness 106
active in seeking political 88
active in setting standards 109
active in social movements 804
active in social situations 67
active on every continent 61
active or agent intellect 277
active or inert ingredients 228
active or power component 66
active or rather resistant 49
active to total population 286
actors in given situations 43
actors in social movements 210
actors in social processes 112
actors in social situations 145
actors no longer performed 67
actors to exert influence 62
actual he still stretched 62
actual or legal possession 95
actual or tacit agreement 178
acuity of light perception 90
acuity of sense perception 43
adapting it where necessary 65
adapting to changing conditions 3041
adapting to changing political 127
adapting to changing situations 335
adapting to local conditions 1037
adapting to local situations 125
adapting to novel situations 107
adapting to social situations 65
adapts by seeming hypothesis 52
adapts to changing conditions 670
adapts to changing situations 145
adapts to local conditions 180
adducing it could reasonably 132
adhere to basic standards 94
adhere to every principle 63
adhere to fixed schedules 51
adhere to group standards 76
adhere to local standards 55
adhere to moral standards 100
adhere to rigid schedules 53
adhere to rigid standards 134
adhere to social standards 48
adhering to every sentiment 77
adhering to plans concerted 218
adjust my plans accordingly 71
adjust or adapt themselves 40
adjust the asset allocation 43
adjust the color intensity 45
adjust the color saturation 80
adjust the exact proportion 46
adjust the field excitation 75
adjust the legal framework 43
adjust the light intensity 230
adjust the opening inventory 57
adjust the price accordingly 155
adjust the valve clearances 231
adjust the vocal apparatus 45
adjust the working conditions 78
adjust to changing conditions 3476
adjust to changing political 135
adjust to changing situations 535
adjust to local conditions 522
adjust to novel situations 129
adjust to social conditions 122
adjust to social situations 181
adjust to varying conditions 117
adjust to varying situations 50
adjust to working conditions 49
adjust to world conditions 60
admire the finer qualities 44
admire the manly resolution 79
admire the strong leadership 57
admire the truly wonderful 160
admiring the rapid deductions 152
admiring the stern resolution 191
admits of every perfection 44
admits of fewer exceptions 128
admits to feeling depressed 43
adopting the above definition 50
adopting the above procedure 67
adopting the above resolution 43
adopting the basic principle 44
adopting the breadth necessary 82
adopting the broad principle 42
adopting the draft resolution 68
adopting the first amendment 451
adopting the legal profession 127
adopting the method described 110
adopting the method suggested 41
adopting the usual convention 44
adopting the usual procedure 59
adopting the views expressed 51
adopting the working hypothesis 96
adopts the house provisions 88
adopts the whole connection 189
adorns the human character 84
adults in close proximity 82
adults in every community 66
adults in learning situations 48
adults in social situations 83
adults is often associated 119
adults is often difficult 49
adults is quite different 92
adults or older teenagers 112
adults to avail themselves 51
advent of cable television 1254
advent of canal irrigation 336
advent of color television 594
advent of fully automated 45
advent of green revolution 395
advent of large computers 159
advent of legal societies 42
advent of linear programming 50
advent of motor transport 926
advent of plate tectonics 874
advent of power machinery 165
advent of small computers 88
advent of social darwinism 89
advent of social democracy 57
advent of social insurance 95
advice in every emergency 217
advice is often available 45
advice is often necessary 67
advice is quite different 47
advice is still pertinent 42
advice of elder statesmen 71
advice of local ministers 52
advice of senior colleagues 124
advice of thomas jefferson 234
advice on asset allocation 55
advice on changing medication 46
advice on crime prevention 127
advice on every important 63
advice on getting published 58
advice on local conditions 127
advice on weather conditions 44
advice or moral admonition 103
advice to every political 186
advice to people considering 45
advice to small borrowers 40
advise on weather conditions 49
advise the audit committee 72
advise the chief executive 945
advise the firms concerned 74
advise the prime ministers 79
advise the state president 204
advise the working committee 341
advising the chief executive 289
advising the working committee 60
aerosol of solid particles 84
affair is quite different 70
affair is still unsettled 42
affect an older population 84
affect av nodal conduction 57
affect in facial expression 46
affect the above conclusion 133
affect the above statement 61
affect the adult population 130
affect the basal metabolic 332
affect the basic character 232
affect the basic conclusion 90
affect the basic conditions 67
affect the basic interests 71
affect the basic mechanism 44
affect the basic political 108
affect the basic principle 264
affect the basic processes 56
affect the basic structure 885
affect the binding character 139
affect the black community 323
affect the black population 146
affect the brain chemistry 53
affect the brain diffusely 59
affect the brain structure 45
affect the child adversely 219
affect the child throughout 60
affect the civil liberties 71
affect the civil population 102
affect the class structure 151
affect the costs associated 127
affect the daily operations 115
affect the facial expression 42
affect the fetus adversely 407
affect the final allocation 54
affect the final appearance 289
affect the final conclusion 132
affect the final dimensions 71
affect the final estimates 41
affect the final resolution 42
affect the final structure 123
affect the first amendment 82
affect the first component 48
affect the funds available 75
affect the glass transition 288
affect the grain structure 60
affect the gross appearance 47
affect the group adversely 40
affect the growth processes 44
affect the growth prospects 77
affect the human population 352
affect the human resources 113
affect the indian community 71
affect the inner structure 95
affect the input impedance 355
affect the keeping qualities 107
affect the large intestine 286
affect the learning processes 67
affect the legal character 400
affect the legal existence 66
affect the legal framework 45
affect the legal interests 89
affect the legal ownership 56
affect the legal profession 114
affect the light absorption 61
affect the light intensity 69
affect the liver adversely 41
affect the local community 452
affect the local conditions 42
affect the local political 118
affect the local population 444
affect the local structure 58
affect the lower esophageal 52
affect the lower extremity 115
affect the moral character 526
affect the moral standards 129
affect the noble attribute 48
affect the nursing profession 80
affect the older generation 60
affect the older population 140
affect the people themselves 48
affect the phase transition 97
affect the plant community 52
affect the power conferred 312
affect the power structure 330
affect the price structure 258
affect the renal epithelium 44
affect the right ventricle 146
affect the risks associated 52
affect the rural districts 43
affect the rural population 185
affect the serum potassium 60
affect the small intestine 894
affect the social conditions 270
affect the social processes 212
affect the social structure 1872
affect the teaching profession 52
affect the total community 76
affect the total impression 45
affect the total intensity 48
affect the total population 516
affect the total production 161
affect the total resources 54
affect the total structure 82
affect the trade interests 118
affect the trading interests 45
affect the upper extremity 106
affect the urban population 48
affect the vital interests 1821
affect the vital principle 55
affect the vital processes 65
affect the water available 53
affect the water chemistry 99
affect the water resources 131
affect the water structure 45
affect the weather conditions 60
affect the weather throughout 41
affect the white population 188
affect the whole character 416
affect the whole civilized 42
affect the whole commercial 100
affect the whole community 2072
affect the whole conception 73
affect the whole continent 113
affect the whole ecosystem 64
affect the whole existence 66
affect the whole framework 52
affect the whole household 53
affect the whole industrial 56
affect the whole political 194
affect the whole population 1394
affect the whole structure 608
affect the whole substance 44
affect the wider community 105
affect the working conditions 876
affect the working population 150
affect the working qualities 48
affect the world community 87
affect to value themselves 43
affect via facial expression 151
affirm the basic principle 45
affirm the close connection 91
affirm the final judgments 155
affirm the first conclusion 45
affixing the royal signature 72
afford an ample guarantee 40
afford it ample protection 42
afford it every reasonable 69
afford it first amendment 53
afford the chief enjoyment 86
afford the costs associated 316
afford the first indication 71
afford the money necessary 94
afford the people protection 49
afford the risks associated 45
afford the space necessary 58
afford the staff necessary 84
afford to allow ourselves 154
afford to allow themselves 125
afford to amuse themselves 66
afford to avail themselves 266
afford to blind ourselves 48
afford to build expensive 98
afford to build themselves 107
afford to carry insurance 40
afford to carry passengers 188
afford to clothe themselves 104
afford to dress themselves 228
afford to drink champagne 52
afford to enjoy themselves 68
afford to equip themselves 361
afford to house themselves 80
afford to limit ourselves 83
afford to limit themselves 58
afford to offer customers 55
afford to place themselves 50
afford to spend centuries 49
afford to spend resources 44
afford to waste ammunition 200
afford to waste resources 286
afford us ample protection 44
afraid he might recognize 81
afraid he would embarrass 94
afraid he would recognize 88
afraid he would suffocate 82
afraid is still imperfect 47
afraid it might embarrass 57
afraid it might interfere 97
afraid it would embarrass 116
afraid it would interfere 334
afraid it would literally 128
afraid my meteor appearance 47
afraid of anything different 40
afraid of anything whatsoever 61
afraid of cutting themselves 48
afraid of every appearance 44
afraid of every innovation 43
afraid of falling overboard 43
afraid of finding ourselves 49
afraid of finding themselves 194
afraid of hindu domination 68
afraid of human knowledge 45
afraid of hurting ourselves 45
afraid of hurting themselves 76
afraid of letting themselves 59
afraid of looking frivolous 40
afraid of meeting challenges 40
afraid of meeting parliament 54
afraid of putting ourselves 45
afraid of putting themselves 118
afraid of showing ourselves 44
afraid of showing themselves 155
afraid of social ostracism 47
afraid of social revolution 156
afraid of social situations 76
afraid of wanting provisions 51
afraid of working themselves 50
afraid to admit ignorance 185
afraid to allow ourselves 55
afraid to allow themselves 93
afraid to avail themselves 77
afraid to enjoy themselves 147
afraid to exert themselves 54
afraid to place themselves 51
afraid to reveal ourselves 51
afraid to reveal themselves 206
afraid to trust ourselves 240
afraid to trust themselves 1059
afresh at short intervals 46
afresh by every generation 146
afresh in every generation 626
afresh the cruel necessity 40
afresh to every generation 90
agency in every community 82
agency in every important 76
agency in indian territory 271
agency in social cognitive 875
agency in social movements 100
agency is quite different 62
agency of class domination 57
agency of class supremacy 51
agency of others necessary 55
agency of social movements 128
agency of social regulation 54
agency of women themselves 69
agency or court proceedings 94
agency or trade association 118
agency to which phenomena 68
agenda is quite different 114
agenda of social democracy 122
agenda of social movements 110
agenda of world domination 48
agents in acute myocardial 349
agents in child psychiatry 52
agents in enemy territory 184
agents in every important 147
agents in lupus nephritis 113
agents is often associated 42
agents is often difficult 50
agents is often necessary 69
agents is quite different 62
agents of acute infectious 84
agents of change themselves 167
agents of human infections 44
agents of moral corruption 44
agents of rival companies 45
agents of social influence 94
agents of social production 142
agents of social revolution 116
agents of social stability 186
agents of state repression 72
agents of trading companies 95
agents of viral enteritis 61
agents of viral hepatitis 149
agents of white supremacy 59
agents of world revolution 54
agents on learning disorders 111
agents or casting directors 148
agents or trading companies 132
agents to exert themselves 59
agreed in every important 41
agreed in thinking themselves 53
agreed to allow americans 54
agreed to allow themselves 57
agreed to avail themselves 119
agreed to carry passengers 47
agreed to defer discussion 59
agreed to elect delegates 44
agreed to every suggestion 82
agreed to fully cooperate 44
agreed to grant permission 127
agreed to grant political 90
agreed to house amendment 370
agreed to issue passports 106
agreed to joint occupancy 48
agreed to joint occupation 182
agreed to joint ownership 59
agreed to limit emigration 62
agreed to limit ourselves 50
agreed to limit production 314
agreed to limit themselves 189
agreed to major reductions 53
agreed to merge themselves 86
agreed to place ourselves 40
agreed to place themselves 433
agreed to raise additional 43
agreed to share political 160
agreed to share resources 78
agreed to spend christmas 124
agreed to under conditions 54
agreed to unite themselves 152
agreed to utter themselves 204
agreed to write regularly 44
agreed to yield obedience 44
agreeing to limit production 46
agreeing to unite themselves 42
agrees in every important 42
agrees to carry insurance 125
agrees to fully cooperate 105
agrees to fully indemnify 47
aisles by walls sustained 52
aisles of equal dimensions 41
aisles of gothic cathedrals 46
alarming the whole household 54
alarms or smoke detectors 102
albeit at lower resolution 45
albeit at times unknowingly 41
albeit in quite different 512
albeit in rather different 328
albeit of dutch extraction 44
albeit of quite different 40
albeit on quite different 55
aliens the equal protection 44
alkali is added gradually 114
allaying the local irritation 67
allege the facts necessary 63
alleging an equal protection 82
alleys of small tenements 117
allies to whose protection 56
allowing it would encourage 86
allowing the chief executive 222
allowing the court discretion 51
allowing the finer particles 43
allowing the local community 54
allowing the local population 170
allowing the people themselves 100
allowing the price mechanism 83
allowing the solid particles 53
allowing the usual proportion 43
allowing the water molecules 55
allowing to stand overnight 475
allows an exact evaluation 47
allows the chief executive 361
allows the court discretion 73
allows the first permanent 60
allows the human resources 47
allows the light reflected 43
allows the local community 75
allows the local population 118
allows the price mechanism 46
allows the rapid evaluation 45
allows the rapid generation 63
allows the rapid production 97
allows the right ventricle 103
allows the small intestine 46
allows the social scientist 322
allows the water molecules 173
alloys is quite different 64
almost an elder statesman 47
almost an equal compliance 66
almost an equal obscurity 51
almost an equal proportion 454
almost an exact duplicate 2226
almost an exact equipoise 81
almost an exact repetition 577
almost as fatal parsimony 46
almost as fully developed 111
almost as strong instances 45
almost as thinly inhabited 125
almost at equal distances 143
almost at grazing incidence 91
almost be taken literally 57
almost by whole regiments 576
almost in equal proportion 185
almost in every alternate 104
almost in every generation 87
almost in every household 117
almost in every important 48
almost in every monastery 106
almost in every paragraph 51
almost in exact agreement 63
almost in exact proportion 639
almost in total agreement 59
almost in total ignorance 72
almost in utter ignorance 52
almost my whole residence 46
almost no legal protection 86
almost no money available 61
almost no stage directions 79
almost of equal magnitude 158
almost of sheer necessity 81
almost or quite destitute 106
almost or quite destroyed 96
almost or quite disappears 79
almost or quite forgotten 246
almost or quite identical 266
almost or quite inaudible 144
almost or quite incapable 76
almost or quite invariably 106
almost or quite invisible 472
almost or quite saturated 184
almost or quite stationary 150
almost or quite universal 115
almost or quite unnoticed 87
almost the exact antithesis 276
almost the exact appearance 50
almost the exact dimensions 51
almost the exact duplicate 375
almost the exact geographic 41
almost the exact opposites 45
almost the exact proportion 79
almost the first appearance 48
almost the first broadside 41
almost the first effectual 49
almost the first englishman 61
almost the first generation 47
almost the first important 70
almost the first impression 68
almost the first indication 109
almost the first intimation 71
almost the first magnitude 40
almost the first paragraph 99
almost the first political 92
almost the first principle 115
almost the first requisite 188
almost the total population 1422
almost the total production 77
almost the total sacrifice 62
almost the whole abdominal 98
almost the whole adherents 45
almost the whole advantage 253
almost the whole afternoon 371
almost the whole ammunition 48
almost the whole apparatus 56
almost the whole available 144
almost the whole civilized 374
almost the whole coastline 50
almost the whole collection 59
almost the whole commercial 426
almost the whole community 906
almost the whole continent 1262
almost the whole convention 43
almost the whole effective 40
almost the whole equestrian 178
almost the whole existence 177
almost the whole expression 91
almost the whole frequency 44
almost the whole generation 59
almost the whole habitable 155
almost the whole household 48
almost the whole impression 151
almost the whole industrial 168
almost the whole influence 56
almost the whole inhabited 593
almost the whole intricacy 59
almost the whole landscape 49
almost the whole leadership 47
almost the whole multitude 43
almost the whole narrative 41
almost the whole newspaper 278
almost the whole nineteenth 76
almost the whole orchestra 49
almost the whole patronage 53
almost the whole peninsula 548
almost the whole personnel 71
almost the whole political 454
almost the whole population 11502
almost the whole practical 48
almost the whole production 143
almost the whole profession 55
almost the whole remainder 178
almost the whole resources 45
almost the whole scripture 202
almost the whole structure 160
almost the whole substance 421
almost the whole territory 709
almost the whole ultimatum 40
almost the whole vegetable 160
almost to carry conviction 54
almost to create themselves 257
almost to moral certainty 42
almost to rival whitehall 57
almost to total extinction 46
already an elder statesman 109
already an undue proportion 83
already in close association 46
already in close proximity 175
already in force throughout 102
already in greek antiquity 43
already in legal possession 42
already in place elsewhere 88
already in place throughout 224
already in print elsewhere 48
already in quiet possession 40
already in state ownership 44
already no doubt perceived 42
already no longer identical 57
already on short allowance 50
already so amply discussed 74
already so fully described 284
already so fully developed 60
already so fully discussed 271
already so fully explained 397
already so often described 145
already so often expressed 46
already the first commercial 80
already the inner knowledge 58
already the proud possessor 68
already to cover themselves 45
altars of human sacrifice 87
altering the basic character 135
altering the basic conditions 61
altering the basic framework 72
altering the basic political 86
altering the basic structure 741
altering the class structure 73
altering the growth conditions 71
altering the legal framework 64
altering the light intensity 53
altering the power structure 252
altering the price structure 42
altering the social conditions 282
altering the social landscape 46
altering the social structure 1002
altering the whole appearance 61
altering the whole character 238
altering the whole political 86
altering the whole structure 165
altering the working conditions 41
alters the basic structure 90
alters the power structure 88
alters the social structure 188
alters the whole appearance 49
alters the whole character 329
alters the whole complexion 131
alters the whole structure 73
always an added attraction 43
always an equal faintness 60
always an exact indication 54
always an option available 44
always at equal distances 143
always at equal intervals 57
always be above criticism 43
always be ample protection 40
always be dried thoroughly 54
always be easily available 136
always be easily corrected 40
always be easily explained 47
always be easily satisfied 142
always be easily separated 219
always be found associated 233
always be found beneficial 53
always be found defective 100
always be found desirable 50
always be found different 40
always be found difficult 40
always be found effective 62
always be found elsewhere 61
always be found necessary 191
always be found perfectly 55
always be found somewhere 344
always be fully effective 40
always be fully evaluated 43
always be fully explained 184
always be fully exploited 54
always be fully expressed 51
always be fully protected 46
always be fully satisfied 50
always be fully supported 44
always be given wholesome 45
always be neatly separated 132
always be quite different 52
always be really expedient 74
always be taken advantage 266
always be taken literally 706
always be under obligation 70
always in close agreement 139
always in close apposition 68
always in close association 323
always in close connection 332
always in close proximity 1096
always in equal abundance 137
always in equal proportion 89
always in every community 104
always in exact agreement 77
always in exact proportion 762
always in large companies 49
always in short sentences 108
always in strong agreement 70
always in total agreement 127
always is either revolution 50
always it which dominated 43
always of equal intensity 128
always of equal magnitude 61
