a and total phosphorus 112
a few score kilometers 80
a few score volunteers 84
a few senior commanders 132
a few senior executives 376
a few senior government 122
a few senior professors 114
a few senior scientists 44
a few serial homologies 93
a few shady characters 123
a few shady pretenders 58
a few sharp encounters 106
a few sharp engagements 98
a few sharp skirmishes 106
a few shining characters 41
a few short biographies 65
a few short discussions 53
a few short expeditions 58
a few short generations 544
a few short interludes 83
a few short interviews 149
a few short kilometers 77
a few short narratives 47
a few short paragraphs 2621
a few short references 113
a few short reflections 87
a few short statements 280
a few small aggregates 157
a few small alterations 452
a few small amendments 130
a few small apartments 79
a few small associations 42
a few small businesses 695
a few small categories 60
a few small characters 77
a few small collections 172
a few small commissions 85
a few small components 50
a few small concessions 328
a few small concretions 44
a few small containers 62
a few small corrections 348
a few small crustaceans 48
a few small cultivated 44
a few small depressions 67
a few small enclosures 82
a few small engagements 87
a few small evergreens 42
a few small excavations 52
a few small expeditions 42
a few small farmhouses 42
a few small fortresses 65
a few small generators 47
a few small government 107
a few small indications 44
a few small industries 635
a few small landowners 69
a few small landscapes 83
a few small localities 174
a few small minorities 41
a few small newspapers 75
a few small outbuildings 74
a few small paragraphs 41
a few small plantations 303
a few small polyatomic 93
a few small populations 248
a few small possessions 129
a few small privileges 63
a few small properties 129
a few small protestant 42
a few small refineries 42
a few small reservoirs 73
a few small sculptures 58
a few small skirmishes 226
a few small specialized 94
a few small statuettes 49
a few small stratagems 68
a few small structures 155
a few small suggestions 141
a few small sunflowers 58
a few small superficial 74
a few sober reflections 75
a few social activities 232
a few social democratic 366
a few social engagements 198
a few social scientists 1314
a few solid substances 54
a few sound principles 164
a few sound reflections 41
a few spare cartridges 57
a few speaking engagements 424
a few stage properties 123
a few state commissions 74
a few state department 139
a few steps calculated 48
a few stock characters 186
a few stock expressions 114
a few stone foundations 202
a few stone implements 812
a few stone sculptures 199
a few stone structures 118
a few straw mattresses 116
a few stray gentlefolk 48
a few stray pedestrians 40
a few stray references 304
a few stray snowflakes 42
a few strong candidates 44
a few strong characters 65
a few strong convictions 42
a few strong expressions 91
a few strong fortresses 46
a few strong impressions 79
a few strong reflections 55
a few strong statements 55
a few strong supporters 56
a few sugar plantations 260
a few sugar refineries 73
a few telling statistics 40
a few terse paragraphs 212
a few terse statements 98
a few times beforehand 146
a few times immediately 52
a few timid suggestions 43
a few token appearances 59
a few token concessions 144
a few toxic substances 50
a few trade associations 276
a few truly exceptional 49
a few upper palaeolithic 61
a few vague assurances 40
a few vague expressions 68
a few vague impressions 133
a few vague indications 151
a few vague references 557
a few vague statements 189
a few vague suggestions 145
a few vital principles 43
a few vital statistics 284
a few vivid impressions 75
a few volts difference 43
a few wealthy collectors 76
a few wealthy financiers 40
a few wealthy households 109
a few wealthy landowners 635
a few wealthy supporters 97
a few weeks attendance 40
a few weeks beforehand 977
a few weeks completely 155
a few weeks disappeared 44
a few weeks experience 175
a few weeks immediately 278
a few weeks intervened 48
a few weeks palmerston 44
a few weeks postpartum 143
a few weeks recuperating 84
a few weeks subsequent 491
a few weeks sufficient 86
a few weeks terminated 107
a few which illustrate 159
a few white corpuscles 132
a few white highlights 55
a few white southerners 129
a few white supporters 54
a few whose superiority 49
a few women candidates 55
a few women experience 211
a few women interested 45
a few women professors 54
a few women scientists 57
a few words acquainted 80
a few words appropriate 191
a few words calculated 64
a few words carelessly 84
a few words distinctly 82
a few words expressive 1084
a few words illustrating 73
a few words immediately 69
a few words indicative 101
a few words introduced 116
a few words pronounced 242
a few words recommending 47
a few words separately 43
a few words understood 71
a few working definitions 92
a few working principles 85
a few would eventually 80
a few would understand 184
a few yards intervened 58
a few yards surrounded 82
a fun learning experience 526
a gas laser oscillator 295
a gas under compression 134
a gas which dissociates 42
a gas whose composition 142
a gas whose properties 136
a god whose attributes 474
a god whose providence 133
a guy whose girlfriend 54
a heat nearly sufficient 49
a heat value equivalent 69
a hot humid atmosphere 135
a hot moist atmosphere 124
a hot plate maintained 168
a hot stage microscope 233
a hot steamy atmosphere 71
a hot water circulation 126
a jet black background 120
a jet engine compressor 46
a jet ranger helicopter 48
a jew could understand 106
a jew would understand 120
a job after retirement 120
a job selling newspapers 242
a job share arrangement 52
a job sharing arrangement 58
a job teaching elementary 90
a job teaching literature 70
a job teaching mathematics 154
a job teaching philosophy 144
a job until retirement 113
a job while unemployed 47
a key learning experience 81
a key social institution 700
a key state department 130
a key which identifies 43
a lad named cartwright 85
a law banning interracial 55
a law which absolutely 86
a law which apparently 73
a law which conflicted 54
a law which determined 57
a law which determines 428
a law which discharged 45
a law which encouraged 59
a law which encourages 121
a law which explicitly 56
a law which guaranteed 77
a law which guarantees 285
a law which interfered 72
a law which interferes 186
a law which introduced 60
a law which introduces 60
a law which originated 48
a law which prescribed 150
a law which prescribes 404
a law which proclaimed 79
a law which prohibited 1635
a law which recognized 110
a law which recognizes 141
a law which represents 92
a law which restrained 159
a law which restricted 182
a law which stipulated 221
a law which stipulates 86
a law which supersedes 73
a law which transcends 175
a law whose application 53
a law whose observance 115
a law would immediately 150
a lie group isomorphic 60
a log cabin surrounded 127
a log house surrounded 45
a long black automobile 193
a long black flashlight 93
a long black horizontal 166
a long black mackintosh 42
a long black sleeveless 59
a long crowing inspiration 45
a long delay intervened 98
a long first metatarsal 106
a long focus microscope 71
a long greek inscription 386
a long lasting friendship 172
a long latin inscription 1690
a long latin termination 81
a long learning experience 83
a long metal instrument 74
a long panel representing 52
a long period antecedent 100
a long period beforehand 114
a long period completely 212
a long period considered 98
a long period constantly 54
a long period controlled 48
a long period determined 40
a long period eventually 45
a long period frequently 48
a long period identified 44
a long period intervened 182
a long period intervenes 259
a long period maintained 176
a long period oscillation 162
a long period restricted 47
a long period subsequent 349
a long press conference 354
a long rocky promontory 68
a long runic inscription 51
a long search discovered 109
a long season disorderly 113
a long sharp instrument 122
a long social experience 140
a long space intervened 49
a long staff surmounted 142
a long stone passageway 49
a long table surrounded 485
a long teaching experience 203
a long tried friendship 40
a long value representing 53
a long while beforehand 279
a long while considered 54
a long while maintained 83
a long white laboratory 113
a long white nightdress 382
a long white nightshirt 328
a long white sleeveless 43
a long working experience 51
a lot about alcoholism 137
a lot about basketball 179
a lot about catholicism 49
a lot about commitment 87
a lot about competition 62
a lot about composition 90
a lot about cooperation 59
a lot about discipline 148
a lot about explosives 61
a lot about friendship 174
a lot about government 468
a lot about historical 42
a lot about housekeeping 43
a lot about individual 194
a lot about information 102
a lot about journalism 95
a lot about literature 277
a lot about loneliness 162
a lot about management 497
a lot about mathematics 114
a lot about particular 46
a lot about philosophy 131
a lot about principles 50
a lot about prosperity 56
a lot about psychology 238
a lot about scientific 92
a lot about shakespeare 126
a lot about statistics 69
a lot about successful 53
a lot about techniques 45
a lot about technology 202
a lot about traditional 83
a lot about witchcraft 49
a lot about yourselves 66
a low basal metabolism 358
a low blood hemoglobin 42
a low blood phosphorus 75
a low blood solubility 51
a low cross elasticity 67
a low damping coefficient 40
a low earthen embankment 95
a low grade fertilizer 63
a low grade malignancy 163
a low input resistance 521
a low level background 128
a low level comparable 80
a low level description 134
a low level radioactive 102
a low lipid solubility 196
a low local recurrence 66
a low mound surrounded 65
a low ohmic resistance 103
a low plate resistance 372
a low plating efficiency 100
a low power consumption 954
a low power dissipation 123
a low power microscope 1633
a low power oscillator 99
a low power transistor 166
a low price elasticity 1523
a low price encourages 49
a low ridge immediately 46
a low rocky intertidal 149
a low rocky promontory 363
a low rolling resistance 89
a low rotor resistance 92
a low score represents 133
a low serum complement 156
a low serum phosphorus 895
a low sheet resistance 396
a low shunt resistance 73
a low social background 98
a low solid solubility 59
a low speed centrifuge 62
a low stone balustrade 181
a low stool surrounded 44
a low table surrounded 139
a low tower surmounted 55
a low value determined 44
a low value represents 52
a low value resistance 50
a low voice pronounced 46
a low water consumption 56
a low water solubility 449
a mac arthur fellowship 71
a man above ordinances 153
a man began vigorously 46
a man could accomplish 314
a man could accumulate 84
a man could completely 47
a man could comprehend 90
a man could contribute 45
a man could experience 240
a man could perpetrate 80
a man could physically 98
a man could understand 468
a man easily frightened 115
a man easily influenced 103
a man falling downstairs 69
a man falls infinitely 53
a man feels distinctly 64
a man fully acquainted 51
a man fully conversant 67
a man fully determined 62
a man grows scurrilous 59
a man known personally 64
a man knows definitely 45
a man lacks confidence 49
a man later identified 324
a man loses confidence 58
a man might accomplish 64
a man might accumulate 54
a man might eventually 43
a man might experience 232
a man might ignorantly 41
a man might maliciously 89
a man might rightfully 52
a man might understand 103
a man named bartholomew 193
a man named cartwright 51
a man named fitzgerald 109
a man named hutchinson 56
a man named montgomery 151
a man named richardson 238
a man named shakespeare 133
a man named stephenson 65
a man named valenzuela 44
a man needs instruction 102
a man often recommends 68
a man really appreciates 46
a man really heartbroken 85
a man seeking employment 113
a man selling newspapers 135
a man selling vegetables 46
a man shall accomplish 45
a man shall maliciously 80
a man shall understand 51
a man still remembered 68
a man study diligently 59
a man takes precedence 53
a man thinks erroneously 141
a man throwing particular 80
a man truly ridiculous 50
a man under chloroform 46
a man under examination 140
a man under indictment 243
a man under observation 117
a man under tremendous 42
a man which interferes 46
a man whose activities 402
a man whose adventures 93
a man whose aggressive 82
a man whose amiableness 118
a man whose application 55
a man whose appreciation 81
a man whose aspirations 119
a man whose assistance 62
a man whose associations 51
a man whose attachment 242
a man whose background 602
a man whose capacities 90
a man whose commitment 225
a man whose competence 77
a man whose conceptions 42
a man whose conclusions 42
a man whose confidence 227
a man whose connections 131
a man whose conscience 1396
a man whose constantly 45
a man whose consummate 53
a man whose continuous 60
a man whose convictions 387
a man whose credentials 180
a man whose deficiency 116
a man whose democratic 156
a man whose description 305
a man whose determined 43
a man whose diplomatic 75
a man whose disposition 422
a man whose distinction 138
a man whose distinguishing 43
a man whose earnestness 68
a man whose educational 88
a man whose efficiency 46
a man whose employment 143
a man whose enterprise 62
a man whose enterprising 75
a man whose equanimity 147
a man whose excellence 76
a man whose exceptional 62
a man whose experience 2732
a man whose familiarity 44
a man whose fanaticism 52
a man whose footprints 45
a man whose forefathers 91
a man whose fraudulent 81
a man whose friendship 1196
a man whose generosity 266
a man whose gentleness 52
a man whose girlfriend 106
a man whose government 97
a man whose grandfather 1144
a man whose grandmother 106
a man whose historical 100
a man whose imagination 1135
a man whose importance 266
a man whose incapacity 67
a man whose incredible 43
a man whose indignation 43
a man whose individual 129
a man whose information 74
a man whose inspiration 56
a man whose intellects 85
a man whose invincible 97
a man whose kindliness 45
a man whose liberality 40
a man whose livelihood 287
a man whose loneliness 65
a man whose melancholy 41
a man whose metabolism 57
a man whose misfortune 74
a man whose nationality 91
a man whose negligence 45
a man whose overwhelming 53
a man whose particular 105
a man whose perceptions 144
a man whose philosophy 488
a man whose photograph 218
a man whose physiognomy 63
a man whose popularity 357
a man whose possessions 103
a man whose prejudices 96
a man whose pretensions 84
a man whose principles 1349
a man whose productions 44
a man whose profligacy 45
a man whose prominence 45
a man whose propensity 154
a man whose prosperity 67
a man whose reflections 40
a man whose remarkable 187
a man whose resentment 46
a man whose scientific 357
a man whose sentiments 217
a man whose simplicity 144
a man whose statements 156
a man whose subjective 63
a man whose subsequent 163
a man whose successful 68
a man whose superficial 43
a man whose superiority 178
a man whose supporters 46
a man whose unconscious 52
a man whose utterances 76
a man whose vindictive 54
a man whose vocabulary 79
a man whose whereabouts 67
a man whose wickedness 89
a man would accomplish 120
a man would constantly 94
a man would contribute 104
a man would eventually 106
a man would experience 432
a man would frequently 144
a man would immediately 94
a man would inevitably 214
a man would ordinarily 328
a man would ultimately 96
a man would understand 594
a map which identifies 57
a map which represents 188
a math learning disability 55
a may press conference 112
a mean daily consumption 79
a mean field calculation 81
a mean field description 144
a mean grade equivalent 80
a mean value calculated 164
a mean value determined 106
a myth which represents 63
a near daily occurrence 50
a near fatal automobile 91
a near linear dependence 58
a near total dependence 100
a near total destruction 64
a neat linear progression 75
a neat though serviceable 58
a net phase difference 71
a new armed neutrality 148
a new banking corporation 68
a new banking institution 221
a new basic institution 250
a new basic orientation 60
a new basic philosophy 53
a new basic technology 64
a new bible translation 194
a new black bourgeoisie 114
a new black government 59
a new black nationalism 56
a new black nationalist 109
a new black pocketbook 46
a new blank publication 134
a new blank spreadsheet 66
a new blood transfusion 55
a new buick automobile 71
a new chief information 65
a new chief magistrate 435
a new chord progression 51
a new civic auditorium 267
a new civic conscience 41
a new civic nationalism 44
a new civil aeronautics 56
a new civil government 392
a new class compromise 67
a new class distinction 125
a new color combination 120
a new crown corporation 170
a new cuban government 303
a new czech government 52
a new dance vocabulary 96
a new danger confronted 120
a new dutch translation 76
a new equal employment 200
a new ethnic restaurant 45
a new ethnic settlement 79
a new event indirectly 44
a new excel spreadsheet 291
a new farming technology 44
a new first lieutenant 77
a new first presidency 179
a new found appreciation 66
a new found confidence 237
a new fully integrated 135
a new grant application 94
a new greek government 137
a new greek restaurant 49
a new greek translation 133
a new group experience 57
a new growth immediately 42
a new growth trajectory 120
a new guiding philosophy 45
a new guinea highlander 100
a new guinea magistrate 91
a new hague conference 78
a new holding corporation 80
a new house immediately 62
a new house surrounded 45
a new housing settlement 48
a new housing subdivision 174
a new human experience 173
a new human fellowship 50
a new human individual 663
a new human institution 128
a new human retrovirus 396
a new human settlement 49
a new human solidarity 49
a new imaging technology 117
a new indian government 195
a new indian reservation 52
a new indian restaurant 61
a new indian settlement 54
a new inner experience 57
a new iraqi government 1766
a new irish government 51
a new irish literature 111
a new irish republican 54
a new joint enterprise 61
a new korean government 171
a new labor department 92
a new labor discipline 68
a new labor government 783
a new laser technology 65
a new latin translation 1669
a new learning experience 3049
a new legal arrangement 72
a new legal discipline 72
a new legal institution 510
a new legal instrument 879
a new legal philosophy 83
a new linear combination 62
a new local coordinate 67
a new local fraternity 43
a new local government 2060
a new method applicable 76
a new method introduced 133
a new model automobile 354
a new model designation 145
a new model introduced 64
a new moral atmosphere 235
a new moral commitment 42
a new moral conscience 110
a new moral discipline 67
a new moral earnestness 63
a new moral imperative 432
a new moral orientation 77
a new moral philosophy 357
a new moral seriousness 89
a new moral vocabulary 69
a new motion compounded 137
a new motor assessment 67
a new music department 69
a new naval conference 204
a new needs assessment 88
a new novel circulated 42
a new order consistent 66
a new order immediately 147
a new order instituted 43
a new order introduced 62
a new party immediately 50
a new party realignment 104
a new party representing 70
a new penal institution 56
a new penal settlement 430
a new petty bourgeoisie 259
a new pizza restaurant 56
a new poetic literature 100
a new poetic vocabulary 78
a new power introduced 62
a new power subversive 86
a new prose literature 64
a new prose translation 139
a new radial coordinate 110
a new reader comprehend 68
a new regal appellation 52
a new reich government 87
a new right government 91
a new royal government 59
a new rural bourgeoisie 132
a new rural proletariat 76
a new saint bartholomew 97
a new sales department 45
a new senior management 528
a new serial publication 74
a new soaring impalpable 386
a new social adjustment 198
a new social arrangement 886
a new social assistance 140
a new social atmosphere 416
a new social combination 94
a new social commitment 94
a new social compromise 159
a new social conscience 1708
a new social democratic 2284
a new social discipline 618
a new social distinction 116
a new social experience 580
a new social experiment 258
a new social imagination 136
a new social imperative 98
a new social importance 170
a new social institution 1926
a new social integration 356
a new social orientation 347
a new social phenomenon 1800
a new social philosophy 3418
a new social psychology 271
a new social scientific 105
a new social settlement 112
a new social solidarity 217
a new social technology 294
a new staff accountant 84
a new staff department 63
a new state bourgeoisie 66
a new state bureaucracy 88
a new state corporation 80
a new state department 537
a new state enterprise 153
a new state government 4674
a new state institution 578
a new state philosophy 41
a new state presidency 44
a new state university 388
a new strong interaction 69
a new style appropriate 103
a new style expressive 46
a new sugar substitute 294
a new taste experience 234
a new teaching assignment 137
a new teaching methodology 107
a new teaching university 62
a new topic immediately 58
a new topic introduced 67
a new trade arrangement 182
a new trading arrangement 70
a new treaty arrangement 111
a new treaty establishing 60
a new treaty guaranteeing 72
a new tumor suppressor 60
a new unity government 71
a new urban bourgeoisie 97
a new urban experience 48
a new urban phenomenon 105
a new urban proletariat 239
a new urban settlement 125
a new urban underclass 256
a new urban vernacular 83
a new value determined 79
a new value orientation 373
a new value proposition 333
a new valve technology 54
a new verse translation 202
a new wafer fabrication 59
a new waste management 127
a new water management 106
a new working arrangement 161
a new working philosophy 47
a new world conference 608
a new world discovered 119
a new world equivalent 94
a new world government 705
a new world information 4635
a new world literature 121
a new world phenomenon 161
a new world philosophy 148
a new world settlement 76
a new world superpower 44
a new world wilderness 64
a new writing assignment 104
a new writing instrument 95
a new writing technology 48
a not easily accessible 82
a not fully understood 177
a not inapt comparison 53
