a bachelor relative who 44
a cocktail reception for 249
a cocktail reception with 57
a cocktail waitress and 432
a cocktail waitress for 71
a cocktail waitress was 42
a cocktail waitress who 177
a cocktail waitress with 51
a coherent analysis and 93
a coherent analysis that 124
a coherent approach and 145
a coherent approach for 179
a coherent approach that 327
a coherent approach with 44
a coherent argument and 132
a coherent argument for 436
a coherent argument that 228
a coherent cultural and 62
a coherent direction and 51
a coherent direction for 98
a coherent doctrine and 177
a coherent doctrine but 42
a coherent doctrine for 117
a coherent doctrine that 230
a coherent economic and 538
a coherent electron beam 78
a coherent identity and 360
a coherent identity for 236
a coherent identity that 221
a coherent movement and 93
a coherent movement but 42
a coherent movement for 59
a coherent movement that 45
a coherent movement with 83
a coherent paradigm for 53
a coherent platform for 64
a coherent proposal for 95
a coherent rationale and 88
a coherent rationale for 960
a coherent response and 51
a coherent sentence and 64
a coherent sentence now 119
a coherent sentence out 131
a coherent sequence and 82
a coherent strategy and 638
a coherent strategy but 43
a coherent strategy can 55
a coherent strategy for 3582
a coherent strategy has 46
a coherent strategy that 876
a coherent strategy was 69
a coherent strategy with 117
a coherent tradition and 44
a cohesive economic and 136
a cohesive identity and 107
a cohesive identity for 80
a cohesive majority and 79
a cohesive movement and 53
a cohesive movement for 42
a cohesive movement that 42
a cohesive strategy and 67
a cohesive strategy for 230
a cohesive strategy that 102
a collation prepared for 151
a collation provided for 50
a colleague informed him 47
a colleague mentioned that 144
a colleague observed that 126
a colleague remarked that 244
a colleague reported that 135
a colleague suggests that 100
a collision occurred and 158
a collision occurred with 175
a colophon indicating that 44
a colorful backdrop for 314
a colorful ceremony and 56
a colorful contrast with 44
a colorful metaphor for 60
a colossal appetite for 46
a colossal capacity for 82
a colossal challenge for 44
a colossal contempt for 46
a colossal disaster for 43
a colossal explosion that 128
a colossal mortuary for 91
a colossal railroad map 121
a colossal struggle for 80
a comanche medicine man 81
a comatose condition and 300
a comatose condition for 312
a comatose condition with 103
a combined academic and 163
a combined airborne and 153
a combined american and 1054
a combined analysis and 58
a combined analysis was 45
a combined analysis with 60
a combined approach and 87
a combined approach are 42
a combined approach can 130
a combined approach for 293
a combined approach has 129
a combined approach may 214
a combined approach that 663
a combined approach using 414
a combined approach was 150
a combined approach with 375
a combined auditory and 46
a combined breakfast and 128
a combined business and 623
a combined capacity for 213
a combined cellular and 53
a combined cervical and 84
a combined chemical and 360
a combined christian and 49
a combined clinical and 360
a combined computer and 47
a combined cultural and 97
a combined detector and 57
a combined domestic and 97
a combined earthquake and 85
a combined economic and 514
a combined education and 40
a combined electric and 608
a combined employer and 42
a combined engineering and 113
a combined estimate for 108
a combined estrogen and 68
a combined exercise and 50
a combined exercise with 67
a combined external and 93
a combined fungicide and 82
a combined gardener and 198
a combined glossary and 61
a combined hardware and 125
a combined hospital and 294
a combined infantry and 197
a combined infection with 122
a combined interest and 57
a combined internal and 105
a combined linguistic and 48
a combined literary and 217
a combined magnetic and 121
a combined marginal tax 218
a combined military and 2942
a combined movement and 48
a combined movement being 58
a combined movement for 113
a combined movement was 239
a combined movement with 284
a combined operation and 198
a combined operation for 176
a combined operation that 247
a combined operation using 45
a combined operation was 225
a combined operation with 1011
a combined overland and 44
a combined passenger and 210
a combined personal and 64
a combined physical and 728
a combined positive and 65
a combined posterior and 61
a combined pressure and 310
a combined property and 74
a combined railroad and 61
a combined receiver and 60
a combined reception and 44
a combined religious and 271
a combined rotatory and 56
a combined sanitary and 65
a combined scottish and 48
a combined sectional area 64
a combined strategy and 102
a combined strategy for 123
a combined strategy that 173
a combined surgical and 273
a combined temporal and 48
a combined textbook and 56
a combined thickness with 74
a combined treatment and 47
a combined treatment for 72
a combined treatment with 670
a combined vertical and 238
a combined workshop and 87
a comforting doctrine for 89
a comforting presence and 71
a comforting presence for 94
a comforting prospect for 75
a comforting rationale for 48
a comforting reminder that 430
a comforting shoulder for 138
a commanding attitude and 43
a commanding authority and 63
a commanding elevation and 51
a commanding eminence and 59
a commanding eminence near 83
a commanding interest and 94
a commanding interest for 55
a commanding majority and 58
a commanding presence and 1846
a commanding presence but 51
a commanding presence that 477
a commanding presence who 83
a commanding presence with 125
a commanding situation and 60
a commanding situation for 86
a commanding situation near 47
a commanding situation with 60
a commonly accepted and 559
a commonly accepted but 41
a commonly accepted idea 370
a commonly accepted law 41
a commonly accepted myth 71
a commonly accepted one 481
a commonly accepted set 635
a commonly accepted way 518
a commonly believed myth 42
a commonly received idea 161
a communal activity and 222
a communal activity for 58
a communal activity that 272
a communal activity with 55
a communal identity and 223
a communal identity that 337
a communal majority and 126
a communal resource and 59
a communal resource for 47
a communal resource that 44
a communal tradition that 117
a commuted sentence for 65
a companion brighter than 132
a companion punished for 53
a companion suitable for 81
a compelling advocate for 47
a compelling analysis that 47
a compelling argument and 161
a compelling argument can 437
a compelling argument for 7466
a compelling argument not 46
a compelling argument that 3605
a compelling argument why 64
a compelling argument with 64
a compelling backdrop for 41
a compelling challenge for 83
a compelling contrast with 40
a compelling criterion for 41
a compelling evidence for 51
a compelling evidence that 47
a compelling interest and 1050
a compelling interest but 57
a compelling interest can 45
a compelling interest for 804
a compelling interest may 49
