rag with its spot of 150
rear its head from the 54
red and raw from the 262
red and that kind of 77
red and then back to 71
red ant ran into the 59
red does not seem to 116
red fox has been the 54
red heat for half an 253
red hot shoe from the 50
red ink all over the 96
red lion with much of 56
red meat two days in 52
red men had been as 44
red men who came to 46
red not far from the 51
red sun set over the 42
rid for all time of 84
rid head and heart of 67
ringing for her maid to 75
rings and you have to 63
rings and you hope it 67
rings his way down the 58
rings that are used to 68
rings that fit over the 42
rings that hung from the 42
riot and run wild on 43
riot man can make in 160
riot was put down by 138
rob him not only of 107
rob them not only of 83
rod and cap must be 71
rod and had time to 43
rod does not have to 58
rod does not seem to 50
rod for this kind of 51
rod that was used to 50
row and sat down in 40
row and sat next to 40
row are you trying to 45
row did not seem to 53
row does not have to 53
row for each item in 59
row for each pair of 52
row for each type of 93
row not far from the 65
row that you want to 1360
rug and she made it 50
rug and then back at 50
rug for that kind of 46
rug that had been in 79
rug with her back to 52
rug with his back to 496
rum that was sent to 42
rum was not just the 45
run and get back to 52
run and get into the 107
run and leap into the 100
run and leap over the 100
run and lie down at 169
run and run till he 43
run and see what it 126
run and that there is 50
run and you will be 41
run can not fail to 42
run did not seem to 45
run does not have to 49
run does not seem to 114
run dry for part of 46
run due east from the 295
run east and west as 48
run east and west at 127
run east and west in 356
run east and west of 138
run east and west on 156
run east and west or 131
run east and west so 42
run east and west the 54
run east and west to 245
run far out into the 544
run far out over the 260
run for any length of 1064
run for dear life to 233
run for each type of 120
run for her life if 42
run for her life to 88
run for his life as 223
run for his life at 226
run for his life if 125
run for his life in 215
run for his life or 163
run for his life to 486
run for one hour at 148
run for ten years by 101
run for ten years or 163
run for that length of 42
run for two days in 175
run for two years at 121
run for two years by 40
run for two years in 193
run for two years or 71
rung near him just as 50
rung with his feats of 81
run her eye over the 75
run her head into the 100
run him all over the 47
run his car into the 76
run his eye along the 140
run his eye down the 248
run his eye over it 261
run his eye over the 1765
run his head into the 661
run his own life as 81
run his own risk of 54
run his own show in 48
run hot and cold in 68
run hot and cold on 93
run its head into the 63
run lead going into the 132
run mad and snap at 64
run not far from the 167
run off and hide in 415
run off and join the 1009
run off and leave it 129
run off and leave me 810
run off and leave my 86
run off and leave the 795
run off and leave us 535
run off and left it 58
run off and left me 678
run off and left the 117
run off and left us 143
run off and live in 82
run off and sent to 99
run off and tell the 61
run off his feet by 52
run off with most of 79
run off with some of 162
run our eye down the 52
run our eye over the 193
run out all over the 95
run out and bark at 115
run out and call the 107
run out and down the 57
run out and feed the 59
run out and find the 46
run out and fire at 144
run out and give the 42
run out and gone to 75
run out and grab the 185
run out and have to 149
run out and hide in 47
run out and into the 46
run out and join the 74
run out and jump in 109
run out and jump on 109
run out and leave it 92
run out and leave me 48
run out and leave the 86
run out and look at 239
run out and mark the 111
run out and open the 66
run out and pick up 280
run out and play in 326
run out and roll in 52
run out and shut the 44
run out and speak to 42
run out and stir the 70
run out and stop the 60
run out and take the 44
run out and talk to 120
run out and tell the 168
run out and there is 221
run out far into the 93
run riot all over the 57
run them all into it 40
run them off into the 53
run this can only be 94
run this poem threw it 389
run too far ahead of 693
run too far from the 70
run too far into the 124
run with and bind the 184
run with her into the 133
run with him into the 88
run with them down the 42
run with them into the 327
run with this type of 103
run with two outs in 155
run with two sets of 54
