radiant face and that pale 43
rolled over and lay there 173
rolled over and one fell 212
rolled over and was soon 85
rolled over her that what 43
rolled over him and laid 41
rolled over with her back 218
rolled over with him into 93
rolled over with his back 175
rolled over with his face 124
rotate upon its own axis 41
rotating cage hung with hard 51
rotating upon its own axis 72
rotten eggs and dead cats 116
rotten pine log for fuel 52
roused from his own dark 55
routes from east and west 124
routes have not yet been 69
rubbed away with his hand 50
rubbed hard with his finger 74
rubber ball that had been 45
rubber ball that has been 87
rubber ball with one side 44
rubber band that had been 112
rubber band that has been 193
rubber comb that has been 44
rubber cups that fit over 99
rubber tube that has been 59
rudest ideal that man ever 67
ruined more men than ever 61
rulers more than any other 52
rulers vied with each other 130
rumble drew near with great 51
rumors were that they were 44
rupees more than was paid 43
rushed away they had rent 47
rushed back and sat down 85
rushed into her own room 113
rushed into his own room 61
rushed over and sat down 45
rushed past him and into 40
rushed upon her with fury 45
rushed upon him and slew 80
rushed upon him and threw 51
rushed upon him and tore 135
rushed upon him with iron 92
rushed upon him with open 52
rushed upon him with such 77
rushed upon him with their 377
rushed upon them and made 96
rushed upon them and slew 49
rushed upon them with great 60
rushed upon them with loud 56
rushed upon them with such 150
rushed upon them with their 308
