rag from my coat and 77
rem just as much and 103
rib among the fish and 58
ringing down the ages and 55
rings made of gold and 61
riot were to break out 57
rob from the rich and 490
rob such or such hog 45
rod from the hard year 40
rod into the hole and 49
rod will be less than 85
row among the dogs cut 45
row from the back and 47
row from the third row 125
row there is only one 42
row will be used for 86
rub along as best they 82
rub mine the good old 53
rug from the back seat 52
run along it till they 46
run along the back and 173
run along the bank and 218
run along the beach and 261
run along the beach for 43
run along the beach with 137
run along the deck and 115
run along the land for 42
run along the line and 148
run along the neck and 85
run along the north and 252
run along the paths and 70
run along the pole and 51
run along the road and 164
run along the road for 47
run along the same path 97
run along the side and 94
run along the wall and 69
run away as fast and 118
run away at once and 176
run away of their own 74
run away on their own 90
run away or call for 48
run away or stay and 73
run away so fast that 107
run away so soon and 48
run away the next day 74
run away to join him 64
run away to join them 52
run away to live with 483
run away to look for 120
run away to play with 47
run away to save his 145
run away to their own 47
run away to your own 40
run back the other way 297
run back the same way 93
run back to camp and 100
run back to their car 86
run back to their own 663
run back to their team 47
run back to town and 145
run back to your old 62
run cold to think that 153
run deep in debt for 54
run down at heel and 55
run down at once and 48
run down by dogs and 50
run down by their own 103
run down by those who 44
run down in health and 423
run down my arms and 51
run down my back and 217
run down my chin and 40
run down my face and 455
run down my neck and 290
run down so fast that 89
run down the back and 188
run down the bank and 275
run down the beach and 327
run down the beach with 41
run down the face and 110
run down the hall and 1245
run down the hall for 40
run down the hall with 127
run down the hill and 1460
run down the hill with 253
run down the lane and 158
run down the line and 122
run down the list and 117
run down the next day 78
run down the other two 56
run down the ramp and 121
run down the road and 609
run down the road for 109
run down the road with 132
run down the side and 90
run down the tube and 59
run down the wall and 98
run down to care and 56
run down to meet her 65
run down to meet him 95
run down to meet them 75
run down to meet you 47
run down to zero and 48
run during the last few 212
run during the past year 96
run during the time that 105
run ends by leading him 49
run face to face with 50
run foul of suns and 71
run from the cops and 40
run from the date that 417
run from the fact that 161
run from the last day 102
run from the mouth and 59
run from the north and 40
run from the north end 107
run from the other end 44
run from the room and 791
run from the room but 71
run from the room with 111
run from the time that 576
run from the time they 105
run hand in hand with 1285
run hard to keep his 43
run home to tell her 83
run home to tell his 69
run into at least one 323
run into at least two 124
run into by their own 198
run into my arms and 94
run into my eyes and 43
run into my room and 371
run into the bank and 118
run into the barn and 116
run into the body and 141
run into the bush and 251
run into the city and 181
run into the fact that 348
run into the fire and 47
run into the hall and 178
run into the hole and 247
run into the lake and 46
run into the need for 91
run into the ocean and 139
run into the road and 133
run into the rock and 44
run into the room and 689
run into the room with 84
run into the same old 70
run into the sand and 120
run into the ship with 62
run into the sloth and 55
run into the tail end 40
run into the tank and 147
run into the tens and 50
run into the text and 71
run into the town and 97
run into the wall and 93
run into the well and 133
run into the wind and 95
run into the yard and 158
run into the young man 81
run just as deep and 42
run just as fast and 45
run like so many long 73
run like the wind and 880
run like the wind for 127
run more or less east 145
run north to south and 408
run only by those who 184
run only if there are 138
run over an hour and 44
run over by cars and 287
run over by their own 66
run over by your own 55
run over my face and 109
run over my shoes and 205
run over or fell off 49
run over the edge and 119
run over the hill and 219
run over the other day 40
run over the sand out 73
run over the work with 162
run over to rome for 47
run past the fort and 43
run side by side and 1288
run side by side but 91
run side by side for 984
run side by side with 3937
run stem on into her 41
run there is among too 60
run there is much that 86
run there is only one 282
run time of less than 42
run true to form and 563
run true to type and 56
run upon the bank and 194
run upon the bank for 720
run upon the bank was 105
run when the dice are 41
run when the firm can 68
