radiate heat more rapidly than 226
refuge and thine earliest inn 64
refuge for poor debtors and 71
refund for such taxable year 143
regard and great respect for 48
regard for other persons and 41
regard for their comfort and 78
regard for their country and 45
regard for their dignity and 71
regard for their fitness for 53
regard for their parents and 59
regard for their privacy and 106
regard for their religion and 44
regard for their welfare and 116
regard for their welfare than 42
regard for those fellows who 49
regard for your comfort and 44
regard for your talents and 52
regard for your welfare and 49
regard has been carried out 57
regime has been carried out 55
regions are much smaller than 68
regions has been carried out 62
regions with cold winters and 93
regions with high incomes and 47
regions with mild winters and 89
regret that their country has 104
reject them just because they 50
reject them only because they 51
relied for their effects not 48
relied has been pointed out 58
relief had been delayed but 70
relief has been granted and 46
relief has been granted for 57
relish for those corrupt and 42
relish for your whiskey for 42
remain with five hundred men 51
remain with great respect and 102
remain with their parents and 243
remain with their parents for 433
remark that their numbers did 47
remark that these results are 50
remedy for skin diseases and 45
remedy for these defects was 66
remedy has been applied with 66
remedy has been devised for 45
remind our young friends that 128
remove any more material than 99
remove him from contact with 68
remove them from contact with 138
removing him from command and 52
removing them from contact with 102
removing them from context but 46
removing them from solution and 40
render all other objects and 41
render them more capable both 48
render them more capable than 64
render them more opulent and 102
render them more precise and 42
render them well adapted for 93
render this trying petition easy 53
render you more glorious than 40
repair had been carried out 85
repair has been carried out 561
repair with your command this 44
repast had been ordered that 57
repent her rash compact with 42
report all cash inflows and 41
report had been current that 55
report had been printed and 82
report had been written and 64
report had been written then 40
report has been carried out 126
report has been printed and 62
report has been written and 145
report has been written for 65
report has been written with 46
report that great britain was 82
report that their efforts had 101
report that their friends are 129
report that their parents are 406
report that their parents had 243
rescue her from poverty and 79
rescue him from certain death 56
rescue man from tyranny and 170
rescue them from certain death 42
rescue them from oblivion and 117
reside with their parents and 143
resort and keep company with 115
rested her back against his 59
rested her body against his 50
rested her brow against his 60
rested her chin against her 77
rested her chin between her 53
rested her face against her 50
rested her face against his 513
rested her hand against her 76
rested her hand against his 174
rested her palm against his 112
rested his chin against her 190
rested his chin against his 105
rested his chin between his 40
rested his face against her 186
rested his face against his 54
rested his hand against her 139
rested his lips against her 75
rested his palm against her 74
result has been derived for 136
result has been largely due 45
result has been pointed out 48
retain and even increase its 70
retain its full charter and 98
retire with their effects and 44
retire with their effects out 90
retreat had been carried out 42
return for five minutes and 42
return for help against his 43
return for much expense and 72
return for safe passage for 55
return for safe passage out 119
return for such taxable year 3914
return for their capital and 91
return for their efforts and 150
return for their efforts they 40
return for their expense and 54
return for their freedom and 54
return for their loyalty and 537
return for their loyalty they 53
return for their passage and 85
return for their prayers and 47
return for their produce and 57
return for their promise not 117
return for their promise that 40
return for their service and 103
return for their service they 41
return for their support and 190
return for their support for 503
return for their support they 49
return for their trouble and 61
return for what society does 188
reunion with great britain may 76
revealing its true features and 81
revenge and wrath towards our 75
revenge has been blacker than 372
review had been carried out 140
review has been carried out 681
revoke any such license for 66
revolt had been carried out 43
revolt had been crushed and 136
revolt had been planned for 74
revolt had been quelled and 41
revolt had been stamped out 119
reward for good behavior and 765
reward for good behavior but 41
reward for good conduct and 535
reward for good conduct was 41
reward for good service and 65
reward for having dragged thus 52
reward for past service and 53
reward for their bravery and 123
reward for their capture and 74
reward for their courage and 268
reward for their efforts and 538
reward for their ingenuity and 51
reward for their loyalty and 611
reward for their service and 170
reward for their service than 68
reward for their trouble and 71
reward for your virtues than 46
reward had been offered and 55
reward had been offered for 1175
reward has been offered for 599
reward they will receive for 86
reward was also offered for 49
reward was ever offered for 118
reward you will receive for 59
richer and more complex and 90
richer and more complex set 91
richer and more complex than 2908
richer and more complex with 49
richer and more creative than 63
richer and more diverse than 473
richer and more dynamic than 49
richer and more elegant than 94
richer and more fertile than 180
richer and more general than 42
richer and more glorious than 103
richer and more inspiring than 52
richer and more intense than 85
richer and more meaningful for 72
richer and more meaningful than 239
richer and more nuanced than 98
richer and more perfect than 47
richer and more precious than 45
richer and more precise than 47
richer and more refined than 71
richer and more reliable than 46
richer and more rewarding than 131
rights and other measures that 55
rights are more limited than 65
rights are very complex and 118
rights are well defined and 381
rights far more precious than 48
rights for great britain and 43
rights had been infringed and 121
rights had been invaded and 41
rights had been violated and 743
rights had been violated but 52
rights had been violated was 58
rights has been carried out 43
rights that were defined and 58
rights with more freedom and 54
riotous with high spirits and 51
risked his life equally with 54
ritual had been carried out 87
ritual has been carried out 74
rivers and their valleys are 43
rivers are well stocked with 336
rocked her hips against him 142
rocked her hips against his 143
rocked his hips against her 134
rolled her eyes skyward and 103
rolled her eyes upwards and 70
rolled her hips against him 41
rolled her hips against his 50
rolled his eyes skyward and 131
rolled his eyes towards his 91
rolled his eyes upwards and 81
roofed with heavy timbers and 44
rubbed her body against him 121
rubbed her body against his 350
rubbed her chin against his 46
rubbed her face against her 102
rubbed her face against him 45
rubbed her face against his 743
rubbed her face against them 75
rubbed her foot against his 54
rubbed her hand against her 158
rubbed her hand against his 72
rubbed her hand between his 50
rubbed her hips against his 65
rubbed her lips against his 71
rubbed her lips together and 46
rubbed her nose against her 47
rubbed her nose against his 507
rubbed her palm against her 60
rubbed her palm against his 45
rubbed her thumb against her 89
rubbed his beard against her 67
rubbed his body against her 63
rubbed his chin against her 221
rubbed his cock against her 64
rubbed his face against her 384
rubbed his face against his 74
rubbed his face briskly with 52
rubbed his finger against his 51
rubbed his fist against his 48
rubbed his hand against her 66
rubbed his hand against his 313
rubbed his lips against her 85
rubbed his nose against her 207
rubbed his nose against his 247
rubbed his palm against his 70
rubbed his thumb against her 140
rubbed his thumb against his 230
rubbed its nose against his 66
ruined not only himself but 137
rumors that great britain was 65
runner had just arrived who 62
