rafters all are broken now 83
results for each sample are 60
results for this measure are 50
results for this sample are 56
results for this series are 53
results for this system are 144
results may get worked out 46
results one can assume that 40
results that are better than 361
results that are greater than 136
results that are higher than 59
results that are larger than 52
results that are needed for 80
results that are useful for 284
results that one should pin 149
results with and without this 48
results with one another and 121
resumed her seat beside her 54
resumed his old habits and 41
resumed his old motions and 62
resumed his seat behind his 67
resumed his seat beside her 207
resumed his seat beside his 50
resumed his seat pleased and 42
retaining all his desire for 54
retains all its juices and 43
retired with his family and 505
returns and pay income tax 121
returns are far greater than 43
returns that are better than 49
returns that are greater than 142
returns that are higher than 185
reunite with his family and 52
revealed all too clearly his 44
revealed all too clearly how 47
revealed all too clearly that 302
revealed his new passion for 95
revealed that his brother had 47
revealed that they thought that 41
revealed that this effect was 219
revenue and net income are 58
revenue and net income for 113
revenue for that fiscal year 50
revenue than was needed for 43
revered for his wisdom and 191
reviled him and called him 51
revision for this edition was 43
revival that had broken out 56
revolts that had broken out 165
rewarding for both teacher and 43
rewarding for one person may 41
rewards are far greater than 151
rewards they can bestow can 62
rightly and then trusting them 76
ringleader who has robbed him 62
rivalry was not without its 46
rivalry with her sister and 50
rivalry with one another and 133
rivalry with one another for 82
rivalry with one parent for 45
roadway with its stones and 69
roasted and then treated with 51
roasted peas and obliging all 50
romance that lay behind that 61
rounded off and bright and 111
rounded off his speech with 50
routine for one person may 153
runners can each outrun all 140
