sac protrudes through 397
see dependent clause 44
see detective fiction 136
see developed further 147
see different bodies 44
see different causes 49
see different cities 61
see different colors 866
see different events 61
see different facets 182
see different fields 52
see different groups 173
see different images 279
see different issues 70
see different layers 117
see different levels 423
see different methods 106
see different models 86
see different movies 63
see different nations 55
see different options 246
see different peoples 56
see different phases 153
see different places 496
see different plants 115
see different points 307
see different reasons 53
see different regions 68
see different scenes 111
see different shades 373
see different shapes 195
see different sights 96
see different stages 319
see different styles 146
see different values 249
see different visions 45
see different worlds 288
see digestive system 570
see discussion around 52
see discussion earlier 2302
see discussion further 313
see discussion relating 165
see discussion section 3154
see displayed before 152
see dissolved oxygen 286
see distilled waters 45
see distorted images 142
see documents relating 318
see edinburgh castle 95
see edinburgh review 1399
see efficient market 119
see electoral reform 180
see electoral system 652
see emergency planning 57
see emergency powers 129
see endocrine glands 1029
see endocrine system 340
see englishmen behave 78
see episcopal church 347
see especially albert 114
see especially alfred 80
see especially andrew 88
see especially anthony 97
see especially arnold 42
see especially becker 47
see especially butler 110
see especially claude 136
see especially clearly 294
see especially cooper 54
see especially daniel 169
see especially davies 100
see especially donald 151
see especially dorothy 43
see especially edmund 45
see especially edward 214
see especially ernest 48
see especially essays 234
see especially eugene 48
see especially figure 1016
see especially fisher 61
see especially foster 52
see especially georges 61
see especially gerald 65
see especially gibson 45
see especially gordon 126
see especially graham 64
see especially hansen 49
see especially harold 102
see especially harris 81
see especially harvey 62
see especially howard 69
see especially issues 53
see especially joseph 213
see especially kenneth 113
see especially leonard 59
see especially letter 249
see especially ludwig 51
see especially martin 263
see especially matthew 128
see especially michael 896
see especially michel 218
see especially miller 249
see especially morgan 52
see especially morris 57
see especially morton 60
see especially murray 47
see especially nelson 54
see especially norman 84
see especially oliver 40
see especially papers 60
see especially philip 106
see especially pierre 96
see especially plates 42
see especially putnam 99
see especially robert 1548
see especially rogers 45
see especially roland 90
see especially romans 273
see especially ronald 101
see especially rudolf 131
see especially samuel 95
see especially section 2253
see especially steven 91
see especially stuart 46
see especially tables 245
see especially taylor 121
see especially theodore 60
see especially turner 122
see especially verses 878
see especially victor 40
see especially volume 371
see especially walter 203
see especially william 539
see especially wilson 128
see especially wright 60
see everybody around 184
see everybody enjoying 41
see everybody except 80
see excellent reasons 128
see excellent review 46
see executive branch 180
see executive office 449
see existence through 73
see expressed cuvier 46
see expressed through 47
see extensive changes 48
see extensive combat 42
see extensive fields 62
see extensive plains 69
see extensive review 72
see extremely little 41
see fantastic shapes 40
see flourishing around 46
see francisco guerra 55
see francisco javier 57
see frankfurt school 165
see frederick cooper 785
see frederick palmer 55
see frederick turner 55
see frederick william 1666
see fulfilled before 101
see generally andrew 58
see generally daniel 83
see generally donald 49
see generally edward 57
see generally gordon 43
see generally howard 51
see generally joseph 70
see generally kenneth 58
see generally martin 70
see generally michael 212
see generally miller 41
see generally myrdal 1958
see generally philip 56
see generally robert 279
see generally ronald 44
see generally samuel 46
see generally section 705
see generally steven 51
see generally united 751
see generally william 218
see generally wright 53
see genevieve miller 44
see geological survey 372
see geraldine forbes 92
see gradually emerging 85
see gwendolyn wright 190
see hampshire county 51
see hazardous wastes 47
see hollywood movies 135
see huguenots french 42
see hydraulic fluids 85
see hypertext markup 732
see important changes 403
see important events 73
see important issues 79
see important points 202
see important shifts 49
see important trends 52
see increasingly clearly 79
see indochina french 84
see inductive reasoning 108
see industrial design 57
see industrial plants 44
see industrial policy 256
see industrial training 111
see infectious disease 122
see instances enough 205
see instantly whether 93
see intangible assets 114
see interesting changes 41
see interesting places 131
see interesting sights 89
see jefferson county 86
see jefferson parish 63
see jerusalem before 57
see jerusalem talmud 324
see josephine butler 55
see josephine waters 88
see knowledge creation 46
see lancaster county 87
see landscape painting 57
see liberation theology 329
see liberation tigers 202
see literally dozens 80
see luftwaffe german 741
see lymphatic system 157
see malignant disease 189
see malignant tumors 70
see manhattan island 69
see manifesting itself 99
see medicinal plants 113
see microsoft access 164
see microsoft office 339
see missionary herald 147
see molecular biology 231
see molecular sieves 167
see molecular weight 297
see mysterious lights 51
see nashville banner 86
see neglected genius 178
see newcastle disease 105
see newspaper clipping 162
see noticeable changes 99
see objective reality 182
see obstinate reviling 41
see occasional errors 72
see occasional papers 103
see ourselves already 73
see ourselves always 78
see ourselves aright 55
see ourselves become 45
see ourselves becoming 156
see ourselves before 131
see ourselves behaving 78
see ourselves belonging 56
see ourselves better 404
see ourselves beyond 47
see ourselves called 49
see ourselves caught 59
see ourselves clearly 863
see ourselves driven 85
see ourselves engaged 41
see ourselves except 95
see ourselves forced 160
see ourselves inside 103
see ourselves instead 56
see ourselves merely 118
see ourselves placed 161
see ourselves plunged 67
see ourselves simply 91
see ourselves solely 41
see ourselves standing 156
see ourselves through 2085
see ourselves united 73
see ourselves whether 42
see ourselves without 232
see pancreatic lipase 83
see parliament howard 58
see parliament itself 52
see perfectly clearly 629
see perfectly through 133
see perfectly without 135
see performed before 50
see physicians impute 45
see political actors 79
see political changes 59
see political events 121
see political forces 48
see political issues 207
see political leaders 200
see political reality 57
see political reform 297
see political rights 170
see political system 255
see political writings 55
see population census 86
see practical reasoning 43
see practical reasons 57
see practical wisdom 80
see premature infant 73
see presently whether 257
see president andrew 71
see president carter 261
see president hoover 119
see president kaunda 46
see president kruger 106
see president nasser 159
see president pierce 46
see president taylor 97
see president theodore 104
see president truman 1197
see president william 47
see president wilson 695
see procedure clinic 148
see procedure section 175
see production planning 244
see professor edward 42
see professor huxley 130
see professor william 50
see professor wilson 100
see projected images 50
see propylene glycol 335
see pulmonary artery 745
see pulmonary disease 77
see quarterly review 1908
see reasonable ground 124
see reasonably clearly 45
see reference manual 106
see reference number 245
see reference section 2840
see reflected images 60
see reflected something 48
see reflected therein 103
see renewable energy 279
see resources listed 76
see resources section 1994
see satellite dishes 47
see satellite images 52
see scattered across 58
see scattered around 388
see scattered flocks 86
see scattered groups 74
see scattered lights 45
see scattered through 86
see scheduled castes 346
see schematic diagram 415
see secondary school 312
see sentiment always 48
see simulated annealing 54
see situations clearly 118
see situations through 305
see sometimes around 50
see sometimes beyond 77
see sovereign rights 2530
see spectator sports 104
see spiritual agency 91
see spiritual reality 155
see spiritual values 136
see stainless steels 512
see starvation amongst 199
see stephanie barron 47
see stephanie lawson 52
see strategic choice 69
see strategic planning 1639
see strategic survey 377
see stretched across 67
see stretched before 281
see substance misuse 221
see suggested further 442
see suspended solids 52
see technical advice 61
see technical report 169
see television images 48
see tennessee valley 1233
see testimony before 69
see themselves abused 60
see themselves allied 94
see themselves almost 142
see themselves already 123
see themselves always 105
see themselves become 83
see themselves becoming 374
see themselves before 134
see themselves behaving 89
see themselves belonging 160
see themselves better 302
see themselves beyond 82
see themselves building 65
see themselves called 150
see themselves carrying 77
see themselves caught 258
see themselves clearly 640
see themselves clothed 41
see themselves denied 65
see themselves driven 152
see themselves enacting 47
see themselves engaged 509
see themselves enjoying 94
see themselves entering 108
see themselves except 56
see themselves existing 42
see themselves fighting 156
see themselves forced 687
see themselves inside 130
see themselves instead 93
see themselves linked 93
see themselves locked 120
see themselves mainly 153
see themselves marching 42
see themselves merely 304
see themselves mostly 42
see themselves neither 196
see themselves passed 81
see themselves pitted 41
see themselves placed 181
see themselves purely 65
see themselves pursuing 43
see themselves pushed 154
see themselves relating 71
see themselves robbed 120
see themselves simply 601
see themselves solely 248
see themselves spending 56
see themselves standing 273
see themselves therein 106
see themselves through 3085
see themselves treated 169
see themselves unable 48
see themselves united 188
see themselves without 302
see throughout creation 78
see throughout europe 102
see throughout nature 286
see trafalgar square 131
see triumphal arches 56
see unbounded proofs 54
see uniformed police 59
see universal mobile 74
see universal postal 209
see universal studios 46
see unmarried mothers 57
see vancouver island 104
see vertebral column 430
see vocational training 534
see voluntary export 113
see voluntary sector 57
see wheatstone bridge 316
see whitehall palace 129
see williamson murray 182
see wonderful changes 173
see wonderful sights 132
see wonderful visions 115
see youngsters asleep 89
set additional limits 230
set additional options 384
set allowable levels 67
set allowable limits 96
set arbitrary bounds 58
set arbitrary limits 1738
set arbitrary prices 80
set arbitrary values 49
set artificial limits 128
set aspiration levels 189
set attitudes toward 62
set attribute values 776
set available through 109
set behavioral limits 95
set budgetary limits 42
set centuries before 314
set commodity prices 225
set conditions before 132
set consisted simply 109
set corporate policy 190
set correctly before 467
set described earlier 515
set diagonally across 1554
set different access 61
set different colors 95
set different groups 80
set different levels 854
set different limits 780
set different options 221
set different orders 60
set different prices 1579
set different quotas 67
set different settings 53
set different values 1023
set discharge limits 119
set discussed earlier 327
set dominates another 95
set effective limits 356
set efficient prices 59
set enchanted houses 47
set everlasting hatred 44
set everybody laughing 629
set evidently before 105
set excessive prices 74
set expression around 110
set factories ablaze 1279
set geographic limits 54
set gloriously behind 84
set gradually allows 74
set identical prices 209
set important limits 764
set increasingly higher 209
set increasingly strict 44
set indicates whether 48
set industrial policy 123
set interrupt enable 59
set interrupt vector 520
set inventory levels 257
set justifies danton 84
set mandatory limits 46
set mandatory quotas 93
set mandatory safety 109
set manifests itself 98
set necessary limits 289
set numerical limits 182
set numerical quotas 71
set numerical values 78
set objective limits 74
set obliquely across 338
set ourselves adrift 103
set ourselves another 49
set ourselves before 1032
set ourselves firmly 63
set outwardly before 69
set overnight before 369
set parameter values 1442
set perfectly square 374
set permanent limits 49
set personnel policy 137
set political agenda 141
set political forces 42
set political limits 64
set practical limits 482
set primarily through 56
set priorities across 76
set priorities before 62
set priorities through 64
set priorities without 63
set procedure should 48
set production ceilings 50
set production levels 781
set production limits 345
set production quotas 2550
set prudential limits 56
set reasonable bounds 146
set reasonable limits 1894
set reasonable prices 188
set reasonable quotas 87
set reference number 1117
set reference points 500
set reference prices 118
set reference values 81
set somewhere around 556
set somewhere beyond 46
set standards before 170
set standards beyond 169
set standards defining 101
set standards higher 361
set standards limiting 64
set standards relating 125
set standards should 41
set standards through 257
set standards without 231
set statutory limits 96
set temporary stakes 43
set themselves ablaze 557
set themselves across 77
set themselves adrift 521
set themselves aflame 231
set themselves afloat 67
set themselves alight 306
set themselves almost 51
set themselves another 71
set themselves aright 113
set themselves before 330
set themselves beyond 45
set themselves boldly 79
set themselves busily 225
set themselves clearly 100
set themselves eagerly 71
set themselves fairly 170
set themselves firmly 514
set themselves further 61
set themselves grimly 115
set themselves higher 1034
set themselves instead 55
set themselves limits 49
set themselves offers 49
set themselves openly 125
set themselves toward 72
set themselves wholly 88
set themselves without 96
set theoretical limits 197
set theoretical models 179
set theoretical notions 154
set thoroughly before 350
set tolerable limits 47
set tolerance levels 414
set tolerance limits 1333
set uniformly across 83
set voluntary limits 108
set wholesale prices 306
sex accessory glands 668
sex accessory organs 751
sex accessory tissue 179
sex addressed itself 57
sex admissions policy 494
sex attitudes toward 95
sex biological parent 50
sex chromatin appears 164
sex chromatin bodies 1683
sex chromatin counts 158
sex chromatin masses 328
sex chromatin status 80
sex chromatin survey 52
sex criminals should 64
sex describes itself 58
sex determining factor 103
sex determining system 120
sex discussion groups 182
sex educators should 57
sex evidently unfits 1351
sex expressed through 111
sex expresses itself 49
sex expression through 43
sex expression without 66
sex gradually became 64
sex incidence varies 71
sex knowledge seldom 57
sex knowledge should 74
sex manifests itself 291
sex negotiation skills 50
sex offenders across 48
sex offenders appears 40
sex offenders become 52
sex offenders before 93
sex offenders commit 91
sex offenders differ 50
sex offenders remain 50
sex offenders report 579
sex offenders residing 88
sex offenders should 629
sex offenders showed 76
sex offenders suffer 66
sex offenders tended 75
sex offenders through 103
sex offenders treated 143
sex offenders versus 45
sex offenders without 115
sex perversion weakens 76
sex pheromone blends 105
sex pheromone glands 1006
sex pheromone release 275
sex pheromone source 200
sex pheromone system 168
sex pheromone trapping 63
sex political system 353
sex practices should 134
sex practices through 55
sex researcher alfred 607
sex secondary modern 76
sex secondary school 178
sex therapists report 43
sex therapists should 64
sex therapists william 75
she abandoned before 44
she abandoned england 61
she abandoned painting 71
she abandoned without 47
she accordingly became 80
she accordingly begged 61
she accordingly begins 48
she accordingly changed 55
she accordingly sailed 47
she adamantly denied 150
she adamantly denies 42
she adamantly stated 45
she addressed another 136
she addressed anthony 60
she addressed issues 84
she addressed meetings 109
she addressed public 48
she addressed sighed 41
she addresses issues 160
she afterward became 437
she afterward joined 50
she afterward learned 223
she afterward placed 55
she afterward showed 73
she afterward taught 42
she afterward thought 61
she allegedly became 54
she allegedly failed 52
she allegedly killed 49
she altogether failed 62
she altogether forgot 127
she altogether refuse 56
she announced airily 81
she announced almost 84
she announced angrily 101
she announced another 48
she announced baldly 83
she announced before 620
she announced boldly 134
she announced calmly 503
she announced clearly 66
she announced coldly 185
she announced coolly 178
she announced curtly 105
she announced dinner 73
she announced firmly 1006
she announced flatly 299
she announced grimly 169
she announced instead 41
she announced loudly 741
she announced matter 130
she announced primly 102
she announced simply 189
she announced slowly 65
she announced smugly 96
she announced softly 175
she announced through 207
she announced without 487
she announces loudly 74
she appointed another 55
she appointed gordon 40
she appointed trysts 48
she appointed william 84
she approvingly quotes 91
she assembled around 79
she assembles lovers 40
she attempted actual 78
she attempted another 130
she attempted escape 169
she attempted neither 51
she attempted something 78
she attempted through 155
she attempted vainly 43
she attempted without 42
she attracted around 54
she attracted crowds 62
she attracted little 258
she attracted notice 163
she basically agreed 53
she basically wanted 98
she benefited greatly 111
she blundered through 112
she brusquely turned 49
she carefully avoids 442
she carefully backed 83
she carefully buried 44
she carefully burned 87
she carefully changed 41
she carefully checks 45
she carefully cleaned 187
she carefully closed 1208
she carefully closes 54
she carefully combed 85
she carefully copied 151
she carefully covers 189
she carefully dabbed 64
she carefully draped 66
she carefully dusted 80
she carefully edited 47
she carefully filled 170
she carefully fitted 173
she carefully folded 2001
she carefully formed 42
she carefully framed 97
she carefully guards 64
she carefully guided 85
she carefully handed 105
she carefully helped 47
she carefully inched 54
she carefully licked 44
she carefully lifted 861
she carefully loaded 92
she carefully locked 382
she carefully looked 351
she carefully marked 155
she carefully nursed 51
she carefully opened 806
she carefully packed 392
she carefully parted 45
she carefully passed 42
she carefully peeled 170
she carefully picked 748
she carefully pinned 87
she carefully placed 2059
she carefully places 426
she carefully points 65
she carefully poured 377
she carefully pulled 656
she carefully pushed 228
she carefully raised 162
she carefully reached 117
she carefully rinsed 71
she carefully rolled 208
she carefully rubbed 70
she carefully sliced 96
she carefully sorted 119
she carefully sought 101
she carefully stored 70
she carefully stowed 49
she carefully taught 41
she carefully tended 95
she carefully tested 64
she carefully thought 75
she carefully threaded 111
she carefully traced 66
she carefully tucked 265
she carefully turned 457
she carefully untied 223
she carefully walked 193
she carefully washed 456
she carefully worked 184
she cautiously backed 53
she cautiously closed 87
she cautiously lifted 128
she cautiously looked 159
she cautiously opened 724
she cautiously peeked 53
she cautiously peered 130
she cautiously picked 64
she cautiously placed 55
she cautiously pulled 80
she cautiously pushed 102
she cautiously raised 207
she cautiously reached 95
she cautiously turned 139
she cautiously walked 110
she certainly agreed 90
she certainly always 86
she certainly appears 348
she certainly became 306
she certainly beheld 66
she certainly belongs 108
she certainly called 43
she certainly caught 51
she certainly created 72
she certainly danced 41
she certainly enjoys 94
she certainly failed 83
she certainly gained 205
she certainly helped 211
she certainly lacked 95
she certainly learned 123
she certainly looked 1970
she certainly missed 41
she certainly needed 655
she certainly passed 73
she certainly picked 57
she certainly played 199
she certainly proved 238
she certainly pulled 54
she certainly refers 45
she certainly seemed 1279
she certainly sensed 41
she certainly served 53
she certainly shared 142
she certainly shares 45
she certainly should 1563
she certainly showed 450
she certainly sounds 64
she certainly stands 74
she certainly talked 121
she certainly taught 63
she certainly thought 657
she certainly treated 45
she certainly turned 85
she certainly valued 115
she certainly wanted 612
she certainly wished 289
she certainly worked 93
she challenged angrily 55
she challenged softly 144
she chastised gently 43
she chattered through 48
she chattered without 73
she clambered aboard 270
she clambered across 40
she clambered almost 45
she clambered through 118
she clattered around 66
she clattered further 52
she collapsed across 168
she collapsed before 369
she collapsed beside 163
she collapsed heavily 53
she collapsed inside 45
she collapsed limply 72
she collapsed without 43
she collected another 58
she collected around 230
she collected enough 323
she collected plants 80
she collected shells 57
she collected stamps 46
she collected through 91
she commanded almost 52
she commanded angrily 57
she commanded before 93
she commanded curtly 52
she commanded firmly 64
she commanded gently 134
she commanded loudly 48
she commanded softly 252
she commanded through 68
she commanded without 46
she commenced another 100
she commenced building 66
she commenced capering 73
she commenced laughing 82
she commenced screaming 55
she commenced stroking 77
she commences clapping 53
she commented acidly 139
she commented angrily 43
she commented before 128
she commented coldly 47
she commented coolly 55
she commented further 133
she commented instead 43
she commented matter 51
she commented mildly 58
she commented simply 40
she commented slowly 51
she commented softly 211
she commented sourly 52
she commented tartly 90
she commented without 125
she committed another 113
she committed before 86
she committed bigamy 149
she committed crimes 81
she committed incest 87
she committed murder 325
she complains loudly 87
she completed another 551
she completed before 246
she completed school 132
she completed training 188
she completed twenty 59
she completes another 46
she conceived another 101
she conceived before 108
she conceived christ 175
she conceived through 138
she conceived without 211
she conceives without 43
she concluded almost 67
she concluded angrily 67
she concluded another 41
she concluded before 69
she concluded boldly 47
she concluded darkly 63
she concluded firmly 213
she concluded flatly 57
she concluded gently 50
she concluded glumly 44
she concluded grimly 171
she concluded lamely 375
she concluded simply 221
she concluded slowly 52
she concluded softly 143
she concluded wearily 74
she concluded without 85
she conducted family 49
she conducted meetings 46
she conducted training 57
she conferred notice 42
she conferred titles 47
she confessed almost 51
she confessed before 131
she confessed christ 67
she confessed freely 56
she confessed humbly 46
she confessed openly 47
she confessed simply 135
she confessed softly 429
she confessed something 43
she confessed without 175
she confirmed softly 52
she confirmed without 40
she confronts issues 46
she conquered greece 45
she consented gladly 61
she consented readily 64
she consented should 87
she consented without 259
she considers almost 65
she considers becoming 50
she considers better 109
she considers crucial 65
she considers marrying 55
she considers neither 185
she considers normal 73
she considers proper 155
she considers should 55
she considers unfair 70
she considers unjust 112
she considers useful 67
she considers various 78
she considers whether 398
she consulted another 296
she consulted before 121
she consulted various 47
she contacted another 44
she continued across 286
she continued active 130
she continued airily 73
she continued almost 455
she continued always 94
she continued amiably 43
she continued angrily 184
she continued anyway 237
she continued archly 60
she continued around 318
she continued before 631
she continued better 89
she continued boldly 94
she continued brushing 128
she continued building 158
she continued calmly 551
she continued carrying 44
she continued chanting 47
she continued chatting 85
she continued checking 43
she continued climbing 98
she continued coldly 127
she continued coolly 117
she continued counting 73
she continued dressing 73
she continued drinking 260
she continued eagerly 414
she continued evenly 252
she continued fighting 129
she continued firmly 444
she continued further 51
she continued gathering 47
she continued gently 498
she continued grimly 114
she continued humbly 137
she continued hurrying 101
she continued instead 41
she continued kindly 94
she continued kneeling 88
she continued knitting 44
she continued lamely 86
she continued laughing 224
she continued loudly 89
she continued matter 108
she continued mourning 226
she continued musingly 122
she continued onward 252
she continued painting 371
she continued pointing 77
she continued pretty 44
she continued reciting 40
she continued repeating 87
she continued screaming 239
she continued searching 234
she continued shouting 121
she continued silent 996
she continued simply 63
she continued sleeping 140
she continued slowly 1162
she continued softly 1128
she continued standing 332
she continued steering 70
she continued stirring 76
she continued striking 91
she continued stroking 155
she continued studying 325
she continued swimming 50
she continued through 1987
she continued toward 967
she continued training 47
she continued twelve 117
she continued united 70
she continued upward 95
she continued visiting 68
she continued vomiting 40
she continued warmly 71
she continued watching 336
she continued wearily 79
she continued wildly 201
she continued without 1464
she continues chaste 64
she continues drinking 108
she continues through 137
she continues toward 56
she continues watching 47
she continues without 165
she contrived always 48
she contrived another 40
she contrived without 58
she conversed freely 191
she conversed looked 45
she convulsed around 240
she corrected before 40
she corrected coldly 50
she corrected firmly 130
she corrected gently 314
she corrected mildly 52
she corrected papers 52
she corrected primly 47
she corrected proofs 51
she corrected softly 232
she corrected without 62
she correctly argues 53
she correctly judged 59
she correctly points 450
she correctly sensed 58
she correctly stated 71
she correctly states 41
she countered angrily 164
she countered before 42
she countered calmly 47
she countered coldly 56
she countered coolly 71
she countered evenly 75
she countered firmly 69
she countered gently 40
she countered softly 214
she countered tartly 83
she countered without 85
she currently chairs 120
she currently enjoys 108
she currently serves 654
she currently spends 59
she currently teaches 837
she currently worked 71
she currently writes 81
she curtseyed deeply 47
she delivered almost 54
she delivered another 249
she delivered babies 146
she delivered before 415
she delivered without 71
she descended deeper 57
she descended slowly 198
she descended through 374
she descended toward 115
she descended without 71
she described another 146
she described before 113
she described earlier 137
she described events 119
she described feelings 49
she described little 44
