sack evidently hurt 45
said balconies there 75
said basically what 47
said brusquely when 84
said carefully into 45
said carefully when 45
said cautiously into 43
said cautiously when 74
said certified copy 1135
said certified list 78
said charlotte over 43
said charlotte when 49
said christians have 46
said christians must 65
said christians were 124
said churchill when 43
said commission among 48
said commission during 82
said commission from 234
said commission have 48
said commission such 56
said commission upon 105
said commission were 68
said commission when 74
said commission will 213
said committee also 162
said committee during 47
said committee from 177
said committee have 2600
said committee having 409
said committee made 58
said committee make 210
said committee meet 46
said committee such 48
said committee take 91
said committee upon 107
said committee were 314
said committee will 230
said companies from 167
said companies have 194
said companies were 171
said companies will 78
said complaint having 43
said complaint were 52
said computers were 59
said conditions have 155
said conditions having 42
said conditions must 56
said conditions were 464
said conditions will 61
said confirmed what 93
said contained more 98
said contained nothing 166
said contained only 94
said contained some 169
said contracts were 292
said convention have 56
said convention having 45
said convention into 172
said convention were 166
said convention when 46
said convention will 54
said cornelius very 51
said corporate body 285
said corporate name 369
said corrected list 69
said countries have 87
said countries into 59
said countries were 46
said countries will 57
said creditors have 102
said criminals used 56
said customers were 74
said daughters mary 101
said debenture debt 169
said defendant also 53
said defendant bank 186
said defendant duly 57
said defendant during 64
said defendant from 457
said defendant have 145
said defendant having 227
said defendant into 58
said defendant john 163
said defendant made 223
said defendant paid 65
said defendant puts 175
said defendant said 84
said defendant saith 151
said defendant says 279
said defendant upon 154
said defendant well 273
said defendant were 78
said defendant will 291
said delegates were 60
said democrats were 102
said described land 435
said detracted from 50
said different from 70
said directors have 75
said directors were 81
said disappearing into 52
said districts from 69
said districts most 80
said districts were 80
said dividends were 74
said documents have 142
said documents must 56
said documents were 269
said earthquakes were 114
said effective date 470
said electoral roll 154
said elsewhere upon 65
said elsewhere what 197
said employees from 65
said employees have 75
said employees were 201
said employers were 45
said endowment fund 143
said englishmen were 76
said estimated cost 79
said everybody else 533
said everybody knew 348
said everybody must 93
said everybody said 41
said everybody there 90
said everybody went 91
said exceptions were 64
said excitedly from 64
said excitedly into 75
said excitedly over 61
said excitedly when 263
said executive vice 62
said executors have 118
said executors having 55
said expiration date 106
said expression means 161
said extremely well 111
said fractional part 105
said frederick died 45
said gentlemen have 60
said gentlemen having 41
said gentlemen were 191
said gleefully when 47
said governors have 66
said governors were 51
said graciously when 40
said halfpence upon 70
said halfpence will 40
said hurriedly into 57
said hurriedly when 66
said indemnity from 77
said indenture more 147
said injunction upon 41
said insurance paid 69
said intellect were 105
said intestate died 80
said investors were 41
said irritably when 140
said jefferson buck 42
said jefferson hope 161
said judgments were 98
said majesties have 603
said majesties take 44
said merchants have 129
said merchants having 64
said merchants were 94
said messengers have 50
said middleton having 53
said ministers have 49
said ministers were 85
said monastery upon 45
said mortgaged land 71
said mortgages were 67
said mortgagor will 301
said naturally leads 84
said nervously from 53
said nervously when 98
said newspaper once 50
said offenders have 113
said offenders were 433
said operations were 55
said ordinance were 168
said overseers having 45
said parliament ever 43
said parliament have 52
said passengers were 54
said perfectly true 51
said perfectly well 156
said permanent fund 94
said petitioner from 72
said petitioner having 101
said petitioner will 68
said plaintiff also 68
said plaintiff brings 56
said plaintiff from 259
said plaintiff have 180
said plaintiff having 89
said plaintiff into 47
said plaintiff made 62
said plaintiff saith 421
said plaintiff says 299
said plaintiff upon 151
said plaintiff were 82
said plaintiff when 47
said plaintiff will 230
said pleasantly from 47
said pleasantly into 40
said pleasantly when 140
said practical jose 119
said precisely nothing 167
said precisely those 41
said precisely what 1618
said precisely when 77
said presently when 70
said president bill 114
said president bush 737
said president eliot 194
said president ford 144
said president john 259
said president polk 67
said president taft 157
said president young 138
said pretended gift 55
said pretended sale 73
said pretended will 566
said previously when 41
said previously will 50
said principal debt 362
said principal note 277
said principal sums 297
said prisoners from 43
said prisoners were 308
said privately during 50
said proceeded from 401
said proceeded more 46
said proceedings from 75
said proceedings have 117
said proceedings were 338
said professor angle 98
said professor john 124
said professor owen 50
said professor park 55
said professor smith 86
said proposals were 86
said proposals will 92
said prospects were 45
said provinces from 48
said provinces have 64
said provinces were 62
said provisions have 195
said provisions into 101
said provisions were 425
said provisions when 107
said provisions will 62
said purchaser upon 49
said purchases were 51
said quarterly days 218
said reassuringly when 52
said redemption date 231
said remembering what 46
said repeatedly during 286
said repeatedly from 47
said repeatedly over 94
said repeatedly when 52
said reporters were 106
said resembled those 66
said residents were 45
said resolution into 157
said resolution were 75
said resolution will 59
said resources from 73
said roosevelt when 52
said secretary among 54
said secretary hull 44
said secretary knox 54
said sentences were 49
said seventeen years 133
said sometimes even 154
said sometimes there 137
said sometimes when 321
said somewhere along 53
said somewhere else 1087
said sovereign lady 1107
said sovereign lord 11498
said specified time 68
said submarine areas 133
said successor know 49
said telegraph line 252
said telephone line 90
said tenements were 64
said territory during 48
said territory from 158
said territory have 54
said territory hold 182
said territory into 752
said territory lies 122
said territory north 423
said territory pass 684
said territory south 53
said territory three 55
said territory upon 321
said territory were 61
said territory will 105
said themselves over 171
said throughout their 50
said throughout these 120
said transfers were 58
said undivided half 230
said unexpired term 71
said valentine dale 45
said virtually nothing 4976
said wistfully when 132
said witnesses have 53
said witnesses were 189
said wonderingly when 50
said yesterday during 49
said yesterday from 81
said yesterday there 370
said yesterday were 40
said yesterday what 113
said yesterday when 452
said yesterday will 72
sail accordingly from 75
sail approaching from 55
sail downstream from 45
sail fearlessly into 49
sail fluttered from 59
sail northwards along 95
sail northwards from 78
sail reasonably well 75
sail regularly from 477
sail somewhere else 40
sail southwards along 112
sail southwards from 179
sail stretched along 156
sail stretched from 91
sail stretched over 548
sail suspended from 219
sail westwards from 161
sake graduates down 58
sale agreement from 52
sale agreement made 77
sale agreement must 244
sale agreement were 181
sale agreement will 371
sale attendant upon 82
sale conferred upon 549
sale contracts from 196
sale contracts have 188
sale contracts made 111
sale contracts were 317
sale contracts will 43
sale dependent upon 60
sale different from 88
sale documents from 119
sale documents were 95
sale generally will 122
sale passengers from 72
sale previously made 125
sale proceeded during 41
sale proceedings were 104
sale societies have 168
sale societies were 126
sale somewhere else 57
sale terminals have 125
sale terminals were 44
sale terminals will 94
salt absorption from 224
salt collected from 178
salt conditions used 155
salt conditions were 123
salt converted into 68
salt delivered duty 180
salt delivered from 98
salt deposited during 50
salt deposited from 201
salt deposited upon 50
salt deposition from 61
salt different from 135
salt disappears from 66
salt dissociating into 45
salt dissolved from 71
salt dissolved into 58
salt dissolves into 136
salt dissolves more 486
salt extracted from 834
salt extraction from 313
salt factories were 44
salt formations have 111
salt freshness came 48
salt generally used 133
salt glistened like 58
salt glistened upon 85
salt harvested from 65
salt liberally over 54
salt merchants from 189
salt merchants have 116
salt merchants were 627
salt molecules from 143
salt molecules have 61
salt molecules into 79
salt molecules pass 57
salt molecules will 116
salt originating from 111
salt particles during 97
salt particles from 1102
salt particles have 144
salt particles into 166
salt particles left 49
salt particles over 644
salt particles were 366
salt particles will 95
salt preserves food 62
salt preserves from 134
salt producers were 189
salt production along 108
salt production areas 161
salt production during 211
salt production from 671
salt production site 144
salt production were 164
salt provisions from 1019
salt provisions have 48
salt provisions much 62
salt provisions were 519
salt purchased from 97
salt recovered from 130
salt scattered over 304
salt sensitive rats 154
salt separated from 137
salt separates from 227
salt separates into 58
salt smugglers were 44
salt sprinkled into 42
salt sprinkled over 1022
salt sprinkled upon 185
salt tolerance among 149
salt tolerance data 268
salt tolerance during 276
salt tolerance from 110
salt tolerance gene 140
salt tolerance have 170
salt tolerance into 61
salt tolerance test 111
salt tolerance were 106
salt tolerance will 125
salt transport from 293
salt transport into 243
salt treatments were 129
same abilities were 47
same abilities will 44
same absorption band 246
same absorption line 54
same absorption peaks 47
same absorption rate 50
same abstemious diet 66
same abstention from 47
same absurdity there 60
same absurdity will 99
same accidents have 164
same accusation from 135
same accusation made 57
same accusation upon 45
same accusation were 64
same accusation when 48
same activists were 52
same actuality will 52
same additional cost 113
same adjective used 225
same admirable work 101
same admiration from 52
same admissions from 65
same admonition from 49
same adsorption site 53
same advantage also 72
same advantage from 969
same advantage here 147
same advantage over 2964
same advantage upon 67
same advantage when 289
same advantage will 144
same adventure into 64
same advertising copy 55
same advertising firm 57
same advertising media 68
same advertising theme 76
same affections upon 68
same affective tone 66
same afflicted lady 42
same afternoon came 100
same afternoon during 79
same afternoon four 66
same afternoon from 260
same afternoon hour 51
same afternoon john 88
same afternoon left 54
same afternoon lord 107
same afternoon miss 43
same afternoon sent 101
same afternoon some 129
same afternoon there 1012
same afternoon three 107
same afternoon went 67
same afternoon were 73
same afternoon when 858
same aggregate cost 277
same aggregate data 54
same aggregate gain 66
same aggregate length 62
same aggregate rate 45
same aggregate size 78
same aggrieved tone 61
same agreement also 199
same agreement among 84
same agreement during 51
same agreement from 60
same agreement made 68
same agreement there 45
same agreement were 88
same agreement will 86
same algebraic form 402
same algebraic laws 50
same algebraic sign 2525
same algorithms used 141
same alienation from 285
same allegiance from 41
same allocation rate 99
same allocation rule 86
same allowance from 122
same allowance made 82
same allowance must 179
same allowance will 91
same aloofness from 108
same ambiguity also 106
same ambiguity when 67
same ambiguity will 47
same ambiguous tone 42
same ambiguous word 60
same amendment also 448
same americans also 45
same americans have 74
same americans were 180
same americans will 42
same amplifier gain 122
same amplitude during 46
same amplitude from 60
same amplitude over 72
same amplitude range 147
same amplitude ratio 60
same amplitude were 40
same amplitude when 97
same amplitude will 57
same amusement park 69
same ancestors were 51
same ancestral atom 97
same ancestral cell 167
same ancestral form 208
same ancestral gene 507
same ancestral home 84
same ancestral land 49
same ancestral line 203
same ancestral name 97
same ancestral root 82
same ancestral tree 93
same ancestral type 71
same anonymous hand 45
same antigenic site 144
same antigenic type 331
same antitrust laws 118
same anxieties over 62
same anxieties were 75
same anxieties when 43
same apartment from 104
same apartment there 143
same apartment were 75
same apartment when 55
same apostolic faith 275
same apparatus also 47
same apparatus upon 48
same apparatus used 592
same apparatus were 47
same apparatus when 58
same apparatus will 294
same appearance during 90
same appearance even 83
same appearance from 532
same appearance have 67
same appearance leads 49
same appearance more 83
same appearance only 117
same appearance over 59
same appearance upon 55
same appearance were 61
same appearance when 714
same appearance will 160
same appliances were 58
same applicant pool 69
same appointed spot 42
same appointed time 65
same arbitrary mode 48
same arbitrary rule 205
same arbitrary sign 71
same arbitrary sway 55
same arbitrary unit 64
same arbitrary will 106
same architect also 119
same arguments also 410
same arguments came 53
same arguments during 45
same arguments fell 119
same arguments from 464
same arguments have 1056
same arguments heard 64
same arguments held 60
same arguments here 108
same arguments hold 1557
same arguments just 40
same arguments leading 47
same arguments made 567
same arguments many 52
same arguments more 145
same arguments must 167
same arguments once 40
same arguments over 540
same arguments seem 95
same arguments show 162
same arguments tell 55
same arguments upon 48
same arguments used 2466
same arguments were 4819
same arguments when 244
same arguments will 1180
same arithmetic test 67
same arithmetic unit 49
same artifices upon 91
same artifices were 117
same artificial means 185
same artillery fire 64
same ascendant over 241
same assertions were 69
same assiduous care 110
same associates when 95
same association also 113
same association made 40
same association when 66
same association will 61
same assumption also 217
same assumption here 174
same assumption leads 89
same assumption lies 122
same assumption made 363
same assumption must 177
same assumption used 253
same assumption were 63
same assumption when 344
same assumption will 299
same assurance from 410
same assurance when 84
same attentions from 97
same attentions paid 112
same attentions were 121
same attentive care 53
same attitudes also 61
same attitudes among 118
same attitudes from 69
same attitudes have 168
same attitudes into 74
same attitudes were 519
same attitudes when 67
same attitudes will 94
same attraction over 51
same attraction upon 52
same attribute from 60
same attribute name 353
same attribute type 55
same attribute will 110
same audiences during 196
same audiences were 51
same augustine says 57
same available data 49
same available time 46
same awareness when 68
same backbreaking work 43
same baptismal font 55
same baptismal name 761
same barometer reading 46
same behavioral data 42
same behavioral laws 69
same behavioral task 47
same benchmark test 52
same bewildering dream 104
same biographer adds 59
same biographer also 50
same biographer says 74
same biological coin 345
same biological fact 64
same biological half 42
same biological laws 503
same biological make 118
same biological role 75
same biological type 64
same bishopric four 48
same botanical name 80
same boundless faith 48
same boundless love 77
same boundless ocean 65
same bountiful hand 72
same bountiful soil 43
same brokerage firm 279
same calcareous rock 51
same candidate more 94
same candidate will 55
same canonical form 344
same canonical hour 73
same capillary tube 185
same catalysts were 50
same catalytic role 64
same catalytic site 222
same catchment areas 78
same cautionary note 185
same centuries also 45
same centuries there 56
same centuries were 82
same centuries when 51
same certainty must 40
same certainty when 81
same challenges face 47
same challenges facing 66
same challenges from 84
same challenges were 41
same challenges when 69
same challenges will 42
same character along 41
same character also 324
same character among 174
same character came 81
same character code 142
same character down 40
same character during 184
same character even 121
same character flaw 49
same character from 1199
same character have 806
same character here 121
same character into 180
same character just 64
same character made 126
same character means 44
same character more 175
same character must 392
same character name 42
same character over 730
same character runs 53
same character says 110
same character sent 53
same character string 301
same character take 47
same character there 246
same character three 43
same character till 177
same character took 70
same character type 243
same character upon 182
same character used 237
same character were 1511
same character when 536
same character whom 50
same character will 759
same chemicals also 69
same chemicals from 44
same chemicals have 116
same chemicals used 210
same chemicals were 165
same chemicals will 60
same childlike faith 149
same christians have 60
same christians were 136
same christmas card 74
same christmas tree 53
same christmas week 55
same chronicle says 75
same classical form 56
same classical theory 57
same classical type 42
same classroom during 78
same classroom from 59
same classroom have 53
same classroom there 49
same classroom were 65
same classroom when 43
same classroom will 101
same clergyman from 88
same cloudless blue 137
same cognitive coin 43
same cognitive meaning 286
same cognitive task 132
same collection also 433
same collection came 43
same collection data 160
same collection from 321
same collection have 72
same collection made 41
same collection show 63
same collection site 72
same collection there 1766
same collection tube 75
same collection were 296
same collection will 144
same colloquial form 53
same colonists were 42
same colorless tone 41
same commenter also 42
same commercial bank 83
same commercial break 105
same commercial ideas 49
same commercial laws 77
same commission also 194
same commission from 141
same commission rate 367
same commission will 191
same committee also 697
same committee came 70
same committee from 75
same committee gave 54
same committee have 40
same committee held 43
same committee made 135
same committee room 113
same committee said 51
same committee were 436
same committee when 46
same committee will 220
same commodity bore 63
same commodity brings 83
same commodity during 50
same commodity from 693
same commodity have 74
same commodity into 83
same commodity made 44
same commodity moving 50
same commodity must 160
same commodity over 106
same commodity sold 62
same commodity were 140
same commodity when 209
same commodity will 474
same commoners whom 43
same communist cell 58
same community also 174
same community came 47
same community during 143
same community from 377
same community have 378
same community into 83
same community life 61
same community more 41
same community must 172
same community name 75
same community only 96
same community over 290
same community tend 80
same community there 602
same community type 129
same community were 498
same community when 164
same community will 474
same companies also 411
same companies during 44
same companies from 88
same companies have 581
same companies over 66
same companies paid 47
same companies tend 41
same companies used 43
same companies were 684
same companies when 45
same companies will 199
same competent hand 62
same complaining tone 58
same complaint came 73
same complaint during 64
same complaint from 587
same complaint here 40
same complaint made 228
same complaint more 41
same complaint must 77
same complaint over 105
same complaint when 183
same complaint will 79
same completion date 65
same completion time 77
same compliance from 89
same component along 164
same component from 95
same component must 40
same component part 81
same component type 282
same component were 54
same component when 42
same component will 105
same composers were 43
same composite form 42
same compounds also 88
same compounds from 77
same compounds have 189
same compounds used 94
same compounds were 526
same compounds when 68
same compounds will 57
same conception also 75
same conception among 43
same conception from 79
same conception into 72
same conception lies 58
same conception must 60
same conception runs 53
same conception were 44
same conception when 197
same conception will 131
same concerned look 46
same concession from 197
same concession will 40
same conclusion along 83
same conclusion also 976
same conclusion came 123
same conclusion during 237
same conclusion even 614
same conclusion from 7823
same conclusion have 167
same conclusion held 103
same conclusion here 285
same conclusion hold 300
same conclusion just 96
same conclusion last 46
same conclusion leads 48
same conclusion made 70
same conclusion many 108
same conclusion more 462
same conclusion much 214
same conclusion must 2229
same conclusion need 86
same conclusion once 184
same conclusion only 85
same conclusion over 306
same conclusion some 248
same conclusion there 135
same conclusion three 46
same conclusion upon 460
same conclusion very 48
same conclusion were 144
same conclusion when 3422
same conclusion will 1724
same conclusion years 96
same condenser having 40
same condenser when 244
same conditions along 59
same conditions also 1277
same conditions among 150
same conditions came 47
same conditions during 494
same conditions even 109
same conditions from 1147
same conditions gave 560
same conditions give 235
same conditions have 1897
same conditions held 785
same conditions here 194
same conditions hold 1868
same conditions into 143
same conditions just 100
same conditions laid 71
same conditions leading 47
same conditions leads 90
same conditions like 127
same conditions lost 45
same conditions made 224
same conditions make 242
same conditions many 79
same conditions more 64
same conditions must 1309
same conditions need 48
same conditions only 578
same conditions other 67
same conditions over 464
same conditions seem 262
same conditions seen 64
same conditions show 230
same conditions some 118
same conditions such 88
same conditions tend 90
same conditions their 78
same conditions there 1164
same conditions these 61
same conditions upon 367
same conditions used 1471
same conditions vary 55
same conditions were 4720
same conditions when 901
same conditions will 3775
same conductor size 118
same conductor when 49
same conductor will 48
same confession from 79
same confident hope 91
same confident tone 229
same conflicts have 81
same conflicts over 158
same conflicts rule 122
same conflicts were 94
same conflicts will 75
same connection also 243
same connection from 118
same connection have 42
same connection made 66
same connection must 114
same connection says 44
same connection some 42
same connection string 356
same connection there 420
same connection type 56
same connection used 41
same connection were 47
same connection when 225
same connection will 191
same constants used 53
same constants were 41
same construct from 60
same construct were 48
same construct when 42
same construct will 91
same consumers were 49
same consumers will 72
same container from 68
same container used 70
same container will 77
same contention made 52
same continent have 56
same continent were 43
same continent when 118
same continual work 45
same continued life 745
same continued rain 120
same continued till 55
same continues open 78
same continuum from 53
same contracts been 56
same contrasts also 43
same contrasts were 98
same controlling ideas 53
same convention also 304
same convention hall 53
same convention here 62
same convention must 86
same convention used 321
same convention when 103
same convention will 229
same conversion from 70
same conversion rate 147
same conversion ratio 55
same converted into 99
same conviction also 49
same conviction among 60
same conviction came 52
same conviction from 55
same conviction must 44
same conviction upon 53
same conviction when 307
same conviction will 75
same copyright date 47
same copyright laws 161
same corporate body 266
same corporate form 112
same corporate name 298
same corporate roof 137
same corporate will 57
same correction must 105
same correction term 100
same correction will 83
same corruption there 119
same countries also 351
same countries during 196
same countries from 366
same countries have 885
same countries into 43
same countries must 40
same countries over 165
same countries plus 100
same countries show 62
same countries tend 50
same countries there 253
same countries very 81
same countries were 754
same countries when 53
same countries will 174
same craftsmen were 93
same criticism also 201
same criticism from 422
same criticism made 351
same criticism must 351
same criticism upon 138
same criticism when 172
same criticism will 276
same cruciform plan 68
same cruelties were 147
same cuneiform sign 47
same curvature from 57
same customers from 43
same customers have 57
same customers over 92
same customers were 106
same customers will 127
same deceitful time 76
same dedication from 130
same deductions from 334
same deductions were 72
same defective gene 369
same defective plan 43
same defendant were 43
same defensive line 55
same deference from 151
same deference paid 56
same deficient diet 118
same definition also 146
same definition from 65
same definition here 46
same definition must 60
same definition used 418
same definition when 94
same definition will 245
same deflection angle 307
same deflection when 117
same delegates from 57
same delegates were 143
same delusional ideas 50
same departure from 490
same departure time 128
same deposition rate 121
same deposition time 44
same depressed mood 40
same depression from 42
same depression years 50
same derivation from 132
same derivation tree 49
same designers were 51
same desirable ends 88
same desperate game 130
same desperate hope 85
same desperate longing 117
same desperate look 83
same desperate means 50
same desperate need 364
same desperate tone 42
same despotism over 42
same detonation went 89
same devastating fire 43
same diagnostic test 137
same dictionary also 108
same dictionary meaning 218
same dictionary says 85
same different from 47
same different same 93
same difficult road 88
same difficult task 268
same difficult time 63
same difficult work 66
same dignified bearing 106
same dignified tale 50
same dignified tone 121
same dignitary whom 74
same diligence unto 113
same dimensions from 283
same dimensions have 163
same dimensions having 61
same dimensions made 101
same dimensions must 64
same dimensions over 127
same dimensions used 150
same dimensions were 516
same dimensions when 206
same dimensions will 332
same directions along 47
same directions from 210
same directions must 64
same directions over 72
same directions were 322
same directions when 49
same directions will 229
same directive also 104
same directors were 78
same directory from 224
same directory name 61
same directory tree 196
same directory when 53
same directory will 55
same discharge from 64
same discharge pipe 61
same discharge rate 166
same discharge tube 63
same discharge will 43
same disciples were 80
same discourse also 45
same discourse from 87
same discourse unit 72
same discovery also 41
same discovery from 53
same discovery made 89
same discovery when 136
same discovery will 42
same discretion over 49
same discretion when 81
same discussion also 110
same discussion from 49
same discussion over 75
same discussion took 55
same discussion will 207
same disgusted look 41
same disorders from 96
same disorders were 65
same disparaging view 42
same dissolute life 44
same distances along 81
same distances from 2287
same distances were 72
same distorted view 71
same districts also 56
same districts during 47
same districts from 85
same districts have 113
same districts there 76
same districts were 263
same diversity also 64
same diversity among 64
same diversity here 46
same diversity will 43
same dividends from 47
same doctrines from 155
same doctrines have 230
same doctrines were 648
same doctrines will 45
same documents also 295
same documents from 128
same documents give 48
same documents have 91
same documents must 42
same documents show 129
same documents used 76
same documents were 344
same documents will 99
same dominance over 98
same domination over 249
same dormitory during 50
same dormitory room 124
same drawbacks upon 131
same drawbacks were 162
same dynamical laws 184
same economies were 49
same ecosystem type 56
same effective angle 61
same effective cost 52
same effective date 629
same effective depth 94
same effective dose 129
same effective filing 204
same effective length 415
same effective mass 510
same effective means 90
same effective range 97
same effective rate 521
same effective size 179
same effective time 44
same effective user 72
same effective width 109
same elaborate care 145
same elaborate plan 65
same electoral base 54
same electoral body 93
same electoral laws 51
same electoral roll 107
same electoral unit 77
same electoral vote 134
same electrode from 40
same electrode pair 83
same electrode site 78
same electrode used 60
same embryonic cell 126
same emergency room 402
same empirical data 638
same empirical fact 64
same empirical laws 163
same employees from 66
same employees have 47
same employees were 186
same employees will 117
same employers have 53
same employers were 81
same enclosure there 189
same enclosure were 63
same enjoyment from 313
same epidermal cell 51
same epistemic boat 52
same equipment also 44
same equipment during 63
same equipment from 189
same equipment have 44
same equipment must 50
same equipment over 141
same equipment used 1292
same equipment were 86
same equipment when 99
same equipment will 300
same equitable rule 122
same estimated cost 65
same estimated life 95
same estimates were 86
same estimation among 155
same evaluation form 257
same evaluation from 43
same evangelist also 49
same evangelist says 107
same everlasting fire 68
same everlasting great 66
same everlasting life 63
same everlasting love 57
same evidences were 73
same exactness must 42
same excavation unit 156
same excellent food 82
same excellent good 140
same excellent hand 43
same excellent heart 61
same excellent lady 169
same excellent plan 84
same excellent road 205
same excellent vein 40
same excellent work 234
same excessive rate 47
same exclusive club 175
same exclusive love 58
same excretory duct 59
same excruciating pain 116
same executive also 57
same executive said 54
same executive will 55
same exemptions from 527
same exercises from 47
same exercises over 112
same exercises used 50
same exercises were 189
same exercises will 82
same exhibition also 63
same exhibition there 158
same exhibition were 88
same exhibition will 57
same existence when 43
same exogenous rate 44
same expectant look 58
same expedient when 78
same expedient will 40
same expedition also 128
same expedition from 43
same expedition went 52
same expedition were 66
same expiration date 5410
same expiration month 825
same explosive used 51
same expression also 301
same expression came 80
same expression during 46
same expression from 419
same expression here 80
same expression into 75
same expression many 44
same expression means 247
same expression more 126
same expression must 177
same expression once 144
same expression over 88
same expression upon 68
same expression used 909
same expression when 1103
same expression will 488
same exquisite care 121
same exquisite plan 79
same exquisite tact 82
same extensive meaning 48
same extensive plan 71
same extensive range 101
same extensive view 77
same extinction angle 46
same extremely high 133
same factitious grin 42
same factories were 55
same faculties have 50
same faculties were 62
same faculties when 61
same fanatical faith 47
same fastidious care 85
same favorable view 74
same fertility rate 109
same fictitious name 119
same firebrand into 48
same fisherman whom 61
same formalism used 78
same formality must 49
same formations have 72
same formations were 74
same formative years 62
same foundation also 47
same foundation have 205
same foundation upon 74
same fractional part 1002
same fractional rate 81
same fractional unit 211
same fractures just 49
same fragments were 135
same framework also 87
same framework used 306
same framework will 111
same frankness runs 168
same frequency along 47
same frequency among 262
same frequency band 5421
same frequency during 229
same frequency even 75
same frequency from 469
same frequency have 247
same frequency into 79
same frequency moving 46
same frequency must 144
same frequency only 49
same frequency over 294
same frequency pass 133
same frequency range 10652
same frequency rate 49
same frequency ratio 193
same frequency there 114
same frequency used 176
same frequency were 183
same frequency when 520
same frequency will 762
same frightening dream 55
same frivolous heart 56
same functional areas 259
same functional form 4938
same functional gene 165
same functional laws 67
same functional meaning 149
same functional need 64
same functional role 822
same functional slot 56
same functional task 40
same functional type 658
same functional unit 1871
same generation also 119
same generation call 106
same generation from 153
same generation have 344
same generation into 76
same generation living 184
same generation such 45
same generation there 240
same generation time 177
same generation upon 46
same generation were 362
same generation when 56
same generation will 169
same genotypes were 81
same gentleman adds 115
same gentleman also 927
same gentleman came 230
same gentleman during 50
same gentleman from 317
same gentleman gave 162
same gentleman having 74
same gentleman made 231
same gentleman once 155
same gentleman said 289
same gentleman says 429
same gentleman sent 77
same gentleman some 110
same gentleman told 508
same gentleman took 195
same gentleman upon 91
same gentleman went 72
same gentleman when 80
same gentleman whom 309
same gentleman will 94
same gentlemen also 172
same gentlemen came 60
same gentlemen have 254
same gentlemen were 496
same gentlemen will 46
same geographic areas 1392
same geographic base 49
same geographic name 65
same geographic range 312
same geographic site 66
same geographic size 44
same geographic unit 71
same geographic zone 129
same geological body 43
same geological date 62
same geological range 45
same geological time 256
same geological unit 347
same gibberish over 123
same graduated range 42
same graphical form 62
same graphical user 147
same gratitude from 111
same guarantee from 162
same gunpowder unto 49
same handwriting from 40
same happiness when 44
same hardships were 57
same historians also 93
same historians have 246
same historians will 46
same honorable means 50
same hospitals during 61
same hospitals were 51
same hostility from 162
same household also 67
same household during 134
same household even 94
same household from 203
same household gods 96
same household have 217
same household living 45
same household must 277
same household over 75
same household size 159
same household there 180
same household type 80
same household unit 104
same household were 602
same household when 270
same household will 280
same household work 79
same hydraulic pump 48
same hypotheses have 49
same hypotheses were 67
same hypotheses will 45
same hypothesis also 97
same hypothesis from 62
same hypothesis test 99
same hypothesis when 82
same hypothesis will 254
same identical atom 46
same identical beings 69
same identical bill 46
same identical body 374
same identical book 87
same identical case 61
same identical cell 43
same identical data 43
same identical fact 152
same identical form 896
same identical kind 65
same identical line 82
same identical meaning 223
same identical means 55
same identical mind 145
same identical name 64
same identical part 65
same identical plan 46
same identical race 63
same identical rock 47
same identical self 173
same identical skin 50
same identical soul 72
same identical spot 335
same identical time 258
same identical truth 52
same identical type 105
same identical wheat 47
same identical word 145
same identical work 80
same identifying mark 44
same ignorance from 166
