sable clouds involves 47
savings through increased 794
savings through inflation 504
savings through interest 40
savings through quantity 108
savings through reduction 311
savings without interest 67
savvy public relations 610
sawed through lengthwise 161
scale across multiple 107
scale almost undreamed 58
scale already mentioned 227
scale already referred 106
scale analog computer 218
scale atomic explosion 65
scale attack launched 165
scale battle followed 45
scale became apparent 185
scale became possible 513
scale become apparent 46
scale become possible 96
scale before attempting 267
scale before committing 85
scale before proceeding 191
scale breeding operation 84
scale breeding programs 117
scale budget deficits 146
scale building activity 395
scale building industry 42
scale building materials 123
scale building operation 97
scale building programs 234
scale building projects 2256
scale cattle industry 112
scale cattle ranchers 210
scale cotton industry 65
scale covert operation 76
scale credit expansion 55
scale credit programs 127
scale design problems 192
scale design projects 432
scale direct military 96
scale energy projects 2244
scale energy resource 232
scale energy transfer 184
scale erosion surfaces 109
scale excess capacity 40
scale export business 105
scale export industry 112
scale export oriented 101
scale factor accuracy 88
scale factor analysis 313
scale factor analytic 47
scale factor assigned 89
scale factor decreases 48
scale factor describing 40
scale factor increases 1310
scale factor involved 42
scale factor obtained 113
scale factor relative 141
scale factor required 211
scale factor selected 101
scale family business 150
scale family concerns 53
scale feature selection 222
scale fighting occurred 117
scale forced migration 367
scale forest clearance 613
scale forest industry 131
scale gaseous diffusion 158
scale genome analysis 152
scale genome projects 137
scale genome sequencing 1080
scale german military 40
scale greatly enlarged 47
scale ground operation 54
scale height gradient 566
scale height increases 492
scale higher education 114
scale igneous activity 149
scale images obtained 43
scale income generating 610
scale inward migration 47
scale israeli military 68
scale itself consists 58
scale itself requires 55
scale jewish migration 113
scale landed property 1863
scale liquid cultures 60
scale lobbying campaign 123
scale marked directly 43
scale measuring attitude 256
scale models designed 46
scale modern biography 63
scale modern business 83
scale modern industry 958
scale native american 101
scale nature reserves 142
scale neural networks 905
scale nuclear accident 143
scale nuclear conflict 477
scale nuclear exchanges 43
scale nuclear explosion 66
scale nuclear response 59
scale oceanic currents 61
scale partial sequencing 85
scale peasant migration 107
scale peasant movement 80
scale peasant rebellion 255
scale placed alongside 297
scale placed parallel 57
scale planning decisions 50
scale planning problems 94
scale planning projects 326
scale planting programs 44
scale points increases 213
scale police operation 235
scale policy analysis 178
scale policy decisions 201
scale public activity 71
scale public attention 63
scale public campaign 88
scale public disorder 98
scale public displays 42
scale public education 264
scale public interest 126
scale public programs 250
scale public projects 628
scale public protests 154
scale public provision 45
scale public relations 553
scale public services 121
scale raises questions 40
scale reform movement 141
scale relief operation 252
scale remain unchanged 97
scale rental projects 139
scale rescue operation 438
scale retail activity 54
scale retail business 133
scale return migration 164
scale russian military 109
scale scores assigned 177
scale scores compared 53
scale scores increased 141
scale scores indicate 294
scale scores obtained 632
scale scores reported 57
scale sector accounts 47
scale sector increased 58
scale seemed possible 45
scale sensor networks 1048
scale sewage treatment 532
scale should coincide 158
scale should continue 93
scale should indicate 194
scale should normally 42
scale should probably 92
scale should therefore 249
scale signal processing 112
scale soviet economic 78
scale soviet military 344
scale spatial analysis 84
scale spatial concepts 64
scale spatial dynamics 104
scale spatial patterns 789
scale spatial variations 319
scale spending programs 121
scale street protests 174
scale strike activity 43
scale survey evidence 131
scale survey operation 124
scale survey projects 171
scale system analysis 106
scale system consisting 588
scale system consists 317
scale system designed 46
scale system problems 148
scale through expansion 83
scale through increased 201
scale through vertical 46
scale timber harvesting 603
scale timber industry 75
scale toward ultimate 48
scale training exercise 274
scale training programs 708
scale unless otherwise 545
scale uprising occurred 40
scale upward mobility 174
scale values assigned 976
scale values computed 65
scale values indicate 174
scale values obtained 1412
scale values reported 53
scale varies somewhat 101
scale violent conflict 750
scale without adequate 142
scale without destroying 139
scale without detection 41
scale without disturbing 62
scale without parallel 695
scale without recourse 108
scale without seriously 40
scale yielding condition 336
scaling factor increases 62
scaling factor obtained 615
scaling factor required 137
scalp before shampooing 64
scalp muscle activity 77
scaly wretch bethought 82
scans become positive 59
scans showed evidence 55
scans showed increased 88
scans without contrast 246
scant annual rainfall 40
scant direct evidence 103
scant formal education 383
scant fossil evidence 48
scant public attention 305
scant public interest 60
scare little children 417
scare quotes indicate 159
scare tactic designed 192
scarf became entangled 100
scarf draped casually 44
scaring little children 164
scary thought occurred 56
scathing letter denouncing 85
scene almost entirely 169
scene almost horrible 142
scene almost suggests 41
scene almost terrific 42
scene almost verbatim 44
scene already mentioned 266
scene already referred 138
scene always reminded 48
scene became animated 128
scene became apparent 68
scene became confused 85
scene became somewhat 63
scene became spirited 48
scene became suddenly 55
scene became terrific 40
scene before breakfast 72
scene before midnight 57
scene before proceeding 54
scene begins whenever 49
scene changed abruptly 287
scene changed entirely 58
scene changed slightly 40
scene changed suddenly 178
scene changes abruptly 359
scene changes entirely 67
scene changes required 40
scene changes somewhat 46
scene changes suddenly 201
scene clearly suggests 45
scene deeply affected 51
scene itself contains 44
scene itself suggests 58
scene raises questions 73
scene seemed strangely 62
scene shifts abruptly 309
scene shifts suddenly 95
scene should continue 94
scene should preclude 86
scene should probably 46
scene should therefore 51
scene without actually 131
scene without apparent 50
scene without attempting 50
scene without destroying 139
scene without disturbing 81
scene without interest 41
scene without parallel 282
scene without recourse 59
scene without shuddering 40
score before treatment 446
score public relations 177
score report includes 47
score should indicate 90
score should probably 46
score should therefore 107
score values assigned 88
score values obtained 173
scoring system consisting 126
scoring system consists 122
scoring system designed 482
scoring system employed 382
scoring system included 97
scoring system includes 306
scoring system involved 102
scoring system involves 102
scoring system outlined 781
scoring system predicts 70
scoring system proposed 367
scoring system provided 229
scoring system provides 557
scoring system reflects 44
scoring system requires 205
scoring system suggests 63
scoring system utilized 162
scorn almost surprising 67
scorn already scorched 66
scout looked earnestly 56
scout planes reported 119
scrap building materials 83
scrap excess capacity 109
scrap rubber products 264
screw before tightening 49
screw clamps whenever 47
screw triple expansion 103
scrub before strangers 104
scrub forest tropical 120
scrub typhus infection 170
scrub typhus patients 236
scythe blades attached 91
sealed before processing 130
sealed bottle containing 695
sealed building envelope 47
sealed casket containing 50
sealed dental materials 164
sealed flasks containing 288
sealed letter containing 591
sealed letter directed 209
sealed manila envelope 2304
sealed opaque envelope 171
sealed orders directed 42
sealed packet containing 1673
sealed parcel containing 55
sealed plasma membrane 415
sealed quartz ampoules 1659
sealed quartz capsules 47
sealed silica ampoules 116
sealed tablet containing 40
sealed vessel containing 415
sealed yellow envelope 152
seaman should forcibly 46
seaman whilst actually 109
seamen aboard american 142
search across multiple 802
search almost entirely 99
search another database 142
search before proceeding 44
search effort expended 112
search effort required 260
search engines actually 247
search engines combined 59
search engines compared 74
search engines consider 427
search engines continue 82
search engines designed 316
search engines directly 113
search engines generate 168
search engines identify 137
search engines included 95
search engines internet 104
search engines maintain 148
search engines mentioned 119
search engines penalize 92
search engines produced 43
search engines properly 42
search engines provided 443
search engines provides 40
search engines requires 105
search engines retrieve 203
search engines returned 107
search engines yourself 85
search female visitors 45
search inside yourself 441
search methods employed 197
search online catalogs 155
search planes reported 318
search planes returned 41
search proved fruitful 87
search proved negative 125
search proved unavailing 119
search result contains 57
search seemed hopeless 202
search should commence 74
search should continue 1088
search should disclose 40
search should identify 50
search should probably 119
search should therefore 113
search spaces involved 50
search system designed 49
search system provides 129
search through american 144
search through archives 274
search through catalogs 73
search through computer 113
search through hundreds 988
search through journals 135
search through materials 40
search through messages 110
search through multiple 587
search through mystical 48
search through numerous 452
search through original 51
search through personal 110
search through possible 290
search through relevant 95
search through standard 40
search through thousands 1145
search unless specially 69
search without interest 105
search without probable 1134
search without warrants 327
season almost entirely 117
season before mentioned 41
season before remarked 49
season begins sometime 43
season depend entirely 49
season greatly increased 42
season greatly increases 41
season opened november 49
season should commence 255
season should continue 56
season should therefore 44
season starts tomorrow 121
season through december 40
season ticket campaign 124
season ticket packages 512
season training programs 234
season unduly advanced 100
season unless otherwise 74
season varies slightly 51
season varies somewhat 165
season without adequate 42
season without disturbing 51
seated almost directly 130
seated almost opposite 91
seated animal instinct 104
seated before continuing 44
seated female divinity 114
seated female figurine 206
seated igneous activity 151
seated mental conflict 108
seated mutual distrust 198
seated mutual suspicion 118
seated myself opposite 1090
seated sexual problems 41
seated without incident 46
sects already mentioned 190
sects called baptists 61
sects without exception 58
sedan parked directly 50
sedan pulled alongside 122
seeds absorb moisture 44
seeds already mentioned 70
seeds become attached 70
seeds become detached 57
seeds become infected 129
seeds before swallowing 49
seeds remain attached 161
seeds remain enclosed 47
seeds retain viability 112
seeds should therefore 112
seeking advice concerning 482
seeking allies wherever 72
seeking another approach 47
seeking another situation 120
seeking better economic 872
seeking better education 131
seeking better fortunes 75
seeking better pastures 74
seeking better positions 88
seeking better quarters 44
seeking better relations 721
seeking better services 51
seeking better solutions 151
seeking better treatment 486
seeking building materials 51
seeking career counseling 422
seeking career guidance 101
seeking closer contacts 46
seeking closer economic 231
seeking closer relations 656
seeking combat veterans 137
seeking common elements 60
seeking common solutions 145
seeking deeper insights 83
seeking dental services 57
seeking dental treatment 346
seeking direct evidence 76
seeking divine approval 44
seeking divine direction 218
seeking divine guidance 2226
seeking ethical approval 47
seeking ethical guidance 74
seeking expert guidance 69
seeking export business 67
seeking family counseling 41
seeking female partners 44
seeking formal approval 186
seeking formal education 74
seeking further economic 51
seeking further education 757
seeking further evidence 475
seeking further expansion 102
seeking further financial 54
seeking further guidance 198
seeking further insights 46
seeking further progress 53
seeking further promotion 43
seeking further treatment 160
seeking gender equality 112
seeking global hegemony 67
seeking global solutions 68
seeking greater accuracy 65
seeking greater authority 92
seeking greater autonomy 2102
seeking greater economic 486
seeking greater equality 256
seeking greater financial 63
seeking greater hardness 54
seeking greater intimacy 91
seeking greater military 43
seeking greater openness 52
seeking greater personal 146
seeking greater precision 84
seeking greater religious 133
seeking greater security 223
seeking hidden treasures 59
seeking higher authority 52
seeking higher education 3946
seeking higher interest 152
seeking higher positions 61
seeking higher salaries 154
seeking initial admission 143
seeking larger quarters 71
seeking merger partners 46
seeking modern education 59
seeking mutual benefits 49
seeking mutual synthesis 43
seeking needed services 76
seeking needed treatment 66
seeking normal relations 53
seeking policy solutions 42
seeking prompt treatment 82
seeking proper treatment 144
seeking public applause 46
seeking public approval 288
seeking public attention 200
seeking public benefits 68
seeking public comments 97
seeking public education 41
seeking public officials 43
seeking public positions 71
seeking public relations 129
seeking public services 56
seeking refuge wherever 104
seeking relief pursuant 82
seeking salary increases 58
seeking senate approval 87
seeking sexual activity 123
seeking sexual contacts 87
seeking sexual intimacy 63
seeking sexual partners 301
seeking sexual pleasures 65
seeking sexual relations 162
seeking sexual services 49
seeking simple solutions 138
seeking something specific 118
seeking special attention 66
seeking special benefits 89
seeking special education 84
seeking special interest 214
seeking special services 48
seeking special treatment 508
seeking spirit underlying 52
seeking strange pleasures 50
seeking teacher attention 47
seeking tension reduction 48
seeking through education 122
seeking upward mobility 2610
seeking warmer climates 86
seeking weight reduction 47
seeking winter quarters 257
seeks advice concerning 60
seeks better relations 118
seeks closer relations 83
seeks dental treatment 46
seeks divine guidance 180
seeks further evidence 82
seeks greater autonomy 113
seeks greater economic 56
seeks greater equality 47
seeks higher education 64
seeks relief pursuant 42
seeks simple solutions 40
seeks special treatment 74
seeks upward mobility 57
seeming almost conscious 63
seeming almost entirely 105
seeming double standard 138
seeming greatly desirous 46
seeming highly diverted 41
seems actual insanity 56
seems almost abnormal 121
seems almost absolute 67
seems almost absurdly 134
seems almost academic 78
seems almost axiomatic 806
seems almost cheerful 61
seems almost childish 381
seems almost churlish 233
seems almost circular 54
seems almost complete 407
seems almost composed 56
seems almost confined 110
seems almost conscious 41
seems almost constant 82
seems almost contrary 40
seems almost cowardly 41
seems almost criminal 958
seems almost dangerous 61
seems almost decisive 58
seems almost defiantly 42
seems almost deserted 543
seems almost designed 563
seems almost destined 75
seems almost detached 75
seems almost directly 110
seems almost doubtful 57
seems almost entirely 1967
seems almost essential 779
seems almost everyone 172
seems almost fabulous 327
seems almost fanciful 44
seems almost farcical 91
seems almost flippant 56
seems almost grateful 46
seems almost harmless 67
seems almost heartless 86
seems almost helpless 61
seems almost hopeless 1790
seems almost humorous 135
seems almost impotent 68
seems almost improper 53
seems almost impudent 77
seems almost inclined 84
seems almost indecent 321
seems almost infinite 483
seems almost inherent 208
seems almost innocent 123
seems almost inspired 112
seems almost intended 72
seems almost invidious 413
seems almost ironical 98
seems almost lifeless 74
seems almost meaningless 264
seems almost medieval 54
seems almost mystical 137
seems almost needless 1109
seems almost oblivious 180
seems almost obsessed 468
seems almost obsolete 57
seems almost overcome 86
seems almost palpable 120
seems almost paranoid 59
seems almost pedantic 120
seems almost perverse 627
seems almost physical 50
seems almost possible 362
seems almost probable 96
seems almost quixotic 76
seems almost relieved 186
seems almost religious 66
seems almost required 88
seems almost resigned 46
seems almost shameful 44
seems almost sinister 70
seems almost suicidal 146
seems almost sunshine 55
seems almost surprising 152
seems almost symbolic 236
seems almost timeless 67
seems almost trivially 58
seems almost tropical 68
seems almost ungracious 170
seems almost uniquely 45
seems almost vertical 55
seems almost visionary 45
seems almost worthless 42
seems already apparent 61
seems already complete 52
seems already possible 42
seems always attended 44
seems always conscious 56
seems always destined 87
seems always imminent 72
seems always inclined 52
seems always possible 250
seems always prepared 114
seems another instance 200
seems another lifetime 53
seems another skeleton 47
seems barely adequate 180
seems barely conscious 76
seems barely credible 514
seems barely possible 449
seems barely relevant 41
seems better adjusted 57
seems better attested 130
seems better balanced 149
seems better designed 185
seems better disposed 44
seems better entitled 92
seems better equipped 1485
seems better evidence 47
seems better grounded 66
seems better informed 350
seems better practice 98
seems better prepared 111
seems better regarded 43
seems better therefore 239
seems beyond argument 291
seems beyond challenge 82
seems beyond recovery 43
seems beyond reproach 255
seems clearly apparent 144
seems clearly contrary 151
seems clearly designed 485
seems clearly destined 90
seems clearly directed 86
seems clearly distinct 55
seems clearly dominant 45
seems clearly entitled 66
seems clearly erroneous 155
seems clearly indebted 67
seems clearly inspired 52
seems clearly intended 537
seems clearly involved 59
seems clearly mistaken 138
seems clearly possible 197
seems clearly relevant 122
seems clearly required 62
seems clearly traceable 49
seems clearly unlawful 85
seems common practice 93
seems deeply affected 76
seems deeply embedded 136
seems deeply involved 69
seems deeply troubled 103
seems doubly beautiful 52
seems enough evidence 126
seems enough inclined 136
seems evenly balanced 111
seems fairly accurate 413
seems fairly adequate 129
seems fairly apparent 315
seems fairly complete 274
seems fairly constant 295
seems fairly convincing 335
seems fairly definite 233
seems fairly entitled 195
seems fairly explicit 44
seems fairly harmless 101
seems fairly innocent 60
seems fairly obviously 74
seems fairly probable 682
seems fairly realistic 93
seems fairly sensible 45
seems fairly standard 135
seems fairly straight 61
seems fairly unlikely 222
seems farther probable 55
seems feeble compared 43
seems firmly anchored 79
seems firmly attached 63
seems firmly embedded 90
seems firmly grounded 91
seems firmly resolved 53
seems further evidence 213
seems further possible 51
seems further probable 134
seems greatly affected 61
seems greatly attached 59
seems greatly enhanced 51
seems greatly improved 88
seems greatly relieved 80
seems hardly accurate 266
seems hardly adequate 999
seems hardly affected 99
seems hardly arguable 124
seems hardly conscious 139
seems hardly convincing 348
seems hardly credible 6795
seems hardly deserved 45
seems hardly doubtful 530
seems hardly entitled 81
seems hardly fanciful 53
seems hardly possible 15709
seems hardly probable 4060
seems hardly realistic 147
seems hardly relevant 407
seems hardly sensible 63
seems hardly suitable 252
seems hardly surprising 3138
seems hardly thinkable 40
seems heavily indebted 70
seems heavily weighted 197
seems highly abstract 96
seems highly agreeable 77
seems highly confused 99
seems highly credible 94
seems highly critical 55
seems highly dangerous 70
seems highly doubtful 2671
seems highly essential 54
seems highly improper 117
seems highly inflated 48
seems highly literary 161
seems highly personal 87
seems highly possible 815
seems highly probable 45772
seems highly probably 327
seems highly realistic 46
seems highly relevant 915
seems highly sensible 47
seems highly specific 61
seems highly suitable 177
seems highly surprising 40
seems highly symbolic 52
seems highly unlikely 30968
seems ideally designed 109
seems ideally situated 43
seems indeed doubtful 58
seems indeed essential 53
seems indeed possible 180
seems indeed probable 447
seems indeed scarcely 84
seems indeed somewhat 171
seems indeed surprising 101
seems indeed unlikely 74
seems justly entitled 139
seems kindly disposed 64
seems likely therefore 3662
seems little affected 1440
seems little argument 175
seems little compared 81
seems little conscious 42
seems little disposed 336
seems little doubtful 72
seems little economic 56
seems little enthusiasm 69
seems little evidence 2929
seems little immediate 241
seems little improved 96
seems little inclined 585
seems little interest 145
seems little objection 204
seems little probable 142
seems little prospect 3798
seems little rationale 109
seems little tendency 79
seems mainly confined 69
seems mainly designed 82
seems mainly directed 76
seems mainly intended 47
seems merely fanciful 73
seems merely friendly 44
seems merely intended 42
seems merely personal 56
seems merely perverse 113
seems merest accident 47
seems modest compared 159
seems neither adequate 85
seems neither possible 378
seems neither realistic 49
seems neither surprising 67
seems neither uncommon 84
seems nowise probable 70
seems obvious nonsense 47
seems obvious therefore 277
seems overly ambitious 133
seems overly critical 53
seems overly dramatic 97
seems overly generous 118
seems paltry compared 56
seems poorly designed 68
seems poorly equipped 90
seems poorly informed 40
seems pretty accurate 89
seems pretty apparent 234
seems pretty cheerful 61
seems pretty complete 53
seems pretty convincing 134
seems pretty definite 145
seems pretty doubtful 40
seems pretty harmless 269
seems pretty hopeless 248
seems pretty innocent 53
seems pretty manifest 41
seems pretty obviously 75
seems pretty ordinary 53
seems pretty positive 87
seems pretty probable 62
seems pretty sensible 86
seems pretty standard 42
seems pretty straight 214
seems pretty unlikely 355
seems proper therefore 179
seems purely academic 86
seems purely fanciful 41
seems purely negative 45
seems purely physical 76
seems rarely dramatic 52
seems readily apparent 647
seems readily possible 42
seems scarce credible 153
seems scarce possible 610
seems simple compared 118
seems simply impudent 49
seems slight compared 86
seems something churlish 44
seems something strangely 40
seems strange doctrine 63
seems strange nowadays 99
seems strange therefore 126
seems trifling compared 75
seems trivial compared 273
seems unduly critical 47
seems unduly generous 45
seems unduly prolonged 116
seems useful therefore 127
seems wholly absorbed 104
seems wholly adequate 111
seems wholly composed 46
seems wholly convincing 202
seems wholly credible 44
seems wholly ignorant 93
seems wholly negative 42
seems wholly oblivious 59
seems wholly occupied 58
seems wholly possible 55
seems wholly probable 184
seems wholly unlikely 217
seems widely accepted 580
seems widely believed 48
seems wildly unlikely 143
seems without artifice 57
seems without exception 78
seems without parallel 159
seeping through fissures 67
seeping through underneath 89
seize church property 625
seize english property 59
seize french colonies 58
seize french property 140
seize french warships 48
seize german colonies 82
seize german property 67
seize german wireless 46
seize jewish property 110
seize needed supplies 45
seize public attention 99
seize public property 41
seize stolen property 44
seizing church property 298
seizing english merchant 49
seizing french colonies 43
seizing french property 48
seizing jewish property 140
seizing public property 42
selling agency operates 100
selling almost entirely 159
selling animal products 103
selling another contract 81
selling bakery products 176
selling before maturity 151
selling better products 60
selling broker delivers 42
selling broker received 58
selling building materials 886
selling building supplies 205
selling bumper stickers 278
selling church property 211
selling effort directed 59
selling effort required 541
selling estate property 124
selling excess capacity 145
selling exempt property 55
selling existing products 831
selling factor services 104
selling family property 127
selling female vocalist 52
selling forest products 876
selling french military 116
selling garden products 128
selling garden supplies 43
selling herbal medicine 120
selling herbal products 131
selling herbal remedies 420
selling higher education 58
selling import licenses 53
selling landed property 236
selling lighting fixtures 45
selling liquor contrary 529
selling little bouquets 41
selling luxury articles 44
selling luxury products 59
selling methods employed 177
selling native american 378
selling nuclear materials 91
selling office machines 187
selling office products 216
selling office supplies 876
selling patent medicine 552
selling plumbing fixtures 47
selling plumbing supplies 103
selling points included 49
selling poorly performing 93
selling prices compared 53
selling prices declined 48
selling prices increased 165
selling prices obtained 106
selling prices prevailing 55
selling prices received 356
selling prices relative 108
selling prices remained 225
selling prices reported 59
selling public property 159
selling public relations 96
selling relief supplies 47
selling rental property 68
selling retail products 156
selling school supplies 372
selling sexual services 599
selling shares directly 119
selling shoddy products 81
selling skills required 51
selling stolen property 4713
selling through catalogs 210
selling through multiple 91
selling through personal 55
selling through salesmen 280
selling toilet articles 126
selling toward specific 75
selling training programs 48
selling training services 43
selling travel packages 103
selling travel services 286
selling unsafe products 163
selling various articles 578
selling various products 564
selling weekly magazine 352
selling without authority 105
selling without licenses 89
selling without recourse 158
sells almost entirely 75
sells building materials 186
sells building supplies 46
sells garden supplies 51
sells herbal remedies 48
sells lighting fixtures 70
sells native american 138
sells office products 56
sells office supplies 703
sells plumbing fixtures 43
sells school supplies 87
sells sexual services 71
sells shares directly 61
sells stolen property 157
sells various products 64
sells without disclosing 51
sending another emissary 54
sending another messenger 138
sending another minister 234
sending another telegram 89
sending cipher messages 63
sending cruise missiles 54
sending direct military 40
sending double messages 132
sending female children 49
sending french soldiers 56
sending further messages 104
sending german soldiers 97
sending hidden messages 41
sending jewish children 81
sending liaison officers 60
sending little children 79
sending little messages 56
sending little presents 82
sending little rivulets 41
sending mental messages 59
sending native american 56
sending neural impulses 94
sending nuclear missiles 51
sending orders directly 90
sending outgoing messages 82
sending output directly 49
sending output messages 64
sending police officers 112
sending poorly prepared 45
sending relief annually 49
sending relief supplies 206
sending secret messages 1107
sending secure messages 96
sending signed messages 221
sending silent messages 111
sending simple messages 89
sending soviet military 43
sending special messages 184
sending station receives 69
sending subtle messages 122
sending subtle rootlets 96
sending thought messages 41
sending troops anywhere 40
sending troops northward 78
sending update messages 66
sending urgent messages 628
sending urgent requests 101
sending various messages 52
sending various presents 50
sending verbal messages 230
sends another governor 78
sends another messenger 106
sends another telegram 62
sends fibers directly 53
sends neural impulses 111
sends neural messages 59
sends outgoing messages 62
sends output directly 57
sends secret messages 42
sends special messages 130
sends status messages 45
sends update messages 73
sends urgent messages 62
sends verbal messages 43
senior agency managers 72
senior agency officials 649
senior allied military 63
senior allied officers 358
senior allied officials 52
senior bengali officers 55
senior budget officials 52
senior career diplomat 238
senior career managers 70
senior career officers 178
senior career officials 505
senior censor examined 59
senior center director 125
senior center movement 93
senior center programs 392
senior center provides 51
senior center services 122
senior church officials 242
senior claims examiner 182
senior credit officers 116
senior dental students 415
senior deputy chairman 80
senior deputy director 219
senior deputy district 86
senior deputy governor 232
senior deputy minister 143
senior design engineers 153
senior design projects 125
senior design students 58
senior english mistress 54
senior english officers 100
senior english officials 43
senior english students 121
senior equity interest 162
senior equity security 53
senior fellow emeritus 230
senior female managers 192
senior female officers 64
senior female relative 268
senior female students 98
senior flight engineers 209
senior forest officers 103
senior forest officials 47
senior french diplomat 236
senior french generals 104
senior french military 301
senior french officers 756
senior french officials 447
senior german diplomat 164
senior german generals 296
senior german military 483
senior german officers 1251
senior german officials 279
senior higher education 152
senior honors students 90
senior iranian diplomat 66
senior iranian military 81
senior iranian officials 287
senior israeli diplomat 186
senior israeli military 558
senior israeli officers 208
senior israeli officials 454
senior israeli security 126
senior italian diplomat 55
senior italian officers 136
senior italian officials 46
senior jewish chaplain 120
senior jewish officials 45
senior kazakh officials 50
senior liaison officers 85
senior libyan officials 68
senior managing director 2719
senior marine officers 276
senior member commands 102
senior member presided 73
senior member presides 44
senior middle managers 173
senior militia officers 187
senior muslim officers 102
senior native officers 67
senior palace officials 86
senior patrol officers 48
senior person involved 108
senior planning officers 124
senior planning officials 67
senior police managers 198
senior police officers 10943
senior police officials 1747
senior policy advisers 388
senior policy analysts 100
senior policy officers 61
senior policy officials 388
senior policy positions 158
senior polish officers 139
senior polish officials 48
senior prison officers 189
senior prison officials 156
senior public managers 232
senior public officers 312
senior public officials 1526
senior public positions 75
senior public relations 849
senior public servants 6842
senior quebec minister 59
senior reactor operator 157
senior regime officials 52
senior russian diplomat 122
senior russian generals 73
senior russian military 216
senior russian officers 344
senior russian officials 345
senior school children 282
senior school education 54
senior school managers 95
senior school students 458
senior soviet diplomat 379
senior soviet generals 76
senior soviet military 1336
senior soviet officers 598
senior soviet officials 920
senior speech therapist 45
senior training analysts 70
senior training officers 52
sense almost entirely 82
sense almost everyone 99
sense almost opposite 95
sense already achieved 44
sense already attained 42
sense already happened 45
sense already mentioned 483
sense already occurred 45
sense already outlined 89
sense already referred 166
sense always includes 74
sense always involves 120
sense always remained 68
sense another presence 358
sense arises equality 82
sense became nonsense 71
sense became obsolete 46
sense became possible 70
sense become possible 183
sense before mentioned 218
sense called intuition 66
sense caused attention 40
sense clearly dictates 243
sense clearly requires 84
sense common property 327
sense county officers 61
sense deeply religious 44
sense enough otherwise 128
