sachems near providence 45
samples are controlled 125
samples are convenient 73
samples are correlated 901
samples are decomposed 140
samples are definitely 65
samples are dehydrated 148
samples are designated 366
samples are determined 1105
samples are dissimilar 43
samples are distinctly 85
samples are documented 45
samples are eliminated 133
samples are equivalent 278
samples are essentially 517
samples are evaporated 236
samples are eventually 52
samples are fabricated 101
samples are frequently 1179
samples are homogeneous 453
samples are hybridized 198
samples are hydrolyzed 124
samples are identified 721
samples are immediately 417
samples are impossible 92
samples are improperly 48
samples are inadequate 229
samples are incomplete 65
samples are indicative 165
samples are inevitably 80
samples are influenced 86
samples are inherently 206
samples are inoculated 218
samples are integrated 176
samples are interleaved 175
samples are introduced 1191
samples are invaluable 43
samples are maintained 318
samples are moderately 100
samples are multiplied 373
samples are negligible 51
samples are normalized 348
samples are notoriously 41
samples are obtainable 249
samples are ordinarily 104
samples are partitioned 128
samples are physically 67
samples are positively 69
samples are potentially 69
samples are preferable 339
samples are preferably 120
samples are presumably 42
samples are procedural 81
samples are quantified 101
samples are recognized 52
samples are recombined 57
samples are registered 90
samples are relatively 1455
samples are remarkably 177
samples are replicated 97
samples are reproduced 229
samples are restricted 380
samples are separately 97
samples are stratified 405
samples are structured 47
samples are subdivided 204
samples are subtracted 69
samples are sufficient 667
samples are suggestive 41
samples are summarized 1854
samples are surprisingly 42
samples are synthesized 48
samples are undertaken 41
samples are unsuitable 123
samples are visualized 56
samples being considered 109
samples being determined 64
samples can frequently 41
samples for analytical 200
samples for antibodies 109
samples for application 54
samples for assessment 145
samples for background 49
samples for biochemical 284
samples for calculation 54
samples for calibration 688
samples for chromosome 49
samples for coagulation 225
samples for comparison 1484
samples for complement 47
samples for compression 51
samples for electrical 63
samples for enumeration 51
samples for establishing 64
samples for examination 1346
samples for experiment 58
samples for geochemical 364
samples for germination 94
samples for hemoglobin 143
samples for individual 494
samples for information 45
samples for laboratory 6250
samples for measurement 996
samples for mechanical 258
samples for microscopy 509
samples for observation 149
samples for parameters 57
samples for particular 104
samples for phosphorus 61
samples for polymerase 181
samples for preparation 53
samples for radioactive 157
samples for radiocarbon 1786
samples for radiometric 61
samples for regulatory 51
samples for scientific 216
samples for structural 77
samples for subsequent 751
samples for toxicology 220
samples for urinalysis 282
samples had detectable 157
samples had relatively 142
samples had sufficient 50
samples may contribute 55
samples per experiment 69
samples per individual 157
samples that accurately 107
samples that adequately 82
samples that constitute 123
samples that contribute 60
samples that correspond 175
samples that illustrate 323
samples that originally 73
samples this difference 42
samples using polymerase 66
samples was attributed 193
samples was calculated 1254
samples was classified 52
samples was comparable 109
samples was completely 81
samples was considered 290
samples was consistent 74
samples was controlled 245
samples was correlated 70
samples was determined 7860
samples was eliminated 46
samples was equivalent 49
samples was essentially 106
samples was identified 144
samples was immediately 65
samples was introduced 93
samples was maintained 133
samples was negligible 94
samples was normalized 121
samples was originally 47
samples was quantified 104
samples was recognized 44
samples was relatively 212
samples was restricted 47
samples was sufficient 109
samples was undertaken 259
samples with acceptable 51
samples with antibodies 86
samples with appreciable 69
samples with appropriate 261
samples with chloroform 170
samples with comparable 171
samples with composition 138
samples with confidence 44
samples with continuous 49
samples with controlled 129
samples with detectable 215
samples with equivalent 81
samples with essentially 48
samples with homogeneous 104
samples with individual 69
samples with information 46
samples with monoclonal 51
samples with negligible 84
samples with particular 116
samples with properties 42
samples with radioactive 102
samples with relatively 926
samples with restriction 48
samples with subsequent 104
samples with substantial 59
samples with sufficient 211
samples with thicknesses 192
samurai and government 100
samurai and townspeople 162
samurai was essentially 82
sanction and acceptance 361
sanction and approbation 1871
sanction and assistance 2249
sanction and benediction 321
sanction and confidence 65
sanction and connivance 88
sanction and consecrate 330
sanction and cooperation 503
sanction and discipline 237
sanction and facilitate 141
sanction and government 72
sanction and inspiration 579
sanction and legitimacy 591
sanction and legitimate 147
sanction and legitimize 326
sanction and observance 84
sanction and permanence 96
sanction and perpetuate 865
sanction and preference 86
sanction and privileges 44
sanction and prohibition 70
sanction and promulgate 1771
sanction and publication 63
sanction and punishment 489
sanction and recognition 918
sanction and sacredness 153
sanction and signatures 48
sanction and subsequent 113
sanction and supervision 873
sanction and vindication 45
sanction any arrangement 472
sanction any compromise 174
sanction any difference 56
sanction any enterprise 54
sanction any particular 249
sanction any principles 42
sanction any proposition 44
sanction any substantial 47
sanction any transaction 105
sanction being considered 90
sanction being sufficient 49
sanction for aggressive 41
sanction for collective 138
sanction for deliberate 61
sanction for establishing 64
sanction for government 529
sanction for individual 579
sanction for infringement 49
sanction for intentional 156
sanction for legislation 57
sanction for magisterial 54
sanction for misconduct 397
sanction for nonpayment 176
sanction for particular 128
sanction for persistent 43
sanction for plaintiffs 62
sanction for prosecution 1957
sanction for publication 178
sanction for resistance 53
sanction for segregation 53
sanction his acceptance 47
sanction his enterprise 105
sanction his prosecution 102
sanction his resignation 44
sanction its application 236
sanction its employment 237
sanction its publication 433
sanction that determines 72
sanction that institution 53
sanction this arrangement 593
sanction this particular 106
sanction this proposition 170
sanction this punishment 190
sanction thus apparently 62
sanction was appropriate 258
sanction was considered 86
sanction was immediately 40
sanction was introduced 85
sanction was originally 215
sanction was sufficient 65
sandpit near heidelberg 59
sanguine and benevolent 70
sanguine and despicable 46
sanguine and despondent 66
sanguine and determined 137
sanguine and enterprising 649
sanguine and enthusiastic 562
sanguine and injudicious 142
sanguine and melancholy 98
sanguine and optimistic 380
sanguine and phlegmatic 433
sanguine are enterprising 43
sanguine nor despondent 76
sanguine than scientific 73
sapient and illustrious 115
sappers and grenadiers 58
sarcasm and aggressive 41
sarcasm and bitterness 1247
sarcasm and caricature 110
sarcasm and declamation 43
sarcasm and denunciation 196
sarcasm and depreciation 57
sarcasm and disrespect 125
sarcasm and frustration 43
sarcasm and impatience 106
sarcasm and indignation 174
sarcasm and resentment 88
sarcasm and skepticism 70
sarcasm and substantial 41
sarcasm and tenderness 97
sarcasm was completely 74
sarcoma and metastatic 320
sarcoma and peripheral 579
sarcoma are frequently 52
sarcoma that originated 172
sarcoma was considered 62
sarcoma was discovered 58
sarcoma was identified 47
sarcoma was originally 63
sarcoma with combination 75
sarcoma with interferon 52
sarcoma with metastases 117
sarcoma with metastasis 226
sarcoma with radiotherapy 70
satiated with destruction 66
satiated with experience 49
satiated with indulgence 81
satiated with prosperity 44
satiation and deprivation 685
satiety and discontent 145
satiety and indigestion 97
satiety and repentance 57
satiety and similitude 77
satiety and suppresses 54
satiety for detestation 93
satires and allegories 62
satires and burlesques 238
satires and complaints 62
satires and criticisms 63
satires and grotesques 55
satires and invectives 985
satires and panegyrics 161
satiric and picaresque 91
satiric and sympathetic 52
satisfy all applicable 199
satisfy all applicants 59
satisfy all aspirations 78
satisfy all assumptions 47
satisfy all complaints 52
satisfy all depositors 50
satisfy all individual 255
satisfy all information 74
satisfy all interested 321
satisfy all legitimate 385
satisfy all liabilities 175
satisfy all nutritional 44
satisfy all objectives 130
satisfy all obligations 405
satisfy all principles 44
satisfy all properties 106
satisfy all regulatory 47
satisfy all scientific 57
satisfy any applicable 145
satisfy any combination 40
satisfy any deficiency 77
satisfy any individual 170
satisfy any legitimate 130
satisfy any obligations 76
satisfy any particular 519
satisfy any prescribed 41
satisfy any subsequent 41
satisfy any substantial 87
satisfy both conscience 62
satisfy both definitions 82
satisfy both individual 416
satisfy both management 65
satisfy both objectives 303
satisfy both principles 104
satisfy both properties 80
satisfy both scientific 66
satisfy both tendencies 52
satisfy each constraint 85
satisfy each individual 572
satisfy each inequality 96
satisfy each particular 44
satisfy her aspirations 223
satisfy her completely 312
satisfy her conscience 847
satisfy her dependency 43
satisfy her emotionally 48
satisfy her frustrated 44
satisfy her grandmother 40
satisfy her imagination 128
satisfy her impatience 82
satisfy her individual 40
satisfy her inordinate 92
satisfy her legitimate 96
satisfy her obligations 74
satisfy her physically 81
satisfy her questioners 47
satisfy her territorial 72
satisfy him abundantly 43
satisfy him completely 604
satisfy him emotionally 70
satisfy him personally 48
satisfy him physically 56
satisfy his aggressive 96
satisfy his aspirations 816
satisfy his complaints 103
satisfy his compulsive 46
satisfy his congregation 53
satisfy his conscience 5161
satisfy his consumption 47
satisfy his countrymen 123
satisfy his curiosities 62
satisfy his dependency 100
satisfy his detractors 52
satisfy his educational 62
satisfy his elementary 98
satisfy his engagements 48
satisfy his excellency 489
satisfy his exorbitant 100
satisfy his expectation 111
satisfy his frustrated 95
satisfy his gargantuan 56
satisfy his government 170
satisfy his grandfather 43
satisfy his homosexual 132
satisfy his imagination 280
satisfy his impatience 227
satisfy his imperative 60
satisfy his inclination 142
satisfy his individual 944
satisfy his information 119
satisfy his inordinate 240
satisfy his legitimate 247
satisfy his nutritional 101
satisfy his objectives 110
satisfy his obligations 601
satisfy his overwhelming 79
satisfy his particular 897
satisfy his persistent 41
satisfy his preference 62
satisfy his pretensions 52
satisfy his principles 66
satisfy his propensity 77
satisfy his publishers 62
satisfy his questioners 115
satisfy his resentment 446
satisfy his scientific 340
satisfy his subjective 48
satisfy his successors 52
satisfy his supporters 226
satisfy his territorial 93
satisfy his tormentors 66
satisfy his tremendous 40
satisfy his unconscious 89
satisfy his vindictive 140
satisfy his wanderlust 180
satisfy its antecedent 45
satisfy its aspirations 264
satisfy its commitment 80
satisfy its conscience 197
satisfy its consumption 100
satisfy its disclosure 44
satisfy its individual 73
satisfy its information 69
satisfy its investment 54
satisfy its legitimate 133
satisfy its liabilities 269
satisfy its nutritional 164
satisfy its objectives 178
satisfy its obligations 1725
satisfy its particular 168
satisfy its reparations 53
satisfy its strictures 58
satisfy its supporters 166
satisfy its territorial 68
satisfy man completely 40
satisfy new aspirations 64
satisfy one constraint 67
satisfy one particular 125
satisfy our aspirations 366
satisfy our assumptions 98
satisfy our collective 75
satisfy our conceptions 41
satisfy our conscience 392
satisfy our constraint 58
satisfy our countrymen 167
satisfy our curiosities 52
satisfy our expectation 129
satisfy our government 57
satisfy our historical 49
satisfy our imagination 183
satisfy our impatience 97
satisfy our inclination 41
satisfy our individual 535
satisfy our intellects 55
satisfy our legitimate 184
satisfy our nutritional 91
satisfy our objectives 102
satisfy our obligations 105
satisfy our particular 118
satisfy our respective 61
satisfy our scientific 216
satisfy our subjective 49
satisfy our unconscious 49
satisfy tax liabilities 55
satisfy tax obligations 56
satisfy that constraint 155
satisfy that description 301
satisfy that expectation 263
satisfy that inclination 42
satisfy that individual 128
satisfy that particular 328
satisfy that preference 92
satisfy them completely 464
satisfy them immediately 72
satisfy them indirectly 58
satisfy this application 56
satisfy this checkpoint 125
satisfy this commitment 45
satisfy this constraint 3721
satisfy this deficiency 117
satisfy this description 441
satisfy this disclosure 98
satisfy this elementary 40
satisfy this expectation 506
satisfy this government 151
satisfy this impatience 48
satisfy this imperative 80
satisfy this inclination 84
satisfy this individual 48
satisfy this inequality 1624
satisfy this information 49
satisfy this inordinate 41
satisfy this legitimate 137
satisfy this particular 538
satisfy this preference 173
satisfy this propensity 52
satisfy this requisition 55
satisfy this restriction 440
satisfy this stipulation 49
satisfy top management 112
satisfy two apparently 63
satisfy two objectives 187
satisfy two principles 41
satisfy two properties 186
satisfy you completely 454
satisfy you immediately 118
satraps and commanders 297
saucers and silverware 112
sausage and legislation 103
sausage and mozzarella 47
sausage and sauerkraut 1667
sausage and vegetables 298
sausage with sauerkraut 179
sauteed veal sweetbreads 47
sauteed with artichokes 51
sauteed with vegetables 519
savages all intoxicating 53
savages and astonished 48
savages and foreigners 149
savages and primitives 294
savages and uneducated 93
savages are accustomed 207
savages are celebrated 96
savages are constantly 61
savages are degenerate 76
savages are determined 43
savages are frequently 70
savages are frightened 46
savages are remarkably 152
savages but reiterated 58
savages can understand 55
savages had approached 91
savages had determined 53
savages had disappeared 205
savages had discovered 110
savages had frequented 311
savages had ornamented 51
savages had surrounded 73
savages that surrounded 92
savages was discovered 48
savages who frequented 77
savages who surrounded 415
savanna and grasslands 912
savanna and rainforest 839
savants all pronounced 57
savants and politicians 56
savants and professors 86
savants and publicists 49
savants and scientific 60
savants and scientists 221
savants who flourished 48
savored and appreciated 389
savored and celebrated 258
savored and remembered 394
sawmill and commissary 48
sawmill and lumberyard 284
sawmill and turpentine 350
sawmill near sacramento 42
sawmill was dismantled 49
sawyers and blacksmiths 49
sawyers and carpenters 259
scalped and shamefully 58
scalped and tomahawked 1000
scalpel and microscope 2560
scalpel was introduced 47
scandal and abhorrence 181
scandal and abomination 364
scandal and accusations 126
scandal and allegations 169
scandal and bankruptcy 203
scandal and bitterness 88
scandal and consequent 42
scandal and debasement 99
scandal and debauchery 195
scandal and degradation 103
scandal and difficulty 117
scandal and discomfort 48
scandal and discontent 126
scandal and displeasure 45
scandal and eventually 96
scandal and excitement 163
scandal and government 40
scandal and immorality 213
scandal and impeachment 492
scandal and indignation 421
scandal and malfeasance 198
scandal and misfortune 112
scandal and opprobrium 600
scandal and persecution 278
scandal and provocation 167
scandal and punishment 140
scandal and resentment 43
scandal and resignation 296
scandal and revelations 165
scandal and scurrility 96
scandal and sensational 63
scandal and speculation 73
scandal and subsequent 602
scandal for philosophy 97
scandal par excellence 232
scandal than edification 66
scandal that culminated 52
scandal that eventually 304
scandal that implicated 119
scandal that surrounded 573
scandal that ultimately 180
scandal was circulated 63
scandal was compounded 49
scandal was discovered 206
scandal was eventually 58
scandal was inevitable 102
scandal was introduced 48
scandal was sufficient 51
scandal was suppressed 61
scandal was tremendous 76
scanned and classified 126
scanned and criticized 82
scanned and downloaded 111
scanned and identified 77
scanned and quantified 136
scanned and recognized 69
scanned and registered 130
scanned and reproduced 102
scanned and translated 115
scanned and understood 149
scanned for appropriate 52
scanned for comparison 45
scanned for electronic 71
scanned for indications 67
scanned for information 314
scanned for references 125
scanned her critically 75
scanned her surroundings 581
scanned him critically 48
scanned his instrument 99
scanned his surroundings 814
scanned our surroundings 112
scanned with binoculars 80
scanned with particular 46
scanned with ultrasound 104
scanner was calibrated 51
scanner was introduced 338
scarcer and competition 77
scarlet and embroidery 379
scarlet and ornamented 40
scarlet and variegated 194
scarlet with excitement 612
scarlet with indignation 1097
scarlet with suppressed 84
scarred and contracted 1323
scarred and devastated 237
scarred and discolored 796
scarred and disfigured 4660
scarred and embittered 450
scarred and pockmarked 561
scarred and splintered 729
scarred and vulnerable 66
scarred both physically 72
scarred but triumphant 117
scarred him emotionally 55
scarred with avalanches 41
scarred with landslides 117
scarves and balaclavas 89
scarves and tablecloths 43
scatter all properties 48
scatter and attenuation 1824
scatter and background 199
scatter and diffraction 243
scatter and distribute 175
scatter and variability 179
scatter his possessions 42
scatter his suggestions 59
scatter his tormentors 43
scatter our prosperity 76
scatter them everywhere 90
scatter was attributed 45
scavenge and neutralize 94
scavenging air compressor 370
scavenging and antioxidant 514
scenario and accompanying 42
scenario and characters 44
scenario are calculated 67
scenario are considered 57
scenario are identified 48
scenario are relatively 44
scenario are summarized 169
scenario being considered 180
scenario for comparison 53
scenario for establishing 55
scenario for government 47
scenario for implementing 77
scenario for information 48
scenario for successful 68
scenario that emphasizes 65
scenario that eventually 52
scenario that highlights 65
scenario that represents 151
scenario was calculated 114
scenario was completely 73
scenario was considered 301
scenario was consistent 57
scenario was determined 48
scenario was essentially 56
scenario was identified 51
scenario was impossible 105
scenario was introduced 102
scenario was originally 56
scenario was replicated 60
scenery and activities 170
scenery and adventures 301
scenery and appropriate 106
scenery and associations 651
scenery and atmosphere 892
scenery and attractions 142
scenery and attractive 98
scenery and background 313
scenery and brilliantly 47
scenery and characters 773
scenery and cultivation 53
scenery and decorations 8814
scenery and delightful 341
scenery and description 271
scenery and difference 54
scenery and electrical 51
scenery and enjoyments 60
scenery and excitement 65
scenery and experience 156
scenery and facilities 66
scenery and footlights 80
scenery and historical 507
scenery and impressions 57
scenery and impressive 51
scenery and invigorating 333
scenery and landscapes 392
scenery and literature 107
scenery and localities 162
scenery and management 53
scenery and mechanical 297
scenery and occupations 91
scenery and performers 69
scenery and personages 195
scenery and plantations 43
scenery and pleasurable 114
scenery and productions 252
scenery and properties 8267
scenery and proscenium 41
scenery and recreational 249
scenery and relatively 40
scenery and remarkable 97
scenery and scientific 58
scenery and structures 82
scenery and surroundings 1027
scenery and topography 695
scenery and traditional 55
scenery and unexpected 53
scenery and waterfalls 173
scenery and wilderness 129
scenery are considered 49
scenery for background 67
scenery for productions 44
scenery had completely 59
scenery has fascinated 79
scenery that surrounded 1133
scenery was absolutely 118
scenery was attractive 90
scenery was beautifully 56
scenery was completely 56
scenery was considered 97
scenery was constantly 98
scenery was delightful 350
scenery was everywhere 47
scenery was frequently 44
scenery was heightened 91
scenery was impressive 84
scenery was incredible 63
scenery was introduced 285
scenery was monotonous 261
scenery was remarkable 75
scenery was remarkably 75
scenery was stupendous 57
scented air fresheners 368
scented and attractive 52
scented and delicately 104
scented and variegated 229
scented with eucalyptus 237
scented with peppermint 338
scented with sandalwood 870
scepter and thunderbolt 137
schemed and calculated 42
schemed and maneuvered 103
schemed and speculated 40
schemer and adventurer 129
schemer and speculator 105
schemes and activities 857
schemes and adventures 186
schemes and agreements 145
schemes and amusements 48
schemes and analytical 61
schemes and application 89
schemes and approaches 356
schemes and appropriate 96
schemes and aspirations 260
schemes and assessment 74
schemes and assistance 135
schemes and associations 57
schemes and assumptions 56
schemes and background 46
schemes and blueprints 81
schemes and categories 302
schemes and collective 129
schemes and committees 59
schemes and comparison 61
schemes and compulsory 61
schemes and conceptions 84
schemes and conceptual 74
schemes and concessions 58
schemes and conditioned 45
schemes and consequent 49
schemes and constructs 88
schemes and controlled 102
schemes and conventions 76
schemes and decorations 74
schemes and decorative 62
schemes and definitions 94
schemes and discussions 90
schemes and educational 138
schemes and employment 409
schemes and encouraged 98
schemes and establishing 55
schemes and eventually 89
schemes and expedients 311
schemes and expeditions 41
schemes and facilities 224
schemes and frameworks 215
schemes and fraudulent 100
schemes and frequently 50
schemes and government 754
schemes and guidelines 114
schemes and ideological 47
schemes and immoderate 58
schemes and implementing 79
schemes and inadequate 46
schemes and incentives 337
schemes and individual 601
schemes and information 341
schemes and initiatives 406
schemes and innovations 108
schemes and innovative 49
schemes and integrated 243
schemes and introduced 88
schemes and investment 370
schemes and legislation 122
schemes and management 359
schemes and measurement 41
schemes and mechanical 45
schemes and mechanisms 404
schemes and negotiations 246
schemes and objectives 80
schemes and occupations 107
schemes and operational 69
schemes and parameters 72
schemes and particular 55
schemes and plantations 45
schemes and pretensions 76
schemes and principles 278
schemes and procedures 454
schemes and productive 52
schemes and projections 145
schemes and promotional 52
schemes and reflections 42
schemes and regulations 251
schemes and regulatory 54
schemes and resolutions 124
schemes and retirement 163
schemes and scientific 47
schemes and settlement 60
schemes and statements 50
schemes and statistics 61
schemes and stereotypes 103
schemes and stratagems 1396
schemes and strategies 755
schemes and structural 100
schemes and structures 452
schemes and subsequent 72
schemes and suggestions 634
schemes and syllabuses 174
schemes and taxonomies 66
schemes and techniques 462
schemes and technology 52
schemes and tendencies 41
schemes and traditional 85
schemes and turbulence 45
schemes and typologies 75
schemes and ultimately 63
schemes and undertakings 448
schemes are absolutely 99
schemes are acceptable 102
schemes are apparently 58
schemes are applicable 470
schemes are appropriate 275
schemes are attractive 252
schemes are calculated 202
schemes are classified 307
schemes are comparable 137
schemes are compatible 214
schemes are completely 139
schemes are compulsory 140
schemes are conditioned 43
schemes are confounded 43
schemes are considered 1686
schemes are consistent 200
schemes are constantly 249
schemes are controlled 88
schemes are criticized 58
schemes are deductible 67
schemes are definitely 61
schemes are designated 52
schemes are determined 243
schemes are discovered 93
schemes are elaborated 89
schemes are eliminated 44
schemes are encouraged 114
schemes are equivalent 409
schemes are essentially 725
schemes are explicitly 60
schemes are financially 65
schemes are formulated 519
schemes are frequently 561
schemes are frustrated 408
schemes are identified 177
schemes are impossible 62
schemes are inadequate 285
schemes are inevitably 114
schemes are influenced 54
schemes are inherently 454
schemes are instituted 58
schemes are integrated 287
schemes are introduced 1133
schemes are irrelevant 44
schemes are maintained 102
schemes are notoriously 59
schemes are operational 49
schemes are potentially 120
schemes are predicated 69
schemes are preferable 196
schemes are recognized 63
schemes are relatively 583
schemes are reproduced 43
schemes are restricted 167
schemes are structured 215
schemes are subsidized 44
schemes are successful 301
schemes are sufficient 113
schemes are summarized 593
schemes are ultimately 86
schemes are understood 47
schemes are undertaken 543
schemes are vulnerable 175
schemes being considered 252
schemes being formulated 51
schemes being introduced 148
schemes being undertaken 199
schemes can constitute 101
schemes can contribute 103
schemes for accelerating 96
schemes for accumulating 93
