babies die each year because 224
building for its own peculiar 45
building that does not conform 72
building that was being erected 91
building was one that appealed 51
builds and does not destroy 59
bullion for its own account 71
burden for its own defense 50
burden than her own support 45
buried god and thus prevent 85
buried him with all decency 55
buried him with his niggers 325
buried who did not believe 42
burned and was not rebuilt 158
burned but did not consume 153
bushes and she hid herself 76
busied with her own affairs 52
busied with her own thoughts 71
busied with his own affairs 88
busied with his own thoughts 193
butted all day long against 322
buyers and one for sellers 44
