balls of your frigate have 57
began to push forward into 62
began to ride smartly down 46
began to rise against their 56
began to rise rapidly during 56
began to rise rapidly from 105
began to rise sharply during 50
began to rise sharply from 98
began to rise sharply once 44
began to rise steadily from 83
began to rise steeply from 47
began to rock herself back 57
began to seek control over 40
began to seek support among 50
began to seek support from 143
began to shed profuse tears 40
began to show concern over 153
began to show himself more 273
began to steal coppers from 50
began to take control over 122
began to take counsel among 57
began to take courage from 57
began to take himself more 48
began to take lessons from 442
began to take matters into 805
began to take matters more 49
began to take priority over 173
began to take tangible form 149
began to take visible form 42
began to take written form 57
began to talk quietly among 57
began to think matters over 44
began to throw herself into 47
began to throw himself into 109
began to turn against their 105
began to walk briskly along 66
began to walk briskly away 63
began to walk briskly down 69
began to walk forward along 47
began to walk quickly along 97
began to walk quickly away 236
began to walk quickly back 229
began to walk quickly down 302
began to walk rapidly along 45
began to walk rapidly away 222
began to walk rapidly back 75
began to walk rapidly down 140
began to walk steadily along 93
began to walk towards home 52
began to walk towards their 45
began to weep maudlin tears 54
began to wish himself back 101
began to wish himself sole 43
began to work himself along 45
began to work himself into 107
began to work outside their 45
began to work together more 195
begin by asking himself what 80
begin by bringing together some 45
begin the same process over 43
begin to find torment from 86
begin to free herself from 58
begin to free himself from 110
begin to gain control over 296
begin to gain insight into 302
begin to gain mastery over 56
begin to grow heartily sick 50
begin to have control over 52
begin to have insight into 91
begin to know eternal youth 42
begin to know exactly what 43
begin to live happily ever 48
begin to lose control over 141
begin to make demands upon 89
begin to make inroads into 175
begin to move forward into 60
begin to move outward from 40
begin to take control over 180
begin to take matters into 70
begin to take priority over 50
begin to take visible form 47
begin to work together more 64
begun to free herself from 87
begun to free himself from 148
begun to lose control over 97
begun to make himself felt 48
begun to make inroads among 43
begun to make inroads into 802
begun to make inroads upon 75
begun to make pottery died 68
begun to move forward when 48
begun to take matters into 151
belong in their present form 57
belong to days forever past 43
belong to their eternal peace 270
belong to your eternal peace 62
below the corn exchange door 106
below the food poverty line 269
below the knee halfway down 52
below the moving average line 75
below the soil surface during 110
below the soil surface were 63
below the soil surface when 50
below the soil surface will 45
bidding my three friends bury 99
bills in their present form 40
bills on their passage till 69
birds in north america have 40
birds of prey swooped down 118
blame is only against those 220
blame of their failure upon 61
block the great blubber hook 66
blood in these vessels will 48
blood it will project into 71
blood of their brethren sold 42
blood of their enemies have 63
blood of their enemies whom 89
blood of their wounded feet 282
blood of those suffering from 250
blood or other material from 40
blood to flow rapidly into 62
bloom of their youthful love 54
blurs the line between fact 92
blurs the line between these 75
blurs the line between what 96
blurs the line between work 49
blush to have brought into 48
board of such foreign ship 65
board of these vessels were 58
board or other governing body 248
board or other similar body 75
boast of having brought down 43
boast of having rescued from 176
boast of their descent from 1546
boast of their freedom from 287
boats the army dropped down 85
bombing of north vietnam during 301
bombing of north vietnam from 172
bombing of north vietnam must 68
bombing of north vietnam north 149
bombing of north vietnam were 276
bombing of north vietnam when 311
bombing of north vietnam will 118
bonds of union between these 68
bonds of union between those 49
bones of land animals have 48
bones of other animals were 95
bones of these animals have 184
bones of these animals were 196
bones of wild animals were 69
bones or other fossils there 42
books in their leisure time 58
books in their library were 41
books in their present form 351
books the worth resides less 66
borne it during several years 161
bound by their pledged word 43
bound in gilt morocco cloth 41
bound in great britain isbn 43
bound to fail because there 96
bound to give himself away 72
bound to have effects upon 40
bound to have justice done 50
bound to lose control over 47
bound to make himself some 41
bound to some turkish port 52
bound to such foreign port 76
bound to take several years 48
brain is also divided into 50
breach of faith towards lucy 48
breach of faith towards those 92
breadth of three thousand feet 69
breaking up into smaller ones 103
breaking up their subject into 80
breathing of some smaller fish 43
breaths to calm herself down 134
breaths to calm himself down 196
brick or other masonry unit 64
brief of pope gregory xiii 59
brood in their forceps away 88
brush of skin against skin 85
build an even stronger case 41
build up over several years 44
build up their capital base 62
build up their national life 42
built by great britain upon 42
built in great britain during 163
built in great numbers during 61
built in their present form 113
built to look exactly like 52
built up from simpler ones 237
built up from smaller ones 114
built up over fifteen years 70
built up over previous years 46
built up over seventy years 40
built up over several days 62
built up over several years 456
bunch of wild flowers from 46
burning in live letters upon 128
burning of york minster there 46
burning on some obscure land 64
burst of what sounded like 77
