baby given up for adoption 50
been sitting in this crouching 62
been sitting in this position 43
been sitting so for upwards 63
been sitting to any painter 47
been slain by her husband 66
been smooth as any balloon 47
been sorry to see harriet 111
been speaking in this chapter 85
been speaking of two several 84
been speaking on this subject 147
been spent by her majesty 51
been spent by his trustee 47
been spent by this country 55
been spent in its service 44
been spent in this country 287
been spent on any service 595
been spent on new buildings 65
been spent on this problem 99
been spent on this program 45
been spent on this project 569
been spent on this subject 152
been split up and divided 56
been spread of his hostile 59
been staring at her because 48
been still in its infancy 40
been strong in this country 50
been swept up and carried 56
been sworn of our chamber 50
been taken by both parties 88
been taken by her husband 128
been taken by her majesty 214
been taken by her parents 109
been taken by his enemies 78
been taken by his friends 49
been taken by his majesty 623
been taken by his parents 277
been taken by sir charles 61
been taken by this country 51
been taken in his absence 229
been taken in its literal 50
been taken in our country 88
been taken in that country 59
been taken in that respect 49
been taken in this chapter 180
been taken in this context 40
been taken in this country 720
been taken in this problem 41
been taken in this respect 670
been taken in this subject 110
been taken of his absence 178
been taken of his previous 115
been taken of this question 151
been taken of this subject 701
been taken on his account 41
been taken on one occasion 76
been taken on that occasion 77
been taken on this occasion 141
been taken on this question 156
been taken on this request 48
been taken on this subject 296
been taken or are planned 72
been taken so far against 41
been taken the day previous 71
been taken to bring together 189
been taken to her husband 86
been taken to its extreme 262
been taken to its furthest 51
been taken to its logical 422
been taken to new heights 135
been taken to see several 46
been taken to that country 48
been taken to this problem 151
been taken up and adapted 78
been taken up and adopted 65
been taken up and applied 139
been taken up and brought 139
been taken up and carried 508
been taken up and grafted 49
been taken up and pursued 68
been taken up and refined 56
been taken up and removed 47
been taken up and repeated 98
been taken up and settled 81
been taken up with matters 56
been taken up with receiving 61
been taken up with renewed 168
been talking in this chapter 43
been talking of his respect 103
been talking on this subject 106
been talking to her friends 40
been talking to her husband 118
been talking to his friends 76
been talking to our colonel 50
been taxed in any country 151
been teased by that coxcomb 49
been telling me for several 47
been telling us for decades 130
been telling us for several 42
been thinking of bet bouncer 74
been thinking of her husband 81
been thinking of that country 43
been thinking of this passage 67
been thinking on our dispute 83
been thinking on this subject 305
been thrown on this problem 183
been thrown on this question 254
been thrown on this subject 1136
been times in its history 63
been times in our history 312
been tired of her company 64
been tracing in this chapter 137
been treating in this chapter 49
been treating on any subject 41
been tried in any country 41
been tried in his absence 174
been tried in our country 74
been tried in this country 1707
been tried in this respect 47
been uneasy on her account 47
been uneasy on that account 126
been urged by her friends 41
been urged by his friends 334
been urged in its support 94
been urged in this chapter 46
been urged on this subject 156
been usual in this country 240
been vexed by this display 52
been vital to its success 47
been vital to this project 54
been vocal in his support 69
been waged in this country 110
been waiting to get married 51
been wanting in due respect 43
been wanting in that respect 94
been wanting in this country 100
been wanting in this respect 124
been wanting in this society 48
been wanting to get married 71
been wanting to get together 44
been willing on this occasion 72
been willing to act against 47
been willing to let bygones 69
been willing to let himself 88
been willing to let matters 49
been willing to put himself 88
been willing to use violence 120
been wiser in this respect 82
been working at this problem 101
been working at this subject 45
been working in his cabbage 54
been working in that factory 82
been working in this company 44
been working in this country 187
been working in this element 124
been working in this factory 73
been working on and started 47
been working on for decades 65
been working on for fifteen 58
been working on for several 907
been working on his history 42
been working on his memoirs 72
been working on his project 53
been working on that problem 136
been working on that project 73
been working on this chapter 59
been working on this concept 48
been working on this material 59
been working on this picture 46
been working on this problem 3125
been working on this process 58
been working on this program 73
been working on this project 1589
been working on this question 193
been working on this research 51
been working on this subject 628
been worthy of all respect 90
been worthy of its dignity 49
been wound up and finally 46
been wound up too tightly 43
been writing in his journal 48
been writing in this chapter 42
been writing on this subject 124
been writing to his friends 111
beer which he had brought 40
beet sugar in this country 150
beings belong to one species 53
best blood of our country 475
best blood of this country 71
best books in our language 130
best books on any subject 68
best books on each subject 131
best books on its subject 41
best books on that subject 55
best books on this subject 842
best essay on any subject 124
best essay on this subject 129
best farms of this country 59
best gifts to his suffering 106
best grace at his command 68
best guess is that between 53
best guide in this respect 114
best guide on this subject 98
best hopes of his country 76
best hopes of his friends 47
best hopes of our country 64
best horse in his stables 147
best horse in this country 42
best known by his engravings 141
best known by his history 170
best known by his journey 54
best known by its acronym 190
best known by its initials 95
best known in our country 169
best known in our language 54
best known in this context 48
best known in this country 4856
best known in this respect 350
best known of all african 113
best known of all ancient 169
best known of all anxiety 50
best known of all british 182
best known of all chinese 230
best known of all egyptian 48
best known of all insects 43
best known of all stories 67
best known of his paintings 207
best known of his several 47
best known of his shorter 111
best known of his stories 107
best known of its members 117
best known to his friends 199
best method so far devised 158
best method to use depends 160
best minds in our country 112
best minds in this country 147
best minds of our century 84
best minds of our country 92
best minds of this country 60
best model of that ancient 90
best noted in two several 43
best novel he has written 87
best novel in any language 41
best pages of our history 40
best parts of our country 45
best parts of this country 47
best people in our company 60
best people in our country 51
best people in this country 107
best people of all classes 54
best people of all parties 53
best people of our country 73
best people of this country 99
best period is its youngest 45
best period of this country 44
best place to buy tickets 65
best place to get started 86
best proof of his ability 90
best proof of his success 93
best proof of its ability 51
best proof of its general 137
best proof of its success 141
best proof of its utility 66
best reply to this question 63
best route to our estates 41
best sense of that misused 77
best spent on this violation 79
best study of its subject 135
best study of this problem 85
best study of this question 43
best study of this subject 209
best study on this subject 171
best thinking on this subject 87
best times of our history 185
best weapon to use against 171
best where the shoe pinches 336
best wives in that country 59
best works on this subject 559
best writing is that everything 61
bill drawn in one country 379
bill filed by him against 44
bill foots up six hundred 54
bill seems to him opposed 63
bill which he had brought 148
bill which he had himself 48
bill which he had opposed 98
bill which is not overdue 197
bill which it was returning 53
bird sipping the one honeyed 89
bird sprang up and pursued 40
birth again in this material 104
birth rates in this country 49
blue hills of old toronto 75
blue skies of his beloved 58
blue smoke of any cottage 58
blue swirl of his tobacco 43
blue veins at her temples 149
blue veins at his temples 55
blue veins in her forehead 61
blue veins in her temples 140
blue veins in his forehead 72
blue veins in his temples 75
blue veins on her forehead 81
blue veins on her temples 78
blue veins on his forehead 59
blue veins on his temples 82
boat which he had brought 82
boat which he had ordered 72
boat which is being caulked 50
boat which we had brought 43
boding raven on her cottage 46
body cells do not receive 74
body cells do not respond 167
body close to its surface 54
body guard of one hundred 67
body guard of two hundred 45
body parts of his victims 70
body under the due process 77
body which he had assumed 87
body which he thus founded 97
body which is its partner 40
body which is not covered 62
body which is not repeated 72
body which is not subject 120
body which we now possess 53
boil until it has reduced 125
bold crest of that champion 77
bold front to his enemies 52
bold front to its enemies 61
bomb thrown at his carriage 88
bond issue of one hundred 45
bone above the eye sockets 123
bone caves in this country 49
bone would be too brittle 71
book after it was printed 98
book based on her research 55
book based on his research 94
book based on his travels 60
book based on this material 45
book based on this research 87
book bound in red morocco 366
book fills the gap between 61
book looks at all aspects 42
book sales in this country 85
book seeks to bring together 177
book speaks of not forgiving 45
book takes as its central 61
book takes as its premise 41
book takes as its subject 244
book takes it for granted 47
book trade in this country 128
book tries to bring together 68
book tries to tie history 88
book value of all foreign 45
book value of its capital 68
book value of old machine 77
book where he had written 47
book which he had brought 394
book which he had carried 73
book which he had himself 86
book which he had planned 68
book which he had started 47
book which he had studied 95
book which he had written 1054
book which he has devoted 46
book which he has written 388
book which he was preparing 59
book which is not equally 87
book which is not written 51
book which is now offered 52
book which we can heartily 89
book worthy of its subject 83
born again by being dragged 48
born alive in this country 44
born babes in that respect 41
born child of his parents 118
born enemy of all european 82
born leader of his fellows 41
born people in this country 103
born short in that respect 44
born while he was overseas 46
boys looking on and listening 45
boys worry me with eternal 54
brag about to his friends 54
bread which he had blessed 122
bread which he had brought 144
bread which we had brought 98
breath after it and uttered 45
breath tests do not require 52
breath which by his neglect 42
bred fools we may despise 100
bred sense of this country 285
bred women do not presume 56
bringing about the new society 55
bringing force to bear against 41
bringing hither the two southern 44
brings money to her husband 71
buds burst on yon lightning 65
busy crowd of men receiving 89
busy period of this history 84
buying goods in one country 47
buying power of its members 45
