bad men would desire to 227
but had never learned to 342
but had never looked at 92
but had never passed the 53
but had never reached the 119
but had never seemed to 70
but had never served in 73
but had never sought to 71
but had never spoken it 45
but had never spoken of 93
but had never spoken to 978
but had never stayed in 93
but had never talked to 160
but had never tasted it 42
but had never thought he 64
but had never thought it 143
but had never thought of 985
but had never thought to 238
but had never wanted to 166
but had never worked as 83
but had never worked in 220
but had never worked on 53
but had rather chosen the 67
but had rather sought to 44
but had sense enough to 357
but had since become an 53
but had since become the 47
but had spread through the 54
but had still failed to 63
but had taken refuge in 116
but has added greatly to 56
but has added little to 48
but has added something to 58
but has based itself on 515
but has never caught on 106
but has never engaged in 64
but has never failed to 84
but has never learned to 93
but has never reached the 98
but has never sought or 208
but has never thought of 70
but has often failed to 75
but has rather sought to 46
but has rather tended to 82
but has sense enough to 49
but has shown itself to 104
but has since become an 155
but has since become so 41
but has since become the 236
but has since changed to 51
but has since fallen to 158
but has since proved to 116
but has spread across the 43
but has spread through the 86
but has still failed to 57
but has within itself the 54
but her beauty seemed to 45
but her belly buried in 44
but her books madden me 43
but her brain seemed to 71
but her father looked up 99
but her father seemed to 86
but her father thought it 44
but her fingers seemed to 59
but her hands itched to 43
but her hands seemed to 59
but her magic helped me 64
but her mother looked at 48
but her mother seemed to 120
but her mother thought it 73
but her mother wanted to 58
but her skirt caught on 86
but her strong desire to 50
but her throat closed up 156
but her throat seemed to 75
but her tongue seemed to 107
but her voice caught in 132
but her voice failed in 93
but her voice failed to 40
but her voice lacked the 45
but her voice seemed to 410
but her words caught in 40
but her words seemed to 201
but his brain seemed to 97
but his chief object is 67
but his chief source of 124
but his father called to 57
but his father seemed to 139
but his father thought he 88
but his father thought it 105
but his father wanted to 77
but his fingers closed on 256
but his fingers itched to 98
but his fingers seemed to 61
but his first letter to 57
but his first thought is 41
but his first volume of 50
but his hands seemed to 125
but his limbs seemed to 73
but his mother called up 87
but his mother seemed to 122
but his mother thought he 83
but his mother thought it 87
but his mother wanted to 55
but his party failed to 45
but his power rested on 55
but his smile seemed to 58
but his story agreed so 89
but his strong desire to 57
but his throat closed up 40
but his tongue failed in 62
but his tongue seemed to 221
but his voice caught in 94
but his voice failed to 42
but his voice filled the 48
but his voice lacked the 68
but his voice seemed to 579
but his whole manner of 62
but his whole reasoning is 45
but his whole system of 54
but his words failed to 118
but his words remain to 59
but his words seemed to 482
but his wound seemed to 51
but how could anyone be 130
but ill thanks should we 49
but its action appears to 91
but its action should be 52
but its chief defect is 56
but its chief effect is 86
but its chief feature is 92
but its chief object is 70
but its chief source is 92
but its chief source of 92
but its chief virtue is 43
but its color scheme is 48
but its cross section is 55
but its exact extent is 47
but its exact nature is 602
but its exact origin is 153
but its exact status is 48
but its final effect is 59
but its inner nature is 51
but its legal status is 48
but its lower course is 48
but its lower portion is 81
but its major effect is 72
but its major source is 50
but its moral effect in 40
but its moral effect is 41
but its moral effect on 70
but its music pleased the 57
but its total amount is 99
but its total effect is 95
but its upper portion is 79
but its value should be 87
but its worst feature is 48
but may cause changes in 46
but may cause damage to 68
but may cause disease in 54
but may easily become an 159
but may exist without it 54
but may occur earlier if 40
but may occur earlier in 83
but may occur earlier or 126
but may occur through the 44
but may occur without it 58
but may prove useful in 243
but may prove useful to 60
but may rather follow the 72
but may still affect the 41
but may still result in 110
but meg never thought of 68
but not about whether it 63
but not about whether the 65
but not acute enough to 49
but not after section of 47
but not awake enough to 43
but not badly enough to 588
but not based solely on 45
but not black enough to 42
but not brave enough to 282
but not broad enough to 208
but not close enough so 69
but not close enough to 3571
but not crazy enough to 148
but not dense enough to 94
but not drunk enough to 199
but not every animal is 47
but not every aspect of 75
but not every member of 138
but not every object of 47
but not every person is 64
but not finding philip at 49
but not found guilty of 45
but not hardy enough to 51
but not harsh enough by 40
but not harsh enough to 41
but not human enough to 49
but not hungry enough to 130
but not knowing whence it 51
but not knowing whether he 100
but not knowing whether it 194
but not knowing whether the 74
but not knowing whether to 51
but not knowing whither to 89
but not large enough to 4699
but not light enough to 191
but not loose enough to 125
but not lower prices or 44
but not lucky enough to 79
but not moist enough to 48
but not nearly enough in 60
but not nearly enough of 244
but not nearly enough to 3507
but not often enough to 1317
but not passing beyond the 45
but not passing through it 49
but not passing through the 286
but not plain enough to 91
but not power enough to 66
but not quick enough to 737
but not quite beyond the 48
but not quite enough of 137
but not quite enough so 121
but not quite enough to 1707
but not quite killed by 60
but not quite managing it 50
but not quite managing to 94
but not quite reached the 105
but not quite through the 132
but not quite through to 51
but not quite touching it 324
but not quite touching the 399
but not rapid enough to 108
but not reaching beyond the 41
but not really belonging to 116
but not really enough to 245
but not really focusing on 48
but not really suited to 54
but not reason enough to 45
but not risen enough to 96
but not rough enough to 67
but not sense enough to 137
but not sharp enough to 263
but not short enough to 124
but not small enough to 364
but not smart enough to 709
but not solid enough to 63
but not sorry enough to 421
but not steady enough to 44
but not steep enough to 107
but not stiff enough to 85
but not strong enough by 76
but not strong enough in 96
but not strong enough to 7331
but not taken notice of 67
but not tight enough to 1442
but not tired enough to 180
but not total amount of 40
but not tough enough to 130
but not wealthy enough to 123
but not within earshot of 44
but now broad sheets of 74
but one after another by 101
but one after another he 44
but one after another in 54
but one after another of 180
but one after another the 269
but one basin amongst us 55
but one brief moment of 40
but one chief source of 40
but one could arrive at 44
but one could hardly be 73
but one could locate it 56
but one feather appears in 53
but one feeling amongst the 45
but one feels othello is 56
but one human pastor in 50
but one issue before the 63
but one large enough to 174
but one large family of 42
but one major factor is 51
but one major source of 51
but one might almost as 41
but one might expect it 53
but one might expect the 146
but one might expect to 77
but one might hazard the 59
but one might wonder if 85
but one needs something to 40
but one never forgot the 67
but one never thought of 46
but one ought always to 55
but one point forgot in 82
but one point should be 302
but one power greater in 45
but one small aspect of 206
but one small corner of 121
but one small portion of 204
but one small section of 119
but one small window in 71
but one small window to 52
but one strong enough to 111
but one thomas knocks at 60
but one which admits of 70
but one which allows the 81
but one which allows us 93
but one which appeals to 57
but one which appears in 40
but one which appears to 322
but one which avoids the 49
but one which belongs to 216
but one which exists in 54
but one which failed to 106
but one which lacked the 74
but one which needed to 49
but one which occurs in 68
but one which offers the 42
but one which points to 55
but one which proved to 83
but one which refers to 51
but one which seemed to 575
but one which served to 84
but one which serves to 105
but one which should be 1784
but one which showed the 57
but one which sought to 81
but one which stands in 53
but one which tended to 75
but one which utters the 45
but one which varies in 41
but one worse roarer in 81
but one would expect an 51
but one would expect it 194
but one would expect the 535
but one would expect to 277
but one would hardly be 87
but one would prefer to 74
but one wound through the 102
but our daily prayer is 53
but our folly belongs to 45
but our guide seemed to 60
but our hearts should be 180
but our simon denied it 43
but our souls through the 41
but our whole system of 108
but she badly wanted to 43
but she chose instead to 319
but she could afford it 49
but she could afford to 243
but she could always be 119
but she could detect no 175
but she could detect the 67
but she could follow the 41
but she could handle it 229
but she could hardly be 355
but she could hardly do 104
but she could hardly go 48
but she could ignore it 52
but she could manage it 59
but she could manage to 78
but she could obtain no 73
but she could recall no 96
but she could recall the 69
but she could refuse to 41
but she either evaded my 57
but she found little to 50
but she found plenty of 51
but she found relief in 64
but she found solace in 52
but she hopes neither is 61
but she knows enough to 163
but she knows little of 46
but she knows something is 58
but she liked better to 47
but she mingled freely in 55
but she moved closer to 71
but she moved through the 41
but she moved toward the 55
but she needs someone to 96
but she never appears in 47
but she never batted an 42
but she never called me 188
but she never denied it 40
but she never dreamed he 88
but she never dreamed it 73
but she never dreamed of 195
but she never failed in 82
but she never failed to 741
but she never forgot it 257
but she never forgot the 447
but she never forgot to 94
but she never joined in 41
but she never learned the 44
but she never learned to 265
but she never looked at 394
but she never looked up 562
but she never missed an 62
but she never missed the 41
but she never opened the 44
but she never passed the 75
but she never picked up 107
but she never reached the 72
but she never refers to 62
but she never seemed to 1946
but she never showed it 229
but she never showed me 53
but she never showed the 62
but she never showed up 1347
but she never sought to 59
but she never struck me 54
but she never talked to 165
but she never taught me 51
but she never thought he 109
but she never thought it 174
but she never thought of 956
but she never thought to 112
but she never turned up 272
but she never wanted me 49
but she never wanted to 605
but she never wearied of 58
but she never wished to 53
but she often thought of 52
but she rather thought at 40
but she really needed to 132
but she really seemed to 57
but she really wanted to 793
but she seems always to 89
but she seems unable to 148
but she spoke before he 102
but she still failed to 42
but she still fought on 120
but she still lacked the 50
but she still looked as 173
but she still looked at 201
but she still needed the 65
but she still needed to 321
but she still relied on 42
but she still seemed to 283
but she still showed no 42
but she still stared at 41
but she still tended to 42
but she still thought he 64
but she still thought it 197
but she still thought of 235
but she still wanted me 62
but she still wanted to 1071
but she still wished to 49
but she stood firmly by 91
but she stood rooted to 73
but she thinks better of 57
but she would accept it 49
but she would accept no 108
but she would accept of 71
but she would always be 576
but she would always go 45
but she would choose to 70
but she would gladly be 118
but she would handle it 45
but she would hardly be 51
but she would insist on 270
but she would listen to 462
but she would prefer to 206
but she would refuse to 144
but she would repent of 50
but she would return to 148
but she would suffer no 69
but she would surely be 47
but sin which dwells in 362
but sir thomas seemed to 48
but six months before he 95
but six months before the 118
but six weeks before the 79
but sly peeps showed us 59
but that action should be 66
but that breathing helped me 118
but that could affect the 79
but that could always be 70
but that could happen to 63
but that could hardly be 791
but that could result in 52
but that could simply be 58
but that every aspect of 77
but that every effort be 57
but that every effort of 111
but that every feature of 137
but that every member of 218
but that every moment of 52
but that every opinion is 71
but that every person in 54
but that every person is 42
but that every person of 40
but that every person so 148
but that every shilling of 83
but that every system of 56
but that girls should be 41
but that henry should be 84
but that human nature is 292
but that jesus christ is 101
but that learning should be 42
but that lives should be 51
but that looks better in 51
but that makes little to 43
but that might result in 63
but that might simply be 44
but that never caught on 45
but that never seemed to 465
but that others should be 274
but that people differ in 58
but that people should be 149
but that plans should be 53
but that power belongs to 115
but that power exists to 128
but that power should be 124
but that reason itself is 104
but that right should be 55
but that seems hardly an 58
but that seems likely to 44
but that small portion of 101
but that small square of 53
but that sound seemed to 87
but that steps should be 141
but that story belongs to 128
but that story stands on 40
but that tasks should be 75
but that which appeals to 61
but that which appears in 60
but that which appears to 356
but that which begins in 93
but that which belongs to 576
but that which causes the 114
but that which closes the 97
but that which covers the 41
but that which created the 46
but that which engaged my 94
but that which exists in 200
but that which formed the 41
but that which hovers in 52
but that which limits it 80
but that which occurs in 65
but that which pleases on 46
but that which refers it 77
but that which seemed to 329
but that which serves the 44
but that which serves to 67
but that which should be 246
but that which stands in 52
but that which struck me 45
but that which teaches us 45
but that which tended to 144
but that women arrive at 72
but that women should be 233
but that would affect the 52
but that would always be 73
but that would amount to 166
but that would clearly be 40
but that would depend on 486
but that would exceed the 42
but that would hardly be 647
but that would hardly do 97
but that would ignore the 67
but that would likely be 52
but that would merely be 85
but that would negate the 41
but that would reduce the 102
but that would result in 407
but that would simply be 103
but that would surely be 88
but that would violate the 100
but then again neither is 60
but then thinking better of 51
but then thinks better of 230
but then would return to 47
but they added greatly to 126
but they added little or 85
but they added little to 266
but they again failed to 57
but they appear unable to 64
but they belong mainly to 41
but they belong mostly to 44
but they belong neither to 43
but they broke through the 71
but they cause feelings of 79
but they chose instead to 229
but they could affect the 53
but they could afford it 77
but they could afford no 103
but they could afford to 386
but they could always be 339
but they could assign no 48
but they could become so 52
but they could become the 40
but they could choose to 60
but they could depend on 51
but they could detect no 72
but they could devise no 101
but they could expect no 49
but they could expect to 54
but they could follow the 69
but they could handle it 54
but they could hardly be 2012
but they could hardly do 106
but they could listen to 56
but they could locate no 149
but they could manage to 53
but they could neither be 76
but they could neither of 77
but they could obtain no 385
but they could rarely be 63
but they could readily be 66
but they could reduce the 47
but they could refuse to 90
but they could relate to 69
but they could result in 62
but they could return to 46
but they could seldom be 73
but they doubt whether it 47
but they either failed to 87
but they either worked or 60
but they ended almost as 145
but they first wanted to 44
but they focus mainly on 45
but they found enough to 44
but they found little of 40
but they found little to 97
but they found plenty of 105
but they lived mostly in 64
but they might almost be 40
but they might become so 66
but they might better be 93
but they might decide to 50
but they might listen to 51
but they might object to 53
but they might prefer to 45
but they never acquit the 227
but they never affect the 62
but they never agreed to 53
but they never amount to 52
but they never arrive at 74
but they never assume the 49
but they never attack the 46
but they never attain the 122
but they never attain to 210
but they never became as 162
but they never became so 46
but they never became the 101
but they never become as 104
but they never become the 45
but they never called it 46
but they never called me 101
but they never caught on 285
but they never caught the 68
but they never caught up 245
but they never denied the 48
but they never dreamed of 278
but they never engaged in 58
but they never escape the 41
but they never expect to 56
but they never failed to 806
but they never forget the 135
but they never forget to 49
but they never forgot it 65
but they never forgot the 274
but they never forgot to 97
but they never gained the 113
but they never joined the 52
but they never learned the 47
but they never learned to 194
but they never listen to 77
but they never looked at 66
but they never manage to 75
but they never mention the 155
but they never oppose the 42
but they never passed the 43
but they never proved it 40
but they never reached it 74
but they never reached me 53
but they never reached the 910
but they never resort to 54
but they never return to 47
but they never seemed to 2077
but they never should be 159
but they never showed it 106
but they never showed the 61
but they never showed up 865
but they never sought to 112
but they never stared me 44
but they never talked of 44
but they never talked to 91
but they never taught me 42
but they never thought it 99
but they never thought of 1029
but they never thought to 114
but they never turned up 378
but they never wanted to 192
but they never wished to 44
but they occur mainly in 52
but they offer little in 83
but they offer little or 58
but they offer little to 49
but they offer something at 55
but they often choose to 50
but they often differ in 156
but they often failed to 293
but they often forget the 40
but they often forget to 50
but they often ignore the 108
but they often lacked the 92
but they often prefer to 70
but they often proved to 42
but they often refuse to 77
but they often remain in 53
but they often render it 57
but they often result in 200
but they often return to 41
but they often seemed to 81
but they ought always to 108
but they ought surely to 41
but they paled beside the 50
but they quite failed to 40
but they rather seemed to 52
but they really seemed to 64
but they really should be 80
but they really wanted to 178
but they reveal little of 75
but they reveal something of 60
but they serve merely as 107
but they serve merely to 47
but they shall remain in 79
but they shall remain the 103
but they shall remain to 82
but they still adhere to 132
but they still affect to 98
but they still choose to 158
but they still depend on 187
but they still failed to 248
but they still follow the 114
but they still fought on 282
but they still insist on 104
but they still lacked the 180
but they still looked to 71
but they still manage to 408
but they still needed the 104
but they still needed to 403
but they still prefer to 92
but they still refuse to 172
but they still regard it 44
but they still relied on 76
but they still remain an 46
but they still remain as 158
but they still remain at 43
but they still remain in 216
but they still remain the 222
but they still remain to 73
but they still retain an 55
but they still retain in 40
but they still retain the 375
but they still seemed to 369
but they still should be 139
but they still showed the 47
but they still sought to 67
but they still tended to 126
but they still thought it 99
but they still thought of 106
but they still thought the 45
but they still toiled on 104
but they still wanted the 63
but they still wanted to 581
but they still wished to 58
but they would accept it 64
but they would accept no 46
but they would accept the 96
but they would affect the 54
but they would afford me 60
but they would always be 573
but they would amount to 43
but they would assail the 42
but they would become so 40
but they would become the 60
but they would clearly be 93
but they would depend on 57
but they would differ in 237
but they would expect to 45
but they would follow the 53
but they would gladly do 43
but they would hardly be 436
but they would insist on 272
but they would likely be 115
but they would listen to 314
but they would manage to 64
but they would merely be 51
but they would neither eat 43
but they would object to 64
but they would prefer it 40
but they would prefer to 444
but they would rarely be 51
but they would reduce the 71
but they would refuse to 111
but they would regard the 59
but they would remain as 53
but they would remain in 136
but they would repent of 81
but they would resist the 42
but they would result in 74
but they would retain the 69
but they would return in 46
but they would return to 202
but they would seldom be 51
but they would simply be 50
but they would submit to 40
but they would suffer no 92
but they would suffer the 88
but they would surely be 195
but things never seemed to 59
but things which differ in 41
but this action appears to 49
but this action failed to 55
but this action should be 49
but this added little to 45
but this again raises the 45
but this bosom friend of 56
but this change appears to 48
but this change should be 59
but this could always be 75
but this could depend on 54
but this could hardly be 1708
but this could induce me 54
but this could rarely be 47
but this could readily be 52
but this could result in 224
but this could simply be 143
but this finding appears to 46
but this finding should be 84
but this grand argosy we 54
but this issue should be 87
but this large number is 41
but this later changed to 41
but this later proved to 65
but this legal fiction of 53
but this method appears to 103
but this method proved to 65
but this method should be 261
but this might depend on 59
but this might result in 136
but this might simply be 83
but this never appears to 47
but this never caught on 100
but this never occurs in 140
but this never reached the 91
but this never seemed to 206
but this notion appears to 83
but this often proves to 51
but this option should be 80
but this ought always to 78
but this period should be 47
but this place seemed to 54
but this point should be 172
but this power should be 132
but this right should be 65
but this seeming vacuum is 66
but this seems clearly to 52
but this seems hardly to 67
but this seems likely to 219
but this seems mainly to 51
but this seems merely to 118
but this small amount is 102
but this small amount of 123
but this small number of 73
but this small portion of 41
but this stern virtue is 153
but this story appears to 41
but this story belongs to 56
but this study should be 43
but this trend appears to 67
but this undue luxury is 45
but this usage should be 56
but this value should be 110
but this woman seemed to 78
but this worst charge is 59
but this would affect the 62
but this would always be 72
but this would amount to 204
but this would clearly be 134
but this would depend on 710
but this would divert me 77
but this would double the 47
but this would entail the 97
but this would exceed the 76
but this would hardly be 741
but this would hardly do 45
but this would ignore the 193
but this would indeed be 40
but this would likely be 70
but this would merely be 88
but this would rarely be 78
but this would reduce the 305
but this would render the 93
but this would result in 2292
but this would seldom be 45
but this would simply be 95
but this would surely be 185
but this would violate the 170
but thou didst menace me 55
but thou didst reject the 76
but thou mayst hasten it 51
but thou shall follow me 54
but thou shalt answer to 99
but thou shalt follow me 1387
but thou shalt surely be 67
but too nearly allied in 51
but too often failed to 134
but too strong proofs of 65
but two black masses of 68
but two facts should be 69
but two hours before the 169
but two miles farther on 117
but two months before the 234
but two ships afloat in 52
but two small pieces of 54
but two weeks before the 335
but use every effort to 83
but was again balked by 104
but was again called to 74
but was again caught in 58
but was again doomed to 60
but was again forced to 230
but was again unable to 119
but was based instead on 81
but was based mainly on 51
but was based solely on 109
but was brave enough to 93
but was broad enough to 53
but was close enough to 304
but was cunning enough to 50
but was either unable or 136
but was found guilty by 98
but was found guilty of 570
but was found guilty on 83
but was happy enough to 108
but was known simply as 67
but was large enough to 247
but was later changed to 782
but was later forced by 60
but was later forced to 421
but was later joined by 104
but was later killed by 121
but was later killed in 101
but was later picked up 87
but was later placed in 58
but was later raised to 143
but was lucky enough to 526
but was never active in 86
but was never afraid to 51
but was never before so 224
but was never called on 101
but was never called to 445
but was never called up 203
but was never guilty of 55
but was never likely to 81
but was never picked up 87
but was never placed in 59
but was never washed or 40
but was often forced to 83
but was often placed in 83
but was often unable to 125
but was quick enough to 82
but was quite another to 44
but was quite common in 72
but was quite frozen up 48
but was quite unable to 1172
but was rather afraid of 49
but was rather amazed at 246
but was rather caused by 82
but was rather formed to 98
but was rather pleased to 66
but was saved through the 94
but was small enough to 62
but was smart enough to 358
but was still active in 133
but was still afraid it 49
but was still afraid of 96
but was still afraid to 166
but was still anxious to 105
but was still engaged in 165
but was still enough to 44
but was still forced to 125
but was still guided by 99
but was still something of 41
but was still standing in 219
but was still thought to 47
but was still unable to 2222
but was still unsure of 71
but was strong enough to 475
but was taken notice of 107
but was under orders to 85
but was willing enough to 98
but who chose instead to 142
but who could afford to 174
but who could always be 91
but who could expect to 50
but who could hardly be 93
but who could number the 43
but who could object to 53
but who could rarely be 41
but who could resist the 198
but who knows little or 57
but who knows whether he 178
but who knows whether in 43
but who knows whether it 253
but who knows whether the 258
but who knows whether we 99
but who later became an 43
but who later became the 84
but who lived before the 46
but who never dreamed of 48
but who never failed to 105
but who never forgot the 56
but who never grasps at 53
but who never seemed to 149
but who never showed so 68
but who never thought of 67
but who really wanted to 50
but who shall measure the 72
but who shows clearly the 41
but who still desire to 50
but who still retain the 47
but who still waited to 54
but who still wanted to 135
but who still wished to 56
but who would accept the 58
but who would always be 87
but who would become the 83
but who would choose to 70
but who would desire to 90
but who would expect the 46
but who would expect to 144
but who would listen to 186
but who would object to 46
but who would prefer to 170
but who would refuse to 72
but who would return to 75
but with every aspect of 93
but with every branch of 55
but with every chance of 42
but with every desire to 116
but with every effort to 50
but with every member of 145
but with every muscle of 75
but with every return to 82
but with faint traces of 44
but with human nature as 100
but with longer periods of 59
but with lower levels of 144
but with major changes in 47
but with mingled feelings of 57
but with minor changes in 51
but with others beside it 40
but with power enough to 48
but with rapid changes in 58
but with sense enough to 52
but with short periods of 60
but with small chance of 41
but with still enough of 44
but with strong feelings of 44
but with varying degree of 61
but with varying levels of 257
but with varying values of 55
but yet close enough to 42
but yet large enough to 126
but yet plain enough to 55
but yet strong enough to 141
but you could always go 72
but you could choose to 87
but you could depend on 76
but you could hardly be 41
but you might choose to 123
but you might decide to 109
but you might prefer the 72
but you might prefer to 480
but you might surely on 42
but you never called me 70
but you never forget it 73
but you never forget the 254
but you never listen to 172
but you never looked at 78
but you never seemed to 233
but you never showed up 411
but you never talked to 46
but you never taught me 55
but you never thought it 62
