be abridged either by congress 273
be obtained within the context 95
be obtained within the country 111
be obtained would be carried 45
be operated under the control 141
be operated under the following 110
be operated under the general 43
be otherwise under the present 67
be otherwise under the tsarist 59
be otherwise where the purpose 65
be outlined under the following 209
be overcome either by increasing 83
be overcome where the federal 40
be overcome within the context 50
be pacified until the niggers 44
be palpated while the patient 141
be partially under the control 69
be possible under the current 78
be possible under the following 44
be possible under the general 57
be possible under the present 217
be possible until the patient 44
be possible within the compass 63
be possible within the context 154
be possible within the present 99
be prepared hours in advance 70
be prepared months in advance 60
be prepared showing the location 69
be prepared under the general 49
be prepared weeks in advance 63
be prepared within the context 50
be probable cause to believe 424
be probably added the natural 51
be produced either by increasing 59
be produced under the control 44
be produced under the following 151
be produced under the present 41
be produced until the following 53
be produced which is capable 64
be produced within the context 46
be produced within the country 889
be produced within the society 57
be promoted within the company 44
be promoted within the context 80
be properly sealed to prevent 94
be properly spread at norwich 48
be proposed either by congress 89
be provided either by private 41
be provided under the following 129
be provided under the general 54
be provided under the national 68
be provided under the present 160
be provided under the program 102
be provided under the project 256
be provided until the patient 63
be provided which is capable 67
be provided while the patient 58
be provided within the context 348
be provided within the country 43
be provided within the general 53
be provided within the program 46
be provided within the regular 81
be punished twice in respect 54
be punished under the general 55
be punished under the statute 104
be realistic about the present 120
be realistic about the problem 48
be recalled might be granted 71
be received under the annuity 73
be received under the general 42
be received under the present 177
be received until the following 164
be recessed below the surface 71
be reckoned either as pleasure 41
be recorded about the interior 76
be recorded under the following 143
be regarded rather as romance 45
be regarded within the context 101
be relevant within the context 90
be remedied either by increasing 49
be remedied under the present 61
be rendered boots or brogues 79
be rendered equal or superior 79
be replaced shall be shipped 54
be reported under the following 43
be required either to improve 51
be required either to produce 104
be required either to provide 45
be required under the federal 126
be required under the following 148
be required under the general 55
be required until the following 46
be required until the patient 243
be required where the company 69
be required while the patient 45
be reserved months in advance 134
be reserved until the patient 51
be resolved easily or quickly 94
be resolved within the context 527
be resolved within the current 56
be resolved within the present 165
be retained under the control 282
be retained until the following 118
be retained until the patient 70
be retained within the abdomen 197
be retained within the company 75
be retained within the country 92
be returned after the curtain 41
be reviewed under the following 336
be reviewed within the context 236
be revolved about the diameter 62
be scampering about the country 192
be scrapped under the present 81
be securely fixed in position 116
be selected based on criteria 56
be selected under the following 85
be selected which is capable 61
be situated within the broader 217
be situated within the context 825
be situated within the general 119
be situated within the history 71
be situated within the overall 66
be situated within the tropics 42
be sketched within the following 44
be slightly above the average 342
be slightly above the surface 69
be slightly below the average 188
be slightly below the surface 102
be slightly longer or shorter 109
be solemnly sworn to observe 62
be somewhat above the average 482
be somewhat below the average 302
be somewhat beneath the dignity 69
be somewhat easier to achieve 87
be somewhat freer to examine 58
be somewhat longer or shorter 45
be somewhat mixed up together 358
be somewhat under the control 43
be somewhat vague in certain 65
be specially under the control 45
be specific about the behavior 85
be specific about the content 40
be specific about the details 84
be specific about the location 47
be specific about the precise 55
be specific about the problem 77
be specific about the purpose 44
be specific cause to believe 61
be speedily taken to prevent 76
be strictly bound to general 79
be strictly under the control 85
be subsumed under or reduced 61
be subsumed under the broader 361
be subsumed under the concept 1600
be subsumed under the following 1055
be subsumed under the formula 41
be subsumed under the general 2919
be subsumed under the generic 145
be subsumed under the overall 45
be subsumed under the present 55
be subsumed under the previous 49
be subsumed under the problem 47
be subsumed under the question 67
be subsumed under the rubrics 72
be subsumed under the subject 136
be subsumed within the broader 63
be subsumed within the concept 85
be subsumed within the general 128
be supposed within the tropics 52
be tortured until he invents 84
be unlawful under the sherman 105
be utilized within the context 103
be whatever tends to produce 52
be withdrawn after the previous 55
be withdrawn until the dispute 402
by abruptly changing the subject 193
by american firms to foreign 47
by appetite alone is slavery 130
by bacterial action on protein 51
by combined action of workmen 41
by compelling others to abstain 49
by concerns about the effects 61
by definite rules of conduct 81
by delicate hints of romance 59
by disputes about the trinity 40
by educated people in general 86
by emotional moods or resorting 51
by europeans trading to senegal 85
by europeans within the present 87
by external force or violence 93
by external locus of control 60
by external signs of pleasant 50
by forcibly raising the nominal 46
by fourteen votes to thirteen 51
by frequent change of carriage 48
by frequent change of position 203
by frequent change of posture 46
by heinrich hertz in germany 47
by infinite lines of rotation 66
by installing judas as steward 95
by internal fraud or violence 40
by mammalian cells in culture 159
by mitigating pains or increasing 73
by moderate doses of alcohol 119
by moderate doses of radiation 77
by numerous dykes of granite 47
by numerous herds of buffalo 44
by numerous veins of granite 80
by ordinary rules of language 48
by partially closing the throttle 71
by physical bonds of descent 46
by physical force is robbery 48
by physical force or violence 54
by pictures stuck up against 69
by policies aimed at increasing 48
by pregnant women to prevent 86
by preserving order in society 200
by probable cause to believe 341
by promotion within the service 62
by purchasing bills of exchange 124
by settlers under the british 136
by sinclair lewis in babbitt 54
by slightly changing the position 97
by soldiers under the command 349
by specific modes of seizure 58
by sprinkling water or mimicking 42
by suddenly changing the posture 43
by uncommon marks of courage 51
by uncommon marks of prowess 51
by uncommon marks of respect 59
by unlawful action of private 69
by whatever fraud or violence 106
by whatever shall be ordered 48
by whatever shift the language 42
by whatever tends to increase 72
