back distinctly to a time 42
been considered as a test 108
been considered as a threat 63
been considered as a time 171
been considered as a tool 110
been considered as a true 51
been considered as a type 273
been considered as a unit 222
been considered as a vast 40
been considered as a very 1302
been considered as a wink 40
been considered as a work 92
been considered as a young 111
been considered by a great 79
been considered in a case 142
been considered in a great 64
been considered in a more 121
been considered in a prior 64
been considered in a single 50
been considered in a very 133
been considered of a very 87
been contracted at a time 81
been contracted to a maid 136
been contracted to a young 44
been controlled by a more 58
been controlled by a single 511
been controlled to a great 115
been criticized as a form 122
been criticized as a kind 40
been criticized as a means 145
been criticized as a mere 64
been criticized as a poor 61
been cultivated as a food 144
been cultivated as a means 114
been cultivated at a very 41
been cultivated by a good 84
been cultivated to a great 100
been cultivated to a high 98
been cultivated to a very 75
been deductible in a prior 48
been demolished by a bomb 95
been depreciated at a rate 56
been depreciated to a book 62
been designated as a high 86
been designated as a part 150
been designated as a single 48
been designated as a site 130
been determined at a much 41
been determined by a great 93
been determined by a jury 161
been determined by a least 78
been determined by a more 139
been determined by a past 41
been determined by a race 40
been determined by a single 465
been determined by a suit 46
been determined by a third 65
been determined by a very 80
been determined in a great 77
been determined in a more 42
been determined in a prior 194
been determined in a single 56
been determined in a very 71
been determined in a wide 73
been determined on a case 76
been determined to a great 274
been determined to a high 92
been determined to a very 94
been devastated by a fire 81
been devastated by a great 110
been diminished by a third 47
been discounted at a bank 60
been discounted by a bank 50
been discovered as a means 99
been discovered at a depth 240
been discovered at a much 123
been discovered at a site 72
been discovered at a time 52
been discovered at a very 177
been discovered by a great 48
been discovered by a mere 54
been discovered by a more 50
been discovered by a young 171
been discovered in a cave 279
been discovered in a great 86
been discovered in a plot 65
been discovered in a rock 67
been discovered in a room 72
been discovered in a sale 95
been discovered in a single 169
been discovered in a tomb 125
been discovered in a very 81
been discovered in a well 141
been discovered in a wide 129
been discovered in a wild 93
been discovered of a date 91
been discovered on a third 50
been disordered by a cold 145
been documented in a book 81
been documented in a range 56
been documented in a single 92
been documented in a wide 384
been elaborated in a more 111
been elaborated to a high 47
been eliminated as a threat 89
been eliminated to a great 141
been elucidated to a great 54
been emphasized as a means 184
been encouraged as a means 351
been encouraged as a sign 82
been encouraged by a more 99
been encouraged by a very 41
been equivalent to a bill 40
been equivalent to a loss 40
been equivalent to a vote 40
been extinguished by a single 88
been fabricated on a single 68
been fertilized by a male 404
been fertilized by a single 83
been forewarned in a dream 70
been formulated as a means 42
been formulated at a time 109
been formulated in a more 258
been formulated in a very 87
been frightened by a dream 95
been frightened by a wolf 45
been frustrated by a lack 288
been guaranteed by a bank 82
been habituated to a kind 53
been heightened by a more 57
been identified as a clear 46
been identified as a copy 59
been identified as a core 388
been identified as a form 296
been identified as a gene 125
been identified as a goal 57
been identified as a good 134
been identified as a great 43
been identified as a health 178
been identified as a high 830
been identified as a kind 66
been identified as a late 44
been identified as a leading 412
been identified as a main 189
been identified as a male 60
been identified as a means 576
been identified as a more 189
been identified as a need 61
been identified as a part 531
been identified as a poor 64
been identified as a rare 83
been identified as a risk 3691
been identified as a self 124
been identified as a sign 46
been identified as a single 317
been identified as a site 388
been identified as a third 78
been identified as a threat 172
been identified as a time 295
been identified as a tool 52
been identified as a true 64
been identified as a type 387
been identified as a very 547
been identified as a work 152
been identified as a young 56
been identified by a film 47
been identified in a great 74
been identified in a high 66
been identified in a range 148
been identified in a single 163
been identified in a very 57
been identified in a wide 763
been identified to a lease 84
been implicated as a means 126
been implicated as a rare 79
been implicated as a risk 1010
been implicated as a site 81
been implicated in a case 158
been implicated in a host 119
been implicated in a plot 423
been implicated in a range 156
been implicated in a rare 44
been implicated in a very 50
been implicated in a wide 928
been impossible at a time 80
been impossible in a book 52
been impossible in a more 86
been imprisoned in a cage 87
been imprisoned in a camp 52
been imprisoned in a cave 49
been imprisoned in a cell 46
been imprisoned in a dark 104
been imprisoned in a nazi 44
been imprisoned in a room 57
been imprisoned in a ship 41
been imprisoned in a tree 51
been influenced by a book 95
been influenced by a deep 43
been influenced by a great 136
been influenced by a host 89
been influenced by a love 55
been influenced by a more 171
been influenced by a much 43
been influenced by a need 48
been influenced by a pure 108
been influenced by a range 166
been influenced by a reading 72
been influenced by a single 79
been influenced by a third 82
been influenced by a very 128
been influenced by a wide 267
been influenced by a wish 294
been influenced in a great 45
been influenced in a very 44
been influenced to a great 529
been influenced to a much 40
been influenced to a very 107
been instigated to a hard 82
been instituted as a means 231
been instituted at a time 65
been instructed in a dream 114
been integrated as a part 45
been integrated in a single 99
been integrated on a single 60
been interested in a book 84
been interested in a girl 54
been interested in a more 160
been interested in a plan 42
been interested in a single 41
been interested in a wide 73
been introduced as a bill 47
been introduced as a cash 55
been introduced as a form 79
been introduced as a kind 58
been introduced as a means 1814
been introduced as a mere 89
been introduced as a more 195
been introduced as a part 205
been introduced as a test 54
been introduced as a text 144
been introduced as a third 42
been introduced as a tool 141
been introduced at a late 143
been introduced at a much 223
been introduced at a time 323
been introduced at a very 185
been introduced by a young 50
been introduced in a more 278
been introduced in a very 235
been introduced in a wide 60
been introduced on a trial 207
been introduced on a very 63
been introduced on a wide 189
been introduced to a girl 62
been introduced to a good 139
been introduced to a great 148
been introduced to a lady 98
been introduced to a more 57
been introduced to a range 46
been introduced to a single 67
been introduced to a very 259
been introduced to a wide 142
been introduced to a young 225
been maintained as a part 117
been maintained at a cost 58
been maintained at a high 1251
been maintained at a much 107
been maintained at a rate 85
been maintained at a time 42
been maintained at a very 176
been maintained by a hard 73
been maintained by a very 59
been maintained by a wise 44
been maintained in a fair 42
been maintained in a good 51
been maintained in a high 71
been maintained in a more 107
been maintained in a very 54
been maintained on a diet 102
been maintained on a high 288
been manifested in a more 110
been manifested in a most 44
been manifested in a very 122
been manifestly of a more 74
been outweighed by a more 48
been overlooked by a more 97
been overlooked in a more 41
been overlooked to a great 57
been paralleled by a rise 125
been penetrated by a deep 71
been penetrated by a single 86
been penetrated to a depth 279
been postulated as a means 110
been postulated as a risk 44
been prescribed as a cure 75
been prescribed as a means 201
been prescribed as a text 68
been productive of a good 53
been productive of a great 320
been productive of a more 149
been productive of a third 65
been productive of a vast 125
been productive of a very 69
been pronounced by a high 49
been pronounced by a very 103
been propounded by a great 47
been prospected to a depth 54
been protracted to a great 53
been protracted to a late 120
been protracted to a much 57
been protracted to a very 69
been recognized as a body 49
been recognized as a core 135
been recognized as a duty 61
been recognized as a fact 182
been recognized as a fine 77
been recognized as a form 409
been recognized as a free 76
been recognized as a full 88
been recognized as a goal 47
been recognized as a good 262
been recognized as a great 531
been recognized as a health 118
been recognized as a high 269
been recognized as a kind 88
been recognized as a late 56
been recognized as a leading 1180
been recognized as a main 63
been recognized as a means 1544
been recognized as a mere 68
been recognized as a mode 47
been recognized as a more 247
been recognized as a most 316
been recognized as a part 1371
been recognized as a pest 55
been recognized as a poor 69
been recognized as a rare 123
been recognized as a rich 63
been recognized as a risk 354
been recognized as a rule 212
been recognized as a safe 65
been recognized as a self 140
been recognized as a sign 211
been recognized as a single 76
been recognized as a site 67
been recognized as a sort 58
been recognized as a threat 127
been recognized as a time 152
been recognized as a tool 143
been recognized as a true 151
been recognized as a type 91
been recognized as a unit 87
been recognized as a very 769
been recognized as a well 131
been recognized as a work 278
been recognized at a much 42
been recognized at a very 60
been recognized by a great 68
been recognized by a wide 40
been recognized in a case 46
been recognized in a very 53
been recognized in a wide 101
been redirected to a file 148
been registered as a bill 42
been registered as a land 68
been registered at a time 100
been registered in a book 51
been registered in a single 47
been registered to a third 74
been reinforced by a body 184
been reinforced by a great 68
been reinforced by a lack 58
been reinforced by a more 198
been reinforced by a third 44
been remembered as a good 45
been remembered as a great 151
been remembered as a hero 42
been reorganized on a more 133
been replicated in a more 43
been replicated in a wide 65
been reproduced in a book 106
been restricted by a lack 103
been restricted to a great 44
been restricted to a mere 58
been restricted to a more 49
been restricted to a much 232
been restricted to a single 1552
been restricted to a very 352
been sacrificed in a vain 54
been sacrificed to a mere 48
been sacrificed to a more 147
been simplified to a great 64
been simplified to a single 115
been stimulated to a great 62
been stimulated to a high 61
been stimulated to a more 117
been stipulated in a late 43
been strengthened by a life 94
been strengthened by a more 83
been successful as a means 209
been successful in a case 50
been successful in a great 81
been successful in a hard 43
been successful in a high 78
been successful in a more 81
been successful in a range 46
been successful in a single 47
been successful in a very 105
been successful in a wide 152
been successful to a great 188
been successful to a high 59
been successful to a very 90
been summarized in a book 270
been summarized in a meta 42
been summarized in a single 71
been superseded by a form 51
been superseded by a more 3266
been superseded by a much 423
been superseded by a single 75
been superseded by a theory 40
been superseded by a very 92
been superseded in a great 51
been superseded to a great 265
been superseded to a very 56
been supplanted by a more 1410
been supplanted by a much 190
been supplanted by a single 53
been supplanted to a great 145
been surrounded by a band 111
been surrounded by a body 138
been surrounded by a deep 76
been surrounded by a file 171
been surrounded by a good 41
been surrounded by a great 185
been surrounded by a halo 320
been surrounded by a high 168
been surrounded by a host 200
been surrounded by a kind 56
been surrounded by a moat 211
been surrounded by a thick 55
been surrounded by a vast 46
been surrounded by a very 189
been surrounded by a wall 746
been tantamount to a vote 49
been terminated by a peace 41
been terminated in a single 47
been transfixed by a spear 42
been transmuted by a single 89
been tremendous to a mind 68
been triumphant to a great 60
been trustworthy in a very 184
been undermined by a lack 112
been undermined by a more 85
been understood as a form 160
been understood as a kind 136
been understood as a means 221
been understood as a mere 73
been understood as a part 45
been understood as a sign 101
been understood as a time 43
been understood by a great 52
been understood in a more 49
been understood in a very 60
been undertaken as a means 265
been undertaken as a part 119
been undertaken at a cost 49
been undertaken at a more 92
been undertaken at a time 273
been undertaken by a body 44
been undertaken by a single 79
been undertaken in a more 220
been undertaken in a very 54
been undertaken in a wide 52
been undertaken on a very 162
been undertaken on a wide 90
best assistance to a work 49
best classified as a form 98
best conscience is a sort 45
best considered as a form 176
best considered as a means 44
best considered as a part 146
best considered as a single 269
best considered as a unit 103
best considered on a case 42
best determined by a trial 42
best determined on a case 182
best formulated as a self 123
best management is a true 219
best remembered as a great 144
best translation of a book 65
best understood as a call 43
best understood as a case 205
best understood as a form 1786
best understood as a kind 1198
best understood as a means 548
best understood as a mode 158
best understood as a more 117
best understood as a part 351
best understood as a self 155
best understood as a sign 110
best understood as a single 224
best understood as a sort 167
best understood as a theory 132
best understood as a time 93
best understood as a tool 46
best understood as a type 232
best understood as a very 48
best understood as a work 43
bill introduced by a very 70
bird imprisoned in a cage 115
boar surrounded by a pack 71
boat disappeared in a mist 47
body surrounded by a clear 169
body surrounded by a halo 115
book accessible to a wide 164
bulk composition of a rock 196
