backs of their heads shaved 48
began to pour into england 126
began to pour into europe 222
began to pour into france 150
began to pour into kansas 68
began to pour into london 54
began to prey upon itself 74
began to pull back toward 53
began to push their claims 56
began to rack their brains 87
began to rain down around 47
began to rain just before 57
began to rain more heavily 76
began to rain very heavily 281
began to range more widely 65
began to rely more heavily 733
began to rise even before 64
began to rise even higher 41
began to rise from behind 48
began to rise into notice 222
began to rise like clouds 83
began to rise much faster 63
began to rise very slowly 111
began to roar loud enough 94
began to roll back toward 70
began to roll down toward 40
began to rush down toward 63
began to seek other methods 40
began to seem less urgent 50
began to seem like something 85
began to seem more appealing 44
began to seem more likely 64
began to sell their holdings 122
began to sell their shares 198
began to sell their stocks 122
began to send their arrows 55
began to send their troops 51
began to shed tears before 50
began to shed their clothes 42
began to show more clearly 132
began to show much greater 52
began to show some cracks 65
began to show their effect 100
began to show their mettle 47
began to show their strength 79
began to sift down through 45
began to slip away slowly 64
began to slip their cables 73
began to slow down around 92
began to snow very heavily 47
began to speak even before 77
began to speak more boldly 57
began to speak more calmly 121
began to speak more clearly 127
began to speak more freely 368
began to speak more loudly 147
began to speak more openly 264
began to speak more slowly 207
began to speak more softly 95
began to speak very loudly 43
began to speak very slowly 404
began to speak very softly 109
began to spring even before 57
began to sway their bodies 45
began to swim back toward 78
began to take form around 72
began to take form before 44
began to take form through 49
began to take full effect 114
began to take hold across 44
began to take hold around 57
began to take less notice 47
began to take more active 257
began to take more direct 79
began to take more notice 522
began to take more serious 71
began to take much notice 93
began to take some credit 42
began to take some effect 45
began to take some measure 45
began to take some notice 213
began to take their effect 63
began to take their modern 87
began to take their places 982
began to take their proper 48
began to take their revenge 114
began to take upon itself 169
began to talk more freely 775
began to talk more loudly 268
began to talk more openly 313
began to talk over future 61
began to talk very freely 139
began to talk very loudly 93
began to think more calmly 115
began to think more clearly 585
began to think more deeply 377
began to think more highly 118
began to think more kindly 195
began to think their friend 50
began to think very highly 54
began to think what course 80
began to think what should 56
began to throw down stones 51
began to throw their shells 92
began to throw their weight 162
began to treat their allies 40
began to trot back toward 45
began to turn back toward 178
began to turn into reality 82
began to turn into something 112
began to turn more slowly 40
began to turn more toward 66
began to turn their horses 48
began to turn their strength 53
began to turn their weapons 82
began to turn upon dinner 114
began to turn upon gambling 155
began to turn very slowly 62
began to urge their claims 110
began to urge their horses 45
began to wail even louder 48
began to walk along beside 85
began to walk away across 77
began to walk away slowly 116
began to walk away toward 84
began to walk away without 83
began to walk back across 170
began to walk back slowly 69
began to walk back through 161
began to walk back toward 1410
began to walk down toward 133
began to walk even faster 176
began to walk more slowly 482
began to walk over toward 41
began to walk their horses 49
began to walk very slowly 246
began to wane into something 103
began to wave their forked 89
began to whet their scythes 44
began to work even harder 275
began to work more clearly 50
began to work more freely 41
began to work more slowly 45
begin by asking your pardon 90
begin in some such fashion 70
begin in some such manner 72
begin in some very remote 61
begin to bend over toward 43
begin to cast their ripening 45
begin to come into effect 57
begin to fade from memory 46
begin to fall back toward 84
begin to fall into dotage 46
begin to feed upon myself 78
begin to feel like myself 70
begin to feel more secure 537
begin to feel much better 522
begin to feel safe enough 101
begin to feel some relief 125
begin to feel their strength 60
begin to feel those little 40
begin to feel very anxious 86
begin to feel very lonely 41
begin to find their voices 57
begin to flow more freely 69
begin to form even before 41
begin to give some thought 164
begin to grow into something 46
begin to grow more slowly 79
begin to have less effect 45
begin to have some degree 45
begin to have some doubts 178
begin to have some effect 135
begin to have some impact 62
begin to have some little 52
begin to have their doubts 66
begin to have their effect 268
begin to help their mothers 151
begin to know their strength 100
begin to learn these skills 61
begin to leave their breeding 45
begin to leave their mothers 51
begin to leave their winter 56
begin to look gray instead 53
begin to look like something 242
begin to look more deeply 76
begin to look upon myself 86
begin to lose their effect 142
begin to lose their flavor 64
begin to lose their impact 45
begin to lose their luster 114
begin to lose their memory 48
begin to lose their strength 179
begin to lose their weight 108
begin to lose your memory 127
begin to lose your temper 41
begin to love your cousin 42
begin to make some changes 169
begin to make some headway 196
begin to make some little 58
begin to make their impact 50
begin to make their voices 59
begin to make these changes 90
begin to make those changes 40
begin to move back toward 131
begin to move more freely 171
begin to move more slowly 70
begin to move very slowly 49
begin to pass their nature 134
begin to rage from another 86
begin to rely more heavily 174
begin to rise into screams 45
begin to seek some design 55
begin to shed their pollen 73
begin to shed their winter 46
begin to show some tokens 62
begin to show their effect 50
begin to speak more freely 46
begin to speak more openly 41
begin to take away something 41
begin to take more notice 55
begin to take their places 269
begin to talk more freely 76
begin to talk more openly 68
begin to talk very freely 59
begin to think more clearly 239
begin to think more deeply 158
begin to think more highly 76
begin to turn back toward 53
begin to walk very slowly 40
begun in some such modest 49
begun in those soft houses 43
begun so many years before 488
begun so many years earlier 48
begun to break down before 44
begun to cast their shadow 59
begun to come into fashion 69
begun to fade even before 45
begun to fade from memory 75
begun to fall into disuse 527
begun to fall more heavily 57
begun to feel more secure 83
begun to feel much better 164
begun to feel their strength 45
begun to give some thought 91
begun to grow very anxious 48
begun to have great impact 51
begun to have some doubts 154
begun to have some effect 249
begun to have some impact 135
begun to have their doubts 94
begun to have their effect 263
begun to hold their career 81
begun to look upon myself 51
begun to lose their credit 44
begun to lose their crossing 43
begun to make heaving noises 142
begun to make some changes 65
begun to make some headway 250
begun to make some impact 69
begun to make their impact 112
begun to make their voices 108
begun to move back toward 62
begun to rely more heavily 155
begun to shed their foliage 73
begun to shed their golden 115
begun to shed their pollen 45
begun to take more notice 53
begun to take root amongst 41
begun to take their places 120
begun to take upon itself 80
begun to talk more openly 48
begun to think more clearly 50
begun to think more deeply 49
begun to treat their slaves 41
begun to wane even before 63
belly by five good inches 58
belong by their very nature 143
belong to four main groups 111
belong to many other groups 42
belong to some great family 118
belong to some other animal 47
belong to some other family 115
belong to some other person 389
belong to some other planet 44
belong to their very nature 55
belong to three main groups 202
belong to very cold regions 85
below the ideal body weight 73
below the living room window 41
below the very high levels 50
bending it back upon itself 73
beneath the dark blue waters 65
beneath the dining room window 55
beneath the great dome stands 49
beneath the great west window 46
beneath the living room window 89
beneath the same roof without 48
beneath the tread like tinder 49
beset by many angry voices 81
bills of lading were issued 599
bills of lading were signed 389
binding it into ever larger 45
binds the last sheaf called 42
birds of lord howe island 168
birds of prey have become 41
birds to leave their native 42
births we have gone through 57
black or dark blue ground 59
black or dark blue velvet 51
black or other dark colors 108
black or very dark colors 43
black or very dark purple 50
blame on some other person 56
bless the hand from whence 109
block of data from memory 62
block of north main street 120
block of south main street 68
block of west main street 89
block on north main street 47
blood is much more likely 40
blood is very much greater 55
blood of some more humble 288
blood of some other animal 86
blood of these poor whales 42
blood of your poor friend 63
blood or other body fluids 13220
blood or some other liquid 46
blood to clot more readily 65
blood to flow back through 44
blood to flow from atrium 58
blood to flow more freely 549
blood to flow more slowly 86
blood to flow only toward 198
blood to flow very freely 44
blood to save five ounces 61
blood to your heart muscle 61
bloom in early spring before 122
blowing on your left cheeks 104
blowing the snow into drifts 41
blows we have just struck 40
blush to have made public 150
board is from three pounds 105
board of some other vessel 96
board the juno just before 71
board the ship just before 45
board to make such revolt 44
board to make their report 41
boast no more your mighty 395
boast of having been thought 181
boast of having been valued 119
boast of having done neither 93
boast of having gone through 40
boast of having made better 195
boast of their great riches 101
boats of four tons burden 73
bolts of pain shot through 70
bonds at their face amount 78
bonds in suit were issued 88
bonds in their side chains 66
bonds to four other carbon 58
bonds to keep their prices 44
bonds to land their cargoes 118
bones of some huge animal 47
books as will rule disease 46
books go into great detail 74
books or other reading matter 349
books we have come across 41
boots as their legs dangled 47
borne in mind when advising 44
borne in mind when applying 324
borne in mind when arranging 119
borne in mind when carrying 140
borne in mind when choosing 516
borne in mind when deciding 647
borne in mind when defining 53
borne in mind when devising 68
borne in mind when drafting 89
borne in mind when handling 48
borne in mind when measuring 53
borne in mind when planning 1388
borne in mind when searching 103
borne in mind when studying 703
borne in mind when weighing 61
borne the rack much better 179
borne to make some trifling 51
bosom of some foul harlot 76
bosom the great city rested 162
bosom to feel more keenly 115
bound by their very nature 203
bound by vows made without 40
bound in blue silk velvet 122
bound on their heads little 49
bound to break down sooner 131
bound to come along sooner 92
bound to come here sooner 42
bound to come very slowly 45
bound to fall into errors 40
bound to give full effect 74
bound to give some answer 68
bound to give such advice 51
bound to give such notice 304
bound to give their assent 43
bound to have come across 53
bound to have great effect 45
bound to have great impact 42
bound to have great weight 47
bound to have some degree 45
bound to have some effect 1358
bound to have some impact 349
bound to have some regard 49
bound to have their effect 643
bound to have their impact 98
bound to have very serious 64
bound to know your family 43
bound to leave their bodies 45
bound to make good losses 60
bound to make some amends 74
bound to make some effort 69
bound to make some errors 173
bound to make some return 89
bound to make their utmost 69
bound to move more slowly 43
bound to obey only lawful 241
bound to obey such orders 123
bound to obey their master 72
bound to obey their orders 100
bound to obey their prince 56
bound to obey their rulers 175
bound to show some reasons 46
bound to show some special 76
bound to take holy orders 81
bound to take some notice 116
bound to take their advice 460
bound to take time before 40
bound to take upon itself 134
bound to vary from person 51
bowed in their turn before 56
bowed my heart like barley 60
bowls of food were passed 48
boxes in town were forced 44
boxes of size nine sheers 76
brain is much more likely 40
breach of their most solemn 74
breadth of view were placed 40
breaking in upon their nature 69
breaking in upon their placid 45
breaking in upon these usages 67
breaking it down into pieces 50
breaking it down into simple 95
breaking it down into various 69
breaking it into many pieces 69
breaking it into three pieces 90
breaking it into tiny pieces 58
breaking the rock into pieces 48
breaks it down into simple 55
breaks the rock into pieces 88
breathing of paul grew louder 75
breathing of some great animal 52
breathing of some vast animal 55
breathing the same free spirit 49
breed of those base otters 43
brick or other heavy object 46
bringer of good unto myself 41
brink of your pure waters 52
broke in upon your solemn 82
broke it into four pieces 144
broke it into many pieces 156
broke it into three pieces 433
broke it into tiny pieces 72
broke the boom laid across 53
broke the bread into pieces 140
broke the idol into pieces 68
broke up into four groups 84
broke up into many pieces 65
broke up into three groups 184
broke up into three kingdoms 45
broke up their camp before 167
brood of young ones arises 69
build on their past actions 103
build on what came before 124
build on what went before 65
build up these great arches 91
build up your milk supply 398
built in among more recent 53
built on north main street 50
built on some rising ground 89
built on very high ground 58
built on what went before 50
built so many years before 339
built to draw very little 56
built to take their places 44
built to their full height 51
built up from these simple 55
built up from very simple 56
built up into living matter 138
built up into living tissue 76
built up much more slowly 41
built up over time through 731
built up upon what appears 63
bunch of keys were handed 55
bunch of kids from school 88
bunch of kids hanging around 69
bunch of kids were standing 47
burnt in case their strength 55
burnt me down three houses 258
buyer is much more likely 53
bytes of data from memory 83
