babe hath been gifted with 204
born two years earlier and 49
born two years earlier than 96
born was much larger than 40
born with more talent than 40
boss two feet taller than 42
boss was very pleased with 47
bowl and rising higher and 43
bowl and toss gently with 84
bowl had been filled with 65
boys and their fathers and 56
boys and their mothers and 168
boys are less likely than 244
boys are more active and 158
boys are more active than 289
boys are more exciting than 67
boys are more likely than 2459
boys are more valued than 56
boys had been killed and 93
boys had made earlier was 222
boys not much younger than 50
boys that were carved and 86
boys who were standing near 41
boys who were watching him 44
boys who were younger than 63
boys with their fathers and 103
boys with their mothers and 75
bread and some butter and 47
bread and some cheese and 135
bread and some cheese for 52
bread and wine before him 116
bread and wine before them 40
bread and wine before they 58
bread and wine needed for 46
bread and wine should not 69
bread had been broken and 64
bread with cream cheese and 76
bread with wild shouts and 80
break all your spells and 49
break both their leagues and 77
break her neck before she 61
break its heart through being 134
break its poor little head 55
break off their attack and 114
break out into fierce and 44
break out into shouts and 66
break them into pieces and 98
breath and look around him 57
breath and told myself that 46
breath but loud enough for 197
breath had been mauled out 75
breath had been sucked out 234
breath was coming faster and 147
breath was coming faster now 100
breath with other mortal men 98
bred out into baboon and 165
brig was seen standing out 76
bringing out more clearly than 61
bringing them into accord with 335
bringing them into closer and 60
bringing them into direct and 43
brings not only sudden death 57
brings out more clearly his 45
brings out more clearly how 62
brings out more clearly its 50
brings out more clearly than 675
brings out more clearly that 228
brings out more clearly this 58
brings out most clearly that 98
brings out their flavor and 50
brings out very clearly his 45
brings out very clearly how 155
brings out very clearly its 40
brings out very clearly one 44
brings out very clearly that 586
brings out very clearly this 64
brings them into accord with 79
broth and such refuse meat 74
buds and young shoots are 67
bugs had been ironed out 134
bugs had been worked out 460
bulb and tube filled with 53
bulk and must demand long 69
bulk and shear moduli and 58
bulk and shear moduli are 317
bulk and shear moduli for 112
bulk for bulk heavier than 45
bulk you seem loaded for 95
burn all their houses and 58
bush had been cleared and 46
bush had been cleared for 68
bush has been cleared and 70
bush with deep emotion and 63
busy with other duties and 85
busy with other duties that 98
busy with their absurd and 56
busy with their babies and 42
busy with their cannon and 72
