bag letter 51 bar across 104
but struck 50 but taught 45
but thought 714 but turned 104
but wanted 133 but wished 180
but worked 58 but stones 77
but better 131 but something 45
but whence 110 but whether 45
but amends 161 but likely 183
but prefer 128 but sooner 42
but accept 209 but answer 60
but become 113 but enough 104
but regain 54 but return 94
but likely 130 but little 86
but should 180 but should 105
but without 192 but before 64
but except 120 but something 71
but without 158 but aspect 202
but branch 139 but regard 42
but sphere 116 but nobler 52
but fellow 508 but school 60
but became 74 but became 190
but through 42 but appears 49
but fitted 61 but earnest 296
but readers 89 but suited 52
but fibers 84 but exists 88
but stands 172 but common 46
but disuse 44 but wholly 117
but through 97 but useful 44
but common 61 but likely 55
but simple 105 but enough 73
but marked 43 but higher 200
but larger 43 but enough 65
but active 70 but feeble 82
but useful 108 but without 72
but another 56 but earlier 48
but before 90 but closer 57
but little 43 but affect 86
but become 228 but entail 44
but extend 40 but happen 176
but reduce 77 but relate 52
but result 430 but signal 93
but simply 96 but become 69
but caused 60 but changed 48
but helped 52 but serious 44
but served 98 but something 78
but turned 79 but waited 79
but worked 61 but little 83
but become 90 but happen 69
but become 71 but before 51
but something 77 but little 135
but slowly 66 but slowly 67
but unsaid 47 but little 58
but another 70 but someone 190
but something 166 but better 152
but boasts 366 but little 261
but affect 46 but become 89
but happen 200 but reduce 100
but result 246 but simply 55
but become 102 but caused 66
but damped 56 but fallen 68
but helped 223 but lasted 43
but looked 66 but passed 116
but proved 165 but seemed 158
but served 117 but something 172
but turned 60 but worked 138
but happen 41 but become 49
but become 54 but happen 54
but further 49 but little 77
but through 117 but itself 55
but struck 66 but effect 64
but beyond 787 but further 412
but through 101 but through 47
but ridges 43 but likely 57
but enough 487 but likely 314
but another 44 but something 140
but likely 11189 but proper 47
but useful 91 but likely 1911
but better 48 but enough 50
but likely 1606 but strange 275
but pointing 40 but clearly 60
but clearly 235 but little 68
but strange 59 but behind 312
but something 53 but almost 43
but another 58 but effort 154
but energy 63 but effort 196
but planning 42 but thought 93
but before 100 but little 280
but little 67 but relief 65
but better 146 but better 204
but enough 602 but affect 122
but afford 101 but assist 44
but become 152 but damage 64
but demand 42 but depend 62
but divert 41 but enable 388
but ensure 185 but entail 117
but expose 85 but extend 51
but follow 77 but foster 89
but greatly 116 but ignore 117
but impair 43 but impose 70
but lessen 47 but likely 43
but permit 173 but reduce 533
but remain 41 but remove 173
but render 105 but result 357
but threaten 88 but violate 94
but itself 49 but become 258
but better 43 but broken 226
but caused 293 but changed 132
but closed 71 but created 179
but driven 48 but failed 113
but fallen 122 but fitted 51
but forced 61 but gained 123
but gotten 72 but greatly 72
but helped 432 but killed 172
but lacked 221 but lasted 41
but little 912 but looked 366
but needed 362 but opened 47
but passed 141 but placed 80
but pleased 470 but proved 187
but raised 110 but risked 65
but ruined 145 but seemed 871
but served 333 but solved 55
but spared 62 but struck 76
but suited 251 but turned 85
but worked 157 but better 390
but little 290 but likely 208
but likely 644 but become 70
but through 103 but slowly 55
but absurd 61 but almost 119
but better 404 but fairly 60
but hardly 49 but highly 124
but likely 2320 but obvious 114
but strange 190 but unwise 99
but useful 49 but without 123
but become 340 but almost 120
but another 812 but awhile 106
but little 86 but someone 71
but something 97 but twenty 103
but likely 209 but better 58
but always 75 but upward 143
but dashed 125 but unable 41
but changed 223 but remain 49
but struck 67 but follow 46
but broken 724 but passed 45
but bitter 53 but devote 54
but answer 79 but should 47
but except 52 but through 113
but equals 49 but through 51
but needed 93 but spoken 304
but artist 74 but branch 213
but virtue 61 but itself 97
but appears 56 but little 142
but murray 51 but should 40
but report 76 but through 54
but before 52 but behind 42
but remain 71 but already 48
but yonder 74 but grazed 92
but through 50 but theories 59
but little 45 but before 64
but passed 58 but another 53
but further 113 but direct 103
but remain 199 but settle 40
but always 66 but broken 44
but closed 761 but locked 658
but opened 83 but passed 43
but double 49 but already 88
but driven 161 but proved 73
but played 51 but remain 66
but passed 146 but equals 301
but should 73 but toward 1495
but digits 49 but around 40
but through 60 but always 51
but heavily 40 but perish 81
but killed 366 but opened 145
but closed 367 but locked 101
but opened 40 but already 144
but always 53 but failed 63
but slowed 49 but formed 48
but seemed 52 but through 78
but wisely 106 but itself 143
but itself 174 but itself 166
but itself 303 but school 83
but through 71 but proved 139
but through 76 but served 73
but always 45 but clearly 47
but jammed 42 but varied 51
but hardly 44 but double 276
but driven 93 but justly 45
but thought 172 but changed 51
but louder 43 but roused 60
but afraid 56 but already 315
but always 55 but killed 81
but merely 48 but mostly 58
but seized 45 but silent 87
but unable 107 but remain 50
but always 126 but become 82
but changed 68 but learned 59
but little 61 but better 109
but behind 138 but became 43
but little 110 but afraid 219
but almost 57 but already 94
but always 73 but anxious 42
but better 46 but called 76
but greatly 47 but little 40
but silent 46 but spared 44
but unable 58 but without 69
but direct 71 but expect 65
but through 285 but changed 97
but marked 52 but repeating 141
but remain 118 but filled 43
but always 110 but decide 55
but realize 78 but already 48
but excuse 46 but hardly 150
but notice 243 but pardon 219
but readily 194 but realize 105
but recall 129 but suffer 45
but became 50 but should 40
but almost 53 but already 62
but became 56 but mostly 40
but changed 105 but changed 59
but strict 40 but always 45
but remain 43 but changed 44
but already 67 but school 40
but remain 105 but return 54
but closed 66 but seizes 48
but through 51 but louder 106
but bright 480 but seized 88
but itself 74 but abroad 49
but around 40 but remain 50
but guided 48 but severe 67
but changed 439 but changed 86
but should 100 but leaders 58
but becoming 41 but fallen 102
but intact 47 but standing 82
but became 41 but rarely 83
but became 174 but lacked 64
but itself 65 but fabric 49
but itself 59 but remain 121
but should 43 but claims 216
but afraid 66 but always 74
but filled 109 but silent 70
but slowly 62 but through 57
but tumbling 61 but popped 40
but before 75 but almost 106
but already 129 but always 64
but barely 102 but caught 58
but changed 47 but choked 134
but clearly 57 but forced 42
but frozen 51 but handed 43
but hardly 315 but hollow 41
but locked 51 but spoken 261
but strange 71 but struck 43
but without 46 but strike 69
but endure 43 but always 161
but agents 135 but without 43
but breeding 82 but effect 305
but nature 53 but beyond 71
but actions 106 but person 122
but without 73 but person 46
but called 49 but courts 119
but prices 43 but twenty 49
but forces 48 but readers 43
but deeply 45 but pulley 81
but honest 58 but ground 71
but manner 58 but neither 62
but chosen 123 but gotten 51
but wished 120 but enough 93
but afford 60 but whether 61
but cheering 63 but stirring 50
but little 78 but expect 52
but something 47 but become 46
but spared 73 but thought 48
but something 40 but wonder 43
but across 67 but across 57
but enough 130 but before 63
but whether 49 but whether 102
but whether 87 but whether 40
but anyone 42 but without 53
but feathers 54 but little 41
but little 66 but across 94
but equity 54 but something 42
but another 47 but better 91
but enough 418 but fighting 53
but gained 84 but little 151
but plenty 234 but something 143
but mention 46 but better 145
but something 44 but mention 234
but notice 271 but through 232
but return 58 but little 60
but enough 151 but little 118
but plenty 222 but something 45
but little 245 but expect 191
but called 70 but gotten 46
but little 52 but missed 88
but needed 88 but something 79
but prefer 73 but before 56
