bad spirit 53 bad system 71
but higher 2709 but larger 1504
but lesser 227 but looser 123
but milder 568 but slower 177
but softer 50 but german 64
but moment 105 but moment 52
but chapel 123 but street 65
but column 70 but moment 76
but second 47 but person 43
but larger 45 but number 264
but active 46 but clumsy 57
but curious 120 but dilute 42
but direct 76 but feeble 130
but flimsy 48 but gentle 125
but humble 87 but little 477
but marked 120 but matter 44
but modest 151 but narrow 546
but recent 40 but remote 66
but serious 135 but simple 325
but singular 67 but slight 667
but solemn 44 but special 795
but strange 202 but striking 47
but subtle 198 but trifling 161
but uneven 67 but circle 77
but prince 42 but manner 50
but person 42 but choice 90
but passion 87 but source 139
but starting 182 but common 85
but potent 53 but reality 57
but catering 57 but fiction 58
but matter 146 but common 56
but potent 87 but serious 144
but useful 76 but better 327
but larger 245 but choice 55
but source 59 but talker 67
but source 41 but factor 48
but effect 50 but active 46
but common 144 but pretty 40
but serious 91 but simple 59
but useful 222 but widely 136
but purple 146 but family 78
but figure 45 but artist 78
but empire 42 but number 598
but portion 80 but attack 167
but degree 115 but nature 53
but degree 46 but direct 58
but serious 81 but severe 104
but direct 42 but mature 67
but modern 157 but modest 51
but nimble 45 but recent 124
but robust 47 but serious 140
but severe 61 but simple 57
but subtle 213 but varied 53
but amiable 64 but humane 193
but tender 44 but better 181
but clearer 176 but darker 188
but deeper 124 but earlier 205
but greater 457 but harder 171
but higher 574 but larger 459
but lesser 49 but milder 79
but softer 69 but yellow 44
but english 137 but common 81
but person 46 but prayer 47
but person 93 but number 70
but fickle 93 but narrow 41
but pretty 100 but serious 53
but simple 80 but special 913
but winter 69 but window 45
but course 42 but ground 46
but number 60 but formal 69
but formal 55 but global 64
but mature 50 but minute 174
but modest 1344 but serious 124
but subtle 243 but bigger 684
but deeper 246 but greater 888
but higher 949 but larger 10617
but lesser 185 but richer 47
but slower 146 but vaster 390
but widely 62 but street 80
but modest 261 but narrow 49
but simple 106 but special 42
but summer 54 but friend 41
but degree 1688 but extent 12546
but number 182 but reflux 107
but degree 835 but amount 68
but degree 6212 but extent 4577
but marked 660 but severe 82
but degree 59 but marked 285
but modest 49 but recent 53
but remote 49 but serious 71
but severe 66 but subtle 55
but better 59 but earlier 196
but greater 7616 but higher 598
but larger 958 but lesser 14850
but family 72 but person 72
but person 414 but number 86
but ingenious 93 but little 85
but partial 47 but slight 399
but special 45 but trifling 79
but circle 64 but person 40
buy market 82 buy market 111
buy market 127 buy fiddle 97
buy little 43 buy dinner 45
buy market 296 buy signal 151
