baby must be protected from 79
been made to calculate these 55
been made to calculate what 45
been made to construct more 106
been made to construct some 67
been made to construct such 208
been made to correlate some 50
been made to correlate such 66
been made to correlate their 52
been made to correlate these 497
been made to determine from 116
been made to determine just 142
been made to determine more 211
been made to determine some 64
been made to determine such 59
been made to determine their 405
been made to determine these 216
been made to determine those 42
been made to determine what 1165
been made to determine when 72
been made to distinguish among 122
been made to distinguish these 118
been made to distinguish those 51
been made to eliminate from 79
been made to eliminate some 96
been made to eliminate such 71
been made to eliminate these 191
been made to eliminate those 45
been made to elucidate even 57
been made to elucidate their 51
been made to emphasize some 44
been made to encourage more 131
been made to encourage their 45
been made to establish more 183
been made to establish other 65
been made to establish some 455
been made to establish such 580
been made to establish their 149
been made to establish these 66
been made to establish what 118
been made to formulate some 42
been made to formulate such 102
been made to harmonize these 78
been made to highlight some 145
been made to implement such 73
been made to implement these 115
been made to integrate these 403
been made to interpret some 49
been made to interpret such 46
been made to interpret their 48
been made to interpret these 239
been made to introduce among 55
been made to introduce into 334
been made to introduce more 344
been made to introduce other 188
been made to introduce some 385
been made to introduce such 158
been made to introduce these 90
been made to penetrate from 45
been made to penetrate into 164
been made to recognize their 42
been made to reconcile such 111
been made to reconcile these 456
been made to represent their 54
been made to represent these 124
been made to reproduce these 61
been made to summarize some 72
been made to summarize these 59
been made to surrender their 57
been made to synthesize these 87
been made to translate these 146
been making the transition from 139
been only an arbitrary sign 55
been open to criticism from 53
been open to influence from 63
been reading an interesting book 78
been reading the newspaper late 40
been ready to sacrifice much 44
been ready to sacrifice their 210
been ready to sacrifice what 141
been said to originate from 53
been said to recommend these 46
been seen as different from 79
been seen in different ways 75
been seen to originate from 51
been sent as delegates from 46
been sent by certified mail 136
been sent in deputation from 75
been sent on temporary duty 41
been sent or generated prior 50
been sent to auschwitz from 43
been slow to implement these 47
been slow to legislate when 87
been slow to recognize their 209
been slow to recognize these 102
been slow to recognize what 76
been such an important part 1489
been sure of protection when 221
been there an additional half 51
been told in different ways 189
been trying to ascertain what 69
been trying to determine what 215
been trying to diversify their 77
been trying to encourage more 46
been trying to establish some 105
been trying to establish their 100
been trying to formulate some 57
been trying to introduce into 52
been trying to introduce some 48
been trying to recollect what 40
been trying to translate into 47
been upon the expedition were 83
been used as diagnostic aids 46
been used by companies such 95
been used in countless ways 51
been used in countries such 79
been used in different areas 129
been used in different ways 1716
been used in empirical work 146
been used to advantage when 49
been used to calculate these 119
been used to construct many 44
been used to construct some 46
been used to construct these 72
been used to designate many 72
been used to designate other 61
been used to designate some 56
been used to designate such 200
been used to designate these 317
been used to designate those 330
been used to designate what 85
been used to determine some 59
been used to determine such 56
been used to determine their 186
been used to determine these 161
been used to determine what 304
been used to determine when 170
been used to distinguish among 149
been used to distinguish these 203
been used to distinguish those 81
been used to eliminate some 47
been used to eliminate these 60
been used to elucidate many 41
been used to elucidate some 53
been used to establish some 44
been used to establish their 46
been used to establish these 53
been used to fabricate high 57
been used to implement these 68
been used to interpret these 48
been used to represent many 47
been used to represent such 47
been used to represent these 86
been used to slaughter many 151
been what the americans call 43
been what the christians call 54
beings learn to cultivate their 178
beings play an important part 51
beings play an important role 53
beings tend to reproduce their 62
bent only on temporary self 112
bent over the inanimate form 100
bent over the motionless body 41
bent over the motionless form 62
bent over the prostrate body 155
bent over the prostrate form 865
best able to appreciate their 178
best able to appreciate what 227
best able to determine what 494
best able to represent their 51
best fits the available data 195
best fits the empirical data 61
best hope of permanent cure 44
best hope of permanent peace 93
best made by enumerating those 372
best means of controlling news 44
best means of controlling these 43
best means of determining what 86
best means of introducing these 110
best means of maintaining health 42
best means of maintaining peace 123
best means of maintaining their 53
best means of protection from 71
best means of surmounting many 60
best means of surmounting these 66
best means the creditors have 98
best mode of determining what 41
best part of darwinism from 64
best seen by considering what 45
best ways of discovering what 52
best ways to determine what 95
best ways to determine your 50
best ways to encourage your 41
bile along the pancreatic duct 56
bile duct or pancreatic duct 772
bile into the intestine during 41
bile into the pancreatic duct 2086
bill over the executive veto 49
birth into the spiritual life 95
birth rate is extremely high 47
birth when the umbilical cord 62
bits used to represent data 52
blow from an invisible hand 83
boat down the tennessee from 41
boat having at nightfall been 51
boat upon an enchanted lake 66
body from the shoulders down 310
body giving the slightest sign 55
body into the spiritual body 70
body moving in different media 86
body must be different from 42
body must be projected from 54
body must be protected from 177
body must be separated from 99
body play an important part 110
body play an important role 136
body will be converted into 68
body will be different from 102
bond will be converted into 56
bone from the vertebral body 56
bone into the olfactory bulb 96
bone into the surrounding soft 51
book will be available from 50
book will be concerned only 84
book will be different from 105
book will be important reading 125
book will be published next 68
book will be published soon 83
bore such an important part 51
born during the depression years 145
born during the napoleonic wars 86
born into an extremely poor 55
born into the spiritual life 135
boys during the preschool years 54
boys have an advantage over 63
boys were no different from 48
break down in different ways 117
break down or dissociate into 40
break down the cellulose into 212
break down the population into 108
break such an important rule 80
breath from my tremulous lips 109
bringing down the narrative from 41
bringing over the palatines were 56
brings back the principal theme 102
bulb must be protected from 48
