baby appears normal at birth 79
been stupid enough to have 231
been stupid enough to keep 51
been stupid enough to leave 271
been stupid enough to lose 72
been stupid enough to make 101
been stupid enough to take 141
been stupid enough to tell 152
been stupid enough to think 353
been styled tenant in tail 46
been subtle enough to throw 86
been swelling louder of late 68
been taught little or nothing 98
been taught through the ages 47
been taught through the years 67
been tested through the years 71
been thought better to give 157
been thought better to keep 42
been thought better to leave 236
been thought better to make 98
been thought better to omit 109
been thought better to take 45
been thought beyond the reach 54
been thought likely to have 44
been thought proper to give 417
been thought proper to have 44
been thought proper to make 155
been thought proper to omit 79
been thought proper to send 103
been thought useful to give 48
been threaded through the hole 42
been through enough of these 90
been through enough to kill 55
been through enough to know 126
been through enough to make 96
been tilted through an angle 52
been turned around to face 113
been turned through an angle 582
been turned through the angle 129
been turned through the same 44
been turned toward the wall 42
been unjust enough to think 82
been unwise enough to give 55
been unwise enough to have 59
been unwise enough to leave 58
been unwise enough to make 91
been unwise enough to take 56
been vainly breathed to what 41
been viewed through the eyes 78
been viewed through the lens 186
been wafted across the ocean 59
been warned before he left 40
been wholly denied to some 46
been wholly unable to find 128
been wicked enough to have 41
been wicked enough to know 63
been widely copied by other 221
been widely copied in other 111
been widely quoted as saying 244
been widely valued as more 193
beings around seemed to have 46
beings differ greatly in their 74
beings differ widely in their 47
beings without regard to race 41
beings without regard to their 79
bend almost double to pass 45
best duteous advice to your 45
best effort should be made 61
best formed troops by their 104
best public opinion of these 74
best viewed through the lens 118
bier placed before it were 60
bill passed through the other 66
bill seemed likely to pass 51
bird should happen to meet 86
blew fierce across the foam 48
blew gently through the open 53
blew heavily athwart the bleak 45
blew softly through the open 51
blow gently through the other 115
blow lifted france at once 74
blue always became it best 106
blue cotton velvet as will 40
blue filter should be used 51
blue heavens appearing of pied 96
blue meteors cleansing the dull 67
blue ribbon around the neck 93
blue waters opened to their 51
boat always hovers at hand 72
boat further toward the north 179
body flashing without the skin 81
body passes through the heart 208
body passes through the lungs 99
body raises monies to fund 42
body rotating around an axis 113
body seemed devoid of will 113
body should always be kept 81
body weight begins to fall 43
body weight should be kept 56
body weight should be used 661
body without hazard of ruin 48
bold enough openly to avow 157
bone grafts should be used 43
bone sticking through the skin 99
bony figure seemed to grow 43
bony pelvic girdle in early 55
bony plates instead of teeth 46
bony tissue covering the root 42
book better suited to their 40
book bodily changes in pain 168
book should chance to fall 61
book should chance to roam 71
book toilet training in less 105
book without injuring the sale 82
bore needle should be used 85
bore without repining the pangs 43
born infant should be bred 125
born slaves neither of their 42
boys behave rudely to jews 51
bread crumbs preheat the oven 536
bread crumbs soaked in milk 233
bread placed before the fire 45
break before starting the next 91
breath passes through the mouth 65
breath passes through the nose 106
breath should praise the lord 41
breath sounds should be heard 91
brim appearing beyond the brim 55
bringing clearly before the mind 55
bringing mighty events to pass 45
brings little credit to good 43
bugs hummed through the tent 66
busy crowds retire to take 282
busy flight around the canoe 40
butt joints should be used 41
