backed his main topsail and 65
better and more quickly with 103
better and more rapidly than 762
better and more rational than 101
better and more rational use 159
better and more refined than 102
better and more regular pay 88
better and more regular than 121
better and more reliable than 744
better and more reliable way 43
better and more reliably than 114
better and more thorough job 154
better and more thorough than 63
better and more uniform than 124
better are their chances for 57
better are your chances for 299
better but made believe that 41
better for great britain that 44
better for hearing sermons and 63
better for other parties than 62
better for their country than 100
better for their example and 42
better for their purpose than 300
better for their workers and 119
better for these buildings than 50
better for young ensigns and 51
better for your contact with 91
better for your purpose than 253
better nor more deserving than 55
better not have meddled with 40
better put these matters out 42
better than beings because they 73
better than ours because they 42
better than their brethren who 43
better than their brothers and 65
better than their decision has 41
better than their fellows and 45
better than their fellows for 49
better than their parents and 455
better than their parents can 52
better than their parents did 238
better than their parents had 218
better than their present lot 45
better than their present one 67
better than their previous one 52
better than your parents did 48
better than your present one 56
better that some survive than 58
better with their parents and 43
better with these passions than 42
beyond both their capital and 42
bigger and more capable than 43
bigger and more complex and 82
bigger and more complex than 631
bigger and more crowded than 53
bigger and more diverse than 102
bigger and more intense than 44
bigger and more spacious than 41
bigger and more threatening than 75
bigger and much stronger than 54
bigger than great britain and 45
biomass per unit surface area 55
bitter and more degrading than 236
blacks are poor because they 76
blamed for their poverty and 55
blamed that have deposed you 42
blanks and gaps between each 43
blazer with gold buttons and 109
bleeding has been present for 71
bleeding has been stopped and 169
blessing his good fortune for 71
blocks are much smaller than 55
blouse with full sleeves and 109
blouse with wide sleeves and 40
boarding and other schools with 86
boards are held together with 46
bodies are more corrupt and 75
bodies are most insulting and 54
bodies are much smaller than 119
bodies are well adapted for 53
bodies can ever produce that 139
bodies had been brought out 119
bodies had been carried off 83
bodies had been carried out 135
bodies had been covered with 153
bodies had been dragged out 43
bodies had been exhumed and 86
bodies had been exposed for 40
bodies had been removed and 192
bodies has been carried out 55
bodies put forth against each 101
boiled for five minutes and 314
boiled for five minutes with 163
boiled for some minutes with 86
boiled for three minutes and 63
bombings had been carried out 99
border with west germany and 93
border with west germany was 48
bottle and some glasses and 46
bottle had been emptied and 48
bottom are there because they 44
bottom had been knocked out 740
bottom had just dropped out 217
bottom has been covered with 45
bottom has been knocked out 494
bottom has been removed and 44
bottom has been scraped and 50
boughs had been gathered for 52
boughs his puny offspring leap 136
bought and sold because they 40
bought and sold quickly and 75
bought and sold together with 107
bought for four hundred and 49
bought for three hundred and 72
bought for your account and 57
bought this book because you 456
braced her hand against his 42
braced his back against one 62
bragging and evil shadows for 55
brains had been knocked out 145
branch off into smaller and 117
branch out into smaller and 58
braver and more warlike than 41
breathed her name against her 83
breathed his name against his 42
breeding has been carried out 181
breeds and their crosses are 42
breeds and their crosses with 60
bricks with many windows and 48
bridge had been covered with 40
bridge had been crossed and 47
bridge had been knocked out 93
bridge had been removed and 50
bright with wild flowers and 75
brother and three sisters and 59
brother had been carried off 67
brother had been charged with 63
brother with four hundred men 59
brushing her body against his 43
brushing her hand against his 41
brushing her lips against his 380
brushing his hand against her 57
brushing his lips against her 452
brutal but more refined than 120
budget and dump everything out 40
budget has been adopted and 74
budget was much smaller than 41
buffet with great agility and 58
building had been carried out 139
building had been covered with 86
building had been erected and 291
building had been erected for 507
building had been erected with 45
building had been insured for 68
building had been plagued with 118
building had been planned and 43
building had been planned for 48
building had been planned with 48
building had been removed and 43
building has been altered and 121
building has been carried out 212
building has been covered with 60
building has been erected and 267
building has been erected for 597
building has been erected near 57
building has been erected with 51
building has been planned and 42
building has been planned for 44
building has been removed and 56
building has three stories and 52
building was much smaller than 64
building with high windows and 43
building with many windows and 141
building with tall windows and 103
bullet had been removed and 51
buried her face against her 632
buried her face against him 422
buried her face against his 10119
buried her face against them 52
buried her face between her 152
buried her face between his 94
buried her nose against his 49
buried his face against her 2065
buried his face against his 473
buried his face between her 1241
buried his face between his 208
buried his face between them 218
buried his lips against her 107
buried his mouth against her 111
buried his mouth between her 43
buries his face against her 51
burned with fury against them 100
bursting with high spirits and 42
bushes are there painted with 41
busier and more crowded than 64
butter was ever churned that 58
button had been pressed and 53
button has been clicked and 99
button has been pressed and 211
buyers and many sellers all 53
buyers and many sellers and 40
