back along the ventral surface 50
been sent to central america 70
been sent to columbia college 94
been sent to northern ireland 92
been sent to observe marshal 100
been sent to private schools 79
been slow to develop because 557
been slow to produce results 41
been sold in foreign markets 61
been sold to colonel whipple 41
been sold to private parties 115
been sold to private persons 106
been sunk in rendering holland 108
been told by familiar friends 84
been told by persons eminent 54
been told by reliable persons 41
been told by reliable sources 90
been told by several doctors 74
been told by several friends 47
been told by several members 45
been told by several persons 208
been told by several writers 52
been told to prepare himself 40
been trying to attract foreign 54
been trying to comfort himself 395
been trying to ingratiate himself 140
been trying to prepare herself 52
been trying to prepare himself 60
been trying to protect herself 90
been trying to protect himself 108
been upon the present occasion 63
been used as genetic markers 90
been used as outcome measures 130
been used as primary sources 63
been used by certain persons 54
been used by certain writers 69
been used by persons suffering 45
been used by previous workers 92
been used by previous writers 71
been used by research workers 80
been used by several research 246
been used by several workers 815
been used by several writers 185
been used by western writers 58
been used in british columbia 50
been used in central america 71
been used in college courses 46
been used in genetic studies 112
been used in increasing amounts 84
been used in increasing numbers 90
been used in kinetic studies 63
been used in limited amounts 44
been used in limited numbers 46
been used in marketing research 66
been used in medical research 176
been used in natural language 51
been used in northern ireland 155
been used in previous research 826
been used in previous sections 82
been used in previous studies 1740
been used in previous surveys 56
been used in process control 61
been used in quality control 48
been used in research studies 387
been used in several buildings 66
been used in several centers 62
been used in several european 93
been used in several hundred 80
been used in several previous 244
been used in several research 393
been used in several schools 44
been used in several species 46
been used in several studies 2399
been used in several systems 92
been used in several thousand 42
been used in similar studies 134
been used in studies examining 49
been used in studies involving 132
been used to achieve similar 43
been used to address several 47
been used to analyze several 74
been used to collect samples 52
been used to conduct research 41
been used to control aquatic 49
been used to control certain 57
been used to control insects 104
been used to develop general 41
been used to develop several 166
been used to develop systems 58
been used to examine aspects 46
been used to examine several 54
been used to exclude certain 46
been used to explain aspects 48
been used to explain behavior 61
been used to explain certain 160
been used to explain everything 83
been used to explain several 95
been used to express certain 42
been used to express several 41
been used to finance capital 137
been used to finance current 64
been used to finance imports 68
been used to include everything 63
been used to inflict torture 51
been used to isolate mutants 71
been used to isolate traveling 55
been used to justify certain 64
been used to justify colonial 40
been used to justify everything 77
been used to justify slavery 225
been used to justify violence 94
been used to predict outcome 74
been used to predict success 41
been used to prepare samples 75
been used to prepare several 43
been used to prevent african 51
been used to procure abortion 60
been used to produce abortion 71
been used to produce several 124
been used to produce similar 41
been used to promote national 58
been used to protect against 273
been used to protect persons 61
been used to provide general 60
been used to provide insight 109
been used to provide sedation 91
been used to provide support 146
been used to regarding herself 55
been used to relieve anxiety 61
been used to smaller animals 44
been used to support research 60
been worth an hundred thousand 121
been wrong in declaring against 48
bees from the flowers against 95
beings into the supreme essence 45
bent over the kitchen counter 45
best able to express himself 56
best able to protect against 114
best able to provide answers 52
best line of defense against 491
best means of achieving national 46
best means of achieving success 43
best means of defending america 61
best means of defending himself 43
best means of defense against 118
best means of obtaining justice 44
best means of obtaining redress 46
best means of promoting national 76
best means of promoting tillage 41
best means of providing against 74
best means of restoring freedom 78
best means of restoring harmony 62
best mode of adjusting national 141
best part of fifteen minutes 99
best seen in sections stained 99
best ways to achieve results 41
best ways to protect against 81
best work of natural history 41
bill from the utility company 51
bill upon the foreign country 154
bits from the digital sources 128
bloc into the national treasury 54
blue eyes to express pleasure 63
boat from the germans boarded 49
boat from the thousand hostile 44
body from the anterior chamber 69
body from the general council 70
body from the harmful effects 170
body into an upright position 294
body into the anterior chamber 158
body into the central nervous 96
body into the correct position 67
body into the upright position 78
body into the vehicle because 59
body size of insular mammals 47
bone from the anterior surface 50
book from the british library 372
book from the library shelves 131
book from the mystery library 68
book into the general language 98
book when it finally appeared 53
book will be devoted largely 58
book will be largely devoted 71
born from the marriage between 57
born from the organic blended 80
born here of foreign parents 58
born lots of fairies swooped 44
boys from the grammar schools 44
boys from the primary schools 68
bread into the holiest symbols 76
break down the alliance between 42
break down the barrier against 121
break down the barrier between 5984
break down the borders between 69
break down the bridges against 78
break down the complex organic 376
break down the crystal lattice 55
break down the division between 1125
break down the dualism between 58
break down the language barrier 223
break down the organic material 506
break even the bravest spirits 55
break forth in pitiable regrets 61
break from the crowded columns 79
break from the regular routine 94
break into the natural history 169
break till the stranger brought 96
breath from the carriage windows 51
bred from my earliest infancy 87
bringing peace to central america 53
bringing peace to northern ireland 73
brings along the bravest virtues 45
brings into the national treasury 56
buys from the receiving country 139
