bacilli among patients with hiv 209
brought their languages with them 76
brought their politics with them 94
brought their problems with them 65
brought their religions with them 164
brought their servants with them 162
brought their verdicts with them 76
brought three divisions with him 42
brought young children with them 43
brought your appetite with you 71
buildings were restored and new 49
