baby should have his own 90
been lovely when she was 42
been mainly used for this 54
been marked down for its 47
been measuring coal all day 124
been merged into one and 56
been mutton hash that day 50
been neither good nor bad 156
been nights when she had 43
been nights when she was 69
been ousted from his job 67
been ousted from his seat 71
been packed more than two 40
been parted from her for 120
been parted from him and 41
been parted from him for 157
been parted from them for 58
been parted from you and 62
been parted when she was 55
been passed from one man 47
been passed into law and 92
been passed over and that 111
been passed over for his 49
been passed over for this 69
been passed over for two 43
been passed over had not 42
been passed over with but 64
been passed upon him and 68
been passed upon him for 151
been placed over his head 204
been placed ready for him 85
been placed there for her 134
been placed there for him 187
been placed there for his 128
been placed there for that 200
been placed there for them 61
been placed there for this 72
been placed there for use 44
been placed there long ago 60
been placed upon her head 99
been placed upon him and 52
been placed upon his head 279
been placed upon his own 64
been placed upon them and 59
been placed upon this earth 64
been played upon him and 53
been pleased when she had 60
been plunged into this war 67
been plunged over head and 62
been poised over his head 43
been poured into her ears 122
been poured into her lap 50
been poured into his ears 220
been poured over his head 95
been poured upon her for 47
been poured upon his head 109
been preaching among them that 51
been pressing upon him for 47
been pressing upon you are 42
been pretty busy with this 48
been pretty free and easy 63
been pretty free with his 48
been pretty hard for her 70
been pretty hard for him 45
been pretty hard for you 43
been pretty when she was 212
been proved once and for 69
been proved once for all 85
been proved safe for use 62
been proven safe for use 214
been pulled down and all 49
been pulled down and its 105
been pulled down and new 66
been pulled down and that 95
been pulled down long ago 537
been pulled from his bed 42
been pulled over her head 65
been pulled over his head 74
been pushed much too far 116
been quoted more than any 64
been raised during its long 106
been raised from death and 71
been reached among them for 54
been ridden hard and put 226
been ripped open and his 53
been roared into his ears 140
been rolled away and that 94
been roofed over with long 52
been roused from her bed 67
been roused from his bed 577
been sacked from her job 70
been sacked from his job 267
been searching high and low 438
been served upon him and 68
been signed into law and 50
been silent much too long 40
been sleeping like that for 79
been slowly making his way 64
been slowly making its way 193
been solved once and for 594
been solved once for all 109
been someone else and not 42
been someone else who had 171
been someone else who was 69
been something else that had 68
been something less than that 41
been something like that for 53
been something like this that 57
been something more than man 127
been something more than that 727
been something more than this 163
been something other than his 49
been something wrong with all 48
been something wrong with her 227
been something wrong with him 255
been something wrong with his 190
been something wrong with our 57
been something wrong with that 90
been something wrong with them 90
been something wrong with this 73
been something wrong with you 52
been spending more than they 94
been spending time with her 140
been spending time with him 106
been spending time with his 53
been spending time with you 44
been standing here all day 193
been standing here all this 54
been standing here for ten 75
been standing here for two 79
been standing here too long 100
been standing like that for 109
been standing like this for 65
been standing more than ten 44
been standing open all this 44
been standing there all day 99
been standing there all this 128
been standing there and how 46
been standing there for ten 63
been standing there for two 66
been standing there too long 102
been standing there was now 42
been standing there with her 83
been standing there with his 198
been standing when she had 46
been stated once for all 95
been stolen from her and 139
been stolen from him and 559
been stolen from him two 54
been stolen from his car 173
been stolen from his own 76
been stolen from them and 281
been struck down and was 41
been struck from his head 99
been stuffing your head with 61
been taught from day one 52
been taught when she was 56
been thought good for man 101
been thought safe that she 42
been through five long and 54
been through good and bad 52
been through hell and had 56
been through hell with her 45
been through many ups and 91
been through more than any 154
been through more than one 667
been through more than two 40
been through more than you 81
been through some ups and 47
been through thick and thin 1090
been through what she had 142
been through what she has 77
been through what they had 70
been through what you are 171
been training young men for 42
been treated well and had 45
been treated when she was 47
been tucked into bed and 47
been turned back and that 84
been turned down and that 202
been turned down for one 108
been turned into one big 57
been turned over for use 47
been twelve years old and 117
been twenty years ago and 79
been twenty years ago but 108
been twenty years ago that 166
been twenty years old and 79
been united into one law 67
been upside down and has 45
been vacant more than two 130
been washed away and that 140
been washed away and they 40
been washed away long ago 203
been watching over you all 47
been watching over you and 50
been watching over you for 54
been watching what was going 327
been widely held that this 80
been widely used and are 255
been widely used and can 65
been widely used and has 504
been widely used and its 51
been widely used and may 70
been widely used and was 56
been widely used both for 83
been widely used but are 70
been widely used but has 52
been widely used for both 268
been widely used for its 102
been widely used for that 61
been widely used for this 1261
been widely used for two 47
been without bread for two 44
been without food all day 150
been without food for one 45
been without food for six 118
been without food for two 532
been without rest too long 45
been without work for six 68
been without work for two 52
beer bottle over his head 66
beings appears among all low 137
beings become what they are 71
beings remain what they are 40
beings should have all its 102
beings should look and act 42
bent heavily over his long 47
best actions will not bear 162
best always when you are 49
best choice when you are 75
best cooked food that her 44
best friend when she was 188
best friend when you are 64
best italian tale that has 40
best learned from his own 117
best learned when they are 172
best pleased when they are 42
best served when they are 341
best tariff bill that has 115
best troops were cut off 60
bird voices there was now 262
blue cotton cloth for his 48
blue dashed past her and 40
blue sparks when you set 60
blue summer ocean far off 60
blue sweater over her head 52
blue velvet lining and its 72
blue velvet ones that are 61
boat moored there for our 96
boat slowly made its way 84
body should have his for 52
body should have its own 80
body should move that way 486
body should step out and 66
body weight from one leg 157
bold speech from one who 51
bony figure from her seat 90
book except those who are 48
book itself will not add 199
book offers what may with 45
book should find its way 182
book should help you get 50
book should help you with 44
book should leave you with 51
book without seeing that you 45
booth across from him and 42
bore heavily upon him and 43
born behind time and had 52
born neither good nor bad 315
born should open its yet 93
born without arms and with 47
boys twelve years old and 43
breath caught when she saw 218
breath sounds over both lung 67
bringing something into being that 49
busy signal when you dial 48
buying stocks when they are 201
