be absent for days together 116
by pressing his feet against 98
by pressing his finger against 57
by pressing his hand against 49
by pressing this horn against 42
by prussia and great britain 40
by pupils and their parents 166
by pupils and their teachers 50
by raphael and other artists 49
by raphael and other masters 81
by reducing its gold content 138
by removing him from command 82
by removing them from contact 40
by removing them from context 51
by removing them from society 67
by rubens and other artists 45
by samuel and orion clemens 48
by scurvy and other diseases 44
by second and third graders 70
by second and third parties 73
by shutting our eyes against 55
by simply going from village 185
by slaves for their masters 51
by slower and more painful 57
by snakes and wild animals 87
by someone for some purpose 98
by someone who knew exactly 135
by something far more precious 91
by something yet more strongly 55
by standing for days together 57
by strabo and other ancient 124
by strabo and other writers 107
by striking his foot against 51
by studying them from outside 40
by sudden death were usually 40
by swamps and deep ravines 52
by thrusting its arms forward 91
by tricking them into believing 44
by typhus and other diseases 47
by uttering one word against 70
by vanity and rash ambition 45
by visual and other sensory 68
by volume and page numbers 1418
by watching his body language 41
by watching how their parents 66
by william and mary against 109
by william and mary college 297
by william and paul paddock 194
by without too much trouble 103
by wolves and other animals 64
by younger and more radical 56
