back strengthened the case against 61
been documented by many writers 81
been documented by other studies 53
been documented in case reports 71
been documented in case studies 58
been documented in many species 125
been documented in many studies 609
been documented in north america 103
been documented in other research 69
been documented in other species 77
been documented in other studies 341
been documented in some studies 87
been duplicated in other studies 41
been elaborated by other writers 50
been emphasized by many critics 46
been emphasized by many workers 124
been emphasized by many writers 314
been emphasized by other writers 67
been emphasized by some writers 93
been emphasized in many studies 65
been encouraged by great britain 40
been encouraged by their parents 197
been encouraged by their success 105
been encouraged by their teachers 79
been encouraged in their efforts 70
been encouraged to come forward 52
been encouraged to look forward 73
been encouraged to work together 63
been enthusiastic in their support 106
been essentially the same religion 55
been fashionable in some circles 78
been forewarned of their arrival 46
been frightened to find herself 72
been frustrated in their attempt 148
been frustrated in their efforts 500
been guaranteed by great britain 124
been identified as having belonged 69
been identified as high priority 55
been identified as radio sources 60
been identified as risk factors 1180
been identified by many writers 61
been identified by other writers 48
been identified by some critics 81
been identified by some persons 44
been identified by some writers 247
been identified by their ability 131
been identified by their effects 44
been identified by their teachers 151
been identified in great britain 66
been identified in many species 170
been identified in many studies 140
been identified in many tissues 108
been identified in north america 221
been identified in other animals 41
been identified in other bacteria 50
been identified in other research 60
been identified in other species 164
been identified in other studies 243
been identified in other systems 50
been identified in other tissues 84
been identified in prior research 93
been identified in some species 103
been identified in some studies 161
been identified in south america 60
been identified in these studies 133
been implicated as risk factors 560
been implicated in birth defects 136
been implicated in case reports 54
been implicated in cell adhesion 53
been implicated in food poisoning 246
been implicated in many aspects 67
been implicated in many diseases 67
been implicated in many studies 41
been implicated in other studies 48
been implicated in some studies 127
been implicated in such diverse 74
been impossible to have avoided 74
been impossible to have brought 129
been impossible to have carried 275
been impossible to have guessed 43
been impossible to have secured 97
been impossible to have written 134
been impossible to hold loyalty 108
been indentured to other masters 45
been influenced by many factors 510
been influenced by many sources 53
been influenced by many western 68
been influenced by other factors 394
been influenced by other motives 75
been influenced by other sources 56
been influenced by other writers 77
been influenced by some general 59
been influenced by such factors 237
been influenced by such writers 44
been influenced by their contact 47
been influenced by their culture 42
been influenced by their example 40
been influenced by their opinions 54
been influenced by their parents 120
been influenced by these factors 135
been influenced by three factors 88
been influenced by your parents 58
been influenced in their decision 150
been influenced in their opinions 44
been instructed by their parents 142
been instructed in these matters 40
been instructed to hold himself 44
been instructed to make certain 72
been instructed to make contact 52
been instructed to take measures 61
been instructed to vote against 164
been interested in such matters 144
been interested in these matters 131
been interested in what happens 81
been interposed in vain against 103
been interwoven by some village 85
been introduced by arab traders 58
been introduced by pope gregory 49
been introduced by some popular 76
been introduced in great britain 143
been introduced in great numbers 64
been introduced in many european 61
been introduced in many schools 102
been introduced in most european 51
been introduced in north america 136
been introduced in some european 46
been introduced in some schools 95
been introduced to north america 429
been introduced to some gorgeous 118
been introduced to south america 55
been introduced to take account 261
been maintained at their expense 77
been maintained by great britain 73
been maintained by many writers 62
been maintained by some critics 72
been maintained by some persons 44
been maintained by some writers 443
been maintained in part because 48
been manifested in their faithful 44
been manumitted by their masters 119
been overlooked by many critics 41
been overlooked by many writers 127
been overlooked by most critics 66
been overlooked by most persons 41
been overlooked by most writers 222
been overlooked by other writers 108
been overlooked by some critics 57
been overlooked by some writers 74
been overlooked in many studies 47
been overlooked in most studies 60
been overlooked in other studies 43
been overlooked in past research 83
been overlooked or left obscure 72
been penetrated by their burrows 50
been persistent in their efforts 71
been postulated by many workers 47
been postulated by other workers 41
been postulated by some workers 48
been prejudiced in their defense 52
been privileged to work closely 134
been proclaimed by great britain 61
been productive of evil results 49
been productive of good effects 156
been productive of good results 653
been productive of great benefit 235
been productive of great results 173
been productive of great success 46
been productive of more benefit 81
been productive of more harmony 53
been productive of much benefit 293
been productive of some benefit 72
been prohibited to wage private 65
been pronounced by some critics 73
been pronounced by some writers 66
been pronounced the most perfect 102
been pronounced the most skilful 52
been pronounced the third greatest 52
been propagated in cell culture 51
been recognized as risk factors 73
been recognized as such because 76
been recognized by great britain 490
been recognized by many critics 68
been recognized by many persons 48
been recognized by many workers 156
been recognized by many writers 237
been recognized by most workers 45
been recognized by most writers 55
been recognized by other workers 78
been recognized by other writers 92
been recognized by some writers 53
been recognized in great britain 137
been recognized in many species 56
been recognized in many studies 60
been recognized in north america 162
been recognized in south america 45
been reconciled to their friends 45
been reconciled to these princes 68
been registered in great britain 88
been reinforced by early judicial 44
been reinforced by four thousand 51
been reinforced by other factors 52
been reinforced by three hundred 43
been reinforced by three thousand 67
been relentless in their efforts 43
been replicated by other studies 63
been replicated in many studies 196
been replicated in other studies 480
been reproduced in other studies 47
been restricted in their ability 100
been stimulated by many factors 44
been straitened in your convoys 50
been successful in bringing together 371
been successful in great britain 52
been successful in north america 64
been successful in other markets 52
been successful in part because 233
been successful in some respect 62
been successful in their attempt 209
been successful in their careers 172
been successful in their demands 46
been successful in their efforts 891
been successful in their purpose 42
been successful in their studies 74
been successful in these efforts 70
been successful in your efforts 56
been sufficient to have baffled 47
been sufficient to have brought 179
been sufficient to have carried 78
been sufficient to have enabled 106
been sufficient to have induced 114
been sufficient to have removed 46
been sufficient to have secured 146
been superseded by more complex 80
been superseded by more reliable 63
been superseded by other devices 52
been superseded by other systems 49
been suppressed by other speakers 55
been suppressed by pope clement 76
been surrounded by other friends 108
been terminated on those grounds 106
been traditional in great britain 40
been unconscious of having merited 45
been understood by some writers 48
been understood in great britain 42
been undertaken by great britain 59
been undertaken by many workers 42
been undertaken in great britain 100
been undertaken in north america 144
been undertaken so much against 62
been vanquished in three thousand 58
been vociferous in their demands 42
beings regardless of their culture 40
beings restrained of their natural 47
best authorities in such matters 42
best authorities on such matters 61
best calculated to curb restive 95
best calculated to give general 117
best combination of these factors 127
best compendium of your studies 46
best description of what happens 57
best explanation of their conduct 40
best incentives to good conduct 44
bird populations in north america 56
blue atmosphere of haze pervading 57
