be absolutely no question about 77
be recognized in current earnings 103
be registered as british ships 96
be registered as service marks 912
be remembered in history books 57
be reorganized as national banks 55
be responsive to citizen needs 58
be responsive to national needs 54
be responsive to popular needs 66
be responsive to rapidly changing 67
be responsive to student needs 96
be restrained in dreadful bonds 42
be restrained to rational action 216
be restricted in certain cases 51
be restricted to certain forms 42
be restricted to certain hours 134
be restricted to certain kinds 163
be restricted to certain parts 223
be restricted to certain people 43
be restricted to certain times 185
be restricted to certain types 274
be restricted to certain users 77
be restricted to extreme cases 41
be restricted to lawyers while 83
be restricted to matters which 79
be restricted to measures which 47
be restricted to persons whose 43
be restricted to spheres which 46
be scientific in applied social 87
be signalized by triumph rather 71
be simplified in certain cases 45
be solicitous to protect every 40
be sterilized by ethylene oxide 180
be sterilized in ethylene oxide 56
be successful in certain cases 73
be sufficient in certain cases 102
be sufficient to control blood 47
be sufficient to destroy every 54
be sufficient to dispose every 99
be sufficient to prevent sliding 84
be sufficient to prevent undue 59
be sufficient to prevent water 60
be sufficient to produce about 41
be sufficient to produce change 46
be sufficient to protect human 70
be sufficient to provide about 42
be sufficient to provide ample 101
be sufficient to qualify under 74
be sufficient to restore order 82
be sufficient to satisfy every 237
be sufficient to support growth 43
be summarized in general terms 285
be suppressed as tainted fruit 80
be surrounded by familiar faces 72
be surrounded by objects which 51
be surrounded by persons whose 72
be tantamount to admitting defeat 53
be tantamount to admitting guilt 43
be terminated by carotid sinus 101
be trademarks or service marks 9927
be translated at current rates 83
be translated at exchange rates 58
be understood as brought about 46
be understood as occurring within 141
be understood as operating within 145
be understood as referring either 263
be understood by careful study 55
be understood by national honor 56
be understood by natural reason 80
be understood by referring again 92
be understood by sympathy alone 45
be understood in aesthetic terms 69
be understood in broader terms 170
be understood in dynamic terms 118
be understood in general terms 312
be understood in material terms 74
be understood in natural terms 65
be understood in rational terms 157
be understood in secular terms 44
be understood in similar terms 490
be understood in western terms 60
be understood to include every 107
be understood to include goods 50
be understood to include social 51
be undertaken by private firms 133
be undertaken on priority basis 52
be undertaken to prevent large 45
be vulnerable to climate change 257
by appropriating the surplus value 56
by ascertaining the minimum skill 101
by brightness of heavenly light 89
by buttresses of peculiar forms 46
by characters of typical beauty 53
by comparison the sterner beauty 42
by concealment of material facts 129
by conformity to general rules 50
by constructing the following table 59
by contributing in however small 92
by deformation or rupture within 59
by destruction of alveolar walls 130
by discussions on variation under 49
by ejaculation of seminal fluid 40
by establishing the present royal 55
by establishing the supreme court 61
by evaporation of surface water 69
by evaporation to dryness under 44
by examination of amniotic fluid 202
by examination of stained smears 84
by examination of vaginal smears 61
by expressions of censure which 56
by expressions of concern about 55
by fanaticism or outward force 71
by federalizing the national guard 67
by foreigners in foreign ships 73
by gratuitous or onerous title 147
by hydrolysis of peptide bonds 84
by implementing the following steps 112
by measurement of arterial blood 164
by misconduct or neglect cause 68
by monopolizing the remaining stock 85
by multitudes the highest prize 71
by neutralizing the gastric juice 82
by perversions of judicial power 310
by principles of justice which 44
by providence to acquire human 136
by publication of private facts 69
by recipients of federal funding 99
by recipients of federal funds 392
by recollecting the following lines 49
by repetitions of certain words 81
by statements of escaped huron 63
by stimulation of certain parts 45
by stimulation of sensory nerve 162
by substituting the average value 57
by substituting the following words 76
by substituting the measured value 50
by substituting the optimum value 45
by superiority in similar vices 49
by superiority of natural gifts 50
by suppression of material facts 47
by triangulation of contour lines 59
by ultraviolet or visible light 161
by university of alabama press 282
by university of arizona press 205
by university of chicago press 2738
by university of florida press 52
by university of toronto press 2881
by university of virginia press 60
