ulcers occasionally occur 62
useful descriptive tools 83
useful development tools 113
useful development which 48
useful development would 87
useful differential point 121
useful discoveries about 123
useful discoveries might 41
useful discoveries which 390
useful discoveries would 53
useful distinctions about 134
useful distinctions which 106
useful distinctions within 59
useful employments which 54
useful enhancement would 45
useful enterprises which 62
useful experiences which 56
useful experiments which 84
useful explanations about 53
useful explanatory model 148
useful explanatory notes 183
useful explanatory power 91
useful explanatory tools 76
useful illustrated guide 59
useful improvement thereof 5721
useful improvement thereon 54
useful improvement which 91
useful improvement would 140
useful independent check 49
useful institutions which 260
useful instructions about 45
useful instructions which 118
useful instruments which 184
useful intermediate level 42
useful intermediate stage 135
useful intermediate steps 47
useful introduction which 144
useful mathematical model 495
useful mathematical tools 304
useful measurements could 55
useful modification would 58
useful noninvasive method 205
useful observations about 1140
useful observations could 94
useful observations might 59
useful observations which 211
useful organization which 43
useful pedagogical tools 118
useful performance index 72
useful personality tests 53
useful perspective about 67
useful perspective which 56
useful preliminary guide 157
useful preliminary stage 40
useful preliminary study 84
useful preparative method 62
useful propositions about 178
useful publications about 81
useful publications since 66
useful publications which 159
useful qualitative guide 108
useful qualitative method 83
useful relationship which 130
useful sociological study 53
useful speculations about 49
useful statistical method 111
useful statistical model 58
useful statistical tests 124
useful statistical tools 246
useful temperature limit 74
useful temperature ranges 274
useful transitional stage 50
useful transitional words 56
usurping legislative power 501
usurping monarchical power 47
utmost conceivable earthly 49
utmost conceivable limit 146
utmost conceivable state 155
utmost development which 51
utmost extremities rather 80
utmost illumination which 80
utmost importunity repeat 43
utmost pensiveness which 42
utmost permissible limit 53
utmost practicable limit 67
utmost practicable speed 112
utmost professional skill 83
utmost satisfaction which 45
utmost understanding appear 97
utopian communities based 48
utopian communities where 43
utopian communities which 104
utopian expectations about 55
utopian speculations about 46
uttering allegorical truths 42
uttering blasphemies about 43
uttering blasphemous words 63
uttering counterfeit bills 49
uttering counterfeit coins 71
uttering counterfeit money 829
uttering disagreeable truths 100
uttering exclamations which 66
uttering unpalatable truths 47
