had also branched out into 114
had been arrested that very 98
had been arrested two days 173
had been arrested two years 131
had been arrested with four 44
had been arrested with other 66
had been arrested with some 73
had been arrested with their 56
had been artfully put upon 43
had been assailed with great 57
had been assembling for some 60
had been asserted that there 47
had been asserted with good 57
had been assessed and paid 95
had been assessed too high 51
had been assigned and were 53
had been assigned for duty 75
had been assigned for reading 48
had been assigned for their 210
had been assigned had been 51
had been assigned him from 106
had been assigned our young 55
had been assigned that task 56
had been assigned them upon 93
had been assigned this duty 71
had been assigned this task 129
had been attached for debt 41
had been attached for many 138
had been attached for some 92
had been attached for years 102
had been attached had been 41
had been attacked and eaten 56
had been attacked and left 174
had been attacked and lost 40
had been attacked and made 41
had been attacked and many 52
had been attacked and shot 58
had been attacked and some 81
had been attacked and sunk 170
had been attacked and their 83
had been attacked and torn 45
had been attacked and were 128
had been attacked for having 42
had been attacked for some 40
had been attacked for their 85
had been attacked not only 54
had been attacked two days 65
had been attacked with great 96
had been attacked with such 62
had been attempting for some 236
had been attempting for years 130
had been attended not only 45
had been attended with even 42
had been attended with great 613
had been attended with loss 50
had been attended with many 349
had been attended with more 260
had been attended with much 854
had been attended with some 322
had been attended with such 1362
had been attended with very 169
had been awakened and kept 44
had been awakened and told 48
had been awakened and were 58
had been banished for ever 347
had been banished for five 41
had been banished for good 49
had been banished for having 45
had been banished for life 116
had been banished for many 49
had been banished for some 116
had been banished for their 224
had been banished for years 46
had been banished two years 52
had been bankrupt for many 58
had been baptized and were 207
had been baptized two years 49
had been baptized with fire 48
had been baptized with john 196
had been beautiful and clear 45
had been believed for many 60
had been believed for some 81
had been believed that such 43
had been believed that there 78
had been believed that these 44
had been believed that when 44
had been besieged for four 90
had been besieged for more 63
had been besieged for some 137
had been besieged for three 109
had been bestrewn with eggs 68
had been betrayed and sold 152
had been betrayed and their 51
had been betrayed and were 150
had been betrayed not only 53
had been betrothed for some 75
had been betrothed for years 49
had been borrowed and what 42
had been brighter and more 95
had been brutally put down 138
had been burdened with heavy 81
had been canceled for lack 46
had been captured and eaten 76
had been captured and held 1460
had been captured and kept 157
had been captured and made 266
had been captured and many 79
had been captured and most 100
had been captured and sent 690
had been captured and shot 834
had been captured and sold 478
had been captured and some 60
had been captured and sunk 68
had been captured and their 157
had been captured and there 71
had been captured and tied 43
had been captured and were 959
had been captured had been 94
had been captured two days 131
had been captured two years 117
had been captured with arms 79
had been captured with four 68
had been captured with some 43
had been captured with such 48
had been captured with their 97
had been careless and left 109
had been careless with their 93
had been celibate for over 53
had been celibate for years 41
had been censured for having 40
had been censured for making 41
had been censured for their 44
had been censured for want 52
had been cheerful but cold 49
had been cherishing for some 51
had been cherishing for years 59
had been children and threw 65
had been christian for many 49
had been christian for more 73
had been christian for some 67
had been churches and poor 326
had been closeted for some 98
had been collecting for many 257
had been collecting for more 141
had been collecting for over 63
had been collecting for some 333
had been collecting for years 479
had been combined with other 178
had been combined with those 114
had been commingled with other 48
had been compared with other 56
had been compared with their 47
had been compared with those 167
had been complete and most 253
had been complete for some 47
had been complied with prior 61
had been complied with when 59
had been composed and sent 40
had been composed for some 59
had been comrades for years 77
had been concealed and made 84
had been concealed for ages 74
had been concealed for many 44
had been concealed for some 134
had been concealed for years 45
had been conducting for many 50
had been conducting for some 108
had been conducting for years 70
had been confided was gone 47
had been confined for debt 160
had been confined for five 255
had been confined for four 111
had been confined for many 239
had been confined for more 204
had been confined for nine 56
had been confined for over 73
had been confined for some 588
had been confined for their 136
had been confined for three 232
had been confined for years 253
had been confined six years 44
had been confined two years 62
had been confused with other 66
had been confused with those 64
had been conscious all along 109
had been conscious and able 55
had been conscious for some 340
had been conscious how much 128
had been conscious that there 52
had been constant for many 42
had been consumed for fuel 44
had been consumed with anger 62
had been consumed with fire 244
had been contending all along 176
had been contending for four 48
had been contending for some 67
had been contending for their 108
had been contending for years 116
had been continuing for many 44
had been continuing for more 47
had been continuing for some 164
had been continuing his work 52
had been contriving for some 43
had been conversing for some 227
had been conversing with some 119
had been cordoned off from 84
had been credited with having 125
had been credited with more 93
had been credited with saving 69
had been crippled for life 255
had been crippled for years 59
had been darkened with those 126
had been deceived all along 74
had been deceived and lied 42
had been deceived and made 53
had been deceived and their 44
had been deceived and were 68
had been declared and paid 151
had been declared and there 44
had been declared two days 40
had been defended with such 79
had been deferred for some 46
had been deferred yet some 45
had been degraded for some 51
had been delicate for many 43
had been delicate for some 114
had been delirious for some 70
had been delivering for years 55
had been demanded and paid 57
had been demanded and what 60
had been demanded for years 70
had been denouncing for years 80
had been deported for their 40
had been deprived for many 98
had been deprived for more 99
had been deprived for some 103
had been deprived for such 46
had been deprived for their 43
had been deprived for years 66
had been deprived not only 264
had been derelict for some 42
had been derelict for years 80
had been descending for some 57
had been deserted and left 427
had been deserted for many 219
had been deserted for more 133
had been deserted for some 391
had been deserted for years 412
had been designed and laid 51
had been designed and made 335
had been designed and used 113
had been designed and were 69
had been designed for high 135
had been designed for just 200
had been designed for more 54
had been designed for only 74
had been designed for other 154
had been designed for some 87
had been designed for such 129
had been designed for their 97
had been designed for these 41
had been designed for those 42
had been designed not only 137
had been designed with great 70
had been designed with such 69
had been designed with their 50
had been desirous for some 55
had been desolate and full 40
had been destined all along 41
had been destined for angel 70
had been destined for holy 42
had been destined for some 52
had been detached and sent 277
had been detached and were 44
had been detached for duty 131
had been detached for other 52
had been detached for some 65
had been detailed for duty 246
had been detailed for work 45
had been detained and were 64
had been detained for five 75
had been detained for four 89
had been detained for many 52
had been detained for more 445
had been detained for over 161
had been detained for some 548
had been detained for their 50
had been detained for three 208
had been detained for years 58
had been detained two days 75
had been detained two years 46
had been dethroned for some 47
had been developing all along 54
had been developing for half 60
had been developing for many 510
had been developing for more 775
had been developing for over 504
had been developing for some 1770
had been developing for three 180
had been developing for years 615
had been developing his ideas 120
had been diagnosed two years 87
had been diagnosed with aids 2388
had been diagnosed with bone 54
had been diagnosed with early 68
had been diagnosed with full 44
had been diagnosed with heart 172
had been diagnosed with high 54
had been diagnosed with mild 61
had been diagnosed with some 84
had been diagnosed with type 78
had been diagnosed with what 97
had been directed for many 63
had been directed for some 66
had been directed for years 44
had been directed not only 134
had been disabled for life 111
had been disarmed and made 40
had been disarmed and sent 83
had been disarmed and their 64
had been disarmed and were 105
had been discussing for some 289
had been discussing for years 124
had been discussing this very 140
had been discussing with some 45
had been disturbing her during 52
had been divorced and were 65
had been divorced for five 275
had been divorced for four 302
had been divorced for many 298
had been divorced for more 162
had been divorced for nine 61
had been divorced for over 181
had been divorced for some 233
had been divorced for three 288
had been divorced for years 289
had been divorced six years 46
had been divorced ten years 67
had been divorced two years 179
had been dominant for many 49
had been dominant for more 78
had been dominant for over 45
had been dominant for some 47
had been doubtful all along 40
had been drenched with cold 40
had been drenched with rain 160
had been earmarked for other 55
had been educated and sent 51
had been educated and were 68
had been educated for some 67
had been educated for years 55
had been educated not only 75
had been educated with care 87
had been educated with great 151
had been effected not only 55
had been effected with great 48
had been effected with less 174
had been effected with much 117
had been effected with such 108
had been embalmed and kept 50
had been embalmed with such 85
had been employed and paid 87
had been employed and were 44
had been employed for ages 77
had been employed for five 322
had been employed for four 143
had been employed for half 112
had been employed for less 333
had been employed for many 910
had been employed for more 1146
had been employed for most 46
had been employed for nine 70
had been employed for only 394
had been employed for other 61
had been employed for over 357
had been employed for some 1834
had been employed for such 106
had been employed for their 154
had been employed for three 781
had been employed for years 508
had been employed had been 83
had been employed not only 96
had been employed ten years 52
had been employed two years 88
had been employed with great 93
had been employed with some 84
had been employed with such 93
had been encamped for some 246
had been endeavoring for some 88
had been endeavoring for years 46
had been enlarged and made 121
had been enlisted for only 85
had been enlisted for three 101
had been enriched for more 104
had been enslaved and sold 62
had been enslaved for debt 301
had been enthroned not only 47
had been entirely cut away 55
had been entirely hid from 64
had been entirely too much 294
had been entirely won over 210
had been equipped and sent 117
had been equipped for their 49
had been equipped with four 44
had been equipped with more 46
had been equipped with radio 69
had been equipped with some 87
had been equipped with such 73
had been equipped with these 49
had been equipped with three 95
had been esteemed too vast 42
had been estranged for many 230
had been estranged for more 42
had been estranged for over 43
had been estranged for some 203
had been estranged for years 397
had been examined and their 76
had been examined and were 90
had been examined for their 55
had been examined they were 49
had been examined with care 62
had been examined with great 43
had been examined with some 54
had been exchanged and were 46
had been exchanged for clear 47
had been exchanged for lord 58
had been exchanged for other 40
had been exchanged for shoes 81
had been exchanged for some 229
had been exchanged for those 91
had been excluded for many 47
had been excluded for some 41
had been executed and many 43
had been executed and more 60
had been executed and their 71
had been executed for having 87
had been executed for high 378
had been executed for rape 108
had been executed for some 118
had been executed for taking 62
had been executed for their 523
had been executed for trying 40
had been executed two days 56
had been executed two years 86
had been executed with great 93
had been executed with more 106
had been executed with such 155
had been executed with their 40
had been exercising his mind 97
had been exhibiting for some 61
had been expected all along 307
had been expected and there 54
had been expected and were 101
had been expected and what 86
had been expected for days 83
had been expected for many 121
had been expected for some 1488
had been expected for three 49
had been expected for years 101
had been expected that some 131
had been expected that there 168
had been expected that these 72
had been expected that when 42
had been expected with much 44
had been expelled and their 83
had been expelled for having 89
had been expelled for some 66
had been expelled for taking 50
had been expelled for their 117
had been expended for other 46
had been expounding for years 44
had been expressing for years 46
had been expressing his wish 44
had been extended and made 51
had been extended for five 105
had been extended for three 166
had been extended not only 54
had been fashioned with care 49
had been fermenting for some 99
had been fermenting for years 64
had been fermenting long prior 56
had been finished and done 105
had been finished and sent 156
had been finished and were 69
had been finished for some 235
had been finished two years 62
had been followed all along 60
had been followed for many 311
had been followed for more 507
had been followed for only 130
had been followed for over 90
had been followed for some 249
had been followed for three 57
had been followed for years 221
had been followed two years 54
had been followed with great 136
had been followed with keen 68
had been followed with such 67
had been forcibly put down 89
had been foreseen for some 277
had been foreseen for years 45
had been foreseen that such 104
had been fortifying for three 75
had been fortifying with great 47
had been frequent and heavy 96
had been frequent and very 81
had been friendly and even 65
had been friendly and kind 100
had been friendly for many 101
had been friendly for some 139
had been friendly for years 188
had been friendly with john 46
had been friendly with many 52
had been friendly with some 55
had been functioning for many 82
had been functioning for more 85
had been functioning for only 85
had been functioning for over 103
had been functioning for some 309
had been functioning for three 92
had been functioning for years 88
had been generating for some 52
had been generous and good 43
had been generous and kind 106
had been generous with their 142
had been governed for many 110
had been governed for more 95
had been governed for over 42
had been governed for some 41
had been governed for years 58
had been governed too much 109
had been governor for three 52
had been grateful for their 85
had been hammered out during 82
had been hammered out over 215
had been hampered not only 83
had been harassed for years 63
had been heedless and left 45
had been hesitating for some 58
had been hollowed out from 91
had been hollowed out into 158
had been hollowed out like 83
had been homeless for less 54
had been homeless for more 88
had been homeless for years 65
had been imagined that some 63
had been immersed for some 69
had been immersed for years 43
had been imminent for some 99
had been impaired for some 71
had been impeached for high 83
had been impeached ten years 103
had been implicit all along 242
had been imported and sold 209
had been imported and were 92
had been improved and made 66
had been improved and there 43
had been improved and were 56
had been inactive for many 97
had been inactive for more 123
had been inactive for over 69
had been inactive for some 245
had been inactive for years 137
had been inclined for more 83
had been increased and their 66
had been increased not only 54
had been incubating for some 86
had been incubating for years 62
had been incurred for their 78
had been indebted for many 104
had been indebted for much 103
had been indebted for some 57
had been indebted for such 42
had been indebted for their 550
had been indebted not only 128
had been indicted and were 64
had been indicted for drug 97
had been indicted for having 47
had been indicted for high 198
had been indicted for rape 60
had been indicted for some 47
had been indicted for taking 74
had been indicted for theft 62
had been indicted for their 67
had been indulged with leave 49
had been indulged with these 70
had been infected and were 51
had been infected with aids 221
had been infected with some 493
had been infected with these 42
had been infested with rats 40
had been informed and were 62
had been informed had been 104
had been informed not only 46
had been informed that cato 55
had been informed that during 63
had been informed that john 45
had been informed that lord 76
had been informed that many 226
had been informed that miss 45
had been informed that most 64
had been informed that none 40
had been informed that nothing 60
had been informed that only 163
had been informed that some 715
had been informed that such 430
had been informed that their 454
had been informed that there 2081
had been informed that these 263
had been informed that those 53
had been informed that three 119
had been informed that when 85
had been informed they were 218
had been informed too late 50
had been informed was their 81
had been informed with other 67
had been initiated and were 79
had been initiated two years 99
had been injected with live 40
had been injected with some 107
had been innocent all along 166
had been inspecting had been 51
had been inspired not only 83
had been instinct with life 63
had been insulted and even 48
had been intended all along 431
had been intended for other 72
had been intended for some 181
had been intended for such 74
had been intended for their 105
had been intended for very 227
had been intended not only 85
had been intended that there 92
had been intended that these 107
had been intended that when 49
had been interned for some 41
had been interned for three 46
had been interred with their 52
had been intimate all their 70
had been intimate for many 111
had been intimate for more 50
had been intimate for some 121
had been intimate for years 236
had been intimate with anne 41
had been intimate with lord 43
had been intimate with many 138
had been intimate with most 219
had been intimate with other 66
had been intimate with some 94
had been intriguing for some 44
had been invented and made 52
had been invented and used 227
had been invented and were 189
had been invented for some 41
had been invented for their 161
had been invented ten years 46
had been invested for some 66
had been invested with full 192
had been invested with some 115
had been invested with such 96
had been invested with their 81
had been invested with these 70
had been involved all along 86
had been involved for many 262
had been involved for more 126
had been involved for over 94
had been involved for some 320
had been involved for three 53
had been involved for years 289
had been involved had been 85
had been involved not only 90
had been involved with during 128
had been involved with john 57
had been involved with many 190
had been involved with more 196
had been involved with only 111
had been involved with other 287
had been involved with over 89
had been involved with some 268
had been involved with such 73
had been involved with their 141
had been involved with these 103
had been involved with those 47
had been involved with three 64
had been involved with were 71
had been involved with when 50
had been irritating its pink 61
had been isolated and their 51
had been isolated and were 56
had been isolated for many 68
had been isolated for more 42
had been isolated for some 72
had been isolated for years 52
had been knighted and made 67
had been knighted for their 44
had been knighted two years 50
had been languishing for many 40
had been languishing for some 154
had been languishing for years 171
had been launched and were 149
had been launched two years 104
had been launched with great 116
had been launched with such 185
had been manifest for some 89
had been martyred for their 156
had been meditating for many 52
had been meditating for some 293
had been meditating for three 46
had been meditating for years 82
had been mentally ill when 69
had been mentioned but once 63
had been mentioned with such 72
had been mistaken all along 158
had been mistaken for some 181
had been moderate and just 96
had been moribund for many 43
had been moribund for some 77
had been moribund for years 79
had been murdered and eaten 142
had been murdered and left 61
had been murdered and many 60
had been murdered and their 328
had been murdered and there 96
had been murdered for having 47
had been murdered for their 218
had been murdered had been 102
had been murdered near fort 64
had been murdered ten years 41
had been murdered two days 130
had been murdered two years 157
had been murdered with axes 47
had been murdered with their 43
had been neglecting for some 40
had been neglecting his duty 53
had been neglecting his work 66
had been negotiating for cold 71
had been negotiating for peace 83
had been negotiating for some 294
had been negotiating for years 55
had been notified and were 129
had been notified that lord 56
had been notified that their 113
had been notified that there 76
had been notorious for days 50
had been notorious for many 49
had been notorious for their 460
had been notorious for years 70
had been nurtured for many 48
had been nurtured for years 58
had been obscured for many 63
had been obscured for some 76
had been observed all along 126
had been observed and were 55
had been observed for ages 55
had been observed for many 368
had been observed for more 139
had been observed for only 87
had been observed for over 62
had been observed for some 490
had been observed for three 104
had been observed for years 89
had been observed not only 40
had been observed that many 84
had been observed that some 178
had been observed that there 126
had been observed that these 82
had been observed that when 201
had been observed with great 59
had been observed with other 48
had been observed with some 43
had been observed with what 131
had been obsessed for years 43
had been obsolete for many 61
had been obsolete for more 120
had been obsolete for some 83
had been obsolete for years 56
had been obtained and used 44
had been obtained and were 85
had been obtained both from 42
had been obtained for many 45
had been obtained for their 119
had been obtained for these 45
had been obtained had been 116
had been obtained they were 71
had been obtained with great 226
had been obtained with much 97
had been obtained with some 49
had been obtained with such 78
had been occupied and held 41
had been occupied and used 57
had been occupied for five 41
had been occupied for four 123
had been occupied for many 523
had been occupied for more 236
had been occupied for only 175
had been occupied for over 176
had been occupied for some 903
had been occupied for three 275
had been occupied for years 263
had been occupied not only 69
had been occupied two days 42
had been occupied with many 48
had been occupied with more 44
had been occupied with nothing 47
had been occupied with other 392
had been occupied with some 119
had been occupied with such 55
had been occupied with their 93
had been occupied with these 70
had been occupied with what 41
had been operated for many 111
had been operated for more 47
had been operated for some 152
had been operated for years 70
had been opposite each other 56
had been ordained and sent 54
had been ordained that there 84
had been organizing for years 44
had been otherwise and very 50
had been outlawed for debt 50
had been outlawed for having 67
had been outlawed for more 50
had been outlawed for some 50
had been outlawed for taking 53
had been outlined for their 72
had been overcast with rain 45
had been overlaid with gold 109
had been parceled out among 202
had been pardoned and were 54
had been pardoned for their 66
had been partially cut away 104
had been partners for many 51
had been partners for over 41
had been partners for some 47
had been partners for years 183
had been pensioned off from 50
had been pensioned off years 70
had been peppered with shot 94
had been perfecting for many 42
had been perfecting for years 43
had been performing for some 107
had been performing for years 125
had been performing his duty 46
had been pillaged and their 49
had been portioned out among 193
had been possible for many 143
had been possible for some 186
had been possible for such 92
had been possible for their 77
had been possible for these 90
had been possible for those 234
had been possible for three 171
had been powdered all over 46
had been powdered with gold 108
had been practicing all week 215
had been practicing for days 84
had been practicing for five 46
had been practicing for many 83
had been practicing for more 59
had been practicing for only 83
had been practicing for over 59
had been practicing for some 136
had been practicing for three 75
had been practicing for years 268
had been preceded and were 45
had been preceded for some 42
had been preceded had been 73
had been preceded not only 56
had been preceded two years 83
had been predicting all along 78
had been predicting for some 60
had been predicting for years 138
had been pregnant for five 100
had been pregnant for some 70
had been pregnant for three 161
had been pregnant with their 74
had been prepared all along 70
had been prepared and eaten 153
had been prepared and laid 85
had been prepared and left 141
had been prepared and made 186
had been prepared and ready 41
had been prepared and sent 261
had been prepared and there 99
had been prepared and used 66
had been prepared and were 478
had been prepared for anger 43
had been prepared for days 71
had been prepared for during 53
had been prepared for five 40
had been prepared for four 53
had been prepared for just 318
had been prepared for life 41
had been prepared for lord 108
had been prepared for many 237
had been prepared for more 378
had been prepared for much 179
had been prepared for only 107
had been prepared for other 84
had been prepared for over 85
had been prepared for rose 63
had been prepared for sale 80
had been prepared for some 882
had been prepared for such 1049
had been prepared for tears 45
had been prepared for their 2873
had been prepared for these 300
had been prepared for those 141
had been prepared for three 195
had been prepared for what 489
had been prepared for when 119
had been prepared for will 71
had been prepared for years 147
had been prepared had been 70
had been prepared not only 115
had been prepared they were 46
had been prepared two years 98
had been prepared with care 143
had been prepared with great 719
had been prepared with more 153
had been prepared with much 236
had been prepared with some 136
had been prepared with such 270
had been pretending all along 52
had been prevailing for some 40
had been preventing her from 54
had been preventing him from 62
had been proceeding for many 68
had been proceeding for more 146
had been proceeding for over 56
had been proceeding for some 803
had been proceeding for three 43
had been proceeding for years 44
had been proceeding with great 49
had been proceeding with their 42
had been procured and done 45
had been procured and sent 41
had been procured and were 51
had been procured with great 92
had been produced and sold 257
had been produced and there 41
had been produced and used 58
had been produced and were 127
had been produced for many 97
had been produced for some 89
had been produced for years 60
had been produced had been 48
had been produced two years 55
had been produced with great 219
had been produced with such 93
had been prolonged and more 60
had been prolonged far into 55
had been prolonged for five 48
had been prolonged for many 54
had been prolonged for more 51
had been prolonged for some 142
had been prolonged for three 68
had been promised aid from 49
had been promised and paid 46
had been promised and were 112
had been promised and what 84
had been promised for many 42
had been promised for some 83
had been promised for their 176
had been promised for years 84
had been promised had been 128
had been promised him from 92
had been promised him when 57
had been promised his life 142
had been promised not only 156
had been promised that nothing 45
had been promised that once 44
had been promised that their 251
had been promised that there 134
had been promised that these 45
had been promised that when 65
had been promised them during 44
had been promised them from 63
had been promised them were 47
had been promised them when 76
had been promised too much 102
had been promised two years 44
had been promoted and sent 46
had been promoted for their 77
had been prompted not only 73
had been properly and duly 49
had been proposed and even 50
had been proposed and used 52
had been proposed and were 48
had been proposed for many 83
had been proposed for some 71
had been proposed for their 102
had been proposed that there 102
had been proposed that these 58
had been proposed two years 109
had been protecting her from 48
had been protecting him from 52
had been protesting for years 50
had been provided and sent 350
had been provided and were 57
had been provided for during 79
had been provided for from 59
had been provided for just 69
had been provided for many 68
had been provided for more 129
had been provided for only 196
had been provided for some 88
had been provided for such 259
had been provided for their 1010
had been provided for these 146
had been provided for those 214
had been provided had been 63
had been provided not only 46
had been provided was very 70
had been provided with arms 130
had been provided with five 53
had been provided with food 345
had been provided with free 75
had been provided with good 116
had been provided with guns 45
had been provided with land 75
had been provided with maps 56
had been provided with more 304
had been provided with only 193
had been provided with seats 44
had been provided with some 312
had been provided with such 154
had been provided with their 144
had been provided with these 72
had been provided with three 115
had been provided with very 92
had been provided with work 47
had been publishing for some 41
had been publishing for years 49
had been punished for having 165
had been punished for some 206
had been punished for such 40
had been punished for taking 42
had been punished for their 718
had been punished for trying 47
had been punished for what 75
had been punished too much 40
had been purified and made 49
had been purified with fire 74
had been quarreling for years 59
had been quickening our pace 135
had been reassured that there 48
had been recalled and sent 45
had been received and laid 45
had been received and made 49
had been received and paid 159
had been received and sent 67
had been received and sold 43
had been received and their 53
had been received and there 51
had been received and used 49
had been received and were 307
had been received and what 143
had been received for many 103
had been received for more 137
had been received for some 86
had been received for their 91
had been received for three 44
had been received for years 46
had been received had been 72
had been received not only 169
had been received that some 80
had been received that there 139
had been received that very 145
had been received that were 40
had been received they were 51
had been received too late 568
had been received two days 115
had been received with deep 47
had been received with great 2192
had been received with high 160
had been received with loud 182
had been received with many 84
had been received with more 388
had been received with most 44
had been received with much 1151
had been received with open 634
had been received with some 207
had been received with such 719
had been received with very 92
had been received with warm 68
had been received with wild 41
had been recently cut down 308
had been recently cut from 44
had been recently put into 66
had been recorded and were 65
had been recorded for many 62
had been recorded for more 46
had been recruiting for some 50
had been referred that part 51
had been regarded for many 71
had been regarded for more 42
had been regarded for some 64
had been regarded for years 68
had been regarded not only 95
had been regarded with deep 55
had been regarded with great 91
had been regarded with more 86
had been regarded with much 100
had been regarded with some 178
had been regarded with such 47
had been regarded with very 70
had been rejected and were 56
had been rejected each time 50
had been rejected for lack 44
had been rejected for their 50
had been rejected had been 59
had been rejected not only 58
had been rejected two years 121
had been relieved and sent 109
had been relieved and were 80
had been remanded for trial 47
had been remarked that there 60
had been reminded that there 45
had been rendered far more 170
had been rendered for ever 41
had been rendered not only 50
had been rendered yet more 55
had been renowned for their 279
had been repaired and made 123
had been repaired and were 190
had been repelled with heavy 45
had been replaced with more 336
had been replaced with other 43
had been replaced with some 55
had been replaced with those 84
had been replaced with what 57
had been replaced with wood 44
had been reported all over 72
had been reported and laid 69
had been reported and lain 53
had been reported for many 52
had been reported for other 74
had been reported for some 128
had been reported for years 42
had been reported that many 43
had been reported that some 149
had been reported that there 251
had been reported with aids 91
had been repulsed all along 59
had been repulsed and were 81
had been repulsed with great 397
had been repulsed with heavy 1451
had been repulsed with loss 412
had been repulsed with some 145
had been repulsed with such 76
had been requesting for some 46
had been requesting for years 72
had been required for many 57
had been required for more 47
had been required for some 46
had been required for their 49
had been required had been 47
had been required not only 75
had been reserved for just 43
had been reserved for only 98
had been reserved for other 92
had been reserved for seed 41
had been reserved for some 155
had been reserved for such 102
had been reserved for their 347
had been reserved for these 89
had been reserved for those 228
had been resident for five 85
had been resident for less 71
had been resident for many 238
had been resident for more 137
had been resident for some 221
had been resident for three 52
had been restless and full 133
had been restless for some 137
had been restored and even 59
had been restored and made 55
had been restored and there 68
had been restored and were 121
had been restored with great 57
had been retained and were 44
had been retained for more 141
had been retained for some 83
had been retained with their 71
had been returned and were 42
had been returned for south 42
had been returned for trial 40
had been returned with such 48
had been reunited with their 248
had been reversed and there 41
had been reversed with those 53
had been rewarded for good 52
had been rewarded for their 715
had been rewarded with high 66
had been rewarded with land 72
had been rewarded with many 75
had been rewarded with more 86
had been rewarded with some 68
had been rewarded with such 67
had been rewarded with these 46
had been scarcely any rain 48
had been scarcely two years 80
had been scorched with fire 97
had been screened for their 42
had been screened off from 61
had been scrubbed with sand 43
had been scrubbed with soap 78
had been scuttled and sunk 138
had been secluded for some 64
had been secretly doing their 45
had been secretly won over 133
had been sectioned off into 73
had been selected and made 44
had been selected and sent 231
had been selected and their 45
had been selected and were 179
had been selected for duty 68
had been selected for high 278
had been selected for jury 59
had been selected for more 54
had been selected for some 117
had been selected for such 186
had been selected for their 1799
had been selected for these 123
had been selected for trial 121
had been selected for what 56
had been selected for work 76
had been selected not only 92
had been selected they were 44
had been selected with care 807
had been selected with great 372
had been selected with much 202
had been selected with some 60
had been seriously ill during 234
had been seriously ill from 70
had been seriously ill when 67
had been seriously set back 70
had been severely cut back 112
had been severely cut down 62
had been severely run down 44
had been severely set back 48
had been silenced for ever 106
had been silenced for some 40
had been silenced for want 77
had been silenced for years 45
had been siphoned off from 103
had been siphoned off into 122
had been slumbering for years 87
had been smoldering for many 40
had been smoldering for over 50
had been smoldering for some 218
had been smoldering for years 228
had been smuggled out from 41
had been snatched out from 75
had been softened and made 44
had been soldiers and were 74
had been somebody who knew 161
had been splashed all over 255
had been squeezed out from 44
had been stagnant for many 60
had been stagnant for some 82
had been stagnant for years 82
had been stagnating for some 43
had been stagnating for years 51
had been standard for many 47
had been startled and were 51
had been stationed all along 40
had been stationed all over 78
had been stationed for many 153
had been stationed for more 49
had been stationed for some 519
had been stationed for their 170
had been stationed for three 59
had been stationed for years 85
had been stationed two years 46
had been strained for many 150
had been strained for some 609
had been strained for years 178
