he and john the baptist 142
he can take to prevent 62
he can take up between 51
he can talk the language 41
he can talk to animals 60
he can talk to himself 97
he can tell me himself 51
he can tell us everything 43
he can tell us exactly 45
he can tell us himself 60
he can think of against 71
he can think of himself 408
he can think to himself 51
he can turn to account 222
he can view the behavior 40
he can walk by himself 71
he can walk the streets 58
he can work by himself 55
he can work in harmony 52
he did bore an impress 42
he did break the silence 53
he did come he brought 61
he did come in contact 99
he did come to believe 131
he did come to himself 41
he did during the following 60
he did during the previous 82
he did early in january 43
he did from the beginning 392
he did gain the support 42
he did have an ulterior 56
he did have an uncanny 78
he did have an unusual 55
he did have the ability 251
he did have the benefit 68
he did have the courage 186
he did have the decency 51
he did have the pleasure 66
he did have the support 147
he did just the reverse 72
he did know or believe 47
he did know the answers 40
he did leave the country 51
he did make an attempt 420
he did make the attempt 287
he did make the decision 58
he did make the following 127
he did make the journey 44
he did make the mistake 61
he did more to advance 116
he did more to destroy 48
he did more to develop 43
he did more to improve 52
he did more to promote 130
he did more to provoke 76
he did much to advance 1255
he did much to beautify 84
he did much to clarify 71
he did much to confirm 59
he did much to correct 113
he did much to destroy 79
he did much to develop 528
he did much to educate 49
he did much to elevate 149
he did much to enhance 71
he did much to enlarge 78
he did much to forward 133
he did much to improve 1250
he did much to increase 228
he did much to inspire 91
he did much to perfect 68
he did much to prepare 190
he did much to prevent 115
he did much to promote 1340
he did much to protect 60
he did much to provide 47
he did much to relieve 101
he did much to restore 422
he did much to support 47
he did much to sustain 45
he did nothing of himself 102
he did nothing to advance 122
he did nothing to attract 70
he did nothing to correct 562
he did nothing to counter 48
he did nothing to deserve 167
he did nothing to destroy 53
he did nothing to develop 86
he did nothing to disturb 142
he did nothing to enforce 68
he did nothing to enhance 40
he did nothing to improve 320
he did nothing to increase 66
he did nothing to justify 100
he did nothing to prepare 76
he did nothing to prevent 1107
he did nothing to promote 210
he did nothing to protect 187
he did nothing to provoke 133
he did nothing to recover 54
he did nothing to rectify 42
he did nothing to relieve 115
he did nothing to restore 47
he did nothing to satisfy 43
he did nothing to suggest 57
he did nothing to support 103
he did only he himself 66
he did over the weekend 101
he did pull the trigger 155
he did seem to believe 92
he did seem to possess 50
he did stop the payment 42
he did take the trouble 225
he did tell me several 52
he did think of himself 109
he did upon the occasion 47
he did upon the subject 99
he did want to believe 47
he did want to discuss 58
he did well to imitate 116
he did were so ordered 53
he did what he desired 47
he did what he usually 127
he did when he appeared 51
he did when he arrived 475
he did when he brought 99
he did when he decided 62
he did when he entered 330
he did when he finally 54
he did when he invited 41
he did when he married 137
he did when he offered 198
he did when he ordered 45
he did when he preached 44
he did when he realized 43
he did when he refused 75
he did when he started 289
he did when he stepped 96
he did when he visited 179
he did when he watched 61
he did when we started 45
he die unto the present 52
he does best is fantasy 47
he does come in contact 75
he does come to believe 48
he does give an account 87
he does good of himself 97
he does good to himself 53
he does harm to himself 43
he does have the ability 252
he does have the courage 41
he does make an attempt 170
he does make the attempt 71
he does make the following 106
he does nothing of himself 69
he does nothing to correct 76
he does nothing to deserve 68
he does nothing to explain 40
he does nothing to improve 103
he does nothing to increase 41
he does nothing to prevent 181
he does nothing to relieve 42
he does seem to believe 155
he does seem to suggest 157
he does speak of himself 79
he does take the trouble 65
he does think of himself 62
he does what he chooses 40
he does what is painful 89
he does when he arrives 47
he does when he becomes 43
he does wish to inflict 70
he fit into the picture 292
he get here so quickly 50
he get into it because 40
he goes along the balcony 64
he goes along the northern 56
he goes along the streets 91
he goes away to acquire 72
he goes away to college 188
he goes back in triumph 61
he goes back to america 105
he goes back to college 112
he goes back to germany 49
he goes down in history 160
he goes down to history 58
he goes forth to conquer 50
he goes into the bathroom 412
he goes into the bedroom 212
he goes into the country 444
he goes into the details 95
he goes into the factory 51
he goes into the kitchen 428
he goes into the library 68
he goes into the question 194
he goes into the service 80
he goes into the streets 64
he goes into the subject 102
he goes into the village 58
he goes into the witness 173
he goes over the history 44
he goes upon the streets 46
he got away as quickly 45
he got away to america 129
he got back he started 47
he got back to america 283
he got back to atlanta 65
he got back to bristol 54
he got back to britain 78
he got back to chicago 326
he got back to college 73
he got back to detroit 92
he got back to germany 155
he got back to himself 41
he got back to holland 40
he got back to houston 47
he got back to ireland 76
he got back to memphis 107
he got back to toronto 51
he got back to virginia 79
he got back to windsor 60
he got down to details 42
he got from the british 158
he got from the company 115
he got from the kitchen 41
he got from the library 69
he got from the natives 54
he got from the village 40
he got harm or benefit 46
he got hold of himself 802
he got home he started 71
he got home to windsor 63
he got into an obscure 50
he got into an omnibus 198
he got into it himself 49
he got into my pajamas 89
he got into no trouble 51
he got into the backseat 252
he got into the bathroom 63
he got into the bedroom 127
he got into the cabinet 58
he got into the carriage 1234
he got into the chamber 67
he got into the cockpit 77
he got into the company 292
he got into the country 162
he got into the current 40
he got into the highest 59
he got into the kitchen 163
he got into the machine 47
he got into the omnibus 41
he got into the passage 135
he got into the position 54
he got into the service 299
he got into the streets 81
he got into the subject 58
he got into the vehicle 105
he got into the village 93
he got leave of absence 327
he got onto the subject 280
he got over it quickly 116
he got over the effects 71
he got there he decided 56
he got there he noticed 59
he got there he realized 137
he got there he started 60
he got there he stopped 108
he got there so quickly 61
he got upon the subject 199
he got what he desired 60
he got when he married 45
he had also the ability 59
he had also the benefit 56
he had also the courage 63
he had also the custody 53
he had also the faculty 75
he had also the highest 175
he had also the pleasure 97
he had also the support 64
he had also the weakness 119
he had also to contend 395
he had also to prepare 52
he had also to protect 62
he had also to provide 229
he had also to satisfy 92
he had back the mastery 60
he had been an acolyte 50
he had been an acrobat 58
he had been an admiral 281
he had been an admired 40
he had been an admirer 552
he had been an adviser 263
he had been an alumnus 49
he had been an amateur 656
he had been an ancient 155
he had been an anglican 224
he had been an apostle 402
he had been an article 54
he had been an artisan 96
he had been an ascetic 45
he had been an attache 119
he had been an auditor 91
he had been an austrian 60
he had been an average 185
he had been an egyptian 78
he had been an elected 155
he had been an eminent 168
he had been an emperor 216
he had been an engineer 457
he had been an equally 52
he had been an escaped 62
he had been an especial 60
he had been an example 206
he had been an exchange 50
he had been an express 58
he had been an extreme 106
he had been an habitue 45
he had been an heretic 46
he had been an honored 178
he had been an idealist 80
he had been an imperial 41
he had been an inferior 55
he had been an infidel 143
he had been an inglorious 67
he had been an instant 291
he had been an intense 48
he had been an invalid 1082
he had been an invited 103
he had been an obscure 310
he had been an officer 4284
he had been an official 1298
he had been an olympic 70
he had been an orderly 98
he had been an orthodox 185
he had been an outcast 284
he had been an unhappy 89
he had been an unknown 248
he had been an unwilling 517
he had been an unwitting 138
he had been an upright 81
he had been as careful 203
he had been as cautious 79
he had been as faithful 256
he had been as familiar 81
he had been as perfect 40
he had been as roughly 182
he had been as shocked 46
he had been as welcome 148
he had been at bristol 42
he had been at college 463
he had been at columbia 57
he had been at fifteen 64
he had been at harvard 229
he had been at leisure 61
he had been at liberty 976
he had been at perfect 105
he had been at several 191
he had been at sixteen 79
he had been at teheran 45
he had been at trinity 65
he had been at unusual 77
he had been at variance 825
he had been at windsor 110
he had been by himself 240
he had been by richard 70
he had been he replied 46
he had been in advance 59
he had been in algiers 46
he had been in alliance 89
he had been in america 2245
he had been in arizona 71
he had been in atlanta 69
he had been in augusta 44
he had been in battles 70
he had been in beginning 180
he had been in belgium 94
he had been in bondage 55
he had been in boyhood 87
he had been in bristol 45
he had been in britain 261
he had been in british 151
he had been in cahoots 50
he had been in central 43
he had been in chicago 1135
he had been in civilian 156
he had been in classic 42
he had been in closest 45
he had been in college 1262
he had been in command 7077
he had been in company 1012
he had been in congress 706
he had been in contact 4095
he had been in control 523
he had been in council 44
he had been in country 50
he had been in custody 635
he had been in declining 60
he had been in denmark 41
he had been in despair 264
he had been in detroit 163
he had been in dispute 73
he had been in dresden 90
he had been in effecting 66
he had been in ephesus 139
he had been in everything 55
he had been in executing 79
he had been in extreme 80
he had been in florida 157
he had been in following 53
he had been in foreign 193
he had been in general 128
he had been in germany 928
he had been in glasgow 93
he had been in hamburg 87
he had been in harmony 43
he had been in harness 67
he had been in holland 232
he had been in houston 57
he had been in iceland 46
he had been in infancy 55
he had been in ireland 549
he had been in jamaica 78
he had been in january 115
he had been in matters 177
he had been in medical 41
he had been in memphis 57
he had been in montana 62
he had been in montreal 81
he had been in morocco 48
he had been in norfolk 43
he had been in october 78
he had been in official 57
he had been in perfect 518
he had been in plymouth 56
he had been in position 115
he had been in poverty 43
he had been in pretoria 40
he had been in previous 388
he had been in private 291
he had been in process 46
he had been in promoting 41
he had been in pursuit 454
he had been in question 46
he had been in receipt 411
he had been in regular 330
he had been in relation 91
he had been in rendering 77
he had been in repeated 107
he had been in schemes 42
he had been in service 624
he had been in several 571
he had been in shanghai 116
he had been in similar 149
he had been in singapore 67
he had been in slavery 59
he had been in supposing 67
he had been in supreme 87
he had been in surgery 45
he had been in sympathy 182
he had been in torment 52
he had been in toronto 56
he had been in trouble 1753
he had been in uniform 377
he had been in victory 62
he had been in vietnam 973
he had been in virginia 284
he had been in virtual 67
he had been my closest 42
he had been my comrade 50
he had been my husband 107
he had been my servant 78
he had been my student 54
he had been no stranger 141
he had been no student 40
he had been of counsel 92
he had been of service 459
he had been of unsound 45
he had been on arrival 52
he had been on circuit 103
he had been on familiar 128
he had been on general 40
he had been on himself 44
he had been on holiday 347
he had been on official 46
he had been on previous 156
he had been on service 49
he had been on several 222
he had been on vacation 284
he had been so adamant 156
he had been so advised 129
he had been so alarmed 124
he had been so annoyed 147
he had been so ashamed 63
he had been so assured 43
he had been so beloved 47
he had been so blessed 283
he had been so blinded 56
he had been so brought 49
he had been so careful 1101
he had been so carried 89
he had been so cautious 101
he had been so certain 484
he had been so charged 64
he had been so charmed 109
he had been so closely 1200
he had been so cruelly 644
he had been so devoted 257
he had been so distant 103
he had been so elected 56
he had been so eminent 59
he had been so enraged 171
he had been so exalted 47
he had been so excited 844
he had been so faithful 304
he had been so falsely 57
he had been so familiar 310
he had been so fatally 45
he had been so favored 141
he had been so focused 120
he had been so foolish 835
he had been so forward 86
he had been so gracious 142
he had been so grossly 187
he had been so guarded 40
he had been so happily 145
he had been so harshly 55
he had been so hastily 58
he had been so helpful 209
he had been so honored 158
he had been so hopeful 47
he had been so hostile 51
he had been so injured 130
he had been so largely 368
he had been so liberal 57
he had been so married 50
he had been so naughty 50
he had been so nervous 214
he had been so opposed 55
he had been so ordered 63
he had been so patient 358
he had been so pleasant 40
he had been so popular 136
he had been so pressed 130
he had been so quickly 97
he had been so rapidly 61
he had been so roughly 146
he had been so sharply 47
he had been so shocked 418
he had been so soundly 50
he had been so spoiled 155
he had been so stirred 47
he had been so strongly 298
he had been so stunned 96
he had been so thrilled 81
he had been so totally 72
he had been so touched 58
he had been so trained 122
he had been so unhappy 489
he had been so unlucky 149
he had been so unwilling 287
he had been so utterly 218
he had been so weakened 90
he had been so worried 916
he had been so wounded 41
he had been so wrapped 174
he had been the accused 41
he had been the adviser 97
he had been the apostle 233
he had been the arbiter 69
he had been the beloved 86
he had been the biggest 143
he had been the boldest 144
he had been the bravest 147
he had been the british 209
he had been the captain 380
he had been the central 305
he had been the champion 531
he had been the channel 157
he had been the closest 157
he had been the college 48
he had been the company 76
he had been the comrade 42
he had been the counsel 46
he had been the country 63
he had been the culprit 216
he had been the delight 46
he had been the despair 47
he had been the devoted 213
he had been the drummer 134
he had been the dullest 41
he had been the earliest 60
he had been the emperor 363
he had been the engineer 59
he had been the epitome 100
he had been the faithful 157
he had been the familiar 42
he had been the favored 118
he had been the firmest 128
he had been the foreman 44
he had been the founder 626
he had been the general 719
he had been the greatest 1082
he had been the guardian 104
he had been the heaviest 90
he had been the highest 143
he had been the honored 118
he had been the husband 282
he had been the imperial 43
he had been the injured 94
he had been the janitor 44
he had been the justest 62
he had been the kindest 87
he had been the largest 73
he had been the logical 70
he had been the loudest 153
he had been the manager 441
he had been the mediator 60
he had been the medical 42
he had been the monarch 74
he had been the national 45
he had been the natural 159
he had been the nominal 237
he had been the nominee 44
he had been the occasion 700
he had been the officer 304
he had been the official 508
he had been the offspring 108
he had been the partner 68
he had been the passive 58
he had been the patient 54
he had been the peculiar 56
he had been the perfect 278
he had been the picture 77
he had been the popular 104
he had been the preacher 47
he had been the preceding 762
he had been the presiding 106
he had been the previous 1679
he had been the primary 196
he had been the private 114
he had been the product 56
he had been the prophet 82
he had been the protege 139
he had been the regular 68
he had been the reverse 54
he had been the richest 85
he had been the ringleader 238
he had been the scourge 185
he had been the servant 227
he had been the soldier 68
he had been the spoiled 107
he had been the steward 45
he had been the student 54
he had been the subject 5347
he had been the superior 103
he had been the supreme 234
he had been the trusted 203
he had been the typical 47
he had been the unhappy 58
he had been the unwilling 180
he had been the unwitting 207
he had been the vehicle 61
he had been the veriest 86
he had been the village 73
he had been the virtual 111
he had been the vulture 60
he had been the witness 429
he had been the youngest 767
he had been to acquire 83
he had been to america 440
he had been to believe 167
he had been to certain 52
he had been to chicago 75
he had been to collect 68
he had been to college 855
he had been to consult 103
he had been to deliver 58
he had been to destroy 49
he had been to examine 63
he had been to general 138
he had been to germany 165
he had been to harvard 100
he had been to himself 99
he had been to iceland 53
he had been to imagine 134
he had been to inquire 55
he had been to inspect 62
he had been to ireland 56
he had been to observe 44
he had been to perform 64
he had been to prevent 103
he had been to receive 313
he had been to several 231
he had been to suppose 42
he had been to suspect 40
he had been to vietnam 97
he had been to welcome 44
he had been to worship 59
he had been up against 363
he had been up several 46
he had best be careful 58
he had come as quickly 43
he had come by degrees 72
he had come by himself 88
he had come in advance 58
he had come in company 50
he had come in contact 5801
he had come in pursuit 57
he had come in quietly 54
he had come on account 48
he had come on purpose 433
he had come so quickly 90
he had come the previous 108
he had come to abolish 91
he had come to achieve 60
he had come to acquire 238
he had come to address 162
he had come to america 3395
he had come to approve 62
he had come to arizona 68
he had come to atlanta 72
he had come to baghdad 60
he had come to believe 12749
he had come to bristol 57
he had come to britain 202
he had come to british 48
he had come to capture 75
he had come to castile 125
he had come to certain 182
he had come to cherish 320
he had come to chicago 1073
he had come to collect 731
he had come to college 224
he had come to comfort 233
he had come to command 110
he had come to conduct 413
he had come to confess 106
he had come to confide 57
he had come to confirm 48
he had come to congress 90
he had come to connect 40
he had come to conquer 436
he had come to console 87
he had come to consult 621
he had come to control 196
he had come to convert 190
he had come to declare 121
he had come to delight 95
he had come to deliver 1017
he had come to deserve 55
he had come to despair 165
he had come to despise 940
he had come to destroy 523
he had come to detroit 105
he had come to develop 125
he had come to discern 115
he had come to discuss 1213
he had come to dislike 864
he had come to disturb 71
he had come to dresden 60
he had come to embrace 219
he had come to enforce 62
he had come to espouse 88
he had come to examine 288
he had come to exchange 42
he had come to execute 108
he had come to explain 142
he had come to explore 107
he had come to expound 77
he had come to express 203
he had come to florida 166
he had come to fulfill 346
he had come to germany 277
he had come to glasgow 48
he had come to hamburg 125
he had come to harvard 132
he had come to himself 1093
he had come to holland 102
he had come to imagine 138
he had come to implore 53
he had come to include 50
he had come to inhabit 221
he had come to inquire 386
he had come to inspect 322
he had come to ireland 458
he had come to jamaica 49
he had come to justify 46
he had come to lecture 178
he had come to leipzig 71
he had come to manhood 178
he had come to memphis 53
he had come to montana 62
he had come to montreal 44
he had come to observe 216
he had come to perform 277
he had come to possess 395
he had come to prepare 153
he had come to present 171
he had come to preside 155
he had come to prevent 95
he had come to promise 44
he had come to promote 49
he had come to propose 282
he had come to protect 456
he had come to protest 89
he had come to question 683
he had come to receive 437
he had come to reclaim 107
he had come to recover 102
he had come to recruit 51
he had come to redress 367
he had come to reflect 73
he had come to relieve 317
he had come to replace 150
he had come to request 261
he had come to require 45
he had come to respect 2204
he had come to restore 464
he had come to shanghai 90
he had come to singapore 55
he had come to solicit 169
he had come to success 40
he had come to suggest 53
he had come to support 425
he had come to surpass 45
he had come to suspect 546
he had come to testify 74
he had come to torment 98
he had come to toronto 69
he had come to treasure 100
he had come to tuscany 46
he had come to victory 41
he had come to vietnam 261
he had come to virginia 257
he had come to welcome 271
he had come to windsor 94
he had come to witness 245
he had come to worship 421
he had come up against 1485
he had dealt so plainly 63
he had died by violence 138
he had died in harness 54
he had died in infancy 112
he had died in january 95
he had died in october 50
he had died in poverty 81
he had died of cholera 142
he had died of illness 71
he had died of natural 429
he had died of poisoning 49
he had died of typhoid 136
he had died or retired 50
he had died the previous 374
he had done an immense 93
he had done an immoral 67
he had done at college 98
he had done at harvard 73
he had done at previous 68
he had done by himself 83
he had done by letters 90
he had done in america 230
he had done in castile 56
he had done in chicago 109
he had done in civilian 42
he had done in college 195
he had done in congress 50
he had done in defending 50
he had done in everything 51
he had done in florida 59
he had done in galilee 57
he had done in germany 321
he had done in holland 157
he had done in ireland 234
he had done in january 92
he had done in october 94
he had done in preceding 62
he had done in preparing 65
he had done in previous 701
he had done in private 56
he had done in promoting 46
he had done in relation 201
he had done in respect 139
he had done in several 185
he had done in similar 143
he had done in support 46
he had done in vietnam 172
he had done in virginia 191
he had done it according 47
he had done it against 67
he had done it because 906
he had done it himself 1814
he had done it several 82
he had done me justice 51
he had done no miracle 49
he had done no research 81
he had done no violence 2153
he had done of himself 60
he had done on himself 48
he had done on occasion 51
he had done on previous 764
he had done on several 410
he had done on similar 66
he had done or omitted 141
he had done or written 56
he had done so according 45
he had done so against 108
he had done so because 4262
he had done so frankly 114
he had done so himself 316
he had done so largely 51
he had done so several 112
he had done so willingly 50
he had done the athenians 71
he had done the correct 158
he had done the country 220
he had done the emperor 243
he had done the greatest 113
he had done the grounds 49
he had done the journey 83
he had done the preceding 952
he had done the previous 2436
he had done the research 200
he had done to achieve 49
he had done to advance 89
he had done to british 83
he had done to captain 42
he had done to deserve 2081
he had done to destroy 76
he had done to forfeit 98
he had done to herself 76
he had done to himself 1024
he had done to improve 198
he had done to increase 51
he had done to ireland 66
he had done to jericho 167
he had done to justify 57
he had done to mankind 50
he had done to prepare 109
he had done to prevent 197
he had done to procure 41
he had done to produce 47
he had done to promote 176
he had done to protect 138
he had done to provoke 239
he had done to religion 85
he had done to restore 71
he had done to several 54
he had done to society 51
he had done to support 51
he had done to warrant 143
he had during the preceding 132
he had during the previous 338
he had eaten at plymouth 102
he had eaten the previous 82
he had eaten to improve 46
he had ever at command 165
he had faith in himself 515
he had faith to believe 216
he had felt an impulse 54
he had felt an increasing 87
he had felt an instant 45
he had felt an intense 98
he had felt an unusual 48
he had felt at liberty 119
he had felt in himself 167
he had felt it himself 134
he had felt no anxiety 51
he had felt no impulse 86
he had felt no scruple 62
he had felt so acutely 41
he had felt so ashamed 62
he had felt so certain 119
he had felt so nervous 46
he had felt so relaxed 83
he had felt so strongly 348
he had felt the absence 47
he had felt the deepest 65
he had felt the effects 90
he had felt the greatest 184
he had felt the illusion 45
he had felt the impulse 101
he had felt the previous 161
he had felt the stirrings 40
he had felt the weakness 47
he had felt to believe 41
he had fits of reverie 42
he had fled on account 163
he had fled the capital 44
he had fled the country 842
he had fled to america 160
he had fled to germany 79
he had fled to holland 79
he had from king charles 54
he had from my sleeves 59
he had from the beginning 5166
he had from the doctors 48
he had from the earliest 80
he had from the emperor 67
he had gone by himself 111
he had gone in advance 69
he had gone in company 166
he had gone in january 51
he had gone in october 43
he had gone in pursuit 295
he had gone on account 240
he had gone on believing 49
he had gone on following 75
he had gone on holiday 128
he had gone on private 40
he had gone on retreating 53
he had gone on several 80
he had gone on vacation 140
he had gone so swiftly 43
he had gone the previous 174
he had gone to address 94
he had gone to algiers 50
he had gone to america 1355
he had gone to antwerp 99
he had gone to atlanta 76
he had gone to belfast 126
he had gone to belgium 46
he had gone to bologna 40
he had gone to captain 50
he had gone to central 58
he had gone to chicago 471
he had gone to collect 447
he had gone to college 2635
he had gone to columbia 125
he had gone to comfort 94
he had gone to concert 57
he had gone to conduct 124
he had gone to congress 108
he had gone to consult 541
he had gone to convert 48
he had gone to cornell 40
he had gone to deliver 313
he had gone to deposit 51
he had gone to detroit 73
he had gone to discuss 136
he had gone to examine 138
he had gone to exploit 73
he had gone to explore 41
he had gone to florida 170
he had gone to general 78
he had gone to germany 702
he had gone to glasgow 104
he had gone to hamburg 44
he had gone to hanover 75
he had gone to harvard 393
he had gone to holland 154
he had gone to inquire 86
he had gone to inspect 303
he had gone to ireland 410
he had gone to jamaica 83
he had gone to jericho 45
he had gone to lecture 162
he had gone to leghorn 88
he had gone to medical 133
he had gone to memphis 70
he had gone to montreal 201
he had gone to observe 112
he had gone to perfect 51
he had gone to perform 85
he had gone to plymouth 43
he had gone to prepare 262
he had gone to present 98
he had gone to preside 47
he had gone to private 41
he had gone to procure 116
he had gone to protect 53
he had gone to protest 57
he had gone to question 57
he had gone to receive 637
he had gone to recover 269
he had gone to recruit 225
he had gone to relieve 121
he had gone to restore 86
he had gone to several 78
he had gone to shanghai 49
he had gone to singapore 53
he had gone to solicit 239
he had gone to southern 42
he had gone to support 150
he had gone to vietnam 340
he had gone to virginia 177
he had gone to welcome 153
he had gone to windsor 61
he had gone to witness 73
he had gone to worship 159
he had gone up against 106
he had half the buttons 88
he had heard an account 94
he had heard an unusual 54
he had heard in america 76
he had heard in germany 71
he had heard in ireland 48
he had heard in private 66
he had heard it himself 163
he had heard it recited 58
he had heard it repeated 48
he had heard it rumored 85
he had heard it several 50
he had heard my prayers 50
he had heard my question 72
he had heard my thoughts 92
he had heard of british 42
he had heard of captain 137
he had heard of certain 148
he had heard of colonel 43
he had heard of general 64
he had heard of himself 57
he had heard of lodgers 63
he had heard of persons 101
he had heard of several 208
he had heard of similar 128
he had heard or divined 80
he had heard or guessed 42
he had heard the account 112
he had heard the accused 78
he had heard the apostle 119
he had heard the british 118
he had heard the captain 133
he had heard the clatter 63
he had heard the colonel 47
he had heard the command 139
he had heard the comment 52
he had heard the counsel 51
he had heard the deceased 148
he had heard the decision 114
he had heard the details 154
he had heard the dialogue 51
he had heard the distant 194
he had heard the familiar 57
he had heard the following 215
he had heard the general 168
he had heard the highest 60
he had heard the history 64
he had heard the message 207
he had heard the officer 90
he had heard the ominous 74
he had heard the opinions 109
he had heard the prayers 75
he had heard the preacher 56
he had heard the preceding 254
he had heard the previous 454
he had heard the promise 63
he had heard the prophet 237
he had heard the question 535
he had heard the remarks 53
he had heard the reports 131
he had heard the request 125
he had heard the sailors 43
he had heard the servant 53
he had heard the stories 556
he had heard the stranger 63
he had heard the subject 73
he had heard the verdict 53
he had heard the whisper 63
he had heard the whistle 115
he had held an inquest 149
he had held an official 55
he had held in reserve 471
he had held it together 45
he had held no command 51
he had held no official 52
he had held no previous 45
he had held so tightly 57
he had held the balance 71
he had held the command 83
he had held the country 55
he had held the following 148
he had held the highest 240
he had held the language 101
he had held the offices 91
he had held the position 782
he had held the preceding 218
he had held the present 77
he had held the previous 83
he had held the tyranny 47
he had john the baptist 47
he had kept an account 198
he had kept in contact 134
he had kept in reserve 551
he had kept it between 58
he had kept it himself 55
he had kept no account 64
he had kept no records 44
he had kept no secrets 50
he had kept on following 73
he had kept the company 51
he had kept the country 272
he had kept the history 44
he had kept the letters 81
he had kept the position 60
he had kept the promise 169
he had kept to himself 1446
he had laid an embargo 118
he had laid on himself 151
he had laid the greatest 42
he had laid the picture 67
he had laid up against 42
he had laid up treasure 47
he had lain in comfort 52
he had last the pleasure 40
he had leave of absence 326
he had left at ephesus 43
he had left by mistake 40
he had left in algiers 48
he had left in america 157
he had left in command 877
he had left in disgust 106
he had left in germany 165
he had left in ireland 128
he had left in january 53
he had left in october 43
he had left in perfect 69
he had left in reserve 118
he had left in storage 50
he had left in virginia 128
he had left it because 57
he had left it outside 50
he had left it several 47
he had left no address 164
he had left no message 198
he had left no written 55
he had left of himself 46
he had left on account 62
he had left on deposit 53
he had left so quickly 65
he had left the academy 164
he had left the address 99
he had left the admiral 138
he had left the affairs 47
he had left the athenians 129
he had left the bedroom 85
he had left the bicycle 79
he had left the british 135
he had left the cabinet 205
he had left the capital 429
he had left the captain 151
he had left the carcass 46
he had left the carriage 161
he had left the catholic 322
he had left the chamber 144
he had left the cockpit 183
he had left the college 324
he had left the command 409
he had left the company 602
he had left the congress 144
he had left the convent 42
he had left the cottage 138
he had left the council 162
he had left the country 3798
he had left the decision 131
he had left the details 62
he had left the duchess 51
he had left the emperor 92
he had left the factory 74
he had left the familiar 44
he had left the foreign 81
he had left the furthest 48
he had left the general 105
he had left the greatest 53
he had left the griffin 41
he had left the grounds 43
he had left the impress 76
he had left the imprint 45
he had left the islands 51
he had left the kitchen 176
he had left the library 149
he had left the machine 136
he had left the medical 50
he had left the message 102
he had left the national 50
he had left the nursery 65
he had left the officer 41
he had left the partner 68
he had left the passage 59
he had left the patient 62
he had left the picture 51
he had left the position 79
