hair fell in luxuriant tresses 59
have been so violently excited 87
have been so violently opposed 84
have been the approach adopted 51
have been the benefits derived 61
have been the boundary between 279
have been the commanding officer 95
have been the commonly adopted 54
have been the conflict between 112
have been the conscious purpose 105
have been the constant objects 97
have been the constant subject 190
have been the constant victims 53
have been the contract between 40
have been the contrast between 360
have been the critical element 44
have been the critical factors 110
have been the critical variable 120
have been the decisive element 132
have been the decisive factors 290
have been the disputes between 55
have been the distance between 103
have been the domestic manners 53
have been the dominant concern 86
have been the dominant element 348
have been the dominant factors 287
have been the dominant features 93
have been the dominant figures 42
have been the dominant motives 45
have been the dominant partner 161
have been the dominant pattern 86
have been the dominant players 55
have been the dominant process 95
have been the dominant religion 60
have been the dominant sources 53
have been the dominant species 67
have been the dominating factors 65
have been the economic effects 63
have been the enormous increase 46
have been the essential element 113
have been the essential features 81
have been the eventual outcome 72
have been the expected outcome 40
have been the favorite victims 114
have been the financial results 58
have been the foremost champion 102
have been the frequent subject 390
have been the frequent targets 59
have been the frequent victims 46
have been the fruitful parents 49
have been the fruitful sources 42
have been the happiest moments 47
have been the helpless victims 79
have been the immediate effects 65
have been the immediate objects 72
have been the immediate occasion 588
have been the immediate prompting 48
have been the immediate results 119
have been the indirect effects 43
have been the indirect occasion 43
have been the innocent occasion 94
have been the innocent victims 232
have been the interval between 80
have been the mediators between 52
have been the military command 126
have been the motivating factors 141
have been the original capital 52
have been the original country 40
have been the original designs 94
have been the original founder 132
have been the original function 102
have been the original habitat 66
have been the original impetus 58
have been the original impulse 63
have been the original language 369
have been the original location 63
have been the original material 55
have been the original motives 86
have been the original nucleus 81
have been the original objects 49
have been the original occasion 63
have been the original pattern 50
have been the original position 113
have been the original process 44
have been the original purpose 545
have been the original religion 111
have been the original sources 43
have been the original subject 44
have been the original surface 53
have been the overriding concern 87
have been the pressure brought 50
have been the prevailing religion 59
have been the probable effects 64
have been the probable outcome 65
have been the probable results 116
have been the relations between 598
have been the relative position 59
have been the severest critics 54
have been the simplest solution 133
have been the smallest persons 58
have been the solutions offered 40
have been the specific gravity 129
have been the strongest because 45
have been the strongest pillars 66
have been the struggle between 62
have been the twentieth century 47
have been the twentieth chapter 58
have been the ultimate outcome 98
have been the ultimate purpose 49
have been the ultimate results 49
have been the underlying factors 42
have been the underlying motives 41
have been the unspoken thoughts 40
have been the wretched victims 93
have been thy failures hitherto 169
have been to children allowed 46
have come in frequent contact 53
have come in intimate contact 74
have come in personal contact 244
have come to associate certain 106
have come to christian baptism 46
have come to dominate certain 73
have come to dominate current 46
have come to dominate foreign 40
have come to dominate national 63
have come to dominate popular 54
have come to dominate society 47
have come to dominate western 170
have come to somewhat similar 46
have died in military service 47
have done an enormous service 46
have done me infinite service 49
have done no original research 50
have during the twentieth century 47
have felt the conflict between 54
have felt the contrast between 199
have felt the sensible quality 85
have felt the terrible effects 74
have flat or inverted nipples 91
have from the fifteenth century 45
have from the thirteenth century 41
have gone so directly counter 40
have gone to enormous expense 101
have gone to enormous trouble 69
have gone to original sources 111
have heard by terrible example 63
have heard it objected against 128
have heard it publicly preached 100
have heard the christian message 49
have heard the comments regarding 42
have heard the commotion because 40
have heard the evidence against 107
have heard the princess declare 146
have held the dominant position 50
have held the peruvians together 116
have here no immediate concern 46
have here the contrast between 66
have just the opposite effects 151
have just the opposite pattern 106
have just the opposite problem 408
have just the opposite results 56
have kept an accurate account 68
have kept my accounts exactly 156
have kept the wretched suitors 49
have left no distinct records 45
have left the cardinal virtues 45
have left the direction tracked 70
have left the strongest impress 40
have lost the adhesive quality 49
have made an abortive attempt 52
have made an enormous advance 83
have made an enormous fortune 88
have made an enormous mistake 83
have made an informed decision 279
have made an innocent mistake 60
have made an interest payment 69
have made no progress against 66
have made no progress towards 251
have made no provision against 126
have made the abundant verdure 54
have made the complete circuit 80
have made the conscious decision 244
have made the contrast between 67
have made the distance between 52
have made the finished picture 82
have made the likeness familiar 90
have made the opposite decision 85
have made the opposite mistake 76
have made the overland journey 45
have made the perilous journey 45
have made the relations between 95
have made the smallest attempt 45
have made the struggle against 40
have made the subtlest workman 81
have made the terrible mistake 73
have made the twentieth century 189
have made to american culture 150
have made to american history 40
have made to american society 117
have many an agreeable reverie 98
have meant an enormous increase 47
have mild to moderate degrees 54
have mild to moderate dementia 82
have next to consider certain 51
have nothing to complain against 74
have nothing to reproach herself 100
have nothing to reproach himself 385
have nothing to struggle against 45
have only an advisory function 139
have only an auxiliary function 55
have only an external relation 53
have only an indirect relation 402
have only to indicate briefly 50
have only to multiply together 42
have paid my promised account 67
have paid the faithless plumber 95
have paid the required tribute 103
have paid the smallest respect 52
have seen an affinity between 52
have seen an american general 68
have seen an american soldier 42
have seen an enormous increase 436
have seen an increased concern 40
have seen no conflict between 55
have seen of business success 129
have seen the conflict between 76
have seen the contrast between 171
have seen the finished product 103
have seen the happiest effects 63
have seen the happiest results 53
have seen the horrible creature 45
have seen the negative effects 43
have seen the parallel between 46
have seen the positive effects 76
have seen the positive results 80
have seen the relations between 58
have seen the roughest service 92
have seen the struggle between 58
have such an accurate picture 44
have such an antipathy against 44
have such an attitude towards 66
have such an intimate relation 65
have sunk or seriously damaged 84
have time to acquaint himself 40
have time to assemble together 60
have time to manifest himself 41
have time to properly prepare 59
have told my intended husband 45
have upon the relations between 107
have used an approach similar 61
have used the contrast between 49
have used the einstein relation 45
have used the feminine pronoun 72
have used the narration chiefly 102
have used the personal pronoun 49
have used the shorthand notation 100
have used the standard deviation 73
have used the standard notation 69
have used to describe herself 41
have what the minstrel refuses 64
having been in immediate contact 98
having been in intimate contact 44
having been in rebellion against 61
having been the immediate occasion 80
having been the innocent occasion 66
having heard the evidence adduced 108
having made an abortive attempt 58
having made the complete circuit 113
having made the grimmest carnage 44
having seen the beautiful plumage 45
having time to exercise himself 40
healing done in christian science 47
healing work of christian science 220
health care in american society 182
health care of disaster victims 83
health care to hispanic clients 49
health during the twentieth century 88
health must be balanced against 41
heard from an adjacent chamber 58
heard upon the advanced parties 97
heard upon the questions involving 52
hearing loss is directly related 137
hearing loss on auditory function 46
heart beats in conscious sympathy 42
heart like the circular ripples 45
heart rate is directly related 93
heart rose in rebellion against 75
heavy guns on maryland heights 78
held during the sixteenth century 52
held forth by metrical language 248
held land by military service 123
held only by unlearned country 109
help from the american embassy 62
help from the criminal justice 202
help from the wretched tadpole 79
help make an informed decision 71
help those in absolute poverty 53
here from the sandwich islands 43
here from the sixteenth century 41
here from the thirteenth century 48
here meant in religious matters 65
here only in briefest outline 46
here only the briefest outline 52
here only the briefest summary 48
here only the essential features 42
here only to indicate briefly 112
here used is probably adopted 44
here were the jugglers returning 47
here when the europeans arrived 50
high angle of internal friction 138
high birth in handsome dresses 64
high cost of pollution control 74
high rate of academic failure 72
high rate of allergic reactions 48
high rate of business failure 194
high rate of criminal behavior 140
high rate of domestic violence 147
high rate of interest because 185
high rate of interest charged 558
high rate of interest offered 94
high rate of interest payable 100
high rate of interest usually 42
high rate of nitrogen fixation 59
high rate of treatment failure 94
high risk of academic failure 44
high risk of attempting suicide 45
high risk of committing suicide 88
high risk of developing certain 70
high risk of developing chronic 146
high risk of developing dementia 45
high risk of developing diabetes 312
high risk of developing gastric 77
high risk of developing leukemia 52
high risk of infection because 112
high risk of suicidal behavior 70
high risk of treatment failure 110
high type of american manhood 118
hold forth of expected revenue 58
hold upon the educated classes 145
hold when the religious relation 62
holy rite of christian baptism 42
home from the hospital because 171
home from the hospital following 150
home from the sandwich islands 67
home reading the essential features 63
home runs in baseball history 107
home when he produced candida 47
home when the children arrived 48
home when the messenger arrived 118
host size on selected fitness 46
hour when the christian brothers 665
hour when the commanding general 113
huge crag or eminence overhung 92
huge fort of darkness towered 43
hymn from the christian science 70
