he abated of his fury 63
he failed in his self 87
he failed in his suit 162
he failed in his task 212
he failed in his work 74
he failed in that duty 124
he failed in this also 59
he failed in this duty 222
he failed in this task 113
he failed to act upon 228
he failed to bring back 281
he failed to bring down 58
he failed to bring home 108
he failed to bring into 51
he failed to get along 152
he failed to get away 71
he failed to get back 255
he failed to get down 41
he failed to get even 97
he failed to get from 155
he failed to get help 66
he failed to get hold 105
he failed to get into 416
he failed to get more 97
he failed to get much 139
he failed to get their 51
he failed to get there 109
he failed to get what 201
he failed to get work 42
he failed to hear from 93
he failed to hear what 42
he failed to hit upon 53
he failed to pay back 144
he failed to pay over 43
he failed to pay rent 50
he failed to put down 133
he failed to put forth 42
he failed to put into 53
he failed to say what 92
he failed to see other 42
he failed to see some 72
he failed to see their 108
he failed to see what 740
he failed to set forth 48
he failed to use such 74
he failed to win back 98
he failed to win even 47
he failed to win over 868
he failed to win their 97
he filled in his time 211
he filled it with faith 65
he filled it with sand 63
he filled it with wine 100
he filled the gas tank 123
he filled up her book 58
he filled up his time 112
he fitted the key into 184
he flared up and said 101
he floats on his back 60
he folded in his arms 53
he folded it and gave 52
he folded it and laid 59
he folded up his arms 59
he folded up with great 51
he forced to fly into 59
he forgot he had been 60
he forgot he had ever 101
he forgot it was there 71
he forgot to ask what 85
he forgot to bring along 108
he forgot to lay down 69
he forgot to put down 89
he forgot to say good 76
he forgot to sit down 128
he formed at that time 74
he formed at this time 167
he formed in his mind 284
he formed in his youth 90
he formed in that hour 56
he formed of his task 61
he formed the law firm 156
he formed the new york 191
he fought by his side 50
he fought in his youth 86
he fought to get away 104
he fought to get back 45
he fought to get free 58
he fought to his feet 43
he framed in his mind 47
he gained at that time 53
he gained at this time 129
he gained by his great 91
he gained in two days 40
he gained on his side 55
he gained on them fast 102
he gained the dry land 48
he gained the ill will 146
he girded up his mind 52
he glared at her from 89
he glared at his wife 127
he grasps in his hand 138
he grasps in his left 43
he grasps in one hand 40
he groped at her feet 50
he groped in his mind 43
he groped up and down 109
he guided the car down 86
he guided the car into 70
he guided the car onto 47
he guilty of that base 59
he gulped it all down 63
he halted in his walk 45
he halted on his post 114
he halted on his thigh 46
he handed in his card 58
he handed me his card 587
he handed me his keys 61
he handed me his pipe 41
he handed me this note 41
he handed the bag over 42
he handed the box back 59
he handed the boy over 45
he handed the cup back 124
he handed the gun back 84
he handed the job over 47
he handed to his wife 227
he handed to his young 52
he handed to sir john 62
he hauled in his line 56
he hauled up and down 42
he hefted in his hand 52
he helped me get into 70
he helped me with some 49
he helped the old lady 52
he helped to bring back 133
he helped to bring down 153
he helped to bring into 250
he helped to put down 265
he helped to put into 40
he hinted at had done 105
he hinted at may have 45
he hinted to his wife 57
he hissed at his wife 65
he hissed in his face 47
he hooked up with some 92
he hopped on his bike 142
he hopped on his bush 62
he hopped on his hind 63
he hopped on one foot 249
he hopped to his feet 166
he hopped to one side 46
he hopped up and down 821
he hugged me and said 344
he hugged me and told 129
he hugged to his heart 63
he hummed an air from 42
he hunted up and down 44
he hurled the dog away 45
he hushed the men down 166
he incurs by being true 96
he invest at each rate 209
he issued at this time 133
he issued to his army 60
he jammed the car into 64
he jammed the gun into 62
he jammed the key into 52
he jerked the car into 42
he jerked to his feet 202
he jerked up and down 56
he jigged up and down 45
he jogged up and down 133
he joined in with such 66
he joined the all india 97
he joined the east india 230
he joined the law firm 629
he joined the long line 67
he joined the new firm 40
he joined the new south 76
he joined the new york 4110
he joined the red army 807
he joined up with other 50
he joined up with some 48
he jotted in his diary 811
he judged he had gone 105
he judged it his duty 208
he judged it was time 124
he jumped in and swam 67
he jumped in and took 42
he jumped on her back 194
he jumped on his back 308
he jumped on his bike 153
he jumped on his feet 101
he jumped on his pony 50
he jumped on its back 104
he jumped to his feet 12645
he jumped to his legs 52
he jumped to one side 250
he jumped up and came 234
he jumped up and down 5985
he jumped up and drew 42
he jumped up and fell 45
he jumped up and fled 57
he jumped up and flew 56
he jumped up and gave 122
he jumped up and held 52
he jumped up and left 493
he jumped up and made 169
he jumped up and said 1171
he jumped up and threw 150
he jumped up and told 48
he jumped up and took 266
he jumped up and went 842
he jumped up one foot 40
he kicked the log back 42
he kicked up his hind 48
he killed at that time 73
he killed in his life 44
he kissed it and said 100
he kissed me all over 63
he kissed me and gave 155
he kissed me and held 68
he kissed me and left 159
he kissed me and made 42
he kissed me and said 416
he kissed me and told 120
he kissed me and went 110
he kneels at her feet 160
he kneels on one knee 120
he knocks at our door 62
he knocks on her door 77
he landed at new york 521
he landed he was told 49
he landed in his boat 82
he landed in new york 2822
he landed on both feet 45
he landed on his back 1996
he landed on his butt 76
he landed on his face 161
he landed on his feet 1426
he landed on his left 70
he landed on his side 139
he landed the lead role 61
he landed to lay hold 61
he laughs at his jest 81
he laughs at you over 54
he laughs in her face 63
he learned at that time 80
he learned at this time 101
he learned he had aids 42
he learned he had been 704
he learned he had lost 53
he learned in his early 130
he learned in his years 46
he learned in his youth 507
he learned in new york 61
he learned it all from 78
he learned it had been 144
he learned of his good 41
he learned of his wife 306
he learned of them from 51
he learned the art from 82
he learned the bad news 104
he learned the sad news 119
he learned the song from 108
he learned to get along 164
he learned to his cost 166
he learned to his great 216
he learned to read from 198
he learned to read well 56
he learned to read when 62
he learned to set type 326
he learned to use fire 170
he lifted in his arms 49
he lifted it and held 42
he lifted it and said 46
he lifted it and took 57
he lifted the box from 50
he lifted the boy from 47
he lifted the boy into 46
he lifted the hat from 50
he lifted the lid from 169
he lifted the long wolf 87
he lifted the pot from 44
he lifted to her face 88
he lifted to his lips 215
he lifted to his mouth 165
he lifted up his arms 235
he lifted up his cane 100
he lifted up his club 40
he lifted up his coat 49
he lifted up his eyes 11144
he lifted up his face 952
he lifted up his feet 188
he lifted up his fist 71
he lifted up his foot 163
he lifted up his hand 1504
he lifted up his heart 431
he lifted up his iron 41
he lifted up his left 78
he lifted up his soul 102
he lifted up his spear 120
he limped on one foot 40
he limped up and down 251
he lingered at her side 50
he lingered by her side 69
he lingered in new york 62
he lingered on for some 117
he listed in his diary 87
he locked in his desk 50
he locked the car door 95
he locked up and left 57
he locked up and went 62
he locked up his cake 92
he locked up his shop 91
he lodges to his mind 134
he looked at all like 59
he looked at all these 108
he looked at all those 82
he looked at all three 48
he looked at each face 95
he looked at each other 277
he looked at her back 148
he looked at her body 287
he looked at her dark 48
he looked at her even 60
he looked at her eyes 363
he looked at her face 5104
he looked at her feet 121
he looked at her foot 64
he looked at her from 851
he looked at her full 113
he looked at her hair 106
he looked at her half 59
he looked at her hand 139
he looked at her hard 426
he looked at her just 94
he looked at her left 45
he looked at her legs 137
he looked at her less 48
he looked at her like 3645
he looked at her lips 71
he looked at her made 844
he looked at her more 1444
he looked at her mouth 277
he looked at her much 44
he looked at her name 52
he looked at her neck 74
he looked at her once 619
he looked at her only 511
he looked at her over 629
he looked at her pale 190
he looked at her said 43
he looked at her sent 67
he looked at her soft 41
he looked at her there 522
he looked at her told 98
he looked at her very 540
he looked at her were 89
he looked at her when 1345
he looked at her wide 45
he looked at him from 176
he looked at him like 55
he looked at him more 221
he looked at him once 97
he looked at him very 79
he looked at his arms 85
he looked at his aunt 108
he looked at his back 112
he looked at his bare 76
he looked at his best 59
he looked at his body 137
he looked at his book 120
he looked at his boss 85
he looked at his card 62
he looked at his desk 89
he looked at his eyes 58
he looked at his face 552
he looked at his feet 541
he looked at his fine 61
he looked at his finger 123
he looked at his food 43
he looked at his gold 118
he looked at his great 44
he looked at his half 44
he looked at his hand 1547
he looked at his home 42
he looked at his host 124
he looked at his knee 41
he looked at his lady 45
he looked at his left 166
he looked at his legs 94
he looked at his life 332
he looked at his list 90
he looked at his moon 87
he looked at his other 51
he looked at his pale 54
he looked at his poor 53
he looked at his shoes 160
he looked at his sons 92
he looked at his three 178
he looked at his tiny 41
he looked at his wife 4013
he looked at his work 467
he looked at his young 275
he looked at our door 57
he looked at that face 42
he looked at that girl 42
he looked at that life 61
he looked at that other 97
he looked at that time 148
he looked at them from 282
he looked at them like 92
he looked at them more 297
he looked at them over 131
he looked at them very 87
he looked at them when 47
he looked at things from 149
he looked at this girl 88
he looked at this last 48
he looked at this lost 43
he looked at this time 91
he looked at this very 51
he looked at this young 110
he looked at was just 41
he looked at you from 89
he looked at you just 41
he looked at you last 45
he looked at you like 218
he looked at you over 47
he looked at you when 234
he looked he saw nothing 103
he looked he saw only 209
he looked in and said 93
he looked in her eyes 719
he looked in her face 1203
he looked in his blue 87
he looked in his book 52
he looked in his dark 273
he looked in his early 43
he looked in his face 154
he looked in his heart 80
he looked in his jeans 62
he looked in his suit 45
he looked it all over 91
he looked me all over 192
he looked on all other 65
he looked on all such 90
he looked on all those 52
he looked on her face 58
he looked on her very 78
he looked on his work 80
he looked on one side 76
he looked on them like 46
he looked on with great 57
he looked so sad when 48
he looked the boy over 48
he looked the man over 94
he looked to her like 203
he looked to his left 2075
he looked to his side 63
he looked to his wife 163
he looked to one side 215
he looked to see what 866
he looked to them like 57
he looked up and away 77
he looked up and back 42
he looked up and came 53
he looked up and down 6909
he looked up and felt 49
he looked up and gave 409
he looked up and held 321
he looked up and into 162
he looked up and made 155
he looked up and over 155
he looked up and rose 62
he looked up and said 10109
he looked up and seeing 45
he looked up and seen 94
he looked up and their 178
he looked up and there 1018
he looked up and told 139
he looked up and took 114
he looked up her eyes 41
he looked up his eyes 390
he looked up his face 282
he looked up they were 76
he looked up with eyes 133
he looked up with some 108
he looked up with such 65
he looked up with tears 56
he looked up with those 48
he looked us all over 65
he lounged up and down 156
he luffed up and laid 54
he manage to get away 117
he manage to get back 89
he manage to get hold 45
he manage to get into 100
he marked in his copy 71
he missed an easy shot 101
he missed on all five 49
he missed the old days 109
he misses the old days 41
he mooned up and down 40
he mopped at his face 40
he mounts up with great 85
he mourns in his fast 41
he mourns in his mind 53
he needed at that time 234
he needed at this time 248
he needed in his life 1362
he needed in his work 178
he needed it for some 59
he needed no aid from 41
he needed no one else 193
he needed on his back 112
he needed on his side 106
he needed to act fast 175
he needed to act like 41
he needed to add more 92
he needed to add some 44
he needed to bring back 99
he needed to bring down 56
he needed to buy more 142
he needed to buy some 155
he needed to buy time 119
he needed to cut back 133
he needed to cut down 63
he needed to earn more 161
he needed to earn some 80
he needed to get away 4269
he needed to get back 4052
he needed to get done 130
he needed to get down 301
he needed to get from 60
he needed to get help 230
he needed to get hold 92
he needed to get home 393
he needed to get into 474
he needed to get laid 133
he needed to get more 348
he needed to get moving 93
he needed to get over 432
he needed to get past 134
he needed to get ready 113
he needed to get some 999
he needed to get there 260
he needed to get those 47
he needed to get used 92
he needed to get well 74
he needed to get what 58
he needed to head back 128
he needed to hear from 179
he needed to hear more 147
he needed to hear what 120
he needed to hit more 92
he needed to lay down 44
he needed to lie down 454
he needed to pay back 88
he needed to pay more 171
he needed to put down 167
he needed to put into 59
he needed to put more 115
he needed to put some 198
he needed to run away 50
he needed to say good 45
he needed to say more 242
he needed to say nothing 49
he needed to say what 75
he needed to see more 144
he needed to see some 70
he needed to see what 262
he needed to sit down 819
he needed to win over 304
he nipped at her lips 45
he nipped at her neck 61
he nodded to his wife 79
he nudged me and said 190
he nudged the man next 42
he nudged us jim must 68
he nursed in his heart 86
he nursed in his mind 216
he offers in his book 88
he offers it for sale 163
he offers me his hand 88
he offers up his life 66
he offers us not only 43
he opened in new york 193
he opened it and came 52
he opened it and drew 106
he opened it and felt 110
he opened it and gave 49
he opened it and held 144
he opened it and made 49
he opened it and said 164
he opened it and there 161
he opened it and took 604
he opened it and went 470
he opened it with great 74
he opened it with some 80
he opened my car door 52
he opened the big door 61
he opened the big gate 42
he opened the box door 50
he opened the cab door 787
he opened the car door 10174
he opened the new york 144
he opened the one from 49
he opened the rear door 853
he opened the van door 83
he opened up and said 47
he opened up and told 173
he opened up his arms 63
he opened up his eyes 103
he opened up his heart 222
he opened up his mind 55
he opened up his mouth 125
he opened up new paths 74
he outran me and took 51
he packed up and came 67
he packed up and left 1204
he packed up and sent 47
he packed up and took 79
he packed up and went 444
he packed up his bags 69
he packed up his tent 58
he packed up his wife 110
he padded up and down 101
he panted in one gasp 57
he passed at his work 56
he passed at our feet 58
he passed at this time 71
he passed by and said 56
he passed by and went 55
he passed by each door 51
he passed by her desk 90
he passed by her door 64
he passed by this spot 46
he passed in his boat 43
he passed in his early 45
he passed in his youth 100
he passed in that city 110
he passed it with flying 58
he passed me with great 76
he passed on and left 74
he passed on his road 44
he passed on his walk 41
he passed the bar exam 721
he passed the new york 189
he passed to and from 301
he passed to his doom 67
he passed to his rest 384
he passed to his room 43
he passed up and down 954
he passes in his four 115
he passes up and down 109
he paused as his eyes 44
he paused at any time 44
he paused by her side 48
he paused in his pacing 137
he paused in his reading 264
he paused in his task 77
he paused in his walk 456
he paused in his work 593
he paused to ask what 45
he paused to get breath 79
he paused to see what 74
he pauses in his work 106
he peered at her from 106
he peered at her over 152
he peered up and down 277
he penned in his diary 82
he penned in his last 56
he perish at his post 57
he perked up and said 72
he phoned me and said 236
he phoned me and told 55
he picked an oak twig 41
he picked at his food 347
he picked at his teeth 46
he picked up and held 52
he picked up and left 179
he picked up and said 51
he picked up and threw 118
he picked up and took 117
he picked up and used 68
he picked up and went 64
he picked up her bags 49
he picked up her case 48
he picked up her coat 44
he picked up her hand 730
he picked up her left 103
he picked up her other 46
he picked up his bags 276
he picked up his ball 341
he picked up his beer 337
he picked up his bike 41
he picked up his book 455
he picked up his bowl 112
he picked up his cane 257
he picked up his case 130
he picked up his cell 757
he picked up his club 55
he picked up his coat 585
he picked up his copy 123
he picked up his feet 150
he picked up his food 66
he picked up his fork 884
he picked up his golf 43
he picked up his hand 260
he picked up his harp 49
he picked up his heavy 108
he picked up his horn 198
he picked up his jeans 47
he picked up his keys 165
he picked up his last 61
he picked up his load 71
he picked up his mail 483
he picked up his menu 92
he picked up his pace 1145
he picked up his pack 206
he picked up his pipe 194
he picked up his radio 97
he picked up his robe 64
he picked up his sack 90
he picked up his shoes 97
he picked up his soft 51
he picked up his spear 123
he picked up his suit 67
he picked up his third 81
he picked up his three 49
he picked up his tool 54
he picked up his tray 156
he picked up his whip 197
he picked up his wife 269
he picked up his wine 90
he picked up odd jobs 123
he picked up two more 240
he pitted the two cats 50
he placed at his feet 42
he placed at his side 75
he placed by his side 91
he placed in her hand 390
he placed in his coat 52
he placed in his hall 71
he placed in his hand 164
he placed in his mouth 303
he placed on her finger 112
he placed on her lips 64
he placed on his desk 136
he placed on his knee 41
he placed on his left 55
he placed on his wife 52
he placed on his work 55
he placed on one side 77
he placed the cup back 47
he placed the earth upon 130
he placed the gun back 44
he placed the man whom 55
he placed the neat sack 41
he placed to his lips 58
he placed to one side 41
he places in his mouth 86
he places on one side 83
he played at that time 79
he played at this time 123
he played in her life 124
he played in his life 108
he played in his youth 57
he played in new york 349
he played in real life 46
he played it with great 80
he played it with such 109
he played no mean part 47
he played on his harp 163
he played on his lute 66
he played on his lyre 89
he played on his pipe 73
he played on that most 216
he played the key role 167
he played the lead role 194
he played up and down 41
he pleased at any time 49
he pleased to sit down 166
he pleases at any time 99
he pleases he can have 52
he pleases to sit down 118
he plunged in and swam 132
he plunged in his hand 54
he points to his heart 69
he points to this only 44
he popped in his mouth 40
he popped to his feet 44
he poured it all down 41
he poured it all into 66
he poured it out into 94
he poured it out like 48
he poured it out upon 62
he prayed he was wrong 53
he prayed in his heart 235
he prayed in his mind 48
he prayed in his teeth 71
he prayed in his time 75
he prayed it with many 50
he prayed the sun came 42
he prayed to his gods 119
he prayed to his lord 85
he prayed to our lady 43
he proved by his life 41
he proved by his many 97
he proved he was only 43
he proved me too soon 45
he proves in two ways 78
he puffed at his pipe 640
he puffed on his pipe 602
he pulled at his beard 108
he pulled at his chin 46
he pulled at his hair 52
he pulled at his left 116
he pulled at his pipe 139
he pulled in his line 104
he pulled in his other 63
he pulled it off over 44
he pulled it out from 265
he pulled me out from 42
he pulled my head back 72
he pulled my head down 109
he pulled on her hand 53
he pulled on his beard 46
he pulled on his blue 48
he pulled on his boot 51
he pulled on his coat 521
he pulled on his heavy 87
he pulled on his high 45
he pulled on his jeans 437
he pulled on his pipe 76
he pulled on his robe 93
he pulled on his shoes 235
he pulled on his suit 41
he pulled the cap down 100
he pulled the car away 96
he pulled the car back 81
he pulled the car door 54
he pulled the car into 652
he pulled the car onto 117
he pulled the car over 602
he pulled the gun from 200
he pulled the key from 98
he pulled the pin from 116
he pulled the rip cord 150
he pulled the rug from 69
he pulled the van into 62
he pulled to one side 53
he pulled up and away 51
he pulled up and said 73
he pulled up his coat 105
he pulled up his hood 47
he pulled up his jeans 55
he pulled up his legs 64
he pulled up his line 56
he pulled up his pant 223
he pumped up and down 133
he pursed up his lips 511
he pursed up his mouth 128
he pushed it out into 53
he pushed my head back 46
he pushed my head down 160
he pushed on and took 102
he pushed on with such 41
he pushed the boy away 41
he pushed the car door 61
he pushed the cup away 77
he pushed the dog away 47
he pushed the key into 123
he pushed the lad from 73
he pushed the man away 66
he pushed to his feet 844
he pushed to one side 68
he quoted the old saying 42
he quotes in his book 108
he raised in his mind 47
he raised it and said 110
he raised on his farm 140
he raised to his feet 75
he raised to his lips 897
he raised to his mouth 136
he raised up and said 84
he raised up his arms 47
he raised up his eyes 183
he raised up his face 156
he raised up his hand 97
he raises in his arms 175
he raises to his lips 128
he rammed the car into 41
he rapped at her door 56
he rapped on her door 73
he rapped on his desk 136
he reached an age when 120
he reached as far north 165
he reached in and drew 44
he reached in and felt 41
he reached in and took 259
he reached in due time 66
he reached in his back 273
he reached in his coat 124
he reached in his desk 83
he reached in his hand 45
he reached in two days 80
he reached the age when 395
he reached the big hall 41
he reached the bus stop 256
he reached the east bank 66
he reached the east side 56
he reached the end zone 102
he reached the far bank 172
he reached the far edge 77
he reached the far side 703
he reached the far wall 108
he reached the inn door 41
he reached the new york 53
he reached the path leading 71
he reached the rear door 100
he reached the top step 880
he reached the top there 46
he reached to his back 45
he reached to his belt 67
he reached to his left 47
he reached to his side 58
he reached up and drew 113
he reached up and felt 131
he reached up and gave 100
he reached up and held 100
he reached up and laid 49
he reached up and slid 51
he reached up and took 842
he reached up and tore 92
he reached up his arms 66
he reached up his face 59
he reached up his hand 248
he reaches an age when 101
he reaches the age when 236
he reaches the far side 52
he reaches the top step 61
he realize at that time 45
he realize he had been 131
he record in this case 163
he reeled in his line 183
he reeled to his feet 40
he refers in his book 82
he refers in his diary 111
he refers in his note 46
he refers to all three 44
he refers to any book 92
he refers to are those 138
he refers to has been 79
he refers to her only 52
he refers to him only 51
he refers to his book 74
he refers to his early 95
he refers to his great 43
he refers to his having 124
he refers to his life 87
he refers to his love 56
he refers to his other 83
he refers to his past 102
he refers to his taking 58
he refers to his wife 247
he refers to his work 241
he refers to may have 40
he refers to our lord 85
he refers to that part 43
he refers to that type 54
he refers to them only 74
he refers to this fact 58
he refers to this same 72
he refers to this very 139
he refers to this work 91
he refers to two other 44
he refuse to hear even 42
he refuse to hear their 43
he refuse to sit down 52
he reined in his anger 59
he reined in his pony 66
he relied on his good 69
he relied on his wife 168
he relied on his wits 65
he relies on any other 53
he relies on his wife 49
he remain at his post 175
he remain in new york 49
he repent of his sins 123
he rested in his room 41
he rested on his back 64
he rested on his knee 66
he rested on his left 47
he rested on his oars 557
he rested on one knee 127
he retire to his rest 44
he return to his home 250
he return to his post 49
he return to his room 80
he return to his wife 81
he return to new york 153
he reveals in his work 40
he roamed up and down 423
he roared at his wife 64
he roared to his wife 46
he rocked on his feet 111
he rocked up and down 53
he rolled on his back 1209
he rolled on his face 100
he rolled on his side 561
he rolled the man over 61
he rolled to her side 89
he rolled to his back 484
he rolled to his feet 691
he rolled to his left 214
he rolled to his side 1075
he rolled to one side 636
he rolled up and down 52
he rolled up his eyes 244
he rolled up his left 47
he rolled up his pant 142
he rubbed at his eyes 181
he rubbed at his face 50
he rubbed it all over 83
he rubbed up and down 173
he rushed in and fell 41
he rushed in and said 48
he rushed on his fate 62
he rushed to her side 511
he rushed to his desk 71
he rushed to his fate 58
he rushed to his room 128
he rushed to his side 74
he rushed to his wife 138
he rushed to new york 80
he rushed to see what 77
he rushed up and down 545
he rushed up and took 49
he rushes on his fate 79
he rushes to her side 50
he rushes up and down 116
he sacked up and sold 41
he sailed as far north 299
he sailed as far south 193
he sailed on his last 330
he sailed on his third 62
he sailed to new york 430
he sailed to that port 193
he sailed up and down 625
he screws up his eyes 178
he screws up his face 175
he seemed as far away 53
he seemed as far from 51
he seemed at his best 80
he seemed at his most 40
he seemed at one time 173
he seemed at that time 217
he seemed at this time 142
he seemed by his birth 96
he seemed in his slow 71
he seemed in his youth 86
he seemed so far away 265
he seemed so far from 175
he seemed to act like 42
he seemed to act upon 102
he seemed to bring back 110
he seemed to cut away 51
he seemed to dip deep 116
he seemed to fear most 41
he seemed to fear nothing 40
he seemed to fear some 40
he seemed to fit into 115
he seemed to fly along 709
he seemed to fly over 99
he seemed to get along 878
he seemed to get angry 148
he seemed to get away 70
he seemed to get back 136
he seemed to get even 41
he seemed to get from 92
he seemed to get hold 107
he seemed to get into 138
he seemed to get lost 55
he seemed to get more 648
he seemed to get most 82
he seemed to get over 254
he seemed to get some 130
he seemed to get used 55
he seemed to get very 123
he seemed to hang back 50
he seemed to hang there 159
he seemed to hear from 137
he seemed to hear nothing 140
he seemed to hear once 72
he seemed to hear soft 127
he seemed to hear some 64
he seemed to hear their 64
he seemed to hear what 41
he seemed to her like 361
he seemed to her more 211
he seemed to her ready 68
he seemed to her very 49
he seemed to him like 50
he seemed to his great 58
he seemed to his sons 88
