had actual authority to convey 427
his lively interest in public 51
his lovely memories as solace 48
his master received the homage 50
his memoir concerning the limits 41
his minute attention to detail 141
his native ferocity of temper 115
his native province of quebec 82
his native province of silesia 48
his nature consists in virtue 55
his nearest relative or friend 55
his norman subjects in england 45
his opinion concerning the common 42
his opinion concerning the little 53
his opinion concerning the matter 64
his opinion concerning the nature 108
his opinion concerning the origin 78
his opinion respecting the origin 42
his orders respecting the manner 50
his pencil produces an effect 40
his powers happened to dryden 60
his powers whatever he gained 59
his proper business of bridging 67
his report respecting the further 57
his senses governed in proper 40
his senses returned to normal 41
his serene highness the prince 866
his serene highness the reigning 41
his singular assertion to induce 44
his singular kindness of manner 40
his sister margaret of valois 62
his sister returned to england 82
his speech followed the course 141
his summer vacations he worked 47
his teachings directed the policy 42
his theories concerning the nature 63
his useful comments on earlier 54
his utmost attention to hoisting 40
his utmost endeavors to effect 48
his utmost endeavors to induce 44
his utmost endeavors to obtain 153
his utmost endeavors to secure 57
his utmost exertions to induce 92
his utmost exertions to obtain 102
his utmost exertions to remove 46
his utmost interest to obtain 56
his various articles in volume 46
his verses prefixed to dryden 71
his vicious attempts to malign 57
his violent authority by subduing 59
his winter quarters at oxford 100
his winter quarters at valley 141
his winter quarters in bohemia 56
his winter quarters in france 47
his winter quarters in saxony 107
his winter quarters on salmon 177
his wisdom excelled the wisdom 78
his wounds received in battle 62
how coldly affected to virtue 51
how demand responds to changes 46
how gender identity is formed 52
how little emphasis is placed 53
how little interest we should 54
how little pressure is needed 108
how through education to render 41
