had also ample leisure to 116
had been taken towards an 69
had been taken towards the 1539
had been taken unaware by 41
had been taken upwards of 43
had been taken utterly by 121
had been talking against me 84
had been talking against the 53
had been talking quietly to 141
had been talking together as 40
had been talking together in 152
had been talking together on 66
had been talking together so 86
had been talks between the 42
had been taxed according to 59
had been teaching classes in 47
had been teaching courses in 55
had been teaching courses on 44
had been teaching himself to 63
had been teaching history at 52
had been telling gabriel on 124
had been telling himself he 86
had been telling stories of 65
had been telling stories to 81
had been tending towards the 50
had been thinking chiefly of 48
had been thinking exactly the 136
had been thinking vaguely of 44
had been thrice carried in 72
had been throwing herself at 41
had been thrown against it 280
had been thrown against the 1264
had been thrown between the 77
had been thrown forward as 238
had been thrown forward by 81
had been thrown forward in 49
had been thrown forward on 89
had been thrown forward to 245
had been thrown outside the 54
had been thrown together as 247
had been thrown together at 214
had been thrown together by 702
had been thrown together in 1385
had been thrown together on 191
had been thrown together so 96
had been thrown together to 123
had been thrust against the 45
had been thrust between the 158
had been thrust forward by 131
had been trade between the 40
had been trees painted on 53
had been tried according to 71
had been tried against the 79
had been truly present at 51
had been turning against the 73
had been turning towards the 44
had been twice annexed to 42
had been twice defeated by 115
had been twice defeated in 167
had been twice delayed by 80
had been twice elected to 263
had been twice invaded by 58
had been twice invited to 52
had been twice married to 101
had been twice obliged to 84
had been twice offered to 136
had been twice refused by 66
had been twice visited by 60
had been twice wounded at 40
had been twice wounded by 52
had been twice wounded in 299
had been under charles ii 96
had been under charles the 42
had been under charter to 40
had been under command of 195
had been under control in 44
had been under control of 228
had been upset because he 69
had been upset because of 70
had been upset because the 73
had been urged against it 422
had been urged against the 1127
had been urged against us 77
had been urged forward by 120
had been valid according to 40
had been vetoed because of 40
had been vicar general of 47
had been vocal critics of 64
had been voted against the 51
had been waged against it 60
had been waged against the 650
had been waged between the 503
had been waiting forever to 66
had been waiting outside in 207
had been waiting outside the 1524
had been waiting outside to 77
had been waiting perched on 69
had been waiting quietly in 51
had been walking between the 49
had been walking together in 162
had been walking together on 157
had been walking towards the 198
had been warning against the 74
had been warring against the 110
had been washing himself in 72
had been within minutes of 56
had been within seconds of 63
had been words between the 46
had been working according to 57
had been working against me 64
had been working against the 517
had been working herself up 48
had been working himself to 63
had been working himself up 183
had been working nonstop on 48
had been working outside the 263
had been working quietly at 46
had been working quietly in 97
had been working quietly on 93
had been working quietly to 69
had been working steadily at 194
had been working steadily in 108
had been working steadily on 203
had been working steadily to 106
had been working together as 267
had been working together at 182
had been working together in 548
had been working together on 641
had been working together to 295
had been working towards an 47
had been working towards in 50
had been working towards it 59
had been working towards the 250
had been woven between the 49
had been woven together by 60
had been woven together in 75
had been woven together to 82
had been writing against the 111
had been writing letters in 79
had been writing letters of 130
had been writing letters to 682
had been yapping hungrily on 48
had best dwell together in 40
had come about because he 340
had come about because it 51
had come about because of 2008
had come about because the 865
had come about between the 168
had come about despite the 46
had come about largely as 100
had come under command of 92
had come under control of 223
had come within gunshot of 45
had come within minutes of 78
had come within seconds of 124
had died under torture in 46
had died while attending the 43
had died within minutes of 80
had done ample justice to 297
had done anything against the 108
had done anything deserving of 97
had done anything illegal or 93
had done anything unusual in 88
had done anything unworthy of 42
had done field research in 53
had done might dwindle or 49
had done noble service in 42
had done scant justice to 113
had done yeoman service as 90
had done yeoman service in 453
had done yeoman service on 66
had done yeoman service to 79
had early given promise of 55
had early ranged himself on 63
had early shown himself to 60
had eaten large amounts of 81
had even taken measures to 55
had even taken pleasure in 43
had even voted against the 59
had ever found herself in 210
had ever found himself in 380
had ever found occasion to 65
had ever given herself to 63
had ever known ambition or 47
had ever known himself to 57
had ever known outside of 57
had ever really existed at 64
had ever shown himself in 63
had ever shown himself the 57
had ever shown himself to 257
had ever since pursued me 45
had ever since rankled in 58
had ever waged against the 98
had felt quite unhappy at 118
had felt while listening to 58
had felt within himself the 86
had five times crossed the 67
had four armed vessels on 129
had four times ordered the 55
had from eight hundred to 54
had gone about halfway to 75
had gone crazy because of 56
had good reason attending to 40
had good times together as 45
had good times together in 48
had great appeal because it 75
had great power because it 41
had heard anything against me 48
had heard awful stories of 54
had heard glowing reports of 87
had heard quite plainly on 68
had heard vague reports of 61
had heard vague stories of 89
had heard weird stories of 78
had held minor offices in 50
had held sweet counsel in 69
had just about arrived at 57
had just about decided he 86
had just about decided it 103
had just about decided on 203
had just about decided to 1763
had just about everything he 90
had just about everything in 91
had just about everything we 59
had just about managed to 323
had just about settled on 55
had just about settled to 45
had just begun against the 48
had just blown towards the 40
had just bound himself to 79
had just drawn himself up 49
had just given herself to 78
had just given himself up 50
had just given occasion to 41
had just never bothered to 50
had just never noticed it 42
had just seated herself at 112
had just seated herself in 124
had just seated herself on 94
had just seated himself at 249
had just seated himself in 130
had just seated himself on 144
had just seated himself to 72
had just shown himself so 88
had just shown himself to 98
had just taken command of 458
had just taken control of 207
had just thirty minutes to 61
had just thrown herself at 50
had just thrown himself on 83
had just voted against the 95
had kept large numbers of 77
had kept quiet because he 47
had lain awake listening to 232
had lain awake wondering if 51
had left large numbers of 117
had left saint quentin at 85
had lent strong support to 71
had lost close friends or 40
had lost every vestige of 603
had lost fifty dollars by 43
had lost fifty percent of 48
had lost large amounts of 159
had lost large numbers of 194
had lost large portions of 51
had lost money because of 113
had lost nearly everything he 43
had lost nearly everything in 99
had lost power because of 43
had lost total control of 56
had made every attempt to 524
had made every endeavor to 54
had made every exertion in 85
had made every exertion to 203
had made every mistake in 45
had made false entries in 55
had made false entries on 53
had made false reports on 100
had made large amounts of 48
had made large numbers of 100
had made large profits by 104
had made large profits in 93
had made large profits on 40
had made loans amounting to 43
had made major efforts to 95
had made major inroads in 63
had made major strides in 134
had made others presume on 68
had made rapid strides in 523
had made strong efforts to 246
had made threats against the 245
had many amusing stories to 105
had many close friends in 267
had many loyal friends in 43
had many times crossed the 56
had many times laughed at 55
had many times offered to 47
had many times refused the 61
had many times visited the 50
had many women friends in 44
had more lasting effects on 48
had more moral courage in 40
had much given himself to 104
had much rather improve the 125
had much rather surpass the 46
had nothing within himself to 55
had once again appeared in 53
had once again assumed the 115
had once again brought the 117
had once again crossed the 109
had once again decided to 184
had once again defeated the 61
had once again emerged as 88
had once again entered the 132
had once again escaped the 59
had once again managed to 452
had once again refused to 215
had once again started to 150
had once again violated the 40
had once found courage to 57
had once found himself in 111
had once found neglect of 61
had once found occasion to 45
had once found pleasure in 52
had once given herself to 54
had once given service to 42
had once given shelter to 51
had once lived together in 83
had once ranged eastward to 42
had once stood between the 45
had once stood outside the 54
had only about seventy of 44
had only acted according to 298
had only bound himself to 62
had only fifty dollars in 51
had only forty minutes to 42
had only grown stronger in 49
had only minor effects on 704
had only minor impacts on 48
had only minor success in 52
had only mixed success in 231
had only saved himself by 177
had only seven dollars in 74
had only seven minutes to 46
had only small amounts of 232
had only small effects on 307
had only small numbers of 145
had only taken command of 48
had only thirty minutes to 165
had only trace amounts of 72
had only varying degrees of 41
had said anything against the 122
had seen action against the 161
had seen anything unusual in 58
had seen every variety of 46
had seen large numbers of 356
had sent harry hopkins to 43
had sent large amounts of 40
had sent large numbers of 191
had sold large amounts of 90
had some amusing stories to 46
had some close friends in 68
had some lasting effects on 52
had some leanings towards the 74
had some minor success in 53
had some money settled on 60
had some poetry repeated to 79
had some queer fashions of 54
had some quiet decision in 63
had some small remains of 54
had some small success in 98
had some social resorts in 85
had some spite against the 46
had some trust reposed in 46
had some vague thoughts of 41
had soon after occasion to 50
had soon found himself in 69
had such large numbers of 113
had such strong support in 45
had their backs against the 386
had their backs towards the 66
had their clothing pierced by 77
had their faces covered by 46
had their faces painted in 238
had their faces pressed to 72
had their first baptism of 74
had their first beginning in 69
had their first capital at 42
had their first episode of 115
had their first glimpse of 1333
had their first lessons in 173
had their first success in 124
had their hours reduced to 81
had their lives touched by 64
had their minds focused on 91
had their names engraved on 195
had their names entered in 164
had their names entered on 162
had their names painted on 161
had their names printed in 94
had their names printed on 200
had their names written in 569
had their names written on 176
had their noses pressed to 72
had their ports blocked up 220
had their roots outside the 41
had their wages reduced by 108
had their wages reduced to 72
had their works printed in 52
had these words engraved on 53
had these words written on 66
had three major effects on 193
had three major impacts on 52
had three major sources of 55
had three times crossed the 50
had three times refused to 112
had three white baskets on 250
had used every endeavor to 194
had used every exertion to 234
had used force against the 85
had used large amounts of 74
had used large numbers of 48
had used still rankled in 131
had used strong language in 73
had used strong language to 62
had very fixed opinions as 40
had very large amounts of 53
had very large effects on 48
had very large numbers of 223
had very nearly arrived at 55
had very nearly brought on 105
had very nearly carried the 43
had very nearly decided to 60
had very nearly managed to 43
had very small amounts of 117
had very small effects on 51
had very small numbers of 110
had very strong effects on 60
had very strong motives to 46
had very strong opinions as 131
had very strong opinions of 42
had very strong opinions on 161
had very strong support in 48
has also added largely to 135
has also borne witness to 41
has also bound himself to 41
has also found success in 40
has also found support in 167
has also given details of 55
has also given impetus to 284
has also given occasion to 78
has also given priority to 101
has also given support to 155
has also grown because of 89
has also grown rapidly in 226
has also grown steadily in 55
has also moved towards the 40
has also risen because of 54
has also risen rapidly in 40
has also risen sharply in 57
has also shown herself to 62
has also shown himself to 186
has also shown promise as 168
has also shown promise in 527
has also spread rapidly in 43
has also stood because it 51
has also taken account of 165
has also taken control of 48
has also taken courses in 43
has also taken measures to 298
has been above alluded to 189
has been above average in 59
has been added according to 86
has been added because it 196
has been added because of 331
has been added because the 210
has been added between the 406
has been added following the 48
has been added outside the 67
has been again brought to 134
has been again reduced to 54
has been again revived by 44
has been again revived in 52
has been again wrought on 60
has been aimed against the 40
has been aimed chiefly at 63
has been aimed largely at 101
has been amply covered by 97
has been amply covered in 162
has been amply evident in 41
has been amply evinced by 75
has been amply refuted by 227
has been amply refuted in 41
has been amply studied by 105
has been amply studied in 65
has been amusing herself by 45
has been amusing himself at 210
has been amusing himself by 121
has been amusing himself in 53
has been anything between us 85
has been aptly applied to 153
has been aptly defined as 1332
has been aptly defined by 209
has been aptly labeled the 48
has been aptly likened by 93
has been aptly likened to 654
has been aptly phrased by 55
has been arguing against the 121
has been badly advised by 66
has been badly brought up 238
has been badly damaged by 1242
has been badly damaged in 145
has been badly damaged or 73
has been badly handled by 90
has been badly handled in 44
has been badly injured by 149
has been badly injured in 153
has been badly scarred by 85
has been badly wounded by 98
has been badly wounded in 144
has been based chiefly on 771
has been based largely on 3257
has been beaten because he 45
has been begun against the 156
has been below average in 70
has been biased against the 112
has been biased towards the 172
has been borne largely by 86
has been borne witness to 70
has been bound together by 130
has been bound together in 50
has been brewing between the 42
has been built according to 583
has been built adjoining the 73
has been built against it 86
has been built against the 252
has been built between the 516
has been built capable of 43
has been built largely by 126
has been built largely on 273
has been built outside the 172
has been built upwards of 57
has been causing concern in 49
has been causing concern to 138
has been causing trouble in 66
has been changing according to 43
has been changing because of 83
has been changing rapidly as 137
has been changing rapidly in 654
has been chief engineer of 126
has been chief justice of 170
has been cited against the 56
has been cited because it 67
has been close descent in 40
has been coded according to 94
has been comes together in 128
has been dated between the 146
has been drawn according to 332
has been drawn against the 116
has been drawn between an 76
has been drawn between it 123
has been drawn between the 4007
has been drawn regarding the 47
has been drawn together by 288
has been drawn together in 152
has been drawn together to 51
has been drawn towards the 605
has been easier because of 83
has been easily adapted to 62
has been either adopted or 87
has been either defined by 48
has been either hostile or 54
has been either ignored or 864
has been either omitted or 66
has been either reduced or 59
has been either removed or 89
has been either skilful or 109
has been either unknown or 79
has been either unwilling or 140
has been either written or 46
has been every attempt to 47
has been falling because of 83
has been falling rapidly in 91
has been falling steadily in 138
has been filed against an 117
has been filed against it 113
has been filed against me 47
has been filed against the 1164
has been filed asserting the 85
has been filed regarding the 108
has been fired because he 40
has been fired because of 75
has been first applied to 173
has been first brought to 76
has been first derived by 46
has been first offered to 47
has been first reduced to 42
has been first studied by 78
has been fixed according to 278
has been fixed between the 144
has been found according to 166
has been found adapted to 102
has been found against the 268
has been found applied to 54
has been found attacking the 58
has been found because of 91
has been found because the 94
has been found between an 78
has been found between the 8873
has been found capable of 2997
has been found chiefly in 350
has been found congenial to 46
has been found correct in 55
has been found despite the 54
has been found diseased in 61
has been found drowned in 76
has been found engraved on 159
has been found feasible in 74
has been found feasible to 562
has been found following the 48
has been found helpful as 87
has been found helpful by 218
has been found helpful in 2032
has been found helpful is 105
has been found helpful to 1553
has been found hitherto in 114
has been found hitherto to 265
has been found incised on 41
has been found inferior to 101
has been found involving the 57
has been found largely in 117
has been found limited to 46
has been found locally in 63
has been found lunatic by 68
has been found needful to 291
has been found nowhere in 44
has been found occupying the 67
has been found occurring in 68
has been found outside of 172
has been found outside the 365
has been found present in 376
has been found prudent to 46
has been found reduced in 47
has been found reduced to 74
has been found regarding the 366
has been found related to 290
has been found reliable in 123
has been found similar to 179
has been found simpler to 80
has been found sparingly in 84
has been found stabbed to 56
has been found subject to 97
has been found superior in 119
has been found superior to 1085
has been found typical of 54
has been found unequal to 57
has been found unworthy of 47
has been found upstream of 44
has been found useless to 50
has been found usually in 44
has been found usually to 101
has been found whereby the 43
has been found written in 116
has been found written on 69
has been fully adapted to 66
has been fully adopted by 180
has been fully adopted in 74
has been fully advised as 61
has been fully advised of 311
has been fully applied in 53
has been fully applied to 88
has been fully briefed on 185
has been fully brought to 119
has been fully capable of 46
has been fully covered by 342
has been fully covered in 306
has been fully debated in 48
has been fully defined in 53
has been fully evinced by 62
has been fully exposed by 293
has been fully exposed in 138
has been fully exposed to 124
has been fully grasped by 127
has been fully handled by 45
has been fully matched by 45
has been fully noticed in 120
has been fully realized by 234
has been fully realized in 851
has been fully reduced to 121
has been fully refuted by 91
has been fully related by 48
has been fully related in 117
has been fully removed by 68
has been fully revealed by 66
has been fully revealed in 132
has been fully revealed to 98
has been fully revised to 157
has been fully secured by 42
has been fully settled by 73
has been fully settled in 46
has been fully studied by 275
has been fully studied in 96
