hard literary work all morning 72
health services during this period 99
heard directly from him since 68
heard evidence from both sides 74
hearing evidence from both sides 250
heavy curtains stir and shake 47
heavy pressure from all sides 72
heavy skirmish line was thrown 47
help children learn new words 156
help conserve soil and water 58
help maintain peace and order 316
help students find out about 90
help students learn and apply 224
help students learn new words 92
hide yourself till day dawns 40
high authority over this scene 58
high inflation during this period 45
high pressure steam and water 103
high slippery hill and laura 50
hill richmond town was burning 80
hill squirted fire and noise 46
hone critical reading and thinking 115
