hair because their hair was 54
have violated their oaths and 40
have watched your face for 69
have weighed much less than 95
have weighed much more than 325
have weighed well over two 244
have willingly laid down his 95
have withered away from that 61
have written down their own 41
have written down what they 134
have written down what you 122
have written even more than 41
have written five years ago 106
have written from their own 89
have written many other things 48
have written much more than 316
have written nothing here for 45
have written poems like them 52
have written some time ago 138
have written will give you 51
have written will help you 54
have written will show that 98
have written your name and 110
have wrought more evil than 77
have wrought more harm than 61
have yielded much more than 111
having allowed some time for 73
having brought back from his 45
having brought down upon earth 68
having control over their own 755
having control over your own 77
having counted much upon his 51
having crowned your arms with 71
having devoted much time and 107
having emerged from very low 67
having leisure from wars and 67
having lighted their fire for 50
having limited free time and 48
having marched over bank and 85
having married some young man 57
having resided there more than 54
having resumed their seats and 57
having slipped away from his 40
having somehow come into being 245
having torches will pass them 87
having touched only here and 111
having utterly lost their way 41
having written more odes than 78
heads between their legs and 44
health implies much more than 48
heard anybody play like that 46
heard anybody speak like this 54
heard anybody talk like that 211
heard anybody talk like this 86
heard anybody talk like you 74
heard herself saying what she 71
heard several songs from one 43
heart against these good men 56
heart attacks among those who 54
heart started beating fast and 61
heart stopped beating when she 77
heart trouble your peace with 47
heavy burdens laid upon them 107
heavy demands made upon him 69
heavy demands made upon his 58
heavy demands made upon them 308
heavy eyelids fell over his 55
heavy sadness fell upon him 49
heavy skillet over high heat 2322
heavy summons lies like lead 849
held against their will and 248
held against their will for 114
held between your thumb and 134
held chiefly over moss and 43
held dominion over what they 94
held herself away from him 230
held himself away from her 140
held himself back from her 54
help clients find their own 44
help clients make their own 91
help decrease your risk for 64
help prepare your body for 223
help prevent bone loss and 150
help sailors find their way 83
help wondering what were his 48
here against their will and 99
here because there were not 40
here imposed upon their age 81
here present must take his 46
hide herself away from him 42
hide himself from those who 60
high command there were few 84
high failure rate among new 59
high monarch over gods and 42
high officer type when they 47
high passions will break out 41
high profile case like this 49
high quality health care and 148
high quality health care for 156
high schools came into being 65
high schools have less than 69
high schools have more than 53
high schools have their own 97
high spirits were making our 59
high stations made great men 143
hill country came down and 43
hold between your finger and 109
hold between your thumb and 169
hold dominion over lake and 43
hold dominion over palm and 1122
hold herself away from him 133
hold himself away from her 46
hold himself away from things 44
hold himself back from going 45
hold himself free from all 48
hold unfailing your love for 146
holy justice must have way 50
home because there were not 45
hope everything will come out 167
hope everything will turn out 602
hope everything will work out 339
hoping everything will work out 67
hose plucked over your head 151
