he and blessed are they 44
he had brought all this 269
he had brought and then 50
he had brought and was 64
he had brought death and 46
he had brought for her 994
he had brought for him 332
he had brought for his 838
he had brought for that 411
he had brought for them 481
he had brought for this 116
he had brought her all 71
he had brought her and 246
he had brought her for 81
he had brought her his 119
he had brought her one 43
he had brought her out 638
he had brought her that 61
he had brought her this 74
he had brought her two 44
he had brought her was 152
he had brought her with 242
he had brought him and 49
he had brought him his 91
he had brought him out 222
he had brought him was 90
he had brought him with 41
he had brought his car 78
he had brought his dog 40
he had brought his gun 364
he had brought his men 229
he had brought his new 89
he had brought his old 66
he had brought his own 1064
he had brought his son 581
he had brought his two 294
he had brought off his 112
he had brought one for 72
he had brought one with 49
he had brought out all 57
he had brought out and 83
he had brought out for 209
he had brought out his 504
he had brought out two 124
he had brought out with 758
he had brought that day 51
he had brought them all 1275
he had brought them and 91
he had brought them both 46
he had brought them for 160
he had brought them out 1124
he had brought them thus 52
he had brought them with 263
he had brought this man 47
he had brought this poem 138
he had brought thus far 61
he had brought was not 67
he had brought with him 85522
he had brought with his 91
he had brought with them 104
he had brushed her off 190
he had brushed his hat 76
he had bullied his way 40
he had carried all day 94
he had carried all his 153
he had carried all this 73
he had carried for her 55
he had carried for two 47
he had carried her off 1034
he had carried her out 203
he had carried him off 77
he had carried his art 54
he had carried his head 85
he had carried his men 44
he had carried his own 132
he had carried his way 53
he had carried his zeal 45
he had carried off all 144
he had carried off and 103
he had carried off his 278
he had carried off this 46
he had carried off with 254
he had carried out all 237
he had carried out and 113
he had carried out any 54
he had carried out for 323
he had carried out had 45
he had carried out her 128
he had carried out his 5694
he had carried out one 77
he had carried out that 342
he had carried out this 481
he had carried out two 86
he had carried out with 701
he had carried them all 72
he had carried them off 109
he had carried them out 531
he had carried them with 84
he had carried war both 50
he had carried with him 6188
he had carried you off 41
he had chalked out for 396
he had chalked out his 45
he had charged all his 48
he had charged her with 164
he had charged him with 336
he had charged his son 40
he had charged them with 246
he had charity for all 42
he had charmed his way 77
he had charmed with his 48
he had chatted with her 47
he had checked her out 45
he had checked out and 64
he had checked out that 43
he had checked them out 94
he had checked with his 137
he had chopped off his 71
he had claimed for his 231
he had claimed for them 58
he had claimed her for 47
he had claimed his two 52
he had claimed that all 40
he had claimed that his 184
he had claimed that this 43
he had clashed with his 59
he had climbed out and 53
he had climbed with his 67
he had company with him 334
he had contact with all 42
he had contact with his 85
he had contact with them 67
he had counted did not 46
he had counted for his 47
he had counted them all 51
he had counted them dead 42
he had courage and was 45
he had courted and won 113
he had courted her for 93
he had covered all his 62
he had covered her with 175
he had covered him with 53
he had covered his head 240
he had covered them with 165
he had covered with his 287
he had coveted all his 86
he had coveted for his 42
he had cracked his head 62
he had crashed his car 70
he had crossed her path 73
he had crossed his own 41
he had crossed out and 45
he had crossed with his 54
he had crushed her with 43
he had crushed them with 41
he had crushed with his 50
he had dallied too long 65
he had damaged his own 50
he had decided and that 51
he had decided for her 44
he had decided long ago 900
he had decided she was 368
he had decided that all 145
he had decided that any 85
he had decided that being 51
he had decided that for 124
he had decided that god 62
he had decided that her 68
he had decided that his 1515
he had decided that one 219
he had decided that she 666
he had decided that that 232
he had decided that they 524
he had decided that this 649
he had decided that too 106
he had decided that was 99
he had decided then and 40
he had decided then that 141
he had decided this was 119
he had decided was his 88
he had decided was not 52
he had decided was that 40
he had decided with his 50
he had decreed that all 57
he had decreed that his 64
he had defeated all his 61
he had defeated his own 205
he had defeated them all 45
he had defeated them and 59
he had defeated them with 47
he had delayed his own 41
he had delayed too long 1500
he had derived all his 86
he had derived all that 108
he had derived his idea 48
he had derived his own 55
he had desired all his 83
he had desired and had 47
he had desired for his 102
he had desired that his 75
he had devised for her 98
he had devised for his 323
he had devised for its 94
he had devised for them 161
he had devised for this 122
he had devised for use 40
he had devised his own 139
he had devoted all his 1337
he had devoted his long 72
he had devoted his own 109
he had devoted his pen 56
he had doubted his own 99
he had drafted for his 63
he had drafted his own 46
he had dragged her off 94
he had dragged her out 188
he had dragged him out 165
he had dragged his own 42
he had dragged off his 41
he had dragged out his 63
he had dragged with him 129
he had drained his cup 100
he had dressed and had 41
he had dressed and set 60
he had dressed and was 113
he had dressed out his 55
he had drifted too far 75
he had drilled his men 40
he had dropped all his 76
he had dropped her off 764
he had dropped him off 40
he had dropped his gun 157
he had dropped his hat 74
he had dropped his head 120
he had dropped his own 97
he had dropped his pen 116
he had dropped off his 210
he had dropped out and 79
he had dropped them and 49
he had dropped them off 149
he had dropped with his 55
he had elbowed his way 146
he had emerged with his 87
he had emptied his cup 81
he had emptied his gun 93
he had endowed her with 307
he had endowed him with 103
he had endowed them with 128
he had endured all that 45
he had endured all this 144
he had endured and his 53
he had endured and was 59
he had endured for her 109
he had endured for his 199
he had endured for two 58
he had endured heat and 53
he had endured with his 69
he had enjoyed all his 101
he had enjoyed and that 45
he had enjoyed being with 116
he had enjoyed for ten 54
he had enjoyed for two 158
he had enjoyed his day 106
he had enjoyed his meal 71
he had enjoyed his own 72
he had enjoyed that day 53
he had enjoyed them all 80
he had enjoyed with her 187
he had enjoyed with him 66
he had enjoyed with his 651
he had enjoyed with them 64
he had ensured that all 44
he had ensured that his 107
he had entered and had 56
he had entered and was 95
he had entered did not 56
he had entered her and 55
he had entered his new 46
he had entered his own 236
he had entered his plea 56
he had entered too far 59
he had entered was not 65
he had entered with all 56
he had entered with his 505
he had entered with them 94
he had erected for her 129
he had erected for him 50
he had erected for his 324
he had erected for its 48
he had erected for that 88
he had erected for them 59
he had erected for this 58
he had erected his own 75
he had erected with his 46
he had escaped and had 157
he had escaped and that 90
he had escaped and was 420
he had escaped him all 54
he had escaped with his 836
he had everything but any 58
he had everything going for 325
he had everything his own 351
he had everything that was 83
he had evolved his own 185
he had exerted all his 514
he had exerted for its 102
he had exposed all that 178
he had exposed his own 255
he had fainted and that 110
he had fainted and was 60
he had fancied that his 106
he had fancied that she 87
he had favored with his 46
he had feathered his own 74
he had fetched for her 40
he had fetched with him 42
he had figured out for 128
he had figured out his 80
he had figured out how 684
he had figured out that 1558
he had figured out who 83
he had figured out why 80
he had figured that out 234
he had figured this out 160
he had finally got his 135
he had finally got rid 61
he had finally had his 72
he had finally met her 71
he had finally met his 178
he had finally put his 75
he had finally run out 223
he had finally won her 56
he had finally won his 74
he had flipped his lid 57
he had flirted with her 212
he had focused all his 86
he had founded all his 76
he had founded and for 67
he had founded and had 93
he had founded and led 114
he had founded and run 40
he had founded and that 40
he had founded and was 108
he had founded did not 66
he had founded for his 74
he had founded his new 61
he had founded his own 405
he had founded was not 50
he had founded with his 186
he had friends and was 43
he had friends who did 78
he had friends who had 168
he had friends with him 158
he had fumbled his way 54
he had gambled and won 69
he had gambled with his 47
he had gathered all his 216
he had gathered all that 61
he had gathered and put 41
he had gathered and was 44
he had gathered for her 216
he had gathered for his 429
he had gathered his men 75
he had gathered his own 98
he had gathered that day 49
he had gathered that she 63
he had gathered that they 63
he had gathered them all 241
he had gathered them for 48
he had gathered was that 60
he had gathered with his 99
he had glanced his eye 40
he had grabbed her and 186
he had grabbed her arm 281
he had granted him his 102
he had grasped her arm 72
he had grasped with his 42
he had greatest use and 50
he had greeted her and 56
he had greeted her with 213
he had greeted him with 44
he had greeted them with 59
he had grieved for her 89
he had grieved for his 48
he had gripped her arm 47
he had gripped you with 49
he had grounds for his 217
he had guessed how she 44
he had guessed she was 103
he had guessed that his 93
he had guessed that she 273
he had guessed that they 64
he had guessed that this 69
he had guessed too low 45
he had handled his own 49
he had himself and his 206
he had himself met with 95
he had himself not long 115
he had himself put them 46
he had himself set for 51
he had himself set out 76
he had himself set them 113
he had hitched his own 42
he had hitherto had but 99
he had hitherto met with 449
he had hitherto not had 43
he had honored her with 52
he had honored with his 244
he had hungered for all 47
he had ignored her and 81
he had ignored her for 73
he had ignored his own 103
he had ignored them and 55
he had imbibed with his 316
he had implied that she 137
he had implied that they 42
he had imposed his own 102
he had infused his own 86
he had injured any man 96
he had injured any one 97
he had injured his arm 84
he had injured his head 72
he had injured his leg 258
he had injured his own 95
he had invited all his 111
he had invited and who 53
he had invited her and 114
he had invited her for 81
he had invited her out 272
he had invited him and 82
he had invited him for 51
he had invited his own 50
he had invited them all 107
he had invited them both 43
he had invited them for 45
he had knocked her off 136
he had knocked her out 43
he had knocked him out 132
he had knocked his head 119
he had knocked off his 66
he had knocked out his 90
he had knocked out two 51
he had labored all his 80
he had labored for his 64
he had labored for six 50
he had labored for ten 75
he had labored for two 101
he had labored long and 214
he had labored with his 89
he had laughed and sung 43
he had laughed with her 97
he had laughed with his 47
he had leisure for his 109
he had letters for him 40
he had lowered his head 254
he had luckily met them 78
he had lunched with her 46
he had managed all this 42
he had managed his own 220
he had managed with his 63
he had marched his men 132
he had marched with his 187
he had marched with them 43
he had married and had 822
he had married and his 84
he had married and now 40
he had married and that 110
he had married and then 58
he had married and was 353
he had married and who 96
he had married for her 210
he had married for his 119
he had married her and 618
he had married her for 1047
he had married her off 99
he had married her out 223
he had married her she 59
he had married her was 46
he had married her with 265
he had married his own 295
he had married his son 164
he had married his two 93
he had married not long 133
he had married off his 150
he had married this day 41
he had married was his 67
he had married was not 61
he had matched them with 47
he had matured and had 42
he had mounted and was 58
he had mounted his own 52
he had mounted was one 43
he had mourned for her 79
he had mourned for his 87
he had mourned for them 138
he had noticed and was 41
he had noticed her and 80
he had noticed how his 49
he had noticed how she 57
he had noticed long ago 128
he had noticed she had 40
he had noticed she was 172
he had noticed that all 160
he had noticed that any 64
he had noticed that both 51
he had noticed that for 46
he had noticed that her 257
he had noticed that his 770
he had noticed that one 400
he had noticed that she 782
he had noticed that they 310
he had noticed that this 142
he had noticed that two 62
he had noticed was not 42
he had noticed was that 283
he had nowhere met with 57
he had obliged and had 52
he had occasion for all 147
he had occasion for him 80
he had occasion for his 99
he had occasion for them 193
he had occasion one day 54
he had offered all his 59
he had offered for her 109
he had offered for his 137
he had offered her all 49
he had offered her and 52
he had offered her for 41
he had offered her his 605
he had offered her that 44
he had offered her this 44
he had offered her was 81
he had offered him his 83
he had offered him one 154
he had offered his arm 54
he had offered his own 219
he had offered his son 142
he had offered them for 97
he had offered them his 96
he had offered was not 102
he had opposed all his 83
he had opposed his own 41
he had opposed them with 54
he had opposed with all 105
he had ordered all his 287
he had ordered and had 48
he had ordered and that 47
he had ordered and then 45
he had ordered and was 49
he had ordered for her 510
he had ordered for him 47
he had ordered for his 616
he had ordered for that 44
he had ordered for them 140
he had ordered for this 59
he had ordered had not 163
he had ordered her not 57
he had ordered her out 144
he had ordered him out 205
he had ordered his man 67
he had ordered his men 898
he had ordered his own 292
he had ordered his son 202
he had ordered that all 276
he had ordered that his 146
he had ordered that she 105
he had ordered that they 108
he had ordered them all 128
he had ordered them not 102
he had ordered them out 53
he had ordered was not 83
he had outdone all his 54
he had paddled him long 49
he had painted and had 48
he had painted for her 106
he had painted for him 58
he had painted for his 125
he had painted for them 73
he had painted his own 121
he had painted them with 49
he had painted with his 59
he had perhaps not yet 112
he had perused them with 79
he had perused this long 82
he had pierced one and 50
he had pierced with his 44
he had planned all this 63
he had planned and had 84
he had planned and that 160
he had planned and was 84
he had planned but had 67
he had planned did not 70
he had planned for and 63
he had planned for her 964
he had planned for him 128
he had planned for his 1072
he had planned for that 284
he had planned for them 678
he had planned for this 548
he had planned for you 63
he had planned his own 108
he had planned out and 52
he had planned out for 66
he had planned out his 48
he had planned this all 48
he had planned was not 64
he had planned with his 174
he had planted for her 63
he had planted for his 40
he had planted his own 43
he had planted them all 54
he had planted with his 750
he had pledged all his 50
he had pledged her his 61
he had pledged his own 129
he had plucked for her 60
he had plucked for his 63
he had plucked off his 46
he had plucked out his 44
he had pointed him out 63
he had pointed his gun 47
he had pointed out all 46
he had pointed out and 141
he had pointed out for 58
he had pointed out his 149
he had pointed out how 219
he had pointed out its 55
he had pointed out one 110
he had pointed out that 7553
he had pointed out this 75
he had pointed out was 117
he had pointed out with 98
he had pointed that out 42
he had pointed them out 445
he had pointed this out 364
he had pointed with his 157
he had praised her for 93
he had preached all his 94
he had preached his own 47
he had preached with his 42
he had pressed her for 72
he had pressed his own 55
he had pricked them with 50
he had printed for his 50
he had printed his own 51
he had printed out for 52
he had proudly cut with 52
he had pursued all his 82
he had pursued her with 81
he had pursued his own 140
he had pursued his way 68
he had pursued them with 68
he had pursued was this 41
he had pursued with his 80
he had puzzled out this 46
he had rallied and was 48
he had rallied his men 50
he had realized all his 74
he had realized and that 42
he had realized his own 59
he had realized long ago 138
he had realized she was 185
he had realized that all 83
he had realized that for 52
he had realized that her 52
he had realized that his 1030
he had realized that one 133
he had realized that she 469
he had realized that that 44
he had realized that they 196
he had realized that this 376
he had realized then that 83
he had reasoned his way 63
he had reasoned out his 121
he had reasoned that his 42
he had reasoned with them 46
he had rebuked for his 62
he had rebuked her for 67
he had rebuked him for 60
he had reduced all asia 84
he had reduced his own 89
he had refused all pay 61
he had refused and had 87
he had refused his aid 49
he had refused them all 130
he had regaled her with 56
he had regaled them with 51
he had reigned but two 74
he had reigned for six 51
he had reigned one year 122
he had related all that 56
he had released all his 43
he had released her and 160
he had remaining with him 53
he had removed all his 165
he had removed for his 47
he had removed his cap 77
he had removed his hat 315
he had removed his head 58
he had removed his own 130
he had removed his tie 88
he had removed them all 55
he had removed with his 532
he had renewed his age 68
he had renewed his old 79
he had repeated all his 40
he had replied that all 48
he had replied that any 58
he had replied that his 173
he had replied that she 104
he had replied that they 185
he had replied that this 153
he had replied with his 72
he had reposed all his 92
he had reposed his head 76
he had rescued her and 104
he had rescued his own 57
he had resided all his 47
he had resided for six 59
he had resided for ten 61
he had resided for two 120
he had resided with his 245
he had respect for her 68
he had respect for him 41
he had respect for his 92
he had resumed all his 63
he had resumed his old 281
he had resumed his own 75
he had resumed his seat 893
he had retired and had 91
he had retired and that 43
he had retired and was 305
he had retired for his 42
he had retired with his 507
he had revealed his own 195
he had revealed that his 42
he had revenged his death 92
he had reviled him and 77
he had revived that real 53
he had roasted with his 77
he had rounded off his 110
he had rounded out his 158
he had scolded her for 141
he had scooped out for 41
he had searched all his 61
he had searched far and 51
he had searched for all 108
he had searched for and 163
he had searched for her 337
he had searched for him 64
he had searched for his 149
he had searched for them 85
he had searched out all 79
he had searched out and 41
he had secured all his 51
he had secured all that 184
he had secured but ten 40
he had secured for her 222
he had secured for him 161
he had secured for his 488
he had secured for them 391
he had secured his own 452
he had secured his seat 42
he had secured his son 45
he had seduced and then 54
he had seduced her and 116
he had seduced her with 71
he had settled all his 426
he had settled all things 53
he had settled for his 102
he had settled his own 105
he had settled with his 545
he had settled with sid 119
he had slapped her and 95
he had slapped her for 47
he had slashed with his 102
he had slipped and was 54
he had slipped his arm 121
he had slipped off her 41
he had slipped off his 233
he had slipped off one 52
he had slipped out and 115
he had slipped out with 41
he had smitten with his 70
he had snuffed out his 65
he had somehow let her 50
he had somehow read her 51
he had spelled out for 59
he had spelled out his 153
he had spotted her and 47
he had spotted them and 40
he had stabbed her with 54
he had stabbed him with 66
he had stabbed his own 41
he had stamped his own 49
he had stamped with his 43
he had started all this 40
he had started and had 86
he had started and then 43
he had started and was 68
he had started for his 175
he had started for that 41
he had started going out 131
he had started had not 74
he had started his job 51
he had started his long 48
he had started his new 98
he had started his own 787
he had started off for 59
he had started off with 205
he had started out and 46
he had started out for 177
he had started out his 51
he had started out that 146
he had started out with 2891
he had started with and 69
he had started with had 48
he had started with her 41
he had started with his 552
he had started with that 50
he had started with them 51
he had started with two 54
he had started with was 53
he had steered his way 46
he had stepped out and 79
he had stepped out for 119
he had stepped too far 53
he had stifled all that 77
he had stopped all that 51
he had stopped and had 68
he had stopped and was 373
he had stopped doing that 114
he had stopped eating and 114
he had stopped her and 52
he had stopped his car 224
he had stopped his ears 99
he had stopped off for 100
he had stopped with his 106
he had stormed his way 42
he had strayed too far 410
he had striven all his 142
he had striven for all 75
he had striven for and 92
he had striven for had 101
he had striven for was 87
he had striven with all 182
he had stubbed out his 43
he had studied all his 139
he had studied and had 62
he had studied and how 47
he had studied and read 116
he had studied and was 52
he had studied does not 63
he had studied for his 183
he had studied for six 65
he had studied for two 188
he had studied his art 117
he had studied his own 75
he had studied law and 617
he had studied law for 97
he had studied law with 137
he had studied long ago 46
he had studied long and 92
he had studied them all 91
he had studied them and 61
he had studied them for 65
he had studied them with 107
he had studied this art 49
he had studied with him 70
he had studied with his 149
he had stumped his way 55
he had subdued all his 143
he had subdued his own 56
he had support for his 74
he had tarried too long 349
he had taunted her with 134
he had thrilled them with 76
he had together with his 46
he had totally cut them 65
he had touched both men 61
he had touched her and 246
he had touched her arm 80
he had touched her for 41
he had touched her that 119
he had touched her with 272
he had touched him with 50
he had touched his hat 46
he had touched his own 44
he had touched them all 65
he had touched them with 91
he had touched with his 384
he had towards his own 44
he had trained all his 59
he had trained and led 91
he had trained and who 85
he had trained for his 74
he had trained for this 82
he had trained his men 179
he had trained his own 68
he had trained his son 79
he had trained them for 47
he had tricked her and 68
he had trifled with her 185
he had trifled with his 64
he had trodden with his 41
he had trouble with her 55
he had trouble with his 2038
he had trouble with one 75
he had trouble with that 72
he had trouble with them 49
he had trouble with was 44
he had trusted all his 43
he had trusted had not 63
he had trusted her and 48
he had trusted her with 115
he had trusted him with 55
he had trusted his own 73
he had trusted that his 46
he had trusted them too 53
he had trusted with all 40
he had trusted with his 131
he had twisted her arm 41
he had uttered all his 84
he had uttered that day 40
he had vacated his seat 154
he had violated any law 129
he had violated his oath 380
he had violated his own 194
he had visited all his 62
he had visited and had 46
he had visited and that 43
he had visited for his 44
he had visited her and 109
he had visited her for 43
he had visited his old 129
he had visited his own 68
he had visited his son 57
he had visited not long 61
he had visited that day 131
he had visited them all 66
he had visited them and 87
he had visited with her 71
he had visited with his 457
he had visited with sue 105
he had waltzed with her 54
he had warrant for his 45
he had watched all his 60
he had watched day and 67
he had watched for her 154
he had watched her and 149
he had watched her die 45
he had watched her for 222
he had watched her out 151
he had watched her with 199
he had watched him for 59
he had watched him with 117
he had watched his death 50
he had watched his own 149
he had watched his son 115
he had watched them all 59
he had watched them both 52
he had watched them for 91
he had watched them out 91
he had watched them with 86
he had watched with his 114
he had watered with his 56
he had weakened his own 66
he had whipped off his 62
he had whipped out his 139
he had whisked her off 45
he had wielded his pen 40
he had worried our cat 50
he had worried that his 57
he had worried that she 58
he had wounded her and 40
he had wounded her for 86
he had wounded her with 44
he had wounded him with 60
he had wounded with his 50
he had wrecked his car 60
he had wrecked his own 76
he had written all but 59
he had written all his 325
he had written all that 223
he had written all this 70
he had written and for 59
he had written and had 289
he had written and his 115
he had written and how 54
he had written and not 66
he had written and put 63
he had written and read 94
he had written and set 60
he had written and she 59
he had written and sung 46
he had written and that 394
he had written and then 223
he had written and they 60
he had written and was 301
he had written and who 42
he had written and with 40
he had written but had 97
he had written but not 146
he had written but one 85
he had written did not 112
he had written for all 125
he had written for and 59
he had written for her 1328
he had written for him 243
he had written for his 1623
he had written for one 98
he had written for our 102
he had written for that 260
he had written for them 384
he had written for this 163
he had written for you 48
he had written had not 85
he had written her and 89
he had written her off 110
he had written her that 502
he had written his long 59
he had written his old 49
he had written his own 1252
he had written his poem 167
he had written his real 57
he had written his son 295
he had written his two 199
he had written his way 49
he had written long ago 634
he had written not long 273
he had written off his 52
he had written one day 43
he had written out all 82
he had written out and 211
he had written out for 610
he had written out his 578
he had written out with 143
he had written that all 141
he had written that day 775
he had written that had 117
he had written that his 260
he had written that one 44
he had written that she 87
he had written that they 98
he had written that this 46
he had written that was 165
he had written that year 50
he had written them all 257
he had written them and 90
he had written them for 81
he had written them out 218
he had written them with 63
he had written this poem 93
he had written thus far 272
he had written two long 44
he had written was not 413
he had written was that 43
he had written was too 49
he had written with his 981
he had wrought for his 94
he had wrought for them 189
he had wrought out for 112
he had wrought out his 40
he had wrought with his 97
he had yielded his own 50
he had yielded was dying 60
he has adopted for his 263
he has adopted her and 194
he has adopted his own 49
he has adopted this path 41
he has adorned with his 48
he has adorned you with 47
he has against him all 74
he has alleged that this 54
he has allowed his own 132
he has applied all his 66
he has applied for and 186
he has applied for his 48
he has applied them all 71
he has arranged all things 43
he has arranged for her 254
he has arranged for his 148
he has arranged for them 55
he has arranged for you 57
he has arranged them with 53
he has arranged with his 65
he has arrived with his 52
he has assumed that his 45
he has assumed that they 44
he has assured her that 129
he has assured them that 201
he has assured you that 52
he has battled his way 40
he has blessed you this 40
he has blessed you with 113
he has brought all his 311
he has brought all this 82
he has brought for her 107
he has brought for his 65
he has brought his own 252
he has brought his son 70
he has brought out all 593
he has brought out his 199
he has brought out this 77
he has brought out two 48
he has brought out with 85
he has brought them all 222
he has brought them out 206
he has brought with him 5993
he has brought you bad 44
he has brought you out 175
he has carried all his 45
he has carried her off 105
he has carried his art 95
he has carried off his 45
he has carried off with 62
he has carried out all 145
he has carried out and 97
he has carried out for 92
he has carried out his 2237
he has carried out that 166
he has carried out this 322
he has carried out with 251
he has carried them off 50
he has carried them out 281
he has carried too far 44
he has carried with him 985
he has carried you off 58
he has chalked out for 127
he has chanced now and 49
he has charged him with 73
he has charged them with 68
he has charged you with 111
he has claimed for his 58
he has claimed that his 84
he has contact with his 58
he has covered with his 53
he has decided that all 54
he has decided that being 45
he has decided that his 234
he has decided that she 75
he has decided that they 80
he has decided that this 107
he has decided that you 70
he has decreed that they 50
he has defeated his own 64
he has defined his own 89
he has delayed too long 167
he has derived his being 221
he has derived his own 51
he has devised for his 87
he has devised for them 88
he has devised his own 85
he has devoted all his 598
he has drained them dry 67
he has endowed her with 175
he has endowed him with 101
he has endowed man with 93
he has endowed them with 210
he has endowed you with 217
he has enemies who are 40
he has enjoyed are not 81
he has enjoyed with his 45
he has ensured that his 58
he has entered his own 85
he has entered his seat 43
he has entered with his 54
he has equally with them 46
he has erected for his 57
he has erected his own 50
he has escaped them all 62
he has escaped with his 151
he has everything going for 66
he has everything his own 117
