had acted a far worse 44
him until a few weeks 95
him until a year later 99
him until i had first 46
him until i was about 81
him until i was close 77
him until i was quite 58
him utter a few words 41
him where i can watch 43
him where i had found 138
him where i was headed 92
him where i was staying 232
him where i was working 56
him which i had never 147
him while i was alive 76
him while i was getting 51
him while i was growing 58
him while i was ironing 260
him while i was sitting 81
him while i was still 285
him while i was talking 60
him while i was waiting 96
him while i was working 151
him while i was writing 80
him within a few hours 587
him within a few miles 167
him within a few months 569
him within a few paces 131
him within a few steps 48
him within a few votes 79
him within a few weeks 440
him within a few yards 373
him within a year after 99
hip while i was lifting 42
his bones a year after 42
his chair a bit nearer 42
his chair a few times 46
his chest a few times 123
his father a few hours 59
his father a few months 428
his father a few times 89
his father a few weeks 163
his father a year later 149
his fingers a few drops 179
his fingers a few times 302
his fists a few times 59
his grave a man never 104
his guest a long black 53
his hands a few hours 97
his hands a few months 76
his hands a few times 364
his hands a red cross 98
his heels a few times 45
his horse a few months 109
his horse a few paces 231
his horse a few steps 244
his horse a few yards 195
his house a few doors 45
his house a few hours 69
his house a few miles 124
his house a few months 154
his house a few times 229
his house a few weeks 128
his house a few yards 44
his knees a few times 41
his mother a few hours 63
his mother a few months 182
his mother a few times 129
his mother a few weeks 196
his mother a long visit 56
his mother a new house 70
his mother a year later 164
his party a few miles 107
his passing a few months 46
his people a few weeks 58
his place a few steps 48
his place a few times 135
his place a man named 68
his price a sum nearly 79
his ranch a few miles 57
his reign a few months 74
his roots a bud shall 121
his sleep a few months 45
his steps a few weeks 44
his studio a long while 40
his throat a few times 654
his throne a few short 41
his tongue a few times 124
his uncle a few months 46
his visit a few weeks 52
his visit a year later 46
his voice a bit husky 135
his voice a bit shaky 84
his voice a few times 52
his voice a low growl 416
his voice i had never 111
his voice i hear within 60
his wages a sum equal 99
his watch a few times 57
his while i was putting 45
his works i did appear 113
his wound a few hours 124
hit anything i had tried 94
hot springs a few miles 42
hot water a few times 72
how awful i was feeling 42
how badly i was feeling 96
how badly i was hurting 77
how badly i was shaking 41
how close i was getting 74
how could a man build 93
how could a man sleep 41
how could a man whose 50
how could a man write 43
how could i not trust 60
how could i say anything 155
how could i woo elise 40
how crazy i was about 174
how easily a man could 146
how easily a man might 91
how happy i was about 143
how hungry i was until 312
how large a sum would 51
how lucky i was until 42
how naive i was about 114
how often i hear people 44
how right i was about 120
how shall a real human 66
how shall i set about 280
how small a man looks 97
how small a tax would 42
how small i was first 53
how sorry i was about 932
how tense i was until 54
how tired i was after 114
how tired i was getting 59
how tired i was until 281
how upset i was about 245
how within a few hours 43
how within a few months 62
how would i set about 68
hut where i had slept 44
hut where i was staying 105
