he add another verse to 120
he had driven about the 56
he had driven round by 42
he had ducked under the 62
he had earlier found in 82
he had earlier given in 45
he had earlier given the 118
he had earlier given to 328
he had earlier given up 40
he had earlier hoped to 83
he had earlier shown in 57
he had earlier shown to 42
he had earlier taken in 51
he had earlier taken the 54
he had earlier taken to 47
he had earlier tried to 495
he had earlier vowed to 40
he had english blood in 119
he had enough clout to 108
he had enough funds to 94
he had enough latin to 46
he had enough light to 98
he had enough money he 213
he had enough money in 369
he had enough money of 65
he had enough money on 135
he had enough money so 42
he had enough money to 5486
he had enough nerve to 72
he had enough power to 326
he had enough reason to 51
he had enough saved to 64
he had enough savings to 68
he had enough sense of 131
he had enough sense to 976
he had enough space to 61
he had enough speed to 66
he had enough votes to 230
he had failed again to 71
he had failed either to 146
he had failed fully to 44
he had failed twice in 46
he had fairly begun the 40
he had fairly begun to 105
he had fairly earned by 69
he had fairly earned in 49
he had fairly earned it 101
he had fairly earned the 229
he had fallen afoul of 111
he had fallen after the 165
he had fallen below the 98
he had fallen beneath the 113
he had fallen close to 92
he had fallen madly in 656
he had fallen short in 221
he had fallen short of 940
he had fallen under the 3453
he had family plate in 63
he had filled since the 45
he had filled under the 85
he had fondly hoped he 43
he had fondly hoped to 471
he had formed about the 148
he had formed after the 127
he had formed under the 117
he had formed while he 58
he had formed while in 78
he had formed would be 41
he had formed would of 66
he had fought under the 335
he had freely given it 40
he had freely given to 107
he had further reason to 76
he had gained about the 76
he had gained after the 43
he had gained entry to 110
he had gained power in 49
he had gained since he 116
he had gained since the 75
he had gained under the 95
he had gained while in 60
he had gained would be 80
he had german blood in 45
he had gleaned about the 69
he had gotten blood on 50
he had gotten close to 150
he had gotten drunk at 41
he had gotten drunk in 61
he had gotten drunk on 79
he had gotten drunk the 47
he had gotten mixed up 221
he had gotten stuck in 61
he had gotten tired of 257
he had gotten where he 110
he had greater reason to 268
he had greatly added to 50
he had greatly aided the 40
he had greatly erred in 91
he had hardly anything to 154
he had hardly begun the 99
he had hardly begun to 757
he had hardly dared to 697
he had hardly found it 42
he had hardly given it 120
he had hardly given the 46
he had hardly hoped to 120
he had hardly known the 62
he had hardly reared it 76
he had hardly risen to 65
he had hardly slept at 188
he had hardly slept in 47
he had hardly slept the 85
he had hardly taken in 101
he had hardly taken the 71
he had hardly taken up 55
he had helped build in 69
he had helped build it 100
he had helped build the 272
he had helped build up 83
he had helped carry the 67
he had helped create in 161
he had helped create it 56
he had helped create the 154
he had helped defeat the 51
he had helped draft the 198
he had helped found in 471
he had helped found the 408
he had helped raise the 45
he had helped shape the 65
he had helped write the 153
he had herded sheep in 60
he had hidden beneath the 80
he had hidden under the 497
he had indeed begun to 105
he had indeed found it 43
he had indeed found the 556
he had indeed given the 125
he had indeed taken the 118
he had indeed tried to 118
he had jewish blood in 187
he had joined after the 44
he had joined others in 44
he had justly earned the 47
he had killed seven of 87
he had kindly given me 55
he had kissed hands as 43
he had landed under the 50
he had lately added to 133
he had lately begun to 467
he had lately built in 171
he had lately found in 53
he had lately given the 127
he had lately given to 201
he had lately lived in 56
he had lately noted in 47
he had lately slept in 53
he had lately taken in 139
he had lately taken on 117
he had lately taken the 61
he had lately taken to 343
he had lately taken up 119
he had lately tried to 55
he had learned about an 43
he had learned about as 58
he had learned about at 114
he had learned about in 413
he had learned about it 440
he had learned about me 64
he had learned about my 79
he had learned about the 5089
he had learned after the 55
he had learned anything at 92
he had learned anything in 189
he had learned anything of 172
he had learned could be 42
he had learned growing up 331
he had learned never to 458
he had learned since he 259
he had learned since the 107
he had learned under the 209
he had learned where the 109
he had learned where to 54
he had learned while at 109
he had learned while he 289
he had learned while in 273
he had learned while on 61
he had learned within the 51
he had learned would be 65
he had lingered about the 63
he had little cause to 680
he had little claim to 272
he had little doubt as 459
he had little doubt he 151
he had little doubt in 66
he had little doubt it 105
he had little doubt of 963
he had little doubt the 195
he had little fault to 47
he had little favor to 45
he had little force of 45
he had little fruit to 42
he had little grasp of 182
he had little hopes of 409
he had little inkling of 81
he had little mercy to 140
he had little money in 51
he had little money of 84
he had little money or 45
he had little money to 401
he had little notion of 276
he had little power in 78
he had little power of 347
he had little power or 72
he had little power to 373
he had little reason to 3148
he had little right to 290
he had little sense of 1182
he had little share in 109
he had little skill at 41
he had little skill in 222
he had little taste or 112
he had little trust in 127
he had little voice in 60
he had little warmth of 108
he had loaned money to 211
he had looked about the 98
he had looked about to 41
he had looked after it 78
he had looked after me 106
he had looked after the 461
he had looked again at 60
he had looked right at 61
he had looked round at 98
he had looked round the 310
he had looked round to 40
he had looked under the 74
he had lusted after the 50
he had merely acted as 133
he had merely acted in 106
he had merely acted on 43
he had merely added the 53
he had merely asked the 79
he had merely bowed to 44
he had merely found it 133
he had merely given the 104
he had merely taken the 177
he had merely tried to 276
he had missed since he 44
he had missed since the 55
he had missed while he 120
he had missed while in 68
he had neither grace of 45
he had neither money to 89
he had neither power to 58
he had neither skill to 89
he had neither taken the 43
he had ocular proof of 82
he had orders which he 40
he had panted under the 69
he had passed after the 98
he had passed beneath the 75
he had passed close to 154
he had passed nearly to 55
he had passed round the 91
he had passed since he 228
he had passed since the 53
he had passed under the 535
he had passed within the 173
he had pawned every thing 66
he had placed about the 107
he had placed above the 46
he had placed beneath the 62
he had placed first in 53
he had placed round the 58
he had placed under the 663
he had played about the 55
he had played false to 49
he had played poker at 62
he had played round the 53
he had played since he 65
he had played since the 55
he had played under the 108
he had poured scorn on 139
he had poured water on 40
he had prayed about it 107
he had proved false to 85
he had proved worthy of 70
he had pulled aside the 49
he had pulled strings to 87
he had pushed aside the 166
he had pushed close to 61
he had pushed under my 42
he had qualms about the 183
he had raised about the 72
he had raised money on 145
he had raised money to 59
he had raised under the 62
he had reached about the 175
he had reached nearly the 87
he had reached paris by 46
he had reasons which he 42
he had richly earned by 54
he had ridden about the 111
he had ridden round the 47
he had risked every thing 57
he had roamed about the 66
he had rolled about the 59
he had sailed round the 361
he had sailed under the 50
he had scarce begun to 114
he had scared rooks as 58
he had scotch blood in 51
he had secret hopes of 88
he had seemed about to 147
he had seemed nearer to 98
he had seemed willing to 116
he had seized after the 49
he had seized power by 55
he had seized power in 218
he had serious cause to 44
he had serious hopes of 44
he had serious reason to 95
he had served first as 332
he had served since he 40
he had served since the 138
he had served under in 87
he had served under me 65
he had served under the 725
he had served until the 40
he had severe pains in 151
he had shaken hands at 60
he had shooting pains in 90
he had shoved under the 43
he had showed signs of 67
he had simply acted in 68
he had simply asked the 55
he had simply ceased to 153
he had simply drawn the 42
he had simply given the 70
he had simply given up 182
he had simply taken it 85
he had simply taken the 162
he had simply tired of 49
he had simply tried to 283
he had singular skill in 55
he had slowly begun to 121
he had slowly built up 90
he had smiled since he 51
he had smoked since he 74
he had something close to 46
he had something fresh to 66
he had something solid to 107
he had something still to 76
he had something stuck in 113
he had something vital to 78
he had something which he 298
he had something which is 64
he had something white in 48
he had something worthy of 44
he had sought rather to 40
he had sought since the 78
he had special reason to 187
he had spoken about an 50
he had spoken about in 77
he had spoken about it 438
he had spoken about me 129
he had spoken about so 41
he had spoken about the 851
he had spoken after the 43
he had spoken aloud as 44
he had spoken aloud to 107
he had spoken often of 63
he had spoken since he 206
he had spoken since the 213
he had spoken since we 74
he had spoken under the 144
he had spoken words of 144
he had spoken would be 113
he had stated would be 41
he had stayed about at 66
he had stayed after the 44
he had stayed close to 184
he had stayed longer he 47
he had stayed longer in 136
he had stayed loyal to 47
he had stayed under the 51
he had stayed until he 61
he had stayed until the 104
he had stayed where he 371
he had stayed within the 97
he had surely found the 71
he had talked about at 72
he had talked about in 212
he had talked about it 683
he had talked about me 50
he had talked about on 43
he had talked about so 116
he had talked about the 1449
he had talked about to 82
he had talked above the 88
he had talked again to 71
he had tasted since he 199
he had tasted since the 43
he had taught others to 50
he had theories about the 48
he had thought about in 107
he had thought about it 3873
he had thought about me 98
he had thought about so 62
he had thought about the 2009
he had thought could be 42
he had thought first of 118
he had thought might be 243
he had thought never to 421
he had thought often of 147
he had thought right to 78
he had thought thereof in 98
he had thought while he 44
he had thought worthy of 121
he had thought would be 998
he had tucked under the 68
he had turned about to 44
he had turned again to 258
he had turned aside in 43
he had turned aside the 65
he had turned aside to 773
he had turned first to 43
he had turned round in 54
he had turned round on 44
he had turned round to 188
he had twelve hours to 130
he had twenty acres of 65
he had vainly hoped to 313
he had vainly tried to 1723
he had vainly urged the 47
he had veered round to 54
he had violent pains in 81
he had waited until he 595
he had waited until it 88
he had waited until the 1097
he had waited until we 40
he had walked about in 61
he had walked about the 236
he had walked alone in 48
he had walked right by 44
he had walked right up 104
he had walked round the 200
he had walked under the 92
he had wanted anything in 97
he had wanted since he 71
he had wanted since the 70
he had warned about the 67
he had wholly ceased to 129
he had wholly given up 59
he had winced under the 47
he had wisely taken the 50
he had worked first as 85
he had worked first in 57
he had worked round to 44
he had worked seven or 75
he had worked since he 154
he had worked since the 188
he had worked under the 279
he had worked until he 50
he had worked until the 49
he had worked while in 44
he had worked within the 98
he had writhed under the 64
he has almost ceased to 283
he has almost given up 149
he has already asked me 54
he has already asked the 81
he has already begun in 63
he has already begun it 91
he has already begun the 208
he has already begun to 2426
he has already built up 188
he has already ceased to 267
he has already drawn up 61
he has already earned by 40
he has already earned the 58
he has already fixed the 46
he has already found in 116
he has already found it 124
he has already found the 203
he has already found to 62
he has already given an 61
he has already given by 40
he has already given in 365
he has already given it 200
he has already given me 333
he has already given of 111
he has already given so 62
he has already given the 451
he has already given to 407
he has already given up 270
he has already given us 736
he has already lived in 48
he has already lived so 56
he has already lived to 59
he has already moved on 138
he has already moved to 49
he has already saved me 125
he has already shown in 182
he has already shown me 43
he has already shown the 110
he has already shown to 124
he has already shown us 80
he has already spent in 93
he has already spent it 51
he has already spent on 113
he has already spent the 96
he has already taken an 43
he has already taken in 316
he has already taken it 77
he has already taken on 160
he has already taken the 516
he has already taken to 104
he has already taken up 171
he has already tried to 241
he has always acted as 151
he has always acted in 144
he has always acted on 117
he has always aimed at 103
he has always borne the 77
he has always found in 84
he has always found it 331
he has always found so 43
he has always found the 525
he has always found to 65
he has always given it 51
he has always given me 298
he has always given the 217
he has always given to 290
he has always given us 110
he has always hated me 59
he has always hated the 74
he has always hoped to 100
he has always known as 52
he has always known he 64
he has always known it 190
he has always known the 112
he has always known to 63
he has always liked the 51
he has always liked to 183
he has always lived at 44
he has always lived by 52
he has always lived in 1561
he has always lived on 233
he has always longed to 147
he has always loved me 149
he has always loved the 128
he has always loved to 132
he has always shewn to 40
he has always shown an 89
he has always shown in 322
he has always shown me 288
he has always shown the 97
he has always shown to 208
he has always stood by 145
he has always stood in 80
he has always stood up 93
he has always stuck to 45
he has always taken an 493
he has always taken in 750
he has always taken it 43
he has always taken the 305
he has always taken to 43
he has always tried to 1216
he has always voted the 63
he has another claim to 42
he has another method of 41
he has another reason to 51
he has another which is 50
he has another woman in 47
he has barely begun to 122
he has become adept at 161
he has become alike the 47
he has become alive to 47
he has become aware in 62
he has become aware of 2563
he has become aware or 167
he has become blind to 91
he has become close to 40
he has become known as 1502
he has become known in 115
he has become known to 362
he has become liable or 163
he has become liable to 188
he has become mayor of 48
he has become owner of 47
he has become quite an 87
he has become since he 50
he has become since the 48
he has become tired of 145
he has become under the 56
he has become unfit to 50
he has become worthy of 68
he has caught sight of 627
he has caused others to 191
he has changed since he 80
he has changed since the 77
he has chosen rather to 143
he has chosen seems to 59
he has clearly shown the 65
he has clearly shown to 59
he has common sense on 230
he has created within the 63
he has deemed worthy of 41
he has doubts about it 161
he has doubts about the 718
he has enough money he 60
he has enough money in 128
he has enough money to 1757
he has enough power to 133
he has enough sense to 225
he has failed fully to 54
he has fairly begun to 53
he has fairly earned it 58
he has fairly earned the 116
he has fairly tried it 61
he has fallen after the 54
he has fallen below the 118
he has fallen madly in 78
he has fallen short in 113
he has fallen short of 2301
he has fallen under the 710
he has formed about the 54
he has freely given to 58
he has freely given us 422
he has gained about the 44
he has gained anything by 57
he has gained since he 40
he has gained since the 52
he has glided about the 70
he has greater power of 62
he has greatly added to 106
he has hardly anything to 76
he has hardly begun to 177
he has hardly slept at 44
he has helped others to 57
he has helped shape the 52
he has hidden under the 46
he has indeed found the 74
he has indeed given no 150
he has indeed given us 40
he has indeed taken an 133
he has jewish blood in 48
he has justly earned the 122
he has kindly given me 469
he has kindly given to 44
he has kindly given us 95
he has kindly shown me 46
he has kindly taken in 45
he has lately begun to 124
he has lately given to 99
he has lately taken to 144
he has lately taken up 44
he has learned about in 59
he has learned about it 126
he has learned about the 1499
he has learned never to 56
he has learned since he 101
he has learned under the 56
he has learned where to 43
he has levied since the 58
he has little cause to 172
he has little claim to 115
he has little doubt of 141
he has little grasp of 42
he has little hopes of 82
he has little money to 51
he has little notion of 144
he has little power of 110
he has little power or 43
he has little power to 210
he has little reason to 760
he has little right to 130
he has little sense of 590
he has little skill in 158
he has little voice in 48
he has looked after me 55
he has looked after the 113
he has merely taken the 62
he has passed under the 68
he has passed within the 61
he has placed under the 79
he has placed within the 84
he has placed within us 83
he has proved equal to 55
he has raised about the 59
he has reached about the 54
he has scotch blood in 66
he has secret ideals of 60
he has seldom acted as 47
he has seldom grace to 60
he has served since the 48
he has served under the 91
he has simply given up 52
he has simply mixed it 67
he has simply taken the 71
he has simply tried to 48
he has slowly built up 49
he has something fresh to 45
he has something solid to 64
he has something vital to 54
he has something which he 397
he has something which is 174
he has something which the 53
he has sooner given the 71
he has sought rather to 158
he has special reason to 49
he has spoken about it 73
he has spoken about the 199
he has spoken shall be 75
he has spoken words to 43
he has stated about the 46
he has stayed close to 77
he has stayed within the 47
he has strange gifts of 43
he has talked about it 167
he has talked about me 62
he has talked about the 254
he has taught others to 86
he has taught writing at 44
he has thereby taken the 54
he has thought about it 492
he has thought about the 366
he has thought every thing 172
he has thought right to 75
he has thought worthy of 84
he has truest right to 60
he has turned aside to 70
he has vainly tried to 179
he has waited until he 53
he has worked since he 51
he has worked since the 61
he has worked under the 70
he has worked within the 81
he has writhed under the 118
he hath already given us 43
he hath always shown to 53
he hath better reason to 51
he hath chosen judah to 84
he hath hardly spoke to 85
he lay asleep under the 41
he lay buried under the 63
he lay without motion or 42
he lay without sense or 106
he may almost avoid the 56
he may assist others in 42
he may become aware of 770
he may become known as 45
he may become liable by 57
he may become liable in 147
he may become liable to 424
he may become worthy of 133
he may become worthy to 84
he may better serve the 54
he may borrow money to 45
he may choose either to 90
he may choose which he 43
he may employ others to 65
he may endure under the 81
he may expend nearly an 44
he may fairly claim the 77
he may fairly claim to 261
he may forbid cries of 54
he may forget about it 45
he may forget about the 71
he may forget where he 53
he may indeed still be 57
he may justly claim the 375
he may justly claim to 137
he may obtain money to 49
he may readily elude the 55
he may remain where he 70
he may remain within the 53
he may return again to 99
he may safely count on 46
he may safely lodge the 128
he may safely offer the 95
he may select which he 42
he may simply catch the 46
he may suffer under it 55
he may without breach of 46
he may wonder about the 59
he met another group of 80
he met another party of 90
he met before eight he 52
he met martin luther king 98
he nor clarke could be 40
he not already begun to 46
he not always allow as 56
he not become aware of 43
he not caught sight of 177
he not chosen rather to 65
he not fallen under the 68
he not forbear warning the 74
he not return thanks at 60
he now almost liked the 49
he now appears again he 60
he now became aware of 123
he now became known as 44
he now caught sight of 96
he now enjoys under the 124
he now glided round to 50
he now haunts about the 67
he now seemed really to 94
he now seemed willing to 76
he now showed signs of 85
he now stands alone by 44
he now thought about the 52
he now thought every thing 41
he now thought might be 65
he put another piece of 93
he put greater trust in 85
he put little stock in 110
he put little trust in 88
he put something under the 51
he put therein doors of 42
he sat silent while the 50
he saw another flash of 48
he saw another group of 123
he saw another piece of 78
he saw clearly where the 49
he saw clearly where to 42
he saw little change in 44
he saw little fruit of 108
he saw little merit in 97
he saw little point in 534
he saw little reason to 445
he saw little sense in 58
he saw little value in 227
he saw robert enter the 92
he saw should really be 69
he saw someone enter the 44
he saw someone sitting in 61
he saw someone sitting on 66
he saw something flash in 49
he saw something funny in 62
he saw something glint in 42
he saw something shining in 164
he saw something shining on 67
he saw something sitting by 41
he saw something under the 45
he saw something which he 153
he saw something white in 119
he saw something white on 59
he saw sumner seize the 51
he saw through leaves the 43
he say something about it 81
he say something about me 41
he say something about the 130
he set greater store by 69
he set little store by 370
he set little value on 154
he sung without mercy or 50
he that always keeps in 65
he that shewed mercy on 71
he that should first be 52
he that showed mercy on 149
he that towers above the 58
he that wishes rather to 76
he then became aware of 54
he then became known as 41
he then caught sight of 50
he then seemed quite at 74
he then thought might be 54
he then thought would be 68
he then turned again to 55
he then turned round to 75
he thus became known to 43
he too became aware of 69
he too caught sight of 91
he too seemed willing to 100
he too showed signs of 78
he was achingly aware of 41
he was active again in 54
he was active until the 145
he was active within the 60
he was adored under the 61
he was afraid might be 161
he was afraid would be 295
he was almost about to 76
he was almost alone at 40
he was almost alone in 1409
he was almost alone on 61
he was almost beaten to 83
he was almost black in 115
he was almost blind in 130
he was almost blind to 66
he was almost bound to 614
he was almost choking in 48
he was almost close to 70
he was almost daily in 71
he was almost equal to 226
he was almost foaming at 48
he was almost given up 64
he was almost grown up 169
he was almost happy at 48
he was almost happy in 54
he was almost happy to 52
he was almost moved to 166
he was almost never at 79
he was almost never in 82
he was almost proud of 225
he was almost saved by 66
he was almost sitting on 78
he was almost sitting up 45
he was almost sorry he 258
he was almost sorry the 59
he was almost sorry to 178
he was almost taken by 44
he was almost talking to 48
he was almost tired of 57
he was almost twice as 152
he was almost under the 98
he was almost willing to 283
he was almost within the 43
he was already about to 219
he was already above the 46
he was already adept at 67
he was already aware of 2384
he was already bored by 46
he was already bound by 150
he was already bound to 446
he was already calling the 65
he was already chief of 49
he was already close to 401
he was already closing the 71
he was already drawing up 75
he was already drawn to 59
he was already drawn up 42
he was already dreaming of 481
he was already falling in 103
he was already feeling in 56
he was already feeling the 423
he was already finding it 61
he was already forming the 48
he was already getting on 147
he was already getting the 87
he was already getting to 44
he was already getting up 68
he was already grown up 527
he was already helping to 40
he was already holding the 94
he was already itching to 47
he was already known as 3302
he was already known by 167
he was already known in 317
he was already known to 932
he was already learning it 111
he was already learning the 61
he was already learning to 142
he was already looking at 355
he was already looking to 135
he was already opening the 128
he was already picking up 74
he was already playing in 101
he was already playing the 156
he was already pulling the 60
he was already pushing the 71
he was already putting on 223
he was already putting the 81
he was already quite an 55
he was already running the 58
he was already running to 45
he was already seated at 113
he was already seated in 215
he was already seated on 53
he was already seeking to 91
he was already serving as 422
he was already serving in 233
he was already serving on 44
he was already setting up 47
he was already short of 95
