hail of shot revenges his 47
have to make certain you 181
have to make choices and 561
have to make choices for 119
have to make choices that 648
have to make choices with 59
have to make contact and 42
have to make contact with 2251
have to make efforts for 70
have to make everything for 43
have to make excuses and 62
have to make excuses for 995
have to make friends with 813
have to make increasing use 41
have to make maximum use 82
have to make payment for 72
have to make trouble for 56
have to meet everything head 41
have to move against him 47
have to move against them 44
have to move because they 58
have to move everything out 120
have to move forward and 277
have to move forward with 175
have to move quickly and 355
have to move quickly now 53
have to move swiftly and 60
have to part company with 913
have to pass between them 142
have to pass between two 144
have to play against him 72
have to pray against any 49
have to pull everything out 108
have to pull together and 159
have to pull together for 56
have to react quickly and 81
have to rest content with 1429
have to seek justice for 49
have to sell everything and 69
have to sell everything they 52
have to sell herself for 81
have to show concern for 60
have to show courage and 50
have to show exactly how 58
have to show respect and 49
have to show respect for 263
have to sort everything out 68
have to stay because they 41
have to stay current with 55
have to stay focused and 138
have to stay indoors all 85
have to stay indoors and 76
have to stay indoors for 151
have to stay married for 83
have to stay outside and 62
have to stay outside for 43
have to stay together and 116
have to stay together for 115
have to step forward and 242
have to step outside and 52
have to step outside for 61
have to step outside our 78
have to stop because they 54
have to stop because you 98
have to stop believing that 173
have to stop everything and 103
have to take account both 123
have to take account not 609
have to take certain things 72
have to take chances and 165
have to take chances for 234
have to take chances with 110
have to take command and 45
have to take control and 101
have to take counsel with 92
have to take courage and 40
have to take courses that 90
have to take everything off 262
have to take everything out 336
have to take everything that 256
have to take everything they 69
have to take everything with 141
have to take everything you 88
have to take insulin for 153
have to take measures for 172
have to take measures that 140
have to tell anybody how 44
have to tell anybody that 215
have to tell everything that 94
have to tell everything you 151
have to tell herself that 87
have to tell himself that 44
have to thank america for 42
have to thank himself for 49
have to think everything out 90
have to think quickly and 94
have to throw everything out 127
have to tread lightly and 40
have to urge against this 50
have to vote against him 79
have to vote against his 60
have to vote against this 61
have to vote against you 47
have to wait because she 59
have to wait because they 76
have to wait decades for 87
have to wait forever for 290
have to wait oftener for 99
have to wait outside for 176
have to wait quietly for 41
have to work against each 46
have to work against that 46
have to work against this 54
have to work anymore and 44
have to work because she 43
have to work because they 173
have to work because you 84
have to work closely and 63
have to work closely with 4775
have to work everything out 126
have to work outside and 53
have to work quickly and 240
have to work together and 1154
have to work together for 822
have to work together now 48
have to work together with 675
have to work tonight and 53
have to work towards that 114
have we been assured that 93
have we been blessed with 74
have we heard parents say 44
have we made towards our 239
having an ongoing dialogue with 42
having as much contact with 44
having as much trouble with 204
having as their primary aim 41
having at last realized that 89
having at their command all 53
having in their custody any 58
having in vain applied for 46
having in vain searched for 78
having it come against him 52
having it used against him 52
having it used against them 48
having my name coupled with 56
having no more occasion for 102
having no more remorse than 78
having no more respect for 67
having no more success than 97
having no other ambition than 116
having no other company but 70
having no other company than 121
having no other contact with 53
having no other country but 44
having no other fortune than 65
having no other friends but 71
having no other function but 44
having no other function than 303
having no other purpose than 621
having no other pursuit than 40
having no other sanction than 85
having no other shelter than 95
having no other support but 46
having no other support than 201
having no other thoughts but 220
having so many brothers and 55
having so many friends and 91
having so much altered and 45
having so much respect for 58
having so much success with 51
having so much trouble and 46
having so much trouble that 105
having so much trouble with 1599
having the bird removed and 76
having the body covered with 384
having the breath knocked out 212
having the good fortune not 46
having the land covered with 67
having the least concern with 120
having the least contact with 68
having the least sympathy with 108
having the life crushed out 80
having the most contact with 121
having the most distant idea 190
having the most trouble with 242
having the same beliefs and 46
having the same climate and 48
having the same content and 49
having the same culture and 50
having the same customs and 103
having the same density and 277
having the same density but 53
having the same desires and 91
having the same diameter and 356
having the same diameter are 64
having the same diameter but 45
having the same formula but 71
having the same friends and 87
having the same function and 164
having the same function are 63
having the same function but 67
having the same general aim 49
having the same general end 109
having the same geometry and 59
having the same initials had 47
having the same language and 288
having the same location and 54
having the same manners and 98
having the same objects and 100
having the same occasion for 60
having the same parents and 40
having the same passions and 41
having the same position and 63
having the same position with 41
having the same primary key 114
having the same priority are 46
having the same problem and 86
having the same problem that 105
having the same problem with 397
having the same purpose and 137
having the same quality and 269
having the same question put 51
having the same relation with 43
having the same religion and 153
having the same respect for 68
having the same subject and 757
having the same subject are 79
having the same success with 71
having the same surface area 1023
having the same surname and 95
having the same surname are 41
having the same tenures and 48
having the same texture and 60
having the same thoughts and 113
having the same trouble and 40
having the same trouble that 41
having the same trouble with 300
having the same variance and 58
having the skin covered with 72
having the wind knocked out 805
having the work carried out 115
having to find excuses for 49
having to know exactly how 57
having to learn everything all 42
having to make choices and 130
having to make choices for 49
having to make choices that 140
having to make contact with 114
having to make excuses for 251
having to make friends with 62
having to part company with 67
having to rest content with 44
having to work closely with 130
heads by slow degrees had 50
heads of great patriots with 48
heads of noun phrases and 55
heads of their columns had 92
heads of their enemies and 282
heads of their enemies did 114
heads of their enemies that 114
heads of their fellows and 44
heads of their friends and 56
heads of their hammers off 71
heads of their missions are 136
heads of their parents and 64
heads of their victims and 110
heads of their victims with 40
heads of these animals are 103
heads of these figures are 150
heads of these offices are 54
heads of these schools and 41
heads of those persons who 53
heads on their pillows that 162
heads to rise upright with 62
heads to their enemies for 52
healing of soft tissues and 47
health by your sympathy with 104
health is more complex than 51
health is more precious than 46
health of farm animals and 79
health of farm workers and 64
health of many members had 84
health of their clients and 59
health of their members and 104
health of their parents and 51
health of their workers and 118
health of those persons who 85
health of your parents and 49
heaps of snow dropped out 40
heaps of their enemies dead 91
heaps of wild hawthorn and 54
heard by their enemies and 83
heard in great britain and 40
heard in their prayers and 75
heard in their prayers for 45
heard it from persons who 100
heard my papa himself say 204
heard no other returns than 203
heard of lope sanchez for 102
heard of some persons who 45
heard of some wonders that 46
heard of their arrival and 165
heard of those wrecked and 170
heard of your arrival and 75
heard of your arrival with 65
heard of your conduct and 49
heard of your husband for 57
heard of your illness and 98
heard of your illness with 41
heard of your paintings too 468
heard so many stories and 61
heard so many stories that 151
heard the case decided that 55
heard the holy prophet say 258
heard the same stories and 49
heard the same stories that 40
heard the very banshee that 40
heard the very distant and 118
heard the wind outside and 48
heard the wind whistling and 54
hearing by what midwife they 76
hearing of said petition and 72
hearing of such petition and 49
hearing of their arrival and 60
hearing of your welfare and 59
hearing on their decision not 54
hearing to learn language and 46
heart as ever throbbed for 41
heart at once exulted and 64
heart at once upright and 111
heart be early seasoned with 47
heart by some supreme act 55
heart he told himself that 83
heart in full sympathy with 51
heart in hiding stirred for 806
heart is beating quietly and 61
heart is beating rapidly and 77
heart is beating strongly and 49
heart is glad because she 41
heart is more precious than 54
heart is much smaller than 53
heart is once steeled with 44
heart is rent asunder and 49
heart is warm towards you 100
heart of mine endures for 50
heart of north america and 79
heart of some unhappy man 47
heart of south america and 86
heart of their concern was 45
heart of their country and 93
heart of their country was 89
heart of their country with 58
heart of their culture and 62
heart of their message was 42
heart of these debates was 45
heart of true religion and 43
heart of your country with 45
heart or great vessels and 61
heart or great vessels are 124
heart or great vessels may 56
heart the poor fellows who 58
heart the same purpose that 97
heart to find support and 46
heart to keep himself far 50
heart to know madness and 47
heart to make himself and 76
heart to other theorists and 42
heats up more quickly than 514
heats up more rapidly than 325
heavy in heart because his 45
heed of your ambition for 44
heed to their request and 44
heir of their ancient kings 61
held at rest together with 158
held by great britain and 231
held by great britain for 70
held by many critics that 173
held by many eminent men 72
held by many medical men 80
held by many parents and 62
held by many persons that 262
held by many persons who 125
held by many teachers and 92
held by many teachers that 99
held by many workers that 93
held by many writers that 249
held by some critics that 271
held by some experts that 129
held by some members that 93
held by some persons that 376
held by some teachers that 46
held by some thinkers that 141
held by some workers that 155
held by some writers that 1276
held by their friends and 63
held by their parents and 239
held by third parties and 62
held by third parties are 92
held by those charged with 44
held by those familiar with 53
held by those persons who 91
held by three thousand men 49
held in cold storage and 106
held in cold storage for 539
held in deep respect and 51
held in firm contact with 214
held in great britain and 214
held in great britain that 104
held in great britain was 50
held in great respect and 745
held in great respect for 160
held in high respect and 490
held in high respect for 235
held in late january and 80
held in late october and 95
held in less respect than 81
held in more respect than 173
held in north america and 87
held in some circles that 189
held in such position that 75
held in such respect and 77
held in such respect that 491
held in such secrecy that 81
held in west germany and 52
held it fast against its 54
held it flat against her 42
held it hard against her 44
held it hard against his 97
held it there between our 115
held me hard against him 58
held my face against her 43
held my face between her 126
held my face between his 150
held my hand against her 60
held my hand against his 58
held my hand between both 47
held my hand between his 49
held my hand tightly and 282
held no more secrets for 143
held no more terrors for 115
held of less account than 244
held of more account than 185
held so much promise and 52
held so much promise for 259
held the army together and 75
held the babe towards its 68
held the baby against her 169
held the baby against his 42
held the best promise for 63
held the book against her 49
held the book between them 45
held the door against him 89
held the fort against all 41
held the four corners for 66
held the gown against her 41
held the hand between her 53
held the line against any 58
held the most promise for 350
held the same beliefs and 97
held the same language and 84
held the same language with 52
held the same opinions and 70
held the same opinions that 95
held the same opinions with 216
held the same position and 116
held the same position for 609
held the same position that 194
held the same position with 701
held the stem between her 128
held to have assumed all 80
held to have breached his 119
held to have breached its 134
held to have granted that 117
held to have started with 40
held to have vacated his 82
held to have violated any 88
held to have violated his 130
held to have violated its 109
held to have violated this 90
held to make certain that 85
held to take measures for 59
