he all along takes for 65
he can walk about now 64
he can well spare all 142
he can well spare his 227
he cut down trees and 115
he deal more easily with 49
he did care about her 280
he did care about his 178
he did care about was 349
he did during world war 113
he did even worse than 50
he did feel sorry for 221
he did find fault with 93
he did know about her 128
he did know about his 56
he did know about them 114
he did know about was 46
he did know where she 57
he did know where they 43
he did last night and 70
he did last night was 55
he did more often than 98
he did nothing about his 70
he did nothing about them 112
he did nothing which was 50
he did nothing worse than 115
he did some teaching and 60
he did some writing for 60
he did soon after his 97
he did soon after our 63
he did take issue with 69
he did talk about his 141
he did talk about them 40
he did talk about was 45
he did think about her 81
he did think about them 67
he did three months ago 118
he did upon every one 40
he did upon hands and 49
he did what every man 70
he did what others had 42
he did when faced with 54
he die when cruel old 58
he does care about his 64
he does care about you 73
he does keep quiet and 65
he does live after him 51
he does nothing worse than 62
he does take issue with 83
he does talk about his 82
he does think about them 40
he does when faced with 47
he for some reason did 58
he get more light than 43
he goes back again and 66
he goes into court and 47
he goes there every day 85
he got along easily with 50
he got back after his 45
he got down again and 42
he got from selling his 71
he got full value for 52
he got good value for 42
he got home after his 96
he got home later that 203
he got into brunt his 104
he got into drugs and 70
he got into touch with 1392
he got more money and 45
he got more money than 74
he got more votes than 204
he got much money for 79
he got only about two 137
he got sick again and 43
he got some fresh air 55
he got some money for 57
he got some thanks and 64
he got some water and 45
he got there first and 152
he got very drunk and 200
he got very quiet and 51
he got very tired and 58
he got very upset and 161
he got very upset with 43
he got well under way 41
he had also added that 120
he had also asked for 140
he had also asked her 62
he had also begun his 83
he had also found his 156
he had also found out 103
he had also found that 445
he had also given her 281
he had also given him 277
he had also given his 171
he had also given them 228
he had also hoped that 147
he had also known that 399
he had also lived for 46
he had also lived with 51
he had also noted that 378
he had also shown her 49
he had also shown his 70
he had also shown that 436
he had also spent two 45
he had also sworn that 47
he had also taken her 65
he had also taken his 135
he had also taken out 102
he had also toyed with 41
he had also tried his 56
he had also under his 74
he had also voted for 58
he had bags under his 143
he had been abbot for 56
he had been about all 62
he had been about any 44
he had been about had 47
he had been about her 243
he had been about his 382
he had been about one 59
he had been about six 129
he had been about ten 121
he had been about that 304
he had been about this 88
he had been about two 373
he had been above all 60
he had been abusing his 63
he had been after all 394
he had been after for 102
he had been after her 112
he had been after his 280
he had been after that 47
he had been again and 139
he had been agent for 122
he had been aided and 83
he had been alert and 77
he had been alert for 45
he had been alive all 108
he had been alive and 408
he had been alive for 75
he had been alive now 146
he had been alive then 42
he had been alone all 188
he had been alone and 377
he had been alone for 393
he had been alone too 64
he had been alone with 1589
he had been anything but 952
he had been arguing all 46
he had been arguing for 260
he had been arguing that 358
he had been arguing with 578
he had been armed and 52
he had been armed with 265
he had been asked and 231
he had been asked for 1771
he had been asked his 185
he had been asked how 307
he had been asked not 266
he had been asked out 101
he had been asked that 412
he had been asked this 117
he had been asked who 76
he had been asked why 476
he had been awake all 1118
he had been awake and 219
he had been awake for 571
he had been awake long 137
he had been aware all 189
he had been aware for 360
he had been aware that 5035
he had been badly cut 54
he had been badly hit 118
he had been badly let 160
he had been bathed and 86
he had been beaten all 148
he had been beaten and 1534
he had been beaten for 280
he had been beaten off 128
he had been beaten out 197
he had been beaten with 730
he had been begging for 193
he had been begging her 61
he had been beset with 196
he had been blind all 127
he had been blind and 573
he had been blind for 483
he had been blowing and 74
he had been blowing his 40
he had been blown off 399
he had been blown out 360
he had been bored and 132
he had been bored with 115
he had been borne out 54
he had been bound and 233
he had been bound for 202
he had been bound out 88
he had been bound with 167
he had been brave and 183
he had been breaking his 73
he had been breathing for 50
he had been burning with 134
he had been burnt and 46
he had been burnt out 49
he had been calling for 500
he had been calling her 220
he had been calling his 67
he had been calling out 226
he had been calling them 50
he had been camping out 54
he had been cared for 645
he had been carving for 53
he had been carving meat 41
he had been casting his 84
he had been changing his 94
he had been chasing all 47
he had been chasing and 60
he had been chasing for 97
he had been chasing her 44
he had been chasing was 45
he had been cheating and 48
he had been chewing and 131
he had been cited for 269
he had been cleaning and 72
he had been cleaning his 180
he had been cleaning out 165
he had been close for 45
he had been coeval with 248
he had been conning one 73
he had been cooking for 83
he had been cooling his 56
he had been could not 45
he had been craving for 144
he had been crazy for 43
he had been creating for 119
he had been cross and 58
he had been cross with 60
he had been cruel and 259
he had been culling out 66
he had been cured and 92
he had been cursing and 48
he had been cutting and 42
he had been cutting his 95
he had been cutting out 42
he had been damning you 130
he had been dancing all 56
he had been dancing and 45
he had been dancing for 70
he had been dancing not 61
he had been dancing with 335
he had been dazed and 54
he had been deathly ill 42
he had been digging and 50
he had been digging for 250
he had been digging with 49
he had been dipping his 79
he had been dishing out 47
he had been dodging with 55
he had been dosed with 95
he had been drawing and 68
he had been drawing for 122
he had been drawing his 123
he had been drawing out 126
he had been drawn and 63
he had been drawn for 98
he had been drawn out 400
he had been drawn that 96
he had been drawn with 61
he had been dreading all 116
he had been dreading for 289
he had been dreading had 64
he had been dreading this 130
he had been dreading was 54
he had been dreaming all 257
he had been dreaming and 278
he had been dreaming but 71
he had been dreaming for 380
he had been dreaming that 591
he had been driving all 134
he had been driving and 102
he had been driving for 411
he had been driving her 70
he had been driving his 245
he had been driving out 105
he had been driving that 144
he had been driving them 42
he had been driving this 45
he had been driving too 78
he had been driving was 72
he had been driving with 168
he had been drunk all 122
he had been drunk and 720
he had been drunk for 313
he had been drunk that 63
he had been drunk with 103
he had been duped and 706
he had been easily got 56
he had been edged out 112
he had been editing for 47
he had been either too 63
he had been every bit 140
he had been every day 140
he had been every way 44
he had been faced with 1434
he had been failing for 70
he had been famed for 100
he had been farming for 71
he had been fasting all 51
he had been fasting and 62
he had been fasting for 334
he had been father and 100
he had been feeding and 50
he had been feeding his 217
he had been feeding them 69
he had been feeding with 56
he had been feeling all 170
he had been feeling and 155
he had been feeling bad 48
he had been feeling for 504
he had been feeling his 300
he had been feeling ill 123
he had been feeling that 627
he had been feeling this 41
he had been feeling was 82
he had been feeling weak 42
he had been fending off 43
he had been feted and 120
he had been feuding for 63
he had been feuding with 81
he had been filling his 107
he had been filling out 135
he had been filling with 41
he had been finding his 72
he had been finding out 100
he had been fined and 205
he had been fined for 389
he had been fined one 44
he had been fired and 253
he had been fired for 694
he had been fired out 240
he had been fired with 189
he had been first and 68
he had been first led 71
he had been first with 51
he had been fishing all 72
he had been fishing and 85
he had been fishing for 261
he had been fishing with 109
he had been fleeing all 49
he had been flown out 145
he had been fooling with 58
he had been forcing his 60
he had been forging for 41
he had been forming for 90
he had been forming his 43
he had been found and 297
he had been found dead 905
he had been found lying 226
he had been found not 241
he had been found one 158
he had been found out 3770
he had been found too 44
he had been found was 43
he had been found with 309
he had been frail and 63
he had been frank and 80
he had been frank with 183
he had been freed and 115
he had been fresh and 101
he had been fully and 43
he had been getting for 166
he had been getting his 188
he had been getting out 472
he had been getting too 50
he had been given all 297
he had been given and 1694
he had been given any 271
he had been given bad 55
he had been given both 50
he had been given but 101
he had been given did 57
he had been given due 40
he had been given for 1497
he had been given had 249
he had been given her 61
he had been given his 2454
he had been given lsd 91
he had been given new 106
he had been given not 107
he had been given one 1123
he had been given six 141
he had been given ten 120
he had been given that 1284
he had been given them 158
he had been given this 1029
he had been given too 208
he had been given two 967
he had been given was 1144
he had been given with 171
he had been groping all 104
he had been groping and 67
he had been groping for 385
he had been groping his 71
he had been growing for 55
he had been guide and 48
he had been handing out 113
he had been hanged and 78
he had been hanged for 201
he had been hanged with 46
he had been happy and 453
he had been happy for 159
he had been happy that 108
he had been happy then 41
he had been happy with 562
he had been harsh and 234
he had been harsh with 87
he had been hasty and 165
he had been headed for 108
he had been headed off 45
he had been healed and 73
he had been healthy and 83
he had been helping her 131
he had been helping his 282
he had been helping out 45
he had been helping with 89
he had been hinting that 104
he had been hired and 148
he had been hired for 520
he had been hired out 372
he had been hired was 54
he had been hoist with 40
he had been holding all 228
he had been holding and 719
he had been holding for 488
he had been holding had 44
he had been holding her 311
he had been holding his 2600
he had been holding off 70
he had been holding one 93
he had been holding out 610
he had been holding that 49
he had been holding them 157
he had been holding was 71
he had been holding with 220
he had been hungry all 126
he had been hungry and 144
he had been hungry for 195
he had been hunting all 92
he had been hunting and 206
he had been hunting for 890
he had been hunting with 160
he had been hurting her 53
he had been itching for 60
he had been keeping all 65
he had been keeping and 59
he had been keeping for 679
he had been keeping her 93
he had been keeping his 594
he had been keeping out 124
he had been keeping them 98
he had been keeping this 64
he had been kicking his 97
he had been kissing her 358
he had been known all 50
he had been known and 189
he had been known for 824
he had been known long 42
he had been laden with 105
he had been learning all 80
he had been learning and 72
he had been learning for 75
he had been learning his 53
he had been learning how 203
he had been letting his 94
he had been liable for 48
he had been light and 43
he had been lingering near 45
he had been lodging with 45
he had been longer than 135
he had been looking all 226
he had been looking and 164
he had been looking for 18969
he had been looking long 49
he had been looking out 1804
he had been looking with 77
he had been lounging and 115
he had been loved and 246
he had been loyal and 73
he had been lucky and 141
he had been lucky not 73
he had been lucky that 157
he had been lucky with 115
he had been lurking and 45
he had been mayor and 44
he had been mayor for 93
he had been meeting her 53
he had been meeting his 54
he had been meeting with 518
he had been merry and 43
he had been minding his 70
he had been missing all 161
he had been missing and 67
he had been missing for 777
he had been missing her 61
he had been missing his 62
he had been missing out 149
he had been moody and 177
he had been moved and 138
he had been moved for 48
he had been moved not 44
he had been moved out 234
he had been moved with 103
he had been mulling for 41
he had been naive and 61
he had been naked and 43
he had been named and 91
he had been named for 407
he had been named head 83
he had been named one 142
he had been napping and 42
he had been nearly all 84
he had been nearly run 56
he had been nearly six 51
he had been nearly ten 55
he had been nearly two 546
he had been noted for 689
he had been nursing all 71
he had been nursing and 41
he had been nursing for 305
he had been nursing his 220
he had been often and 66
he had been older and 131
he had been older than 83
he had been owner and 40
he had been packing his 42
he had been passing and 78
he had been passing for 48
he had been passing his 107
he had been passing out 97
he had been picking his 82
he had been placing his 79
he had been playing all 199
he had been playing and 318
he had been playing for 925
he had been playing her 58
he had been playing his 304
he had been playing off 180
he had been playing one 44
he had been playing out 42
he had been playing that 119
he had been playing this 60
he had been playing too 43
he had been playing was 100
he had been playing with 3192
he had been pleading for 361
he had been pleading his 115
he had been pleading with 175
he had been plied with 273
he had been poked with 63
he had been pouring his 64
he had been pouring out 506
he had been praying all 61
he had been praying and 187
he had been praying for 1410
he had been praying that 306
he had been praying with 48
he had been privy and 47
he had been proud and 169
he had been proud that 60
he had been pushing for 152
he had been pushing her 64
he had been pushing his 259
he had been putting her 49
he had been putting his 257
he had been putting off 1568
he had been putting out 199
he had been putting them 83
he had been quick and 49
he had been quiet and 298
he had been quiet for 220
he had been quite dead 61
he had been quite ill 282
he had been quite near 117
he had been quite out 106
he had been racking his 218
he had been raising and 94
he had been raising for 46
he had been raising his 68
he had been raked out 45
he had been raped and 42
he had been rated for 54
he had been rather shy 55
he had been rather than 66
he had been rather too 395
he had been reaching for 296
he had been reaching out 79
he had been really and 65
he had been really dead 130
he had been really her 44
he had been really ill 56
he had been reared and 705
he had been reared had 52
he had been reared was 119
he had been reared with 102
he had been relying for 41
he had been renting for 58
he had been resting and 142
he had been resting for 90
he had been resting his 137
he had been right all 1763
he had been right and 957
he had been right for 45
he had been right not 236
he had been right that 174
he had been right then 50
he had been risking his 106
he had been rolling all 91
he had been rolling for 75
he had been rough and 80
he had been rough with 95
he had been round all 46
he had been rubbing his 103
he had been rubbing them 56
he had been ruled out 127
he had been running all 166
he had been running and 241
he had been running for 979
he had been running his 589
he had been running with 231
he had been sailing for 111
he had been sailing with 47
he had been saved and 191
he had been saved for 119
he had been seated and 237
he had been seated for 144
he had been seated near 46
he had been seated with 135
he had been seeking all 631
he had been seeking and 243
he had been seeking for 1836
he had been seeking her 110
he had been seeking him 48
he had been seeking his 151
he had been seeking out 84
he had been seeking was 153
he had been seeking with 46
he had been seething with 40
he had been selling for 67
he had been selling his 203
he had been selling off 60
he had been selling them 61
he had been sending all 48
he had been sending for 78
he had been sending her 222
he had been sending him 45
he had been sending his 202
he had been sending off 95
he had been sending out 393
he had been sending them 63
he had been serving for 259
he had been serving him 56
he had been serving his 206
he had been serving with 250
he had been setting his 71
he had been setting out 115
he had been shaking his 60
he had been sharing his 92
he had been sharing with 305
he had been short and 67
he had been short with 81
he had been showing her 123
he had been showing his 99
he had been showing off 148
he had been showing them 61
he had been shown all 78
he had been shown and 162
he had been shown his 118
he had been shown how 188
he had been shown off 93
he had been shown that 478
he had been shown was 74
he had been sighing and 119
he had been sighing for 45
he had been signing his 49
he had been since her 46
he had been since his 1427
he had been since our 70
he had been since she 114
he had been since that 116
he had been since they 229
he had been singled out 5799
he had been sitting all 261
he had been sitting and 2055
he had been sitting for 1019
he had been sitting near 205
he had been sitting out 126
he had been sitting that 95
he had been sitting too 76
he had been sitting was 241
he had been sitting with 1445
he had been slain and 59
he had been slain with 40
he had been slaving for 42
he had been small and 80
he had been smart and 43
he had been smiling and 72
he had been smoking all 41
he had been smoking and 227
he had been smoking for 78
he had been smoking his 77
he had been smoking pot 68
he had been smoking too 86
he had been sober and 170
he had been sober for 393
he had been sorry for 198
he had been sorting out 57
he had been speaking all 169
he had been speaking and 188
he had been speaking for 777
he had been speaking had 53
he had been speaking his 137
he had been speaking not 129
he had been speaking out 220
he had been speaking she 57
he had been speaking that 41
he had been speaking too 53
he had been speaking two 43
he had been speaking was 114
he had been speaking with 771
he had been split and 41
he had been staring for 209
he had been staring out 292
he had been staring too 44
he had been staying and 120
he had been staying for 670
he had been staying near 85
he had been staying out 53
he had been staying with 1906
he had been steady and 73
he had been stealing and 61
he had been stealing for 103
he had been stern and 100
he had been stiff and 81
he had been storing for 54
he had been storing his 54
he had been strong and 389
he had been strong for 62
he had been stuck for 113
he had been stuck with 337
he had been supping with 233
he had been surly and 56
he had been sweating and 42
he had been swept off 576
he had been swept out 314
he had been sworn and 79
he had been taken and 490
he had been taken for 1775
he had been taken ill 4898
he had been taken off 2000
he had been taken out 3074
he had been taken too 59
he had been taken was 91
he had been taken with 1045
he had been talking all 297
he had been talking and 370
he had been talking for 687
he had been talking had 118
he had been talking his 43
he had been talking out 107
he had been talking that 94
he had been talking too 278
he had been talking was 59
he had been talking with 4088
he had been taxed with 89
he had been teaching all 137
he had been teaching and 175
he had been teaching for 642
he had been teaching her 178
he had been teaching him 66
he had been teaching his 243
he had been teaching that 56
he had been teaching them 210
he had been teased and 78
he had been telling all 71
he had been telling for 67
he had been telling her 1153
he had been telling him 156
he had been telling his 661
he had been telling them 665
he had been telling you 92
he had been tending for 44
he had been tending his 52
he had been tense and 86
he had been testing her 106
he had been testing his 67
he had been thinking all 1233
he had been thinking and 721
he had been thinking but 48
he had been thinking for 875
he had been thinking how 306
he had been thinking long 89
he had been thinking not 41
he had been thinking out 393
he had been thinking that 1953
he had been thinking things 105
he had been thinking this 94
he had been thinking too 135
he had been thinking was 92
he had been thinking with 104
he had been throwing his 72
he had been thrown and 163
he had been thrown for 241
he had been thrown off 1016
he had been thrown out 4682
he had been thrown was 51
he had been thrown with 259
he had been thrust out 562
he had been timid and 56
he had been tired and 205
he had been tired for 54
he had been toiling for 169
he had been toiling with 46
he had been tossing and 71
he had been touring with 52
he had been trading for 83
he had been trading with 142
he had been treating for 228
he had been treating her 349
he had been treating him 42
he had been treating his 116
he had been treating with 201
he had been tried and 2208
he had been tried for 881
he had been tried was 165
he had been truly and 53
he had been truly dead 45
he had been turning his 123
he had been turning out 449
he had been turning this 64
he had been under all 65
he had been under and 84
he had been under any 124
he had been under for 275
he had been under her 159
he had been under his 284
he had been under that 232
he had been under them 72
he had been under this 63
he had been uneasy and 85
he had been unfit for 64
he had been until his 78
he had been until now 245
he had been until that 103
he had been until then 206
he had been until this 52
he had been upset and 100
he had been upset with 66
he had been urged not 93
he had been venting his 56
he had been vexed with 109
he had been viewing any 54
he had been voted for 45
he had been voted out 317
he had been waiting all 1112
he had been waiting and 651
he had been waiting for 27333
he had been waiting had 111
he had been waiting his 160
he had been waiting long 262
he had been waiting six 45
he had been waiting too 52
he had been waiting two 231
he had been waiting was 64
he had been waiting with 283
he had been waked out 42
he had been walking all 218
he had been walking and 157
he had been walking for 1051
he had been walking his 69
he had been walking out 262
he had been walking with 687
he had been wanting all 79
he had been wanting for 297
he had been wanting her 55
he had been warding off 54
he had been warning her 51
he had been warning his 73
he had been warning them 56
he had been washing his 148
he had been washing them 71
he had been wasting his 756
he had been wealthy and 54
he had been weaned and 44
he had been weeping for 83
he had been while his 82
he had been while she 70
he had been white and 71
he had been willing and 147
he had been willing for 105
he had been willing that 76
he had been wined and 76
he had been wiped out 303
he had been wiser and 114
he had been wiser than 118
he had been wishing and 91
he had been wishing for 383
he had been wishing that 176
he had been within his 139
he had been witty and 40
he had been working all 2103
he had been working and 1042
he had been working day 120
he had been working for 10630
he had been working had 114
he had been working his 268
he had been working long 221
he had been working near 47
he had been working off 82
he had been working out 2162
he had been working that 249
he had been working too 682
he had been working two 75
he had been working was 199
he had been working with 9212
he had been worming him 62
he had been worse than 141
he had been writing all 623
he had been writing and 1036
he had been writing for 1921
he had been writing her 70
he had been writing his 514
he had been writing out 111
he had been writing that 238
he had been writing them 74
he had been writing this 70
he had been writing was 128
he had been writing with 513
he had been yawning all 56
he had been yearning for 362
he had best begin with 80
he had best known and 43
he had best known his 43
he had cast about for 286
he had cast about him 85
he had cast aside all 153
he had cast aside his 377
he had clear proof that 122
he had come about and 82
he had come about was 43
he had come after all 107
he had come after her 358
he had come after his 118
he had come after them 44
he had come again and 65
he had come alone and 73
he had come armed with 215
he had come begging for 51
he had come every day 62
he had come hither and 55
he had come hither for 73
he had come hither with 198
he had come looking for 648
he had come nearer than 40
he had come quite near 63
he had come right out 456
he had come round and 41
he had come round for 40
he had come since his 92
he had come since that 54
he had come since then 81
he had come thither for 88
he had come thither with 203
he had come under her 41
he had come under his 68
he had come where she 45
he had come within one 114
he had come within ten 51
he had come within two 56
he had dealt about his 180
he had died about two 59
he had died rather than 117
he had died while she 64
he had done about all 155
he had done about his 162
he had done after all 41
he had done after his 465
he had done after that 105
he had done again and 99
he had done amiss was 117
he had done anything but 170
he had done anything for 254
he had done anything out 495
he had done anything that 720
he had done anything with 77
he had done could not 487
he had done either all 49
he had done every day 787
he had done every few 40
he had done every year 433
he had done jesting with 53
he had done looking than 45
he had done nearly all 130
he had done rather than 85
he had done right and 148
he had done since had 40
he had done since his 872
he had done since our 54
he had done since she 100
he had done since that 98
he had done since then 277
he had done since they 173
he had done since this 57
he had done speaking she 46
he had done speaking with 110
he had done spread wings 79
he had done under his 44
he had done under that 66
he had done until now 145
he had done until then 262
he had done which had 64
he had done which was 87
he had done while his 44
he had done while she 98
he had done while they 73
he had done within his 42
he had done working for 79
he had done worse than 150
he had done worse things 44
he had done would not 256
he had during world war 128
he had eaten anything and 41
he had eaten anything that 99
he had eaten lunch with 54
he had eaten nearly all 96
he had eaten since his 63
he had even asked for 97
he had even asked her 134
he had even asked him 45
he had even asked his 44
he had even begun his 162
he had even drawn his 49
he had even found out 41
he had even given her 163
he had even given him 43
he had even given his 70
he had even given them 83
he had even hoped for 82
he had even hoped that 61
he had even saved his 54
he had even taken her 98
he had even taken his 154
he had even taken off 69
he had even toyed with 92
he had even tried his 78
he had even voted for 53
he had ever acted with 52
he had ever asked for 366
he had ever asked her 279
he had ever borne for 88
he had ever borne him 105
he had ever cared for 587
he had ever earned for 68
he had ever found any 96
he had ever found for 50
he had ever found her 200
he had ever found him 166
he had ever found his 81
he had ever found out 215
he had ever found that 139
he had ever found them 89
he had ever given any 406
he had ever given her 1255
he had ever given him 359
he had ever given his 314
he had ever given that 119
he had ever given them 179
he had ever hated any 55
he had ever hated him 48
he had ever hated his 45
he had ever hoped for 676
he had ever known and 1370
he had ever known any 252
he had ever known but 59
he had ever known for 111
he had ever known had 721
he had ever known her 1031
he had ever known him 391
he had ever known his 143
he had ever known how 60
he had ever known that 676
he had ever known them 439
he had ever known was 1130
he had ever known who 732
he had ever known with 185
he had ever liked any 45
he had ever lived and 301
he had ever lived for 56
he had ever lived with 91
he had ever longed for 184
he had ever loved and 378
he had ever loved any 273
he had ever loved had 102
he had ever loved her 654
he had ever loved him 98
he had ever loved his 163
he had ever loved was 181
he had ever loved with 96
he had ever owned and 112
he had ever really had 112
he had ever saved her 47
he had ever shown any 216
he had ever shown for 86
he had ever shown her 158
he had ever shown him 58
he had ever shown yet 71
he had ever since his 154
he had ever since they 44
he had ever slept with 301
he had ever spent with 153
he had ever stood for 105
he had ever taken and 72
he had ever taken any 231
he had ever taken her 96
he had ever taken his 63
he had ever taken out 66
he had ever taken that 46
he had ever taken with 56
he had ever tried any 51
he had ever voted for 43
he had fair warning not 103
he had felt about her 245
he had felt about his 250
he had felt about that 40
he had felt after his 172
he had felt anything but 49
he had felt badly all 58
he had felt beneath his 42
he had felt dizzy and 41
he had felt faint and 45
he had felt rather than 50
he had felt since his 345
he had felt since that 54
he had felt sorry for 569
he had felt strong and 40
he had felt tired and 138
he had felt under his 162
he had felt under them 56
he had felt within him 97
he had five fingers and 102
he had five wives and 72
he had fled after being 55
he had fled after his 156
he had flung aside his 164
he had four hands and 158
he had four wives and 185
he had full power and 66
he had full proof that 106
he had full scope for 253
he had girt round him 70
he had gone about all 73
he had gone about doing 69
he had gone about his 745
he had gone about one 95
he had gone about six 53
he had gone about ten 124
he had gone about things 49
he had gone about this 76
he had gone about two 798
he had gone about with 171
he had gone after being 45
he had gone after her 139
he had gone after his 386
he had gone after that 67
he had gone after them 40
he had gone again and 67
he had gone below and 79
he had gone below for 65
he had gone blind and 116
he had gone crazy and 136
he had gone every day 40
he had gone fishing and 62
he had gone fishing for 68
he had gone fishing with 146
he had gone gunning and 48
he had gone hungry for 57
he had gone hunting and 79
he had gone hunting for 52
he had gone hunting with 161
he had gone looking for 513
he had gone quite far 170
he had gone quite mad 144
he had gone quite out 62
he had gone rather far 104
he had gone rather too 160
he had gone right off 56
he had gone round and 83
he had gone sailing with 50
he had gone stark mad 85
he had gone steady with 42
he had gone thither for 82
he had gone thither with 136
he had gone where his 44
he had good cause for 894
he had good cheer for 149
he had good hopes for 41
he had good hopes that 351
he had good horse and 66
he had good looks and 59
he had good reason and 40
he had good reason for 4018
he had good reason not 268
he had good reason now 44
he had good roads and 45
he had good sense and 195
he had good store for 93
he had good taste and 101
he had good tidings for 105
he had good words for 67
he had great cause for 96
he had great charm and 163
he had great claws and 44
he had great gifts and 52
he had great hopes for 457
he had great hopes that 940
he had great plans for 380
he had great power and 176
he had great power with 47
he had great reason for 107
he had great skill and 63
he had great speed and 42
he had great taste and 40
he had half hoped that 40
he had hanging about his 54
he had heard about all 165
he had heard about and 375
he had heard about but 358
he had heard about for 45
he had heard about god 48
he had heard about her 1196
he had heard about him 1134
he had heard about his 687
he had heard about how 160
he had heard about its 54
he had heard about one 182
he had heard about our 253
he had heard about that 781
he had heard about them 728
he had heard about this 757
he had heard about was 98
he had heard about who 85
he had heard about you 67
he had heard again and 96
he had heard anything but 67
he had heard anything new 82
he had heard anything that 113
he had heard aught but 386
he had heard could not 80
he had heard every day 184
he had heard jesus say 90
he had heard nanny say 58
he had heard others say 208
he had heard others use 42
he had heard people say 438
he had heard rather than 95
he had heard since his 195
he had held since his 384
he had held since its 150
he had held since may 83
he had held since that 47
he had held talks with 154
he had held under his 211
he had held until then 75
he had high fever and 61
he had high hopes and 64
he had high hopes for 973
he had high hopes that 1264
he had high words with 45
he had ideas about how 76
he had ideas about that 45
he had just about had 161
he had just about run 50
he had just asked for 184
he had just asked her 300
he had just bathed and 74
he had just begun and 56
he had just begun his 554
he had just blown his 45
he had just blown out 135
he had just built and 56
he had just built for 122
he had just cause for 406
he had just dined with 73
he had just dozed off 242
he had just drawn his 64
he had just drawn out 64
he had just dried with 87
he had just ended his 61
he had just fired his 87
he had just found her 138
he had just found his 204
he had just found out 2510
he had just found that 126
he had just found them 54
he had just given and 42
he had just given for 96
he had just given her 1193
he had just given him 305
he had just given his 477
he had just given them 269
he had just given was 44
he had just moved his 96
he had just moved out 129
he had just moved with 40
he had just reason for 78
he had just risen and 44
he had just saved her 191
he had just saved his 79
he had just shown her 198
he had just shown his 69
he had just shown that 149
he had just slept with 47
he had just spent his 83
he had just spent six 66
he had just spent ten 76
he had just spent two 474
he had just spent with 233
he had just stuck his 58
he had just taken and 161
he had just taken but 57
he had just taken for 67
he had just taken had 111
he had just taken her 145
he had just taken him 45
he had just taken his 831
he had just taken off 1720
he had just taken one 75
he had just taken out 1206
he had just taken that 51
he had just taken them 98
he had just taken was 96
he had just taken with 105
he had just thrown his 94
he had just thrown off 209
he had just thrown out 208
he had just voted for 77
he had kept about him 61
he had kept about his 56
he had kept alive for 58
he had kept alive his 57
he had kept books for 79
he had kept putting off 52
he had kept quiet and 129
he had kept quiet for 49
he had kept since his 190
he had kept under his 188
he had kept until now 59
he had kept waiting for 113
he had kept within his 65
he had kind words for 204
he had laid about him 45
he had laid aside all 593
he had laid aside and 136
he had laid aside for 484
he had laid aside his 1910
he had laid aside that 69
he had laid father and 46
he had laid plans for 94
he had laid under his 116
he had laid waste all 59
he had laid waste and 65
he had laid waste his 112
he had lain awake all 483
he had lain awake and 165
he had lain awake for 175
he had lain since his 67
he had last found her 51
he had last night and 79
he had last night had 49
he had last night was 43
he had last night with 63
he had leave given him 132
he had left about his 55
he had left after his 191
he had left again for 51
he had left alone for 43
he had left anything out 158
he had left athens ten 102
he had left hours ago 47
he had left hurry and 63
he had left italy and 56
he had left italy for 83
he had left money for 62
