hail his chief mate on 55
have them taken away by 123
have them taken back to 121
have them taken care of 501
have them taken down by 126
have them taken from me 78
have them taken from the 70
have them taken from us 87
have them taken over by 96
have them thrown back in 44
have them thrown into the 283
have them weaved into the 51
have them within call at 47
have them write down the 276
have then given rise to 46
have they again come to 51
have they drawn down the 46
have they drawn over to 80
have they given rise to 116
have they never heard of 65
have they stole from us 68
have they which love thy 2371
have things taken care of 75
have this crude rule of 62
have this evening been to 51
have this feeling only in 49
have this house over my 52
have this morning been to 66
have this morning done me 77
have this morning heard it 60
have this morning heard of 106
have this morning seen an 44
have this morning seen the 158
have this morning sent to 84
have this night left the 84
have this night owed so 47
have this option open to 61
have this power over me 114
have this power over the 143
have this power over us 48
have this reason more to 115
have this story done by 41
have this story from the 47
have this strong urge to 51
have this taken care of 229
have this whole range of 42
have thus crept into the 83
have thus dwelt upon the 99
have thus given birth to 47
have thus given rise to 399
have thus moved from the 75
have thus spread over the 151
have thus taken away the 50
have thus taken care of 192
have thus taken care to 41
have too often been an 44
have too often been at 76
have too often been in 115
have too often been of 80
have too often been the 738
have too often come to 116
have too often done in 90
have too often felt as 40
have too often felt the 79
have too often left the 58
have too often lost the 43
have too often made the 115
have too often seen in 85
have too often seen it 43
have too often seen the 304
have too often used the 70
have two basic sets of 59
have two basic ways of 145
have two basic ways to 134
have two hands free to 56
have two hours safe to 42
have two humps upon the 42
have two major areas of 91
have two major ways of 62
have two months more of 41
have two people been so 43
have two people from the 41
have two people trying to 41
have two races side by 57
have two weeks from the 49
have two weeks left to 41
have two weeks more of 43
have two whole days to 74
have two words upon the 115
have won russia from the 145
have yet found none so 156
have yet found nothing in 84
have yet found time to 87
have yet known those of 72
have yet moved many to 47
have you anything else to 365
have you anything more to 574
have you drawn from the 51
have you found time to 96
have you girls been up 187
have you given away in 44
have you given birth to 104
have you hanged from the 70
have you jumping into the 42
have you known what it 65
have you lived during the 105
have you lived here in 217
have you lived here so 86
have you lived most of 89
have you looking over my 41
have you never been in 293
have you never been to 313
have you never come to 166
have you never fail to 56
have you never felt the 185
have you never gone to 45
have you never heard it 172
have you never heard of 1925
have you never heard the 229
have you never seen an 43
have you never seen it 57
have you never seen me 75
have you never seen or 48
have you never seen the 321
have you never sent me 42
have you never told me 993
have you never told us 66
have you people done to 62
have you quite made up 68
have you rather come to 56
have you really been so 144
have you really been to 50
have you really come to 109
have you really come up 66
have you really heard of 102
have you really made of 53
have you really made up 44
have you spent most of 101
have you taken away the 66
have you taken back to 152
have you taken care of 529
have you taken care to 57
have you taken down the 79
have you taken during the 50
have you taken from me 81
have you taken from the 81
have you taken leave of 919
have you taken over the 49
have you taken part in 274
have you taken such an 62
have you taken time to 45
have you thrown from the 45
have you thrown into the 536
have you trust much to 68
having and whose wrath is 46
having any claim upon the 158
having any input into the 47
having any power over it 95
having any power over the 119
having both hands free to 41
having but faint ideas of 54
having cut loose from the 84
having got loose from the 66
having got within reach of 40
having had ample time to 299
having had every foot of 57
having had every soul to 58
having her first baby at 65
having her first baby in 55
having her first baby is 97
having her house full of 40
having him thrown into the 115
having his blood shed he 52
having his first look at 44
having his flesh torn by 51
having his goods left on 76
having his hands full in 95
having his hands full of 113
having his hands tied by 149
having his house full of 76
having his house shut up 62
having his liver torn by 49
having his sword girt to 87
having its basis only in 78
having its funds tied up 55
having its major axis in 57
having its place among the 45
having its roots deep in 238
having its scene laid in 54
having long since been in 144
having long since come to 145
having long since gone to 104
having long since left the 131
having long since lost the 91
having long since made me 47
having long since made up 133
having one right angle is 43
having read every word of 114
having that check upon the 41
having them taken care of 61
having them thrown back in 45
having them thrust upon us 58
having this power over the 64
having thus given vent to 191
having thus taken care of 42
having two wives must be 50
hays and herbs laid up 181
haze and smoke from the 81
haze that rises from the 57
haze was spread over the 70
hazy with smoke from the 70
heading that would take it 49
heading that would take us 83
heads and could give me 41
heads and drove back to 54
heads and faces from the 43
heads and fired into the 45
heads and hearts full of 97
heads and hearts know it 44
heads and hearts made of 54
heads and necks from the 82
heads and slunk away if 59
heads and souls free to 54
heads and tails along the 75
heads and tails from the 70
heads and tails left on 264
heads and tails will be 202
heads are built into the 44
heads are known from the 43
heads are still full of 56
heads are taken from the 53
heads but falls upon the 158
heads who would take the 72
heads with sharp beaks or 46
healing and raising from the 89
healing that comes from the 164
health and beauty aids at 40
health and beauty aids if 225
health and beauty aids in 116
health and beauty aids to 94
health and beauty from the 42
health and child care in 52
health and child care to 41
health and every good thing 48
health and growth rate of 71
health and lives have to 69
health and nursing care to 60
health and social care as 434
health and social care at 127
health and social care by 80
health and social care in 765
health and social care is 651
health and social care of 269
health and social care on 43
health and social care or 53
health and social care the 58
health and social care to 354
health and social life of 105
health and social work in 87
health and spent most of 50
health and spent much of 44
health and vigor from the 45
health and vigor will be 58
health and would like to 102
health had given rise to 45
health had never been so 51
health had never been the 50
health has given rise to 58
health has never been so 66
health has never been the 41
health that might give me 91
health was failing during the 69
health was failing when he 44
health was often such as 56
heaping hot ashes over it 61
heard and acted upon by 158
heard and acted upon in 89
heard and acted upon the 40
heard and after making or 72
heard and ruled upon by 43
heard and taken part in 90
heard and wrote down the 42
heard any music like it 40
heard any noise during the 41
heard any sound from the 78
heard but could feel no 41
heard for miles along the 90
heard for miles over the 85
heard her calling from the 79
heard her father come in 189
heard her father coming up 40
heard her father open the 52
heard her father saying to 42
heard her father speak in 53
heard her father speak of 601
heard her father speak so 100
heard her father speak to 68
heard her father talk of 73
heard her father tell of 117
heard her father tell the 49
heard her light step on 130
heard her mamma speak of 53
heard her mother call to 50
heard her mother come in 145
heard her mother come up 86
heard her mother coming up 62
heard her mother open the 46
heard her mother speak in 49
heard her mother speak of 306
heard her mother speak so 60
heard her mother talk of 75
heard her mother tell the 59
heard her passing down the 76
heard her people talk as 48
heard her running down the 192
heard her shout over to 42
heard her snoring from the 48
heard her story from the 42
heard her voice from the 322
heard her voice over the 240
heard her voice rise in 80
heard her walking down the 64
heard him again hard at 67
heard him calling from the 133
heard him could fail to 73
heard him curse when he 97
heard him getting over the 77
heard him groan deep in 66
heard him plunge into the 44
heard him preach from the 138
heard him preach once in 44
heard him preach when he 73
heard him preach will be 51
heard him repeat some of 40
heard him running along the 48
heard him running down the 324
heard him shout from the 87
heard him shout into the 45
heard him speaking unto me 90
heard him start down the 41
heard him walking along the 53
heard him walking down the 107
heard his father call the 57
heard his father come in 133
heard his father leave the 43
heard his father open the 61
heard his father speak in 85
heard his father speak of 939
heard his father speak so 107
heard his father speak to 98
heard his father talk of 181
heard his father tell of 217
heard his father tell the 122
heard his mother call to 49
heard his mother come in 108
heard his mother coming up 48
heard his mother crying in 47
heard his mother speak of 286
heard his mother speak to 57
heard his mother tell of 67
heard his quick step on 88
heard his steps along the 44
heard his story from the 57
heard his story told in 59
heard his voice among the 90
heard his voice break as 40
heard his voice from the 675
heard his voice once in 40
heard his voice over the 385
heard his voice rise in 42
heard his voice rise up 52
heard his voice speak to 71
heard his voice when he 257
heard its first case in 85
heard old people speak of 46
heard one voice from the 55
heard that about half the 89
heard that morning from the 80
heard that night from the 54
heard that people from the 43
heard that people used to 41
heard that story from the 42
heard that voice from the 59
heard them clink among the 61
heard them often talk of 53
heard them plunge into the 49
heard them running down the 45
heard them talking over the 41
heard they daily from the 127
heard they would have to 45
heard this evening call an 56
heard this morning from my 58
heard this morning from the 128
heard this story from an 138
heard this story from my 264
heard this story from the 658
heard this story told at 91
heard this story told by 223
heard this story told in 60
heard this story when he 48
heard this voice from the 79
heard two shots from the 111
heard with every test of 68
heard you growl over the 47
heard you quite well the 46
heard you running part of 55
heard you turning over the 72
hearing and learning from the 100
hearing and learning what he 242
hearing any alarm from the 59
hearing her voice from the 42
hearing her voice made me 46
hearing him preach from the 43
hearing him preach gave me 104
hearing his father speak of 66
hearing his father tell of 68
hearing his mother speak of 46
hearing his voice made me 42
hearing his voice over the 91
hearing that voice from the 63
hears and learns from the 57
heart all trials sank the 49
heart and bowed from the 121
heart and brain from the 60
heart and brain once the 57
heart and brain were so 84
heart and brain will be 45
heart and enter into the 48
heart and every part of 45
heart and flesh fail us 45
heart and gives rise to 122
heart and griping hand of 88
heart and hands full of 50
heart and human mind to 111
heart and inner life of 51
heart and inner meaning is 190
heart and liver from the 61
heart and liver tied up 152
heart and opens into the 66
heart and really want to 54
heart and repeat such as 76
heart and right foot of 72
heart and thence into the 170
heart and tongue join in 120
heart and would like to 141
heart and would make no 43
heart did never sway in 93
heart for forty years of 64
heart for which gold is 171
heart for which there is 68
heart had grown gray in 46
heart had never been in 476
heart had never been so 151
heart had never felt so 79
heart has found peace in 81
heart has given rise to 59
heart has never been in 154
heart has never been so 110
heart has never felt the 113
