hair combed back behind his 52
have caused their common seal 396
have changed even before you 64
have changed more slowly and 43
have changed more slowly than 103
have changed much faster than 49
have changed their course and 65
have changed their habits and 150
have changed their methods and 41
have changed their nature and 115
have changed their policy and 93
have changed their status and 43
have changed their swords and 110
have changed their values and 49
have changed very little and 130
have changed very little for 161
have changed very little with 80
have cooled very slowly and 49
have drinks also brewed with 177
have enough time before you 41
have fallen among thieves and 58
have fallen among thieves who 57
have fallen back behind its 119
have fallen here before you 46
have fallen into disuse and 1034
have fallen into disuse are 72
have fallen into disuse but 105
have fallen into disuse for 198
have fallen into disuse long 92
have fallen into disuse now 49
have fallen into disuse with 122
have fallen into errors and 57
have fallen into mortal sin 175
have fallen into sexual sin 59
have fallen more slowly than 45
have fallen much faster than 54
have feasted mark antony with 42
have filled their houses with 153
have filled their places with 107
have fished these waters for 50
have fitted their notions and 111
have formed such various and 42
have fought like tigers for 63
have gained great riches and 45
have gained more credit with 54
have gained more ground than 45
have gained more weight than 53
have gained such strength that 71
have gotten along better with 94
have gotten along without any 41
have gotten along without her 127
have gotten along without him 132
have gotten along without them 164
have gotten along without you 126
have gotten here without you 71
have gotten more wisdom than 293
have hardly gone farther than 79
have hardly gone further than 53
have hardly room enough for 70
have higher free energy than 139
have higher heating values than 53
have higher reading scores than 52
have higher test scores and 58
have higher test scores than 157
have higher wage levels than 41
have humbly laid before her 44
have humbly laid before you 42
have joined their forces with 51
have joined their voices with 41
have justly great weight and 65
have killed more indians than 45
have killed your brother and 64
have kissed away kingdoms and 75
have larger cell bodies and 47
have lasted three million two 106
have lately been called for 81
have lately been engaged with 105
have lately been filled with 61
have lately been opened for 40
have lately come abroad and 48
have learned from almost any 74
have learned from christ and 47
have learned many useful things 56
have learned much through his 58
have learned much wisdom this 46
have learned nothing except that 49
have learned some before this 136
have learned some useful things 40
have learned their lesson and 449
have learned their lesson too 47
have learned very little that 111
have learned what sounds are 63
have learned your lesson and 156
have little meaning except for 61
have little meaning unless one 43
have little meaning unless they 417
have little meaning unless you 40
have little more effect than 482
have little other choice than 52
have little other effect than 173
have little other object for 49
have loaded their feathers and 41
have looked like before they 70
have looked like someone who 52
have looked like something out 183
have looked more pleased with 64
have looked much better than 47
have loomed much larger than 41
have melted away before its 62
have merely been buried and 86
have neither been proved nor 83
have neither been stoned nor 41
have neither good plumbing nor 378
have neither such virtue nor 208
have neither true wisdom nor 56
have obeyed their orders and 105
have opened some avenue for 70
have opened your graves and 65
have passed away before any 45
have passed away before him 432
have passed away before his 62
have passed away before its 249
have passed away before that 106
have passed away before them 98
have passed away before they 60
have passed away before this 60
have passed away before you 211
have passed away without any 203
have passed away without his 138
have passed into common use 294
have passed many evenings with 161
have passed many places that 73
have passed over without any 75
have placed their orders with 42
have played lawn tennis with 62
have played many tricks with 73
have poorer health status than 110
have pretty good reasons for 168
have pretty well agreed that 51
have pretty well proved that 100
have pretty well shaken her 95
have proved more enduring than 71
have proved more imposing than 41
have proved more potent than 130
have proved more serious than 60
have proved more useful for 73
have proved more useful than 208
have proved most useful and 103
have proved most useful are 92
have proved most useful for 265
have proved their mettle and 53
have proved very useful and 120
have proved very useful for 667
have proven more useful than 82
have proven most useful for 126
have proven very useful for 328
have racked their brains and 70
have racked their brains for 80
have raised more doubts than 72
have raised their voices and 132
have raised their voices for 94
have raised your esteem and 354
have rarely been treated with 96
have reached full accord with 102
have reached high school age 49
have reached such levels that 140
have reached their climax and 56
have reached their limits and 111
have reached their lowest ebb 258
have reached town before you 95
have relied more heavily than 53
have sailed from france with 55
have scored more points than 54
have seemed less likely than 104
have seemed like something out 61
have seemed more likely that 62
have seemed more remote than 56
have seemed more useful than 48
have seemed very strange and 88
have seldom been treated with 45
have seldom seen anyone who 42
have served much better for 79
have served their fellow men 41
have served well enough for 136
have shaded these fields with 65
have shared their feelings and 43
have shared their feelings with 44
have shared their findings with 41
have shared their wisdom and 114
have shared their wisdom with 62
have shared your letter with 52
have shared your secret with 46
have sickle cell disease and 66
have sinned more deeply than 51
have something even better than 216
have something more serious than 290
have something much better for 41
have something much better than 149
have something very special and 45
have something very special for 218
have something worth fighting for 174
have sooner gone through all 139
have spoken more boldly than 48
have spoken more clearly and 40
have spoken more clearly than 51
have spoken more freely than 105
have spoken more openly and 58
have spoken more wisely than 52
have spoken time enough for 69
have staked their public and 66
have stated more clearly that 93
have stated their belief that 673
have stated their opinion that 142
have stated their reasons for 44
have stated these points with 64
have stated very clearly that 186
have struck many readers that 134
have talked more already than 58
have thought good enough for 76
have thought more clearly and 117
have thought more deeply than 43
have thought more finely and 53
have thumped much harder than 47
have treated your mission with 44
have turned full circle and 100
have united their forces and 54
have united their forces with 45
have valued more highly than 42
have viewed these scenes with 97
have voiced their belief that 42
have voiced their opinion that 86
have waived their rights and 51
have wanted nothing better than 64
have wished nothing better than 127
have worked even harder than 47
have worked hard enough and 49
have worked hard enough for 106
have worked much better than 80
have worked much harder than 69
have worked well enough for 154
have worked well enough with 48
have wreaked your revenge with 64
having already gone farther than 180
having already gone through all 40
having already more authors than 59
having always been taught that 106
having always good mutton for 77
having always more forces than 149
having always some friend who 54
having another heart attack and 45
having greater voting rights than 50
having joined their forces with 56
having learned from newman that 42
having passed into france for 52
having raised great forces both 51
having seized their horses and 41
having stated their opinion that 46
having struck some stroke for 45
having waived their rights and 52
heard master tell missis that 41
heard someone coming toward him 44
heard something move behind her 171
heard something move behind him 50
heard stumping down stairs with 71
heart disease among negroes and 64
heart disease during middle age 112
heart disease these sounds are 41
heart sounds were normal and 63
heart starts beating faster and 59
heart turned over inside her 90
heavy bodies fall faster than 392
heavy bodies fell faster than 87
heavy duties upon almost all 82
heavy losses from disease and 59
heavy swords from golden and 55
heavy wooden door behind her 63
heavy wooden door behind him 98
heavy wooden door behind them 52
held hardly less sacred than 99
held without other notice than 64
help manage body weight and 105
help reduce soil erosion and 127
help stakes were firmly set 82
here nature beats comedy out 132
here through hard assays with 175
hide behind some bushes and 104
high barbed wire fences and 44
high cliffs were filled with 40
high object lies behind them 40
high places will follow and 97
high praise from someone who 58
high prices some swords and 45
high school ready neither for 44
hold amongst those various and 151
hole public golf course and 46
home looked more exciting than 48
hour passed away without any 48
howl through their clefts and 44
huge wooden bowl before them 55
