he adopted any means which 102
he himself had been beaten 82
he himself had been blind 70
he himself had been bound 53
he himself had been cruel 78
he himself had been cured 54
he himself had been drawn 105
he himself had been duped 68
he himself had been feeling 124
he himself had been fired 43
he himself had been first 40
he himself had been found 53
he himself had been given 366
he himself had been hanged 47
he himself had been hired 44
he himself had been keeping 51
he himself had been looking 94
he himself had been mixed 77
he himself had been moved 46
he himself had been named 84
he himself had been often 100
he himself had been quite 73
he himself had been rather 45
he himself had been reared 143
he himself had been right 103
he himself had been saved 146
he himself had been sitting 162
he himself had been taken 321
he himself had been talking 117
he himself had been thinking 244
he himself had been thrown 195
he himself had been tried 41
he himself had been twice 176
he himself had been under 126
he himself had been willing 54
he himself had been working 205
he himself had been writing 57
he himself had best right 40
he himself had come close 61
he himself had come under 53
he himself had done anything 44
he himself had ever known 49
he himself had full power 41
he himself had good reason 44
he himself had heard about 48
he himself had just given 66
he himself had just risen 48
he himself had just taken 98
he himself had many times 48
he himself had once lived 69
he himself had once longed 45
he himself had once taken 58
he himself had said about 103
he himself had very nearly 45
he himself has been given 137
he himself has been moved 103
he himself has been taken 47
he himself has said about 60
he himself has some share 41
he himself may have given 42
he himself may have taken 55
he himself set great store 46
he himself was also willing 54
he himself was into sores 125
he himself was just about 49
he himself was only saved 67
he himself was soon after 94
he himself was soon really 44
he himself was very close 40
he himself was well aware 709
he himself was well known 65
he himself who took longer 43
he injured his back while 59
he knocked him down again 78
he knocked tom down again 51
he lighted his pipe again 87
he lowered his eyes again 166
he lowered his face until 42
he lowered his gaze again 41
he lowered his hand again 48
he lowered his hand until 42
he lowered his mouth again 41
he lowered his tall frame 40
he managed with great skill 98
he marched his army thither 44
he marched them back again 51
he marched them down again 620
he married and soon after 45
he married any other woman 49
he married her soon after 69
he married this young woman 41
he married two years after 41
he married two years later 333
he motioned for those within 49
he mounted and rode thither 87
he mounted his best horse 59
he mounted his good steed 93
he noticed her trim waist 51
he noticed that even though 60
he noticed that many people 60
he noticed that seen close 100
he offered his hand again 50
he offered them their lives 58
he ordered his wild beasts 90
he painted her many times 53
he painted his face black 46
he permits any such money 104
he pitched his camp under 145
he pitched his camp within 90
he pitched his tent apart 53
he pitched his tent under 73
he plucked out from under 69
he pointed his finger within 117
he pointed out once again 44
he pointed with some pride 59
he praised her great deeds 68
he preached with great power 186
he preached with such power 76
he pressed her hand again 51
he pressed her hand tight 49
he pressed his body close 134
he pressed his face close 524
he pressed his lips tight 127
he pursued them some miles 92
he quickly sat down again 45
he realized all over again 55
he realized his true calling 91
he realized how many people 73
he realized how much easier 50
he realized how much money 94
he realized that even though 285
he realized that many people 102
he realized that most people 78
he realized that nothing could 200
he realized that nothing would 143
he realized that once again 205
he realized that other people 76
he realized that some people 85
he realized that there could 259
he realized that there might 280
he realized that there really 69
he realized that there would 509
he realized that these people 204
he realized they were headed 48
he realized they were still 77
he realized they were talking 111
he realized they were waiting 41
he realizes that even though 59
he realizes that other people 61
he reasoned that there would 51
he regrets not having taken 62
he related his life story 58
he related with great gusto 84
he removed his cell phone 51
he removed one from beneath 44
he removed two years later 46
he repeated her last words 73
he repeated his last words 63
he repeated this four times 42
he repeated this many times 48
he repeated this three times 95
he repeated with deep feeling 43
he replied that nothing could 97
he replied that nothing would 85
he replied that there could 45
he replied that there would 198
he replied with great feeling 71
he replied with great warmth 64
he replied with much feeling 40
he replied with some feeling 43
he replied with some pride 45
he replied with some warmth 96
he resided for some months 154
he resided for some weeks 54
he resided for three months 52
he resides and pays taxes 43
he retired ten years later 66
he retired two years later 127
he returns his best thanks 42
he screwed his eyes tight 98
he shipped for four pound 46
he shouted her name again 63
he slipped and fell again 64
he slipped and fell under 81
he slipped and fell while 144
he slipped his arms about 97
he slipped his arms beneath 79
he slipped his arms under 140
he slipped his finger under 56
he slipped his hand beneath 453
he slipped his hand under 781
he slipped one hand beneath 45
he slipped one hand under 106
he slipped out from under 207
he smacked his lips after 163
he smacked his lips again 43
he spilled his guts about 41
he started all over again 1866
he started for home again 70
he started with much money 53
he stepped out from under 264
he stepped out into space 67
he stooped and rose again 46
he stopped and just stood 63
he strives with rare skill 67
he stroked her hair again 42
he stroked her hair until 60
he stroked her hair while 45
he studied for some months 50
he studied for three months 57
he studied with john dewey 54
he suffers for their sakes 61
he suppose that miss nancy 110
he suppose that such books 96
he suppose that these brave 69
he surveys with clear sight 95
he tenders his best thanks 50
he touched his harp within 57
he touched its soft cheek 70
he trusted for early warning 77
he trusted that there would 156
he trusted that time would 44
he tumbled head over heels 266
he tumbles head over heels 66
he usually did when speaking 41
he uttered his great voice 58
he uttered his last words 513
he visited new south wales 52
he watched her eyes close 49
he watched her eyes widen 139
he watched her face while 45
he watched her from beneath 41
he watched her from under 63
he watched her move about 117
he watched her moving about 59
he watched them pass under 140
he watched with eager search 532
he whetted his keen knife 41
he whipped them back again 56
he whirled his club aloft 85
he withdrew his hand again 43
he withdrew his hand empty 43
he wonders how much longer 90
he worried that there might 43
he worried that there would 60
he worried too much about 186
he worries too much about 120
he wrapped his arms about 442
he wrapped his arms round 196
he wrapped his coat about 50
he yielded with good grace 42
