hair cascaded down over her 99
have produced more poets than 40
have produced much more than 96
have produced much work that 42
have produced nothing more than 272
have produced some great and 61
have produced three great men 57
have produced three such men 47
have produced upon those who 76
have produced very evil and 65
have profaned mine holy things 151
have profited much from his 79
have profited much more than 58
have promised much more than 53
have promised these good things 85
have proposed nothing more than 127
have provided health care for 51
have provided more time for 71
have provided much food for 95
have provided much more than 82
have provided some food for 47
have received back mine own 135
have received even more than 55
have received from other men 41
have received from their god 41
have received from their own 240
have received from these and 53
have received from those that 44
have received from those two 85
have received from those who 761
have received from your own 84
have received great help and 42
have received help from his 45
have received into their own 48
have received laws from you 42
have received more help than 44
have received more just and 66
have received much help and 411
have received much less than 119
have received much more than 289
have received news from you 40
have received none from you 91
have received nothing from any 62
have received nothing from him 100
have received nothing from them 79
have received nothing from you 310
have received nothing more than 116
have received some time ago 159
have received some very bad 56
have received such news with 55
have received their birth and 48
have received their full and 40
have received their just due 42
have received word from our 53
have received your book and 68
have received your great and 58
have received your kind and 192
have received your note and 147
have received your note with 111
have recently been dealing with 57
have recently been dealt with 173
have recently been held was 51
have recently been laid off 85
have recently been laid out 110
have recently been made and 223
have recently been made both 40
have recently been made for 715
have recently been made that 518
have recently been made using 75
have recently been made with 521
have recently been saying that 41
have recently been sent out 99
have recently been sold and 59
have recently been sold for 110
have recently been told that 942
have recently been used for 561
have recently been used with 222
have recently come into being 192
have recently come into our 90
have recently come into use 1580
have recently made their way 73
have regained their health and 59
have rejected these poems for 61
have relapsed into their old 127
have remained away from her 54
have remained free from all 92
have remained free from any 159
have remained free from this 55
have remained here till now 48
have remained nothing more than 334
have remained there more than 53
have remained there till now 55
have remained there till this 106
have remained very high and 41
have rendered their very being 70
have required more time and 304
have required more time for 76
have required more time than 728
have required much more than 188
have required much time and 248
have required nothing less than 154
have required nothing more than 127
have required some time for 44
have resulted from leaving out 70
have resulted from more than 131
have resulted from moving them 45
have resulted from their being 302
have resulted from their not 43
have resulted from their own 150
have resulted from their use 319
have resulted from these and 41
have resulted from these two 47
have retained their love for 47
have retained their name and 64
have retarded very much its 138
have retreated into their own 113
have returned from india with 53
have returned into their own 40
have returned these three men 52
have reviewed their laws and 111
have rewarded evil unto him 249
have scarcely been more than 53
have scarcely been well for 82
have scarcely done more than 177
have scarcely ever felt any 179
have scarcely ever heard any 55
have scarcely ever seen any 73
have scarcely ever seen him 44
have scarcely ever seen one 157
have scarcely ever seen them 46
have scarcely kept pace with 90
have scarcely left room for 54
have selected from among his 41
have selected from among them 64
have selected only those that 160
have somebody come along and 62
have somewhat more faith than 122
have speedily died away and 94
have students draw their own 167
have students keep their own 78
have students make their own 249
have students tell what they 76
have stumbled upon from age 96
have subsided much less than 49
have suffered during their long 46
have suffered during these long 74
have suffered even more than 694
have suffered from cold and 98
have suffered from fire and 45
have suffered from more than 156
have suffered from their long 43
have suffered from their own 124
have suffered from those who 57
have suffered from time and 103
have suffered from what has 40
have suffered from your long 81
have suffered great loss and 79
have suffered great pain and 96
have suffered less from this 93
have suffered more from her 62
have suffered more from him 47
have suffered more from his 48
have suffered more from its 47
have suffered more from them 40
have suffered more from this 341
have suffered most from its 70
have suffered most from this 277
have suffered much from both 40
have suffered much from his 58
have suffered much from ill 63
have suffered much from long 107
have suffered much from them 45
have suffered much from this 239
have suffered much less than 243
have suffered much more than 672
have suffered much over him 157
have suffered much pain and 48
have suffered nothing from them 80
have suffered nothing more than 65
have suffered nothing upon this 40
have suffered these last few 73
have suffered these last two 71
have suffered very much and 63
have suffered very much for 150
have survived less well than 62
have therefore been dealt with 121
have therefore been left out 264
have therefore been made for 175
have therefore been made with 93
have therefore been more than 54
have therefore been used for 215
have therefore said many things 45
have therefore said more than 72
have validity only when they 129
have vanished from among men 76
have ventured these last two 116
have wandered away from god 409
have wandered away from him 190
have wandered away from his 40
have wandered away from its 44
have wandered away from our 105
have withdrawn from their own 58
have withdrawn into their own 98
have wondered what there was 204
having achieved nothing more than 45
having children make their own 58
having children will keep them 59
having exchanged their home for 59
having finished their work and 44
having formerly been there and 66
having grounded their arms and 42
having grounded their arms near 44
having increased from less than 72
having insisted upon their being 76
having interest over said lot 124
having obtained help from god 329
having obtained leave from his 52
having received some wrong and 44
having received word from his 46
having remained some time with 42
having returned from very far 53
having students make their own 74
having suffered from such things 101
having suffered much from his 44
having suffered over time and 321
having wandered away from her 47
having wandered away from his 46
health involves much more than 50
health services only when they 41
health suffered more from bad 51
heavy calamity fell upon him 41
heavy industry like iron and 45
heavy saucepan over high heat 322
heavy saucepan over very low 173
heavy tortuous ways along with 41
held absolute sway over all 49
held absolute sway over his 118
held slightly away from her 53
held slightly away from his 128
help children feel safe and 126
help children find their own 218
help children find their way 61
help children make their own 177
help students find their own 450
help students find their way 341
help students find what they 42
help students form their own 113
help students know what they 85
help students learn from each 44
help students learn more and 116
help students learn what they 211
help students make their own 211
help students move from one 54
help students work their way 40
help tourists find their way 112
help visitors find their way 443
here exchanged their furs for 47
here involves much more than 40
hide yourself from your own 891
high casement down upon his 92
high turnover rate among its 83
hold children from play and 247
hold yourself back from doing 44
home straight from work and 63
hope salvation only from its 108
hour darkness came over all 147
huge palpable lies upon all 101
