had abounding faith in the 50
had brought back to me 233
had brought back to my 97
had brought back to the 1342
had brought back to us 75
had brought booth to the 50
had brought delia to the 50
had brought down in the 151
had brought down on the 292
had brought down to the 658
had brought down to us 67
had brought fame to the 187
had brought food to the 158
had brought forth in the 149
had brought forth on the 84
had brought forth to the 97
had brought from the king 183
had brought from the sea 128
had brought harm to the 45
had brought home in the 223
had brought home on the 62
had brought home to be 63
had brought home to it 44
had brought home to me 535
had brought home to my 77
had brought home to the 1276
had brought home to us 236
had brought hope to the 108
had brought into the king 73
had brought life to the 146
had brought love to the 66
had brought luck to the 73
had brought many of the 535
had brought many to the 139
had brought more of the 49
had brought most of it 41
had brought most of the 1127
had brought much of it 48
had brought much of the 332
had brought news of the 858
had brought news to the 88
had brought none of the 200
had brought nothing of the 61
had brought nothing to eat 110
had brought nothing to the 154
had brought over in the 228
had brought over on the 84
had brought over the sea 64
had brought over to the 348
had brought part of the 100
had brought paul to the 75
had brought peace by the 51
had brought peace to the 941
had brought rome to the 96
had brought ruin on the 306
had brought ruin to the 372
had brought some of it 74
had brought some of my 199
had brought some of the 1406
had brought suit in the 251
had brought suit on the 41
had brought tears to my 162
had brought tears to the 286
had brought their king to 84
had brought three of the 58
had brought tied up in 92
had brought upon it the 68
had brought upon me the 78
had brought upon us the 43
had brought wealth to the 274
had brought word of the 369
had brought word to the 206
had brushed some of the 106
had buckled down to the 53
had carried arms in the 41
had carried arms on the 48
had carried arms to the 43
had carried away in the 95
had carried away on the 60
had carried away to the 63
had carried back to the 155
had carried down to the 201
had carried food to the 48
had carried many of the 134
had carried most of the 610
had carried much of the 274
had carried news of the 119
had carried over to the 392
had carried part of the 66
had carried some of the 363
had carried word of the 53
had carried word to the 45
had certain good in my 51
had certain ideas as to 74
had certain ideas of the 51
had certain news of the 83
had certain work to do 104
had chanced upon in the 94
had chanced upon it in 40
had checked eliot at the 98
had checked some of the 41
had chiefly kept to the 67
had chipped away at the 411
had circled back to the 230
had claimed many of the 50
had claimed most of the 255
had claimed much of the 105
had claimed over me the 59
had claimed part of the 76
had claimed some of the 78
had clamped down on the 376
had clients come to me 47
had climbed back in the 48
had climbed back on the 115
had climbed back on to 61
had climbed back to the 283
had climbed back up the 186
had climbed back up to 389
had climbed down on the 53
had climbed down to the 335
had climbed high in the 333
had climbed high on the 95
had climbed high up on 50
had climbed high up the 67
had climbed into the ring 81
had climbed many of the 65
had climbed most of the 114
had climbed part of the 73
had climbed some of the 73
had climbed well up the 41
had clouded over in the 43
had coached some of the 42
had control only of the 44
had correct ideas of the 68
had counted coup on the 75
had counted much on the 133
had covered half of it 42
had covered half of the 202
had covered many of the 160
had covered most of it 49
had covered most of the 1400
had covered much of the 651
had covered part of the 161
had covered some of the 316
had cracked down on the 264
had crashed down on the 192
had crashed down on to 52
had crashed down to the 51
had crashed into the sea 532
had crawled away in the 67
had crawled back to the 193
had crawled down to the 146
had crawled from the sea 42
had crawled over to the 166
had crossed back to the 111
had crossed early in the 64
had crossed half of the 47
had crossed most of the 140
had crossed over at the 41
had crossed over in the 220
had crossed over on the 118
had crossed over so he 44
had crossed over the sea 64
had crossed over to the 3821
had crossed paths in the 56
had crossed some of the 57
had crossed south of the 62
had crowded down to the 103
had crushed most of the 63
had crushed some of the 113
had dabbled only in the 47
had damaged many of the 123
had damaged most of the 63
had damaged much of the 94
had damaged part of the 44
had damaged some of the 231
had debated what to do 110
had decided early in the 350
had decided early on in 116
had decided early on to 324
had decided ideas as to 64
had decided most of the 47
had decided must be the 58
had decided prior to the 112
had decided upon as the 144
had decided upon at the 54
had decided upon in the 67
had decided were to be 43
had decided what to do 2463
had decreed early in the 90
had decreed were to be 53
had defeated many of the 44
had defeated most of the 110
had defeated some of the 96
had defeated those of the 104
had defined much of the 43
had defined some of the 44
had delayed work on the 42
had derived from it in 64
had derived from it the 154
had desired mary to be 51
had deviated from it in 41
had devoted most of my 127
had devoted most of the 205
had devoted much of my 68
had devoted much of the 138
had devoted part of the 53
had devoted some of the 54
had devoted years to the 425
had differing ideas as to 58
had divided most of the 84
had divided much of the 50
had divided some of the 55
had divined part of the 76
had donated land to the 80
had donated most of the 59
had donated some of the 47
had doubled back in the 65
had doubled back to the 151
had doubted much as to 48
had drafted many of the 78
had drafted most of the 126
had drafted much of the 97
had drafted some of the 73
had dragged down to the 41
had drained away in the 52
had drained most of the 148
had drained much of the 124
had drained some of the 83
had drifted away in the 170
had drifted away on the 173
had drifted away to the 239
had drifted back to the 958
had drifted clear of the 80
had drifted deep in the 189
had drifted down on the 43
had drifted down to the 440
had drifted over to the 341
had drifted south of the 59
had drilled into me the 67
had dropped away in the 63
had dropped away to the 48
had dropped back in the 71
had dropped back on the 83
had dropped back to the 404
had dropped down at the 40
had dropped down by the 48
had dropped down in the 296
had dropped down on the 415
had dropped down on to 56
had dropped down to the 556
had dropped into the sea 694
had dropped many of the 46
had dropped most of the 97
had dropped some of the 183
had effaced many of the 78
had elapsed most of the 122
had elapsed prior to the 111
had elected four of the 42
had emerged early in the 191
had emerged from it as 133
had emerged from it in 66
had emerged from the sea 1128
had emerged late in the 47
had emerged only in the 115
had emerged prior to the 151
had emptied into the sea 56
had emptied most of the 75
had enabled many of the 73
had enabled most of the 70
had enabled some of the 91
had enacted most of the 73
had endured many of the 58
had endured much at the 93
had endured much in the 218
had endured some of the 115
had engraved upon it the 178
had engulfed most of the 125
had engulfed much of the 115
had enjoyed came to an 59
had enjoyed life as the 97
had enjoyed life in the 64
had enjoyed life to the 127
had enjoyed living in the 62
had enjoyed many of the 113
had enjoyed more of the 56
had enjoyed most of the 149
had enjoyed much of the 221
had enjoyed none of the 171
had enjoyed over me in 51
had enjoyed prior to the 739
had enjoyed some of the 356
had entered india in the 43
had entered into at the 161
had entered into by the 83
had entered into in the 201
had entered into it as 126
had entered into it at 91
had entered into it by 45
had entered into it in 125
had entered into on the 102
had entered into the ear 41
had entered into the king 49
had entered many of the 54
had entered rome in the 72
had entered some of the 55
had entered upon at the 62
had entered upon in the 43
had entered upon it at 43
had entered upon it in 51
had entered upon the king 57
had enticed many of the 51
had enticed some of the 42
had erected some of the 43
had escaped back to the 103
had escaped from in the 65
had escaped from it by 74
had escaped from it to 58
had escaped from sing sing 47
had escaped from the king 92
had escaped from the sea 229
had escaped many of the 106
had escaped most of the 233
had escaped much of the 224
had escaped only by the 142
had escaped only to be 54
had escaped some of the 143
had escaped were to be 41
had especial need of the 40
had eternal life in the 72
had everything else in the 116
had everything ready by the 60
had everything ready in the 58
had everything ready on the 55
had everything ready to go 320
had everything tied up in 61
had evolved prior to the 170
had exactly half of the 48
had exalted ideas of the 47
had existed also in the 48
had existed back in the 56
had existed down to the 130
had existed early in the 74
had existed even in the 260
had existed here in the 57
had existed just as it 57
had existed only as an 65
had existed only as the 43
had existed only at the 49
had existed only in an 60
had existed only in my 200
had existed only in the 904
had existed only on the 89
had existed prior to the 4703
had existed there in the 150
had expired prior to the 535
had exposed many of the 42
had exposed most of the 45
had exposed some of the 159
had fainted away at the 64
had fainted upon the ear 51
had featured some of the 46
had fetched away in the 41
had fifteen sail of the 41
had fifteen years in the 64
had fifteen years of it 54
had figured early in the 46
had finally come in the 74
had finally come to an 3555
had finally come to be 374
had finally come to me 99
had finally come to my 99
had finally come to the 3272
had finally come up to 41
had finally died in the 49
had finally gone to the 315
had finally gone up to 42
had finally made it as 108
had finally made it in 155
had finally made it to 1292
had finally made it up 54
had finally made up my 311
had flashed back to the 66
had flashed once in the 185
had floated away in the 81
had floated away on the 68
had floated back to the 63
had floated clear of the 44
had floated down on the 73
had floated down to the 194
had floated free of the 87
had flocked down to the 76
had flooded most of the 57
had flooded much of the 65
had flooded some of the 43
had flopped back on the 50
had flopped down in the 46
had flopped down on the 254
had flowers sent to the 41
had focused more on the 226
had focused only on the 314
had founded came to an 53
had founded most of the 71
had founded much of my 98
had frankly made to the 91
had friends even in the 60
had friends living in the 69
had friends there in the 43
had frowned upon us so 76
had gathered data on the 55
had gathered dust in the 108
had gathered dust on the 52
had gathered early in the 101
had gathered here in the 71
had gathered into it the 89
had gathered many of the 163
had gathered most of the 422
had gathered much of the 93
had gathered pace in the 64
had gathered some of the 373
had gathered there at the 71
had gathered there in the 229
had gathered there on the 91
had genuine faith in the 51
had glanced back at the 98
had glanced down at the 132
had glanced over at the 81
had grabbed hold of it 99
had grabbed hold of me 93
had grabbed hold of my 138
had grabbed hold of the 560
had grabbed most of the 53
had granted land to the 106
had granted most of the 65
had granted peace to the 123
had granted some of the 42
had grasped hold of the 46
had grasped some of the 138
had greeted news of the 71
had gripped much of the 43
had guessed wrong as to 65
had guessed wrong on the 76
had handled many of the 96
had handled most of the 410
had handled much of the 148
had handled some of the 255
had happily come to an 48
had herself been in the 69
had herself been on the 40
had herself gone to the 55
had herself heard it in 46
had himself been at the 174
had himself been in it 44
had himself been in the 870
had himself been of the 66
had himself been on the 343
had himself been to the 103
had himself come to the 285
had himself come up the 44
had himself done in the 40
had himself done so in 56
had himself gone to the 357
had himself gone up to 52
had himself made in the 128
had himself made to the 74
had himself seen in the 257
had himself seen to it 55
had himself sent to the 84
had himself shot in the 93
had himself shut up in 67
had himself tied to the 543
had himself used in the 64
had hitherto been at the 307
had hitherto been by no 54
had hitherto been by the 93
had hitherto been in an 83
had hitherto been in no 51
had hitherto been in the 4609
had hitherto been of an 74
had hitherto been of no 126
had hitherto been of the 675
had hitherto been on the 690
had hitherto been the king 76
had hitherto been to me 261
had hitherto been to the 231
had hitherto bent to the 44
had hitherto clung to the 135
had hitherto done in the 234
had hitherto done of the 67
had hitherto done on the 50
had hitherto done to the 363
had hitherto gone to the 174
had hitherto heard of the 60
had hitherto held by the 71
had hitherto held in the 229
had hitherto held it in 56
had hitherto held to be 129
had hitherto kept in the 400
had hitherto kept me at 98
had hitherto kept the sea 54
had hitherto kept up an 90
had hitherto lain in the 447
had hitherto made in the 98
had hitherto made up the 90
had hitherto paid to the 329
had hitherto seen by the 50
had hitherto seen in the 424
had hitherto seen of the 42
had hitherto seen on the 47
had hitherto sent to sea 92
had hitherto used to the 62
had hitherto worn as the 41
had hobbled over to the 48
had hovered over it in 66
had hurried ahead of the 79
had hurried away by the 43
had hurried away to the 133
had hurried back to me 56
had hurried back to the 966
had hurried down to the 510
had hurried home to be 71
had hurried over to the 268
had ignited some of the 49
had ignored many of the 88
had ignored most of the 111
had ignored some of the 87
had imbibed many of the 192
had imbibed more of the 57
had imbibed most of the 118
had imbibed much of the 421
had imbibed some of the 731
had immense faith in the 397
had imposed upon it by 45
had imposed upon it the 188
had imposed upon me by 64
had imposed upon me the 178
had imposed upon the king 125
had imposed upon us by 51
had imposed upon us the 47
had induced many of the 658
had induced most of the 86
had induced some of the 246
had infused some of the 50
had inhaled some of the 59
had injured some of the 72
had intense faith in the 46
had intense pain in the 102
had invaded india in the 40
had invaded many of the 77
had invaded most of the 99
had invaded some of the 122
had invited many of the 171
had invited most of the 133
had invited some of my 77
had invited some of the 730
had invited some of us 64
had justice done it by 150
had justice done to it 584
had kindled anew in me 139
had kinship ties to the 49
had knocked down at the 106
had knocked down in the 65
had knocked most of the 95
had knocked over in the 53
had knocked some of the 206
had labored hard in the 65
had largely been in the 266
had largely been on the 45
had largely come to an 363
had largely come to be 111
had largely gone by the 57
had largely gone to the 47
had largely lost in the 45
had legally come to an 45
had letters from the king 188
had leveled most of the 61
had leveled much of the 54
had lighted upon in the 54
had limited faith in the 67
had located most of the 89
had located some of the 73
had machine guns in the 53
had managed most of the 117
had managed some of the 44
had marched away in the 91
had marched away to the 225
had marched back to the 124
had marched down to the 516
had marched early in the 46
had marched forth to the 42
had marched most of the 95
had marched north to the 51
had marched over to the 104
had married early in the 60
had married prior to the 77
had married some of the 43
had matters gone in the 47
had matured prior to the 63
had merited well of the 207
had mounted guns on the 47
had mounted high in the 123
had nibbled away at the 138
had noticed early in the 71
had noticed hanging in the 54
had noticed many of the 59
had noticed nothing in the 62
had noticed nothing of the 165
had noticed some of the 281
had nowhere else in the 184
had nowhere else to be 170
had nowhere else to go 21821
had nowhere left to go 382
had numbers call at my 77
had occasion once to be 42
had offered help in the 44
had offered help to the 79
had offered more to the 44
had offered peace to the 106
had offered some of the 100
had official news of it 70
had omitted many of the 41
had omitted some of my 58
had omitted some of the 151
had opposed many of the 136
had opposed most of the 109
had opposed some of the 180
had ordered many of the 50
had ordered mass to be 80
had ordered most of the 180
had ordered part of the 71
had ordered sent to the 70
had ordered some of the 349
had ordered these to be 58
had ordered three of the 48
had ordered work on the 47
had ordered work to be 46
had overrun most of the 548
had overrun much of the 216
had overrun part of the 69
had overrun some of the 79
had paddled over to the 137
had painted many of the 109
had painted most of the 97
had painted some of the 220
had parents born in the 45
had parents living in the 79
had peculiar ideas on the 48
had peculiar meaning in it 42
had perfect faith in me 48
had perfect faith in my 75
had perfect faith in the 485
had perhaps been at the 46
had perhaps been in the 162
had perhaps been on the 50
had perhaps come to the 124
had perhaps died in the 66
had perhaps gone to the 59
had perhaps heard of the 93
had perhaps lain in the 55
had perhaps less to do 93
had perhaps more of the 97
had perhaps more to do 424
had perhaps some of the 65
had perused some of the 60
had pitched camp at the 90
had pitched camp in the 169
had pitched camp on the 164
had pitched upon to be 41
had planned down to the 72
had planned most of the 65
had planned much of the 51
had planned what to do 126
had planted grew as if 72
had planted many of the 53
had planted most of the 75
had planted some of the 100
had planted there as an 40
had planted there in the 76
had plopped down in the 51
had plopped down on the 137
had plucked from the sea 43
had pounced down on the 42
had pounded away at the 45
had preached there in the 80
had pressed down on the 134
had pressed hard on the 149
had previous ties to the 55
had printed most of the 43
had printed some of the 90
had pursued some of the 57
had quickly come to an 75
had quickly come to be 79
had quickly come to the 313
had quickly gone to the 45
had quieted down by the 71
had quieted down in the 191
had quieted down on the 54
had quieted down to the 46
had quietly come to the 89
had quietly gone to the 45
had rallied many of the 42
had rallied most of the 81
had rallied some of the 95
had rambled down to the 51
had rapidly come to the 168
had ravaged most of the 58
had ravaged much of the 69
had realized early in the 96
had realized only in the 87
had realized some of the 110
had rebuilt most of the 43
had rebuilt some of the 56
had recited many of the 44
had recited part of the 42
had reduced many of the 315
had reduced most of the 438
had reduced much of the 280
had reduced some of the 291
had refused even to go 40
had refused help to the 44
had refused most of the 41
had regular work in the 45
had related many of the 40
had related only to the 92
had related some of the 99
had relation back to the 98
had relation only to the 246
had relaxed some of the 92
had released many of the 46
had released most of the 90
had released some of the 261
had removed from it the 96
had removed half of the 42
had removed many of the 764
had removed most of it 46
had removed most of the 1883
had removed much of the 904
had removed none of the 43
had removed part of the 255
had removed some of the 1531
had repealed most of the 88
had repeated many of the 54
had repeated some of the 96
had rescued from the sea 389
had rescued some of the 44
had resided most of the 52
had respect also to the 46
had respect only to the 280
had resumed work at the 46
had resumed work in the 72
had resumed work on the 277
had retaken most of the 80
had retaken some of the 43
had retired early in the 151
had retired early to my 45
had retired early to the 52
had retired from the cia 104
had retired from the king 44
had retired from the ring 172
had retired from the sea 1477
had retired prior to the 121
had retired south of the 63
had revealed many of the 87
had revealed more of the 45
had revealed most of the 42
had revealed much of the 50
had revealed none of the 44
had revealed nothing of the 86
had revealed some of the 315
had revised some of the 102
had revived some of the 122
had rightly come to the 53
had rotated back to the 116
had sallied forth at the 51
had sallied forth in the 180
had sallied forth on the 64
had sallied forth to the 67
had sampled most of the 68
had sampled some of the 76
had scraped most of the 62
had scraped some of the 44
had seceded from it in 48
had secured from the king 130
had secured many of the 81
had secured most of the 425
had secured much of the 102
had secured part of the 40
had secured peace in the 55
had secured seats in the 98
had secured some of the 236
had seduced many of the 64
had seduced some of the 54
had seemingly come to an 119
had settled back in the 214
had settled back on the 216
had settled back to the 108
had settled deep in the 77
had settled down as an 164
had settled down as if 47
had settled down as the 169
had settled down at the 538
had settled down by the 306
had settled down in an 131
had settled down in it 76
had settled down in my 236
had settled down in the 4634
had settled down on it 73
had settled down on my 46
had settled down on the 2574
had settled down on us 57
had settled down to an 625
had settled down to be 271
had settled down to do 63
had settled down to eat 79
had settled down to it 97
had settled down to my 149
had settled down to the 3684
had settled early in the 153
had settled here at the 45
had settled here in the 222
had settled many of the 69
had settled most of the 242
had settled much of the 84
had settled none of the 86
had settled north of the 324
had settled only in the 46
had settled over the sea 51
had settled prior to the 79
had settled some of the 136
had settled south of the 239
had settled there at the 204
had settled there by the 68
had settled there in the 1079
had settled there on the 57
had settled west of the 351
had settled what to do 67
had several cups of tea 77
had several fits of it 58
had several fits of the 42
had several gaps in it 246
had several hits in the 57
had several ideas as to 50
had several jobs in the 102
had several jobs to do 48
had several sons in the 119
had several years in the 79
had several years to go 109
had shifted back to the 463
had shifted from me to 41
had shifted more to the 163
had shifted much of the 55
had shifted over to the 209
had shifted some of the 144
had shifted south to the 43
had shipped some of the 56
had shocked some of the 55
had sighted land on the 43
had similar aims to the 61
had similar ideas on the 87
had similar laws on the 45
had similar work to do 58
had skipped some of the 48
had slammed down on the 42
had slipped away as the 43
had slipped away at the 177
had slipped away by the 64
had slipped away in the 1126
had slipped away on the 79
had slipped away to an 51
had slipped away to be 69
had slipped away to the 776
had slipped back in the 43
had slipped back to the 480
had slipped down in the 199
had slipped down on the 188
had slipped down on to 98
had slipped down to the 1731
had slipped free of the 93
had slipped into the sea 319
had slipped over to the 152
had slumped back in the 40
had slumped back on the 56
had slumped down in the 166
had slumped down on the 161
had smashed most of the 85
had smashed some of the 61
had smitten many of the 161
had smoothed some of the 45
had somehow come to an 95
had somehow come to be 436
had somehow come to the 381
had somehow heard of my 80
had somehow heard of the 228
had somehow held on to 48
had somehow made it to 222
had sounded most of the 51
had spanned most of the 60
had spilled over on to 96
had spilled over to the 241
had spilled some of the 155
had spoiled much of the 47
had spoiled some of the 47
had spotted some of the 79
had stabbed love as the 104
had stamped upon it the 127
had started ahead of the 44
had started ahead of us 110
had started back at the 112
had started back in the 376
had started back on the 156
had started back to the 505
had started back up the 120
had started banging on the 43
had started coming to the 326
had started down to the 75
had started early in the 1179
had started early on the 68
had started fair in the 104
had started firing at the 46
had started from in the 177
had started late in the 266
had started life as an 846
had started life as the 467
had started life at the 55
had started life in an 53
had started life in the 544
had started life on the 111
had started living in the 56
had started most of the 63
had started moving in the 68
had started moving to the 53
had started only in the 59
had started prior to the 195
had started some of the 91
had started there in the 56
had started work as an 106
had started work at the 668
had started work in an 46
had started work in the 711
had started work on an 142
had started work on it 197
had started work on the 1517
had stashed away in the 205
had steered clear of it 43
had steered clear of the 755
had stepped back as if 48
had stepped back in the 40
had stepped back on the 43
had stepped back to the 220
had stepped clear of the 69
had stepped down as the 97
had stepped down in the 46
had stepped down to the 234
had stepped foot in the 51
had stepped forth as the 41
had stepped into the ring 75
had stepped over to the 301
had stopped coming to the 562
had stopped crying by the 69
had stopped early in the 81
had stopped here in the 43
had stopped just at the 108
had stopped most of the 132
had stopped next to the 82
had stopped over at the 82
had stopped some of the 62
had stopped there in the 112
had stopped there on the 140
had stopped trying to be 96
had stopped trying to do 49
had stopped work at the 84
had stopped work in the 75
had stopped work on it 45
had stopped work on the 280
had strayed away in the 153
had strayed away on the 87
had strayed away to the 58
had strayed back to the 154
had strayed down to the 109
had strayed over to the 54
had striven hard in the 41
had striven hard to be 41
had stronger ties to the 190
had studied acting at the 64
had studied many of the 153
had studied maps of the 112
had studied most of the 157
had studied much in the 73
had studied only up to 131
had studied piano at the 99
had studied some of the 305
had studied there in the 50
had stumped over to the 46
had subdued many of the 48
had subdued most of the 163
had sublime faith in the 78
had supreme faith in the 144
had surveys made of the 64
had swooped down on me 55
had swooped down on the 595
had tackled some of the 49
had tempted some of the 78
had toppled over in the 75
had totally left to my 84
had touched down at the 108
had touched down in the 171
had touched down on the 313
had touched many of the 41
had touched most of the 49
had touched none of the 47
had touched some of the 84
had touched upon in the 99
had touched upon it in 59
had tracked down in the 46
had trained many of the 222
had trained most of the 201
had trained some of the 193
had trapped most of the 45
had tripped over in the 45
had tripped over it to 70
had trodden down in my 50
had trooped down to the 61
had trotted back to the 45
had trotted down to the 58
had trouble hanging on to 106
had trouble living up to 110
had trouble making it to 47
had trouble making up my 54
had trouble saying no to 112
had trouble seeing in the 40
had trouble waking up in 51
had trudged back to the 60
had trusted less to the 44
had trusted more to the 58
had tumbled down in the 103
had tumbled down to the 62
had tumbled into the sea 103
had unearthed some of the 48
had unified most of the 44
had usually been at the 48
had usually been in the 317
had usually been of the 54
had usually been on the 172
had usually done in the 86
had usually done so in 40
had usually done so of 65
had usually gone to the 77
had usurped many of the 204
had usurped most of the 75
had usurped much of the 103
had usurped some of the 118
had vaguely heard of the 194
had violated many of the 83
had violated most of the 44
had violated none of the 88
had violated some of the 154
had visibly aged in the 52
had visited anne on the 53
had visited india in the 146
had visited many of the 1015
had visited most of the 1391
had visited none of the 68
had visited rome in the 127
had visited some of the 1092
had visited there in the 80
had visited three of the 43
had warrant from the king 44
had watched many of the 67
had watched most of the 127
had watched over us in 56
had watched part of the 55
had watched some of the 276
had watches much of the 140
had weakened many of the 47
had weakened some of the 47
had willingly gone to the 58
had windows only on the 74
had withered away by the 63
had withered away in the 236
had withheld part of the 62
had withheld some of the 90
had wounded many of the 61
had wounded some of the 56
had wrecked most of the 55
had wrested from it the 51
had wrested from the foe 46
had wrested from the king 281
had written ahead to the 77
had written also to the 43
had written asking if he 129
had written asking me to 285
had written asking to be 53
had written back in the 159
had written back to the 169
had written down at the 155
had written down in my 114
had written down in the 331
had written down on the 333
had written down to the 56
had written early in the 271
had written four of the 65
had written half of it 50
had written home of the 45
had written home to my 42
had written home to the 250
had written many of the 445
had written more in the 41
had written more on the 48
had written most of it 290
had written most of my 54
had written most of the 1276
had written much in the 165
had written much of it 128
had written much of the 453
had written much on the 197
had written next to the 54
had written none of the 109
had written nothing in it 60
had written nothing in the 96
had written nothing of the 86
had written nothing on the 100
had written only of the 40
had written over to the 44
had written part of it 51
had written part of the 278
had written poems in the 80
had written poems on the 48
had written prior to the 123
had written some of it 84
had written some of the 1499
had written such of the 60
had written three of the 121
had written upon it the 245
had wrought hard in the 43
had yielded nothing in the 50
had yielded nothing to the 46
had yielded only in the 126
had yielded only to the 365
had yielded some of the 63
hang together even as the 55
has accrued prior to the 146
has adapted many of the 78
has adapted only to the 76
has adapted some of the 142
has adapted well to the 501
has adopted many of the 1241
has adopted most of the 296
has adopted much of the 253
has adopted none of the 48
has adopted some of the 886
has african feet of the 56
has alarmed some of the 60
has allowed many of the 242
has allowed many of us 83
has allowed most of the 118
has allowed much of the 132
has allowed some of the 330
has allowed those to be 44
has altered many of the 134
has altered more in the 62
has altered much in the 54
has altered much of the 90
has altered much to the 47
has altered some of the 296
has annexed pain to the 147
has appealed more to the 116
has appealed most to the 61
has appealed only to the 52
has appeared also in the 120
has appeared among us in 63
has appeared early in the 42
has appeared even in the 106
has appeared here as an 52
has appeared late in the 52
has appeared only as an 140
has appeared only in the 572
has applied also to the 48
has applied many of the 76
has applied most of the 96
has applied only to the 108
has applied some of the 121
has aroused some of the 61
has arrived back at the 142
has arrived here in the 70
has arrived just in the 50
has arrived only at the 59
has arrived when in the 68
has arrived when it is 967
has assumed many of the 617
has assumed more of the 114
has assumed most of the 283
has assumed much of the 283
has assumed none of the 48
has assumed part of the 81
has assumed some of the 592
has authored some of the 130
has avoided many of the 421
has avoided most of the 149
has avoided much of the 158
has avoided some of the 472
has baffled some of the 66
has behaved well in the 85
has behaved well to me 52
has belonged only to the 50
has blinded many to the 175
has blunted some of the 61
has blurred many of the 57
has blurred some of the 81
has brought also to the 45
has brought back to me 284
has brought back to my 252
has brought back to the 587
has brought back to us 276
has brought down on me 48
has brought down on the 75
has brought down on us 41
has brought down to the 398
has brought down to us 617
has brought even to the 61
has brought fame to the 151
has brought forth in the 297
has brought here to the 84
has brought home to me 1037
has brought home to my 45
has brought home to the 1171
has brought home to us 1302
has brought hope to the 103
has brought india to the 88
has brought into it the 42
has brought life to the 147
has brought many of the 402
has brought many of us 100
has brought many to the 101
has brought more of the 95
has brought most of the 271
has brought most of us 62
has brought much of the 176
has brought much to the 93
has brought news of the 86
has brought nothing to the 48
has brought part of the 76
has brought peace to my 47
has brought peace to the 293
has brought ruin on the 56
has brought ruin to the 99
has brought some of the 706
has brought some of us 62
has brought suit in the 102
has brought tears to my 184
has brought tears to the 118
has brought upon it the 75
has brought upon me so 73
has brought upon me the 134
has brought upon us the 199
has brought wealth to the 168
has carried down to the 181
has carried into it the 70
has carried many of the 52
has carried most of the 126
has carried much of the 157
has carried over in the 47
has carried over to my 52
has carried over to the 1185
has carried some of the 138
has certain ideas as to 52
has certain work to do 121
has charted some of the 65
has checked some of the 79
has chiefly been in the 113
has chiefly lain in the 64
has chipped away at the 248
has circled back to the 67
has claimed most of the 87
has claimed much of the 71
has claimed none of the 180
has claimed some of the 59
has clamped down on the 148
has climbed back to the 45
has climbed back up to 63
has climbed high on the 51
has colored much of the 108
has control only of the 77
has covered many of the 290
has covered most of the 736
