had actual dealings with the 51
had doubts about him as 43
had doubts about how the 61
had doubts about how to 70
had dreamed about for so 803
had dreamed about for the 67
had driven nearly all the 104
had driven spain out of 45
had earlier asked for the 49
had earlier asked him to 99
had earlier found that the 134
had earlier given him the 53
had earlier noted that the 201
had earlier ruled that the 138
had earlier shown that the 197
had earlier sided with the 57
had earlier taken him to 42
had earlier toyed with the 106
had earlier urged him to 60
had earlier voted for the 74
had engaged rooms for the 91
had engaged rooms for us 119
had enough clout with the 42
had enough dealings with the 78
had enough money and he 53
had enough money and the 77
had enough money for an 78
had enough money for it 77
had enough money for me 53
had enough money for my 134
had enough money for the 1242
had enough money for us 55
had enough money not to 157
had enough money now to 146
had enough money that he 49
had enough money with me 113
had enough pride not to 61
had enough sense not to 2098
had enough space for the 89
had enough water for the 99
had failed after all to 46
had fairly earned them by 50
had fallen again and the 41
had fallen again with the 55
had fallen apart and he 84
had fallen apart and the 201
had fallen apart due to 42
had fallen apart with the 106
had fallen badly out of 52
had fallen below that of 388
had fallen could not be 92
had fallen lower than he 71
had fallen lower than the 44
had fallen quite out of 57
had fallen right out of 91
had fallen under that of 85
had family links with the 130
had filled every one of 51
had filled nearly all the 42
had fondly hoped that he 164
had fondly hoped that in 44
had fondly hoped that the 351
had forced louis xvi to 55
had forged links with the 81
had formal links with the 54
had formed every one of 123
had formed plans for the 146
had fought nobly for the 40
had fought under him at 380
had fought under him in 445
had fought world war ii 329
had frozen solid and the 44
had further plans for the 66
had further shown that the 57
had further talks with the 103
had gained favor with the 121
had gained nearly all the 43
had gained power with the 52
had gained touch with the 90
had gotten anything out of 59
had gotten badly out of 62
had gotten bored with the 119
had gotten drunk for the 72
had gotten quite out of 69
had gotten round this by 43
had gotten stuck with the 61
had gotten thrown out of 68
had gotten under way at 61
had gotten under way in 381
had gotten under way on 52
had greater appeal for the 118
had greater appeal than the 96
had greater force than the 59
had greater hopes for the 57
had greater power than he 97
had greater power than the 364
had greater reason than the 50
had greater reason than we 70
had greater speed than the 59
had greater value than the 128
had greatly aided him in 43
had greatly aided them in 55
had hardly begun and the 77
had hardly hoped that my 46
had hardly known him at 41
had hardly known how to 264
had hardly moved out of 95
had hardly slept for the 90
had hardly taken off my 80
had helped build one of 45
had helped carry out the 122
had helped create for the 44
had helped drive out the 54
had helped elect him in 46
had helped elect him to 49
had hidden could not be 55
had higher costs than the 51
had higher earnings than the 50
had higher hopes for the 119
had higher rates than the 327
had higher ratings than the 58
had higher ratios than the 44
had hinted every one of 40
had indeed asked him to 46
had indeed given him the 151
had indeed given way to 55
had indeed grown out of 42
had indeed hoped that it 83
had indeed hoped that the 52
had indeed shown that the 63
had issued bonds for the 43
had issued writs for an 121
had issued writs for the 163
had itself grown out of 126
had joined hands for the 43
had joined hands with the 2150
had joined issue with the 157
had joined ranks with the 119
had jumped right out of 117
had killed every one of 230
had killed nearly all of 83
had killed nearly all the 213
had kindly given him an 43
had kindly given them the 51
had larger bearings than the 50
had lasted longer than he 143
had lasted longer than it 99
had lasted longer than the 430
had lately given him in 45
had lately shown lay in 86
had lately thrown off the 69
had lately voted with the 112
had learned about all he 61
had learned about all the 48
had learned about her in 51
had learned about him in 95
had learned about how the 55
had learned about how to 172
had learned about them in 145
had learned could not be 62
had learned since that it 41
had learned while with the 40
had little about him of 41
had little appeal for me 143
had little appeal for the 1351
had little charm for me 148
had little charm for the 57
had little dealings with the 74
had little doubt but my 46
had little doubt now of 40
had little doubt that an 69
had little doubt that at 57
had little doubt that by 54
had little doubt that he 2498
had little doubt that if 432
had little doubt that in 217
had little doubt that it 1301
had little doubt that my 100
had little doubt that the 4747
had little doubt that we 295
had little doubt was the 73
had little fancy for the 53
had little feeling for it 59
had little feeling for the 866
had little inkling that the 60
had little latin and no 42
had little mercy for the 55
had little money and no 677
had little money and the 100
had little money for the 106
had little notion how to 54
had little notion that he 51
had little notion that the 77
had little option but to 8142
had little option than to 41
had little place for the 317
had little power and no 60
had little power and the 61
had little reason not to 184
had little scope for the 112
had little sense for the 72
had little sense that the 55
had little space for the 64
had little taste for it 184
had little taste for the 2286
had little touch with the 80
had little trade with the 67
had little truck with the 342
had little turns for it 59
had little value and the 41
had little value for the 231
had loaned money for the 64
had locked horns with the 217
had looked about him to 65
had looked after all the 102
had looked after her as 179
had looked after her at 41
had looked after her in 128
had looked after her so 165
had looked after him as 322
had looked after him at 85
had looked after him in 316
had looked after him so 103
had looked after them in 98
had looked after them so 52
had looked every bit as 41
had looked round for the 41
had loomed large for me 44
had lovely weather all the 43
had marked every act of 50
had merely asked for the 82
had merely asked her to 58
had merely asked him to 116
had merely asked that the 54
had merely given him the 118
had merely given way to 171
had merely toyed with the 50
had mostly given way to 102
had neither found him in 40
had neither known how to 64
had neither money nor an 50
had neither money nor the 106
had neither ships for the 60
had neither voice nor ear 83
had notice given him by 46
had notice given him of 122
had notice given them of 102
had obvious appeal for the 55
had obvious links with the 70
had ocular proof that the 79
had opened badly for the 44
had opened doors for me 56
had opened roads for the 42
had opened talks with the 66
had opened trade with the 72
had openly given her to 42
had openly sided with the 484
had orders given him to 48
had passed could not be 67
had passed every year in 65
had passed nearly all the 77
had passed quite near to 47
had passed quite out of 177
had passed right out of 59
had passed since all the 52
had passed since any of 109
had passed since one of 46
had passed since then he 50
had passed since then the 42
had pindar stood out on 58
had placed about him to 72
had placed armed men in 41
had placed quite out of 220
had played about with the 64
had played cards with the 188
had played chess with me 42
had played chess with the 47
had played false with the 58
had played games with the 87
had played havoc with it 104
had played havoc with my 211
had played havoc with the 2255
had played poker with the 40
had popped right out of 43
had prayed daily for the 48
had proved every bit as 66
had proved worse than the 105
had pushed aside all the 40
had raised could not be 57
had raised funds for the 316
had raised havoc with the 76
had raised hopes for the 54
had raised hopes that he 44
had raised hopes that the 183
had raised money for the 506
had rarely known him to 44
had rashly sworn that as 60
had reached could not be 65
had reached paris that the 70
had rented rooms for the 41
had ridden nearly all the 50
had roused every man in 60
had ruined james for the 78
had scarce given him the 64
had secret dealings with the 234
had secret links with the 43
had secret talks with the 100
had seemed rather that of 65
had seized nearly all the 69
had seized power and the 63
had seized power with the 131
had seldom known him to 61
had served under him as 1440
had served under him at 681
had served under him in 3607
had served under him on 320
had served under him or 43
had served under him so 41
had served under him to 41
had served under lee in 45
had served under one of 68
had served under them as 162
had served under them in 84
had served until then as 69
had shaken hands and he 181
had shaken hands and the 60
had shaken hands for the 60
had shaken hands with an 103
had shaken hands with me 409
had shaken hands with my 66
had shaken hands with no 98
had shaken hands with the 1851
had shaken hands with us 189
had shared power with the 186
had simply asked her to 68
had simply asked him to 127
had simply asked them to 48
had simply given him the 93
had simply given him up 48
had simply given way to 76
had simply grown out of 83
had simply moved out of 64
had simply never had the 50
had slowly given way to 288
had sobbed within her as 77
had someone waiting for me 69
had something about her of 65
had something about him by 67
had something about him of 162
had something about them of 70
had something quite new to 67
had something worse than the 43
had sought above all to 95
had special appeal for the 182
had special links with the 123
had special meanings for the 45
had special names for the 51
had special plans for me 51
had special plans for the 137
had special words for the 47
had spoken about her to 60
had spoken about him in 47
had spoken about him to 158
had spoken about them to 68
had spoken about this in 49
had spoken about this to 101
had spoken aloud and he 102
had spoken could not be 46
had spoken smote one of 45
had square holes cut in 47
had stayed longer than he 127
had stayed longer than the 54
had stayed longer with me 52
had strength given her to 60
had strength given him to 67
had strict rules for the 71
had struck hands with the 42
had sudden wakings out of 65
had surely known that it 56
had talked about all of 66
had talked about all the 135
had talked about doing it 41
had talked about for so 172
had talked about for the 99
had talked about going on 52
had talked about going to 508
had talked about her in 57
had talked about her so 40
had talked about her to 129
had talked about him as 40
had talked about him at 50
had talked about him in 63
had talked about him so 52
had talked about him to 89
had talked about how he 94
had talked about how the 142
had talked about how to 80
had talked about how we 92
had talked about one of 42
had talked about them in 72
had talked about this at 41
had talked about this in 112
had talked about this to 56
had talked about was the 100
had talked about with the 108
had taught every one of 45
had taught people how to 82
had thought about all of 64
had thought about all the 137
had thought about doing it 106
had thought about for so 87
had thought about for the 59
had thought about going to 557
had thought about her at 102
had thought about her in 53
had thought about her so 153
had thought about him at 114
had thought about him in 42
had thought about him so 74
had thought about how he 99
had thought about how the 62
had thought about how to 192
had thought about them at 61
had thought about them in 51
had thought about this as 44
had thought about using the 66
had thought about was the 60
had thought could not be 103
had thought would not be 82
had turned about for the 50
had turned aside for the 45
had turned aside out of 49
had turned black and the 145
had turned black with the 66
had turned brown and the 89
had turned chill and we 58
had turned every one to 165
had turned green and the 82
had turned round with the 55
had turned white and he 143
had turned white and the 88
had turned white with the 152
had united nearly all the 52
had unkind words for the 66
had vainly hoped for in 45
had vainly hoped that the 185
had vainly urged him to 82
had various dealings with the 42
had various names for the 57
had waited below with my 55
had waited longer than he 46
had waited months for the 64
had waited until all the 144
had waited until now to 434
had waited until then to 136
had walked nearly all the 58
had walked right off the 47
had walked right out of 327
had wanted above all to 98
had warmly urged him to 47
had warned israel not to 52
had warned laius that the 46
had warned people not to 58
had wished above all to 53
had worked every day of 60
had worked first for the 69
had worked havoc with the 150
had worked loose and the 61
had worked under him as 98
had worked under him at 163
had worked under him in 263
had worked under him on 46
had wreaked havoc with the 280
hang around people who do 61
hang around waiting for it 48
hang around waiting for me 193
hang around waiting for the 675
has almost ceased and the 40
has almost faded out of 83
has almost given way to 41
has almost wiped out the 179
has already asked for it 40
has already asked for the 58
has already asked him to 58
has already asked you to 87
has already beaten you to 44
has already begun and in 93
has already begun and is 831
has already begun and it 187
has already begun and the 335
has already begun and we 85
has already begun but is 46
has already begun for the 175
has already begun for us 47
has already begun with the 1019
has already found that it 55
has already found that the 326
has already found use in 42
has already fused with the 67
has already given all the 60
has already given her the 80
has already given him the 181
has already given thee so 54
has already given them the 124
has already given them to 61
has already given way to 729
has already given you an 122
has already given you the 439
has already given you to 54
has already grown out of 118
has already moved out of 172
has already noted that in 57
has already noted that the 523
has already opted for the 49
has already peaked and is 77
has already ruled out the 96
has already ruled that the 219
has already shewn that the 49
has already shown how the 312
has already shown how to 55
has already shown that an 61
has already shown that by 43
has already shown that he 699
has already shown that if 64
has already shown that in 378
has already shown that it 994
has already shown that no 59
has already shown that the 2709
has already shown that we 91
has already shown this to 103
has already singled out the 48
has already taken all the 136
has already taken him to 78
has already taken off in 63
has already taken one of 74
has already upset her tea 47
has already wiped out the 64
has always acted for the 63
has always acted with the 203
has always asked for the 41
has always begun with the 103
has always boded ill to 94
has always bound them by 62
has always cared for me 115
has always cared for the 112
has always cared for us 51
has always ended with the 64
has always found that it 44
has always found that the 244
has always given him the 58
has always given them the 62
has always given way to 136
has always grown out of 73
has always hoped that the 65
has always known how to 1765
has always known that he 287
has always known that in 41
has always known that it 214
has always known that my 86
has always known that the 414
has always known them in 46
has always known who he 50
has always lived for the 44
has always lived near the 43
has always lived out of 43
has always lived with it 43
has always lived with me 118
has always lived with the 156
has always lived with us 110
has always longed for my 158
has always longed for the 111
has always loved you so 98
has always moved with the 47
has always shown for the 225
has always shown that he 82
has always shown that it 158
has always shown that the 178
has always sided with the 272
has always stood for an 87
has always stood for the 1738
has always stood out as 396
has always stood out in 251
has always stood with the 45
has always stuck with me 482
has always tried not to 47
has always voted for the 97
has always voted with the 287
has another sieve for the 47
has anyone beaten you up 136
has arisen which can be 80
has arisen which may be 61
has assets which can be 44
has barely begun and the 52
has become acute and the 46
has become acute due to 44
has become acute with the 115
has become aware that he 328
has become aware that in 44
has become aware that it 219
has become aware that the 642
has become bored with the 142
has become easier and the 67
has become easier due to 60
has become easier for me 129
has become easier for the 266
has become easier for us 97
has become easier than it 45
has become easier with the 324
has become every bit as 262
has become final and the 96
has become final may be 145
has become fixed and is 45
has become fixed and the 75
has become flesh and the 81
has become fused with the 483
has become grist for the 53
has become known and is 41
has become known and the 46
has become known for the 269
has become known that he 68
has become known that in 63
has become known that it 44
has become known that the 756
has become known that we 161
has become liable for the 124
has become longer than the 82
has become loose and is 48
has become lower than the 86
has become mingled with the 134
has become mixed with the 452
has become noted for the 153
has become older and the 53
has become plain that it 42
has become plain that the 332
has become quite easy to 100
has become quite fit to 50
has become quite one of 77
has become quite out of 61
has become small and the 41
has become strong and is 44
has become strong and the 55
has become today one of 132
has become unfit for the 188
has become usual for the 181
has become vital for the 169
has become wider and the 47
has become worse and the 61
has become worse due to 42
has become worse than it 101
has become worse than the 195
has become worse with the 68
has before sworn that he 118
has better known how to 57
has better sense than to 220
has better vision than the 42
has broken every law of 62
has broken every one of 291
has broken loose and is 191
has broken ranks with the 54
has called every one of 46
has caused every one of 100
has caused mother earth by 72
has caused nearly all the 92
has changed again with the 61
has changed hands and is 128
has changed hands and the 110
has changed place with the 109
has changed rather than the 82
has changed since then as 49
has changed since then in 230
has changed since then is 158
has changed since then to 82
has chosen cyder for the 45
has chosen israel out of 47
has clearly given way to 82
has clearly grown out of 40
has clearly opted for the 77
has clearly shewn that the 71
has clearly shown how the 230
has clearly shown that an 107
has clearly shown that as 97
has clearly shown that at 46
has clearly shown that by 41
has clearly shown that he 293
has clearly shown that if 82
has clearly shown that in 430
has clearly shown that it 685
has clearly shown that no 79
has clearly shown that the 4324
has clearly shown that we 129
has clearly shown this to 54
has closer links with the 116
has common roots with the 46
has common sense may be 62
has created could not be 49
has created order out of 52
has created space for the 103
has deeper roots and is 51
has deeper roots than the 298
has denied under oath or 71
has direct dealings with the 102
has direct links with the 329
has doubts about his or 56
has doubts about six or 143
has duties which run to 42
has england given you to 142
has enough money for the 189
has enough sense not to 238
has enough space for the 182
has failed above all to 40
has failed until now to 64
has fallen apart and the 67
has fallen below that in 73
has fallen below that of 598
has fallen lower than the 70
has fallen while that of 97
has fatter tails than the 135
has filled nearly all the 51
has finite order and if 59
has forged links with the 78
has formal links with the 40
has further found that the 241
has further noted that the 188
has further ruled that the 43
has further shown how the 59
has further shown that an 48
has further shown that if 102
has further shown that in 473
has further shown that it 94
has further shown that the 1396
has gained favor with the 92
has gotten quite out of 45
has gotten under way in 69
has greater appeal than the 52
has greater force than the 139
has greater gifts than the 51
has greater honor than the 85
has greater merit than the 87
has greater power than he 57
has greater power than the 677
has greater scope than the 70
has greater value for the 83
has greater value than the 516
has hardly known how to 68
has heavier tails than the 139
has helped create one of 46
has higher costs than the 67
has higher power than the 69
has higher value than the 75
has indeed found that the 42
has indeed given way to 93
has indeed grown out of 40
has indeed shown that in 66
has indeed shown that the 369
has issued rules for the 49
has itself grown out of 92
has joined hands with the 816
has joined issue with the 92
has juster views for the 63
has kindly borne with me 51
has kissed hands for the 45
has larger leaves and is 51
has larger leaves than the 138
has lasted longer than in 50
has lasted longer than is 96
has lasted longer than the 487
has lasted longer than we 43
has lately broke out in 58
has lately found that the 73
has lately given way to 123
has lately shown that in 53
has lately shown that it 50
has lately shown that the 478
has learned about how to 141
has little appeal for me 64
has little appeal for the 314
has little charm for me 91
has little charm for the 107
has little doubt that he 157
has little doubt that it 119
has little doubt that the 520
has little feeling for the 225
has little mercy for the 66
has little money and is 44
has little money and no 45
has little option but to 1056
has little place for the 297
has little power and is 52
has little reason not to 55
has little scope for the 72
has little space for the 71
has little taste and is 47
has little taste for it 41
has little taste for the 286
has little truck with the 101
has little value and is 103
has little value and the 71
has little value for me 42
has little value for the 598
has little value for us 63
has little which can be 48
has locked horns with the 47
has looked about him as 238
has looked after him in 43
has merely given way to 87
has merely shown that it 58
has merely shown that the 59
has mostly given way to 118
has nature given you the 44
has neither voice nor ear 47
has notice given him by 290
has notice thereof and of 69
has obvious links with the 289
has opened doors for me 176
has opened doors for the 59
has opened doors for us 41
has openly sided with the 45
has partly given way to 78
has partly grown out of 114
has passed under and is 116
has placed within each of 104
has played havoc with my 138
has played havoc with the 1508
has plenty money and no 48
has proved again that the 43
has proved easier for the 41
has proved every bit as 65
has proved quite easy to 61
has proved unfit for the 49
has proved worse than the 121
has public speaking got to 77
has rained nearly all the 66
has raised funds for the 95
has raised hopes for the 43
has raised hopes that it 46
has raised hopes that the 143
has raised money for the 122
has rights which can be 49
has seemed fitting that the 43
has served gives him no 49
has served since then as 125
has served under all the 43
has shaken hands with me 70
has shaken hands with the 248
has signed under oath the 62
has simply given him an 50
has simply given way to 49
has simply grown out of 63
has simply shown that the 46
has simply sprung out at 62
has simply thrown out of 73
has sinned every bit as 41
has slowly given way to 386
has something about him of 91
has something which can be 71
has something which may be 53
has sought above all to 75
has special appeal for the 101
has special links with the 81
has special value for the 222
has strict rules for the 46
has talked about how the 64
has talked about you so 151
has taught others how to 55
has taught people how to 97
has thereby shown that the 44
has thicker tails than the 43
has thicker walls than the 177
has thinner walls than the 94
has thought about how to 54
has toiled after him in 110
has turned brown and is 54
has turned brown and the 48
has turned round and is 75
has turned white and the 102
has various meanings and is 64
has waited until now to 113
has worked every day of 40
has worked havoc with the 94
has worked since then as 42
has worked since then to 49
has wreaked havoc with the 176
hath surely given meat to 85
head almost aches with the 46
head almost level with the 45
head hidden under his wing 42
head office books and the 44
head openly above all the 83
head raised about ten or 45
head raised quite out of 47
head should carry all he 167
head towering above all the 41
head tucked under her wing 201
head tucked under his wing 230
head tucked under its wing 591
head tucked under one wing 70
head turned round with it 117
hear almost every day of 44
hear another sound out of 108
hear appeals arising out of 58
hear christ praying for me 58
hear hardly anything but the 182
hear little about them in 50
hear voices telling her to 60
hear voices telling him to 78
hear voices telling them to 136
heat beyond finding that it 70
heat energy given off by 338
heat energy given out by 98
heat energy rather than to 61
heat energy which can be 332
heat energy which may be 206
heat gently until all the 163
her absurd state and to 100
her actions could not be 50
her actions where she is 217
her actions would not be 60
her advice about how to 351
her allies could not be 49
her allies would not be 63
her almost daily for the 44
her almost every day at 70
her almost every day in 67
her almost every day of 106
her almost every day to 66
her almost moved him to 57
her answer could not be 41
her answer would not be 65
her anxious lover had so 62
her became alive with the 114
her before letting her go 102
her before putting her to 72
her before setting out on 71
her behest shall for the 44
her braves would not do 70
her breasts spent with the 60
her bright smile and the 51
her brooding fancy was the 40
her brother alone with the 67
her brother asked her to 125
her brother could not be 131
her brother could not do 40
her brother might not be 64
her brother urged her to 68
her brother would not be 342
her career working for the 86
her career would not be 52
her chance meeting with the 85
her cheeks aglow with the 69
her cheeks burning with the 54
her cheeks flaming with the 44
her cheeks flush with the 83
her cheeks glowing with the 336
her chicks under her wing 136
her choice could not be 50
her choice where this is 71
her chosen place near the 113
her circle about her at 44
her claims could not be 44
her clothes still hung in 63
her clothes would not be 93
her common sense and the 60
her cordial shake with the 42
her course makes with the 48
her cousin would not be 67
her desire longer than is 69
her dinner rather than be 94
