he all along grounds his 68
he had been deluded and 79
he had been deluded with 44
he had been deluged with 201
he had been demanding for 114
he had been demoted and 119
he had been demoted for 52
he had been deposed and 329
he had been deposed for 77
he had been designing for 44
he had been desired not 42
he had been devoted for 162
he had been dictating his 41
he had been directing all 46
he had been directing his 263
he had been disputing with 106
he had been distant and 69
he had been drafted and 211
he had been drafted for 171
he had been dragged all 46
he had been dragged and 50
he had been dragged off 321
he had been dragged out 940
he had been dressed and 72
he had been dressed for 87
he had been drifted with 57
he had been dropped and 50
he had been dropped for 45
he had been dropped off 148
he had been dropped out 120
he had been drowned and 75
he had been drowned with 45
he had been drugged and 284
he had been drugged with 82
he had been drummed for 47
he had been drummed out 463
he had been educating his 50
he had been ejected for 75
he had been elected and 638
he had been elected but 70
he had been elected for 810
he had been elected had 120
he had been elected head 61
he had been elected its 121
he had been elected not 55
he had been elected one 616
he had been elected that 125
he had been elected two 122
he had been elected was 111
he had been elected with 363
he had been emperor for 112
he had been employing all 42
he had been employing for 56
he had been employing his 98
he had been endowed with 3889
he had been entered for 45
he had been entreating her 41
he had been espousing for 43
he had been evasive and 52
he had been everything that 119
he had been everything you 64
he had been examining and 149
he had been examining for 44
he had been examining his 109
he had been examining with 68
he had been excited and 97
he had been excused and 47
he had been expecting all 155
he had been expecting and 162
he had been expecting but 40
he had been expecting for 402
he had been expecting had 96
he had been expecting her 761
he had been expecting him 448
he had been expecting his 189
he had been expecting that 358
he had been expecting them 416
he had been expecting this 714
he had been expecting was 162
he had been exploring for 79
he had been exposed and 201
he had been exposed for 249
he had been exposed had 63
he had been exposed was 50
he had been extending his 87
he had been faithful all 40
he had been faithful and 204
he had been faithful for 118
he had been familiar all 146
he had been familiar for 245
he had been familiar long 67
he had been familiar with 3563
he had been favored with 533
he had been finishing his 56
he had been flogged and 84
he had been flogged for 77
he had been flogged with 94
he had been flooded with 165
he had been following all 133
he had been following and 284
he had been following for 523
he had been following had 148
he had been following her 505
he had been following him 83
he had been following his 273
he had been following our 69
he had been following them 104
he had been following this 85
he had been following was 146
he had been following with 170
he had been foolish and 193
he had been foolish not 149
he had been foreman for 41
he had been fostering for 46
he had been founder and 46
he had been fraught with 60
he had been friends and 90
he had been friends for 193
he had been friends with 537
he had been granted all 95
he had been granted and 65
he had been granted for 98
he had been granted his 387
he had been granted one 131
he had been granted six 43
he had been granted that 128
he had been granted this 124
he had been granted too 41
he had been granted two 141
he had been granted was 59
he had been grappling with 252
he had been gravely ill 201
he had been greeted with 514
he had been groomed for 269
he had been grouped with 49
he had been hankering for 54
he had been happier than 115
he had been harboring for 90
he had been harshly and 73
he had been haughty and 71
he had been haunted with 184
he had been helpful and 57
he had been himself doing 50
he had been himself for 99
he had been himself its 67
he had been himself one 116
he had been honored and 95
he had been honored for 83
he had been honored with 778
he had been hopeful that 111
he had been hounded and 62
he had been hounded out 298
he had been humbled and 58
he had been hurried off 91
he had been hurried out 94
he had been hustled out 136
he had been ignored and 107
he had been ignored for 47
he had been imagining for 43
he had been imagining her 54
he had been imagining that 129
he had been imagining things 110
he had been imitating his 41
he had been immured for 92
he had been improving his 80
he had been increasing his 64
he had been induced for 78
he had been indulging for 49
he had been indulging his 64
he had been indulging too 50
he had been infused with 69
he had been injured and 390
he had been inquiring for 87
he had been insisting for 53
he had been insisting that 320
he had been intending for 107
he had been inventing his 41
he had been inventing things 89
he had been investing his 41
he had been invited and 362
he had been invited but 86
he had been invited for 560
he had been invited not 57
he had been invited out 265
he had been invited that 50
he had been invited was 95
he had been invited with 131
he had been knocked off 643
he had been knocked out 1706
he had been laughed out 92
he had been lecturing and 87
he had been lecturing for 65
he had been lenient with 66
he had been libeled and 40
he had been liberal with 50
he had been listening all 162
he had been listening and 167
he had been listening for 743
he had been listening with 331
he had been located and 42
he had been located for 76
he had been luckier than 143
he had been manager for 47
he had been married all 83
he had been married and 1190
he had been married but 495
he had been married for 3332
he had been married off 159
he had been married one 49
he had been married six 183
he had been married ten 377
he had been married that 127
he had been married too 92
he had been married two 416
he had been married with 70
he had been matched with 54
he had been measured for 243
he had been menaced with 103
he had been molesting her 78
he had been muttering and 61
he had been naughty and 147
he had been nervous and 250
he had been noticed and 61
he had been nowhere near 501
he had been numbering and 55
he had been nurturing for 203
he had been obliged for 272
he had been obliged that 44
he had been obliged with 45
he had been observing and 93
he had been observing for 171
he had been observing her 184
he had been observing him 62
he had been observing his 68
he had been observing them 42
he had been observing with 70
he had been occupying and 90
he had been occupying for 111
he had been occupying his 74
he had been offered all 45
he had been offered and 594
he had been offered any 92
he had been offered but 44
he had been offered for 261
he had been offered his 274
he had been offered one 169
he had been offered ten 75
he had been offered that 231
he had been offered this 88
he had been offered two 401
he had been offered was 137
he had been operating for 108
he had been operating his 48
he had been operating with 95
he had been opposed and 42
he had been ordered and 98
he had been ordered for 103
he had been ordered not 833
he had been ordered off 181
he had been ordered out 782
he had been ordered with 61
he had been outside and 56
he had been outside for 48
he had been outside his 41
he had been overseas and 52
he had been overseas for 82
he had been painted with 53
he had been paroled and 48
he had been passive and 41
he had been patient and 224
he had been patient for 51
he had been patient long 99
he had been patient with 106
he had been perhaps too 56
he had been persona non 126
he had been pierced with 103
he had been pitched out 181
he had been plagued for 43
he had been plagued with 376
he had been planted for 50
he had been pleasant and 49
he had been plucked out 222
he had been pointed out 640
he had been polishing and 43
he had been pondering and 52
he had been pondering for 322
he had been pondering his 57
he had been pondering how 54
he had been popular and 69
he had been popular with 258
he had been praised and 76
he had been praised for 243
he had been premier for 50
he had been preparing all 213
he had been preparing and 157
he had been preparing for 7417
he had been preparing his 489
he had been preparing with 155
he had been present all 53
he had been present and 689
he had been present for 227
he had been present that 187
he had been present with 433
he had been pressed for 196
he had been pressed too 40
he had been pressed with 63
he had been pricked with 134
he had been prodded with 45
he had been producing for 43
he had been promising for 132
he had been promising his 75
he had been promoting for 92
he had been proposing for 46
he had been providing for 57
he had been prudent and 104
he had been punched and 54
he had been punishing her 52
he had been pursued and 133
he had been pursued for 101
he had been pursued with 45
he had been puzzled and 113
he had been puzzled that 62
he had been quicker than 49
he had been quieter than 43
he had been quietly and 91
he had been rebuked and 63
he had been rebuked for 202
he had been receiving all 98
he had been receiving and 106
he had been receiving death 92
he had been receiving for 294
he had been receiving his 96
he had been receiving was 57
he had been reckoning with 42
he had been recording for 68
he had been recording his 45
he had been reduced and 45
he had been reduced for 49
he had been reduced was 51
he had been reduced with 59
he had been refused all 46
he had been refused and 54
he had been refused any 43
he had been refused his 125
he had been regaled with 164
he had been regarding her 52
he had been rehearsing all 66
he had been rehearsing for 179
he had been rehearsing his 99
he had been rehearsing this 69
he had been relaxed and 48
he had been released and 483
he had been released for 151
he had been released with 61
he had been remarking that 129
he had been removed and 91
he had been removed for 295
he had been removed was 48
he had been rescued and 216
he had been rescued with 42
he had been reserving for 109
he had been resisting for 69
he had been retired and 86
he had been retired for 362
he had been reviewing his 85
he had been reviled and 44
he had been revived with 40
he had been riddled with 84
he had been saddled with 501
he had been scalped and 92
he had been schooling her 42
he had been scolded and 52
he had been scolded for 99
he had been scorned and 52
he had been searched and 101
he had been searched for 121
he had been seduced and 62
he had been selfish and 256
he had been sensual and 47
he had been settled for 264
he had been shipped off 189
he had been shipped out 197
he had been shocked and 297
he had been shocked out 75
he had been shocked that 124
he had been shocked with 40
he had been shunted off 89
he had been sighted and 70
he had been sincere and 133
he had been slapped and 79
he had been smitten with 684
he had been snubbed and 89
he had been somehow led 43
he had been sounded out 124
he had been spoiled and 72
he had been spotted and 158
he had been sprayed with 106
he had been squatting and 54
he had been stabbed and 223
he had been stabbed with 330
he had been starved and 79
he had been starved for 242
he had been starved out 53
he had been steeped for 41
he had been stopped and 277
he had been stopped for 175
he had been straining all 51
he had been straining his 112
he had been stronger and 43
he had been stronger than 161
he had been strumming all 247
he had been stuffed with 164
he had been stunned and 163
he had been subject all 46
he had been subject for 330
he had been suffering all 110
he had been suffering and 42
he had been suffering for 1711
he had been suffering with 236
he had been swamped with 72
he had been tainted with 58
he had been tampering with 296
he had been taunted for 103
he had been taunted with 198
he had been tempted and 89
he had been tempted for 51
he had been thankful for 82
he had been thrashed for 60
he had been threatening for 44
he had been threatening them 48
he had been thrilled and 51
he had been thrilled with 42
he had been thwarted and 213
he had been tinkering with 284
he had been together for 48
he had been together with 139
he had been totally and 51
he had been touched and 132
he had been touched with 306
he had been towards her 50
he had been trained and 928
he had been trained but 40
he had been trained for 1501
he had been trained had 52
he had been trained not 154
he had been trained was 94
he had been trained with 142
he had been trapped and 274
he had been trapped for 72
he had been trapped with 51
he had been traveling all 146
he had been traveling and 100
he had been traveling for 385
he had been traveling with 739
he had been tricked and 919
he had been tricked out 475
he had been trifled with 404
he had been trusted and 61
he had been trusted with 455
he had been truthful with 51
he had been twisted out 44
he had been unaware that 572
he had been unhappy and 123
he had been unhappy for 110
he had been unhappy with 256
he had been unknown and 40
he had been unlucky with 48
he had been unwilling that 65
he had been visited and 137
he had been visited with 293
he had been vouched for 41
he had been wakened out 56
he had been wandering all 77
he had been wandering for 209
he had been watched and 104
he had been watched for 63
he had been waylaid and 437
he had been weighed and 133
he had been whipped and 155
he had been whipped for 66
he had been whipped with 81
he had been whisked off 66
he had been wondering all 52
he had been wondering and 40
he had been wondering for 113
he had been wondering how 496
he had been wondering why 110
he had been worried all 40
he had been worried and 120
he had been worried for 124
he had been worried that 764
he had been worsted and 53
he had been wounded and 2158
he had been wounded but 102
he had been wounded for 66
he had been wounded near 49
he had been wounded ten 52
he had been wounded that 132
he had been wounded with 160
he had been wrecked and 52
he had been wrestling for 119
he had been wrestling with 2261
he had been written off 181
he had bent forward and 46
he had cast himself for 166
he had cast himself out 44
he had clad himself with 239
he had come against his 99
he had come between her 68
he had come dressed for 57
he had come forward and 197
he had come forward with 305
he had come unarmed and 48
he had dealt harshly with 49
he had dealt largely with 127
he had deep respect for 128
he had deep sympathy for 66
he had deep sympathy with 56
he had died forgiving her 48
he had done against god 52
he had done against her 73
he had done against him 253
he had done against his 185
he had done against them 155
he had done because she 40
he had done certain things 124
he had done everything but 91
he had done everything for 373
he had done everything his 52
he had done everything she 42
he had done everything that 1806
he had done everything they 46
he had done exactly that 695
he had done exactly this 41
he had done following his 42
he had done forever with 67
he had done himself and 100
he had done himself any 87
he had done hitherto was 51
he had done penance and 51
he had done penance for 337
he had done several things 67
he had done similar things 74
he had done towards him 76
he had done towards his 55
he had done wonders for 64
he had done wonders with 79
he had early imbibed for 80
he had early pointed out 44
he had eaten ballads and 91
he had even applied for 45
he had even arranged for 72
he had even brought his 64
he had even carried his 69
he had even decided that 59
he had even noticed her 90
he had even noticed that 91
he had even removed his 44
he had even started his 47
he had even touched her 71
he had even written his 43
he had ever admired her 61
he had ever advised any 50
he had ever allowed his 103
he had ever applied for 75
he had ever carried out 58
he had ever desired her 49
he had ever doubted her 66
he had ever doubted his 80
he had ever doubted that 170
he had ever enjoyed had 73
he had ever enjoyed was 43
he had ever enjoyed with 66
he had ever married her 146
he had ever mounted was 79
he had ever noticed any 73
he had ever noticed her 40
he had ever noticed how 52
he had ever noticed that 129
he had ever noticed them 52
he had ever offered her 43
he had ever opposed with 68
he had ever realized that 86
he had ever touched her 331
he had ever visited any 92
he had ever visited this 54
he had ever wavered was 97
he had ever written and 231
he had ever written any 101
he had ever written for 133
he had ever written had 76
he had ever written her 100
he had ever written him 41
he had ever written his 70
he had ever written that 158
he had ever written was 146
he had felt against her 81
he had felt against his 89
he had felt assured that 161
he had felt certain that 668
he had felt himself being 80
he had felt himself for 44
he had felt himself too 51
he had felt strongly that 141
he had felt sympathy for 44
he had felt towards her 109
he had felt towards his 124
he had five brothers and 124
he had five hundred and 75
he had five hundred men 79
he had five thousand men 97
he had flung himself off 43
he had flung himself out 193
he had flung himself with 119
he had four brothers and 235
he had four hundred and 198
he had four hundred men 75
he had four sisters and 103
he had four thousand men 185
he had full leisure for 51
he had full sympathy with 42
he had gone against her 71
he had gone against his 256
he had gone berserk and 58
he had gone between them 95
he had gone forward and 68
he had gone forward with 117
he had gone outside and 124
he had gone outside for 41
he had gone outside his 48
he had good friends and 63
he had good friends who 60
he had good grounds for 1615
he had good manners and 147
he had good rapport with 86
he had good warrant for 46
he had great ability and 80
he had great charity for 48
he had great concern for 65
he had great courage and 145
he had great dignity and 54
he had great respect and 387
he had great respect for 3189
he had great success and 46
he had great success with 239
he had great sympathy for 376
he had great sympathy with 304
he had great talents and 43
he had great talents for 70
he had great trouble with 154
he had heard between two 80
he had heard everything and 55
he had heard everything that 217
he had heard himself say 201
he had heard reports that 756
he had heard somehow that 164
he had heard stories that 116
he had heart trouble and 170
he had held against his 71
he had held between his 97
he had held himself out 277
he had held jointly with 51
he had held together with 47
he had held towards him 83
he had high respect for 147
he had high spirits and 50
he had hurt himself and 101
he had just applied for 71
he had just arranged for 74
he had just arranged with 53
he had just arrived and 309
he had just arrived for 70
he had just arrived that 114
he had just arrived with 212
he had just assumed that 294
he had just blurted out 126
he had just bottled off 46
he had just brought her 109
he had just brought his 94
he had just brought out 268
he had just brought them 63
he had just brought with 71
he had just carried off 44
he had just carried out 479
he had just checked out 103
he had just claimed and 44
he had just claimed for 79
he had just climbed out 398
he had just crawled out 718
he had just decided not 79
he had just decided that 339
he had just defeated and 50
he had just dropped his 64
he had just dropped off 386
he had just dropped out 163
he had just emptied his 48
he had just entered and 59
he had just entered his 391
he had just entered was 78
he had just entered with 167
he had just escaped and 59
he had just escaped being 81
he had just escaped death 159
he had just escaped with 73
he had just figured out 361
he had just founded and 40
he had just grounds for 109
he had just knocked out 98
he had just laughed and 44
he had just lunched with 53
he had just married and 140
he had just married her 42
he had just married his 148
he had just noticed her 108
he had just noticed him 73
he had just noticed that 454
he had just noticed them 46
he had just occasion for 47
he had just offered her 98
he had just ordered for 45
he had just ordered his 77
he had just ordered them 40
he had just pledged his 43
he had just pointed out 345
he had just realized how 46
he had just realized that 872
he had just removed and 45
he had just removed his 77
he had just secured for 54
he had just settled his 81
he had just slapped her 82
he had just slipped out 40
he had just started for 62
he had just started his 248
he had just started out 89
he had just started with 51
he had just stepped off 1299
he had just stepped out 6321
he had just stopped for 53
he had just touched his 49
he had just tumbled out 88
he had just unyoked his 48
he had just uttered had 60
he had just vacated and 122
he had just visited and 59
he had just wheeled his 78
he had just written and 473
he had just written for 341
he had just written his 194
he had just written out 105
he had just written that 113
he had just written them 52
he had just written was 104
he had just written with 55
he had kept america out 88
he had kept company with 346
he had kept contact with 42
he had kept himself going 63
he had kept himself out 86
he had kept silence for 67
he had laid against his 63
he had laid himself out 171
he had last rebuked his 49
he had last visited her 54
he had last visited his 72
he had leave granted him 49
he had left america and 76
he had left america for 55
he had left because his 43
he had left because she 52
he had left college and 67
he had left communing with 304
he had left congress and 54
he had left germany and 99
he had left germany for 101
he had left germany with 42
he had left harvard and 45
he had left himself with 89
he had left ireland and 48
he had left ireland for 103
he had left pizarro and 86
he had less concern for 63
he had less contact with 64
he had less occasion for 58
he had less respect for 133
he had less success than 48
he had less success with 100
he had less sympathy for 45
he had less sympathy with 104
he had less trouble than 63
he had less trouble with 108
he had lied saucily and 58
he had lost contact with 1674
he had lost control and 315
he had lost courage and 62
he had lost everything and 321
he had lost everything but 113
he had lost everything for 84
he had lost everything that 440
he had lost himself and 122
he had lost himself for 53
he had lost respect for 169
he had lost several men 47
he had lost sympathy with 92
he had lost thirteen men 60
he had made against her 185
he had made against him 270
he had made against his 309
he had made against them 150
he had made alliance with 54
he had made between his 74
he had made between them 78
he had made certain that 1560
he had made contact and 50
he had made contact with 2694
he had made crowned kings 43
he had made designs for 57
he had made enemies and 43
he had made enemies who 62
he had made excuses for 54
he had made friends and 191
he had made friends for 53
he had made friends who 41
he had made friends with 3647
he had made himself and 461
he had made himself for 85
he had made himself god 51
he had made himself her 59
he had made himself his 64
he had made himself ill 386
he had made himself its 65
he had made himself not 71
he had made himself one 426
he had made himself out 694
he had made himself that 155
he had made himself too 185
he had made himself with 147
he had made inquiry and 46
he had made perfect our 316
he had made regarding his 126
he had made religion his 47
he had made together with 46
he had made treaties with 59
he had made trouble for 70
he had many affairs with 57
he had many brothers and 87
he had many castles and 66
he had many enemies and 310
he had many enemies who 272
he had many friends and 1686
he had many friends both 48
he had many friends but 54
he had many friends who 816
he had many friends with 47
he had many motives for 51
he had many thoughts lying 78
he had more ability and 59
he had more ability than 158
he had more address than 40
he had more advance than 46
he had more ambition than 50
he had more clients than 45
he had more company than 79
he had more contact with 205
he had more control than 53
he had more courage and 76
he had more courage for 46
he had more courage than 260
he had more enemies than 306
he had more freedom and 63
he had more freedom than 143
he had more friends and 72
he had more friends than 457
he had more insight than 44
he had more justice and 49
he had more leisure and 109
he had more leisure for 132
he had more leisure than 153
he had more occasion for 58
he had more respect for 632
he had more respect than 90
he had more stamina than 45
he had more success than 120
he had more success with 277
he had more support than 82
he had more sympathy and 41
he had more sympathy for 150
he had more sympathy than 48
he had more sympathy with 361
he had more talents than 59
he had more trouble than 109
he had more trouble with 353
he had most favored and 47
he had most occasion for 46
he had most respect for 63
he had much contact with 139
he had much leisure and 45
he had much leisure for 64
he had much occasion for 41
he had much respect and 43
he had much respect for 498
he had much success with 68
he had much sympathy for 165
he had much sympathy with 263
he had much trouble with 268
he had news brought him 110
he had next invaded his 88
he had nice manners and 64
he had nigh brought them 47
he had nine brothers and 46
he had nine hundred and 50
he had none towards his 63
he had nothing against her 197
he had nothing against him 307
he had nothing against his 73
he had nothing against that 62
he had nothing against them 241
he had nothing against this 52
he had nothing remaining but 52
he had nothing smaller than 64
he had odds against him 60
he had once admired and 102
he had once adopted them 47
he had once applied for 213
he had once belonged and 41
he had once blacked her 105
he had once brought her 58
he had once courted and 63
he had once enjoyed and 74
he had once enjoyed was 57
he had once enjoyed with 154
he had once offered her 61
he had once offered his 51
he had once planted his 65
he had once pointed out 117
he had once quaffed with 77
he had once resumed his 59
he had once revealed for 41
he had once studied for 49
he had once studied law 96
he had once trusted and 108
he had once visited with 59
he had once watched his 50
he had once wounded her 66
he had once written and 50
he had once written for 79
he had once written her 52
he had once written his 59
he had once written that 279
he had only allowed for 68
he had only allowed his 45
he had only applied for 57
he had only arrived that 113
he had only brought his 47
he had only brought one 45
he had only brought with 59
he had only carried out 356
he had only carried them 61
he had only crossed his 47
he had only disdain for 62
he had only escaped death 49
he had only guessed that 87
he had only himself and 282
he had only laughed and 83
he had only married her 296
he had only moments ago 123
he had only pointed out 68
he had only revived one 50
he had only stepped out 107
he had only studied that 48
he had only sundays and 58
he had only touched her 68
he had only weakened his 72
he had only wounded him 41
he had only written his 43
he had only written one 179
he had other friends who 57
he had other grounds for 114
he had other motives for 134
he had other motives than 60
he had other sources than 74
he had other thoughts and 56
he had radio contact with 69
he had said against him 137
he had said against them 99
he had said between his 41
he had said certain things 91
he had said everything that 438
he had said goodbye and 52
he had said himself that 230
he had said plainly that 47
he had said regarding his 48
he had said similar things 61
he had seen abraded and 51
he had seen between his 41
he had seen everything and 206
he had seen everything that 205
he had seen everything with 41
he had seen haunted him 53
he had seen himself and 186
he had seen himself with 47
he had seen outside his 72
he had seen service with 107
he had seen several men 94
he had seen stranger things 74
he had seen tartars and 58
he had seen wounded men 43
he had sent against them 125
he had sent fifteen men 66
he had sent forward his 106
he had sent forward one 43
he had sent forward with 40
he had sent letters and 72
he had shed worries and 43
he had shot himself and 85
he had shot himself with 273
he had shot simmons and 74
he had shut himself off 182
he had shut himself out 360
he had sold himself and 77
he had sold himself for 267
he had sold several things 50
he had some concern for 65
he had some contact with 466
he had some dispute with 145
he had some friends and 101
he had some friends that 43
he had some friends who 298
he had some grounds for 621
he had some leisure for 43
he had some message for 44
he had some parrots and 80
he had some private end 54
he had some problem with 81
he had some quarrel with 122
he had some respect for 322
he had some success and 48
he had some success with 250
he had some support for 41
he had some sympathy for 392
he had some sympathy with 370
he had some talents for 89
he had some trouble with 1043
he had some warrant for 58
he had soon arranged his 56
he had soon realized that 370
he had soon secured his 68
he had such respect for 206
he had such success that 227
he had such sympathy for 55
he had such trouble with 57
he had swung himself out 41
he had there uttered ill 49
he had three brothers and 240
he had three brothers who 77
he had three hundred and 497
he had three hundred men 87
he had three sisters and 93
he had three sisters who 61
he had three thousand men 174
he had tied together and 52
he had tied together with 63
he had time remaining for 164
he had told congress that 127
he had told friends that 217
he had told harriet that 105
he had told himself and 59
he had told himself not 50
he had told himself she 56
he had told himself that 5091
he had told himself then 69
he had told himself this 75
he had told himself was 73
he had told himself with 73
he had used against her 89
he had used against his 118
he had used against them 65
he had used falsity and 98
he had used towards her 208
he had used towards him 72
he had used towards his 40
he had used violence with 80
he had warm friends and 43
he had well feathered his 48
he had well weighed his 66
he had worn glasses for 58
he had worn himself out 2189
he has also applied his 46
he has also assumed that 47
he has also brought his 42
he has also brought out 69
he has also carried out 102
he has also claimed that 150
he has also devoted his 40
he has also noticed that 165
he has also pointed out 697
he has also realized that 156
he has also revealed his 50
he has also written and 151
he has also written for 412
he has also written one 97
he has also written that 149
he has also written two 149
he has also written with 90
he has been accepting and 92
he has been accused and 94
he has been accused was 147
he has been admired and 126
he has been admired for 73
he has been advised not 70
he has been advised that 517
he has been allowed for 46
he has been assured that 1117
he has been awarded two 64
he has been baffled and 49
he has been blessed and 47
he has been blessed with 912
he has been blinded with 43
he has been branded with 65
he has been brought for 55
he has been brought low 47
he has been brought off 84
he has been brought out 216
he has been careful not 431
he has been carried off 364
he has been carried out 105
he has been carried too 51
he has been charged and 196
he has been charged for 59
he has been charged with 4192
he has been charmed and 44
he has been claimed for 59
he has been classed with 132
he has been closely and 51
he has been coached and 57
he has been comparing her 61
he has been content all 43
he has been content with 367
he has been counsel for 48
he has been covered with 76
he has been crowded out 55
he has been crowned with 132
he has been cruelly and 67
he has been deceiving his 57
he has been deceiving you 48
he has been defeated and 168
he has been defending them 42
he has been deluded and 42
he has been deluged with 63
he has been designing and 40
he has been directing his 64
he has been directing them 41
he has been dragged out 108
he has been elected and 365
he has been elected for 115
he has been elected his 96
he has been elected with 47
he has been endowed and 46
