he being sent to negotiate 43
he had also to struggle 71
he had been an absentee 232
he had been an absolute 301
he had been an academic 81
he had been an accepted 53
he had been an activist 221
he had been an adherent 495
he had been an adjutant 47
he had been an advocate 827
he had been an agitator 85
he had been an agnostic 90
he had been an alderman 83
he had been an ambitious 168
he had been an american 1478
he had been an ancestor 87
he had been an apostate 101
he had been an aspirant 48
he had been an assassin 57
he had been an associate 1225
he had been an attorney 658
he had been an authority 81
he had been an autocrat 46
he had been an economic 48
he had been an editorial 43
he had been an educated 143
he had been an egregious 56
he had been an electric 51
he had been an eloquent 73
he had been an emigrant 99
he had been an emissary 46
he had been an employee 574
he had been an employer 75
he had been an engineering 51
he had been an enlisted 126
he had been an enthusiast 433
he had been an entirely 47
he had been an essential 48
he had been an esteemed 44
he had been an explorer 146
he had been an exponent 105
he had been an habitual 68
he had been an historian 42
he had been an honorary 121
he had been an idolater 135
he had been an ignorant 118
he had been an immediate 49
he had been an importer 88
he had been an imposter 43
he had been an impostor 159
he had been an infantry 97
he had been an informer 371
he had been an innocent 364
he had been an inspired 191
he had been an integral 330
he had been an intimate 874
he had been an intrepid 100
he had been an intruder 95
he had been an investor 44
he had been an irishman 248
he had been an obedient 92
he had been an observer 581
he had been an offender 53
he had been an onlooker 144
he had been an opponent 394
he had been an ordained 245
he had been an ordinary 1179
he had been an original 304
he had been an ornament 156
he had been an outsider 251
he had been an overseer 84
he had been an unwanted 51
he had been an unyielding 49
he had been as absolute 98
he had been as affected 48
he had been as beautiful 41
he had been as desirous 93
he had been as generous 140
he had been as governor 60
he had been as handsome 43
he had been as helpless 49
he had been as ignorant 204
he had been as innocent 94
he had been as splendid 43
he had been as wretched 43
he had been at breakfast 125
he had been at eighteen 118
he had been at falkland 54
he had been at florence 159
he had been at infinite 83
he had been at nineteen 55
he had been at washington 48
he had been at waterloo 60
he had been in analysis 149
he had been in australia 751
he had been in authority 53
he had been in birmingham 45
he had been in brighton 147
he had been in brooklyn 65
he had been in brussels 94
he had been in budapest 65
he had been in business 3875
he had been in calcutta 68
he had been in collision 88
he had been in collusion 184
he had been in colorado 61
he had been in communion 102
he had been in complete 264
he had been in condition 79
he had been in conflict 696
he had been in constant 1740
he had been in converse 40
he had been in convincing 51
he had been in cornwall 88
he had been in damascus 59
he had been in darkness 75
he had been in december 70
he had been in delicate 68
he had been in detention 155
he had been in disgrace 171
he had been in distress 59
he had been in distrust 47
he had been in february 100
he had been in financial 100
he had been in flanders 108
he had been in florence 188
he had been in frequent 393
he had been in friendly 162
he had been in garrison 75
he had been in hartford 41
he had been in honolulu 41
he had been in hospital 935
he had been in illinois 73
he had been in immediate 45
he had been in imminent 89
he had been in intimate 196
he had been in kentucky 106
he had been in louisiana 65
he had been in maryland 40
he had been in military 179
he had been in missouri 84
he had been in normandy 45
he had been in november 79
he had been in numerous 49
he had been in oklahoma 42
he had been in paradise 264
he had been in personal 271
he had been in physical 61
he had been in politics 455
he had been in portland 41
he had been in portugal 147
he had been in practice 1584
he had been in presence 73
he had been in preventing 46
he had been in rebellion 58
he had been in richmond 98
he had been in scotland 578
he had been in seclusion 46
he had been in solitary 251
he had been in suspense 50
he had been in terrible 49
he had been in treatment 445
he had been in washington 1254
he had been my companion 113
he had been my constant 80
he had been my favorite 454
he had been my personal 42
he had been no consenting 58
he had been on business 877
he had been on detached 63
he had been on friendly 1097
he had been on furlough 104
he had been on intimate 872
he had been on probation 194
he had been on saturday 54
he had been so abruptly 116
he had been so absorbed 1041
he had been so actively 114
he had been so affected 157
he had been so agitated 233
he had been so ambitious 48
he had been so anxiously 244
he had been so appalled 57
he had been so ardently 92
he had been so attached 219
he had been so attacked 77
he had been so besotted 42
he had been so bitterly 177
he had been so brilliant 41
he had been so brutally 169
he had been so buffeted 102
he had been so careless 224
he had been so cheerful 51
he had been so cleverly 44
he had been so confused 232
he had been so conscious 128
he had been so constant 94
he had been so consumed 77
he had been so cordially 117
he had been so courteous 44
he had been so critical 182
he had been so deceived 158
he had been so delicate 57
he had been so desirous 96
he had been so diligent 83
he had been so directly 78
he had been so disposed 1950
he had been so earnestly 184
he had been so eloquent 56
he had been so employed 181
he had been so enamored 41
he had been so engrossed 330
he had been so entirely 151
he had been so fiercely 91
he had been so forcibly 144
he had been so friendly 213
he had been so generous 760
he had been so grateful 66
he had been so gullible 49
he had been so handsome 59
he had been so harassed 130
he had been so harrowed 65
he had been so hesitant 49
he had been so horribly 46
he had been so immersed 108
he had been so incensed 67
he had been so inclined 2796
he had been so infamous 51
he had been so informed 655
he had been so insolent 45
he had been so inspired 59
he had been so insulted 97
he had been so intently 103
he had been so intimate 194
he had been so involved 221
he had been so lavishly 42
he had been so lonesome 55
he had been so mistaken 221
he had been so obsessed 178
he had been so obviously 109
he had been so occupied 720
he had been so offended 85
he had been so outraged 51
he had been so overcome 139
he had been so positive 99
he had been so powerful 62
he had been so prodigal 44
he had been so recently 1774
he had been so relieved 152
he had been so reserved 63
he had been so restless 75
he had been so reticent 78
he had been so schooled 69
he had been so sedulous 76
he had been so sensible 174
he had been so seriously 141
he had been so severely 482
he had been so signally 81
he had been so singularly 168
he had been so speedily 43
he had been so startled 120
he had been so strangely 347
he had been so stricken 117
he had been so strictly 65
he had been so stubborn 56
he had been so suddenly 741
he had been so tenacious 67
he had been so tenderly 157
he had been so terribly 192
he had been so troubled 248
he had been so unguarded 68
he had been so unjustly 455
he had been so urgently 53
he had been so vigorous 49
he had been so violently 169
he had been so wretched 49
he had been the absolute 98
he had been the advocate 182
he had been the american 288
he had been the associate 308
he had been the attorney 261
he had been the autocrat 77
he had been the brilliant 51
he had been the catalyst 88
he had been the chairman 436
he had been the chaplain 80
he had been the colleague 72
he had been the commanding 129
he had been the companion 560
he had been the composer 42
he had been the constant 233
he had been the custodian 66
he had been the declared 57
he had been the defender 70
he had been the dictator 68
he had been the director 649
he had been the disciple 190
he had been the dominant 202
he had been the dominating 103
he had been the eulogist 168
he had been the executor 41
he had been the favorite 494
he had been the foremost 727
he had been the governor 390
he had been the happiest 328
he had been the historian 223
he had been the humblest 102
he had been the immediate 110
he had been the indirect 103
he had been the initiator 87
he had been the innocent 379
he had been the intended 225
he had been the intimate 382
he had been the inventor 179
he had been the mainspring 175
he had been the mainstay 136
he had been the messenger 100
he had been the military 418
he had been the minister 515
he had been the murderer 203
he had been the observed 49
he had been the offender 110
he had been the opposite 46
he had been the ordinary 57
he had been the organist 43
he had been the original 1666
he had been the ornament 158
he had been the personal 207
he had been the physician 115
he had been the playmate 42
he had been the prisoner 265
he had been the prodigal 45
he had been the promoter 160
he had been the property 86
he had been the proposer 63
he had been the returned 145
he had been the rightful 51
he had been the strongest 239
he had been the sufferer 41
he had been the treasurer 66
he had been the wealthiest 54
he had been to australia 80
he had been to breakfast 71
he had been to committing 48
he had been to disaster 44
he had been to discover 149
he had been to florence 59
he had been to kentucky 48
he had been to normandy 51
he had been to purchase 135
he had been to richmond 135
he had been to scotland 66
he had been to vanquish 107
he had been to washington 361
he had best be prepared 41
he had come by accident 41
he had come in collision 45
he had come in conflict 85
he had come in disguise 58
he had come in personal 52
he had come in response 157
he had come on business 835
he had come so suddenly 78
he had come to advocate 126
he had come to announce 463
he had come to associate 840
he had come to australia 280
he had come to befriend 40
he had come to birmingham 61
he had come to brussels 59
he had come to calcutta 281
he had come to challenge 61
he had come to chastise 70
he had come to colorado 75
he had come to complain 131
he had come to complete 256
he had come to conceive 117
he had come to conclude 185
he had come to confront 42
he had come to consider 1676
he had come to damascus 126
he had come to dedicate 43
he had come to denounce 64
he had come to describe 56
he had come to disagree 87
he had come to disaster 99
he had come to discover 357
he had come to dispense 42
he had come to distrust 869
he had come to dominate 201
he had come to exercise 158
he had come to florence 191
he had come to frequent 48
he had come to identify 626
he had come to illinois 80
he had come to instruct 89
he had come to istanbul 45
he had come to kentucky 77
he had come to liberate 346
he had come to louisiana 55
he had come to maturity 168
he had come to michigan 42
he had come to minister 74
he had come to missouri 72
he had come to mistrust 182
he had come to negotiate 353
he had come to organize 51
he had come to overthrow 104
he had come to perceive 358
he had come to persuade 138
he had come to portland 44
he had come to proclaim 165
he had come to purchase 179
he had come to reproach 40
he had come to resemble 180
he had come to retrieve 88
he had come to richmond 116
he had come to scotland 295
he had come to supplant 46
he had come to suppress 45
he had come to transact 52
he had come to washington 2639
he had come to zanzibar 42
he had died as governor 57
he had died in february 48
he had died in hospital 84
he had died of apoplexy 614
he had died of congestion 55
he had died of exposure 75
he had died of pneumonia 580
he had died of smallpox 223
he had died on december 46
he had died on february 98
he had died on november 46
he had died so suddenly 84
he had died to schedule 59
he had done an adequate 42
he had done an enormous 79
he had done an essential 56
he had done as governor 132
he had done as minister 50
he had done at blenheim 50
he had done he admitted 72
he had done he returned 71
he had done in australia 174
he had done in brittany 48
he had done in december 88
he had done in february 110
he had done in florence 87
he had done in illinois 56
he had done in missouri 64
he had done in november 82
he had done in organizing 52
he had done in practice 42
he had done in response 65
he had done in scotland 189
he had done in washington 117
he had done it hundreds 128
he had done it properly 40
he had done my business 59
he had done no mischief 63
he had done on numerous 106
he had done on saturday 44
he had done or achieved 40
he had done or approved 119
he had done or designed 40
he had done or intended 86
he had done or promised 45
he had done or proposed 44
he had done or suffered 103
he had done so honestly 65
he had done the business 204
he had done the contrary 145
he had done the mischief 92
he had done the operation 83
he had done the opposite 161
he had done the original 45
he had done the princess 43
he had done the religious 53
he had done the republic 83
he had done the terrible 61
he had done to displease 104
he had done to irritate 45
he had done to maintain 61
he had done to preserve 89
he had during the campaign 159
he had eaten an enormous 43
he had eaten no breakfast 130
he had eaten the passover 90
he had even the audacity 93
he had even the faintest 45
he had even the remotest 60
he had felt an immediate 70
he had felt an interest 87
he had felt it slightly 54
he had felt no positive 73
he had felt no scruples 55
he had felt so helpless 51
he had felt so inclined 219
he had felt the approach 60
he had felt the efficacy 71
he had felt the presence 263
he had felt the pressure 236
he had felt the situation 48
he had felt the smallest 263
he had felt the strongest 42
he had felt the terrible 58
he had fled in contempt 45
he had fled in disguise 82
he had fled to louisiana 43
he had fled to scotland 76
he had from the clerical 48
he had gone in disguise 40
he had gone in response 73
he had gone on business 600
he had gone on conquering 61
he had gone the distance 56
he had gone to australia 315
he had gone to birmingham 67
he had gone to brighton 96
he had gone to brussels 124
he had gone to calcutta 280
he had gone to colorado 66
he had gone to complain 58
he had gone to complete 304
he had gone to continue 68
he had gone to dedicate 62
he had gone to discover 60
he had gone to extremes 58
he had gone to flanders 100
he had gone to florence 72
he had gone to honolulu 50
he had gone to hospital 79
he had gone to illinois 53
he had gone to kentucky 92
he had gone to manchuria 47
he had gone to negotiate 168
he had gone to organize 59
he had gone to pakistan 71
he had gone to persuade 89
he had gone to portland 43
he had gone to portugal 76
he had gone to practice 50
he had gone to purchase 206
he had gone to retrieve 74
he had gone to richmond 258
he had gone to scotland 239
he had gone to stanford 47
he had gone to suppress 79
he had gone to toulouse 68
he had gone to washington 1122
he had heard an american 165
he had heard an explosion 65
he had heard at brussels 119
he had heard in washington 98
he had heard it asserted 80
he had heard it directly 58
he had heard it mentioned 260
he had heard it reported 141
he had heard me describe 56
he had heard my shockingly 47
he had heard no argument 59
he had heard of ablutions 47
he had heard of american 40
he had heard of saracens 98
he had heard or imagined 55
he had heard the american 42
he had heard the anecdote 50
he had heard the argument 99
he had heard the charcoal 69
he had heard the children 100
he had heard the christian 41
he had heard the commotion 87
he had heard the contents 40
he had heard the doctrine 68
he had heard the evidence 327
he had heard the explosion 147
he had heard the governor 50
he had heard the imitation 62
he had heard the landlord 98
he had heard the laughter 79
he had heard the lectures 52
he had heard the minister 66
he had heard the murmured 45
he had heard the officers 43
he had heard the opposite 43
he had heard the prisoner 279
he had heard the sentence 158
he had heard the soldiers 66
he had heard the terrible 106
he had heard the whispers 65
he had held as hostages 50
he had held in abeyance 129
he had held in contempt 65
he had held in readiness 65
he had held the doctrine 43
he had held the portfolio 60
he had held the positions 52
he had held the property 77
he had into the struggle 58
he had kept an accurate 130
he had kept as hostages 54
he had kept in constant 151
he had kept in readiness 334
he had kept so strictly 40
he had kept the accounts 44
he had kept the original 103
he had kept the revolver 57
he had kept up friendly 55
he had kept up intimate 49
he had left an appetite 45
he had left as governor 107
he had left as hostages 91
he had left in authority 97
he had left in brussels 48
he had left in florence 96
he had left in garrison 140
he had left in richmond 40
he had left in scotland 91
he had left in washington 64
he had left it anywhere 119
he had left it unlocked 54
he had left no children 109
he had left no evidence 51
he had left no forwarding 49
he had left so abruptly 246
he had left so recently 70
he had left so suddenly 143
he had left the alehouse 58
he had left the alleyway 84
he had left the american 151
he had left the assembly 47
he had left the barracks 40
he had left the beautiful 49
he had left the breakfast 52
he had left the business 160
he had left the children 248
he had left the christian 96
he had left the confines 47
he had left the corporal 41
he had left the delaware 59
he had left the direction 46
he had left the district 206
he had left the fortress 58
he had left the garrison 149
he had left the governor 72
he had left the hospital 1066
he had left the military 291
he had left the ministry 281
he had left the monarchy 105
he had left the mountain 72
he had left the movement 67
he had left the original 198
he had left the parental 44
he had left the paternal 44
he had left the platform 92
he had left the premises 156
he had left the presence 108
he had left the princess 143
he had left the property 60
he had left the province 145
he had left the regiment 146
he had left the revolver 70
he had left the security 52
he had left the seminary 271
he had left the socialist 44
he had left the steamship 51
he had left the vicinity 66
he had left the wanderer 57
he had left to continue 58
he had left to garrison 58
he had lost an argument 58
he had lost an enormous 43
he had lost at calcutta 173
he had lost by quickening 44
he had lost the affection 73
he had lost the alacrity 90
he had lost the argument 323
he had lost the attention 64
he had lost the beautiful 45
he had lost the capacity 483
he had lost the direction 226
he had lost the enthusiasm 47
he had lost the interest 44
he had lost the majority 269
he had lost the original 409
he had lost the property 77
he had lost the services 166
he had lost the struggle 98
he had lots of problems 53
he had lots of questions 73
he had made an abortive 148
he had made an absolute 70
he had made an accurate 134
he had made an adequate 92
he had made an admission 43
he had made an analysis 100
he had made an argument 60
he had made an egregious 138
he had made an eligible 52
he had made an eloquent 103
he had made an enormous 297
he had made an entrance 62
he had made an erroneous 49
he had made an estimate 72
he had made an exception 472
he had made an excursion 245
he had made an explicit 61
he had made an extended 194
he had made an immediate 72
he had made an improper 135
he had made an incursion 41
he had made an indecent 78
he had made an informal 58
he had made an innocent 64
he had made an invention 151
he had made an original 135
he had made an outright 48
he had made as complete 45
he had made in abandoning 44
he had made in alienating 43
he had made in australia 41
he had made in business 80
he had made in december 133
he had made in february 135
he had made in florence 46
he had made in november 100
he had made in overcoming 56
he had made in politics 41
he had made in response 59
he had made in scotland 125
he had made in washington 269
he had made it dialectic 70
he had made it entirely 41
he had made it possible 1000
he had made me intimate 56
he had made no adequate 78
he had made no advances 138
he had made no apparent 53
he had made no attempts 70
he had made no conscious 61
he had made no contract 89
he had made no converts 67
he had made no definite 201
he had made no mistakes 350
he had made no movement 135
he had made no objection 337
he had made no personal 178
he had made no pretense 46
he had made no progress 1546
he had made no promises 1111
he had made no proposal 79
he had made no provision 1199
he had made no response 151
he had made no specific 99
he had made of presenting 43
he had made of preserving 71
he had made on february 54
he had made on saturday 61
he had made so beautiful 47
he had made so shameful 158
he had made the admission 92
he had made the american 94
he had made the argument 46
he had made the assertion 91
he had made the beautiful 59
he had made the beginnings 41
he had made the campaign 57
he had made the cardinal 109
he had made the children 45
he had made the complete 77
he had made the condition 61
he had made the conquest 157
he had made the contract 240
he had made the decisions 74
he had made the diagnosis 77
he had made the distance 49
he had made the emphatic 42
he had made the excursion 42
he had made the invention 69
he had made the movement 94
he had made the opposite 46
he had made the original 241
he had made the payments 72
he had made the personal 197
he had made the promised 49
he had made the promises 40
he had made the proposal 359
he had made the provision 43
he had made the purchase 437
he had made the purveyor 76
he had made the required 174
he had made the selection 75
he had made the situation 84
he had made the strongest 88
he had made the terrible 43
he had made the transfer 49
he had made the ultimate 83
he had made the universe 68
he had made to continue 41
he had made to cromwell 50
he had made to discover 52
he had made to elizabeth 138
he had made to governor 59
he had made to maintain 68
he had made to overcome 58
he had made to persuade 69
he had made to preserve 116
he had made to purchase 45
he had made to scotland 106
he had made to washington 74
he had meant it seriously 40
he had meant no personal 64
he had meant to challenge 43
he had meant to continue 45
he had meant to indicate 60
he had meant to preserve 70
he had meant to surprise 42
he had much of interest 65
he had much to complain 135
he had much to consider 53
he had much to overcome 73
he had much to struggle 59
he had next to consider 108
he had none of hamilton 58
he had nothing in prospect 137
he had nothing of interest 126
he had nothing on underneath 145
he had nothing to complain 1580
he had nothing to disclose 51
he had nothing to discover 77
he had nothing to distract 97
he had nothing to remember 62
he had nothing to reproach 868
he had once an intention 118
he had once so ardently 158
he had once so bitterly 87
he had once so despised 45
he had once so zealously 42
he had only an ignorant 42
he had only an indirect 66
he had only an ordinary 67
he had only so recently 100
he had only the authority 43
he had only the briefest 46
he had only the faintest 158
he had only the foggiest 40
he had only the numerous 94
he had only the ordinary 42
he had only the remotest 60
he had only the smallest 55
he had only the tendency 83
he had only to announce 89
he had only to approach 52
he had only to complain 79
he had only to complete 125
he had only to confront 59
he had only to consider 196
he had only to continue 147
he had only to convince 64
he had only to describe 79
he had only to discover 52
he had only to exercise 70
he had only to indicate 80
he had only to maintain 80
he had only to overthrow 99
he had only to proclaim 52
he had only to remember 340
he had only to renounce 48
he had only to transfer 40
he had paid an enormous 96
he had paid no attention 2431
he had paid the expenses 176
he had paid the goldsmith 72
he had paid the interest 85
he had paid the judgment 43
he had paid the mortgage 58
he had paid the premiums 115
he had paid the purchase 294
he had paid the required 150
he had paid the ultimate 81
he had room to maneuver 68
he had said at breakfast 66
he had said by argument 42
he had said he believed 153
he had said he expected 60
he had said he intended 161
he had said in december 74
he had said in february 43
he had said in november 78
he had said in response 110
he had said on saturday 44
he had said the commanding 48
he had said the opposite 129
he had said to elizabeth 47
he had said to margaret 62
he had said to monsieur 42
he had seen an airplane 49
he had seen an american 458
he had seen an elephant 191
he had seen an enormous 124
he had seen at damascus 235
he had seen at florence 51
he had seen in american 189
he had seen in australia 315
he had seen in budapest 45
he had seen in calcutta 125
he had seen in damascus 186
he had seen in flanders 63
he had seen in florence 134
he had seen in kentucky 64
he had seen in operation 174
he had seen in pictures 306
he had seen in portugal 59
he had seen in practice 71
he had seen in progress 47
he had seen in scotland 347
he had seen in washington 155
he had seen it answered 67
he had seen no evidence 649
he had seen no military 47
he had seen no movement 44
he had seen no pictures 62
he had seen no symptoms 55
he had seen of american 128
he had seen on broadway 89
he had seen or imagined 128
he had seen or suffered 56
he had seen so beautiful 71
he had seen the accident 150
he had seen the aftermath 45
he had seen the american 340
he had seen the anointed 96
he had seen the articles 43
he had seen the assassin 62
he had seen the beautiful 362
he had seen the beginnings 51
he had seen the benefits 45
he had seen the brilliant 68
he had seen the butchers 60
he had seen the cardinal 61
he had seen the children 243
he had seen the christian 132
he had seen the collapse 42
he had seen the colleges 98
he had seen the complete 79
he had seen the composer 41
he had seen the condition 57
he had seen the contents 97
he had seen the daughter 118
he had seen the desolate 51
he had seen the direction 44
he had seen the dockyard 53
he had seen the document 179
he had seen the elephant 185
he had seen the enormous 67
he had seen the entrance 68
he had seen the evidence 224
he had seen the execution 68
he had seen the finished 89
he had seen the fugitive 101
he had seen the futility 62
he had seen the governor 238
he had seen the horrible 41
he had seen the incident 122
he had seen the intruder 44
he had seen the iroquois 40
he had seen the japanese 322
he had seen the lecturer 54
he had seen the merchant 50
he had seen the messenger 43
he had seen the minister 148
he had seen the miracles 44
he had seen the mountain 58
he had seen the movement 216
he had seen the murdered 54
he had seen the murderer 106
he had seen the officers 59
he had seen the operation 83
he had seen the original 1706
he had seen the pamphlet 46
he had seen the pictures 329
he had seen the portrait 98
he had seen the potential 198
he had seen the princely 80
he had seen the princess 668
he had seen the prisoner 942
he had seen the problems 40
he had seen the promised 226
he had seen the runaways 90
he had seen the salvation 63
he had seen the scottish 45
he had seen the servants 50
he had seen the shoemaker 143
he had seen the situation 136
he had seen the soldiers 308
he had seen the spaniards 221
he had seen the splendid 42
he had seen the struggle 86
he had seen the sufferer 67
he had seen the sufferings 42
he had seen the sunlight 46
he had seen the supposed 89
he had seen the telegram 74
he had seen the terrible 192
he had seen the virtuous 50
he had seen the wreckage 58
he had seen the wretched 77
he had sent an emissary 191
he had sent the children 58
he had sent the document 63
he had sent the original 211
he had sent the seigneur 54
he had sent the telegram 247
he had sent to announce 53
he had sent to calcutta 86
he had sent to florence 62
he had sent to governor 97
he had sent to negotiate 228
he had sent to scotland 45
he had sent to washington 232
he had sold it outright 42
he had sold or exchanged 42
he had sold the business 147
he had sold the ferguson 100
he had sold the mortgage 227
he had sold the necklace 40
he had sold the original 40
he had sold the property 680
he had sold to faulkner 70
he had such an absolute 53
he had such an affection 70
he had such an appetite 115
he had such an audience 56
he had such an authority 40
he had such an enormous 99
he had such an intention 308
he had such an interest 314
he had such an intimate 49
he had tens of thousands 108
he had time to acquaint 115
he had time to announce 81
he had time to assemble 63
he had time to complete 1292
he had time to consider 1413
he had time to continue 93
he had time to discover 116
he had time to dismount 65
he had time to entrench 53
he had time to exercise 105
he had time to hesitate 40
he had time to intrench 65
he had time to meditate 264
he had time to organize 146
he had time to register 108
he had time to regulate 40
he had time to remember 249
he had time to reproach 71
he had time to strengthen 48
he had time to transmit 71
he had told an american 108
he had told an audience 163
he had told me concerning 40
he had told the american 494
he had told the audience 58
he had told the cardinal 46
he had told the children 156
he had told the director 48
he had told the generals 44
he had told the governor 227
he had told the japanese 137
he had told the minister 159
he had told the officers 104
he had told the princess 52
he had told the reporter 174
he had told the senators 52
he had told the servants 71
he had told the soldiers 59
he had told the students 98
he had upon the premises 47
he had upon the students 87
he had used in addressing 121
he had used in delivering 74
he had used in describing 127
he had used in developing 44
he had used the argument 100
he had used the computer 57
he had used the proceeds 49
he had used the services 76
he had used to convince 116
he had used to describe 701
he had used to discover 60
he had used to disguise 48
he had used to identify 44
he had used to persuade 66
he had used to purchase 42
he had wept so bitterly 55
he had west of richmond 45
he had what he believed 134
he had what he regarded 87
he had what is commonly 48
he had when he attacked 61
he had when he attended 46
he had when he received 55
he had when he returned 119
he has also the capacity 69
he has also the prudence 109
he has also to consider 138
he has also to maintain 47
he has been an absolute 59
he has been an activist 74
he has been an advocate 376
he has been an american 150
he has been an associate 1383
he has been an attorney 75
he has been an economic 57
he has been an editorial 59
he has been an educator 57
he has been an employee 125
he has been an espionage 47
he has been an exception 40
he has been an honorary 213
he has been an integral 217
he has been an intimate 79
he has been an observer 116
he has been an ornament 79
he has been as severely 41
he has been at richmond 212
he has been at uncommon 55
he has been in analysis 52
he has been in australia 71
he has been in business 1178
he has been in collusion 44
he has been in communion 64
he has been in complete 44
he has been in conflict 133
he has been in constant 588
he has been in detention 47
he has been in disgrace 43
he has been in florence 172
he has been in frequent 49
he has been in hospital 210
he has been in intimate 45
he has been in mischief 99
he has been in performing 48
he has been in personal 62
he has been in politics 208
he has been in practice 1443
he has been in scotland 47
he has been in treatment 64
he has been in washington 321
he has been my companion 72
he has been my constant 162
he has been of essential 47
he has been on intimate 64
he has been on probation 136
he has been or hereafter 56
