he abolish the fair long 47
he correct in saying that 123
he coughed so hard that 60
he coughed to clear his 175
he counted as among them 51
he counted it among his 43
he counted it unto him 47
he counted no less than 427
he counted no more than 44
he counted the days and 66
he counted the days that 43
he counted the fact that 45
he counted to three and 73
he covered it over with 273
he covered my face with 99
he covered my hand with 136
he covered my mouth with 157
he covered no more than 92
he covered the body with 194
he covered the book with 41
he covered the face with 43
he covered the hole with 101
he covered the last few 111
he covered the roof with 40
he cracked it open and 55
he cracked the door and 118
he cracked the whip and 94
he crammed it into his 89
he crawled the last few 54
he crested the hill and 108
he crossed the alps and 830
he crossed the alps for 134
he crossed the alps with 344
he crossed the barn and 72
he crossed the city and 75
he crossed the dark and 47
he crossed the deck and 119
he crossed the ebro with 46
he crossed the hall and 591
he crossed the hall with 61
he crossed the lake and 70
he crossed the lawn and 289
he crossed the line and 254
he crossed the line that 107
he crossed the line with 77
he crossed the nile and 62
he crossed the ocean and 294
he crossed the ocean for 82
he crossed the ocean with 96
he crossed the oxus and 69
he crossed the patio and 72
he crossed the road and 1250
he crossed the road with 98
he crossed the room and 5326
he crossed the room for 68
he crossed the room she 61
he crossed the room with 372
he crossed the yard and 307
he crosses the line and 85
he crosses the road and 66
he crosses the room and 136
he crushed it flat with 43
he crushed the life out 70
he debated the pros and 53
he decided at last that 345
he decided at once that 835
he decided he just had 57
he decided he must get 64
he decided he must not 48
he decided he must see 45
he decided he must try 44
he decided it best not 42
he decided on peace and 48
he decided the best way 249
he decided the game was 48
he decided the hell with 62
he decided the next day 65
he decided the only way 276
he decided the other way 44
he decided the risk was 71
he decided the time had 1098
he decided the time was 527
he decided to ally with 40
he decided to back off 225
he decided to back out 61
he decided to bail out 99
he decided to base his 172
he decided to bide his 282
he decided to break his 290
he decided to break off 346
he decided to break out 240
he decided to break with 487
he decided to burn his 69
he decided to bury his 56
he decided to call and 74
he decided to call for 182
he decided to call her 393
he decided to call him 125
he decided to call his 596
he decided to call off 138
he decided to call out 52
he decided to call them 149
he decided to call this 63
he decided to camp for 89
he decided to camp out 83
he decided to cast her 44
he decided to cast his 476
he decided to clean his 70
he decided to clean out 46
he decided to clear his 44
he decided to clear out 99
he decided to come and 301
he decided to come for 51
he decided to come out 1030
he decided to come with 156
he decided to draw his 43
he decided to drop his 247
he decided to drop out 966
he decided to face his 71
he decided to find his 113
he decided to find out 3121
he decided to form his 336
he decided to give all 233
he decided to give each 43
he decided to give god 41
he decided to give her 862
he decided to give him 499
he decided to give his 1229
he decided to give one 147
he decided to give that 133
he decided to give them 828
he decided to give this 125
he decided to give way 64
he decided to give you 55
he decided to halt and 64
he decided to halt for 44
he decided to have all 69
he decided to have her 167
he decided to have him 138
he decided to have his 924
he decided to have one 506
he decided to have them 221
he decided to have this 45
he decided to have two 54
he decided to hell with 118
he decided to help her 164
he decided to help him 104
he decided to help his 108
he decided to help out 49
he decided to help them 192
he decided to hide his 76
he decided to hold his 387
he decided to hold off 196
he decided to hold out 154
he decided to hold them 49
he decided to hunt for 51
he decided to join her 138
he decided to join him 126
he decided to join his 505
he decided to join them 537
he decided to join with 68
he decided to jump off 107
he decided to jump out 51
he decided to just let 87
he decided to just sit 40
he decided to keep all 47
he decided to keep for 50
he decided to keep going 107
he decided to keep her 272
he decided to keep him 143
he decided to keep his 1243
he decided to keep out 134
he decided to keep that 194
he decided to keep them 257
he decided to keep this 75
he decided to kill all 56
he decided to kill her 310
he decided to kill him 243
he decided to kill his 173
he decided to kill them 105
he decided to kill two 68
he decided to kiss her 80
he decided to land and 49
he decided to land his 62
he decided to learn how 91
he decided to leave all 102
he decided to leave and 452
he decided to leave for 1259
he decided to leave her 499
he decided to leave him 172
he decided to leave his 2535
he decided to leave new 110
he decided to leave off 64
he decided to leave one 40
he decided to leave out 200
he decided to leave that 448
he decided to leave them 499
he decided to leave things 76
he decided to leave this 194
he decided to leave with 112
he decided to lend his 61
he decided to link his 41
he decided to live and 73
he decided to live for 62
he decided to live his 57
he decided to live out 46
he decided to live with 237
he decided to look for 1343
he decided to make art 46
he decided to make for 661
he decided to make her 375
he decided to make him 178
he decided to make his 4381
he decided to make one 1881
he decided to make that 470
he decided to make them 270
he decided to make things 53
he decided to make this 525
he decided to make two 86
he decided to make use 1596
he decided to make war 93
he decided to meet her 68
he decided to meet him 131
he decided to meet his 53
he decided to meet them 65
he decided to meet with 229
he decided to move all 45
he decided to move and 62
he decided to move her 47
he decided to move his 1358
he decided to move out 802
he decided to move them 57
he decided to move with 131
he decided to name his 147
he decided to omit this 62
he decided to open his 597
he decided to pack his 83
he decided to part with 174
he decided to play for 190
he decided to play his 241
he decided to play with 110
he decided to pray for 83
he decided to pull his 58
he decided to pull off 46
he decided to pull out 546
he decided to push for 73
he decided to push his 153
he decided to quit and 229
he decided to quit his 397
he decided to reach out 111
he decided to rent out 51
he decided to rest and 98
he decided to rest for 157
he decided to rest his 119
he decided to ride his 67
he decided to ride out 147
he decided to ride with 64
he decided to risk all 102
he decided to risk going 42
he decided to risk his 218
he decided to sail for 205
he decided to save his 261
he decided to save them 65
he decided to seek her 40
he decided to seek his 734
he decided to seek out 366
he decided to sell all 118
he decided to sell and 60
he decided to sell her 65
he decided to sell his 1210
he decided to sell off 99
he decided to sell out 640
he decided to sell them 138
he decided to send all 40
he decided to send for 311
he decided to send her 350
he decided to send him 334
he decided to send his 1094
he decided to send one 183
he decided to send out 264
he decided to send them 306
he decided to send two 291
he decided to show her 138
he decided to show his 251
he decided to show off 113
he decided to show that 42
he decided to show them 166
he decided to side with 133
he decided to sign with 44
he decided to speak his 42
he decided to speak out 351
he decided to speak with 103
he decided to stay and 904
he decided to stay for 440
he decided to stay out 460
he decided to stay put 269
he decided to stay with 1003
he decided to step out 145
he decided to stop all 52
he decided to stop and 515
he decided to stop being 59
he decided to stop for 367
he decided to stop his 83
he decided to stop off 156
he decided to stop using 43
he decided to take all 135
he decided to take her 1085
he decided to take him 319
he decided to take his 3842
he decided to take off 824
he decided to take one 650
he decided to take out 615
he decided to take that 441
he decided to take them 525
he decided to take things 130
he decided to take this 391
he decided to take two 203
he decided to take with 185
he decided to talk with 190
he decided to teach her 112
he decided to teach him 88
he decided to teach his 112
he decided to teach them 180
he decided to tease her 45
he decided to tell all 54
he decided to tell her 814
he decided to tell him 157
he decided to tell his 453
he decided to tell them 244
he decided to test her 111
he decided to test him 67
he decided to test his 464
he decided to test out 48
he decided to test them 88
he decided to test this 53
he decided to throw his 337
he decided to throw off 70
he decided to throw out 62
he decided to throw them 59
he decided to treat her 61
he decided to treat his 59
he decided to treat with 58
he decided to turn and 93
he decided to turn his 1064
he decided to turn off 189
he decided to turn pro 62
he decided to turn them 76
he decided to turn this 71
he decided to vote for 130
he decided to wage war 94
he decided to wait and 753
he decided to wait for 1570
he decided to wait out 70
he decided to walk and 62
he decided to walk out 277
he decided to wash his 97
he decided to wipe out 66
he decided to work for 502
he decided to work his 94
he decided to work out 219
he decided to work with 396
he decided we were not 41
he decides he will not 116
he decides the best way 43
he decides the other way 132
he decides to break his 41
he decides to break off 54
he decides to break with 66
he decides to call his 51
he decides to come and 45
he decides to come out 146
he decides to drop out 42
he decides to find out 126
he decides to give her 104
he decides to give his 155
he decides to give them 85
he decides to give you 56
he decides to have her 41
he decides to have his 97
he decides to help her 59
he decides to join his 53
he decides to join them 64
he decides to keep her 64
he decides to keep his 136
he decides to kill her 103
he decides to kill him 56
he decides to kill his 52
he decides to leave and 79
he decides to leave for 109
he decides to leave her 195
he decides to leave his 349
he decides to leave them 48
he decides to live with 63
he decides to look for 152
he decides to make her 62
he decides to make his 342
he decides to make one 56
he decides to make use 64
he decides to move his 45
he decides to move out 46
he decides to quit his 74
he decides to save his 57
he decides to seek out 53
he decides to sell his 204
he decides to send her 70
he decides to send his 96
he decides to show his 43
he decides to stay and 150
he decides to stay with 208
he decides to stop and 45
he decides to take her 140
he decides to take him 40
he decides to take his 379
he decides to take off 146
he decides to take one 186
he decides to take out 44
he decides to take them 80
he decides to take this 63
he decides to take you 40
he decides to tell her 62
he decides to tell his 79
he decides to tell you 48
he decides to test her 44
he decides to test his 54
he decides to treat them 50
he decides to turn his 88
he decides to wait and 47
he decides to wait for 117
he decides to work for 44
he decides to work with 45
he decried the fact that 446
he decries the fact that 191
he deduced the fact that 167
he deduces the fact that 108
he defamed the same with 45
he defends the need for 66
he defends the view that 550
he defined as those who 65
he defines as those who 43
he defines by saying that 40
he deigned to open his 42
he deigned to take his 65
he deigned to take off 41
he deliver the same with 76
he demands no more than 143
he demands of those who 65
he demands to know how 82
he demands to know who 94
he demands to know why 226
he denoted the land and 54
he depends on nothing but 43
he derived it from his 211
he derives it from his 114
he deserts the true god 58
he deserve to have his 47
he designs to make his 101
he desired in life was 50
he desired no more than 221
he desired no other than 76
he desired to bury his 108
he desired to call out 42
he desired to cast his 42
he desired to clear his 40
he desired to come and 74
he desired to come near 53
he desired to draw was 47
he desired to find out 128
he desired to give her 85
he desired to give him 62
he desired to give his 266
he desired to give them 138
he desired to have all 101
he desired to have any 59
he desired to have for 76
he desired to have her 267
he desired to have him 192
he desired to have his 832
he desired to have one 361
he desired to have that 114
he desired to have them 298
he desired to have this 85
he desired to have two 45
he desired to have with 106
he desired to help her 47
he desired to help them 59
he desired to keep for 131
he desired to keep her 60
he desired to keep his 353
he desired to keep them 75
he desired to know and 50
he desired to know for 111
he desired to know her 95
he desired to know his 166
he desired to know how 477
he desired to know was 114
he desired to know who 143
he desired to know why 130
he desired to learn how 59
he desired to leave for 52
he desired to leave his 224
he desired to leave them 48
he desired to leave with 53
he desired to live and 150
he desired to live for 158
he desired to live with 52
he desired to make any 127
he desired to make her 220
he desired to make him 126
he desired to make his 874
he desired to make one 274
he desired to make them 286
he desired to make this 84
he desired to make use 112
he desired to make was 61
he desired to make with 56
he desired to meet him 88
he desired to meet his 57
he desired to meet with 48
he desired to part with 63
he desired to reach his 66
he desired to save his 136
he desired to sell his 72
he desired to send for 60
he desired to send his 78
he desired to show his 165
he desired to show how 42
he desired to show that 556
he desired to show them 106
he desired to speak with 1827
he desired to stop them 42
he desired to take all 78
he desired to take her 89
he desired to take his 111
he desired to take them 54
he desired to take with 114
he desired to talk with 241
he desired to teach his 77
he desired to treat with 65
he desired to turn his 72
he desired to vote for 58
he desired to work for 41
he desired to work with 69
he desires it more than 40
he desires no more than 101
he desires the same things 84
he desires to call any 67
he desires to cast his 59
he desires to find out 71
he desires to give his 87
he desires to give you 40
he desires to have all 72
he desires to have her 43
he desires to have him 41
he desires to have his 571
he desires to have one 63
he desires to have them 171
he desires to keep his 449
he desires to keep them 48
he desires to know and 48
he desires to know any 103
he desires to know how 200
he desires to leave his 111
he desires to live and 86
he desires to love him 46
he desires to make any 119
he desires to make her 45
he desires to make his 421
he desires to make use 108
he desires to make you 61
he desires to save his 41
he desires to sell his 83
he desires to send his 69
he desires to send you 45
he desires to show his 112
he desires to show that 454
he desires to speak with 131
he desires to take his 60
he desires to vote and 102
he desires to vote for 276
he desires to work for 43
he desires to work out 43
he despair of adding new 74
he detests the bare idea 43
he devoted no less than 167
he devoted no more than 60
he devoted the last and 50
he devoted the last ten 64
he devoted the last two 116
he devoted the next day 55
he devoted the next few 95
he devoted the next ten 47
he devoted the next two 87
he devoted to reading and 152
he devotes no less than 170
he devotes no more than 43
he directs at once and 49
he divided it among his 277
he divided it among them 40
he divided it into six 121
he divided it into ten 41
he divided it into two 1839
he divided the palm with 146
he divides it into two 234
he divined at once that 223
he donated the land and 49
he donated the land for 117
he doubted if more than 51
he doubted if there had 43
he doubted if there was 487
he doubted the need for 71
he dragged it away and 76
he dragged me along with 99
he dragged me into his 77
he dragged the body out 188
he dressed at once and 50
he dressed in jeans and 99
he dressed in rags and 44
he dressed me from head 70
he dresses so fine and 129
he dropped it from his 284
he dropped it into her 105
he dropped it into his 563
he dropped it into one 42
he dropped my hand and 215
he dropped the ball and 104
he dropped the body and 49
he dropped the book and 134
he dropped the case and 47
he dropped the great seal 95
he dropped the hand and 75
he dropped the hand that 42
he dropped the hint that 99
he dropped the hose and 47
he dropped the keys and 49
he dropped the kids off 59
he dropped the last few 52
he dropped the line and 57
he dropped the mask and 45
he dropped the other shoe 66
he dropped the pole and 41
he dropped the rope and 151
he dropped the sack and 46
he elected to have his 84
he elected to keep his 53
he elected to make his 122
he elected to stay and 67
he elected to stay with 144
he elected to sweat out 51
he elected to take his 115
he elected to work with 53
he emerged at last with 59
he emitted no less than 119
he employs in dealing with 97
he employs no less than 49
he employs the word air 42
he employs to make his 51
he employs to show that 41
he emptied it into his 66
he endowed the same with 47
he endured as seeing him 853
he endured the pain and 91
he enjoyed at home and 114
he enjoyed in hiding his 45
he enjoyed in seeing them 52
he enjoyed it more than 329
he enjoyed no more than 81
he enjoyed so much and 67
he enjoyed so much that 166
he enjoyed the fact that 524
he enjoyed the food and 48
he enjoyed the free air 137
he enjoyed the good things 205
he enjoyed the hell out 45
he enjoyed the life and 51
he enjoyed the love and 153
he enjoyed the most was 103
he enjoyed the peace and 91
he enjoyed the pomp and 41
he enjoyed the show and 41
he enjoyed the work and 219
he ensured me from all 41
he entered at once with 60
he entered my room and 156
he entered my room with 108
he entered or left his 98
he entered the army air 223
he entered the army and 1435
he entered the army for 77
he entered the army with 94
he entered the bank and 63
he entered the barn and 79
he entered the boat and 106
he entered the boat with 47
he entered the booth was 393
he entered the cage and 52
he entered the camp and 60
he entered the camp with 64
he entered the cave and 178
he entered the cave with 41
he entered the cell and 55
he entered the city and 659
he entered the city for 55
he entered the city his 65
he entered the city with 1123
he entered the club and 48
he entered the dining car 44
he entered the door and 233
he entered the door his 67
he entered the door one 192
he entered the door with 52
he entered the fort and 44
he entered the fort with 99
he entered the fray with 122
he entered the game with 42
he entered the gate and 202
he entered the great bay 79
he entered the hall and 627
he entered the hall for 40
he entered the hall his 44
he entered the hall she 49
he entered the hall with 202
he entered the navy and 319
he entered the park and 53
he entered the race for 490
he entered the room all 67
he entered the room and 4014
he entered the room but 82
he entered the room for 115
he entered the room had 66
he entered the room her 62
he entered the room his 324
he entered the room one 83
he entered the room she 587
he entered the room than 94
he entered the room that 842
he entered the room they 129
he entered the room this 71
he entered the room was 369
he entered the room with 1704
he entered the shop and 303
he entered the shop was 41
he entered the shop with 54
he entered the sick man 129
he entered the tent and 155
he entered the tent with 41
he entered the third year 53
he entered the town and 295
he entered the town than 43
he entered the town that 157
he entered the town with 281
he entered the wood and 42
he entered the yale law 115
he entered the yard and 81
he erected no less than 71
he escaped no more than 59
he escaped the fate that 98
he essayed to find his 44
he essayed to show that 112
he essayed to speak and 48
he evinced by naming his 90
he evolved the theory that 144
he excited the envy and 53
he excused by saying that 145
he exerted on those who 56
he existed the land was 278
he expects an angel for 83
he expects no more than 59
he expects the other man 82
he expects to come out 98
he expects to find and 46
he expects to find her 94
he expects to find his 248
he expects to find that 149
he expects to find them 132
he expects to have any 44
he expects to have his 244
he expects to have things 94
he expects to hold his 51
he expects to keep his 73
he expects to live and 48
he expects to live for 89
he expects to make any 41
he expects to make his 321
he expects to make them 69
he expects to meet his 85
he expects to meet with 153
he expects to meet you 41
he expects to sail for 43
he expects to sell for 49
he expects to sell his 98
he expects to sell them 41
he expects to stay for 42
he expects to take his 90
he expects to wait for 50
he expects to work out 53
he expends in moving his 46
he expired in less than 105
he expired the next day 196
he expired the same day 154
he explain the fact that 1085
he exposed or hurt him 120
he exposed the fact that 173
he fancied he felt her 41
he fancied he heard her 101
he fancied he heard his 71
he fancied the ship was 151
he fathered at least one 62
he favored the view that 105
he fetched the coal and 90
he figured he owed her 74
he figured the best way 103
he figured the only way 71
he figured the time was 48
he figures he will not 40
he flicked it away with 64
he flipped it open and 289
he flipped it over and 136
he flipped me over and 45
he flushed an angry red 42
he focused on what was 70
he focuses on only one 67
he follows the same idea 76
he follows the same path 57
he forbears to take any 46
he forbore to make any 76
he forbore to take any 160
he forbore to tell her 44
he forbore to urge her 43
he foresaw the need for 309
he forgets the fact that 147
he forgets the time his 64
he forgets to cite him 45
he forgets to give out 60
he forgets to make any 59
he forgets to take his 127
he forgets to tell you 78
he founded no less than 82
he founded the city and 89
he founded the city that 87
he founded the firm that 84
he freedom to speak one 71
he fumbled the ball and 41
he gathered an army and 282
he gathered it into his 76
he gathered me into his 102
he gathered no less than 130
he gathered the data for 43
he gathered up what was 50
he girdled the ocean with 42
he glanced to left and 46
he glanced up from his 775
he glanced up into her 57
he glances up from his 50
he glossed it over with 108
he gobbled up what was 62
he grabbed it from her 167
he grabbed my arms and 131
he grabbed my face and 57
