had an ailing wife and 77
had at length been won 51
had at length come for 92
had at length done its 54
had at length lost all 47
had at length made her 43
had at length made his 113
had at length made its 96
had at length made them 130
had at less cost than 48
had at most only two 45
had at once gone out 41
had at once held out 59
had at once lost all 44
had at once made for 48
had at once made him 65
had at once made his 46
had at once said that 108
had at once seen that 328
had at once sent for 265
had at once sent his 52
had at once sent off 173
had at once sent out 76
had at once told him 54
had at some time and 68
had at some time got 43
had at some time had 273
had at some time met 55
had at some time read 74
had at such time and 41
had at their beck and 97
had at their helm men 43
had at their leaving this 65
had by hard work and 81
had by some means got 459
had by some means let 41
had by your union with 73
had eat nothing more than 62
had he been able and 69
had he been born and 206
had he been born one 46
had he been born son 89
had he been born ten 56
had he been born two 173
had he been born with 192
had he been dealing with 268
had he been dealt with 47
had he been here with 54
had he been hoping for 74
had he been left for 79
had he been left with 72
had he been less than 139
had he been like this 49
had he been living all 77
had he been living and 65
had he been living now 180
had he been living then 47
had he been more than 124
had he been other than 384
had he been paid for 67
had he been sent for 107
had he been sent out 91
had he been sick long 41
had he been some one 67
had he been sure that 207
had he been taking her 46
had he been their own 67
had he been there all 49
had he been there and 115
had he been there for 52
had he been there that 48
had he been there with 63
had he been told that 3506
had he been wearing his 70
had he been wearing one 145
had he been well and 174
had he been when she 93
had he come back and 41
had he come back for 63
had he come back now 58
had he come back with 42
had he come from and 103
had he come here for 215
had he come into her 71
had he come into his 48
had he come there for 86
had he died just then 71
had he done more than 309
had he done nothing but 77
had he done these things 54
had he ever been one 135
had he ever been that 119
had he ever done but 41
had he ever done for 249
had he ever done that 256
had he ever felt that 122
had he ever felt this 58
had he ever heard her 58
had he ever heard him 42
had he ever heard that 51
had he ever left her 43
had he ever left his 53
had he ever left them 69
had he ever made any 59
had he ever made his 50
had he ever said that 192
had he ever seen any 91
had he ever seen her 280
had he ever seen him 119
had he ever seen his 70
had he ever seen new 41
had he ever seen one 165
had he ever seen that 107
had he ever seen them 106
had he ever seen this 47
had he ever told her 96
had he felt like this 176
had he gone ahead with 43
had he gone along with 87
had he gone forth with 88
had he heard from her 124
had he heard from his 95
had he heard such singing 110
had he held back but 91
had he laid bare his 41
had he laid down his 103
had he lain down than 122
had he last seen her 62
had he made peace with 43
had he said more than 55
had he said those things 40
had he seen such things 54
had he seen what was 70
had in bringing back our 131
had in days when she 44
had in early days won 50
had in fact been all 59
had in fact been any 94
had in fact been both 56
had in fact been cut 98
had in fact been dead 146
had in fact been doing 401
had in fact been due 59
had in fact been far 115
had in fact been for 206
had in fact been going 485
had in fact been her 146
had in fact been his 345
had in fact been hit 84
had in fact been ill 61
had in fact been its 59
had in fact been led 67
had in fact been long 360
had in fact been lying 41
had in fact been met 111
had in fact been not 49
had in fact been one 1742
had in fact been out 234
had in fact been put 440
had in fact been run 45
had in fact been set 319
had in fact been that 171
had in fact been too 192
had in fact been two 308
had in fact been using 116
had in fact been with 132
had in fact been won 150
had in fact come for 51
had in fact come out 214
had in fact dealt with 129
had in fact died and 58
had in fact done all 95
had in fact done for 49
had in fact done his 107
had in fact done that 116
had in fact done this 148
had in fact done was 237
had in fact gone far 60
had in fact gone off 213
had in fact gone out 366
had in fact gone too 43
had in fact kept his 68
had in fact left for 70
had in fact left her 87
had in fact left him 57
had in fact left his 41
had in fact lost all 124
had in fact lost her 54
had in fact lost his 154
had in fact lost its 185
had in fact made all 52
had in fact made any 56
had in fact made her 82
had in fact made him 171
had in fact made his 190
had in fact made its 58
had in fact made one 47
had in fact made them 102
had in fact made this 137
had in fact made two 40
had in fact made use 102
had in fact more than 178
had in fact only one 131
had in fact only two 40
had in fact paid for 156
had in fact said that 348
had in fact said was 78
had in fact seen and 47
had in fact seen her 60
had in fact seen him 118
had in fact sent him 49
had in fact sent his 61
had in fact told her 103
had in fact told him 125
had in fact told them 46
had in fact used his 57
had in fact used this 41
had in fact very few 44
had in good faith and 102
had in good faith set 72
had in hand more than 46
had in hearing from you 48
had in many years and 55
had in mind also that 148
had in mind during his 82
had in mind even then 50
had in mind from his 62
had in mind here are 46
had in mind here not 60
had in mind here was 662
had in mind just now 70
had in mind just then 57
had in mind more than 742
had in mind only one 422
had in mind only that 216
had in mind only two 45
had in mind other than 71
had in mind some idea 58
had in mind such men 76
had in mind such things 138
had in mind their own 156
had in mind there was 97
had in mind these two 62
had in mind those few 59
had in mind those who 360
had in mind were all 43
had in mind were his 53
had in mind were not 872
had in mind were two 58
had in mind what had 103
had in mind what she 52
had in mind what they 72
had in mind what was 132
had in mind what you 53
had in mind when his 90
had in mind when one 54
had in mind when she 4827
had in mind when that 84
had in mind when they 14051
had in mind when this 120
had in mind when using 234
had in mind when you 2036
had in mind will not 61
had in mind years ago 53
had in more ways than 89
had in more years than 40
had in part been due 51
had in part lost his 44
had in some other way 311
had in some time and 44
had in their heads was 66
had in their mind that 49
had in their mind was 48
had in these last few 77
had in those days and 154
had in those days but 58
had in those days for 166
had in those days its 61
had in those days not 57
had in those days that 110
had in those days was 434
had in those days with 59
had in truth been her 47
had in truth been his 48
had in truth been with 55
had in truth felt his 62
had in turn their own 41
had in vain sued for 102
had in view during his 52
had in view more than 95
had in view nothing but 100
had in view other and 47
had in view some new 72
had in view their own 49
had in view those who 44
had in view were not 121
had in view what was 42
had in view when she 219
had in view when they 1579
had in view when you 113
had in your eyes two 77
had in your last job 47
had in your life and 140
had in your life that 114
had it away from him 55
had it been clear that 78
had it been dealt with 128
had it been done for 49
had it been done that 41
had it been done with 132
had it been early had 79
had it been held that 121
had it been laid out 67
had it been left for 135
had it been left out 128
had it been left with 60
had it been less than 87
had it been like for 308
had it been like that 283
had it been like this 247
had it been made for 77
had it been made with 114
had it been more easy 58
had it been more than 185
had it been nothing but 42
had it been only for 243
had it been only one 46
had it been only that 208
had it been only two 42
had it been other than 187
had it been said that 330
had it been seen that 106
had it been their lot 72
had it been their own 140
had it been there all 167
had it been there and 42
had it been told him 65
had it been told that 337
had it been true that 553
had it been used for 197
had it been used with 90
had it been when she 52
had it been worth his 45
had it been your lot 56
had it been your own 55
had it come from and 88
had it come from any 491
had it come from one 56
had it come into being 157
had it come into her 43
had it come into his 55
had it done years ago 42
had it even been his 49
had it even been with 67
had it ever been his 82
had it ever been put 56
had it ever done for 47
had it from some one 59
had it from their own 251
had it from those that 143
had it from those who 166
had it from your own 163
had it made just for 49
had it made upon his 45
had it many years ago 55
had it much their own 80
had it only been for 63
had it only been that 52
had it shut when his 74
had it slung over his 60
had it three years ago 51
had it torn down and 195
had it upon your head 51
had me come into his 68
had me stay there with 50
had my best luck with 45
had my door open and 42
had my eyes open and 119
had my eyes open for 96
had my eyes shut and 52
had my eyes upon him 65
had my faith been that 61
had my full talk with 43
had my hair done and 153
had my hand upon him 51
had my last talk with 168
had my life safe and 65
had my mouth open and 55
had my name down for 42
had my other palm read 53
had no arms other than 46
had no arms upon him 67
had no bearing upon any 66
had no bearing upon her 89
had no bearing upon his 231
had no body there but 49
had no breath left and 44
had no breath left for 196
had no breath left with 73
had no call from god 51
had no clear meaning for 51
had no clear plan for 275
had no clue just how 57
had no clue what had 154
had no clue what her 43
had no clue what his 85
had no clue what she 577
had no clue what that 384
had no clue what they 356
had no clue what this 114
had no clue what was 1193
had no clue what you 42
had no deep love for 87
had no eyes save for 168
had no firm plan for 43
had no food left and 108
had no food other than 132
had no free hand with 48
had no free time for 56
had no free will and 60
had no goal other than 142
had no good news for 268
had no good post for 66
had no good time all 81
had no good will for 54
had no good word for 521
had no great faith that 146
had no great gift for 163
had no great heart for 129
had no great hope that 386
had no great liking for 2726
had no great longing for 53
had no great love for 4964
had no great need for 337
had no great turn for 85
had no great wish for 115
had no great zest for 101
had no hair upon his 52
had no harm done them 88
had no heart left for 217
had no help from any 118
had no help from her 80
had no help from him 55
had no help from his 106
had no help from them 80
had no hold over her 186
had no hold over him 325
had no hold over his 64
had no hold over them 135
had no hold upon her 113
had no hold upon him 278
had no hold upon his 149
had no hold upon them 123
had no home left them 100
had no home life and 41
had no home other than 145
had no hope from any 43
had no hope from his 43
had no hope left but 115
had no hope left that 61
had no hope other than 52
had no kind word for 126
had no life other than 162
had no line from you 117
had no love left for 441
had no love lost for 470
had no male heir and 215
had no mass base and 68
had no meaning other than 303
had no means left for 76
had no means other than 187
had no more beds than 42
had no more breath for 117
had no more care for 113
had no more depth than 97
had no more eyes for 147
had no more face than 53
had no more faith than 203
had no more fears for 70
had no more food and 80
had no more food for 56
had no more food nor 42
had no more food than 60
had no more hair than 41
had no more heart for 305
had no more heart than 172
had no more hope for 74
had no more hope than 96
had no more ideas than 43
had no more left than 83
had no more life than 95
had no more liking for 441
had no more liking than 84
had no more love for 1040
had no more love than 70
had no more luck than 698
had no more luck with 308
had no more meaning for 283
had no more meaning than 648
had no more milk for 48
had no more mind than 92
had no more need for 675
had no more need than 69
had no more pain and 72
had no more pity for 165
had no more room for 570
had no more room than 45
had no more soul than 151
had no more tail than 74
had no more talk with 50
had no more tears and 55
had no more time and 72
had no more time for 1734
had no more time than 329
had no more tone than 66
had no more turn for 54
had no more wish for 68
had no more wish than 163
had no more work for 250
had no name other than 140
had no name ready for 50
had no news from any 48
had no news from her 231
had no news from him 508
had no news from his 151
had no news from neb 50
had no news from our 82
had no news from that 47
had no news from them 184
had no news from you 401
had no note from you 46
had no other aims but 59
had no other aims than 60
had no other ally than 98
had no other arms but 87
had no other arms than 314
had no other bond than 67
had no other book but 76
had no other book than 95
had no other care but 146
had no other care than 611
had no other data than 62
had no other duty but 151
had no other duty than 396
had no other faith than 58
had no other food but 130
had no other food for 162
had no other food than 506
had no other fuel than 51
had no other goal but 98
had no other goal than 338
had no other gods but 53
had no other heir than 43
had no other help but 54
had no other help than 86
had no other home and 50
had no other home but 127
had no other home than 245
had no other hope but 182
had no other hope for 68
had no other hope than 294
had no other ideal than 64
had no other ideas than 68
had no other laws than 45
had no other life but 117
had no other life than 286
had no other meaning and 86
had no other meaning but 109
had no other meaning for 120
had no other meaning than 874
had no other means but 276
had no other means for 253
had no other means than 543
had no other name and 51
had no other name but 95
had no other name for 502
had no other name than 531
had no other name that 44
had no other need for 43
had no other part than 44
had no other plan for 124
had no other plan than 175
had no other plan with 79
had no other rest than 52
had no other role than 125
had no other roof than 78
had no other room that 105
had no other root than 48
had no other rule than 65
had no other sign than 53
had no other task but 63
had no other task than 328
had no other test than 42
had no other theme but 54
had no other ties with 40
had no other time for 112
had no other vent but 85
had no other vent for 64
had no other view but 569
had no other view than 2114
had no other wealth but 56
had no other wealth than 41
had no other wife but 63
had no other will but 76
had no other will than 155
had no other wish but 204
had no other wish than 1573
had no other word for 199
had no other word than 91
had no other work and 53
had no other work for 51
had no other work than 115
had no peace from them 44
had no peace till she 55
had no peer among his 47
had no plan other than 201
had no plan ready for 62
had no rain here for 77
had no ready cash and 45
had no ready cash for 48
had no rest from his 52
had no rest from them 42
had no rest these two 41
had no rest till she 67
had no role other than 122
had no roof over his 97
had no roof over our 85
had no room amid his 63
had no room even for 70
had no room left for 447
had no room left him 40
had no room till then 53
had no sign from her 83
had no single name for 47
had no single term for 40
had no single word for 144
had no soft spot for 53
had no such fears and 99
had no such fears for 65
had no such love for 72
had no such luck and 89
had no such luck with 204
had no such meaning for 42
had no such name for 44
had no such need for 63
had no such plan and 40
had no such plan nor 59
had no such ties with 41
had no such wish and 42
had no sway over him 48
had no tears left and 40
had no ties other than 59
had no time even for 311
had no time just then 306
had no time left for 1432
had no true love for 92
had no very clear idea 2928
had no very great fear 44
had no very high idea 84
had no wish other than 71
had no word from any 108
had no word from her 679
had no word from him 1528
had no word from his 245
had no word from our 67
had no word from them 295
had no word from you 579
had no wrong done him 51
had of late been but 65
had of late been doing 61
had of late been going 42
had of late been her 68
had of late been his 102
had of late been not 60
had of late been put 90
had of late been too 79
had of late been with 63
had of late made him 49
had of late more than 51
had of many other things 90
had of tail down too 72
had of their faith and 41
had on blue jeans and 264
had on blue jeans that 170
had on fall from his 138
had on fast days its 61
had on hand more than 147
had on hand were not 43
had on nothing more than 49
had on their hats and 42
had on their health and 45
had on their left arm 79
had on their part not 139
had on their side all 272
had on their side both 160
had on their side not 151
had on their side that 43
had on their side two 52
had on their side was 77
had on your life and 110
had or must from you 143
had or will have any 88
had or will have for 65
had or will have its 46
had so many fears and 40
had so many fine things 83
had so many good and 89
had so many good things 317
had so many great and 53
had so many great men 90
had so many ideas and 138
had so many ideas for 113
had so many ideas that 348
had so many jobs that 44
had so many keys and 69
had so many kids that 102
had so many more men 86
had so many more than 48
had so many more things 66
had so many nice things 153
had so many other things 2233
had so many sick and 80
had so many sons and 45
had so many such put 64
had so many toys that 95
had so many uses for 108
had so many wrong and 82
had so many years ago 1658
had so many young men 80
had so much anger and 96
had so much care and 64
had so much done for 168
had so much else going 66
had so much faith and 158
had so much faith that 382
had so much food and 54
had so much food for 47
had so much food that 238
had so much gold and 61
had so much gold that 320
had so much hair that 79
had so much heart and 44
had so much heart put 74
had so much help and 50
had so much hope and 70
had so much hope for 157
had so much hope that 107
had so much land and 80
had so much land that 285
had so much less than 95
had so much life and 358
had so much love and 360
had so much love for 605
had so much love that 98
had so much luck with 52
had so much meaning for 134
had so much milk that 277
had so much more fun 89
had so much more going 43
had so much more than 931
had so much pain and 217
had so much pain that 173
had so much pity for 75
had so much rain and 53
had so much rain that 394
had so much rain this 53
had so much room for 57
had so much room that 87
had so much snow that 87
had so much spring and 68
had so much tact that 87
had so much time and 260
had so much time for 453
had so much time off 120
had so much time that 183
had so much time with 63
had so much upon his 59
had so much wealth and 85
had so much wealth that 203
had so much work and 105
had so much work for 86
had so much work that 746
had so much wrong with 54
had so told upon him 40
had the atom bomb and 94
had the best among all 62
had the best arms and 53
had the best army and 55
had the best days with 75
had the best food and 156
had the best food set 53
had the best hand for 41
had the best ideas and 74
had the best ideas for 40
had the best jobs and 49
had the best land and 77
had the best legs that 174
had the best luck with 341
had the best means and 40
had the best means for 96
had the best plan for 57
had the best room and 45
had the best there was 102
had the best time and 72
had the best time she 56
had the best time that 121
had the best time with 130
had the best view and 67
had the bird kept her 50
had the blue cloth cut 45
had the blue eyes and 178
had the book open and 48
had the book ready for 41
had the breath left his 72
had the case been his 42
had the case been one 135
had the case been that 41
had the city laid out 52
had the clear eyes and 46
had the copy from his 41
had the dark eyes and 128
had the dark hair and 214
had the dark skin and 72
had the deed made out 100
had the deep want and 43
had the dining room and 40
had the door open and 1724
had the door open for 284
had the door open now 85
had the door shut and 81
had the edge over his 62
had the fair hair and 110
had the fair skin and 134
had the fond hope that 41
had the free time and 94
had the full faith and 47
had the gate open and 41
had the good luck and 170
had the good luck not 359
had the good luck that 416
had the good news that 292
had the good wife and 41
had the good will and 261
had the gout upon him 135
had the heart eaten out 65
had the hood over her 51
had the iron hook with 69
had the lady been his 53
had the last time and 40
had the last time she 732
had the last time they 471
had the last time you 174
had the last word and 919
had the last word but 70
had the last word for 139
had the last word that 131
had the last word was 84
had the last word with 603
had the leading role and 65
had the lease been for 40
had the least hope that 138
had the least love for 61
had the least mind for 123
had the least need for 101
had the least sign that 111
had the least time for 76
had the least wish for 61
had the living room and 51
had the more time for 128
had the most clear and 55
had the most fire and 82
had the most just and 64
had the most land and 53
had the most loving and 44
had the most luck with 58
had the most meaning for 177
had the most need for 79
had the most open and 69
had the most room for 57
had the most time and 47
had the most time for 70
had the most wealth and 52
had the name ready for 62
had the news from him 57
had the only other key 178
had the other from this 40
had the other side won 48
had the other three new 93
had the pale skin and 44
had the play ready for 49
had the rule over them 332
had the rule over you 400
had the safe open and 59
had the same aims and 195
had the same body and 57
had the same body heat 46
had the same bore and 97
had the same bows and 89
had the same calm and 65
had the same care and 63
had the same dark and 95
had the same deep and 44
had the same depth and 51
had the same dream and 187
had the same dream for 184
had the same dream that 138
had the same dream two 47
had the same eyes and 146
had the same face and 203
had the same faith and 125
had the same faith that 249
had the same fate and 55
had the same fate with 291
had the same fears and 157
had the same fears that 127
had the same food and 119
had the same form and 263
had the same form for 53
had the same gift for 148
had the same goal and 113
had the same goal for 49
had the same goal that 97
had the same hair and 100
had the same high and 44
had the same hope for 47
had the same ideas and 403
had the same ideas that 53
had the same joys and 57
had the same kind and 88
had the same laws and 86
had the same length and 162
had the same length but 53
had the same liking for 132
had the same longing for 95
had the same look and 144
had the same look that 210
had the same love and 104
had the same love for 436
had the same love that 62
had the same luck with 137
had the same mass and 156
had the same mass but 44
had the same meaning and 368
had the same meaning but 92
had the same meaning for 957
had the same meaning that 183
had the same meaning then 68
had the same means and 57
had the same mind and 55
had the same name and 878
had the same name but 145
had the same name for 235
had the same name that 86
had the same name with 214
had the same need for 307
had the same nose and 88
had the same pale and 50
had the same plan for 88
had the same range and 72
had the same rank and 147
had the same root with 73
had the same sign and 99
had the same sign out 97
had the same size and 314
had the same soil and 45
had the same talk with 45
had the same time and 56
had the same tone and 54
had the same truth and 40
had the same type and 61
had the same view and 71
had the same view that 90
had the same width and 86
had the same wish and 40
had the same wish for 67
had the same word for 136
had the same worn and 48
had the same zest for 65
had the ship been two 91
had the ship ready for 114
had the skin worn off 81
had the taxi drop him 77
had the thick neck and 60
had the three young men 81
had the time come for 208
had the town laid out 57
had the truth come out 117
had the truth from her 91
had the truth from him 43
had the vain hope that 142
had the very best and 47
had the very cream and 50
had the very good idea 48
had the very next day 119
had the very same idea 180
had the whip hand and 259
had the wild hope that 199
had the wind fair all 65
had the wolf said this 52
had the word from him 50
had the word left his 40
had the work been that 152
had the work done for 63
had the wrong sign and 98
had to back away and 181
had to back down and 723
had to bend down and 525
had to bend down for 86
had to bend down low 83
had to bend over and 599
had to bend over for 54
had to bend over her 108
had to bend over him 103
had to bend very low 78
had to bend your head 62
had to bite back her 250
had to bite back his 91
had to bore into one 83
had to break away and 178
had to break camp and 91
had to break down all 121
had to break down and 423
had to break down her 53
had to break down his 81
had to break down that 40
had to break down this 62
had to break down with 47
had to break free and 46
had to break from his 48
had to break into her 94
had to break into his 175
had to break into song 107
had to break into that 40
had to break their own 94
had to break their way 187
had to break ties with 40
had to bury their dead 615
had to bury their own 42
had to call ahead and 43
had to call back and 91
had to call forth all 40
had to call home and 115
had to call home for 62
had to call into being 59
had to call more than 61
had to call their own 65
had to call time out 121
had to call upon all 367
had to call upon god 43
had to call upon her 181
had to call upon him 218
had to call upon his 401
had to call upon them 118
had to calm down and 397
had to camp there for 57
had to cast lots for 57
had to cast their lot 41
had to cease firing for 52
had to cease from being 43
had to cease from its 46
had to chop their way 108
had to chop wood and 79
had to chop wood for 118
had to claw their way 215
had to clean their own 131
had to clear away all 84
had to clear away this 394
had to clear land and 53
had to clear land for 52
had to clear their own 55
had to come along and 878
had to come along too 78
had to come along with 204
had to come away and 96
had to come away with 167
had to come back all 40
had to come back and 3061
had to come back for 1405
had to come back had 45
had to come back out 284
had to come back that 154
had to come back this 112
had to come back with 633
had to come clean and 126
had to come clean with 265
had to come down and 1447
had to come down for 369
had to come down off 285
had to come down one 44
had to come down out 104
had to come down that 41
had to come down this 74
had to come down with 218
had to come find you 64
had to come forth and 62
had to come forth with 48
had to come from all 102
had to come from and 42
had to come from both 76
had to come from each 66
had to come from far 256
had to come from god 477
had to come from her 534
had to come from him 554
had to come from his 518
had to come from its 125
had to come from long 53
had to come from men 51
had to come from new 220
had to come from one 904
had to come from our 94
had to come from out 41
had to come from that 184
had to come from them 207
had to come from this 151
had to come from two 191
had to come from you 211
had to come here and 783
had to come here for 281
had to come here with 127
had to come home and 1104
had to come home for 402
had to come home with 207
had to come into being 687
had to come into her 95
had to come into his 158
had to come into its 43
had to come into our 71
had to come into this 155
had to come live with 89
had to come more than 62
had to come over and 1175
had to come over for 46
had to come some day 157
had to come tell you 132
had to come there and 62
had to come when she 69
had to come when they 52
had to come when you 51
had to cook food for 53
had to cook meals for 43
had to cook their own 356
had to cope also with 90
had to cope only with 127
had to cost less than 54
had to cost more than 51
had to dash back and 54
had to deny their own 66
had to dive down and 44
had to dive into his 48
had to drag along with 72
had to drag their own 44
had to draw back and 115
had to draw back his 46
had to draw down its 59
had to draw from his 44
had to draw lots and 95
had to draw lots for 148
had to draw more and 61
had to draw their own 133
had to draw upon all 120
had to draw upon her 124
had to draw upon his 325
had to draw upon its 80
had to draw upon our 97
had to draw upon this 72
had to drop back and 85
had to drop down and 76
had to drop what they 41
had to duck your head 84
had to edge their way 81
had to face during his 228
had to face during its 71
had to face during that 46
had to face during this 216
had to face from his 64
had to face life with 72
had to face many new 109
had to face more than 317
had to face only one 72
had to face some new 46
had to face their own 312
had to face these things 58
had to face those who 43
had to face trial for 53
had to face were not 156
had to face what had 51
had to face what she 106
had to face what they 70
had to face what was 246
had to face when she 118
had to face when they 319
had to fall back and 699
had to fall back for 450
had to fall back with 263
had to fall down and 84
had to fall into his 51
had to fall into one 107
had to feed their own 41
had to feel like they 41
had to feel sure that 46
had to feel their way 1825
had to feel your way 224
had to find cash for 77
had to find food and 235
had to find food for 348
had to find help for 89
had to find jobs and 94
had to find jobs for 128
had to find land for 71
had to find means for 83
had to find more and 62
had to find more than 120
had to find other things 142
had to find room and 51
had to find room for 785
had to find some new 553
had to find some one 273
had to find some use 57
had to find some way 8319
had to find their own 4400
had to find their way 3036
had to find time for 392
had to find ways and 529
had to find ways for 110
had to find what they 53
had to find what was 117
had to find work and 155
had to find work for 266
had to find work that 83
had to find your own 294
had to find your way 225
had to fire more than 87
had to flap their wings 48
had to flee from her 188
had to flee from him 76
had to flee from his 1390
had to flee from one 237
had to flee from our 59
had to flee from that 117
had to flee from them 87
had to flee from this 87
had to flee their own 74
had to form their own 679
had to fund their own 69
had to gain from this 42
had to gain their own 52
had to gain time for 76
had to give away all 125
had to give away and 43
had to give away her 115
had to give away his 188
had to give away one 116
had to give away our 75
had to give away was 51
had to give back all 104
had to give back her 103
had to give back his 61
had to give bail for 60
had to give birth and 54
had to give bond for 139
had to give bond that 157
had to give from his 107
had to give half his 86
had to give more and 122
had to give more for 55
had to give more than 374
had to give only one 109
had to give over his 75
had to give their own 111
had to give time for 43
had to give what they 49
had to grow food for 54
had to grow into his 63
had to grow into that 43
had to grow their own 357
had to grow upon her 51
had to gulp down his 65
had to hack their way 721
had to hack your way 48
had to hand over all 570
had to hand over any 58
had to hand over her 128
had to hand over his 688
had to hand over its 142
had to hand over one 160
had to hand over our 138
had to hand over two 142
had to haul down her 45
had to haul down his 65
had to haul their dead 63
had to haul their own 65
had to have been all 62
had to have been both 58
had to have been cut 123
had to have been dead 141
had to have been deaf 141
had to have been doing 114
had to have been far 84
had to have been for 257
had to have been god 57
had to have been going 143
had to have been her 330
had to have been him 218
had to have been his 323
had to have been hit 69
had to have been long 52
had to have been lying 82
had to have been mad 42
had to have been met 74
had to have been near 108
had to have been not 50
had to have been one 1782
had to have been out 315
had to have been put 254
had to have been real 117
had to have been set 222
had to have been six 88
had to have been ten 50
had to have been that 631
had to have been this 46
had to have been too 49
had to have been two 269
had to have been using 42
had to have been with 181
had to have been you 55
had to have bread and 49
had to have come out 167
had to have cost him 72
had to have dealt with 48
had to have done that 143
had to have done this 91
had to have done was 93
had to have faith and 140
had to have faith that 901
had to have food and 281
had to have food for 44
had to have gone out 115
had to have heard her 148
had to have heard him 133
had to have heard that 238
had to have heard them 44
had to have help and 137
had to have help with 172
had to have just one 105
had to have less than 72
had to have made him 49
had to have made his 68
had to have made that 166
had to have meaning and 45
had to have more and 236
had to have more men 76
had to have more than 1266
had to have only one 317
had to have paid for 50
had to have peace and 54
had to have ready for 50
had to have rest and 70
had to have room for 176
had to have seen her 237
had to have seen him 276
had to have seen his 45
had to have seen that 254
had to have seen them 157
had to have seen this 60
had to have sent for 55
had to have some air 81
had to have some fun 218
had to have some idea 359
had to have some new 137
had to have some one 1106
had to have some real 53
had to have some say 62
had to have some things 52
had to have some way 916
had to have their ears 73
had to have their fun 71
had to have their own 1348
had to have their say 377
had to have their way 86
had to have these things 110
had to have those two 40
had to have three things 41
had to have time and 42
had to have time for 117
had to have time off 163
had to have told her 79
had to have told him 126
had to have told them 70
had to have told you 47
had to have what she 44
had to have what they 83
had to have what was 126
had to have when they 43
had to have your own 328
had to have your way 61
had to help care for 128
had to help those who 130
had to hide from her 187
had to hide from him 200
had to hide from his 193
had to hide from them 181
had to hide from you 59
had to hide their own 43
had to hide their real 56
had to hide what they 57
had to hire their own 104
had to hold back and 135
had to hold back for 101
had to hold back her 210
had to hold back his 222
had to hold back with 54
had to hold down his 77
had to hold down two 87
had to hold more than 90
had to hold onto each 82
had to hold onto her 186
had to hold onto him 122
had to hold onto his 195
had to hold onto our 43
had to hold onto that 61
had to hold onto them 45
had to hold onto was 53
had to hold their ears 41
had to hold their own 535
had to hold your head 81
had to hold your own 42
had to hope there was 46
had to hunt down and 55
had to hurt when they 115
had to inch their way 133
had to jump back and 83
had to jump back out 102
had to jump down and 150
had to jump from his 49
had to jump from one 396
had to jump into his 84
had to jump over him 44
had to jump over them 98
had to just stop and 53
had to keep asking for 111
had to keep asking her 61
had to keep asking him 86
had to keep back his 56
had to keep body and 96
had to keep busy and 82
had to keep calm and 154
had to keep clean and 47
had to keep cool and 48
had to keep down his 111
had to keep faith with 267
had to keep from being 131
had to keep from going 48
had to keep from her 56
