hair cells from the bullfrog 128
having taken over the district 40
having taken over the functions 64
having taken time to consider 373
having taken vows of celibacy 43
having thrown down the gauntlet 433
heads could just be descried 41
heads thrown back in laughter 67
heads which form the entrance 46
healing shall spring up speedily 163
health arising from the presence 152
health would seem the exception 41
health would soon be restored 187
heard anything from the hospital 76
heard below from the pendulum 78
heard every word the minister 87
heard shots from the direction 130
heard shots from the vicinity 90
heard steps along the corridor 74
heard steps upon the platform 62
heard steve urging the virginian 41
hearing level from the acoustic 91
heart burns just as hamilton 49
heart pumps into the arteries 53
heart rests upon the diaphragm 56
heart whose love is innocent 583
heavy blind from the casement 66
heavy cloud over the mountain 60
heavy drain upon the finances 57
heavy gales from the westward 98
heavy hands upon the innocent 60
heavy metal such as platinum 112
heavy rolling fire of musketry 48
heavy swell from the northward 65
heavy swell from the southward 173
heavy swell from the southwest 41
heavy swell from the westward 153
heavy taxes tend to diminish 49
heavy waves over the glittering 44
heir shall take by purchase 90
held aloof from the agitation 157
held aloof from the campaign 50
held aloof from the conflict 184
held aloof from the movement 778
held aloof from the religious 50
held aloof from the struggle 538
help could only be properly 83
help create among the american 46
help feeling upon it earnestly 56
help looking over my shoulder 61
help which made it possible 91
help would soon be forthcoming 135
here again there is evidence 167
here dwell upon the argument 40
here enter into an argument 129
here enter into the disputed 41
here falls into the category 66
here given from the original 101
here given must be regarded 71
here shall have no children 63
here taken from the original 47
here would make it possible 51
here would seem to indicate 430
hide which were the trophies 45
high doses over an extended 64
high names from the colonies 46
high order will be required 61
high place among the captains 51
high place among the classics 64
high place among the foremost 65
high place among the founders 89
high place among the literary 178
high place among the religious 121
high place among the scholars 63
high place among the sciences 74
high place must be accorded 88
high place must be assigned 178
high shelf over the entrance 51
high wages paid to american 223
high water mark at ordinary 56
high water mark of american 292
high water mark of ordinary 113
hill rises from the granitic 51
hold aloof from the conflict 141
hold aloof from the movement 96
hold aloof from the struggle 229
hold human beings as property 97
hole state will be achieved 121
home after leaving the hospital 76
home alone from the hospital 47
home plate from the outfield 43
home where there is constant 44
home where there is sickness 43
hope others will do likewise 43
hope where there is darkness 140
hour after hour in reflecting 126
hour after hour of practice 44
hour after hour the outcasts 52
hour after taking the medicine 139
hour later when he returned 226
hour until pain is relieved 202
huge glowing fire on polished 49
huge laugh from the audience 58
hush falls over the audience 92
