he and another young man 639
he did indeed feel that 42
he did indeed know how 47
he did indeed love her 133
he did indeed make his 51
he did indeed once say 62
he did indeed think that 91
he did insist upon was 81
he did little else but 321
he did little else for 42
he did little else than 313
he did little more for 47
he did little more than 3893
he did little more with 44
he did little other than 46
he did little work and 79
he did neither good nor 57
he did pretty well for 136
he did pretty well with 103
he did return there was 41
he did something else for 64
he did something else that 302
he did something like that 645
he did something like this 172
he did something more than 317
he did something nice for 48
he did something other than 45
he did something wrong and 267
he did twelve years ago 98
he did twenty years ago 1875
he did useful work for 51
he did without losing his 109
he does better work than 47
he does emerge from his 63
he does little else but 49
he does little else than 83
he does little more than 3029
he does pretty well for 41
he does pretty well with 45
he does something else than 52
he does something like that 379
he does something like this 140
he does something more than 229
he does something nice for 46
he does something very bad 133
he does something wrong and 53
he does unless there was 40
he dug deeper into his 55
he dug deeply into his 49
he goes further even than 42
he goes through life with 168
he got astray among all 44
he got deeper into his 80
he got little more than 150
he got passed over for 44
he got pulled into one 60
he got pulled over for 49
he got something into his 42
he got through there was 64
he had abused those who 40
he had agreed upon with 503
he had almost done for 42
he had almost done his 43
he had almost gone mad 45
he had almost lost all 92
he had almost lost her 213
he had almost lost his 1304
he had almost lost them 54
he had almost made her 55
he had almost made his 106
he had almost told her 186
he had already been all 55
he had already been and 65
he had already been dead 408
he had already been doing 490
he had already been far 64
he had already been for 463
he had already been hit 89
he had already been ill 56
he had already been led 87
he had already been long 512
he had already been lying 159
he had already been one 73
he had already been out 692
he had already been put 190
he had already been singing 60
he had already been too 194
he had already been two 131
he had already been using 119
he had already been with 219
he had already been won 66
he had already cast his 115
he had already cast off 61
he had already come and 69
he had already come out 186
he had already dealt with 831
he had already died and 133
he had already done all 376
he had already done and 401
he had already done for 1536
he had already done had 60
he had already done her 62
he had already done him 142
he had already done his 1182
he had already done one 72
he had already done that 1624
he had already done them 85
he had already done this 394
he had already done too 70
he had already done two 102
he had already done was 390
he had already done with 1018
he had already eaten all 40
he had already eaten and 108
he had already eaten his 132
he had already felt and 54
he had already felt that 160
he had already fled far 68
he had already gone and 68
he had already gone far 265
he had already gone for 55
he had already gone off 365
he had already gone out 850
he had already gone too 679
he had already gone with 47
he had already heard all 76
he had already heard and 134
he had already heard her 67
he had already heard his 45
he had already heard that 1088
he had already heard them 67
he had already heard this 66
he had already heard too 61
he had already held for 126
he had already held that 58
he had already hurt her 54
he had already laid his 233
he had already laid out 318
he had already left and 134
he had already left for 1513
he had already left her 130
he had already left his 437
he had already left that 47
he had already left them 41
he had already left this 43
he had already left with 74
he had already lost all 236
he had already lost her 140
he had already lost his 1505
he had already lost one 553
he had already lost that 99
he had already lost too 111
he had already lost two 606
he had already made all 227
he had already made and 459
he had already made for 548
he had already made had 115
he had already made her 144
he had already made him 101
he had already made his 4461
he had already made off 40
he had already made one 1195
he had already made out 216
he had already made that 610
he had already made them 115
he had already made this 178
he had already made too 88
he had already made two 342
he had already made use 356
he had already made was 45
he had already made with 358
he had already more than 765
he had already paid and 67
he had already paid for 788
he had already paid her 109
he had already paid him 133
he had already paid his 290
he had already paid off 64
he had already paid one 50
he had already paid out 236
he had already paid them 65
he had already said all 185
he had already said and 312
he had already said his 102
he had already said that 1692
he had already said this 89
he had already said too 955
he had already said was 69
he had already said with 97
he had already seen all 73
he had already seen and 442
he had already seen for 42
he had already seen her 670
he had already seen him 147
he had already seen his 260
he had already seen how 148
he had already seen one 267
he had already seen that 1054
he had already seen them 392
he had already seen this 108
he had already seen too 109
he had already seen two 79
he had already seen was 73
he had already sent all 47
he had already sent for 296
he had already sent her 110
he had already sent him 167
he had already sent his 812
he had already sent off 250
he had already sent one 145
he had already sent out 686
he had already sent them 129
he had already sent two 106
he had already sold all 77
he had already sold her 45
he had already sold his 304
he had already sold out 139
he had already sold them 82
he had already tied his 52
he had already told all 134
he had already told her 1245
he had already told him 490
he had already told his 601
he had already told them 983
he had already told you 83
he had already used all 54
he had already used and 50
he had already used for 239
he had already used his 181
he had already used one 92
he had already used that 153
he had already used them 126
he had already used this 152
he had already used was 65
he had already used with 103
he had already wealth and 121
he had already worn out 78
he had always been and 793
he had always been both 58
he had always been but 55
he had always been doing 180
he had always been far 116
he had always been for 455
he had always been gay 47
he had always been her 465
he had always been his 375
he had always been ill 41
he had always been its 41
he had always been led 174
he had always been mad 53
he had always been met 47
he had always been near 124
he had always been old 95
he had always been one 1933
he had always been our 43
he had always been out 152
he had always been pro 55
he had always been put 91
he had always been shy 127
he had always been that 902
he had always been thin 49
he had always been this 131
he had always been too 950
he had always been weak 88
he had always been with 676
he had always come out 243
he had always dealt with 217
he had always done all 45
he had always done and 304
he had always done but 44
he had always done for 239
he had always done his 1041
he had always done that 418
he had always done them 82
he had always done things 104
he had always done this 116
he had always done with 368
he had always felt and 157
he had always felt but 45
he had always felt for 1220
he had always felt his 128
he had always felt out 46
he had always felt she 48
he had always felt that 4034
he had always felt this 101
he had always felt was 166
he had always felt with 82
he had always gone for 66
he had always gone out 131
he had always gone with 76
he had always heard and 50
he had always heard her 41
he had always heard him 43
he had always heard his 108
he had always heard that 1920
he had always heard them 60
he had always heard this 52
he had always heard was 43
he had always held and 142
he had always held for 69
he had always held her 69
he had always held him 64
he had always held his 155
he had always held that 980
he had always held with 64
he had always kept all 41
he had always kept for 43
he had always kept her 57
he had always kept his 679
he had always kept them 134
he had always kept this 86
he had always kept with 53
he had always left her 61
he had always made her 103
he had always made his 255
he had always made them 58
he had always made use 212
he had always meant and 123
he had always meant that 104
he had always paid for 69
he had always paid her 83
he had always paid his 170
he had always paid them 60
he had always ready for 57
he had always said and 44
he had always said his 59
he had always said she 55
he had always said that 1851
he had always said they 59
he had always said was 105
he had always seen all 42
he had always seen her 435
he had always seen him 88
he had always seen his 117
he had always seen that 143
he had always seen them 128
he had always told her 349
he had always told him 81
he had always told his 212
he had always told them 178
he had always used for 99
he had always used his 196
he had always used that 98
he had always used with 90
he had always worn his 45
he had another dream and 53
he had another name for 44
he had another plan for 76
he had another talk with 165
he had another wife and 133
he had another word for 60
he had argued away for 82
he had arisen from bed 72
he had arisen from his 285
he had awoken from his 59
he had barely heard her 48
he had barely made his 65
he had barely more than 87
he had barely seen her 70
he had barged into her 49
he had become angry and 180
he had become angry with 146
he had become calm and 64
he had become cold and 47
he had become cringing and 45
he had become during his 93
he had become from his 92
he had become hard and 53
he had become less and 124
he had become less than 51
he had become like his 57
he had become like one 131
he had become like them 61
he had become lost and 62
he had become more and 2371
he had become more than 573
he had become much too 64
he had become nothing but 60
he had become only too 65
he had become pale and 81
he had become poor and 58
he had become rich and 283
he had become sick and 85
he had become sure that 61
he had become very deaf 93
he had become very dear 49
he had become very fat 56
he had become very ill 129
he had become very old 108
he had become very thin 131
he had become very weak 311
he had become weary and 45
he had become what they 40
he had become what was 50
he had before been bad 58
he had before been for 226
he had before been going 51
he had before been too 149
he had before been with 81
he had before done for 200
he had before done his 80
he had before done that 114
he had before done with 230
he had before felt for 44
he had before heard that 54
he had before kept all 47
he had before made him 46
he had before made his 61
he had before made use 92
he had before made with 43
he had before said that 181
he had before said with 171
he had before seen and 52
he had before seen her 148
he had before seen him 317
he had before seen that 152
he had before sent and 49
he had before sent his 82
he had before told her 43
he had before told him 122
he had before told them 118
he had before used that 104
he had begged from his 54
he had beheld afar off 150
he had beheld during his 67
he had better call his 46
he had better clear his 75
he had better clear out 334
he had better come and 613
he had better come out 233
he had better come with 75
he had better drop his 48
he had better find his 57
he had better find out 436
he had better give her 52
he had better give his 136
he had better give them 158
he had better give way 50
he had better have had 58
he had better have him 83
he had better have his 235
he had better have let 347
he had better have one 151
he had better have them 99
he had better hide his 58
he had better hold his 302
he had better hold them 43
he had better join them 58
he had better keep his 940
he had better keep off 40
he had better keep out 706
he had better keep that 46
he had better keep them 121
he had better keep this 42
he had better know his 56
he had better know how 63
he had better learn how 82
he had better learn them 59
he had better leave her 192
he had better leave him 94
he had better leave his 203
he had better leave off 121
he had better leave that 213
he had better leave them 185
he had better leave this 54
he had better look for 261
he had better look out 635
he had better luck and 48
he had better luck than 182
he had better luck with 328
he had better make all 60
he had better make for 54
he had better make his 438
he had better mend his 47
he had better mind his 423
he had better move his 117
he had better move out 41
he had better part with 79
he had better pray for 78
he had better rely for 75
he had better save his 110
he had better sell his 94
he had better sell out 61
he had better sell them 46
he had better send for 248
he had better send his 86
he had better send them 59
he had better show his 46
he had better speak out 166
he had better stay and 86
he had better stay out 292
he had better stay with 235
he had better stop and 70
he had better take all 40
he had better take her 177
he had better take him 69
he had better take his 533
he had better take off 57
he had better take them 245
he had better talk with 40
he had better tell her 130
he had better tell him 46
he had better tell his 135
he had better tell them 58
he had better turn his 207
he had better uses for 83
he had better vote for 84
he had better wait and 87
he had better wait for 199
he had bitten into her 72
he had bitten into his 43
he had bolted from his 66
he had bought along with 62
he had bought arms and 68
he had bought back his 45
he had bought during his 177
he had bought from her 139
he had bought from him 197
he had bought from his 580
he had bought from its 48
he had bought from one 226
he had bought from sir 72
he had bought from them 145
he had bought land and 97
he had bought land with 58
he had bought last year 85
he had bought less than 97
he had bought more than 176
he had bought only one 87
he had bought when they 40
he had bought years ago 351
he had breathed into his 54
he had breathed into them 94
he had breathed upon her 68
he had breathed upon him 48
he had breathed upon them 57
he had bright eyes and 70
he had broken away and 108
he had broken bread and 63
he had broken bread with 138
he had broken down all 73
he had broken down and 589
he had broken down her 69
he had broken down his 50
he had broken down with 121
he had broken faith with 555
he had broken from his 142
he had broken into her 186
he had broken into his 112
he had broken into this 47
he had broken more than 48
he had bumped into her 152
he had bumped into him 54
he had bumped into his 43
he had burned down his 49
he had burned more than 40
he had calais ready for 75
he had called away her 45
he had called from his 77
he had called home for 397
he had called into being 1029
he had called into his 155
he had called unto him 609
he had called upon all 96
he had called upon god 82
he had called upon her 376
he had called upon him 237
he had called upon his 447
he had called upon them 370
he had called upon you 51
he had calmed down and 580
he had caught cold and 125
he had caught during his 64
he had caught from her 68
he had caught from his 277
he had caught into his 57
he had caught more than 173
he had caught nothing but 59
he had caught only one 49
he had caused more than 48
he had changed during his 57
he had changed from being 131
he had changed from his 334
he had changed from one 46
he had changed into dry 52
he had changed into his 401
he had changed jobs and 51
he had changed more than 73
he had choked down his 48
he had chosen among them 108
he had chosen from all 43
he had chosen from his 83
he had chosen these two 53
he had chosen were not 46
he had chosen what was 40
he had claims upon him 53
he had cleared away all 57
he had cleared more than 44
he had clearly lost his 80
he had clearly seen that 325
he had closed down his 87
he had coaxed from her 50
he had cooled down and 94
he had coolly come out 57
he had copied from his 167
he had copied from one 53
he had copied into his 228
he had copies made and 47
he had created adam and 41
he had created during his 142
he had created from his 68
he had created more than 103
he had created what was 43
he had culled from his 130
he had deemed till then 160
he had denied having any 49
he had dipped into his 78
he had direct from his 101
he had draped over his 142
he had dreaded more than 108
he had dreaded most and 43
he had dreamed away his 56
he had dreamed during his 43
he had driven away all 65
he had driven away and 50
he had driven away his 96
he had driven away with 81
he had driven from him 75
he had driven from his 332
he had driven home his 63
he had driven into his 43
he had driven more than 59
he had driven some two 44
he had earlier been one 45
he had earlier been with 47
he had earlier dealt with 53
he had earlier done for 109
he had earlier done with 184
he had earlier made his 56
he had earlier said that 367
he had earlier told his 59
he had earlier used for 52
he had eleven sons and 99
he had engaged during his 41
he had enough cash for 42
he had enough food and 101
he had enough food for 88
he had enough fuel for 54
he had enough left for 89
he had enough poems for 52
he had enough room for 42
he had enough time and 103
he had enough time for 115
he had enough upon his 86
he had erased from his 60
he had failed more than 68
he had fallen among far 130
he had fallen among his 47
he had fallen back and 59
he had fallen back with 73
he had fallen down and 374
he had fallen down dead 79
he had fallen down had 96
he had fallen during his 53
he had fallen from all 48
he had fallen from his 1889
he had fallen from one 63
he had fallen from that 84
he had fallen hard for 77
he had fallen into and 64
he had fallen into any 194
he had fallen into bad 447
he had fallen into bed 152
he had fallen into her 116
he had fallen into his 580
he had fallen into ill 43
he had fallen into one 326
he had fallen into our 56
he had fallen into sin 181
he had fallen into that 997
he had fallen into this 361
he had fallen into was 82
he had fallen into with 74
he had fallen knew him 106
he had fallen more and 81
he had fallen more than 48
he had fallen over and 99
he had fallen over head 45
he had fallen over one 109
he had fallen sick and 125
he had fallen sick with 46
he had fallen upon her 42
he had fallen upon his 406
he had fallen upon one 46
he had fallen upon them 55
he had fallen very ill 85
he had fallen very low 76
he had family ties with 66
he had feasted only his 64
he had filled from his 60
he had filled more than 50
he had fished from his 56
he had fooled away his 61
he had forced from her 92
he had forced from him 53
he had forced from his 70
he had forced into his 88
he had forced open for 48
he had forced upon her 273
he had forced upon him 68
he had forced upon his 124
he had forced upon them 129
he had formed during his 554
he had formed from his 208
he had formed from its 57
he had formed upon his 91
he had formed were not 60
he had formed what was 42
he had fought down his 44
he had fought during his 100
he had fought hard and 133
he had fought hard for 247
he had fought hard with 52
he had fought more than 177
he had fought only for 55
he had fought tooth and 117
he had fought well and 151
he had gained among his 131
he had gained among them 80
he had gained during his 977
he had gained during that 46
he had gained fame and 40
he had gained fame for 41
he had gained from all 85
he had gained from being 41
he had gained from her 48
he had gained from him 63
he had gained from his 2206
he had gained from that 57
he had gained from them 165
he had gained from this 139
he had gained great and 53
he had gained into his 43
he had gained more than 369
he had gained nothing but 222
he had gained nothing for 55
he had gained over all 71
he had gained over her 226
he had gained over him 120
he had gained over his 607
he had gained over them 217
he had gained over this 51
he had gained what was 44
he had gleaned during his 88
he had gleaned from her 52
he had gleaned from his 711
he had gleaned from that 43
he had gleaned from them 49
he had gotten along with 112
he had gotten angry and 82
he had gotten away and 45
he had gotten away with 1342
he had gotten back his 43
he had gotten down and 42
he had gotten down off 74
he had gotten during his 59
he had gotten even with 75
he had gotten from her 121
he had gotten from his 687
he had gotten from one 65
he had gotten from them 40
he had gotten home and 42
he had gotten into and 47
he had gotten into bed 108
he had gotten into her 71
he had gotten into his 405
he had gotten into that 78
he had gotten into this 252
he had gotten into with 103
he had gotten just now 43
he had gotten lost and 96
he had gotten more than 219
he had gotten over her 59
he had gotten over his 506
he had gotten over that 170
he had gotten sick and 101
he had gotten there and 88
he had gotten very far 87
he had gotten word that 157
he had gulped down his 151
he had handed over all 133
he had handed over his 743
he had hardly been out 193
he had hardly been six 40
he had hardly ever had 66
he had hardly ever met 45
he had hardly gone out 48
he had hardly heard her 78
he had hardly left her 63
he had hardly left his 92
he had hardly made his 40
he had hardly more than 422
he had hardly paid any 40
he had hardly said this 85
he had hardly seen her 191
he had hardly seen his 45
he had hardly shut his 86
he had hardly time for 74
he had hauled down his 68
he had helped more than 56
he had helped plan and 50
he had hidden away and 54
he had hidden away for 62
he had hidden away his 40
he had hidden from all 44
he had hidden from her 190
he had hidden from his 165
he had hidden from them 54
he had hidden there and 65
he had hidden there for 61
he had hidden what was 50
he had higher aims than 57
he had higher rank than 40
he had hooked gave way 89
he had hunted down and 346
he had hunted live meat 86
he had indeed been for 42
he had indeed been her 59
he had indeed been led 51
he had indeed been one 50
he had indeed been too 112
he had indeed heard that 102
he had indeed lost his 137
he had indeed made his 104
he had indeed said that 176
he had indeed seen her 46
he had indeed told her 40
he had indeed used all 71
he had issued from his 123
he had issued more than 76
he had jammed into his 45
he had joined those who 55
he had jotted down and 52
he had jotted down for 68
he had jotted down his 185
he had judged best not 50
he had jumped bail and 54
he had jumped from his 117
he had jumped from one 43
he had jumped into his 113
he had jumped ship and 63
he had killed during his 214
he had killed five men 125
he had killed four men 124
he had killed many men 162
he had killed more men 128
he had killed more than 695
he had killed nine men 52
he had killed only one 128
he had killed other men 48
he had killed some one 248
he had killed three men 292
he had landed early that 81
he had landed from his 76
he had landed some men 60
he had lapsed into his 106
he had lately been doing 42
he had lately been ill 47
he had lately been out 57
he had lately been with 80
he had lately come out 49
he had lately heard that 48
he had lately held with 75
he had lately lost his 145
he had lately made his 81
he had lately made with 83
he had lately seen her 58
he had lately seen him 42
he had lately seen his 98
he had learned also that 229
he had learned during his 2403
he had learned during that 79
he had learned during this 44
he had learned early that 293
he had learned from all 97
he had learned from and 60
he had learned from being 54
he had learned from both 112
he had learned from each 77
he had learned from god 113
he had learned from her 853
he had learned from him 901
he had learned from his 15267
he had learned from long 266
he had learned from men 63
he had learned from old 204
he had learned from one 384
he had learned from our 65
he had learned from sam 61
he had learned from sir 118
he had learned from that 695
he had learned from them 1181
he had learned from this 409
he had learned from two 105
he had learned from you 69
he had learned into his 59
he had learned just how 116
he had learned many new 86
he had learned many things 572
he had learned more and 62
he had learned more than 626
he had learned much and 88
he had learned much that 239
he had learned nothing and 197
he had learned nothing but 141
he had learned nothing new 167
he had learned nothing that 128
he had learned only one 49
he had learned only that 173
he had learned only too 59
he had learned other things 45
he had learned over and 41
he had learned over his 54
he had learned some new 53
he had learned some things 221
he had learned there and 61
he had learned there that 89
he had learned there was 314
he had learned these things 109
he had learned three things 55
he had learned upon his 57
he had learned were not 57
he had learned what had 151
he had learned what his 82
he had learned what she 59
he had learned what was 293
he had learned years ago 653
he had levied upon its 58
he had lifted from his 100
he had lifted from its 56
he had little care for 123
he had little else but 44
he had little else than 60
he had little faith that 679
he had little feel for 56
he had little gift for 129
he had little heart for 316
he had little hope for 455
he had little hope that 2246
he had little left but 91
he had little left for 212
he had little less than 53
he had little liking for 678
he had little love for 837
he had little luck with 55
he had little mind for 48
he had little more than 1918
he had little need for 395
he had little rest day 43
he had little room for 245
he had little time and 285
he had little time for 7529
he had little time now 45
he had lodged during his 87
he had logged more than 109
he had looked away and 50
he had looked away with 48
he had looked back and 166
he had looked down and 109
he had looked down with 57
he had looked from his 78
he had looked into all 67
he had looked into for 55
he had looked into her 974
he had looked into his 302
he had looked into that 96
he had looked into them 138
he had looked into this 60
he had looked like that 285
he had looked like this 41
he had looked only for 89
he had looked over all 115
he had looked over and 69
he had looked over his 294
he had looked over our 49
he had looked these things 57
he had looked upon all 89
he had looked upon and 48
he had looked upon her 648
he had looked upon him 259
he had looked upon his 445
he had looked upon its 57
he had looked upon that 167
he had looked upon them 253
he had looked upon this 157
he had looked upon with 171
he had looked when she 393
he had looked when they 74
he had loosed from his 62
he had marked down for 123
he had merely been doing 49
he had merely been out 95
he had merely come out 121
he had merely done his 291
he had merely gone out 49
he had merely gone with 41
he had merely lost his 63
he had merely said that 779
he had merely sent for 47
he had merely told her 40
he had merely told him 60
he had merely used her 40
he had missed during his 263
he had missed from his 59
he had missed more than 105
he had missed only one 94
he had missed seeing her 116
he had missed seeing him 43
he had missed what was 52
he had mulled over for 49
he had mutely sate two 43
he had needed more than 40
he had neither arms nor 97
he had neither army nor 75
he had neither beard nor 71
he had neither birth nor 44
he had neither bread nor 87
he had neither breath nor 49
he had neither care nor 60
he had neither cash nor 52
he had neither coat nor 92
he had neither done nor 122
he had neither eaten nor 479
he had neither eyes nor 360
he had neither faith nor 79
he had neither fire nor 59
he had neither food nor 288
he had neither gold and 90
he had neither gold nor 74
he had neither hand nor 53
he had neither health nor 66
he had neither heard nor 401
he had neither heart nor 154
he had neither home nor 132
he had neither hope nor 51
he had neither land nor 68
he had neither life nor 167
he had neither liking nor 97
he had neither lost his 60
he had neither love nor 91
he had neither made nor 74
he had neither means nor 144
he had neither more nor 89
he had neither name nor 41
he had neither need nor 79
he had neither pain nor 50
he had neither part nor 354
he had neither pity nor 60
he had neither plan nor 58
he had neither rank nor 54
he had neither room for 80
he had neither said nor 157
he had neither seen him 45
he had neither seen nor 1973
he had neither shoes nor 69
he had neither sons nor 55
he had neither time nor 2352
he had neither truth nor 48
he had neither wealth nor 153
he had neither wife nor 961
he had neither will nor 106
he had neither wish nor 53
he had neither wood nor 47
he had neither word nor 68
he had neither work nor 45
he had openly said that 60
he had orders from his 930
he had orders from our 41
he had orders from you 77
he had packed into his 86
he had parted from her 1496
he had parted from him 367
he had parted from his 1246
he had parted from them 378
he had parted ways with 114
he had parted years ago 93
he had passed along his 45
he had passed among them 69
he had passed away and 183
he had passed away his 43
he had passed away that 121
he had passed during his 107
he had passed from being 54
he had passed from death 289
he had passed from earth 202
he had passed from her 194
he had passed from his 180
he had passed from one 263
he had passed from this 108
he had passed half his 73
he had passed here with 76
he had passed into his 102
he had passed into one 50
he had passed into that 181
he had passed more than 207
he had passed only two 41
he had passed over all 41
he had passed over and 69
he had passed over his 165
he had passed over that 83
he had passed over this 81
he had passed over with 50
he had passed some new 101
he had passed some two 56
he had passed upon her 42
he had passed upon him 80
he had passed upon his 60
he had passed upon them 90
he had peeped into this 60
he had picked from his 74
he had piercing eyes and 41
he had placed among his 40
he had placed among them 40
he had placed over her 42
he had placed over his 150
he had placed over them 83
he had placed there and 50
he had placed there for 181
he had placed there that 41
he had placed those who 43
he had placed upon her 177
he had placed upon him 104
he had placed upon his 294
he had placed upon them 123
he had played along with 87
he had played away all 75
he had played away his 48
he had played ball with 68
he had played during his 179
he had played fair with 59
he had played fast and 198
he had played golf with 143
he had played hide and 40
he had played into his 43
he had played more than 102
he had played only one 48
he had played over and 42
he had played upon her 121
he had played upon him 138
he had played upon his 136
he had played upon them 91
he had played well his 58
he had played when she 43
he had plunged into all 71
he had plunged into her 62
he had plunged into his 188
he had plunged into its 50
he had poured down his 77
he had poured forth all 50
he had poured forth his 219
he had poured into her 150
he had poured into his 236
he had prayed there was 54
he had proved also that 43
he had proved from his 65
he had proved more than 86
he had proved over and 44
he had proved there was 44
he had proved time and 45
he had pulled away and 45
he had pulled down and 54
he had pulled down his 108
he had pulled down one 67
he had pulled from her 46
he had pulled from his 838
he had pulled over and 50
he had pulled over his 209
he had pushed away all 80
he had pushed away his 93
he had pushed back his 202
he had pushed from his 53
he had pushed hard for 65
he had pushed into his 63
he had pushed past her 45
he had quoted from his 40
he had raised among his 65
he had raised from his 107
he had raised into this 79
he had raised more than 193
he had raised upon his 40
he had raised were not 51
he had rarely been out 55
he had rarely seen her 114
he had rarely seen his 61
he had reached down and 125
he had reached during his 70
he had reached from his 44
he had reached home and 188
he had reached home with 68
he had reached india and 84
he had reached into her 48
he had reached into his 221
he had reached more than 43
he had reached over and 181
he had reached these that 47
he had reached what was 74
he had reacted when she 42
he had reasons other than 53
he had relied upon for 71
he had relied upon her 59
he had relied upon his 164
he had rented from his 51
he had rested from all 2094
he had rested from his 266
he had ridden away and 71
he had ridden away with 81
he had ridden down and 48
he had ridden fast and 45
he had ridden from his 41
he had ridden hard and 79
he had ridden more than 397
he had ridden past her 68
he had rights over her 57
he had risked life and 147
he had risked more than 48
he had robbed those old 58
he had rolled onto his 45
he had rolled over and 205
he had roused from his 41
he had rushed from his 55
he had rushed into his 123
he had sailed along that 77
he had sailed away with 66
he had sailed from new 409
he had sailed more than 146
he had scaled down his 43
he had scored more than 53
he had seemed more than 70
he had seemed when one 47
he had seemed when she 89
he had seized from his 48
he had seized more than 40
he had seized upon and 52
he had seized upon his 72
he had seized upon one 53
he had seized upon that 94
he had seized upon this 153
he had seldom been out 47
he had seldom felt for 54
he had seldom less than 41
he had seldom seen any 53
he had seldom seen but 71
he had seldom seen her 119
he had seldom seen him 106
he had sensed there was 58
he had sensed what was 75
he had served during his 103
he had served from his 88
he had served half his 116
he had served less than 184
he had served more than 356
he had served only one 297
he had served only six 56
he had served only too 50
he had served only two 118
he had served there for 119
he had served time for 211
he had served well and 90
he had severe pain and 44
he had shaken from his 65
he had shared among them 54
he had shared during his 40
he had shared nothing with 54
he had shared only with 64
he had shoved into his 93
he had shrunk from all 75
he had shrunk from doing 55
he had shrunk from her 60
he had shrunk from his 60
he had signed away his 255
he had signed into law 297
he had signed over his 61
he had simply been doing 52
he had simply been one 51
he had simply been too 179
he had simply been using 44
he had simply done his 193
he had simply gone off 98
he had simply gone out 114
he had simply left her 42
he had simply left his 47
he had simply lost his 222
he had simply meant that 87
he had simply said that 620
he had simply told her 81
he had sinned away his 48
he had sinned more than 50
he had slowed down and 65
he had slowly made his 43
he had smiled when they 75
he had smoked more than 40
he had someone else with 58
he had someone other than 40
he had something else for 90
he had something else going 84
he had something else that 275
he had something kind and 102
he had something less than 87
he had something like real 57
he had something like that 98
he had something like this 104
he had something like two 130
he had something more than 695
he had something other than 175
he had something upon his 83
he had something wrong with 526
he had sought from his 90
he had sought help for 55
he had sought only his 50
he had spoken during his 62
he had spoken from his 200
he had spoken like that 156
he had spoken like this 56
he had spoken many things 98
he had spoken more than 254
he had spoken nothing but 286
he had spoken only for 63
he had spoken only his 49
he had spoken there was 179
he had spoken these and 73
he had spoken these things 1787
he had spoken unto him 191
he had spoken unto them 264
he had spoken well and 76
he had spoken were not 46
he had spoken what was 52
he had staked there for 49
he had stared into her 53
he had stated more than 59
he had stated what was 96
he had stayed among them 59
he had stayed away and 42
he had stayed away for 183
he had stayed away too 79
he had stayed during his 170
he had stayed home and 166
he had stayed home for 48
he had stayed home that 105
he had stayed home with 60
