he act itself does not 46
he had always put off 76
he had always read and 41
he had always read that 42
he had always set for 42
he had always set his 176
he had always set that 86
he had always with him 344
he had amazed them for 60
he had amazed them with 109
he had amused them with 61
he had another idea and 44
he had another idea for 60
he had another job for 109
he had another long and 95
he had another man with 85
he had another one and 53
he had another one for 43
he had another son and 61
he had another son who 64
he had another use for 85
he had another war with 53
he had anyone with him 50
he had argued and won 53
he had argued long and 42
he had argued that all 77
he had argued that his 97
he had argued that one 44
he had argued that they 64
he had argued that this 80
he had argued with all 62
he had argued with her 273
he had argued with him 46
he had argued with his 285
he had argued with them 71
he had around him and 91
he had atoned for all 46
he had atoned for his 343
he had atoned for this 59
he had avenged his son 51
he had backed his car 52
he had backed with his 41
he had bailed out and 49
he had become all but 69
he had become all things 52
he had become all too 121
he had become and how 134
he had become and that 44
he had become deaf and 57
he had become far too 125
he had become fat and 64
he had become for her 92
he had become for his 43
he had become for them 54
he had become his old 57
he had become his own 700
he had become ill and 234
he had become ill with 136
he had become old and 437
he had become one with 497
he had become sad and 44
he had become thin and 116
he had become too big 84
he had become too ill 127
he had become too old 362
he had become too weak 274
he had become weak and 139
he had become with her 43
he had become with his 110
he had become with that 73
he had before and was 64
he had before him all 104
he had before him and 230
he had before him but 56
he had before him death 105
he had before him did 41
he had before him for 136
he had before him his 134
he had before him not 360
he had before him now 54
he had before him one 453
he had before him that 222
he had before him this 81
he had before him two 205
he had before him was 705
he had before him with 47
he had before his death 299
he had before his eye 43
he had before met with 184
he had begged for his 105
he had begged her for 95
he had begged her not 308
he had begged him not 46
he had begged them not 42
he had beheld with his 67
he had behind him all 117
he had behind him his 62
he had behind him not 88
he had behind him two 45
he had better ask for 110
he had better ask his 89
he had better bring his 110
he had better cut his 42
he had better deal with 61
he had better die than 45
he had better end with 71
he had better get going 94
he had better get her 51
he had better get his 476
he had better get off 349
he had better get out 1892
he had better get rid 279
he had better get that 112
he had better get them 76
he had better get tom 90
he had better head for 61
he had better let her 127
he had better let him 164
he had better let his 122
he had better let them 186
he had better not act 79
he had better not ask 282
he had better not bring 61
he had better not get 176
he had better not let 217
he had better not pay 50
he had better not put 171
he had better not read 61
he had better not run 49
he had better not say 482
he had better not see 136
he had better not set 41
he had better not try 850
he had better not use 77
he had better pay for 64
he had better pay his 59
he had better put his 247
he had better run for 81
he had better say his 72
he had better say that 42
he had better see him 51
he had better see his 80
he had better see one 52
he had better see that 48
he had better set out 48
he had better sit and 45
he had better tear his 43
he had better than that 103
he had better try and 131
he had better try for 40
he had better try his 78
he had better use for 73
he had better use his 62
he had bidden all his 42
he had bitten his lip 134
he had bitten off his 113
he had blamed her for 199
he had blamed him for 49
he had blamed them for 41
he had bought all his 102
he had bought and had 79
he had bought and put 60
he had bought and read 121
he had bought and then 74
he had bought and was 121
he had bought for her 3578
he had bought for him 371
he had bought for his 2401
he had bought for its 41
he had bought for one 116
he had bought for six 45
he had bought for ten 99
he had bought for that 153
he had bought for them 479
he had bought for this 124
he had bought for two 129
he had bought her and 201
he had bought her for 385
he had bought her that 212
he had bought her two 53
he had bought her with 142
he had bought him for 99
he had bought him out 40
he had bought his car 45
he had bought his new 51
he had bought his own 319
he had bought his seat 83
he had bought his way 193
he had bought long ago 122
he had bought not long 50
he had bought one for 113
he had bought out all 52
he had bought out his 252
he had bought that day 433
he had bought them all 88
he had bought them and 138
he had bought them for 470
he had bought them with 121
he had bought was not 78
he had bought with his 1381
he had breathed his own 114
he had breathed out his 59
he had bribed him with 56
he had bribed his way 101
he had broken all his 288
he had broken any law 64
he had broken both his 82
he had broken her arm 65
he had broken his arm 765
he had broken his hip 125
he had broken his jaw 42
he had broken his leg 1842
he had broken his long 62
he had broken his oath 480
he had broken his own 466
he had broken his vow 374
he had broken off all 392
he had broken off and 73
he had broken off his 760
he had broken off one 51
he had broken off with 362
he had broken out and 52
he had broken out with 67
he had broken them all 90
he had broken them off 43
he had broken things off 97
he had broken with all 107
he had broken with her 235
he had broken with him 120
he had broken with his 1009
he had broken with that 44
he had broken with them 279
he had bumped his head 273
he had buried all his 101
he had buried his dead 73
he had buried his head 155
he had buried his own 94
he had buried his son 72
he had buried long ago 263
he had buried them both 351
he had buried with her 86
he had buried with his 65
he had burned all his 212
he had burned his own 82
he had burned out his 42
he had burned them all 57
he had called all his 196
he had called and had 45
he had called and she 43
he had called for and 57
he had called for any 66
he had called for had 46
he had called for her 293
he had called for him 79
he had called for his 312
he had called for that 78
he had called for them 68
he had called for was 56
he had called god and 54
he had called her and 273
he had called her for 69
he had called her his 454
he had called her out 117
he had called her that 818
he had called her with 43
he had called him and 46
he had called him out 45
he had called him that 42
he had called his men 66
he had called his new 41
he had called his old 50
he had called his own 404
he had called his see 91
he had called his son 160
he had called off his 71
he had called out and 59
he had called out for 161
he had called out her 55
he had called out his 157
he had called out that 131
he had called that day 45
he had called them all 136
he had called them and 56
he had called them his 56
he had called them out 53
he had called with his 58
he had camped with his 47
he had cancer and had 84
he had cancer and that 265
he had cancer and was 183
he had carved for her 122
he had carved his own 61
he had carved his way 51
he had carved out for 553
he had carved out his 153
he had carved out with 40
he had carved with his 161
he had caught and put 55
he had caught and was 112
he had caught but one 47
he had caught for his 50
he had caught her and 184
he had caught her arm 62
he had caught her doing 53
he had caught her eye 250
he had caught her off 358
he had caught her out 367
he had caught her red 49
he had caught her with 175
he had caught him out 76
he had caught his death 55
he had caught his man 60
he had caught his own 52
he had caught that day 153
he had caught them all 52
he had caught them and 63
he had caught them with 84
he had caught with his 219
he had caused all his 85
he had caused all this 45
he had caused and was 64
he had caused any that 41
he had caused her and 231
he had caused her death 196
he had caused her was 44
he had caused him and 51
he had caused his death 148
he had caused his men 90
he had caused his own 347
he had caused his son 348
he had caused them all 51
he had caused them both 61
he had caused with his 103
he had changed all his 99
he had changed all that 149
he had changed and had 46
he had changed and how 44
he had changed and that 185
he had changed and was 157
he had changed his job 121
he had changed his own 311
he had changed his seat 75
he had changed his sex 44
he had changed his way 104
he had changed his wet 49
he had chased her and 40
he had chased them far 76
he had chased them out 100
he had cheated her out 89
he had cheated him out 51
he had cheated them out 78
he had chided her for 46
he had chosen and had 69
he had chosen and his 66
he had chosen and that 99
he had chosen and was 86
he had chosen and who 43
he had chosen did not 113
he had chosen for her 1449
he had chosen for him 269
he had chosen for his 8488
he had chosen for its 127
he had chosen for our 105
he had chosen for that 250
he had chosen for them 380
he had chosen for this 445
he had chosen her and 82
he had chosen her for 298
he had chosen her out 43
he had chosen him for 124
he had chosen his men 50
he had chosen his new 64
he had chosen his own 507
he had chosen his path 120
he had chosen his seat 67
he had chosen his way 59
he had chosen long ago 166
he had chosen one who 64
he had chosen that day 69
he had chosen them and 68
he had chosen them for 153
he had chosen them out 109
he had chosen this day 46
he had chosen this one 100
he had chosen this path 73
he had chosen this way 149
he had chosen was his 41
he had chosen was not 311
he had chosen was one 132
he had chosen was that 144
he had chosen was too 55
he had clawed his way 234
he had cleaned for and 71
he had cleaned out all 41
he had cleaned out his 149
he had cleaned them out 49
he had cleared his own 94
he had cleared his way 74
he had cleared off all 148
he had cleared off his 112
he had cleared out all 42
he had cleared out his 62
he had cleared with his 46
he had clearly for too 74
he had clearly not read 52
he had clearly not yet 43
he had closed both his 42
he had closed his ears 147
he had closed his own 56
he had closed one eye 40
he had closed out his 88
he had cocked his head 69
he had coerced his own 103
he had coined for his 44
he had combed his long 54
he had cooked for her 70
he had cooked for his 41
he had cooked for them 41
he had cooked his own 47
he had cooled off and 63
he had copied for her 44
he had copied for his 71
he had copied out and 45
he had copied out for 178
he had copied out his 48
he had copied out with 52
he had copied that and 44
he had copied them out 44
he had copied with his 81
he had craved all his 64
he had created all things 179
he had created and had 59
he had created and led 127
he had created and saw 56
he had created and that 178
he had created and then 84
he had created and was 164
he had created and who 41
he had created did not 62
he had created for her 396
he had created for him 54
he had created for his 687
he had created for them 325
he had created for this 59
he had created his own 811
he had created them and 43
he had created was not 120
he had created with his 444
he had culled for her 51
he had cursed god and 50
he had cursed her and 41
he had cursed her for 53
he had danced and sung 41
he had danced his way 63
he had danced with and 52
he had danced with her 919
he had danced with his 61
he had danced with them 64
he had dashed his head 47
he had dashed off his 44
he had decked her out 224
he had deemed his own 43
he had denied all his 53
he had denied his god 86
he had denied his own 109
he had denied that any 48
he had dinner with her 129
he had dinner with him 55
he had dinner with his 335
he had dinner with them 110
he had dipped his head 101
he had dipped his pen 200
he had doffed his hat 50
he had donned for his 57
he had doubts that his 83
he had draped his arm 41
he had dreaded all his 77
he had dreaded death not 70
he had dreamed all his 168
he had dreamed all this 57
he had dreamed and for 50
he had dreamed for them 44
he had dreamed that his 275
he had dreamed that one 58
he had dreamed that she 86
he had dreamed that they 57
he had driven her out 396
he had driven him off 82
he had driven him out 456
he had driven his car 365
he had driven his cow 134
he had driven his men 55
he had driven his own 141
he had driven his son 45
he had driven off and 50
he had driven off that 40
he had driven off with 115
he had driven out all 53
he had driven out his 75
he had driven out with 65
he had driven them all 89
he had driven them off 198
he had driven them out 804
he had driven with her 59
he had driven with his 112
he had ducked his head 76
he had dumped her for 47
he had earlier that day 371
he had earlier that year 62
he had eloped with her 89
he had eloped with his 71
he had engaged for her 133
he had engaged for his 124
he had engaged for that 76
he had engaged for them 56
he had engaged her for 115
he had engaged his own 75
he had engaged with his 81
he had enough for all 101
he had enough for both 79
he had enough for his 436
he had enough for one 87
he had enough for two 98
he had enough men and 104
he had envied him his 96
he had evaded his foes 42
he had failed and for 105
he had failed and had 104
he had failed and his 60
he had failed and that 393
he had failed and was 168
he had failed her and 108
he had failed his own 79
he had failed his son 106
he had failed them all 51
he had failed thus far 41
he had failed with her 52
he had failed with his 198
he had fairly got out 50
he had fairly won his 97
he had fairly won them 56
he had fallen and cut 72
he had fallen and for 107
he had fallen and had 101
he had fallen and his 60
he had fallen and hit 163
he had fallen and that 45
he had fallen and was 190
he had fallen for her 451
he had fallen for his 70
he had fallen for this 48
he had fallen ill and 501
he had fallen ill with 288
he had fallen off and 51
he had fallen off his 712
he had fallen out and 47
he had fallen out with 2272
he had fallen too far 78
he had fallen too low 46
he had fallen was but 47
he had fallen with her 64
he had fallen with his 425
he had farmed all his 58
he had farmed out his 54
he had fasted for two 175
he had feelings for her 590
he had fenced with new 90
he had filled all his 64
he had filled for her 52
he had filled her with 157
he had filled his cup 52
he had filled his head 45
he had filled his own 200
he had filled out and 153
he had filled out for 58
he had filled out his 100
he had filled them with 296
he had filled with his 332
he had filled with them 58
he had firmly set his 55
he had fitted out and 102
he had fitted out for 106
he had fitted out his 132
he had fitted out two 86
he had fitted out with 81
he had fooled them all 225
he had fooled them and 74
he had forced his own 74
he had forced his son 83
he had forced his way 2100
he had forged both easy 73
he had forged his own 74
he had forged his way 64
he had forged with his 55
he had formed all his 56
he had formed and led 84
he had formed and was 40
he had formed any idea 72
he had formed for her 146
he had formed for him 128
he had formed for his 560
he had formed for its 74
he had formed for that 99
he had formed his men 111
he had formed his new 44
he had formed his own 1565
he had formed long ago 89
he had formed them for 69
he had formed was not 40
he had formed with her 84
he had formed with him 43
he had formed with his 247
he had formed with that 174
he had formed with them 158
he had formed with this 51
he had formed with two 42
he had fought all day 63
he had fought all his 672
he had fought and for 42
he had fought and had 248
he had fought and was 40
he had fought and won 1691
he had fought day and 46
he had fought for all 174
he had fought for and 478
he had fought for had 83
he had fought for her 345
he had fought for him 56
he had fought for his 1150
he had fought for its 40
he had fought for that 89
he had fought for them 221
he had fought for two 71
he had fought for was 155
he had fought his own 216
he had fought his way 3341
he had fought long and 139
he had fought out his 40
he had fought them all 49
he had fought them off 97
he had fought too long 41
he had fought with all 187
he had fought with and 154
he had fought with did 84
he had fought with her 157
he had fought with him 221
he had fought with his 558
he had fought with one 50
he had fought with that 47
he had fought with them 270
he had fought with two 94
he had fouled his own 42
he had framed and hung 134
he had framed for his 81
he had fucked her and 41
he had gained all for 55
he had gained all his 125
he had gained all that 350
he had gained and his 49
he had gained and that 41
he had gained did not 52
he had gained for his 378
he had gained for them 135
he had gained her with 117
he had gained his end 1111
he had gained his own 258
he had gained his seat 41
he had gained that day 45
he had gained them all 40
he had gained was not 97
he had gained was that 111
he had gained with his 261
he had genius for all 48
he had gifted her with 67
he had gotten all his 111
he had gotten all that 249
he had gotten all things 71
he had gotten for her 92
he had gotten for his 491
he had gotten her out 148
he had gotten her with 75
he had gotten his death 182
he had gotten his ill 136
he had gotten his job 95
he had gotten his leg 57
he had gotten his own 139
he had gotten his way 209
he had gotten off easy 62
he had gotten off his 59
he had gotten one for 46
he had gotten out and 100
he had gotten out his 79
he had gotten that cup 49
he had gotten that far 156
he had gotten that way 59
he had gotten them all 107
he had gotten them out 43
he had gotten this far 361
he had gotten too big 60
he had gotten too far 59
he had gotten too old 42
he had graced with his 50
he had greatly set his 46
he had groped his way 599
he had hacked his way 84
he had hailed with joy 66
he had halted his men 64
he had handed her his 59
he had handed his old 85
he had hardly got his 90
he had hardly got out 112
he had hardly got rid 43
he had hardly had any 97
he had hardly put his 78
he had hardly set out 67
he had hauled him out 166
he had heeded his own 48
he had helped and who 55
he had helped her and 112
he had helped her get 128
he had helped her out 502
he had helped her with 337
he had helped him out 40
he had helped him with 114
he had helped his own 46
he had helped his son 140
he had helped out with 47
he had helped pay for 53
he had helped them get 44
he had helped them out 66
he had helped them with 65
he had helped with his 96
he had hidden all his 52
he had hidden his car 59
he had hidden his gun 103
he had hidden his old 40
he had hidden his own 98
he had hidden his real 41
he had hidden them and 44
he had hinted that she 55
he had hugged her and 55
he had hunted all his 45
he had hunted with his 82
he had hunted with them 55
he had imbued them with 53
he had imbued with his 49
he had inched his way 88
he had indeed met with 61
he had issued his own 54
he had jerked his head 85
he had jilted her for 45
he had joined and then 46
he had joined her and 75
he had joined his new 42
he had joined his old 53
he had joined them and 100
he had joined them for 56
he had joined with her 43
he had joined with him 47
he had joined with his 226
he had joined with them 74
he had judged his man 50
he had jumped off his 64
he had jumped out and 50
he had kicked her out 274
he had kicked off his 310
he had kicked them off 83
he had killed all his 159
he had killed and had 76
he had killed and his 46
he had killed and was 63
he had killed any one 53
he had killed both his 50
he had killed but one 43
he had killed for her 52
he had killed for his 83
he had killed her and 275
he had killed her for 61
he had killed her son 99
he had killed her with 140
he had killed him and 209
he had killed him with 158
he had killed his man 809
he had killed his old 58
he had killed his own 1059
he had killed his son 722
he had killed his two 266
he had killed off all 207
he had killed one and 86
he had killed one dog 41
he had killed one man 203
he had killed six men 90
he had killed ten men 80
he had killed that day 142
he had killed that man 86
he had killed them all 1795
he had killed them and 183
he had killed them both 150
he had killed them with 75
he had killed this man 98
he had killed two men 535
he had killed was his 69
he had killed was not 91
he had killed was one 40
he had killed with his 1195
he had kissed her and 1392
he had kissed her for 298
he had kissed her had 50
he had kissed her lying 46
he had kissed her one 42
he had kissed her she 143
he had kissed her that 573
he had kissed her then 55
he had kissed her was 64
he had kissed her with 283
he had kissed not her 61
he had lacked all his 50
he had landed all his 125
he had landed and had 41
he had landed and was 130
he had landed his men 85
he had landed with his 163
he had lashed out with 50
he had lashed with his 100
he had lasted that long 40
he had lasted this long 85
he had lately got out 106
he had lately had for 53
he had lately had with 288
he had lately met with 328
he had lately with his 164
he had learned all his 280
he had learned all that 2544
he had learned all they 76
he had learned all this 179
he had learned all too 59
he had learned and all 49
he had learned and had 69
he had learned and his 61
he had learned and how 127
he had learned and read 92
he had learned and then 81
he had learned and was 123
he had learned did not 56
he had learned for his 42
he had learned her sad 75
he had learned his art 322
he had learned his job 102
he had learned his new 60
he had learned his own 160
he had learned his way 112
he had learned how and 41
he had learned how easy 48
he had learned how far 109
he had learned how not 41
he had learned long ago 3280
he had learned now that 133
he had learned she had 129
he had learned she was 217
he had learned that all 356
he had learned that art 44
he had learned that both 66
he had learned that day 581
he had learned that for 92
he had learned that god 226
he had learned that her 144
he had learned that his 2137
he had learned that long 42
he had learned that man 60
he had learned that men 95
he had learned that not 70
he had learned that one 806
he had learned that she 942
he had learned that that 109
he had learned that they 610
he had learned that this 464
he had learned that two 230
he had learned that was 63
he had learned that with 45
he had learned that you 149
he had learned them all 116
he had learned them and 43
he had learned this art 47
he had learned this way 67
he had learned thus far 129
he had learned two things 116
he had learned was not 121
he had learned was that 1112
he had learned who she 42
he had learned with his 263
he had lifted her and 66
he had lifted her off 136
he had lifted her out 318
he had lifted his arm 46
he had lifted his hat 308
he had lifted his head 421
he had lingered too long 547
he had linked his own 45
he had little but his 62
he had little fear for 53
he had little fear that 295
he had little idea how 321
he had little idea that 486
he had little that was 145
he had little use and 42
he had little use for 4314
he had little wit and 43
he had loaded her with 71
he had loaded him with 72
he had loaded his gun 154
he had loaded them and 98
he had loaded them with 140
he had loaded with his 47
he had loaned his car 60
he had locked her out 194
he had lodged with him 94
he had lodged with his 52
he had looked for aid 57
he had looked for all 99
he had looked for and 237
he had looked for god 41
he had looked for her 354
he had looked for him 132
he had looked for his 159
he had looked for one 80
he had looked for that 92
he had looked for them 191
he had looked for this 60
he had looked for was 80
he had looked long and 140
he had looked out and 82
he had looked out for 229
he had looked out his 53
he had looked that day 344
he had looked that way 77
he had looked too long 158
he had looked with his 68
he had mapped out and 44
he had mapped out for 1505
he had mapped out his 167
he had mapped out this 59
he had marked but one 56
he had marked for her 52
he had marked for his 274
he had marked for them 69
he had marked her for 48
he had marked his man 61
he had marked out and 78
he had marked out for 5634
he had marked out his 114
he had marked out with 75
he had marked them for 56
he had marked with his 105
he had merely put his 43
he had merely read all 64
he had merged his own 95
he had minded his own 104
he had missed all his 94
he had missed all this 43
he had missed being with 46
he had missed her all 56
he had missed her and 306
he had missed her too 48
he had missed him and 60
he had missed his aim 597
he had missed his bus 45
he had missed his cue 92
he had missed his man 62
he had missed his own 105
he had missed his real 60
he had missed his son 41
he had missed his way 668
he had missed one day 41
he had missed them all 89
he had missed with his 145
he had mutely sat two 129
he had needed all his 112
he had needed for his 48
he had neither art nor 92
he had neither ate nor 40
he had neither bed nor 133
he had neither cup nor 50
he had neither eye nor 49
he had neither fear nor 91
he had neither gun nor 87
he had neither hat nor 83
he had neither head nor 222
he had neither kith nor 85
he had neither law nor 68
he had neither men nor 341
he had neither met nor 69
he had neither read nor 269
he had neither son nor 738
he had neither wit nor 84
he had neither won nor 46
he had nobody with him 84
he had nodded his head 159
he had notice that they 65
he had obeyed her and 60
he had obeyed his own 104
he had opened and read 501
he had opened for her 223
he had opened for his 57
he had opened for them 139
he had opened his big 73
he had opened his ears 118
he had opened his own 532
he had opened his way 100
he had opened his wings 155
he had opened one eye 44
he had opened them and 41
he had opened with his 135
he had orders for his 57
he had packed all his 80
he had packed for his 113
he had packed her off 117
he had packed his bag 123
he had packed his few 70
he had packed his kit 40
he had packed his new 45
he had packed his own 48
he had packed his things 108
he had packed with his 67
he had paired off with 76
he had papers with him 47
he had parked his car 1763
he had parked his own 66
he had parked his van 40
he had parted with all 468
he had parted with any 44
he had parted with for 67
he had parted with her 317
he had parted with him 158
he had parted with his 1871
he had parted with one 78
he had parted with that 60
he had parted with them 237
he had passed all his 784
he had passed and then 43
he had passed and was 109
he had passed but two 50
he had passed had not 66
he had passed her and 112
he had passed his arm 236
he had passed his bar 94
he had passed his law 60
he had passed his own 132
he had passed his peak 97
he had passed one day 123
he had passed out and 233
he had passed out with 64
he had passed that day 91
he had passed that way 652
he had passed them all 68
he had passed them with 56
he had passed this way 368
he had passed with her 157
he had passed with his 231
he had passed with them 118
he had paused and was 47
he had peeled off his 91
he had peopled them with 102
he had picked for her 247
he had picked for his 185
he had picked her out 476
he had picked him out 121
he had picked his own 58
he had picked his way 161
he had picked out all 61
he had picked out and 284
he had picked out for 697
he had picked out his 142
he had picked out that 57
he had picked out this 54
he had picked out was 79
he had picked them out 284
he had picked with his 49
he had pinned all his 180
he had placed all his 689
he had placed for her 200
he had placed for his 163
he had placed her and 57
he had placed his arm 70
he had placed his bed 53
he had placed his bet 46
he had placed his gun 46
he had placed his hat 57
he had placed his head 123
he had placed his men 131
he had placed his old 41
he had placed his own 534
he had placed his son 342
he had placed his two 46
he had placed near him 45
he had placed near his 57
he had placed near its 166
he had placed them all 58
he had placed them and 47
he had placed them for 71
he had placed with his 61
he had played all his 207
he had played and sung 218
he had played and was 44
he had played for her 162
he had played for his 99
he had played for that 46
he had played for them 72
he had played for two 45
he had played his own 175
he had played out his 279
he had played too long 48
he had played with all 105
he had played with and 188
he had played with for 94
he had played with her 451
he had played with him 129
he had played with his 625
he had played with that 219
he had played with them 269
he had pleaded for her 61
he had pleaded for his 78
he had pleaded his not 42
he had pleaded his own 51
he had pleaded with god 81
he had pleaded with her 452
he had pleaded with his 242
he had pleaded with them 84
he had plunged his head 41
he had plunged with his 74
he had popped his head 71
he had posted his men 102
he had poured all his 176
he had poured all that 48
he had poured for her 197
he had poured out all 275
he had poured out for 318
he had poured out his 1498
he had poured out ten 51
he had prayed for all 76
he had prayed for and 93
he had prayed for death 48
he had prayed for god 50
he had prayed for had 53
he had prayed for her 199
he had prayed for him 258
he had prayed for his 422
he had prayed for them 176
he had prayed for this 103
he had prayed for was 98
he had prayed long and 86
he had prayed that god 172
he had prayed that his 148
he had prayed that she 62
he had prayed that they 52
he had prayed with her 49
he had prayed with his 43
he had prayed with them 59
he had proved all this 43
he had proved his own 101
he had proved that all 85
he had proved that his 203
he had proved that they 96
he had proved that this 91
he had proved that you 46
he had proven that his 43
he had pulled her out 332
he had pulled him out 149
he had pulled his car 44
he had pulled his gun 59
he had pulled his hat 78
he had pulled his own 72
he had pulled off and 58
he had pulled off her 64
he had pulled off his 617
he had pulled off one 97
he had pulled out all 202
he had pulled out and 79
he had pulled out for 67
he had pulled out his 454
he had pulled that off 41
he had pulled them off 99
he had pulled them out 296
he had pushed her off 128
he had pushed her out 207
he had pushed her too 227
he had pushed his own 116
he had pushed his way 768
he had pushed too far 194
he had raised and was 46
he had raised for his 135
he had raised for that 42
he had raised her and 40
he had raised his arm 218
he had raised his gun 66
