ha done your heart good 95
he knew there were many 1072
he knew there were more 592
he knew there were none 126
he knew there were only 419
he knew there were other 445
he knew there were some 571
he knew there were such 107
he knew there were tears 42
he knew there were those 165
he knew there were three 95
he knew there were very 40
he knew very much more 68
he knew very well from 220
he knew very well there 267
he knew very well were 96
he knew very well what 4367
he knew very well when 100
he knew very well whom 55
he knew well from having 70
he knew well there were 42
he knew well what kind 44
he knew what came next 226
he knew what evil fate 93
he knew what lions were 41
he knew what love meant 161
he knew what must have 91
he knew what work meant 40
he laid down flat among 86
he laid down have been 75
he lain down when gray 57
he lays line upon line 144
he left also four sons 67
he left salt lake city 163
he lets those boys ride 57
he lies down upon some 52
he look down upon these 123
he made during these years 165
he made during those years 50
he made many more such 67
he made must have been 129
he made some very fine 57
he made some very good 111
he made steal into their 83
he made such good time 46
he made sure there were 207
he made very good broth 134
he made what must have 105
he meant very much what 43
he must also have been 3222
he must also have come 63
he must also have done 62
he must also have faith 45
he must also have felt 404
he must also have good 42
he must also have heard 144
he must also have made 129
he must also have seen 369
he must also have some 340
he must also have sown 41
he must also have such 44
he must also have told 94
he must also have used 64
he must also know what 383
he must also know when 120
he must also make sure 176
he must also take care 528
he must also take into 394
he must also take upon 44
he must break away from 356
he must break your hold 96
he must come back here 70
he must come down from 121
he must come down into 48
he must come forth from 44
he must come from some 49
he must come some time 56
he must else have made 54
he must even take what 42
he must ever have been 47
he must fall back into 68
he must fall back upon 328
he must fall into line 59
he must feel more like 53
he must find other means 72
he must find other ways 75
he must find some kind 53
he must find some means 816
he must find some other 746
he must find some sort 71
he must have also been 256
he must have also felt 40
he must have been able 2167
he must have been acting 288
he must have been aged 49
he must have been aiming 50
he must have been akin 73
he must have been also 155
he must have been among 535
he must have been angry 148
he must have been asking 161
he must have been away 207
he must have been awed 41
he must have been back 237
he must have been best 220
he must have been born 6029
he must have been bred 88
he must have been busy 302
he must have been cast 57
he must have been clean 47
he must have been cold 84
he must have been coming 174
he must have been crying 138
he must have been dealing 82
he must have been deep 101
he must have been down 133
he must have been dozing 88
he must have been dull 92
he must have been duly 41
he must have been during 94
he must have been eager 144
he must have been early 425
he must have been earning 53
he must have been even 480
he must have been facing 58
he must have been fast 45
he must have been five 303
he must have been flung 73
he must have been flying 96
he must have been fond 151
he must have been four 203
he must have been free 146
he must have been from 584
he must have been full 158
he must have been giving 134
he must have been glad 747
he must have been gone 186
he must have been good 472
he must have been great 134
he must have been half 576
he must have been hanging 63
he must have been hard 848
he must have been having 363
he must have been heard 150
he must have been hearing 129
he must have been held 334
he must have been here 590
he must have been hiding 258
he must have been high 62
he must have been home 78
he must have been hoping 145
he must have been hurt 933
he must have been into 46
he must have been joking 189
he must have been just 539
he must have been kept 253
he must have been kind 40
he must have been last 44
he must have been late 47
he must have been leading 87
he must have been leaning 43
he must have been left 802
he must have been less 688
he must have been like 1758
he must have been living 682
he must have been longing 79
he must have been lost 421
he must have been made 648
he must have been making 558
he must have been many 101
he must have been more 4652
he must have been most 928
he must have been moving 97
he must have been much 2652
he must have been nearing 67
he must have been nice 41
he must have been nine 97
he must have been nothing 52
he must have been once 243
he must have been only 922
he must have been over 1736
he must have been paid 193
he must have been part 269
he must have been past 323
he must have been paying 147
he must have been poor 49
he must have been reading 603
he must have been ready 275
he must have been rich 129
he must have been riding 115
he must have been saving 129
he must have been saying 291
he must have been seeing 250
he must have been seen 448
he must have been self 113
he must have been sent 690
he must have been shot 392
he must have been sick 272
he must have been some 869
he must have been soon 121
he must have been spying 45
he must have been stung 118
he must have been such 150
he must have been sued 45
he must have been sure 354
he must have been taking 249
he must have been tall 74
he must have been their 170
he must have been there 4700
he must have been three 197
he must have been told 622
he must have been torn 189
he must have been trying 657
he must have been upon 53
he must have been used 405
he must have been very 15528
he must have been wearing 361
he must have been weary 138
he must have been well 9654
he must have been what 328
he must have been when 1671
he must have been worn 71
he must have been worth 184
he must have been wrong 695
he must have been years 40
he must have been young 214
he must have been your 44
he must have come back 487
he must have come down 918
he must have come early 87
he must have come from 1765
he must have come here 275
he must have come home 199
he must have come into 809
he must have come over 251
he must have come there 94
he must have come upon 217
he must have come very 106
he must have died during 71
he must have died early 45
he must have died from 187
he must have died just 40
he must have died some 92
he must have died soon 296
he must have died there 78
he must have died very 88
he must have died when 45
he must have died young 60
he must have done during 55
he must have done from 79
he must have done many 153
he must have done more 196
he must have done most 121
he must have done much 259
he must have done some 630
he must have done upon 51
he must have done very 68
he must have done well 428
he must have done what 77
he must have done when 215
he must have done wrong 68
he must have eaten some 50
he must have fair play 40
he must have felt deep 101
he must have felt during 96
he must have felt even 118
he must have felt from 197
he must have felt great 123
he must have felt just 42
he must have felt less 126
he must have felt like 1013
he must have felt many 123
he must have felt more 638
he must have felt most 174
he must have felt much 335
he must have felt over 260
he must have felt pope 145
he must have felt safe 48
he must have felt some 1058
he must have felt sure 143
he must have felt their 87
he must have felt there 163
he must have felt those 54
he must have felt upon 58
he must have felt very 662
he must have felt well 112
he must have felt were 90
he must have felt what 273
he must have felt when 1756
he must have fled from 56
he must have free will 86
he must have full faith 47
he must have gone ahead 40
he must have gone away 330
he must have gone back 681
he must have gone clear 111
he must have gone down 1372
he must have gone from 112
he must have gone home 727
he must have gone into 603
he must have gone over 670
he must have gone past 49
he must have gone some 71
he must have gone there 542
he must have gone very 70
he must have gone wild 46
he must have gone wrong 60
he must have good eyes 46
he must have good health 48
he must have heard from 581
he must have heard many 571
he must have heard more 150
he must have heard much 538
he must have heard said 74
he must have heard some 223
he must have heard talk 100
he must have heard their 93
he must have heard these 64
he must have heard those 61
he must have heard what 469
he must have heard wrong 171
he must have held some 68
he must have help from 138
he must have just been 102
he must have just come 172
he must have just gone 60
he must have kept some 51
he must have laid down 205
he must have lain down 90
he must have lain there 281
he must have left home 67
he must have left some 236
he must have left soon 44
he must have left there 50
he must have left town 51
he must have lost many 51
he must have lost much 57
he must have lost some 126
he must have made away 42
he must have made good 176
he must have made great 98
he must have made love 58
he must have made many 291
he must have made more 156
he must have made much 44
he must have made other 40
he must have made over 84
he must have made some 1638
he must have made such 127
he must have made upon 73
he must have made when 57
he must have many ends 70
he must have meant more 60
he must have meant only 42
he must have meant what 91
he must have meant when 54
he must have more eyes 54
he must have more help 42
he must have more room 77
he must have more time 121
he must have much more 114
he must have once been 144
he must have owed much 68
he must have paid more 90
he must have ready cash 48
he must have said many 50
he must have said more 191
he must have said some 65
he must have said what 41
he must have seen during 133
he must have seen from 244
he must have seen full 93
he must have seen many 422
he must have seen miss 42
he must have seen more 350
he must have seen much 216
he must have seen other 50
he must have seen some 470
he must have seen such 90
he must have seen their 100
he must have seen there 262
he must have seen these 74
he must have seen those 85
he must have seen very 64
he must have seen what 808
he must have seen when 88
he must have some form 48
he must have some good 343
he must have some great 44
he must have some help 44
he must have some ideas 40
he must have some kind 442
he must have some means 631
he must have some more 358
he must have some note 56
he must have some other 408
he must have some plan 98
he must have some rest 57
he must have some sort 1161
he must have some such 46
he must have some time 258
he must have some very 129
he must have sunk down 142
he must have sunk into 289
he must have used many 42
he must have used some 204
he must have used when 63
he must have very good 75
he must have very much 58
he must have very soon 46
he must have worn when 81
he must hold most cheap 48
he must keep away from 477
he must know also what 44
he must know best what 76
he must know full well 136
he must know just what 120
he must know much more 132
he must know some time 86
he must know very well 160
he must know what kind 122
he must know what there 45
he must know what these 128
he must know what will 49
he must live away from 59
he must look away from 68
he must look back upon 62
he must look down upon 46
he must look like hell 83
he must look like some 69
he must make clear what 103
he must make some kind 125
he must make some more 42
he must make some other 49
he must make some show 101
he must make some sort 191
he must move away from 159
he must once have been 505
he must once more take 48
he must only have been 48
he must pull very hard 44
he must rely more upon 50
he must rely upon other 44
he must rely upon what 41
he must seek help from 64
he must seek other means 52
he must seek some other 123
he must sink into less 77
he must some time have 49
he must soon have been 344
he must soon have come 66
he must soon have felt 83
he must soon have seen 63
he must soon pass away 50
he must stay away from 351
he must stay there till 95
he must stay till time 117
he must step down from 50
he must take care lest 137
he must take good care 332
he must take great care 522
he must take heed lest 74
he must take more care 70
he must take more time 43
he must take some other 86
he must take some step 42
he must take some time 129
he must take very good 48
he must throw away even 41
he must turn away from 437
he must very soon have 179
he must very well know 52
he must wait five years 43
he must wait like other 42
he must wait some time 113
he must wait three years 40
he must wait till next 40
he must wait till some 79
he must work very hard 154
he need only fall back 68
he need only have been 74
he need only have made 70
he need only have said 55
he once more bent over 333
he once more came back 106
he once more came into 114
he once more came upon 75
he once more fell back 56
he once more fell into 191
he once more sunk into 82
he once more took leave 47
he once more went back 105
he once more went into 49
he once more went over 104
he once must have been 81
he only felt very tall 42
he only half sees what 41
he only kept what grew 66
he only means next door 43
he only sets sail when 92
he pays only four cows 98
he pour forth into other 45
he puts into their mouth 42
he puts their case upon 120
he rode away from home 48
he rode back into town 187
he rode into their camp 75
he runs away from home 1157
he runs line into line 92
he said must have been 423
he said nothing more till 50
he said some very nice 56
he said there have been 42
he said there must have 46
he said there were five 81
he said there were four 241
he said there were lots 80
he said there were many 525
he said there were more 240
he said there were none 214
he said there were only 557
he said there were other 127
he said there were some 530
he said there were three 434
he said very well upon 108
he sank back down into 118
he sank back down onto 55
he sank back once more 190
he sank down once more 52
he sank once more into 147
he says must have been 98
he says there have been 107
he says there were four 52
he says there were many 93
he says there were only 120
he says there were some 53
he says there were three 58
he says will come true 48
he sees here have pale 67
he sits here till five 45
he slid into third base 58
he soon fell away from 104
he soon fell back into 199
he soon fell into more 86
he soon grew into great 567
he soon sank back into 40
he soon took high rank 65
he soon took rank among 87
he stay away many days 64
he sure must have been 57
he tears limb from limb 240
he think poor miss lucy 56
he threw some more wood 44
he threw some shot into 70
he time will come when 55
he told time last week 87
he took away from some 47
he took away from those 157
he took from adam into 90
he took great care over 96
he took high rank among 64
he took must have been 58
he took nothing away from 44
he took over from john 63
he took over from lord 57
he took over from mark 56
he took over from there 104
he took part were those 47
he took poor danae away 47
he took ship once more 204
he took such good care 299
he took time away from 154
he took very good care 922
he took very great care 71
he took what must have 47
he took your breath away 58
he used must have been 121
he very soon came back 47
he very soon came into 42
he very soon fell into 60
he very soon went back 54
he very soon wins your 127
he very well knew from 41
he very well knew what 155
he well knew there were 78
he went away from here 325
he went away from home 1302
he went away from rome 105
he went away from there 738
he went away only half 40
he went away very much 46
he went away very well 43
he went back down into 110
he went back into gaul 88
he went back into town 60
he went back once more 481
he went back over there 42
he went down from judea 103
he went down into hell 1329
he went down into those 150
he went down once more 161
he went down upon those 45
he went forth from home 52
he went forth once more 58
he went from there into 53
he went full steam ahead 47
he went hand over hand 58
he went home from work 156
he went into hiding from 58
he went into some kind 65
he went into some other 76
he went into their room 70
he went once more into 114
he went over their heads 122
he went there from time 60
he were away from home 195
he were back once more 43
he were born into love 43
he were coming back from 161
he were coming down from 45
he were coming home from 78
he were ever lost from 40
he were free from vice 60
he were having some kind 63
he were having some sort 77
he were just back from 52
he were making some kind 48
he were more like other 45
he were moving away from 41
he were nothing more rare 51
he were only hearing those 62
he were some wild beast 100
he were trying very hard 129
he will also feel more 50
he will also find many 52
he will also find much 118
he will also find some 71
he will also have been 97
he will also have more 101
he will also have some 93
he will also know what 72
he will also make sure 40
he will also take care 248
he will also take into 68
he will back away from 66
he will break away from 177
he will break down their 103
he will break down your 113
he will break your heart 102
he will care very much 41
he will come away from 81
he will come back from 176
he will come back here 324
he will come back home 185
he will come back into 109
he will come back lord 63
he will come back next 49
he will come back safe 111
he will come back some 160
he will come back soon 576
he will come back when 264
he will come down from 232
he will come down here 189
he will come down like 126
he will come down upon 87
he will come forth from 126
he will come here soon 75
he will come home from 71
he will come home soon 115
he will come home when 97
he will come into your 145
he will come once more 46
he will come over here 99
he will come some time 43
he will come upon some 66
he will come very soon 53
he will draw down upon 50
he will draw from what 52
he will draw nigh unto 223
he will even here fall 98
he will ever come back 788
he will ever come down 41
he will ever come home 145
he will ever turn your 63
he will fall away from 53
he will fall back into 264
he will fall back upon 122
he will fall into hell 127
he will fall into line 44
he will fall into some 63
he will feel even more 183
he will feel more like 178
he will feel more sure 42
he will feel much more 259
he will feel very much 116
he will find hanging from 57
he will find many dark 48
he will find many more 310
he will find many other 76
he will find many such 62
he will find many ways 52
he will find much less 101
he will find much more 328
he will find nothing here 46
he will find nothing more 144
he will find nothing pure 44
he will find nothing there 70
he will find nothing upon 58
he will find other ways 42
he will find some means 323
he will find some other 239
he will find some very 84
he will find there some 58
he will find there what 80
he will find very good 79
he will find what will 119
he will find wide open 236
he will gain more from 48
he will gain much from 55
he will gain much more 151
he will gain nothing from 77
he will give nothing more 50
he will have been able 449
he will have been born 66
he will have been made 103
he will have been paid 56
he will have been seen 98
he will have been there 56
he will have been told 138
he will have been well 134
he will have come into 64
he will have done good 62
he will have done half 91
he will have done more 437
he will have done much 354
he will have done nothing 184
he will have done well 113
he will have done what 368
he will have even less 155
he will have even more 284
he will have good care 44
he will have good luck 265
he will have great need 42
he will have hard work 108
he will have heard from 44
he will have left over 40
he will have less need 201
he will have less time 505
he will have lost nothing 42
he will have lost some 40
he will have made some 154
he will have many more 329
he will have many other 53
he will have many years 80
he will have more corn 64
he will have more time 735
he will have much less 334
he will have much more 718
he will have none from 48
he will have none left 47
he will have none other 46
he will have nothing else 161
he will have nothing left 609
he will have nothing more 1120
he will have pity upon 65
he will have seen many 42
he will have some beef 43
he will have some good 73
he will have some great 54
he will have some ideas 79
he will have some kind 269
he will have some more 136
he will have some other 52
he will have some sort 67
he will have some time 100
he will have very good 40
he will have very much 44
he will have your eyes 41
he will keep away from 241
he will keep coming back 79
he will keep your life 197
he will know just what 265
he will know much more 224
he will know very well 234
he will know what kind 114
he will know what road 135
he will know what sort 45
he will know what will 54
he will learn more from 199
he will learn much from 65
he will learn much more 266
he will learn nothing from 57
he will learn only what 62
he will live many more 54
he will live many years 117
he will look back over 44
he will look back upon 195
he will look down upon 163
he will look into these 74
he will look just like 223
he will look like when 95
he will lose much time 79
he will make many more 108
he will make much more 121
he will make some kind 58
he will make some other 46
he will make your life 118
he will make your paths 2226
he will move away from 221
he will need help from 116
he will need less help 52
he will need more time 64
he will need much more 167
he will need nothing more 66
he will need some help 110
he will need some time 66
he will need your help 220
he will obey those laws 54
he will once more give 40
he will once more have 50
he will only come back 49
he will only have been 41
he will only have love 75
he will only have paid 63
he will only look into 43
he will only obey your 60
he will only stay away 51
he will only take care 95
he will only take time 85
he will only work hard 127
he will open your eyes 99
he will pass away like 146
he will pine away like 70
he will sail some time 88
he will save much time 96
he will seek help from 56
he will seek some other 134
he will send forth more 82
he will send over some 44
he will sink back into 42
he will sink down into 43
he will slip back into 84
he will soon come back 352
he will soon come down 100
he will soon come home 49
he will soon come upon 52
he will soon fall into 111
he will soon find means 40
he will soon find some 72
he will soon grow more 59
he will soon grow weary 46
he will soon have done 44
he will soon have many 48
he will soon have mine 283
he will soon know what 76
he will soon learn what 112
he will speak only what 675
he will speak peace unto 913
he will stay away from 258
he will stay here till 64
he will stay some time 99
he will stay there till 104
he will step down from 84
he will take away from 451
he will take away their 117
he will take away your 100
he will take even more 52
he will take food from 41
he will take from what 150
he will take good care 1367
he will take great care 294
he will take into these 69
he will take more care 92
he will take more time 101
he will take nothing from 73
he will take nothing less 40
he will take only what 70
he will take over from 96
he will take rank among 73
he will take some other 44
he will take some time 100
he will take such care 52
he will take very good 116
he will take your hand 237
he will take your life 95
he will take your sons 695
he will take your word 74
he will tell many lies 208
he will tell only half 101
he will think much more 45
he will turn away from 712
he will turn back into 42
he will very soon come 65
he will very soon find 301
he will very soon have 149
he will very soon learn 102
he will very soon lose 84
he will very soon make 55
he will wait upon your 69
he will walk away from 151
he will wish there were 54
he will work very hard 118
he wont find many like 49
he wore some dark coat 74
ho alas alas when will 88
