he as far as possible 77
he or she be prepared 58
he or she be provided 42
he or she be punished 85
he or she be required 95
he or she is abnormal 83
he or she is absorbed 69
he or she is accepted 744
he or she is accorded 137
he or she is actively 664
he or she is actually 3472
he or she is addicted 283
he or she is addressing 365
he or she is admitted 722
he or she is advocating 130
he or she is affected 493
he or she is afforded 113
he or she is agreeable 56
he or she is allergic 605
he or she is amenable 114
he or she is approved 63
he or she is arrested 229
he or she is assessed 155
he or she is assigned 2340
he or she is assisted 173
he or she is attached 783
he or she is attacked 79
he or she is attempting 1747
he or she is awakened 61
he or she is bankrupt 52
he or she is baptized 138
he or she is beautiful 114
he or she is believed 275
he or she is benefiting 51
he or she is brilliant 42
he or she is burdened 41
he or she is censured 47
he or she is challenging 48
he or she is cohabiting 53
he or she is collecting 95
he or she is comatose 50
he or she is committing 301
he or she is commonly 175
he or she is compared 90
he or she is completing 77
he or she is composed 62
he or she is conducting 473
he or she is confined 274
he or she is confused 329
he or she is conscious 545
he or she is consenting 215
he or she is consulting 90
he or she is continuing 99
he or she is conversing 98
he or she is credible 42
he or she is credited 114
he or she is critical 49
he or she is dangerous 98
he or she is declared 340
he or she is delivering 125
he or she is depicted 47
he or she is deprived 321
he or she is describing 531
he or she is desirous 59
he or she is destined 403
he or she is detained 253
he or she is developing 1123
he or she is diagnosed 211
he or she is directed 324
he or she is directly 742
he or she is disabled 630
he or she is discussing 230
he or she is disliked 45
he or she is displaying 122
he or she is disposed 231
he or she is divorced 88
he or she is educated 174
he or she is eighteen 224
he or she is eligible 2938
he or she is embedded 756
he or she is employed 5604
he or she is enjoined 90
he or she is enmeshed 80
he or she is enrolled 659
he or she is entirely 242
he or she is entitled 11136
he or she is equipped 207
he or she is escorted 69
he or she is ethically 87
he or she is evaluating 223
he or she is examined 109
he or she is excluded 252
he or she is exercising 308
he or she is exhibiting 171
he or she is expected 12308
he or she is expelled 96
he or she is explaining 77
he or she is expressing 500
he or she is fatigued 43
he or she is finished 963
he or she is flexible 66
he or she is followed 88
he or she is forgiven 84
he or she is formally 184
he or she is friendly 106
he or she is fulfilling 154
he or she is functioning 564
he or she is generating 63
he or she is governed 76
he or she is grateful 96
he or she is grounded 41
he or she is helpless 294
he or she is hesitant 62
he or she is homeless 44
he or she is hopeless 44
he or she is ignorant 292
he or she is immersed 211
he or she is impaired 76
he or she is impartial 61
he or she is impelled 40
he or she is inclined 340
he or she is included 327
he or she is indebted 95
he or she is indicating 76
he or she is indigent 93
he or she is infected 820
he or she is informed 573
he or she is initially 190
he or she is initiated 123
he or she is innocent 575
he or she is insecure 43
he or she is inspired 59
he or she is intended 71
he or she is invested 94
he or she is involved 6163
he or she is isolated 283
he or she is lawfully 325
he or she is licensed 725
he or she is likewise 40
he or she is literate 55
he or she is mentally 699
he or she is mentioned 99
he or she is mistaken 150
he or she is monitoring 103
he or she is negative 67
he or she is negotiating 177
he or she is normally 324
he or she is notified 254
he or she is oblivious 65
he or she is observed 160
he or she is obviously 348
he or she is occupied 132
he or she is offended 52
he or she is ordained 42
he or she is oriented 134
he or she is otherwise 972
he or she is partially 85
he or she is perceiving 155
he or she is performing 4313
he or she is portraying 145
he or she is positive 83
he or she is possibly 52
he or she is powerful 62
he or she is practicing 496
he or she is prepared 4972
he or she is presenting 424
he or she is presumed 399
he or she is pretending 59
he or she is probably 2515
he or she is proceeding 96
he or she is processing 107
he or she is projecting 96
he or she is promised 43
he or she is promoted 225
he or she is prompted 251
he or she is properly 464
he or she is protecting 77
he or she is provided 494
he or she is publicly 83
he or she is punished 288
he or she is purchasing 344
he or she is questioning 45
he or she is reassured 63
he or she is received 112
he or she is recovering 73
he or she is referred 686
he or she is reflecting 60
he or she is regarded 727
he or she is rejected 128
he or she is relieved 202
he or she is religious 60
he or she is reminded 216
he or she is rendered 93
he or she is replaced 244
he or she is requesting 241
he or she is required 4476
he or she is researching 279
he or she is resident 378
he or she is responding 632
he or she is restored 59
he or she is retained 155
he or she is retarded 45
he or she is returned 263
he or she is rewarded 427
he or she is satisfying 42
he or she is scarcely 93
he or she is selected 207
he or she is separate 148
he or she is seriously 331
he or she is severely 155
he or she is sexually 341
he or she is shielded 42
he or she is situated 332
he or she is slightly 56
he or she is somebody 101
he or she is somewhat 305
he or she is specially 73
he or she is stationed 87
he or she is stressed 62
he or she is strictly 42
he or she is stripped 65
he or she is struggling 865
he or she is submitting 63
he or she is succeeding 121
he or she is suddenly 200
he or she is suggesting 85
he or she is suicidal 180
he or she is suitable 150
he or she is summoned 52
he or she is supplied 47
he or she is supporting 127
he or she is supposed 3835
he or she is talented 185
he or she is testifying 286
he or she is therefore 328
he or she is threatened 238
he or she is tolerating 49
he or she is troubled 173
he or she is undergoing 361
he or she is unfairly 45
he or she is uniquely 327
he or she is unlikely 2035
he or she is unwanted 54
he or she is valuable 104
he or she is welcomed 153
he or she is withdrawing 91
he or she is withholding 43
he or she is witnessing 149
he or she is worthless 266
he or she so requests 143
he or they be entitled 57
he or they so neglecting 118
he so won the affection 41
he the man of definite 49
he the son of balthazar 49
he to sit in judgment 88
