hack and forth between the 90
have had more occasion to 117
have had more pleasure as 83
have had more pleasure if 45
have had more pleasure in 393
have had more success at 131
have had more success by 43
have had more success if 501
have had more success in 1750
have had more success on 109
have had more support in 40
have had more trouble in 324
have had more trouble to 101
have had more variety of 58
have had most occasion to 43
have had most success in 203
have had much comfort in 68
have had much delight in 53
have had much leisure to 94
have had much occasion to 316
have had much pleasure in 1231
have had much scruple to 53
have had much success as 45
have had much success at 75
have had much success in 1090
have had much trouble in 597
have had much trouble to 203
have had nothing against it 49
have had only himself to 73
have had other effects as 106
have had other effects on 73
have had other motives as 43
have had other motives in 52
have had other objects in 98
have had other sources of 337
have had poor results in 43
have had poor success in 92
have had some ability to 130
have had some account in 48
have had some account of 250
have had some allusion to 91
have had some college or 125
have had some concept of 129
have had some concern in 108
have had some contact in 50
have had some courses in 62
have had some effects in 48
have had some effects on 279
have had some element of 135
have had some fifteen or 49
have had some freedom to 52
have had some friends in 61
have had some function in 101
have had some glimmer of 50
have had some glimpse of 179
have had some grounding in 79
have had some grounds to 46
have had some history of 111
have had some justice in 52
have had some lessons in 92
have had some misgiving as 58
have had some modicum of 107
have had some moments of 159
have had some occasion to 291
have had some pleasure in 128
have had some purpose in 341
have had some relation to 2163
have had some returns of 50
have had some schooling in 77
have had some subject to 42
have had some success as 429
have had some success at 395
have had some success by 143
have had some success in 17997
have had some success is 45
have had some success on 153
have had some support in 98
have had some thoughts of 592
have had some thoughts on 180
have had some thoughts to 104
have had some trouble in 1096
have had some trouble to 465
have had some utility in 77
have had such delight in 44
have had such effects as 116
have had such moments in 55
have had such objects in 51
have had such pleasure in 57
have had such success as 142
have had such success in 249
have had such thoughts as 61
have had such thoughts in 95
have had such trouble in 60
have had such trouble to 159
have had their ability to 127
have had their baptism of 64
have had their beginning by 109
have had their beginning in 802
have had their capital at 44
have had their deserts in 62
have had their effects in 247
have had their effects on 998
have had their freedom of 42
have had their genesis in 785
have had their moments of 886
have had their offices in 115
have had their origins in 4660
have had their redress in 50
have had their schooling in 55
have had their sources in 318
have had three attacks of 57
have had three glasses of 60
have had three objects in 49
have had were removed by 61
have had what amounts to 213
have had what appeared to 41
have her back towards us 79
have her hair dressed by 56
have her hair dressed in 71
have her hair touched up 47
have her meals brought to 42
have her name engraved on 130
have her name entered in 69
have her name entered on 209
have her name written in 46
have her name written on 43
have her true history as 62
have her very picture in 48
have him take control of 43
have him there because he 45
have him very thankful to 128
have him well brought up 81
have his back against the 93
have his back slapped by 54
have his body brought to 80
have his body removed to 55
have his book written to 62
have his case brought up 48
have his case decided by 268
have his case removed to 62
have his face towards the 51
have his fate decided by 155
have his feet planted on 51
have his food brought to 63
have his gold slipper to 44
have his hair clipped to 83
have his hand against the 41
have his land according to 105
have his life insured as 70
have his life written by 148
have his meals brought to 79
have his mouth stopped by 74
have his name affixed to 71
have his name engraved on 285
have his name entered as 709
have his name entered in 3468
have his name entered on 2215
have his name entered or 312
have his name painted on 134
have his name printed in 165
have his name printed on 533
have his name shouted by 60
have his name stamped on 77
have his name uttered in 125
have his name written in 351
have his name written on 284
have his view bounded by 41
have his vote counted as 199
have his vote counted in 183
have his wife brought to 85
have his work checked by 41
have his work printed in 49
have his youth renewed by 55
have its back against the 45
have its main purport in 63
have its name engraved in 107
have its side against the 41
have led many critics to 405
have led many doctors to 64
have led many experts to 108
have led many farmers to 56
have led many linguists to 45
have led many parents to 47
have led many persons to 350
have led many schools to 57
have led many surgeons to 136
have led many teachers to 93
have led many theorists to 94
have led many thinkers to 128
have led many workers to 226
have led many writers to 353
have led most critics to 86
have led most surgeons to 46
have led most workers to 59
have led most writers to 120
have led other critics to 43
have led other persons in 51
have led some critics of 63
have led some critics to 1186
have led some experts to 275
have led some linguists to 122
have led some members of 79
have led some parents to 48
have led some persons to 470
have led some schools to 49
have led some surgeons to 100
have led some teachers to 65
have led some theorists to 344
have led some thinkers to 147
have led some workers to 322
have led some writers to 1145
have led these writers to 53
have led very quickly to 49
have long been accused by 41
have long been accused of 551
have long been adapted to 53
have long been admired by 125
have long been adopted by 89
have long been adopted in 62
have long been advised of 44
have long been advised to 99
have long been alleged to 70
have long been allowed to 368
have long been applied by 99
have long been applied in 264
have long been applied to 655
have long been ashamed of 59
have long been assumed to 736
have long been attuned to 93
have long been baffled by 83
have long been bothered by 75
have long been branded as 122
have long been capable of 121
have long been carried on 484
have long been centers of 159
have long been central in 101
have long been central to 922
have long been claimed as 107
have long been claimed by 89
have long been claimed to 43
have long been classed as 242
have long been content to 131
have long been covered by 236
have long been coveted by 62
have long been current in 262
have long been debated by 192
have long been debated in 214
have long been defined as 270
have long been defined by 65
have long been defined in 43
have long been desired by 48
have long been devoted to 522
have long been disused the 56
have long been divided as 190
have long been divided by 76
have long been divided in 102
have long been divided on 167
have long been efforts to 50
have long been endemic in 44
have long been enemies of 47
have long been enjoyed by 123
have long been evident in 174
have long been evident to 109
have long been expecting to 74
have long been exposed to 1183
have long been extinct in 232
have long been familiar as 90
have long been familiar in 636
have long been familiar to 2537
have long been favored as 131
have long been favored by 212
have long been favored in 52
have long been featured in 50
have long been features of 213
have long been focused on 75
have long been friends of 59
have long been gathered to 41
have long been handled by 98
have long been haunted by 197
have long been hostile to 208
have long been ignored by 214
have long been ignored in 131
have long been ignored or 119
have long been imposed on 147
have long been intending to 275
have long been invoked to 53
have long been limited by 61
have long been limited to 115
have long been located in 84
have long been managed by 50
have long been masters of 89
have long been matters of 553
have long been members of 358
have long been noticed by 66
have long been objects of 628
have long been obliged to 208
have long been offered by 56
have long been offered in 41
have long been offered to 56
have long been operating in 81
have long been opposed by 59
have long been opposed to 357
have long been pioneers in 41
have long been plagued by 314
have long been pledged to 104
have long been pointed to 48
have long been popular as 406
have long been popular in 1024
have long been precious to 50
have long been preparing the 93
have long been preparing to 90
have long been present in 671
have long been present on 41
have long been puzzled as 141
have long been puzzled by 843
have long been puzzled to 77
have long been reduced to 241
have long been refuted by 45
have long been related to 96
have long been reputed to 156
have long been revered as 117
have long been settled by 119
have long been settled in 466
have long been skilled in 55
have long been sources of 324
have long been staples in 57
have long been staples of 268
have long been studied as 276
have long been studied by 588
have long been studied in 445
have long been subject to 2421
have long been superior to 44
have long been supreme in 42
have long been suspect as 83
have long been suspect in 54
have long been symbols of 252
have long been targets of 121
have long been tempted to 122
have long been trained in 97
have long been trained to 273
have long been traveling is 88
have long been typical of 51
have long been unknown in 63
have long been unwilling to 83
have long been victims of 270
have long been visible in 45
have long been visited by 61
have long been wondering at 56
have long been written in 45
have long lain dormant in 107
have long paid tribute to 88
have long range effects on 52
have long term effects on 427
have met many members of 53
have met some friends of 57
have met some members of 50
have met some success in 42
have not been acceded to 212
have not been according to 125
have not been accused of 831
have not been adapted in 40
have not been adapted to 1141
have not been adhered to 819
have not been adopted as 962
have not been adopted at 106
have not been adopted by 2350
have not been adopted in 1537
have not been adopted on 158
have not been adopted or 232
have not been adopted so 42
have not been adopted to 330
have not been adverse to 158
have not been advised as 47
have not been advised by 78
have not been advised of 309
have not been advised to 91
have not been affixed to 56
have not been against the 50
have not been alarmed by 96
have not been alerted to 184
have not been allayed by 90
have not been allowed an 61
have not been allowed as 1569
have not been allowed by 352
have not been allowed in 787
have not been allowed on 84
have not been allowed or 89
have not been allowed the 404
have not been allowed to 17132
have not been alluded to 318
have not been altered as 67
have not been altered at 56
have not been altered by 1613
have not been altered in 2260
have not been altered or 564
have not been altered so 196
have not been altered to 391
have not been amended by 115
have not been amended in 124
have not been amended or 183
have not been amended to 339
have not been annexed by 44
have not been annexed to 106
have not been annoyed by 68
have not been answering my 60
have not been answering the 117
have not been appealed to 113
have not been applied as 500
have not been applied at 147
have not been applied by 185
have not been applied in 3254
have not been applied on 338
have not been applied or 109
have not been applied so 194
have not been applied to 6019
have not been aroused by 66
have not been aroused to 99
have not been arranged by 70
have not been arranged in 410
have not been arranged so 59
have not been arranged to 75
have not been arrived at 617
have not been ashamed of 534
have not been ashamed to 2456
have not been assumed by 103
have not been assumed to 95
have not been assured of 90
have not been attending the 152
have not been attending to 186
have not been attuned to 132
have not been audited by 198
have not been audited or 246
have not been availed of 139
have not been avoided by 99
have not been avoided in 66
have not been awarded by 169
have not been awarded in 119
have not been awarded the 90
have not been awarded to 44
have not been bashful in 41
have not been because of 73
have not been bishops by 119
have not been blessed as 44
have not been blessed by 226
have not been blessed in 132
have not been blinded by 264
have not been blocked by 71
have not been blocked up 45
have not been blunted by 172
have not been bothered by 392
have not been bounded by 83
have not been branded as 40
have not been briefed by 44
have not been briefed on 352
have not been briefed or 52
have not been brought by 130
have not been brought in 908
have not been brought on 276
have not been brought so 89
have not been brought to 4518
have not been brought up 10278
have not been capable of 1406
have not been capable to 59
have not been careful in 244
have not been careful of 288
have not been careful to 1040
have not been carried by 65
have not been carried in 247
have not been carried on 1198
have not been carried so 92
have not been carried to 806
have not been carried up 60
have not been central in 92
have not been central to 534
have not been certain of 103
have not been charged by 64
have not been charged in 91
have not been charged or 161
have not been charged to 342
have not been charmed by 90
have not been checked by 480
have not been checked in 331
have not been checked or 62
have not been checked to 48
have not been claimed as 469
have not been claimed by 411
have not been claimed in 49
have not been claimed on 50
have not been claimed or 117
have not been classed as 277
have not been cleansed by 67
have not been cleansed of 44
have not been clouded by 67
have not been congenial to 47
have not been content to 3297
have not been correct in 106
have not been couched in 86
have not been counted as 932
have not been counted in 693
have not been covered as 70
have not been covered at 115
have not been covered by 2218
have not been covered in 4795
have not been covered or 108
have not been covered so 329
have not been covered to 47
have not been covered up 117
have not been crossed by 48
have not been crushed by 156
have not been crushed or 43
have not been damaged by 618
have not been damaged in 247
have not been damaged or 132
have not been daunted by 108
have not been dazzled by 80
have not been deadened by 54
have not been debased by 40
have not been debated in 82
have not been deceiving me 41
have not been decided at 60
have not been decided by 243
have not been decided in 110
have not been decided on 175
have not been defaced by 44
have not been defeated by 223
have not been defeated in 110
have not been defiled by 107
have not been defined as 1158
have not been defined at 109
have not been defined by 656
have not been defined in 1477
have not been defined on 97
have not been defined or 251
have not been defined so 148
have not been defined to 125
have not been deleted in 42
have not been deluded by 91
have not been deluded in 85
have not been derived by 88
have not been derived in 73
have not been devised as 41
have not been devised by 73
have not been devised to 205
have not been devoted in 40
have not been devoted to 361
have not been diluted by 54
have not been divided by 103
have not been divided in 50
have not been divided up 71
have not been drafted in 70
have not been drafted to 40
have not been drilled in 213
have not been drilled to 54
have not been drowned in 125
have not been effaced by 507
have not been efforts to 50
have not been elected as 116
have not been elected at 141
have not been elected by 405
have not been elected in 161
have not been elected on 47
have not been elected or 122
have not been elected to 514
have not been enabled to 988
have not been enacted by 248
have not been enacted in 157
have not been enacted to 40
have not been encoded in 44
have not been endowed by 104
have not been endured in 65
have not been engulfed by 47
have not been enjoyed by 119
have not been entered as 70
have not been entered by 86
have not been entered in 848
have not been entered on 737
have not been enticed by 51
have not been equaled by 113
have not been equaled in 169
have not been equaled or 54
have not been equally so 70
have not been erected by 46
have not been erected in 55
have not been evident in 243
have not been evolved by 77
have not been evolved in 74
have not been evolved to 50
have not been exactly the 133
have not been excited by 105
have not been excited to 50
have not been expecting me 41
have not been expecting to 41
have not been exposed as 58
have not been exposed at 58
have not been exposed by 73
have not been exposed in 177
have not been exposed or 95
have not been exposed to 16789
have not been faithful in 7009
have not been faithful to 1039
have not been familiar to 76
have not been favored by 292
have not been favored in 92
have not been feasible in 48
have not been featured in 105
have not been features of 46
have not been figured in 53
have not been focused on 582
have not been following it 91
have not been following me 63
have not been following my 56
have not been following the 820
have not been foreign to 65
have not been forward in 98
have not been forward to 126
have not been founded in 45
have not been founded on 266
have not been gathered by 68
have not been gathered in 299
have not been gathered to 61
have not been gathered up 43
have not been gobbled up 63
have not been granted an 111
have not been granted as 48
have not been granted by 216
have not been granted in 142
have not been granted or 184
have not been granted the 850
have not been granted to 688
have not been grasped by 116
have not been grouped in 58
have not been handled as 61
have not been handled by 132
have not been handled in 142
have not been handled or 40
have not been harmful to 67
have not been hastily or 53
have not been haunted by 92
have not been helpful in 962
have not been helpful to 302
have not been hitherto so 52
have not been honored by 147
have not been honored in 46
have not been hostile to 116
have not been ignored by 475
have not been ignored in 237
have not been ignored or 53
have not been impeded by 86
have not been imposed by 276
have not been imposed in 67
have not been imposed on 729
have not been increasing as 238
have not been increasing in 85
have not been indexed in 68
have not been indexed to 49
have not been induced by 210
have not been induced in 43
have not been induced to 678
have not been indulging in 118
have not been inferior to 171
have not been infringed by 55
have not been injured by 792
have not been injured in 317
have not been injured or 110
have not been invaded by 458
have not been investing in 54
have not been invited by 133
have not been invited in 92
have not been invited or 52
have not been invited to 2863
have not been invoked by 57
have not been invoked in 107
have not been invoked to 64
have not been kindled by 72
have not been labeled as 371
have not been limited by 283
have not been limited in 125
have not been limited to 5433
have not been listening at 97
have not been listening to 2262
have not been located as 99
have not been located at 69
have not been located by 141
have not been located in 619
have not been located on 73
have not been located or 79
have not been located so 42
have not been located to 95
have not been lowered by 55
have not been lowered in 70
have not been lowered to 44
have not been managed as 158
have not been managed in 79
have not been married at 53
have not been married by 67
have not been married in 133
have not been married or 50
have not been married so 205
have not been married to 324
have not been masters of 69
have not been matched by 2769
have not been matched in 371
have not been matched on 44
have not been matched to 89
have not been matters of 105
have not been matured by 41
have not been measured as 216
have not been measured at 183
have not been measured by 198
have not been measured in 1220
have not been measured on 139
have not been measured or 230
have not been measured so 115
have not been measured to 70
have not been mediated by 46
have not been members of 702
have not been menaced by 74
have not been mindful of 140
have not been modeled in 69
have not been moments in 60
have not been mounted in 53
have not been negated by 52
have not been neutral in 54
have not been notable in 48
have not been notated or 91
have not been noticed as 100
have not been noticed at 101
have not been noticed by 868
have not been noticed in 809
have not been noticed on 48
have not been noticed or 112
have not been noticed so 45
have not been noticed to 46
have not been objects of 143
have not been obliged to 1876
have not been observing the 89
have not been offered an 52
have not been offered as 163
have not been offered at 43
have not been offered by 136
have not been offered in 204
have not been offered or 78
have not been offered the 317
have not been offered to 307
have not been offered up 56
have not been omitted in 90
have not been operating at 47
have not been operating in 64
have not been opposed by 159
have not been opposed to 220
have not been ordered by 203
have not been ordered in 75
have not been ordered or 41
have not been ordered to 402
have not been outdone by 132
have not been outside in 126
have not been outside my 68
have not been outside of 163
have not been outside the 513
have not been outside to 40
have not been overdoing it 55
have not been overrun by 115
have not been painted by 57
have not been painted in 405
have not been painted or 74
have not been parties to 286
have not been passive in 122
have not been peculiar to 250
have not been perfect in 92
have not been pierced by 40
have not been pioneers in 63
have not been plagued by 155
have not been planned as 109
have not been planned by 82
have not been planned in 129
have not been planned or 78
have not been planned to 126
have not been planted by 110
have not been planted in 117
have not been pledged as 72
have not been pledged to 75
have not been plotted in 192
have not been plotted on 114
have not been pointed so 96
have not been pointed to 41
have not been popular in 488
have not been precise in 76
have not been present as 90
have not been present at 783
have not been present in 948
have not been present on 70
have not been present to 197
have not been pressed by 53
have not been pressed in 44
have not been pressed to 98
have not been printed as 117
have not been printed at 44
have not been printed in 454
have not been printed on 118
have not been printed or 79
have not been prudent in 48
have not been pursued as 302
have not been pursued at 52
have not been pursued by 183
have not been pursued in 262
have not been pursued to 134
have not been ravaged by 98
have not been realized as 313
have not been realized at 62
have not been realized by 304
have not been realized in 2129
have not been realized is 83
have not been realized on 65
have not been realized or 119
have not been realized so 150
have not been realized to 231
have not been receiving the 223
have not been reduced as 348
have not been reduced at 96
have not been reduced by 640
have not been reduced in 1132
have not been reduced or 68
have not been reduced to 3252
have not been referring to 72
have not been refined by 82
have not been refined or 46
have not been refined to 114
have not been refuted by 229
have not been regular in 95
have not been rehired or 137
have not been related in 88
have not been related to 1866
have not been relaxed in 56
have not been released as 264
have not been released at 116
have not been released by 391
have not been released in 180
have not been released on 297
have not been released so 135
have not been released to 555
have not been reliable in 85
have not been removed as 125
have not been removed at 85
have not been removed by 1403
have not been removed in 579
have not been removed is 45
have not been removed or 313
have not been removed to 194
have not been renewed by 114
have not been renewed in 114
have not been renewed on 167
have not been repealed by 330
have not been repealed or 155
have not been repeated by 163
have not been repeated in 805
have not been repeated on 75
have not been repeated or 59
have not been repeated to 40
have not been replied to 127
have not been reports of 152
have not been returning my 73
have not been revealed as 134
have not been revealed at 45
have not been revealed by 367
have not been revealed in 268
have not been revealed or 41
have not been revealed to 732
have not been revised as 41
have not been revised by 118
have not been revised in 525
have not been revised or 151
have not been revised to 392
have not been revived in 60
have not been revoked by 102
have not been revoked or 114
have not been rounded by 52
have not been rounded up 52
have not been sampled at 40
have not been sampled by 54
have not been sampled in 77
have not been scarred by 44
have not been secured by 182
have not been secured in 84
have not been secured to 53
have not been seduced by 286
have not been settled as 168
have not been settled at 99
have not been settled by 895
have not been settled in 376
have not been settled on 51
have not been settled or 66
have not been settled so 48
have not been settled to 182
have not been severed by 78
have not been severed in 67
have not been severed or 61
have not been shifted to 43
have not been shipped at 58
have not been shipped to 104
have not been shocked by 45
have not been sighted in 57
have not been sincere in 78
have not been snapped up 64
have not been sources of 72
have not been spoiled by 746
have not been spoiled in 40
have not been spoiled or 138
have not been sprayed or 54
have not been stained by 102
have not been started by 61
have not been started in 57
have not been started or 42
have not been starved to 47
have not been steeled in 51
have not been steeped in 132
have not been stilled by 51
have not been stirred by 120
have not been stirred to 53
have not been stirred up 70
have not been stopped by 168
have not been stopped in 89
