hair back off her shoulders 191
having lost its old reputation 48
having made with his publisher 52
having more than one candidate 55
having more than one component 83
having more than one functional 52
having more than one objective 45
having more than one occupation 64
having more than one political 45
having more than one processor 78
having more than one residence 46
having more than ten employees 50
having more than two dimensions 53
having more than two directors 85
having more than two syllables 92
having more zeal than discretion 71
having more zeal than knowledge 42
having nothing that was ungraceful 49
having once got and practiced 68
having once got him permission 95
having their own way thoroughly 69
having told him his parentage 42
having told them his resolution 47
health care are not available 48
health care for all americans 1776
health care for all residents 96
health care for its employees 131
health care for its population 59
health care for this population 156
health plan for all americans 51
health plan for its employees 130
heard much that was interesting 95
heard what they say themselves 54
heard what was being discussed 57
hearing aids are now available 107
hearing loss and its syndromes 117
heart lost all its fortitude 57
heart told him its frailties 94
heart will cry with suffocating 60
heavy debt for his necessary 54
heavy dole had they confessed 54
heavy guns and two howitzers 71
heavy loss they had sustained 119
heavy oils and are available 74
heavy wire and are connected 45
heavy work off his shoulders 59
held high and her shoulders 121
held high and his shoulders 62
held more than one occupation 41
held more than one political 42
held ready for any emergency 61
held sway for two centuries 40
held their own for centuries 119
hell like him who converses 86
help draw out our intuitions 63
help those who are afflicted 53
help those who are concerned 113
help those who are currently 51
help those who are dependent 109
help those who are destitute 49
help those who are oppressed 254
help those who are unfamiliar 88
here dealing with two different 91
here loud and long continued 42
here more than two centuries 87
here only that this prejudice 40
here said does not recommend 81
here some that are excellent 47
here there are two different 89
here there are two important 51
here time for this discussion 53
high birth and his extensive 48
high birth and long extraction 92
high mass was being performed 70
high risk for eating disorders 106
high time for his creditors 43
hold good for all countries 56
hold ideas that are different 91
hold more than one bishopric 45
hold more than one lucrative 220
hold more than two benefices 135
hold more than two electrons 46
hold their own for centuries 79
hold true for all countries 91
hold true for all situations 47
hold true for all societies 94
hold what they had conquered 40
hold your head and shoulders 52
holy beings thus her discourse 40
holy joan was his defensive 41
home among our own ancestors 55
home have not that happiness 115
home heating and air conditioning 392
home into her own apartment 51
home video and pay television 54
home when she was seventeen 313
host threw all his substance 69
host what she had witnessed 60
hour week for all employees 124
