had all he can stand 56
had had on our right 41
had had on that first 48
had had the bad grace 58
had had the bad taste 695
had had the idea first 117
had had the key about 112
had had the man hanged 55
had had to bear since 48
had had to cut short 117
had had to lay aside 156
had had to pay dearly 347
had had to pay extra 114
had had to pay large 43
had had to pay taxes 63
had had to put aside 324
had had to say about 1113
had had to set aside 63
had had to that point 46
had had to use every 64
had had to use force 301
had her at his mercy 355
had her in her power 161
had her in his grasp 227
had her in his hands 79
had her in his house 63
had her in his keeping 46
had her in his power 1241
had her in its grasp 98
had her in its thrall 51
had her on her knees 100
had her on his hands 88
had her on his knees 41
had her tea and toast 45
had him as his guest 108
had him at her house 50
had him at her mercy 325
had him at his house 82
had him at his mercy 726
had him at its mercy 94
had him at our mercy 99
had him in her grasp 81
had him in her hands 75
had him in her power 550
had him in her toils 76
had him in his belly 51
had him in his grasp 189
had him in his hands 227
had him in his house 118
had him in his power 1948
had him in its grasp 287
had him in its power 138
had him in its thrall 45
had him in its toils 67
had him in our hands 128
had him in our house 54
had him in our midst 55
had him in our power 207
had him on his hands 52
had him on his knees 349
had him on our hands 85
had him to her house 48
had him to his house 73
had his or her first 305
had his or her hands 81
had his or her place 272
had his or her share 138
had his or her story 44
had his or her usual 399
had hit it off right 593
had hung on her every 43
had hung on his every 169
had hung on his words 93
had hung up his shingle 54
had hung up his sword 65
had ice in her veins 47
had ice in his veins 126
had ink in his veins 56
had its up and downs 158
had led in this world 48
had led it with skill 51
had led the war party 46
had led to all kinds 76
had led to all sorts 133
had led to her father 65
had led to her first 110
had led to her meeting 58
had led to her mother 92
had led to his defeat 180
had led to his exile 137
had led to his father 217
had led to his final 58
had led to his first 206
had led to his forming 95
had led to his meeting 189
had led to his mother 42
had led to his rapid 40
had led to his undoing 64
had led to his writing 112
had led to its defeat 70
had led to its first 64
had led to that first 50
had led to this change 134
had led to this final 51
had led to this happy 44
had led to this meeting 94
had led to this place 48
had led to this point 138
had led to this state 170
had led to two world 137
had let go his wrist 52
had let the dog loose 43
had let the long knife 93
had men in all parts 44
had men on both sides 40
had met an old woman 127
had met at her father 101
had met at her house 199
had met at her mother 50
had met at his father 253
had met at his house 223
had met at his mother 40
had met at his uncle 58
had met at our house 51
had met in her father 58
had met in his father 69
had met in his first 62
had met in his house 104
had met in new delhi 69
had met in new guinea 40
had met in new haven 94
had met in one place 67
had met in san diego 78
had met in this place 40
had met no one since 68
had met on her first 350
had met on her visit 44
had met on his first 568
had met on his visit 141
had met on our first 72
had met on that fatal 54
had met on that first 94
had met or read about 110
had met so few people 41
had met the day after 136
had met the man whose 56
had met the old woman 94
had met the one woman 75
had met the two girls 48
had met the two women 57
had met the war party 117
had mud on his boots 41
had not an idea about 73
had not an idea where 211
had not an idea which 41
had not an old indian 231
had not an old woman 123
had not as yet acted 57
had not as yet asked 198
had not as yet begun 1186
had not as yet borne 54
had not as yet built 88
had not as yet burst 56
had not as yet ceased 81
had not as yet cured 48
had not as yet dared 142
had not as yet drawn 97
had not as yet dried 82
had not as yet earned 44
had not as yet either 42
had not as yet fired 97
had not as yet fixed 118
had not as yet found 1592
had not as yet fully 612
had not as yet given 1085
had not as yet grown 179
had not as yet known 131
had not as yet moved 128
had not as yet named 52
had not as yet quite 655
had not as yet really 118
had not as yet risen 382
had not as yet shewn 41
had not as yet shown 596
had not as yet spread 108
had not as yet stole 44
had not as yet taken 2063
had not as yet thrown 73
had not as yet tired 52
had not as yet tried 98
had not at all given 72
had not at all known 62
had not at all liked 279
had not at all taken 142
had not at all times 462
had not at any period 45
had not at any point 108
had not at any stage 90
had not at his fingers 67
had not at that meeting 43
had not at that period 654
had not at that point 513
had not at that stage 576
had not at this period 457
had not at this point 382
had not at this stage 475
had not by and large 69
had not in all cases 228
had not in any event 78
had not in any given 186
had not in any sense 389
had not in his first 99
had not in his hands 142
had not in his house 75
had not in his power 174
had not in his veins 55
had not in his whole 87
had not in one swift 51
had not in this world 43
had not my own folly 128
had not on that evening 67
had not so far asked 50
had not so far dared 57
had not so far found 302
had not so far given 99
had not so far shown 177
had not so far taken 233
had not so far tried 40
had not so long since 53
had not the bad taste 93
had not the hot blood 40
had not the old charm 55
had not the old woman 137
had not the raw mists 52
had not the two first 90
had not the war ended 50
had not to pay anything 81
had not to that point 100
had not to this point 62
had now an easy slope 41
had now in his hands 216
had now in his power 71
had now on his hands 54
had now the old royal 61
had now to set about 181
had one in his hands 125
had one in his house 121
had one in his power 43
had one in our house 47
had one of her books 49
had one of her dreams 51
had one of her father 43
had one of her fingers 40
had one of her first 177
had one of her hands 332
had one of her maids 43
had one of her mother 53
had one of her swift 48
had one of her turns 137
had one of her usual 93
had one of her worst 134
had one of his aides 251
had one of his boats 58
had one of his books 283
had one of his bouts 40
had one of his chief 89
had one of his dreams 108
had one of his father 78
had one of his fingers 268
had one of his first 268
had one of his front 135
had one of his girls 44
had one of his hands 739
had one of his knees 56
had one of his limbs 178
had one of his moods 43
had one of his people 135
had one of his plays 68
had one of his rages 45
had one of his senior 42
had one of his ships 84
had one of his staff 175
had one of his suits 45
had one of his thighs 45
had one of his turns 93
had one of his usual 162
had one of his wives 173
had one of his women 52
had one of his works 122
had one of his worst 315
had one of its chief 127
had one of its first 147
had one of its major 97
had one of its roots 206
had one of its sides 73
had one of its walls 63
had one of its worst 200
had one of our first 81
had one of our people 80
had one of our usual 131
had one of our worst 72
had one of them given 42
had one of them taken 49
had one on his hands 46
had one or two barking 60
had one or two beers 94
had one or two black 123
had one or two books 167
had one or two bouts 61
had one or two brief 96
had one or two calls 64
had one or two cases 261
had one or two close 503
had one or two dates 51
had one or two extra 101
had one or two falls 101
had one or two false 64
had one or two girls 56
had one or two holes 64
had one or two hours 101
had one or two items 49
had one or two large 157
had one or two latin 95
had one or two light 81
had one or two lines 67
had one or two major 90
had one or two masts 82
had one or two minor 237
had one or two nasty 123
had one or two others 189
had one or two pages 47
had one or two pairs 83
had one or two people 363
had one or two quiet 54
had one or two quite 66
had one or two rather 226
had one or two really 87
had one or two rooms 346
had one or two rough 52
had one or two sages 51
had one or two sharp 70
had one or two short 190
had one or two shots 52
had one or two small 523
had one or two strong 46
had one or two talks 200
had one or two terms 54
had one or two turns 44
had one or two twinges 64
had one or two white 78
had one or two wives 126
had one or two women 147
had one or two words 77
had our tea one evening 41
had put an arm about 88
had put an arm round 207
had put in for water 249
had put in her claim 48
had put in her hands 121
had put in her power 74
had put in her purse 67
had put in his claim 92
had put in his first 45
had put in his hands 591
had put in his paper 68
had put in his place 254
had put in his power 454
had put in its place 232
had put in long hours 287
had put in six months 92
had put in that morning 45
had put in two hours 43
had put it all aside 45
had put it off until 341
had put it that morning 41
had put my arm round 45
had put on her black 234
had put on her boots 61
had put on her cloak 132
had put on her dress 129
had put on her mother 162
had put on her night 72
had put on her plate 68
had put on her shawl 47
had put on her usual 109
had put on her wedding 72
had put on her white 144
had put on his action 62
had put on his armor 61
had put on his black 186
had put on his boots 215
had put on his cloak 123
had put on his dress 199
had put on his father 40
had put on his first 74
had put on his frock 40
had put on his hoary 43
had put on his leather 47
had put on his night 64
had put on his pants 103
had put on his plate 108
had put on his robes 89
had put on his shirt 176
had put on his table 47
had put on his white 121
had put on its smart 40
had put on new faces 66
had put on our coats 47
had put on that morning 1259
had put on this morning 243
had put on two pairs 42
had put the idea aside 60
had put the key under 92
had put the old woman 50
had put to death about 44
had put to death eight 95
had put to death every 96
had put to death first 51
had put to death louis 48
had put to death roman 92
had put to death seven 44
had put to him about 146
had put to you about 55
had put up her hands 71
had put up her house 42
had put up his hands 117
had put up his horse 356
had put up his house 56
had put up his sword 58
had put up one night 66
had put up that stone 46
had read in her books 40
had read in her father 46
had read in his bible 114
had read in his books 482
had read in his father 62
had read in his magic 58
had read in his paper 45
had read in old books 65
had read in that morning 78
had read it and could 50
had read it and found 102
had read it and liked 128
had read it and reread 59
had read it that morning 71
had read of but never 100
had read the few books 47
had read the few lines 73
had read the poem aloud 46
had read the two books 57
had read to her about 45
had read to her father 59
had read to him about 90
had read to him aloud 75
had rings on her fingers 161
had rings on his fingers 255
had run at top speed 64
had rung the death knell 130
had rung up and asked 79
had run the red light 120
had run to her father 147
had run to her mother 142
had run to his father 55
had run to his horse 59
had run to his mother 115
had run up her spine 40
had sat at her father 69
had sat at her table 135
had sat at his mother 107
had sat at his right 97
had sat at his table 273
had sat at our table 67
had sat at that table 224
had sat at this table 183
had sat in her chair 114
had sat in her father 44
had sat in her quiet 43
had sat in his chair 242
had sat in his father 64
had sat in his place 110
had sat in his study 112
had sat in that chair 388
had sat in that house 287
had sat in that place 62
had sat in that which 73
had sat in this chair 177
had sat on her father 88
had sat on his chair 58
had sat on his father 69
had sat on his horse 166
had sat on his right 84
had sat on his throne 76
had sat on its hands 45
had sat on that bench 65
had sat on that first 59
had sat up all night 6826
had sat up and taken 59
had sat up for hours 41
had sat up one night 61
had sat up that night 40
had sat up two hours 80
had sat up with staring 44
had set on red gulch 72
had set the law after 66
had set the old women 55
had set up and could 59
had set up and which 150
had set up any claim 129
had set up his altar 41
had set up his court 174
had set up his field 82
had set up his first 238
had set up his forge 74
had set up his house 114
had set up his kingdom 97
had set up his press 269
had set up his staff 129
had set up his stall 127
had set up his stand 50
had set up his store 100
had set up his studio 123
had set up his table 43
had set up his tents 87
had set up his throne 158
had set up its first 163
had set up its tents 61
had set up our first 62
had set up our tents 71
had set up that morning 47
had set up this meeting 127
had set up this whole 53
had sex in six months 91
had she to say about 56
had sung in his sleep 67
had that at all times 51
had that he was still 92
had that in her which 108
had that in him which 500
had that in his hands 87
had that in our power 53
had that in them which 150
had that of his father 58
had that to say which 474
had them at his fingers 74
had them at his house 106
had them at his mercy 533
had them at its mercy 43
had them at our mercy 42
had them in her hands 190
had them in her house 40
had them in her power 223
had them in his grasp 99
had them in his hands 411
had them in his house 107
had them in his keeping 183
had them in his power 1128
had them in its grasp 48
had them in its power 94
had them in our grasp 74
had them in our hands 123
had them in our power 94
had them of all sizes 75
had them on both sides 53
had them on her fingers 44
had them on his hands 57
had them on his table 47
had then in his hands 87
had then or has since 62
had then to get sober 61
had they to say about 82
had things in this order 40
had things to say about 1009
had things to say which 236
had this in both hands 44
had this in his power 63
had this in its favor 60
had this to say about 36308
had this to say after 428
had this to say under 82
had this to say while 49
had two in this nation 44
had two of his fingers 249
had two of his front 133
had two of his plays 52
had two of his wives 79
had two of his works 48
had two of our boats 49
had was in its queen 81
had wet the bed again 75
had wet the bed until 74
had wings on his heels 70
had with an old woman 70
had with me and which 50
had with me that night 58
had with me this morning 88
had with my own father 153
had with my own mother 68
had with the old woman 45
had with us for pilot 63
had won at his first 108
had won by his sword 131
had won in his first 72
had won the big prize 81
had won the day after 81
had won the mvp award 49
had won the top prize 105
had won the war after 62
had won the war would 90
had won to his cause 53
had yet to bear fruit 99
had yet to bring about 96
had yet to get under 60
had yet to hear about 103
had yet to hear anything 98
had yet to run about 41
had yet to say anything 219
had yet to see action 124
had yet to see anything 161
had you at his mercy 74
had you in her power 40
had you in his power 177
had you in them after 85
had you to say about 41
ham set on his table 77
hang him by his balls 45
hang him by his thumbs 58
hang him if they could 95
hang out at her house 298
hang out at her place 49
hang out at his house 143
hang out at his place 70
hang out at our house 207
hang out in this place 45
hang out my own shingle 119
hang them on our walls 78
hang you if they catch 91
has air on both sides 93
has all of its angles 63
has all of its parts 147
has all of its poles 82
has all of its roots 74
has all of its sides 149
has all of its zeros 66
has all the things which 62
has any ear for music 42
has are in its roots 89
has due to its motion 131
has dug in his heels 60
has dug in its heels 119
has each of its angles 49
has each of its parts 44
has each of its sides 81
has fed at our table 109
has fed us with sound 47
has few if any peers 76
has for so long given 67
has for so long lived 63
has for so long stood 110
has for so long taken 61
has for so long tried 44
has god as his father 47
has god as its author 249
has god as its cause 67
has got it all right 92
has got my head under 56
has got on her woman 60
has got on his heels 71
has got to say about 366
has got to that point 158
has got to that stage 95
has got to this point 61
has got to this stage 51
has had as its basic 44
has had as its basis 67
has had as its chief 244
has had as its first 60
has had as its focus 86
has had as its major 122
has had as its prime 46
has had at all times 253
has had in his hands 318
has had in his whole 56
has had in its hands 43
has had in its ranks 65
has had in our lives 44
has had in this field 61
has had in this world 45
has had no hat since 132
has had no mean share 53
has had no war since 47
has had on his writing 45
has had on its books 299
has had on its hands 41
has had on its staff 112
has had on our lives 283
has had on our thinking 52
has had on our trade 67
has had the bad taste 289
has had to deal since 83
has had to lay aside 184
has had to pay dearly 701
has had to pay large 43
has had to put aside 118
has had to say about 1336
has had to set aside 230
has hay on his horns 51
has her at his mercy 71
has her in his power 302
has him at her mercy 74
has him at his mercy 335
has him at its mercy 68
has him in her power 118
has him in his power 831
has him in its grasp 79
has him in its power 110
has his or her first 198
has his or her hands 181
has his or her legal 42
has his or her needs 99
has his or her place 641
has his or her price 159
has his or her right 52
has his or her share 215
has his or her story 81
has his or her usual 56
has ice in his veins 63
has its up and downs 88
has led on his world 51
has led to all kinds 525
has led to all sorts 766
has led to its abuse 79
has led to its rapid 114
has led to new forms 415
has led to new kinds 90
has led to new modes 57
has led to new thinking 128
has led to new types 119
has led to new views 44
has led to this abuse 42
has led to this change 236
has led to this error 59
has led to this paper 62
has led to this point 274
has led to this shift 42
has led to this state 162
has led to this study 59
has led to two basic 63
has led to two kinds 83
has led to two lines 48
has led to two major 352
has led to two quite 127
has led to two types 138
has led to two world 40
has led us and others 46
has met the death which 40
has not an idea above 40
has not as yet acted 50
has not as yet begun 359
has not as yet borne 118
has not as yet drawn 68
has not as yet earned 54
has not as yet found 1374
has not as yet fully 420
has not as yet given 658
has not as yet grown 112
has not as yet lived 43
has not as yet quite 115
has not as yet really 55
has not as yet risen 99
has not as yet ruled 56
has not as yet shown 501
has not as yet spread 89
has not as yet stood 45
has not as yet taken 1156
has not as yet thrown 50
has not as yet tried 54
has not at all begun 59
has not at all given 65
has not at all taken 83
has not at all times 990
has not at any point 97
has not at any stage 217
has not at one period 47
has not at this point 282
has not at this stage 195
has not at this writing 470
has not by and large 121
has not by its rules 47
has not in all cases 1064
has not in any sense 537
has not in his hands 98
has not in his house 97
has not in his power 82
has not in his works 47
has not so far borne 50
has not so far found 872
has not so far freed 124
has not so far given 388
has not so far lived 43
has not so far shown 391
has not so far taken 471
has not the hot blood 40
has not the long purse 97
has not the top white 43
has not to any large 61
has not to this point 150
has now an old woman 99
has now in his hands 303
has one in his house 78
has one of his front 106
has one of his hands 52
has one of his heroes 99
has one of its angles 263
has one of its chief 132
has one of its edges 78
has one of its faces 107
has one of its major 91
has one of its poles 70
has one of its roots 626
has one of its sides 307
has one of its walls 43
has one of two basic 41
has one of two fates 46
has one of two forms 195
has one of two meanings 143
has one of two types 58
has one or its chief 167
has one or two black 56
has one or two cases 52
has one or two close 149
has one or two extra 47
has one or two first 45
has one or two holes 80
has one or two horns 53
has one or two items 51
has one or two large 237
has one or two leaves 42
has one or two lines 90
has one or two local 46
has one or two major 65
has one or two minor 77
has one or two notes 76
has one or two others 41
has one or two pages 48
has one or two pairs 142
has one or two people 117
has one or two rather 54
has one or two rooms 125
has one or two sharp 52
has one or two short 74
has one or two small 321
has one or two strong 52
has one or two words 54
has put in her claim 45
has put in his claim 96
has put in his hands 127
has put in his place 162
has put in his power 148
has put in its claim 66
has put in its place 215
has put in long hours 77
has put in our hands 597
has put in our hearts 202
has put in our lives 81
has put in our power 341
has put it off again 41
has put on his shining 63
has put on his shirt 119
has put us all under 54
has read in his books 40
has read in old musty 53
has read the two books 76
has read to this point 51
has rings on her fingers 78
has rung the death knell 115
has run in our blood 135
has sat in his chair 50
has sat in that chair 74
has sat in this chair 43
has sat in this house 50
has sat on both sides 44
has sat up all night 192
has set as its first 42
has set in our hearts 101
has set my head running 186
has set up her seven 204
has set up her tents 43
has set up her throne 56
has set up his kingdom 171
has set up his staff 83
has set up his throne 194
has set up its throne 41
has set up one ruler 61
has she to say about 51
has that in her which 160
has that in him which 623
has that to say which 85
has them at his fingers 56
has them at his mercy 133
has them in his blood 44
has them in his grasp 63
has them in his hands 135
has them in his keeping 105
has them in his power 315
has them in its grasp 47
has them in its power 136
has them on his hands 40
has things to say about 484
has things to say which 72
has this as its chief 50
has this in its favor 255
has this or that fault 59
has this or that shape 46
has this or that value 43
has this to say about 21623
has this to say after 61
has this to say under 61
has two in his drawing 46
has two in his trunk 44
has two of its angles 94
has two of its faces 54
has two of its sides 580
has wings on his heels 50
has won by her power 43
has won so all shall 48
has year by year grown 40
has yet to bear fruit 274
has yet to bring about 140
has yet to say anything 203
has you at his mercy 131
has you in her power 47
has you in his keeping 56
has you in his power 736
has you in its grasp 89
has you in its power 114
hat and the long black 76
hat and the long cloak 44
hath beat up his drums 230
hath him in his power 53
hath let me see which 168
hath not at all taken 92
hath not at all times 89
hath not he that built 337
hath not the son shall 91
hath now in his hands 42
hath put in our hands 142
hath put in our power 139
hath read to thee sweet 93
hath run on and raged 56
hath set up his court 49
hath that in her veins 41
hat out of all shape 40
hat out of his hands 50
hat that he had found 49
hat was in his hands 109
hat with an old faded 41
hat with the long feather 44
hat with the low crown 46
hat with the red feather 85
hay all the year round 168
head all the way round 87
head and by his light 122
head and do not panic 60
head and he was looking 56
head and he was smiling 56
head and he was still 43
head and he was taken 45
head and in her hands 50
head and in her whole 49
head and in his hands 95
head and is now looking 48
head and my two hands 40
head and no one would 43
head and on both sides 76
head and on his chest 59
head and on his hands 89
head and on its sides 52
head and the earth under 101
head and the old woman 47
head and the sun glaring 40
head and the two hands 106
head did by its horns 84
head for in our sleep 100
head for the east coast 64
head for the new world 52
head hung on his chest 88
head lay on her bosom 63
head lay on her breast 70
head lay on his bosom 62
head lay on his breast 198
head lay on his chest 175
head lie on his breast 69
head low on his chest 65
head lying on his breast 54
head lying on his chest 72
head man of his tribe 104
head may be too large 87
head men of his tribe 89
head off at that point 46
head out of her cabin 40
head out of her coach 105
head out of her hands 134
head out of his basin 59
head out of his cabin 92
head out of his grasp 50
head out of his hands 319
head out of his house 83
head out of his shell 827
head out of his stall 90
head out of his study 139
head out of its shell 275
head out to see where 140
head put in its place 44
head that he can write 64
head that he had never 58
head that he had taken 105
head that he was getting 43
head that he was looking 45
head that he was playing 44
head that is too large 101
head that is too small 53
head that no one could 54
head that no one would 41
head that we are bound 60
head was at his elbow 61
head was in her hands 300
head was in his hands 778
head was in its place 88
head was in its right 67
head was on her breast 119
head was on her chest 46
head was on her knees 83
head was on his bosom 64
head was on his breast 329
head was on his chest 371
head was on his knees 56
head was on his mother 54
head with an air which 75
head with my own hands 239
head with my two hands 42
heal ere we are aware 52
heal him of his wound 196
heal them up with fresh 51
hear all the old names 65
hear any of that stuff 59
hear any of them which 120
hear but of one ghost 69
hear fear in her voice 59
hear her as she spoke 46
hear her if she calls 52
hear her if she cried 111
hear her if she cries 53
hear her if she wakes 54
hear him at all hours 100
hear him by his blowing 310
hear him in his study 49
hear him on that point 64
hear him on this point 76
hear his or her story 47
hear his or her voice 476
hear his or her words 43
hear how he had fared 64
hear how he has given 124
hear how he was getting 50
hear how he was speaking 83
hear how it has fared 61
hear how we are getting 74
hear men of this world 45
hear nor eat nor smell 113
hear not of any which 50
hear not the things which 118
hear one of his works 56
hear one of our party 45
hear one of them calling 52
hear one of them shout 58
hear one of them utter 65
hear that he had found 71
hear that he had given 84
hear that he had never 103
hear that he had spent 134
hear that he had taken 274
hear that he has found 48
hear that he has given 115
hear that he has never 53
hear that he has taken 151
hear that he was about 120
hear that he was alive 123
hear that he was cured 65
hear that he was getting 57
hear that he was never 73
hear that he was quite 47
hear that he was really 48
hear that he was smiling 52
hear that he was sober 52
hear that he was still 266
hear that he was talking 136
hear that he was thinking 59
hear that he was vexed 43
hear that he who would 45
hear that in her voice 111
hear that in his voice 72
hear that it was after 43
hear that it was hoped 43
hear that it was still 55
hear that my dear father 52
hear that my dear mother 46
hear that the two noble 61
hear that we are wiser 111
hear them at all times 84
hear them if they cried 89
hear them in her voice 60
hear them in his voice 65
hear them on all sides 49
hear was my own breathing 141
hear was my own voice 84
hear you if you scream 100
hear you if you shout 76
hear you if you spoke 41
hear you of all people 42
hear you on this topic 85
heat all the year round 287
heat and no hot water 122
heat and the long hours 70
heat and the long march 84
heat and the long waiting 41
heat but do not allow 134
heat due to this cause 87
heath near the old roman 53
heat low in her belly 67
heat nor the sun smite 237
heat that the sun could 79
heat was at its worst 286
hem them in with posts 52
her age to sir simon 50
her air as she stood 52
her air in her chair 40
her all in one piece 56
her all in this world 80
her all the things about 48
her all the things which 62
her all the way round 40
her all the way until 92
her all the year round 282
her all ye that mourn 90
her and at one point 94
her and at that point 45
her and by her father 42
her and by her jesus 46
her and by her mother 45
her and do her bidding 80
her and do not allow 43
her and he had never 96
her and he had taken 45
her and he was alone 41
her and he was holding 111
her and he was kissing 172
her and he was looking 82
her and he was right 120
her and he was smiling 71
her and he was sorry 78
her and he was still 85
her and he was talking 60
her and he was willing 47
her and if she could 127
her and if she wants 47
her and if she would 131
her and in its place 47
her and it was driving 44
her and it was found 44
her and it was getting 63
her and it was quite 67
her and it was really 47
her and it was still 62
her and no one could 127
her and no one would 337
her and of her child 62
her and of her father 75
her and of her mother 79
her and on her alone 48
her and on her mother 51
her and so she could 55
her and so she would 73
her and the dead woman 43
her and the man whose 107
her and the old woman 277
her and the red cross 48
her and the two girls 195
her and the two women 278
her and to all women 41
her and to her about 61
her and to her alone 398
her and to her cause 108
her and to her child 296
her and to her father 819
her and to her heirs 295
her and to her house 58
her and to her lover 52
her and to her mother 932
her and to her people 146
her and to her right 434
her and to his father 287
her and to his mother 154
her and to sir thomas 46
her and we both cried 46
her arm as she began 75
her arm as she leaned 65
her arm as she moved 188
her arm as she spoke 161
her arm as she stood 182
her arm as she tried 367
her arm as she would 90
her arm as they headed 74
her arm as they moved 89
her arm as they stood 49
her arm at his touch 71
her arm in her father 100
her arm in her mother 128
her arm in his again 144
her arm in his strong 61
her arm on her father 47
her arm on his chest 131
her arm so she could 250
her arm so she would 134
her arm to her breast 51
her arm to her chest 81
her arm to her elbow 115
her arm to her father 40
her arm to her mother 44
her arm to her waist 86
her arm to her wrist 146
her ass in his hands 132
her awe of this grave 143
her bag as she spoke 49
her bag on her knees 81
her bag so she could 51
her bag to her chest 189
her bed as she slept 86
her bed if she lived 76
her bed in her father 49
her bed in her house 56
her bed in her night 49
her bed in her small 45
her bed in her white 82
her bed so she could 318
her bed so she would 80
her bed the day after 158
her bed to her chair 104
her being in any hands 46
her being in that place 55
her bit of dry grass 47
her boy to her bosom 132
her boy to her breast 85
her but at her seeking 47
her but he had never 72
her but he was still 49
her but it was still 85
her but no one knows 43
her but the old woman 42
her but the ten noble 60
her but to her father 115
her but to her mother 47
her cap if she could 40
her car as she drove 226
her car at all times 71
her car so she could 198
her car so she would 53
her car to her house 43
her cup in both hands 340
her cup in her hands 130
her cup of hot water 104
her dad if she could 73
her dear king and father 101
her death at age fifty 83
her death at age forty 90
her death at age sixty 111
her death at age thirty 111
her death at his hands 183
her death he had eight 46
her death he was still 57
her death he was thrown 44
her death is not given 70
her death is not known 778
her death it was found 246
her death it was given 58
her death or for which 139
her death to her father 87
her death to her heirs 124
her death to her issue 63
her death to her niece 76
her dig in her heels 80
her dog at her heels 67
her dog on her couch 48
her ears as she leaned 41
her ears as she moved 60
her ears as she spoke 49
her ears as she stood 94
her ears as she tried 128
her ears so she could 227
her ears so she would 192
her ears to hear every 40
her ears to his words 42
her ease as they could 62
her ease by his frank 48
her eye as she added 48
her eye as she asked 45
her eye as she spoke 266
her eye as she stood 72
her eye at her niece 67
her eye in one fixed 40
her eye on her watch 47
her eye to her cheek 64
her fan as she spoke 89
her fan in both hands 42
her fan on her knees 42
her fear of being alone 1513
her fear of being found 109
her fear of being raped 41
her fear of being taken 59
her fear of her father 945
her fear of her mother 806
her fear of not knowing 43
her fear of not pleasing 48
her for an old woman 64
her for the few brief 58
her for the long hours 59
her for the real world 81
her for the two weeks 75
her get on her knees 92
her get up and dress 95
her get up and start 44
her going to her father 108
her going to her mother 101
her going to his house 88
her going to them within 122
her gun in both hands 62
her gun in her purse 73
her gun in her right 42
her hat as she spoke 104
her hat in her hands 120
her hat to her boots 53
her head as for quiet 46
her head as her father 133
her head as her fingers 45
her head as her mother 255
her head as her voice 45
her head as she added 70
her head as she asked 137
her head as she began 246
her head as she could 137
her head as she cried 87
her head as she drank 50
her head as she drove 202
her head as she faced 45
her head as she gazed 293
her head as she headed 110
her head as she knelt 163
her head as she leaned 291
her head as she looks 117
her head as she moved 417
her head as she paced 41
her head as she raced 69
her head as she shook 89
her head as she slept 101
her head as she speaks 65
her head as she spoke 1518
her head as she stood 609
her head as she talks 48
her head as she tried 789
her head as she tries 50
her head as she turns 61
her head as she walks 155
her head as she wiped 153
her head as she would 77
her head as she wrote 65
her head as they drove 60
her head at all times 125
her head at her father 307
her head at her mother 429
her head at him again 62
her head at him sadly 47
her head at his offer 77
her head at his words 128
her head at that point 50
her head at this point 61
her head if she could 152
her head if she prays 59
her head in and asked 131
her head in both hands 1374
her head in her apron 240
her head in her books 53
her head in her bosom 123
her head in her chest 58
her head in her cloak 191
her head in her father 216
her head in her hands 36027
her head in her knees 184
her head in her mother 3609
her head in her nurse 47
her head in her palms 134
her head in her pigmy 40
her head in her right 107
her head in her shawl 57
