hair cells move in relation 41
have mixed much in society 42
have moved from an agrarian 46
have moved from an economy 91
have moved from the central 170
have moved from the concept 86
have moved from the country 244
have moved from the general 79
have moved from the margins 236
have moved from the position 220
have moved from the private 79
have moved from the question 41
have moved from the village 90
have moved into the central 61
have moved into the country 177
have moved into the economy 42
have moved into the general 43
have moved into the interior 274
have moved into the northern 55
have moved into the position 103
have moved into the present 93
have moved into the private 86
have moved into the suburbs 175
have moved into the village 260
have moved over the rainbow 45
have moved over the surface 49
have moved past the sterile 44
have nearly lost the faculty 55
have never been an admirer 222
have never been an orthodox 85
have never been as closely 45
have never been as popular 385
have never been at college 55
have never been at variance 52
have never been in america 501
have never been in bondage 519
have never been in company 59
have never been in contact 763
have never been in control 91
have never been in dispute 157
have never been in general 64
have never been in germany 99
have never been in harmony 43
have never been in ireland 139
have never been in question 156
have never been in service 153
have never been in similar 56
have never been in slavery 118
have never been in sympathy 179
have never been in trouble 939
have never been on welfare 312
have never been so ashamed 135
have never been so blessed 104
have never been so certain 106
have never been so closely 106
have never been so content 55
have never been so crowded 150
have never been so divided 44
have never been so excited 450
have never been so foolish 134
have never been so honored 141
have never been so hopeful 55
have never been so intense 52
have never been so nervous 157
have never been so peaceful 48
have never been so popular 287
have never been so sharply 46
have never been so shocked 331
have never been so stirred 53
have never been so strongly 119
have never been so studious 122
have never been so tempted 64
have never been so thankful 64
have never been so thrilled 82
have never been so touched 78
have never been so unhappy 188
have never been so utterly 120
have never been so vividly 40
have never been so worried 59
have never been the friends 42
have never been the objects 146
have never been the peculiar 46
have never been the primary 89
have never been the subject 2186
have never been the victims 95
have never been to america 423
have never been to college 533
have never been to germany 115
have never been to ireland 99
have never been to vietnam 43
have never been up against 99
have never come in contact 906
have never come in question 74
have never come to fruition 597
have never come up against 151
have never done an official 75
have never done me justice 55
have never done so because 88
have never felt at liberty 143
have never felt or enjoyed 51
have never felt so ashamed 84
have never felt so excited 138
have never felt so relaxed 68
have never felt so strongly 264
have never felt so utterly 69
have never felt the careful 47
have never felt the impulse 83
have never from the beginning 141
have never gone to college 176
have never heard it alleged 56
have never heard it applied 45
have never heard it claimed 124
have never heard it debated 57
have never heard it uttered 45
have never heard my husband 51
have never heard of anybody 526
have never heard of general 81
have never heard the chinese 124
have never heard the message 156
have never heard the opinions 44
have never heard the question 90
have never heard the subject 64
have never held it against 79
have never kept an account 43
have never left the country 219
have never left the village 90
have never lost an election 48
have never lost my respect 60
have never lost the benefit 51
have never made an attempt 149
have never made my fortune 69
have never made the attempt 223
have never made the decision 58
have never made the journey 92
have never made the mistake 287
have never made the national 87
have never said or implied 69
have never said or written 105
have never seen an abscess 47
have never seen an account 127
have never seen an actress 54
have never seen an african 72
have never seen an article 97
have never seen an attempt 58
have never seen an example 704
have never seen an occasion 40
have never seen an officer 80
have never seen in america 104
have never seen in anybody 75
have never seen it alluded 60
have never seen it applied 86
have never seen it carried 50
have never seen it equaled 62
have never seen it noticed 95
have never seen it produce 165
have never seen it written 187
have never seen my husband 163
have never seen my parents 76
have never seen or handled 46
have never seen or touched 125
have never seen so perfect 57
have never seen so strongly 40
have never seen the article 79
have never seen the colored 166
have never seen the country 270
have never seen the effects 45
have never seen the emperor 143
have never seen the equator 70
have never seen the flowers 82
have never seen the interior 166
have never seen the letters 44
have never seen the machine 41
have never seen the mercury 41
have never seen the natural 109
have never seen the outside 57
have never seen the patient 229
have never seen the peculiar 50
have never seen the picture 147
have never seen the present 83
have never seen the process 98
have never seen the question 85
have never seen the results 55
have never seen the reverse 41
have never seen the species 124
have never seen the streets 54
have never seen the subject 85
have never seen the surface 44
have never told my husband 45
have never used the library 61
have never used the product 116
have never worn the servile 44
have noted from the beginning 190
have noted only the following 51
have often been at variance 378
have often been in advance 43
have often been in company 66
have often been in similar 47
have often been in trouble 52
have often been of service 56
have often been so pinched 66
have often been the greatest 56
have often been the objects 81
have often been the occasion 180
have often been the outcome 48
have often been the primary 100
have often been the product 163
have often been the results 65
have often been the subject 2765
have often been the targets 158
have often been the victims 469
have often come in contact 67
have often come to believe 40
have often come up against 114
have often done in receiving 44
have often done in similar 56
have often done so because 156
have often heard it related 62
have often heard it repeated 76
have often heard me declare 45
have often heard me express 317
have often heard my husband 134
have often heard my parents 88
have often heard of castles 99
have often heard the british 86
have often heard the comment 84
have often heard the emperor 116
have often heard the following 256
have often heard the natives 120
have often heard the probity 88
have often heard the question 355
have often heard the sailors 49
have often held the balance 56
have often lost the ability 55
have often made an attempt 56
have often made the attempt 54
have often made the following 47
have often made the mistake 335
have often only the faculty 42
have often said to friends 80
have often seen it assumed 40
have often seen it examine 75
have often seen the following 46
have often seen the husband 40
have often seen the locusts 132
have often seen the natives 51
have often told my friends 89
have often used the analogy 53
have often used the concept 99
have often used the example 43
have often used the following 196
have often used the language 49
have power also to appoint 64
have power also to suspend 78
have power over the benefit 120
have power over the spirits 94
have power over the subject 57
have power over the thoughts 56
have power over us because 76
have quite cast my insular 41
have raged over the question 76
have ranged from an average 89
have ranged from the extreme 48
have ranged from the sublime 61
have rated worth in exchange 45
have really been in trouble 105
have really come to believe 117
have really made no addition 54
have really only the preface 40
have reason also to believe 113
have reason even to suppose 57
have right from the beginning 126
have risen from an average 536
have risen from the perusal 357
have risen from the position 88
have risen from the present 129
have risen from the surface 48
have risen over the decades 40
have ruled over the country 99
have saved from the gallows 56
have saved from the general 62
have saved from the ravages 45
have saved tens of millions 116
have scope over the subject 140
have shown from the beginning 198
have shown what the general 50
have shown what the natural 42
have since been in germany 49
have since been so altered 40
have since been so prudent 61
have since been the subject 616
have since come to believe 501
have since come to fruition 57
have since come to suspect 55
have since heard of jewelry 123
have since heard of several 64
have since left the company 153
have since left the country 252
have since paid on account 87
have since seen the position 48
have slept from the beginning 41
have small hope of success 43
have space here to develop 77
have space here to discuss 366
have space here to examine 53
have space here to explain 54
have space here to explore 94
have space here to present 59
have space only to discuss 45
have spent tens of billions 62
have spent tens of millions 236
have spent years in acquiring 87
have spent years in research 45
have spent years of research 56
have split over the question 59
have spread from the primary 62
have spread into the interior 139
have spread over the country 489
have spread over the northern 43
have spread over the surface 116
have sprung from an ancient 46
have sprung from an extreme 65
have sprung from the agrarian 41
have sprung from the alliance 44
have sprung from the ancient 118
have sprung from the concept 43
have sprung from the efforts 47
have sprung from the european 71
have sprung from the fertile 80
have sprung from the highest 54
have sprung from the lutheran 118
have sprung from the marriage 62
have sprung from the natural 44
have sprung from the northern 40
have sprung from the popular 46
have sprung from the reports 45
have sprung upon the country 41
have stood forth in support 47
have stood from the beginning 186
have stood high on fortune 59
have stood like an useless 64
have stood upon the records 46
have swept along the summits 57
have swept away the ancient 61
have swept away the present 121
have swept away the village 86
have swept over the country 512
have swept over the surface 80
have taken away my husband 159
have taken away my license 56
have taken away the remnant 54
have taken away the spanish 65
have taken care by repeated 79
have taken care of everything 1610
have taken care of herself 153
have taken care of himself 226
have taken care of several 42
have taken care to command 44
have taken care to consult 50
have taken care to correct 42
have taken care to destroy 42
have taken care to develop 50
have taken care to enforce 166
have taken care to examine 59
have taken care to exclude 153
have taken care to explain 187
have taken care to express 67
have taken care to fortify 57
have taken care to furnish 72
have taken care to include 228
have taken care to observe 78
have taken care to prepare 81
have taken care to present 148
have taken care to prevent 454
have taken care to produce 45
have taken care to protect 135
have taken care to provide 744
have taken care to publish 44
have taken care to qualify 111
have taken care to specify 58
have taken even the present 66
have taken from me everything 40
have taken from my country 63
have taken from the ancient 42
have taken from the beginning 322
have taken from the commons 65
have taken from the defeated 173
have taken from the epistle 56
have taken from the general 48
have taken from the germans 46
have taken from the spanish 219
have taken from us everything 49
have taken home to cherish 52
have taken into the account 72
have taken leave of absence 61
have taken leave to dissent 136
have taken means to prevent 71
have taken note of everything 89
have taken over an increasing 191
have taken over the british 88
have taken over the command 194
have taken over the company 102
have taken over the concept 44
have taken over the conduct 59
have taken over the control 325
have taken over the country 390
have taken over the function 664
have taken over the general 42
have taken over the kitchen 79
have taken over the language 67
have taken over the marketing 42
have taken over the position 133
have taken over the primary 44
have taken over the schools 48
have taken over the streets 119
have taken over the temples 57
have taken over the village 54
have taken part in affairs 118
have taken part in amateur 121
have taken part in battles 64
have taken part in certain 50
have taken part in control 91
have taken part in debates 58
have taken part in national 52
have taken part in preparing 42
have taken part in previous 62
have taken part in producing 42
have taken part in research 66
have taken part in salvage 81
have taken part in several 354
have taken part in similar 81
have taken part in strikes 56
have taken part in studies 55
have taken root in america 89
have taken root in germany 69
have taken such an affront 59
have taken such an aversion 60
have taken such an extreme 116
have taken tens of millions 80
have taken time to consult 47
have taken time to counsel 59
have taken time to develop 144
have taken time to discuss 92
have taken time to examine 133
have taken time to explain 74
have taken time to explore 44
have taken time to prepare 122
have taken time to reflect 129
have taken toll of everything 218
have taken vows of poverty 290
have taken vows of silence 75
have taken what thy husband 70
have taken years of patient 42
have taken years of research 43
have taken years to achieve 112
have taken years to acquire 113
have taken years to collect 77
have taken years to develop 583
have taken years to perfect 76
have taken years to produce 49
have taken years to recover 79
have taken years to resolve 48
have thirty days to respond 64
have thirty years of service 49
have thrown away as useless 49
have thrown away the greatest 55
have thrown upon the designs 44
have thrown upon the present 56
have thrown upon the subject 232
have today sent the following 73
have tried also to provide 55
have tried also to suggest 68
have tried from the beginning 293
have tried hard to achieve 52
have tried hard to believe 55
have tried hard to develop 46
have tried hard to explain 52
have tried hard to improve 72
have tried hard to present 54
have tried hard to prevent 56
have tried hard to provide 77
have tried here to explain 46
have tried here to outline 51
have tried here to present 126
have tried here to provide 57
have tried here to suggest 64
have tried much to procure 64
have truly come to believe 41
have truly seen the element 96
have urged from the beginning 41
have urged upon the central 69
have vague ideas of natural 47
have value only in relation 352
have voted upon the question 49
have wrote upon the subject 42
having acted such an inglorious 83
having blown over to leeward 42
having burst open the chamber 61
having first held the lantern 45
having first made the invasion 72
having found means of rendering 76
having found means to present 46
having found means to restore 62
having given away my medical 107
having given birth to eminent 70
having given birth to himself 148
having given birth to several 129
having given over the captain 78
having lived there is current 74
having often heard me deplore 67
having power upon the highest 95
having risen from an average 102
having risen from the position 89
having shown want of respect 41
having since heard the opinions 64
having small hope of success 41
having swept over the surface 79
having taken care to provide 133
having taken over the command 62
having taken over the function 64
having taken over the position 45
having taken part in certain 47
having taken part in several 144
hawk might gain no vantage 115
heading would seem to require 71
heads start from the surface 40
heads thrown back in ecstasy 73
healing shall spring up quickly 181
health could only be ensured 50
heard anything like the colonel 43
heard every word he uttered 78
heard marie speak so frankly 42
heard rolling along the prairie 80
hearing would harm the national 72
heart ached upon the occasion 54
heart aches when the flowers 40
heart could even be touched 41
heart could make to vibrate 65
heart fixed upon the peculiar 40
heart sinks back to languish 52
heart which made the outward 50
heart yearns over the unloved 96
heavy atoms such as bromine 44
heavy atoms such as mercury 56
heavy atoms such as uranium 230
heavy black coil of twisted 52
heavy drain upon the treasury 127
heavy fines into the treasury 48
heavy fines will be imposed 51
heavy groan from the adjoining 65
heavy loads along the railway 58
heavy loads must be carried 80
heavy metal such as mercury 80
heavy metal such as tungsten 67
heavy rains during the monsoon 96
heavy swell from the eastward 216
heavy sword into the balance 45
heavy taxes must be imposed 46
heir shall take by descent 51
heir which have the general 59
heir would take by descent 71
held about ways to prevent 53
held aloof from the british 42
held aloof from the congress 184
held aloof from the contest 228
held aloof from the crusade 41
held aloof from the dispute 47
held aloof from the general 338
held aloof from the national 133
held aloof from the popular 154
held aloof from the quarrel 55
held aloof from the society 120
held anything like the position 44
held apart from the general 48
held apart from the surface 191
held binding upon the parties 98
held every month or oftener 55
held human beings in bondage 167
held liable upon an implied 52
held under lease or license 373
help comes from the outside 120
help feeding upon the pleasure 40
help people learn to control 62
help people living in poverty 149
help track down the problem 76
herd right into the village 58
here again take the liberty 68
here calls wealth or material 55
here could also be applied 133
here drawn from the general 106
here enter into an inquiry 54
here enter into the complex 45
here enter into the details 656
here enter into the history 107
here enter into the motives 53
here enter into the question 788
here enter into the subject 70
here enter upon the question 164
here every vice is carried 88
here first came in contact 83
here might seem to suggest 47
here quote from an article 41
here right from the beginning 135
here shall tread the herbage 260
here taken into the account 163
here thrown open to science 50
here touch upon the question 41
here would have to include 64
here would have us believe 99
here would seem to confirm 42
here would seem to require 47
here would seem to suggest 159
here would seem to support 77
here would tend to support 42
hero found means to exclude 66
hero stood ready to receive 89
hers could have no alliance 65
hide facts from the country 63
hiding place from the vengeance 52
high favor from the company 43
high growth rate of capital 62
high growth rate of exports 149
high growth rate of national 65
high level during the postwar 47
high level from the beginning 108
high moral tone of everything 53
high moral worth is deserving 47
high place among the artists 64
high place among the greatest 93
high place among the masters 159
high place among the pioneers 95
high place among the primary 97
high place among the records 52
high place among the thinkers 60
high place among the virtues 127
high place among the writers 291
high power over the liberty 105
high price from the victims 178
high right from the beginning 100
high speed onto the surface 79
high table land of central 64
high throne from the beginning 472
high trust during the darkest 61
high value upon the liberty 54
high wages have in increasing 56
high wages paid in america 48
high wages paid to skilled 41
high wages paid to workers 72
high water mark of british 113
high water mark of european 45
high water mark of judicial 75
high water mark of western 57
high winds during the northern 56
hill after hill is crowded 40
hill slope came the trickle 279
hire people from the outside 57
hits where hope is coldest 209
hold aloof from the affairs 52
hold aloof from the congress 43
hold aloof from the general 98
hold aloof from the present 48
hold aloof from the quarrel 82
hold human beings in bondage 244
hold human beings in slavery 84
hold taken upon the popular 141
hold under such an immense 49
hold would make the position 82
holy fasting month of ramadan 166
home after years of absence 166
home after years of service 94
home after years of wandering 106
home again making the endless 145
home books from the library 82
home right from the beginning 42
home skies moving the friends 43
home until late the following 87
home would feel at receiving 52
home would meet the federal 49
hope could only be realized 49
hope either from the estates 57
hope others will be equally 41
hope where there is despair 416
hope whose form is madness 117
horn growing from the forehead 47
hose running from the exhaust 57
hour after hour in silence 83
hour after leaving the village 54
hour books must be renewed 3466
hour drive from the airport 404
hour drive from the capital 352
hour later when he arrived 45
hour later when he finally 70
hour would seem to justify 56
howl right into the windows 104
huge cliff rose up between 163
huge crowd from the balcony 46
huge stone from the rampart 68
huts which form the village 44
hype would have us believe 44
